Hybridization REF	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05
cg25946389	0.0990469549844726	MGMT	10	131265073
cg25946758	0.344219496156438	PHYHIPL	10	60936025
cg25946952	0.0697272679875369	FAM131B	7	143059218
cg25947945	0.0603747739792821	LAD1	1	201368946
cg25948180	0.0884373216104888	PDHX;APIP	11	34936781
cg25948993	0.0223614712445669	UBXN8	8	30601878
cg25949363	0.141217523850274	TMEM92	17	48352008
cg25951582	0.0355268874939915	C15orf33;DTWD1	15	49913451
cg25953146	0.667710907195459	C2orf27B	2	132558939
cg25954162	NA	MYL6B	12	56546720
cg25954354	0.0376502036578059	AIF1L	9	133971548
cg25955816	0.733514495928983	HIST3H3	1	228612876
cg25955899	0.00845113906633459	POMP	13	29233493
cg25955969	0.0161441064740103	DPH2	1	44435627
cg25956985	0.118211706454107	MAP3K7IP1	22	39795188
cg25957124	0.0402698760307848	TMEM159;DNAH3	16	21171084
cg25957967	0.0245267901518632	PCSK9	1	55505148
cg25958361	0.0369973867015453	MRPL30;MITD1	2	99797532
cg25959506	0.0165518863776515	RASD2	22	35937058
cg25960313	0.0202139964197126	FBXO5	6	153304131
cg25960567	0.0275327611955994	ITPR2	12	26985181
cg25961684	0.0166695979855543	STK36;RNF25	2	219536870
cg25964007	0.0253664164228968	WDR16;STX8	17	9479910
cg25965576	0.87080058836006	CST4	20	23670089
cg25969212	0.0194419661503061	EXOSC9	4	122722590
cg25969673	0.0151045428287638	TBC1D19	4	26585760
cg25971347	0.0143565304364214	FOXF1	16	86544339
cg25973092	0.0145775110615898	SESN2	1	28585837
cg25974617	0.387842444351678	TRAM1	8	71520962
cg25974764	0.0106849700428192	KLHDC2	14	50234454
cg25974870	0.0181499055108901	NUDT21;OGFOD1	16	56485177
cg25975818	0.836069920679816	ENPP7	17	77704298
cg25978208	0.659142724310401	SNRPN	15	25093244
cg25979644	0.922543720501774	ATP8B1	18	55399003
cg25982743	0.0917807254784771	TIMP4;SYN2	3	12200236
cg25983380	0.37593449294744	GNAS	20	57465439
cg25984124	0.846463601772173	CDS2;PCNA	20	5106245
cg25985103	0.0855790020998776	MAN2C1	15	75660389
cg25985437	0.0132862208128493	FAM96A	15	64386321
cg25985488	NA	GALNTL4	11	11643756
cg25985778	0.0220278977732453	RPL38	17	72199373
cg25989745	0.611331691522802	TYRP1	9	12693326
cg25990230	0.0197458461641663	PMS2L3	7	75157345
cg25990314	0.0210071238318567	GNB1L;C22orf29	22	19841927
cg25990647	0.0143396673401493	OPRK1	8	54164081
cg25993152	0.843982970400929	XAGE5	X	52840736
cg25993718	0.335170030535016	CBLN4	20	54580196
cg25994725	0.242103251619671	LOC285847;C6orf81	6	35703435
cg25995212	0.486328709948125	SCN7A	2	167342984
cg25995460	0.627418192314396	C1QA	1	22964156
cg25995916	0.0266544540304426	PRDM4	12	108155205
cg25996835	0.0186675419396262	BBS4;HIGD2B	15	72978165
cg25997474	0.191104105590467	NA	NA	0
cg25999015	0.0192403915310148	ZNF575	19	44037866
cg25999267	0.0177819848817387	SLC25A38	3	39424992
cg25999486	0.014410395769787	TBC1D4	13	76056030
cg25999867	0.0162247593321342	GLB1L3	11	134145940
cg26001030	0.00874722665513106	RABGAP1L	1	174128297
cg26001336	0.0147610550133569	RAB3A	19	18315002
cg26003813	NA	PLK1	16	23689802
cg26005082	0.01903441358685	MIR7-3;C19orf30	19	4769660
cg26007077	0.0171887298299542	SNAPC3	9	15422993
cg26008464	0.0116677502629869	SLC2A12	6	134373624
cg26012103	0.030357110222073	SOCS1	16	11349372
cg26014197	NA	ZSCAN10	16	3143153
cg26014796	0.0190041773196468	RNF39	6	30043597
cg26015133	0.810381774716647	FCRLB	1	161692247
cg26018901	0.162356780083599	CORIN	4	47840011
cg26020513	0.712096538238955	GATA4	8	11568356
cg26021103	0.0121218238865364	LPCAT3	12	7126013
cg26021476	0.0115462668939032	ENY2;NUDCD1	8	110346385
cg26021627	0.421161301840227	FAM150A	8	53478706
cg26022315	0.0168413423417416	SNF8	17	47021804
cg26022401	0.552220129630671	NA	NA	0
cg26023204	0.0117108316116284	MCM7;AP4M1	7	99699378
cg26023389	0.728197862541607	GCM1	6	53013589
cg26023751	0.00780347944005054	C1orf156;C1orf112	1	169763990
cg26024206	0.0173162975235726	ZNF282	7	148892367
cg26024531	NA	CHAF1B	21	37758170
cg26024843	0.0133732914655179	COL5A1	9	137533949
cg26025891	0.590541733342758	PSTPIP1	15	77287899
cg26025944	0.0364395928561823	SCNN1G	16	23193717
cg26026726	0.801436309951961	NA	NA	0
cg26029248	0.0112288853650371	PFKFB4	3	48594205
cg26029902	0.180961534643049	RAB22A;PPP4R1L	20	56884425
cg26033681	0.131450526200708	SNRPN	15	25069376
cg26033710	0.132491290930151	TACR1	2	75426249
cg26035366	0.0262523281668195	LRRC3B	3	26664621
cg26035463	0.0370434883679316	FBXO21	12	117627651
cg26035633	0.405465497674362	IDH3G;SSR4	X	153059444
cg26036443	0.0292725382194638	EHD2	19	48216402
cg26039806	0.0140595785060199	RNF121;LOC100133315	11	71639257
cg26041297	0.181720039615215	NA	NA	0
cg26043257	0.59167839586069	CD38	4	15780238
cg26043391	0.0473451824281974	FBXO28	1	224302174
cg26044825	0.0108989869341597	NFIC	19	3358992
cg26045205	0.940653518428512	ACOT11;FAM151A	1	55088984
cg26045220	0.0146454504394736	C1orf194;KIAA1324	1	109656325
cg26045434	0.0577703242320862	HR	8	21987861
cg26049501	0.0500545411713467	STARD13	13	33860056
cg26050734	0.607141692736617	TNRC4	1	151689032
cg26052367	0.0249439767863925	TMEM87A;GANC	15	42566151
cg26053787	0.584924524894752	NA	NA	0
cg26053864	0.407896977272848	ACTC1	15	35087635
cg26054395	0.0157352313043767	MTF2	1	93545008
cg26054540	0.00835808740137193	NKD2	5	1009204
cg26055770	0.015918239706495	PDZRN3	3	73674070
cg26057752	0.236804729534181	PGAM2	7	44104935
cg26059153	0.0132835502423355	MACROD2	20	13976190
cg26059632	0.0986596579447524	SPRR2A	1	153030751
cg26060255	0.106347994163556	MRPS26;GNRH2	20	3025968
cg26061555	0.770708635590856	NA	NA	0
cg26061772	0.0414842811512078	CASC3	17	38296295
cg26062370	0.0196617648805601	NA	NA	0
cg26062856	0.690297300277743	ATP10A	15	26109425
cg26063872	NA	DEFB123	20	30028206
cg26065841	0.689801948564309	CHAC1	15	41244853
cg26065952	0.0328706028688154	MRPL21;IGHMBP2	11	68670825
cg26066361	0.250891854330113	CLEC7A	12	10282621
cg26069252	0.0180274299779454	EGR1	5	137800343
cg26069745	0.655113909165286	HOXA2	7	27142200
cg26071823	0.032365849181885	DCAF11	14	24583182
cg26071978	0.0130373571579888	AGPAT9	4	84457011
cg26073060	0.4977747253952	EIF3I;C1orf91	1	32686736
cg26073856	0.493101226931921	FABP2	4	120243555
cg26074851	0.00797116717132112	SKP1	5	133512410
cg26079320	0.0213070025933977	POGK	1	166809407
cg26079992	NA	CDK5RAP1	20	31988906
cg26081162	0.0240433873072153	C6orf141	6	49518449
cg26081812	0.867093054987615	IL5	5	131880480
cg26082838	0.0554676148045527	FLRT3;MACROD2	20	14318410
cg26083396	0.0098341015450195	IMPDH1	7	128049885
cg26087862	0.369575873389988	ENSA	1	150602029
cg26088104	0.0284054336244034	C5orf34	5	43515152
cg26089280	0.0115539131890589	ARMC9	2	232063611
cg26090652	0.467181134812614	C1QTNF5;MFRP	11	119211440
cg26090660	NA	GDEP	4	80747125
cg26091119	0.0132448936867675	HIAT1	1	100503820
cg26091142	0.101678011192925	ISLR2;LOC283731	15	74423077
cg26091510	0.0331945292597148	LRIG2	1	113615592
cg26091679	0.0409028191611815	PCGF1	2	74735054
cg26091688	0.0182879688566769	ZNF200	16	3285403
cg26091981	0.544042805894973	LCT	2	136594866
cg26093148	NA	TNRC4	1	151690075
cg26093687	0.510260214244167	EIF3I;C1orf91	1	32686870
cg26093711	0.0298483343608907	VRK2	2	58273654
cg26095194	0.0119090793578713	DUSP1	5	172197489
cg26096837	0.729509494559974	FGF19	11	69519974
cg26097271	0.0171272787722302	MED6	14	71067346
cg26099316	0.82045464237458	ITIH3	3	52828794
cg26102760	NA	PASK;PPP1R7	2	242088848
cg26104204	0.0168341858975096	MAP3K10	19	40697425
cg26104206	0.396146933521714	PHYHIP	8	22089103
cg26104469	0.428707284263445	NA	NA	0
cg26105232	0.553488973030034	IL2RA	10	6105656
cg26106720	NA		1	28094306
cg26107778	0.0161835611013686	KIAA1407;QTRTD1	3	113775778
cg26109803	0.612862254031843	WNT8B	10	102222798
cg26111030	0.0177782117451249	ERBB2	17	37856378
cg26111757	0.908050550773247	C20orf185	20	31642120
cg26112353	0.0357650256543981	BMP2K	4	79696708
cg26112639	0.303020677220982	NLRP3	1	247580106
cg26112901	0.382058066362801	NA	NA	0
cg26113512	0.0105443307922147	VILL	3	38035601
cg26114571	0.0177122675773471	BRUNOL5	19	3225002
cg26116103	0.0183247230388074	ATF1	12	51157776
cg26116400	0.474006081295298	FUNDC2	X	154254947
cg26116551	0.313387764996634	ZNF536	19	30863260
cg26117023	0.522788512509019	LOXL3;DOK1	2	74782096
cg26117431	0.929605997706946	LRRC39	1	100643544
cg26119740	0.117886141523031	C2CD3;PPME1	11	73881915
cg26119796	0.756011448808378	RB1	13	48894595
cg26123414	0.0117258288082211	ORAOV1	11	69490316
cg26124016	0.0292293345959408	RARB	3	25469402
cg26125443	0.0188057249226072	POLR2G	11	62529213
cg26125600	0.269885714142241	PF4V1	4	74718978
cg26127679	0.0584078188646969	RAD51AP1;C12orf4	12	4648274
cg26128092	0.437963619846165	WDR8	1	3567550
cg26128441	0.883869093405231	P2RX3	11	57105339
cg26129270	0.0158607914216715	FZD5	2	208634933
cg26129916	NA	GGA3;MRPS7	17	73258208
cg26130726	0.0307391839118772	CYB5R4	6	84569839
cg26131019	0.027568120485024	LRIG1	3	66550735
cg26131911	0.0128042068567447	RBBP4;ZBTB8OS	1	33116503
cg26132665	0.0230014793777947	C6orf165	6	88118362
cg26132853	0.0136054576447237	MIR1292;NOP56	20	2632587
cg26133068	0.0351955485087251	SLC2A11	22	24199008
cg26134665	0.701017413057627	STX1B	16	31021544
cg26135325	0.745034416651152	LCE3A	1	152595322
cg26135716	0.0187369798148093	GLUL	1	182360902
cg26136776	0.911551048478808	KLF1	19	12998426
cg26137790	0.0115617364624031	SCARNA17;ACAA2	18	47340501
cg26137794	NA	ATP6V0A2	12	124196934
cg26138224	0.0187971235669564	PFAS;C17orf68	17	8152410
cg26139360	0.0115383732875088	IFRD2	3	50329883
cg26141626	0.0565465881798409	GPR37	7	124406188
cg26143719	0.534052640995016	C1QTNF6	22	37584227
cg26144265	0.0153101606080321	BZW2;ANKMY2	7	16685680
cg26145103	0.0369078170755778	TMEM136	11	120196505
cg26145228	0.254927249329628	NTNG1	1	107682504
cg26146086	0.0198093100628921	NA	NA	0
cg26147132	0.0253890995148985	PIGS	17	26898949
cg26147338	0.870047440982373	KRBA2	17	8274875
cg26147480	0.500362069116674	FAM175B	10	126490099
cg26147657	0.0171402859961887	TTC30A	2	178483882
cg26149550	0.429629456267718	KLK15	19	51334496
cg26149678	0.628033006403665	IL18BP	11	71709917
cg26149738	0.0641861238921639	KCTD15	19	34287125
cg26150490	0.434576497104196	SPACA5;ZNF182	X	47863595
cg26151310	0.0248723268925677	HLTF	3	148803905
cg26151675	NA	CNR2	1	24240069
cg26152597	0.0185117675837194	ZBTB20	3	114865874
cg26153631	0.108697025331899	HOXC10	12	54379056
cg26153642	0.841877756521386	HTR3E	3	183818368
cg26154999	0.757574616357036	FAM124B	2	225266346
cg26155152	NA	ZNF77	19	2943999
cg26155617	NA	DDO	6	110737501
cg26158194	0.779821682249021	LSP1	11	1874320
cg26158980	NA	CHRNA10	11	3692187
cg26159905	0.700332158301948	ASB10	7	150884914
cg26159933	0.756990719353283	CHIA	1	111832593
cg26160573	0.0190200839208462	PTPN18	2	131113015
cg26162582	0.0396759723155886	KCNA6	12	4918391
cg26162695	0.022650292434467	ELAC2	17	12921313
cg26163537	0.024646057341572	GRB10	7	50861592
cg26164184	0.921393320566512	FCN2	9	137771506
cg26164310	0.0299065643819001	LPPR4	1	99729780
cg26165608	0.0103851201794792	LYRM4;FARS2	6	5261829
cg26168249	0.0216324552862787	ZFYVE20	3	15140507
cg26168975	0.0232222202047917	C1orf58;AIDA	1	222887019
cg26170257	0.87587841411766	GZF1	20	23345093
cg26170660	0.0677785302382032	GPX5	6	28493601
cg26171231	0.0381626366815517	CLCN3	4	170542171
cg26172108	NA	C7orf31	7	25220162
cg26174387	0.0373952736950002	TMEM30A	6	75994825
cg26174752	0.170777797439421	GPR63	6	97285948
cg26177629	0.0101131545433913	RAB18	10	27793549
cg26179948	0.0192754995178933	JAZF1	7	28220645
cg26180557	0.932115111690832	POU6F2	7	39045789
cg26181372	NA	ALDOB	9	104198262
cg26183662	0.0286072086904861	NFAT5	16	69599438
cg26185508	0.0898934890379509	CDCP2	1	54619445
cg26186727	0.522884843762137	NETO1	18	70534534
cg26187237	0.0120990397089106	IGFBP2	2	217498574
cg26189983	0.545634541955376	TNFRSF1B	1	12227700
cg26190136	NA	IDH3A	15	78441442
cg26191951	0.205429326598629	NA	NA	0
cg26194560	0.0419680129818863	GTF3C3	2	197664318
cg26195577	0.0293305091125379	C20orf3	20	24973756
cg26195812	0.0160799630925306	DPYSL5	2	27071332
cg26196700	0.0183107669283824	SORD	15	45315430
cg26197220	NA	TSC22D1	13	45150229
cg26198776	0.0149212141479406	EIF3F	11	8008872
cg26198807	0.441582493529836	C11orf49	11	46957758
cg26199493	0.0204752674980019	LIN9	1	226497589
cg26200580	0.0377198232356844	FAM120B	6	170615273
cg26200585	0.756947935235769	PRX	19	40919245
cg26201213	0.237415212122682	MGMT	10	131265796
cg26201579	0.0120788887736626	MTO1	6	74171602
cg26202340	0.023439571388744	TIRAP	11	126152357
cg26203861	0.2214289040913	SHISA4	1	201858661
cg26205131	0.0281175956509782	SLC6A3	5	1444878
cg26205432	0.576750157972693	NA	NA	0
cg26206598	0.318472055348483	PREX1	20	47445432
cg26207503	0.645371625249616	MYF5	12	81110749
cg26208930	0.947295548881965	TP73	1	3607425
cg26209058	0.383717388582892	EIF5A2	3	170626521
cg26209676	0.0417091514293187	ZNF581;ZNF580	19	56154382
cg26211698	0.0147943050605481	NA	NA	0
cg26212229	0.6615588423252	SNRPD1	18	19191611
cg26212924	0.0153388334755824	CYC1	8	145150439
cg26215428	0.699507014464021	PKD2	4	88928251
cg26215727	0.0825626491555853	SCNN1A	12	6485537
cg26216632	0.712323054697275	NA	NA	0
cg26217633	0.0184781382461844	NLE1	17	33469413
cg26218269	0.794455182438218	LRBA;MAB21L2	4	151503227
cg26219051	0.169217263602753	SCUBE1	22	43739629
cg26220350	0.0367034775405227	NA	NA	0
cg26220985	0.51809935480152	DPT	1	168698349
cg26221491	NA	C20orf173	20	34117195
cg26221631	0.00784956563009927	BARX2	11	129245988
cg26222045	NA	LOC728276	16	19296856
cg26222229	0.0158465964155869	PPIL1	6	36842844
cg26222407	0.491761209347114	STAG2	X	123094884
cg26223987	0.01327478754181	ZDHHC14	6	157802912
cg26224139	0.446239720808231	NA	NA	0
cg26226968	0.0164707331358126	SMARCAD1	4	95129010
cg26227005	0.725826455918376	ELAVL4	1	50574517
cg26227465	0.261013741919758	IFNG	12	68553577
cg26228569	0.0240195238350352	MED27	9	134955334
cg26229274	0.0113837032777635	SLC22A4	5	131629510
cg26229607	NA	ARHGAP29	1	94703098
cg26229648	0.873386503473307	ZFP91-CNTF;CNTF	11	58390406
cg26232005	0.0933411721001195	SMOX	20	4130229
cg26232187	0.0111360348781248	NTRK3	15	88799300
cg26232558	0.709025913504802	OR3A1	17	3195808
cg26233209	0.0579792196724862	ATG12;AP3S1	5	115178764
cg26233253	0.290762315537808	SLC35E4	22	31032613
cg26233468	0.00833612548590374	TRIM46;KRTCAP2	1	155145786
cg26233529	0.0150479481868234	DCAF10	9	37801319
cg26233914	0.159139540590334	ITGAX	16	31366536
cg26235710	0.0196350489222778	C1orf216	1	36184717
cg26238727	0.827062029273526	UGT1A10;UGT1A8	2	234545110
cg26239051	0.0185913669915232	EHBP1	2	62933278
cg26239233	0.0604032888500234	CIITA	16	10970801
cg26240353	0.0190930539559471	LTA4H	12	96429271
cg26240433	0.0300253394212929	DDX24;IFI27L1	14	94547826
cg26240939	NA	LYRM1	16	20913414
cg26244225	0.782247473102006	APOLD1	12	12938082
cg26245011	0.00877064403990784	NA	NA	0
cg26245202	0.761185021304479	ELK4	1	205602864
cg26246138	0.602668748327245	SCML2	X	18372612
cg26246296	0.00943273974232037	TXN	9	113018794
cg26247501	0.811326798925744	NA	NA	0
cg26248486	0.0115569068648101	BBS10	12	76742361
cg26251101	0.050701059162939	RHOQ	2	46768944
cg26251865	0.285857263751784	IRGC	19	44220214
cg26252167	0.0900059479003112	GPR6	6	110300573
cg26255649	0.00901813795447857	L2HGDH;ATP5S	14	50778895
cg26255848	0.125622348351151	NA	NA	0
cg26256793	0.313471122895521	COL11A1	1	103574469
cg26258330	0.0331424216613881	ZFAND1	8	82633130
cg26258845	0.0190885713645652	ADAM23	2	207308087
cg26259363	0.870419360546341	DES	2	220282281
cg26259575	0.0170628315747889	TUBB	6	30687946
cg26259610	0.0163212443908726	BUD31;PDAP1	7	99005923
cg26259865	0.456784617745497	ZG16B	16	2880359
cg26260201	0.00889134593342436	REEP6;PCSK4	19	1490631
cg26260350	0.0177184274749008	OTX1	2	63277932
cg26261431	0.0525345179447124	PBK	8	27695615
cg26264314	NA	NLRP5	19	56510965
cg26265060	0.0202105817876681	NA	NA	0
cg26265187	0.966067495501827	PAN2	12	56728980
cg26266098	0.0649887001236195	LZTS2	10	102756795
cg26266326	0.786677211614309	NA	NA	0
cg26267038	0.546751282193613	CNKSR2	X	21392988
cg26267310	0.67065785667073	PLEKHA4;HSD17B14	19	49340593
cg26267341	0.0116235727703624	BIRC5;EPR1	17	76210490
cg26267561	0.896853940309488	OXT	20	3052224
cg26270746	0.103829335226241	GSX1	13	28366498
cg26271255	0.0115927372537394	ARHGAP12	10	32218319
cg26272237	0.0100603614804539	CARS2	13	111358862
cg26276530	0.0150522380313106	CMAS	12	22199522
cg26277709	0.0130975173626947	C9orf3	9	97488940
cg26277809	0.0244893466639205	M6PR	12	9102068
cg26279025	0.411665339829271	IL11	19	55882154
cg26282150	0.0974374217072841	GNAI3	1	110091625
cg26282384	0.0716229960779447	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGB4;PCDHGA7;PCDHGB2;PCDHGB3	5	140767200
cg26284390	0.0488437104001778	FAM55C;NFKBIZ	3	101546697
cg26285698	0.862209829311572	C16orf54	16	29757334
cg26286036	0.0145533489208001	UBE2L3	22	21922412
cg26287783	0.0238272709802827	C6orf64	6	39083072
cg26287988	NA	BAGE4;BAGE2;BAGE3;BAGE5;BAGE	21	11098970
cg26288160	0.0191535406638931	C1orf56	1	151020733
cg26289824	0.0160502489932579	AASDHPPT;KBTBD3	11	105948485
cg26289880	0.019052073077549	C21orf45	21	33651512
cg26292028	0.877320043898345	MYO1H	12	109878728
cg26292864	0.0211113818737499	ITM2C	2	231729785
cg26293512	0.434660260116046	TEPP	16	58010433
cg26294551	NA	GP5	3	194120827
cg26294850	0.0303519530873618	NA	NA	0
cg26295990	0.0143972192737358	ZNF768	16	30538342
cg26297688	0.035807334872373	C12orf23	12	107349093
cg26298099	0.835797503915712	ESRRB	14	76837758
cg26299767	0.332004439833278	REM1	20	30062987
cg26301689	0.99028828872595	PAQR9	3	142681704
cg26301777	NA	NAA16	13	41884544
cg26301908	0.0157229812636229	SOCS1	16	11350915
cg26303908	0.0373090990943395	GNPDA2	4	44728763
cg26304237	0.247449808126879	DNAJC6	1	65730384
cg26306976	0.803287559635461	ITGB1BP1;CPSF3	2	9564901
cg26309134	0.247793112008565	ZNF542	19	56879571
cg26309498	NA	EDAR	2	109607038
cg26309951	0.151718994453468	MORF4L2	X	102941669
cg26312150	0.0358529194020282	TWIST1	7	19156550
cg26312920	0.130489834086095	NEUROD6	7	31380390
cg26314781	0.0581929169403358	NA	NA	0
cg26315493	0.0238496714645406	VCP	9	35071724
cg26315802	0.0842869065889305	TAPBP	6	33281972
cg26316946	0.624428172451799	GRIK2	6	101846967
cg26317056	0.0121311923952804	NNT	5	43602919
cg26317111	0.932253612716039	UBE2U	1	64669415
cg26320696	0.0160522680902798	PARVA	11	12399109
cg26322315	0.77310193323244	NA	NA	0
cg26323655	0.739160011402384	RAD54B	8	95448685
cg26324201	0.0328269532296419	CDK7	5	68530549
cg26324973	0.0105086897929594	MAP3K3	17	61699501
cg26328002	0.0440130507365536	APCDD1	18	10455463
cg26328611	0.434395764222835	EDA2R	X	65835992
cg26330371	0.043397676363868	NA	NA	0
cg26331192	0.0183215926222211	GMNN	6	24775229
cg26331247	0.223911043073874	LOC284805	20	31239171
cg26332534	0.0320596447420418	HTR7	10	92618063
cg26333317	0.0395189090527104	METTL7A	12	51319063
cg26333591	0.0168626292956932	PTPN4	2	120517049
cg26333641	0.699647540981845	IL22	12	68647015
cg26335299	0.0170166743535726	C16orf86;C16orf48	16	67700143
cg26336164	0.0078721881043882	FEM1A	19	4791680
cg26336277	0.031066999321176	FYTTD1;KIAA0226	3	197476294
cg26339797	0.0299818403577308	DBT	1	100715363
cg26344532	0.0227585817525113	PDX1	13	28494174
cg26347745	0.0299381442918552	IFT122;MBD4	3	129159008
cg26349773	0.703504600796777	TMEM213;ATP6V0A4	7	138483273
cg26350286	0.0198129405314309	ESRP1	8	95652691
cg26350691	0.0409072410545838	ZNF646;ZNF668	16	31084486
cg26352374	0.0131297842220694	CCDC102A	16	57570280
cg26353877	0.441792054592792	APCS	1	159557886
cg26354238	NA	RQCD1	2	219434613
cg26354398	0.928739441053318	RGS3	9	116224036
cg26354413	0.0183917713345991	SUV39H2	10	14920263
cg26356176	0.0255350121532574	SNX18	5	53813380
cg26357241	0.0341631681704442	STXBP3	1	109289876
cg26357453	0.0512428098651126	DHRS7B	17	21030054
cg26357744	0.0250799480718056	RASSF1	3	50374304
cg26358059	0.0102917335899801	GSTO1	10	106014893
cg26358246	0.0210563537557192	PHTF2;TMEM60	7	77427873
cg26359204	0.0139528870452236	NKX6-1	4	85419877
cg26359240	NA	LRRC50;HSDL1	16	84179959
cg26360732	0.0511281739228473	PPP1R2	3	195269834
cg26361780	NA	CPB1	3	148545789
cg26361928	0.0153652783870191	G3BP1	5	151151522
cg26363196	0.578246862404388	ST6GALNAC3	1	76540236
cg26365553	0.0131073175031959	MADD	11	47290613
cg26365668	0.078605563605351	MRPS18C;HELQ	4	84375973
cg26365854	0.0137433778170844	ALX4	11	44330903
cg26366091	0.0518111482231552	CHI3L2	1	111770274
cg26368842	0.25590363070585	PIP4K2A	10	23004020
cg26369642	NA	FAM110B	8	58987333
cg26369667	0.0101037349458524	YAP1	11	101981789
cg26371206	0.0175951537761134	BFSP1	20	17512208
cg26372517	0.263544816600031	TFAP2E	1	36039159
cg26372557	0.932572318885103	TICAM1	19	4818615
cg26374101	0.0130851169613071	ARRDC1	9	140500813
cg26376809	0.00735916134733948	USP13	3	179370824
cg26377677	0.508795734561016	FURIN	15	91412118
cg26379475	0.773792106505392	SH2D1B	1	162381781
cg26380756	0.00711951553158723	JOSD1	22	39097154
cg26381263	0.953817763316205	PPP2R2D	10	133747940
