Hybridization REF	TCGA-A2-A04U-01A-11D-A112-05	TCGA-A2-A04U-01A-11D-A112-05	TCGA-A2-A04U-01A-11D-A112-05	TCGA-A2-A04U-01A-11D-A112-05
cg22474507	0.0205291846151592	TECPR2;CINP	14	102829872
cg22475430	0.0170235899138872	ATN1	12	7033563
cg22476084	0.59874833138451	NA	NA	0
cg22476251	0.855273780372901	PPEF2	4	76823701
cg22476295	0.0109951512737651	PDGFA	7	559000
cg22477592	0.0199593349896073	ATM;NPAT	11	108093921
cg22477971	0.859191070025033	C1QB	1	22984594
cg22478328	0.149656759770862	C22orf24;YWHAH	22	32340140
cg22478614	0.752959769372271	NA	NA	0
cg22479947	0.0178708494043822	CARS	11	3078624
cg22482381	0.0205930345799044	MGEA5	10	103578053
cg22484793	0.753133411172249	TLR9	3	52261325
cg22484980	NA	TPCN2	11	68815449
cg22485810	NA	ADAP2	17	29248725
cg22487322	0.337604233345754	IL20RA	6	137366322
cg22490255	0.0122080685260236	TSPAN31	12	58138949
cg22492020	0.161157450846687	TIPIN	15	66648688
cg22492966	0.034379550869991	JMJD1C	10	65028929
cg22493172	0.0157038669507434	POU6F1	12	51611826
cg22494492	0.0132805708482813	SUPT5H	19	39936032
cg22495120	0.652758619536709	FMR1NB	X	147063094
cg22495124	0.961494661786958	CACNG5	17	64873528
cg22495162	0.0372833254887291	LSM6	4	147096787
cg22496254	NA	NCAPG;DCAF16	4	17811165
cg22496652	0.67555587095588	NA	NA	0
cg22496683	0.874044686463833	RBM46	4	155702610
cg22496859	0.025249586974709	BRF1	14	105766987
cg22497867	0.922640077628221	MAGEA4	X	151081296
cg22498251	0.143918075920579	TWIST1	7	19157710
cg22498840	0.0274042355206576	MCART1	9	37903528
cg22499237	0.017350091436186	PDPK1	16	2587546
cg22499964	0.027494675092101	EGLN2	19	41304369
cg22500004	0.0453168710741993	DIRAS3	1	68516272
cg22501393	0.032605414407534	ALKBH6	19	36505311
cg22502171	0.864985886325254	GNRH1	8	25281609
cg22502502	0.240041889794016	TRIM38	6	25962567
cg22505977	NA	SLC36A2	5	150727459
cg22506059	0.320655869287743	CARD10	22	37916157
cg22506453	0.17634953694034	KRT39	17	39122753
cg22510412	0.94610921282756	BLCAP;NNAT	20	36149121
cg22510822	0.943629924099639	NA	NA	0
cg22510943	0.0635833673773538	LMNB2	19	2456368
cg22511262	0.837539200888003	WT1	11	32455192
cg22511633	NA	TBL2	7	72993507
cg22511947	0.0541376771464072	FN1	2	216301558
cg22512531	0.960377363434055	CRTAM	11	122709551
cg22517351	0.021059042352329	GLT25D1	19	17666898
cg22518733	NA	CCL3	17	34417575
cg22520471	0.0210558234859205	DDX42;CCDC47	17	61851767
cg22521310	0.0131346418288077	SERTAD2	2	64881850
cg22524267	0.02584576433115	STX18	4	4543474
cg22524514	0.033006418559603	CST6	11	65779676
cg22527345	0.110670549370979	CCDC71	3	49203910
cg22527415	0.0357030795404169	EDC3	15	74988357
cg22529861	0.021718913643236	GALNTL4	11	11643697
cg22532997	0.081473585388937	LRRC16A	6	25279002
cg22533573	0.863598546801461	WT1	11	32452771
cg22534509	0.187493460151995	GPR81	12	123215119
cg22534599	0.00655565135513596	NA	NA	0
cg22536398	0.0273295495095982	NTN3	16	2521659
cg22539738	NA	KIAA1704;NUFIP1	13	45562280
cg22541143	0.17892358623547	HELQ;MRPS18C	4	84377292
cg22543128	0.95411751679814	NA	NA	0
cg22543648	0.949948784981515	GATA1	X	48644610
cg22544376	0.00861644375441505	DGUOK	2	74154016
cg22545356	0.916815937762982	MMRN2	10	88716659
cg22546318	0.0303250517892667	ATP5G2	12	54070378
cg22549408	NA	PMAIP1	18	57566300
cg22552168	0.074464527996472	BMP1	8	22023391
cg22552669	0.0159514770756946	FAM89B;SSSCA1	11	65338422
cg22552684	0.0471514577498693	C7orf25	7	42951784
cg22552966	0.976236908693281	SLC47A2	17	19620595
cg22555495	0.688546896651996	SNRPN;SNURF	15	25201224
cg22557067	0.049272136510653	NA	NA	0
cg22559669	0.0137063450298649	TSPAN5	4	99580121
cg22560190	0.0518711647745341	CNTN1	12	41086198
cg22562335	0.926365181588232	XAGE5	X	52841633
cg22563182	0.00997211875363279	HSD11B1L;C19orf70	19	5680756
cg22563697	0.935728623865371	PPP1R16A	8	145722190
cg22563815	0.908244911643576	CHRNA5	15	78856949
cg22566906	0.22058567309304	GRASP	12	52399713
cg22568540	0.982961222408692	NCRNA00181;A1BG	19	58864846
cg22568695	0.867423452503129	KIAA1468	18	59888119
cg22571217	0.1385786435168	DAPK1	9	90112519
cg22571530	0.0318278317022988	NFASC	1	204797929
cg22572159	0.0179481403470808	NGF	1	115880646
cg22572214	0.0551141735936278	SLC33A1	3	155572542
cg22572779	NA	C6orf218	6	10434761
cg22573917	0.0264794402794545	WNT1	12	49371628
cg22575540	0.956299304745	TRIM54	2	27505625
cg22577136	0.0103888912875443	IKBKE	1	206644165
cg22578204	0.0718881790757831	NA	NA	0
cg22578610	NA		11	65336227
cg22579849	0.0239410799924683	DCTN3	9	34620091
cg22580173	0.0257813825070326	THBS1	15	39873304
cg22580353	0.756935091808195	PVR	19	45146900
cg22580372	0.00963307156671215	TMEM177	2	120436899
cg22580512	0.0558189565514613	NCOR2	12	125002474
cg22580905	0.0299144992492751	TIMELESS	12	56843287
cg22582569	0.0827171859035717	PPP2R1B	11	111636425
cg22584138	0.104202644014477	SLC6A4	17	28562220
cg22584335	0.0367179031151612	ZNF512	2	27806067
cg22585269	0.0391372592525122	CHEK2;HSCB	22	29137759
cg22585988	0.126040527218056	PVRL4	1	161059327
cg22586527	0.405090582182654	NA	NA	0
cg22587514	0.0141234184220921	MRPS2;C9orf116	9	138392051
cg22587758	NA	SAA4	11	18258323
cg22591065	0.0472620189207052	OBFC2B	12	56618214
cg22593486	0.991700032211615	NA	NA	0
cg22593785	0.0146530429906263	C1RL;LOC283314	12	7261970
cg22594309	0.00941948399977559	SYT2	1	202679504
cg22598028	0.0245401886570679	ZNF660	3	44626492
cg22598563	0.0685803478975846	P4HA2	5	131563921
cg22598744	0.839628521550444	MLANA	9	5890866
cg22601215	0.296198759845087	GSPT2	X	51486845
cg22601917	NA	H6PD	1	9294274
cg22603964	0.0203709425281308	MAN2A1	5	109024897
cg22605063	0.0304614996754704	DBN1	5	176899801
cg22605342	0.044177926156546	RSL1D1	16	11944985
cg22605643	0.79869295069842	RGS4	1	163039012
cg22606062	0.011012998212243	CCNI	4	77996244
cg22606869	0.00908799191065712	TUBA1C	12	49658703
cg22607339	NA	MPL	1	43803159
cg22609068	0.0209148830292131	C16orf67	16	31711784
cg22609576	0.0177206501427674	SPG20	13	36920662
cg22609784	0.871380201596606	MSX1	4	4863678
cg22610305	0.0230516654385973	CHRAC1	8	141521720
cg22613010	0.0202218035914342	CLCN2	3	184079172
cg22614355	0.0162058559827176	HTR6	1	19991237
cg22617367	0.423916583900221	NKRF	X	118740614
cg22619018	0.034467509253612	CSMD1	8	4852624
cg22619563	0.0203307873641898	EPHA3	3	89156830
cg22620680	0.0716050846573781	SEC22A	3	122920514
cg22621695	NA	DYRK2	12	68042799
cg22621736	0.011080976261402	FADD	11	70049468
cg22622495	0.0173116784564123	CDC7	1	91966418
cg22622686	0.0137443784406379	NA	NA	0
cg22623062	0.0145335874231332	TP53I11	11	44972293
cg22624926	0.0360557123610403	PSMA6	14	35761401
cg22625415	0.04537323897813	ITGA1;PELO	5	52084413
cg22627427	0.952137217031333	C11orf9;DKFZP434K028	11	61522498
cg22627950	0.0470723164410219	TMED4	7	44622302
cg22628694	0.913376088781437	ZNF329	19	58663362
cg22628840	0.0209032385030104	PNO1;WDR92	2	68384458
cg22628873	0.550830827226221	GGT6	17	4464400
cg22628926	NA	SLC25A11;RNF167	17	4844700
cg22630160	0.0315325081996266	HIST1H3B;HIST1H2AB	6	26033475
cg22630748	0.85035849853409	INHBE	12	57848870
cg22631642	0.00937938356012701	NA	NA	0
cg22631938	0.0972558211857177	EIF4E3;GPR27	3	71802420
cg22632663	0.141167887903585	RNF41	12	56615932
cg22633722	0.0251225386126381	CBS	21	44496743
cg22634689	0.0295145921179504	TMEM121	14	105993363
cg22635155	0.157184345025713	PDE2A	11	72385075
cg22636253	0.0113603500508955	SSRP1	11	57102965
cg22637507	0.0262464547725463	ALKBH3	11	43902407
cg22637834	0.917430111269076	AKT3	1	244007281
cg22637941	NA	WISP1	8	134203841
cg22638542	0.904685115904205	SEC22C	3	42624573
cg22639768	0.0529152852319411	FAM13C	10	61122535
cg22640452	0.00954157472735064	NR1D1	17	38256967
cg22642718	NA	KCNJ12	17	21318837
cg22643217	0.477673806321435	KRTAP11-1	21	32253964
cg22646528	0.0161663307083094	DTNA	18	32073466
cg22646710	NA	SYT6	1	114696798
cg22646937	NA	KCNMB1;KCNIP1	5	169816792
cg22647018	0.941067155583058	AGT	1	230849519
cg22647507	0.913361582515663	NA	NA	0
cg22650146	0.0713337042638744	DUSP10	1	221915355
cg22654935	NA	WDR88	19	33621645
cg22655224	0.016711794333495	MT3	16	56623448
cg22657536	0.101116039045906	EDC3	15	74988951
cg22658979	0.420727418340147	MMP13	11	102826469
cg22658985	0.046075036818382	DCAF12	9	34126662
cg22659356	0.0242351359127939	STK39	2	169104591
cg22659426	0.0111991178773496	CLN3	16	28503060
cg22660544	0.0197649294711134	RPS11;SNORD35B	19	49999765
cg22660578	0.0188114020481479	LHX1	17	35294029
cg22663080	NA	GCLM	1	94375517
cg22663117	0.0597758118472545	MRPL12	17	79670454
cg22665276	0.0191717695753032	ZNF85	19	21106120
cg22667787	NA	APTX	9	33001657
cg22668533	0.0539302781895723	SMC4;IFT80	3	160117570
cg22670329	0.258072528496093	CXCL6	4	74702075
cg22670349	0.0166838170756846	CCNYL1	2	208576197
cg22670733	NA	CHRNA3	15	78914284
cg22671726	0.00825613548611497	EGLN2	19	41305423
cg22672790	0.248202888020023	GABRA6	5	161112787
cg22674717	0.146369842658394	SALL1	16	51185394
cg22675150	0.821546392943936	TUBA3C	13	19755900
cg22677246	0.0116831213950402	COTL1	16	84651094
cg22678136	0.954356280649229	SNRPN	15	25093521
cg22679003	0.0451430637148303	CDH2	18	25756510
cg22679120	NA	SNX8	7	2353402
cg22680204	0.818671367901488	CRMP1	4	5895098
cg22680812	NA	EPB42	15	43512998
cg22681784	0.0697486159539594	SPINK2	4	57687546
cg22682953	0.0192021466781638	PTPN11	12	112857226
cg22685251	NA	MAP3K4	6	161413652
cg22685463	0.0840975542797355	ZBTB4;POLR2A	17	7387363
cg22686523	0.872109807083865	FLJ25006	17	26940926
cg22688260	0.00597030996898727	OXNAD1;DPH3	3	16306809
cg22689690	0.0352985705988216	ADCY6	12	49183468
cg22691736	0.0821220388070613	MTRF1	13	41837995
cg22692158	0.82030318490056	PRB4	12	11463844
cg22699062	0.029816549550426	LOC253724;HSP90B1	12	104324366
cg22699362	NA		2	118775427
cg22700017	0.0151162418756342	ECE2;CAMK2N2	3	183979894
cg22704775	0.0457687907939597	MIR611;C11orf10;FEN1	11	61560126
cg22705225	0.457777180268813		5	31640216
cg22705929	0.783516239265347	YPEL4	11	57417974
cg22705954	0.416679760367501	NR0B1	X	30327819
cg22708853	0.0282980989192063	FLT3LG	19	49977670
cg22708914	0.044474750867747	SH2D4A	8	19170890
cg22709192	0.0222758273514674	HOXC11	12	54366909
cg22710329	0.0547867363366162	ANUBL1	10	46168446
cg22716127	0.00700685178968596	SMAP1	6	71377855
cg22717127	0.00807812277430168	NA	NA	0
cg22718139	0.96355510116309	HMGCS2	1	120311439
cg22719586	0.0145567398792806	NDOR1;TMEM203	9	140099722
cg22719623	0.481215289088826	OPRM1	6	154360732
cg22721186	0.124340123523739	ATAD2	8	124408918
cg22721827	0.718456169500363	NTN3	16	2520958
cg22722454	NA	CNDP1	18	72201178
cg22722802	0.0295680215551312	MPV17L	16	15489542
cg22722822	0.0157655729834055	CHIC2	4	54931066
cg22723026	0.0272391937826502	RNASE4;ANG	14	21152452
cg22724153	NA	SPAM1	7	123565925
cg22726338	NA	AKNAD1	1	109400450
cg22727416	0.0174993786240733	ADAM10	15	59041689
cg22728790	0.0304227146340946	PIN1	19	9945653
cg22730004	0.275301627182893	SPTA1	1	158656718
cg22730042	NA	U2AF1	21	44528293
cg22730357	0.0222306723383454	PTPN4	2	120517546
cg22730560	0.40536712398108	NA	NA	0
cg22730830	0.958209312836671	PRSS21	16	2867434
cg22731373	0.215445447259874	PCYT1B	X	24665296
cg22732515	0.0360353076452567	ETHE1	19	44031385
cg22732672	0.0119939634713317	AURKA;CSTF1	20	54967037
cg22733478	0.0114234581082609	GPRIN1	5	176036806
cg22734085	0.015264173803749	C4orf38;WWC2	4	184020261
cg22734315	0.0108420279448799	ATMIN	16	81069742
cg22734480	0.0138385320702809	ABHD8	19	17414346
cg22736107	0.0163327964706854	PSMB4	1	151371972
cg22736323	0.0601732190181662	PDGFRA	4	55095529
cg22736354	0.0591649859463777	NHLRC1	6	18122719
cg22737001	0.0176020974692178	RUNX3	1	25257029
cg22740783	0.024596655234498	CGREF1	2	27341458
cg22740835	0.0312895480412499	DDR2	1	162602559
cg22744680	0.0883412207764881	KREMEN2	16	3014898
cg22745747	0.918963462970878	BMX	X	15519107
cg22747092	0.342404568718207	NACC2	9	138987818
cg22748452	0.0954006319589483	SRXN1	20	634604
cg22748573	0.0273244737987761	CITED4	1	41327924
cg22748850	0.0263896425366016	CDC25C	5	137667638
cg22750254	0.0126731274601716	CCDC3	10	13043421
cg22751696	0.0384743374970389	C3orf14	3	62305147
cg22752533	0.825412550640908	SLC12A5	20	44657948
cg22753607	0.0492984467242926	ZCCHC7	9	37120306
cg22753768	0.0279355327606771	BAP1;PHF7	3	52443424
cg22757447	0.161601625930009	IMPACT	18	22006316
cg22759185	0.276878945400255	REEP6	19	1492038
cg22759686	0.0149964842316385	ARSD	X	2847113
cg22760576	0.0212616634566758	EYA3	1	28415004
cg22762180	0.108702921500264	PERP	6	138428894
cg22762309	0.861403397526434	OTUD6A	X	69282103
cg22762951	0.063006302050091	NVL	1	224518104
cg22763181	0.00939175556818694	YY1	14	100705159
cg22764338	0.0724988351043452	PCDH1	5	141257604
cg22764341	0.140216066646706	ATP10D	4	47487088
cg22764925	0.133860904562784	GGT1	22	24979964
cg22766145	0.223232893074876	BHLHE22	8	65492528
cg22767079	0.0213311239513686	KDELC1;BIVM	13	103451338
cg22767466	0.89085181165525	NA	NA	0
cg22767735	0.0143588999631606	ALDH3A2	17	19551663
cg22769406	NA	COX6B1	19	36139594
cg22771603	0.0262099795494581	HSPA4	5	132387301
cg22772698	NA	ZBP1	20	56195991
cg22772878	0.138722194049892	DIRAS1	19	2721800
cg22774012	0.0207583956593159	MRPS18C;HELQ	4	84376821
cg22774127	0.0330051763222909	COX10	17	13972928
cg22774472	0.367088272054048	COL5A2	2	190044636
cg22775000	0.0122588127731942	TMEFF1	9	103235181
cg22775896	0.028186627627545	GM2A	5	150632248
cg22776578	0.0276020749558184	CPLX2	5	175223497
cg22777952	0.0393104436173294	FOXB1	15	60296425
cg22778145	NA	CLK4	5	178054469
cg22778180	0.0162349996279236	C12orf47;MAPKAPK5	12	112280887
cg22778947	0.0497825391143229	NA	NA	0
cg22778981	0.0503326101562991	ERBB2	17	37856133
cg22780428	0.0544675731143017	CEPT1;DRAM2	1	111682262
cg22780475	0.127716862660441	CBLC	19	45281526
cg22781236	0.0111248687098213	UBL3	13	30424171
cg22781397	0.0160608334268802	CDK2;SILV	12	56360787
cg22782492	NA	VHL	3	10184007
cg22783258	NA	LMO7	13	76194082
cg22783363	0.761860434660102	TNFRSF10D	8	23021553
cg22784047	0.777037899709706	PRRT2	16	29824542
cg22788223	0.0133444795964817	NFYA;C6orf130	6	41040659
cg22789545	NA	C20orf114	20	31871352
cg22791453	0.0848266239468237	ASS1	9	133319899
cg22792432	0.00933221430527162	ROCK1	18	18691067
cg22792910	0.906022833596922	ANXA4	2	70009351
cg22792938	0.00940317023132692	AGFG1	2	228337242
cg22793458	0.0120999539316229	ZBTB11;LOC100009676	3	101395525
cg22794078	0.00926096837075758	C15orf44	15	65904012
cg22796458	0.038084208272337	UBQLN4	1	156022836
cg22797169	0.142314066393969	IL1RL2	2	102803407
cg22797991	0.0732854394875198	ATP10A	15	26108801
cg22799132	0.905916971738015	TRPC5;ZCCHC16	X	111325495
cg22799321	0.44972805847005	TFPI2	7	93519621
cg22799850	0.0189465717676635	ARMC10;FBXL13	7	102714871
cg22799917	0.0349113668651978	YWHAB	20	43514951
cg22800191	0.00901333361768255	HPS3	3	148847598
cg22800631	0.0613320573736267	TRRAP	7	98476628
cg22801690	NA	DAO	12	109274241
cg22802439	0.671965370042045	UPK1A	19	36157825
cg22802739	0.0168012728891085	DBF4;SLC25A40	7	87505101
cg22805308	0.0822225671896877	PLEKHG5	1	6579915
cg22805517	0.0643215193108898	C7orf25	7	42951105
cg22805632	0.95402886189852	KRT10;TMEM99	17	38978827
cg22807551	0.0334213897462801	MTUS1	8	17659378
cg22807700	NA	DNTTIP2	1	94345672
cg22807823	0.0723876485563654	HNRNPK;RMI1	9	86594226
cg22808175	0.0459416875864604	PHOSPHO1	17	47308389
cg22809047	0.0225753675237554	RPL31	2	101618261
cg22812892	0.0102720960420133	IDE	10	94333586
cg22813220	0.0205648907508143	C1orf83;TMEM59	1	54519286
cg22814247	0.0197797036607892	SIRT2;NFKBIB	19	39390451
cg22814929	0.0639361652361684	BTN2A1	6	26458213
cg22815110	0.0402627001943576	FOXD3	1	63788933
cg22815214	0.0463081615945047	CACNA1S	1	201083145
cg22815534	NA	CECR4;CECR5	22	17646263
cg22816171	0.0164851958251429	DDX50	10	70660920
cg22820108	0.126071265314881	NCOR2	12	125003218
cg22821324	0.0377987410705364	GPM6A	4	176923439
cg22821606	0.0247795707610637	C11orf67;RSF1	11	77532200
cg22821834	0.0126171302212419	GPR135	14	59931541
cg22821930	0.0226215664576317	RBM39	20	34330085
cg22825487	NA	VNN3	6	133055183
cg22825979	0.0542437095036881	TRIM13;DLEU2	13	50571203
cg22826936	0.0445328632770033	ULK2	17	19770443
cg22827290	0.0110116703548343	ORAI3	16	30960753
cg22827524	NA	FAM177B	1	222910746
cg22827640	0.00582212414353016	HPCAL4	1	40157125
cg22828602	0.346500444638484	CADPS2;RNF133	7	122338579
cg22828804	0.01402227335188	UBOX5;FASTKD5	20	3140466
cg22830590	0.02380733640589	CIR1;SCRN3	2	175260396
cg22830895	0.218832804595141	CRYGN	7	151137476
cg22831263	0.0246156270896468	SPG11	15	44955512
cg22831514	NA	HSD17B11	4	88312706
cg22832044	0.0709387086511335	CDH1	16	68771999
cg22833027	NA	CHRD	3	184098790
cg22833175	0.441262194615649	WBP11;C12orf60	12	14957520
cg22833292	0.0321578288137181	RPS6KA4	11	64126806
cg22835805	0.711429193597519	NA	NA	0
cg22836132	0.797293494191265	NA	NA	0
cg22836153	0.0583598044107381	LOX	5	121412702
cg22836229	0.0255351112976214	EFCAB1	8	49647717
cg22836370	0.0207853988626554	MBD2	18	51751085
cg22836470	0.572127037607159	TMEM119	12	108991777
cg22837289	0.0248168829159937	ITFG2	12	2921745
cg22838674	0.0870533095305288	PROSC	8	37619818
cg22841169	0.038760476869668	YPEL5	2	30369455
cg22842233	0.627412078314075	UPK1B	3	118892068
cg22843446	0.0180387426472254	ASAM	11	123066252
cg22844623	0.909084084215552	GJC2;GUK1	1	228336130
cg22845362	0.0167613372621655	ANAPC4	4	25378974
cg22851319	0.161554577728852	NA	NA	0
cg22853986	0.0488795544889737	TRMT12	8	125463310
cg22854223	NA	CD82	11	44586505
cg22854546	0.01085465449762	WDR33	2	128568196
cg22855405	0.0513164426730848	TINAGL1	1	32042037
cg22857604	NA	RASSF5	1	206730695
cg22857957	0.0743069702657947	FMO5	1	146697082
cg22858288	0.902132157887809	SLC22A18	11	2930322
cg22858308	0.284057091893284	HIVEP2	6	143095613
cg22858728	0.570039021389917	MPP1	X	154034149
cg22858861	0.0517144040369619	ATP5A1;HAUS1	18	43684144
cg22861316	0.895728841639603	FABP6	5	159656660
cg22862656	0.160660943289887	SCGB2A2	11	62037659
cg22863122	0.00881606617026511	DUSP7	3	52090142
cg22864416	0.00762379553755684	CCNJ	10	97803525
cg22867063	0.0213105191620793	ZNF214;NLRP14	11	7041549
cg22870256	0.0188998308375941	FDFT1	8	11660209
cg22870280	0.896774306322406	BCL2L10	15	52404029
cg22873668	0.297837528627665	CXorf56	X	118699347
cg22873892	NA	GALK2;COPS2	15	49447651
cg22874046	0.00884169698238796	ICAM1	19	10381763
cg22874560	0.0173981957429586	TMEM217;TBC1D22B	6	37225361
cg22874695	0.0189303956165477	C8orf40;SLC20A2	8	42397328
cg22874960	0.0392244321775574	NDE1;KIAA0430	16	15737314
cg22875391	0.928036148934209	TPRG1	3	188889999
cg22876908	0.327792615144302	DGKA	12	56325149
cg22878324	0.00880769254362428	PURB	7	44925316
cg22879289	NA		1	236237743
cg22879515	0.0248613396243985	MIR34B;BTG4;MIR34C	11	111383515
cg22880820	0.0447573242302937	C9orf100	9	35665522
cg22881914	0.0206033875243067	NID2	14	52536147
cg22882178	0.0658719570753751	PITX3	10	104001226
cg22884082	NA	C6orf162;GJB7	6	88039023
cg22885821	0.0149591402032467	GNAS	20	57465921
cg22885965	0.0642538399821816	QRSL1;RTN4IP1	6	107077115
cg22886005	0.0629847369233091	ILKAP	2	239112570
cg22886089	0.0314288894731779	SCG3	15	51973591
cg22889448	0.143759529733552	EMR1	19	6886962
cg22889570	0.0173853592958044	ZNF596;RPL23AP53	8	182684
cg22892110	0.0297694385917117	MAPK15	8	144798631
cg22892237	0.0210628830973981	DPY19L3	19	32895911
cg22892904	0.461372374493176	CBX2	17	77751089
cg22898761	0.736727752064469	NA	NA	0
cg22899145	0.914560386063978	NA	NA	0
cg22901146	0.872957033211146	GUCY2F	X	108725107
cg22901840	0.728613906409165	DIRAS3	1	68512777
cg22902083	0.0317497389666462	CNN2	19	1026642
cg22903365	0.0171029572037431	KLHL28;FAM179B	14	45431297
cg22903370	NA	IDH3G;SSR4	X	153058860
cg22905097	0.441480044617111	EPSTI1	13	43566401
cg22905968	0.0274407836513534	SERTAD1	19	40931262
cg22906389	0.00764709823681018	CASP7	10	115438910
cg22907065	0.01327698022054	RHOA;TCTA	3	49449503
cg22908581	0.64994075036657	CD4	12	6898975
cg22909609	0.103060298384051	ITGBL1	13	102105440
cg22909962	0.0264482740232009	RPL7L1	6	42847910
cg22913584	0.00453247269295447	SSBP2	5	81046758
cg22915732	0.0445141012259945	CLVS1	8	62200518
cg22916109	0.0841109478472041	IREB2	15	78730334
cg22917082	0.0114820897617949	CXorf15	X	16804636
cg22917487	NA	CX3CR1	3	39322103
cg22918700	0.848199042456354	FITM1	14	24600067
cg22919370	0.059791309025834	HIST1H3I	6	27840212
cg22919728	0.0818711011139355	CHST13	3	126242490
cg22920417	0.0459648313395522		18	74401671
cg22920538	0.0127444693079033	UROD;HECTD3	1	45476463
cg22920873	0.0278435671641775	C7orf55	7	139025153
cg22925006	0.28687257276275	ATP6V1C1	8	104033618
cg22925639	0.877464433967655	CHRNA1	2	175628739
cg22926560	0.0119377265461273	PFKFB2	1	207226769
cg22927043	0.102146439071778	NPPB	1	11919699
cg22927134	0.0888127210570091	CHRM5	15	34349252
cg22927153	0.0434387425442631	NA	NA	0
cg22930187	0.058577077951042	ARTN	1	44398959
cg22931889	0.822802046300643	NA	NA	0
cg22932215	0.0549153816388291	COPS7B	2	232651635
