Hybridization REF	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05
cg25670900	0.612979156089207	ZCCHC5	X	77914054
cg25671438	0.775077060037094	ACAP1	17	7240223
cg25671651	0.0149460431317398	ALS2CR8;WDR12	2	203776787
cg25672287	0.0128583047691854	DECR2	16	452092
cg25673373	0.0157524589265208	ARL4D	17	41476379
cg25674286	0.147302585392133	ADORA3	1	112046915
cg25675349	0.012428330529526	TEX264	3	51705680
cg25677688	0.725285721680931	TAS2R19;PRR4;PRH1	12	11176386
cg25677709	0.770631945260296	NDST1	5	149900459
cg25680829	NA	LHX4	1	180198309
cg25681177	0.0346716999273747	GAPDHS	19	36024313
cg25682080	0.161281783763374	APOA5	11	116663103
cg25682559	0.0144481492689049	FHOD3	18	33877021
cg25682936	0.169240458252788	SF3A3	1	38455768
cg25683012	0.0104746112575756	BAZ2A	12	57030113
cg25683185	0.936282361630347	ACRBP	12	6756088
cg25683904	0.12858976247242	NA	NA	0
cg25685640	0.0387781758428465	E2F8	11	19262412
cg25685838	0.703554372946735	GDPD2	X	69643844
cg25687894	0.0245338445634658	ACLY	17	40075716
cg25689649	NA	OCEL1	19	17336377
cg25689955	NA	KBTBD4;NDUFS3	11	47601700
cg25690265	0.942309941392912	TMC5	16	19467942
cg25691167	0.483925340919198	FERD3L	7	19184961
cg25692323	0.181204066547871	ZNF485	10	44101569
cg25692621	0.786890116039152	ASB4	7	95115163
cg25694542	0.0147895131121993	ZFYVE1	14	73493846
cg25697050	0.954877902060939	NA	NA	0
cg25697314	0.719438133765482	IL26	12	68619556
cg25699533	0.0178461140730875	UBA52	19	18682841
cg25705900	0.0290813942064529	RNF144A	2	7057402
cg25707005	0.0333242253333222	DNAJC18	5	138775200
cg25708912	0.870238188757778	DUSP21	X	44703486
cg25710140	0.511390499678096	MID1	X	10852037
cg25711779	0.673256388504621	EFEMP1	2	56149825
cg25712380	0.932678233122922	NA	NA	0
cg25713185	0.427128215932722	SLC19A3	2	228582486
cg25713309	0.0101623555691509	OCEL1	19	17337319
cg25714610	0.23903880478355	FAM3A	X	153744216
cg25716286	0.0117449848149875	MED18	1	28655639
cg25716740	0.0123796890916402	MBTD1;UTP18	17	49337652
cg25716871	0.0156505761528529	MAPKAPK3	3	50654228
cg25717844	0.039300577837474	GAL3ST4	7	99765818
cg25718402	0.00981102791396267	CLDN7	17	7165909
cg25718438	NA	WFDC5	20	43743921
cg25720804	0.350857211825518	TLX3	5	170736389
cg25722142	0.227313513191065	CITED2	6	139695762
cg25723866	0.890431631508953	LTBP4	19	41099080
cg25724441	0.0695780829207771	KCNJ2	17	68165759
cg25725843	0.582126141491776	ST6GAL2	2	107504169
cg25729068	0.0185752586924519	TC2N	14	92303235
cg25729716	0.907579404059989	CD79B	17	62010607
cg25729765	0.024232061443692	SP3	2	174829932
cg25729957	0.0263815545391783	C10orf32	10	104614136
cg25732252	0.279653551062736	ST6GALNAC4	9	130679915
cg25734864	0.696023867488428	PROZ	13	113812986
cg25735280	NA		5	31638951
cg25736482	0.100122972197907	MBOAT7;TMC4	19	54677232
cg25737491	0.0182994039296334	GABARAP	17	7145532
cg25737664	0.464235488993325	SIRPD	20	1538671
cg25737836	0.852662008551027	C21orf57;MCM3AP	21	47705150
cg25738273	0.0272869330755063	DUSP26	8	33457336
cg25739003	0.0379722468272837	EEF1G	11	62341260
cg25741319	0.0228971381199821	CCDC138	2	109402933
cg25741452	0.0286555631040998	KITLG	12	88974161
cg25741794	0.0320044789048108	EFHD2	1	15736999
cg25742201	0.0342960666473096	AATF	17	35306863
cg25743584	0.877015583383104	TIAF1;MYO18A	17	27402893
cg25745343	NA	PLEKHB2	2	131862633
cg25746138	0.0186657753526788	MLL4	19	36209626
cg25748127	0.0128755141202278	NA	NA	0
cg25748736	0.247965718007877	NA	NA	0
cg25750259	0.019863571927008	TTPAL	20	43104962
cg25750404	0.0161632739194543	VAMP1	12	6579648
cg25751295	0.0302844535829651	DUSP4	8	29208540
cg25752527	0.0187084936075639	UBXN4	2	136499146
cg25753817	0.28749683799664	INPP1	2	191208232
cg25755261	0.0152044841516936	PPP2R3C;KIAA0391	14	35591781
cg25756129	0.0142549097744176	TRA2B	3	185655915
cg25757737	0.0206672088618824	PTPN23	3	47423140
cg25758314	0.449879703640183	RENBP;NAA10	X	153201025
cg25759381	0.922593113358685	TSSK2;DGCR14	22	19118539
cg25759517	0.0160153214431057	PYCR1	17	79895006
cg25760229	0.0099725748065017	CACNA1H	16	1203595
cg25762395	0.0137668135879918	LOC100133612;C1orf174	1	3816842
cg25762706	0.89017565419499	STMN4	8	27115867
cg25763788	0.0889932574809499	HTR1B	6	78172950
cg25764191	0.378781803060692	NA	NA	0
cg25764464	0.0237760673717612	PLEKHA5	12	19282832
cg25764570	0.169894005660389	HLA-DRA	6	32407289
cg25766046	0.0541706943327178	ROR2	9	94712122
cg25766774	0.135439377940818	ZDHHC3;EXOSC7	3	45018909
cg25769980	0.946293942191797	TLR6	4	38830902
cg25770411	0.841485725046203	GTF2IRD1	7	73946901
cg25771195	NA	C16orf80	16	58163814
cg25771201	0.488265653612327	NA	NA	0
cg25775449	0.916743472290692	LTB4R;CIDEB	14	24781881
cg25776555	0.0188756410075254	ZNF614	19	52531777
cg25778166	0.953944344978158	FMO3	1	171059935
cg25778479	0.0622331546704467	BZW2;ANKMY2	7	16686771
cg25780543	0.29061972182361	HTR5A	7	154862770
cg25781123	0.0253355551068178	THUMPD3	3	9404598
cg25781162	0.42377934863776	ABCG8;ABCG5	2	44065996
cg25781202	0.0201158903437871	RNF122	8	33424350
cg25782229	0.519141811721278	WT1	11	32450692
cg25782563	0.0394375508603376	MED9	17	17380313
cg25784308	0.0686485323668557	FAM123C	2	131513216
cg25784394	0.0121213298296056	TROAP	12	49717037
cg25785378	0.0236487258568694	MED15	22	20862326
cg25786436	0.0126750604589611	PRKAG2	7	151573913
cg25786862	0.0230964421872076	CENPQ;MUT	6	49431288
cg25787984	0.686287671313217	DKK3	11	12031508
cg25788012	0.0134271054421109	EXOSC4	8	145133899
cg25791888	NA	HSF2BP;RRP1B	21	45080032
cg25797366	0.954226432814336	NA	NA	0
cg25799433	0.0681800391309195	SIRPB1	20	1600623
cg25799986	0.0873244378289974	WFDC2	20	44098281
cg25802093	0.622838116476614	SPAG6	10	22634038
cg25802424	0.0749245585054601	IRS2	13	110438937
cg25802871	0.172917756874078	FTSJ2;NUDT1	7	2282184
cg25803423	0.0356802227634797	C14orf119;ACIN1	14	23563820
cg25803583	0.956060514630561	SERPINF2	17	1648622
cg25806808	0.0934696106637779	CXCL1	4	74734924
cg25807810	0.014923044026897	NA	NA	0
cg25808839	0.01580219545425	LACTB	15	63414067
cg25808906	0.354104022523111	DGKG	3	186080023
cg25809905	0.891691986821407	ITGA2B	17	42467728
cg25811575	0.041235585077139	EGR3	8	22551274
cg25811820	0.0203455107023245	PLAGL2;POFUT1	20	30795836
cg25812668	0.663344967995136	MID1IP1	X	38662926
cg25812776	0.0171080718401533	TRAF5	1	211500034
cg25813714	0.881616690192169	CYP4F12	19	15782945
cg25813820	0.631774723135186	MPP1	X	154033598
cg25814686	0.0215103196683831	ZNF696	8	144373818
cg25816468	NA	PBXIP1	1	154928408
cg25817752	0.0200664399561638	PDIK1L	1	26438530
cg25820693	0.0237960199774368	SEMA6C	1	151119084
cg25820971	0.0871500056820515	SUPT16H	14	21852127
cg25821963	0.0193998012903914	ABLIM3	5	148521171
cg25822709	0.0584028292034044	RRAGA	9	19048850
cg25823578	0.0160956850593388	PTGER2	14	52781312
cg25824226	0.0223667803416451	EBAG9	8	110551708
cg25824330	0.0108334175832972	MRPS18A	6	43655393
cg25826526	NA	C20orf20	20	61426675
cg25827112	0.0118807727755076	TESK2	1	45956773
cg25827139	0.968174607594495	NA	NA	0
cg25827666	0.921074017033539	SH2D2A;NTRK1	1	156785558
cg25828381	0.990238686185715	TUBA3D	2	132233769
cg25829226	NA	PLEKHO2	15	65134451
cg25829729	0.87973529064832	SOHLH2	13	36788667
cg25830052	0.922561572846753	TULP1	6	35480426
cg25831111	NA	COASY	17	40713740
cg25832796	0.298873150722097	JPH4;AP1G2	14	24038103
cg25833031	0.901160878710528	MTPAP	10	30639296
cg25834275	0.00860752776342194	NFIC	19	3359809
cg25834568	0.0516650174192659	RSPO3	6	127439684
cg25835225	0.0183319992459421	ZNF350	19	52490199
cg25836159	0.014599342293456	AGGF1	5	76326301
cg25836271	0.0373144562799427	RASGRP2	11	64512829
cg25836301	0.487168006390456	MEG3	14	101292306
cg25836326	0.052055179150167	DRD3	3	113898609
cg25839227	0.865636770569536	ABI3	17	47288502
cg25839766	0.370034767726709	NA	NA	0
cg25840094	NA	CFHR5	1	196945530
cg25841091	0.0129032144917559	UFD1L;CDC45L	22	19466331
cg25841987	0.0620841871437077	FAM198B	4	159093841
cg25842356	0.876173635773993	MARCH3	5	126367370
cg25842633	0.0714646256422783	SCUBE1	22	43738427
cg25843439	0.70459048616112	OR10H3	19	15852574
cg25847835	0.0217669314499119	FBXO38	5	147763803
cg25848060	0.0171908378574049	SLBP	4	1713374
cg25849332	0.0229003249507907	CCDC86	11	60609877
cg25852472	0.290916328265912	H19	11	2017664
cg25852715	0.975021113205548	OSBPL5	11	3121024
cg25852941	NA	DNAJC21	5	34929231
cg25853020	0.0479299809805389	IL6R	1	154377621
cg25853078	0.370184074981803	OPCML	11	133402919
cg25853833	0.0128073680464674	C2orf29	2	101869024
cg25854162	0.384835689273926	IGFBP2	2	217497617
cg25856179	0.01303582791562	STAT1	2	191878705
cg25856383	0.0309572150165677	CYP1B1	2	38303219
cg25856811	0.283182232971868	SPRR3	1	152973957
cg25857886	0.880657175783869	FAM118B	11	126098838
cg25858682	0.0154564791731793	CCDC72;CCDC51	3	48481793
cg25859012	0.0497950515312672	BCS1L;ZNF142	2	219524278
cg25860314	0.0345503053854946	SEC24D	4	119757220
cg25861458	0.0260682454515134	SGK196	8	42948482
cg25864727	0.462657988001078	NCRNA00158	21	26803075
cg25866075	0.644060755651802	NLRP12	19	54327780
cg25867173	0.390129747181037	NA	NA	0
cg25869832	0.0219482702656241	RPS4X	X	71496665
cg25870263	0.526048199479763	FNDC5	1	33335831
cg25870420	0.0189775780853201	ITGA9	3	37493949
cg25873362	0.023233678455322	NA	NA	0
cg25875213	0.0206098347189158	ZNF781	19	38183055
cg25876934	0.0250754532750858	NA	NA	0
cg25881193	0.0926646676783541	BTN2A2	6	26383297
cg25882056	NA	ALG12;CRELD2	22	50311056
cg25882366	0.539617930112341	HOXB2	17	46622037
cg25884854	0.0387646273547636	TMEM106C	12	48358104
cg25885108	0.0127197460800636	TP73	1	3568669
cg25885771	0.0326666129316493	HIST1H2BN;HIST1H2AK	6	27806081
cg25886284	0.0209202891466088	ZFP82	19	36909418
cg25886875	0.0212231284709496	PSMC4	19	40477185
cg25887294	0.049182638726806	CASP8AP2	6	90539239
cg25887739	0.950338607620315	TBC1D8	2	101675766
cg25889160	0.957948665084021	SERPINA5	14	95046342
cg25890048	0.498826149334508	OR5I1	11	55703443
cg25892041	0.9372430452129	UGT8	4	115544155
cg25892434	0.0123433795537135	ADK;AP3M1	10	75911181
cg25893483	0.609349806988637	NA	NA	0
cg25894551	0.763658503983788	FXYD2	11	117699851
cg25895922	0.0199256320237927	NA	NA	0
cg25896975	NA	SNX17;EIF2B4	2	27593451
cg25898500	0.0488561974634009	HAGH;FAHD1	16	1877264
cg25900806	0.462747782591586	NA	NA	0
cg25902460	0.107662899455687	STRBP	9	126030596
cg25902889	0.72292861166042	FSD1	19	4305090
cg25903122	NA	C19orf42	19	16765692
cg25903375	0.0109677181934822	SETD7	4	140476877
cg25903497	0.0114616073036122	PNKD;TMBIM1	2	219157103
cg25905459	0.0277435358174315	RNFT1	17	58041636
cg25905648	0.0303004717975846	SACM1L	3	45731240
cg25905812	0.0137111838094964	DMRT1	9	841632
cg25906332	0.016209759991692	SLC25A29	14	100772295
cg25906419	0.026950921459929	BACE2	21	42540409
cg25907916	0.0122468413315415	ZCCHC24	10	81205166
cg25908985	0.405188607959556	IHH	2	219925065
cg25909811	0.02444649389617	KDELR2	7	6523253
cg25910443	0.0111881611512557	C9orf3	9	97488953
cg25912611	NA	CSTF1;AURKA	20	54968626
cg25912717	0.0231862605042527	THBS3	1	155176951
cg25913233	0.51743022827953	SPARC	5	151066683
cg25915982	0.595002886102238	GRB10	7	50849415
cg25917510	0.0145680013291982	HOXC8	12	54402888
cg25918245	NA	GIMAP2	7	150382724
cg25919221	0.917544554451012	CA6	1	9006680
cg25920792	0.0139705622093246	HTRA1	10	124220729
cg25920951	0.0181215859438552	NA	NA	0
cg25921910	NA	CDC73	1	193090657
cg25922239	0.0149035916511198	LEMD2	6	33757077
cg25922353	0.924891871606036	FUT8	14	65876737
cg25923018	0.0144584140669513	TMEM206	1	212587798
cg25923856	0.0270470875158806	TMEM14A	6	52536059
cg25924032	0.0298273432495328	BMS1	10	43278349
cg25926679	0.211851564264496	NA	NA	0
cg25927124	0.0161600451401332	PRKAR2A	3	48884897
cg25928444	NA	OBSL1;INHA	2	220437437
cg25928579	0.0339413557824073	HOXB8	17	46692534
cg25929421	0.0150851123197258	DEDD	1	161102777
cg25932713	0.949252585533444	PARP9;DTX3L	3	122284563
cg25932752	0.516575924578432	MSL3	X	11775676
cg25933726	0.587413901472322	RPGR	X	38186399
cg25934198	0.899322242645243	C9orf139;ABCA2	9	139920781
cg25935911	0.269392969973966	DBC1	9	122132261
cg25936385	NA	FAIM2	12	50298731
cg25937494	0.0112746213662702	SREBF2	22	42228971
cg25937832	0.0173421559735701	NKIRAS1;RPL15	3	23958525
cg25938646	0.024117917652403	SLITRK1	13	84456681
cg25941716	0.174480027904401	SH3KBP1	X	19905525
cg25942450	0.481745089698846	TLX3	5	170736251
cg25943131	0.0320822995126797	IPO8	12	30848710
cg25943276	0.334155405651183	NTM	11	131533284
cg25943702	0.942943271485911	BRD1	22	50218353
cg25944100	0.356126240913264	NA	NA	0
cg25944700	0.0126418713698161	SLC25A37	8	23386623
cg25945303	0.0275409166267822	KLF6	10	3827695
cg25945374	0.0149469092842979	KHDRBS3	8	136468992
cg25945961	0.0133433703188074	SETD7	4	140477705
cg25946374	0.320302688099141	IL22RA1	1	24469791
cg25946389	0.234405260434949	MGMT	10	131265073
cg25946758	0.209299790100243	PHYHIPL	10	60936025
cg25946952	0.0487104319358959	FAM131B	7	143059218
cg25947945	0.123909526565792	LAD1	1	201368946
cg25948180	0.0695233166968042	PDHX;APIP	11	34936781
cg25948993	0.0121791649716409	UBXN8	8	30601878
cg25949363	0.301558432633402	TMEM92	17	48352008
cg25951582	0.0379229506959472	C15orf33;DTWD1	15	49913451
cg25953146	0.657566272896029	C2orf27B	2	132558939
cg25954162	NA	MYL6B	12	56546720
cg25954354	0.0398256586225886	AIF1L	9	133971548
cg25955816	0.720407945968264	HIST3H3	1	228612876
cg25955899	0.0101583096835336	POMP	13	29233493
cg25955969	0.0199320926225141	DPH2	1	44435627
cg25956985	0.596778847295624	MAP3K7IP1	22	39795188
cg25957124	0.0655952857368697	TMEM159;DNAH3	16	21171084
cg25957967	0.0244140913199405	PCSK9	1	55505148
cg25958361	0.0267611433349209	MRPL30;MITD1	2	99797532
cg25959506	0.0175299120508452	RASD2	22	35937058
cg25960313	0.0231213432065077	FBXO5	6	153304131
cg25960567	0.0198030043192977	ITPR2	12	26985181
cg25961684	0.0188246232643997	STK36;RNF25	2	219536870
cg25964007	0.0199285971477793	WDR16;STX8	17	9479910
cg25965576	0.618925612563545	CST4	20	23670089
cg25969212	0.0208963977443803	EXOSC9	4	122722590
cg25969673	0.01748003598937	TBC1D19	4	26585760
cg25971347	0.0717656610034857	FOXF1	16	86544339
cg25973092	0.0230648243149156	SESN2	1	28585837
cg25974617	0.712356887549153	TRAM1	8	71520962
cg25974764	0.0170457406854559	KLHDC2	14	50234454
cg25974870	0.020006786988517	NUDT21;OGFOD1	16	56485177
cg25975818	0.851461276331715	ENPP7	17	77704298
cg25978208	0.52935365945301	SNRPN	15	25093244
cg25979644	0.964315791503005	ATP8B1	18	55399003
cg25982743	0.376209012174283	TIMP4;SYN2	3	12200236
cg25983380	0.474811678549148	GNAS	20	57465439
cg25984124	0.835262757072064	CDS2;PCNA	20	5106245
cg25985103	0.114300334780978	MAN2C1	15	75660389
cg25985437	0.0158632161812851	FAM96A	15	64386321
cg25985488	NA	GALNTL4	11	11643756
cg25985778	0.0172296918531344	RPL38	17	72199373
cg25989745	0.750364786647005	TYRP1	9	12693326
cg25990230	0.0199393298752847	PMS2L3	7	75157345
cg25990314	0.0248465172303619	GNB1L;C22orf29	22	19841927
cg25990647	0.0209999144680144	OPRK1	8	54164081
cg25993152	0.286793408569161	XAGE5	X	52840736
cg25993718	0.159537725824273	CBLN4	20	54580196
cg25994725	0.176196638432854	LOC285847;C6orf81	6	35703435
cg25995212	0.241594762711855	SCN7A	2	167342984
cg25995460	0.930938310073961	C1QA	1	22964156
cg25995916	0.0409454907631818	PRDM4	12	108155205
cg25996835	0.0139298983406998	BBS4;HIGD2B	15	72978165
cg25997474	0.126086223578914	NA	NA	0
cg25999015	0.0200079137136269	ZNF575	19	44037866
cg25999267	0.0154686337042266	SLC25A38	3	39424992
cg25999486	0.0122656041187988	TBC1D4	13	76056030
cg25999867	0.0131915585659197	GLB1L3	11	134145940
cg26001030	0.0120796364227483	RABGAP1L	1	174128297
cg26001336	0.0161523681223479	RAB3A	19	18315002
cg26003813	NA	PLK1	16	23689802
cg26005082	0.023353330372179	MIR7-3;C19orf30	19	4769660
cg26007077	0.017351023817909	SNAPC3	9	15422993
cg26008464	0.0106330911321409	SLC2A12	6	134373624
cg26012103	0.0430736856129269	SOCS1	16	11349372
cg26014197	NA	ZSCAN10	16	3143153
cg26014796	0.0207565192043307	RNF39	6	30043597
cg26015133	0.643400610844377	FCRLB	1	161692247
cg26018901	0.485690150773987	CORIN	4	47840011
cg26020513	0.90860734685735	GATA4	8	11568356
cg26021103	0.0183050931599307	LPCAT3	12	7126013
cg26021476	0.0134112717985234	ENY2;NUDCD1	8	110346385
cg26021627	0.0300304490700092	FAM150A	8	53478706
cg26022315	0.0169768843841214	SNF8	17	47021804
cg26022401	0.379478568888558	NA	NA	0
cg26023204	0.0135515813508282	MCM7;AP4M1	7	99699378
cg26023389	0.900367043205434	GCM1	6	53013589
cg26023751	0.0122076087962681	C1orf156;C1orf112	1	169763990
cg26024206	0.014831919204785	ZNF282	7	148892367
cg26024531	NA	CHAF1B	21	37758170
cg26024843	0.0410071783879243	COL5A1	9	137533949
cg26025891	0.683326406761928	PSTPIP1	15	77287899
cg26025944	0.0317031375967098	SCNN1G	16	23193717
cg26026726	0.856559721520602	NA	NA	0
cg26029248	0.0125029645629364	PFKFB4	3	48594205
cg26029902	0.532492213725202	RAB22A;PPP4R1L	20	56884425
cg26033681	0.337431795281292	SNRPN	15	25069376
cg26033710	0.10090582479043	TACR1	2	75426249
cg26035366	0.0230794044372782	LRRC3B	3	26664621
cg26035463	0.0249103801728415	FBXO21	12	117627651
cg26035633	0.200276683943485	IDH3G;SSR4	X	153059444
cg26036443	0.0218990596467004	EHD2	19	48216402
cg26039806	0.0203967895917721	RNF121;LOC100133315	11	71639257
cg26041297	0.26373466564561	NA	NA	0
cg26043257	0.307130302146766	CD38	4	15780238
cg26043391	0.0838500846309511	FBXO28	1	224302174
cg26044825	0.018011797042995	NFIC	19	3358992
cg26045205	0.964391423486214	ACOT11;FAM151A	1	55088984
cg26045220	0.0161665414101379	C1orf194;KIAA1324	1	109656325
cg26045434	0.421797981652436	HR	8	21987861
cg26049501	0.0698215864758525	STARD13	13	33860056
cg26050734	0.759429933817191	TNRC4	1	151689032
cg26052367	0.0356613786149207	TMEM87A;GANC	15	42566151
cg26053787	0.48493108857678	NA	NA	0
cg26053864	0.0199740652140903	ACTC1	15	35087635
cg26054395	0.0181091116720273	MTF2	1	93545008
cg26054540	0.0088325555292686	NKD2	5	1009204
cg26055770	0.0387555783460008	PDZRN3	3	73674070
cg26057752	0.435539682057835	PGAM2	7	44104935
cg26059153	0.021893169451037	MACROD2	20	13976190
cg26059632	0.054865203698837	SPRR2A	1	153030751
cg26060255	0.14725406311827	MRPS26;GNRH2	20	3025968
cg26061555	0.769484051524741	NA	NA	0
cg26061772	0.0332507402420175	CASC3	17	38296295
cg26062370	0.0360648363496339	NA	NA	0
cg26062856	0.797985700227241	ATP10A	15	26109425
cg26063872	NA	DEFB123	20	30028206
cg26065841	0.837484493887687	CHAC1	15	41244853
cg26065952	0.0430069455761025	MRPL21;IGHMBP2	11	68670825
cg26066361	0.641283546865802	CLEC7A	12	10282621
cg26069252	0.0210717211444811	EGR1	5	137800343
cg26069745	0.586913363161592	HOXA2	7	27142200
cg26071823	0.0458379011606345	DCAF11	14	24583182
cg26071978	0.0129515032131418	AGPAT9	4	84457011
cg26073060	0.873637491307364	EIF3I;C1orf91	1	32686736
cg26073856	0.553270904196995	FABP2	4	120243555
cg26074851	0.0129595581100062	SKP1	5	133512410
cg26079320	0.0236978487873127	POGK	1	166809407
cg26079992	NA	CDK5RAP1	20	31988906
cg26081162	0.0293809304945552	C6orf141	6	49518449
cg26081812	0.869897800849346	IL5	5	131880480
cg26082838	0.0499429359495095	FLRT3;MACROD2	20	14318410
cg26083396	0.0147540261283563	IMPDH1	7	128049885
cg26087862	0.353267675335485	ENSA	1	150602029
cg26088104	0.0275432961719368	C5orf34	5	43515152
cg26089280	0.0106611136271159	ARMC9	2	232063611
cg26090652	0.0222191916729997	C1QTNF5;MFRP	11	119211440
cg26090660	NA	GDEP	4	80747125
cg26091119	0.0114825999373556	HIAT1	1	100503820
cg26091142	0.138169147845939	ISLR2;LOC283731	15	74423077
cg26091510	0.0282909788417292	LRIG2	1	113615592
cg26091679	0.0378389255245231	PCGF1	2	74735054
cg26091688	0.0363004589687551	ZNF200	16	3285403
cg26091981	0.418941968570741	LCT	2	136594866
cg26093148	NA	TNRC4	1	151690075
cg26093687	0.84346950274221	EIF3I;C1orf91	1	32686870
cg26093711	0.0257286274939308	VRK2	2	58273654
cg26095194	0.0170467661458005	DUSP1	5	172197489
cg26096837	0.727670147256664	FGF19	11	69519974
cg26097271	0.0286737843624142	MED6	14	71067346
cg26099316	0.846637252082684	ITIH3	3	52828794
cg26102760	NA	PASK;PPP1R7	2	242088848
cg26104204	0.0162359378124877	MAP3K10	19	40697425
cg26104206	0.467144245769789	PHYHIP	8	22089103
cg26104469	0.499160658907112	NA	NA	0
cg26105232	0.773725618426496	IL2RA	10	6105656
cg26106720	NA		1	28094306
cg26107778	0.014231862069022	KIAA1407;QTRTD1	3	113775778
cg26109803	0.742382520131914	WNT8B	10	102222798
cg26111030	0.0350950813775546	ERBB2	17	37856378
cg26111757	0.916660545623013	C20orf185	20	31642120
cg26112353	0.0318748515969011	BMP2K	4	79696708
cg26112639	0.670431745601041	NLRP3	1	247580106
cg26112901	0.301561940126992	NA	NA	0
cg26113512	0.518750646996769	VILL	3	38035601
cg26114571	0.0151236729792826	BRUNOL5	19	3225002
cg26116103	0.0136505957765169	ATF1	12	51157776
cg26116400	0.464002390574251	FUNDC2	X	154254947
cg26116551	0.169418253156374	ZNF536	19	30863260
cg26117023	0.753035442221291	LOXL3;DOK1	2	74782096
cg26117431	0.951221970067532	LRRC39	1	100643544
