"","seqnames","start","end","width","strand","probeID","Gene_Symbol","mean.Primary.Tumor","mean.Solid.Tissue.Normal","mean.Primary.Tumor.minus.mean.Solid.Tissue.Normal","p.value.Primary.Tumor.Solid.Tissue.Normal","p.value.adj.Primary.Tumor.Solid.Tissue.Normal","status"
"cg25391023","chr6",32374754,32374754,1,"*","cg25391023","BTNL2",0.338690510495571,0.724215201072914,-0.385524690577343,3.59147663011494e-14,2.51280673912607e-12,"Hypomethylated in Primary Tumor"
"cg25432696","chr4",74702728,74702728,1,"*","cg25432696","CXCL6",0.300980232893029,0.0945911338065026,0.206389099086526,4.51522521145652e-08,2.72571031052797e-07,"Hypermethylated in Primary Tumor"
"cg25462291","chrNA",0,0,1,"*","cg25462291",NA,0.552337023222271,0.233259071611714,0.319077951610556,1.82209106598383e-08,1.2519027028225e-07,"Hypermethylated in Primary Tumor"
"cg25465406","chr17",7906098,7906098,1,"*","cg25465406","GUCY2D",0.454047451497618,0.0534930472942858,0.400554404203332,3.97032826508772e-12,1.02695207214881e-10,"Hypermethylated in Primary Tumor"
"cg25484904","chr4",48988015,48988015,1,"*","cg25484904","CWH43",0.420286176930691,0.212160337129192,0.2081258398015,3.52337393952321e-07,1.64004321246939e-06,"Hypermethylated in Primary Tumor"
"cg25511429","chr6",6008125,6008125,1,"*","cg25511429","NRN1",0.470136716928995,0.169643017877915,0.30049369905108,4.0437595205009e-09,3.43003984327428e-08,"Hypermethylated in Primary Tumor"
"cg25511807","chr11",102401438,102401438,1,"*","cg25511807","MMP7",0.520761333701227,0.305973149272588,0.214788184428639,1.21475927313595e-05,3.85400812061396e-05,"Hypermethylated in Primary Tumor"
"cg25549413","chrNA",0,0,1,"*","cg25549413",NA,0.199425790143245,0.434274902608279,-0.234849112465034,6.52266298030552e-07,2.83795044965823e-06,"Hypomethylated in Primary Tumor"
"cg25549459","chr2",105471252,105471252,1,"*","cg25549459","POU3F3",0.309894775102374,0.0754141679194629,0.234480607182911,3.50426608964345e-08,2.18570350868154e-07,"Hypermethylated in Primary Tumor"
"cg25550573","chrNA",0,0,1,"*","cg25550573",NA,0.491286456129326,0.216755906135003,0.274530549994322,2.06533367301369e-10,2.7565108009079e-09,"Hypermethylated in Primary Tumor"
"cg25563456","chr11",32456069,32456069,1,"*","cg25563456","WT1;WIT1",0.247544499192618,0.0275433796286695,0.220001119563949,4.5961940201431e-10,5.43272062328457e-09,"Hypermethylated in Primary Tumor"
"cg25574024","chr11",2161894,2161894,1,"*","cg25574024","IGF2AS;INS-IGF2;IGF2",0.460168869921243,0.227385026666947,0.232783843254296,1.51774621919166e-05,4.70528479044569e-05,"Hypermethylated in Primary Tumor"
"cg25577842","chr11",32459760,32459760,1,"*","cg25577842","WIT1",0.276121364733801,0.02960073856751,0.246520626166291,4.44222715274922e-13,1.76817907286726e-11,"Hypermethylated in Primary Tumor"
"cg25596297","chr2",223162875,223162875,1,"*","cg25596297","PAX3;CCDC140",0.472922554902346,0.185632736845206,0.287289818057141,5.23999223252185e-08,3.10417525654706e-07,"Hypermethylated in Primary Tumor"
"cg25607161","chr17",3117953,3117953,1,"*","cg25607161","OR1A1",0.340359078182323,0.67469100818522,-0.334331930002897,1.71083881723857e-12,5.18754881743845e-11,"Hypomethylated in Primary Tumor"
"cg25657700","chr15",25123491,25123491,1,"*","cg25657700","SNRPN",0.727964517257011,0.494612496951051,0.23335202030596,1.33143852442342e-10,1.91300883397546e-09,"Hypermethylated in Primary Tumor"
"cg25661884","chr19",10124267,10124267,1,"*","cg25661884","RDH8",0.292630927285083,0.540312322987529,-0.247681395702445,8.31186648194897e-13,2.93507899642364e-11,"Hypomethylated in Primary Tumor"
"cg25691167","chr7",19184961,19184961,1,"*","cg25691167","FERD3L",0.479145750949576,0.0325965863002527,0.446549164649324,5.41093218638387e-16,1.71694212995834e-13,"Hypermethylated in Primary Tumor"
"cg25711779","chr2",56149825,56149825,1,"*","cg25711779","EFEMP1",0.523093590747193,0.277786782682095,0.245306808065099,2.65399861878862e-10,3.38189676938285e-09,"Hypermethylated in Primary Tumor"
"cg25713185","chr2",228582486,228582486,1,"*","cg25713185","SLC19A3",0.34320991698376,0.0878136240757383,0.255396292908021,2.25145080303629e-08,1.50602539019016e-07,"Hypermethylated in Primary Tumor"
"cg25720804","chr5",170736389,170736389,1,"*","cg25720804","TLX3",0.578044995401003,0.0567424994786882,0.521302495922315,2.91387627982331e-13,1.27222323077789e-11,"Hypermethylated in Primary Tumor"
"cg25725843","chr2",107504169,107504169,1,"*","cg25725843","ST6GAL2",0.351486860805017,0.121563345501433,0.229923515303584,3.80245981031609e-09,3.2498337278684e-08,"Hypermethylated in Primary Tumor"
"cg25737664","chr20",1538671,1538671,1,"*","cg25737664","SIRPD",0.584501945505159,0.882371480813341,-0.297869535308182,3.27911144933746e-09,2.85342224187422e-08,"Hypomethylated in Primary Tumor"
"cg25763788","chr6",78172950,78172950,1,"*","cg25763788","HTR1B",0.466316149009346,0.151735106750326,0.314581042259019,2.46337572321094e-12,6.94585627887601e-11,"Hypermethylated in Primary Tumor"
"cg25764191","chrNA",0,0,1,"*","cg25764191",NA,0.527070831585494,0.0874720944674811,0.439598737118013,3.66447012110166e-09,3.14982248600913e-08,"Hypermethylated in Primary Tumor"
"cg25782229","chr11",32450692,32450692,1,"*","cg25782229","WT1",0.612306327676125,0.263991823104691,0.348314504571434,7.22401599037301e-10,7.89281553089784e-09,"Hypermethylated in Primary Tumor"
"cg25802093","chr10",22634038,22634038,1,"*","cg25802093","SPAG6",0.657127196314576,0.17205392782524,0.485073268489335,2.25497294697207e-16,1.15459739823486e-13,"Hypermethylated in Primary Tumor"
"cg25853078","chr11",133402919,133402919,1,"*","cg25853078","OPCML",0.366400169799533,0.670672355171556,-0.304272185372023,5.16537304991696e-10,5.98922745453315e-09,"Hypomethylated in Primary Tumor"
"cg25864727","chr21",26803075,26803075,1,"*","cg25864727","NCRNA00158",0.629855674726228,0.877301735913344,-0.247446061187116,4.60217758505975e-07,2.08030615597534e-06,"Hypomethylated in Primary Tumor"
"cg25890048","chr11",55703443,55703443,1,"*","cg25890048","OR5I1",0.549582964467095,0.80352542923836,-0.253942464771265,7.02546090702515e-06,2.35530667819002e-05,"Hypomethylated in Primary Tumor"
"cg25913233","chr5",151066683,151066683,1,"*","cg25913233","SPARC",0.351683551236907,0.106939904994703,0.244743646242203,2.484858025731e-10,3.19164004912734e-09,"Hypermethylated in Primary Tumor"
"cg25942450","chr5",170736251,170736251,1,"*","cg25942450","TLX3",0.494986619752496,0.0592948493383261,0.43569177041417,2.57309087671132e-12,7.16553329560314e-11,"Hypermethylated in Primary Tumor"
"cg25943276","chr11",131533284,131533284,1,"*","cg25943276","NTM",0.545723414022624,0.839136880269688,-0.293413466247064,2.00912277068732e-12,5.8555662226151e-11,"Hypomethylated in Primary Tumor"
"cg25971347","chr16",86544339,86544339,1,"*","cg25971347","FOXF1",0.213276945805371,0.0113417135924569,0.201935232212914,1.87646605033525e-13,9.23032830742422e-12,"Hypermethylated in Primary Tumor"
"cg25993152","chrX",52840736,52840736,1,"*","cg25993152","XAGE5",0.63058584015797,0.860500280320739,-0.229914440162769,2.74618294929349e-08,1.77732708028248e-07,"Hypomethylated in Primary Tumor"
"cg25993718","chr20",54580196,54580196,1,"*","cg25993718","CBLN4",0.348685372040632,0.0869308381739969,0.261754533866635,4.57750104470115e-13,1.8124168899134e-11,"Hypermethylated in Primary Tumor"
"cg25995212","chr2",167342984,167342984,1,"*","cg25995212","SCN7A",0.441860581708648,0.858496834099438,-0.41663625239079,1.42697487028021e-11,2.93591934726418e-10,"Hypomethylated in Primary Tumor"
"cg26018901","chr4",47840011,47840011,1,"*","cg26018901","CORIN",0.380597886181182,0.107891501851936,0.272706384329246,6.12388892294565e-07,2.67997462208707e-06,"Hypermethylated in Primary Tumor"
"cg26020513","chr8",11568356,11568356,1,"*","cg26020513","GATA4",0.783178763388311,0.534397677028765,0.248781086359546,1.50930765724583e-11,3.0716524128357e-10,"Hypermethylated in Primary Tumor"
"cg26021627","chr8",53478706,53478706,1,"*","cg26021627","FAM150A",0.385950588481179,0.13648326341351,0.249467325067668,4.59607665619999e-06,1.61184637278222e-05,"Hypermethylated in Primary Tumor"
"cg26022401","chrNA",0,0,1,"*","cg26022401",NA,0.337001240234038,0.132468068405904,0.204533171828134,3.01405293216787e-08,1.92143742243379e-07,"Hypermethylated in Primary Tumor"
"cg26029902","chr20",56884425,56884425,1,"*","cg26029902","RAB22A;PPP4R1L",0.506866347012551,0.164537776231952,0.342328570780599,1.07378890957468e-09,1.10918800292562e-08,"Hypermethylated in Primary Tumor"
"cg26043257","chr4",15780238,15780238,1,"*","cg26043257","CD38",0.506385399530618,0.17066355813896,0.335721841391658,2.7247585953864e-10,3.46032054089404e-09,"Hypermethylated in Primary Tumor"
"cg26066361","chr12",10282621,10282621,1,"*","cg26066361","CLEC7A",0.527438316195346,0.735567452249679,-0.208129136054333,9.70036354074483e-06,3.14354847827158e-05,"Hypomethylated in Primary Tumor"
"cg26069745","chr7",27142200,27142200,1,"*","cg26069745","HOXA2",0.628101900238532,0.331820545985841,0.296281354252691,1.25709030035235e-12,4.11642258381368e-11,"Hypermethylated in Primary Tumor"
"cg26090652","chr11",119211440,119211440,1,"*","cg26090652","C1QTNF5;MFRP",0.298243912271796,0.0196699451727078,0.278573967099088,1.38747454901377e-11,2.87037778831325e-10,"Hypermethylated in Primary Tumor"
"cg26091981","chr2",136594866,136594866,1,"*","cg26091981","LCT",0.658970390871408,0.889421119130108,-0.2304507282587,7.90308346070811e-10,8.49468355373535e-09,"Hypomethylated in Primary Tumor"
"cg26112901","chrNA",0,0,1,"*","cg26112901",NA,0.416671857267159,0.751779061968216,-0.335107204701057,2.83786126889733e-14,2.09620250908157e-12,"Hypomethylated in Primary Tumor"
"cg26116551","chr19",30863260,30863260,1,"*","cg26116551","ZNF536",0.366339858544908,0.657394124082634,-0.291054265537726,1.33230022429323e-09,1.3363932214204e-08,"Hypomethylated in Primary Tumor"
"cg26117023","chr2",74782096,74782096,1,"*","cg26117023","LOXL3;DOK1",0.353422805774286,0.0403599567580579,0.313062849016228,0.000183875954611869,0.000453331295847099,"Hypermethylated in Primary Tumor"
"cg26128092","chr1",3567550,3567550,1,"*","cg26128092","WDR8",0.591220354223203,0.137022317068351,0.454198037154852,7.110580016586e-15,8.17317638743194e-13,"Hypermethylated in Primary Tumor"
"cg26145228","chr1",107682504,107682504,1,"*","cg26145228","NTNG1",0.416709430092223,0.20641144052382,0.210297989568403,1.11522856216111e-13,6.24999608878795e-12,"Hypermethylated in Primary Tumor"
"cg26149550","chr19",51334496,51334496,1,"*","cg26149550","KLK15",0.473639243784306,0.705425802939414,-0.231786559155108,3.33322931424722e-11,5.90364176263173e-10,"Hypomethylated in Primary Tumor"
"cg26162582","chr12",4918391,4918391,1,"*","cg26162582","KCNA6",0.367841977144503,0.0370302087895662,0.330811768354937,6.74472914173689e-12,1.57137541710642e-10,"Hypermethylated in Primary Tumor"
"cg26164184","chr9",137771506,137771506,1,"*","cg26164184","FCN2",0.704931550244018,0.953421313752113,-0.248489763508095,4.78586995966947e-12,1.19139076598225e-10,"Hypomethylated in Primary Tumor"
"cg26185508","chr1",54619445,54619445,1,"*","cg26185508","CDCP2",0.469654662951771,0.267227958302804,0.202426704648967,0.000483076334583232,0.00108854038225902,"Hypermethylated in Primary Tumor"
"cg26186727","chr18",70534534,70534534,1,"*","cg26186727","NETO1",0.492417642416794,0.129411478802856,0.363006163613938,2.50194675447389e-14,1.89785718624722e-12,"Hypermethylated in Primary Tumor"
"cg26189983","chr1",12227700,12227700,1,"*","cg26189983","TNFRSF1B",0.498627329276096,0.102030300490129,0.396597028785968,1.66148229452179e-12,5.07202366033625e-11,"Hypermethylated in Primary Tumor"
"cg26200585","chr19",40919245,40919245,1,"*","cg26200585","PRX",0.769575030099901,0.519823803408671,0.24975122669123,2.39279516296385e-12,6.7893302552157e-11,"Hypermethylated in Primary Tumor"
"cg26207503","chr12",81110749,81110749,1,"*","cg26207503","MYF5",0.715889532411391,0.397558297624662,0.318331234786729,7.01900243101217e-14,4.25083617656648e-12,"Hypermethylated in Primary Tumor"
"cg26215428","chr4",88928251,88928251,1,"*","cg26215428","PKD2",0.808957705946178,0.593412091850161,0.215545614096017,2.79356136509228e-14,2.07026789454487e-12,"Hypermethylated in Primary Tumor"
"cg26218269","chr4",151503227,151503227,1,"*","cg26218269","LRBA;MAB21L2",0.851038459730028,0.627669017363495,0.223369442366532,2.10364748155196e-15,3.88467820589213e-13,"Hypermethylated in Primary Tumor"
"cg26220350","chrNA",0,0,1,"*","cg26220350",NA,0.294956408959916,0.0265757401646833,0.268380668795232,3.53793074738413e-12,9.37718138915495e-11,"Hypermethylated in Primary Tumor"
"cg26227465","chr12",68553577,68553577,1,"*","cg26227465","IFNG",0.578252011061791,0.835681248624794,-0.257429237563003,4.24747000503012e-09,3.56790647812541e-08,"Hypomethylated in Primary Tumor"
"cg26252167","chr6",110300573,110300573,1,"*","cg26252167","GPR6",0.23962252038487,0.0273904420452664,0.212232078339604,8.09585036457957e-11,1.2492562524905e-09,"Hypermethylated in Primary Tumor"
"cg26256793","chr1",103574469,103574469,1,"*","cg26256793","COL11A1",0.307447638044017,0.105773255644604,0.201674382399413,1.40143024587345e-09,1.39209973585904e-08,"Hypermethylated in Primary Tumor"
"cg26259865","chr16",2880359,2880359,1,"*","cg26259865","ZG16B",0.411368464433699,0.663100531574532,-0.251732067140833,5.2342074331438e-15,6.77077465931401e-13,"Hypomethylated in Primary Tumor"
"cg26282384","chr5",140767200,140767200,1,"*","cg26282384","PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGB4;PCDHGA7;PCDHGB2;PCDHGB3",0.248344930255044,0.0339065427601529,0.214438387494891,8.23027246149312e-12,1.8653904254022e-10,"Hypermethylated in Primary Tumor"
"cg26293512","chr16",58010433,58010433,1,"*","cg26293512","TEPP",0.486589519669223,0.243448952810657,0.243140566858567,5.42543685799855e-09,4.40150043117931e-08,"Hypermethylated in Primary Tumor"
"cg26299767","chr20",30062987,30062987,1,"*","cg26299767","REM1",0.272517787181659,0.0363093747340465,0.236208412447612,2.82423865952038e-11,5.17294900490525e-10,"Hypermethylated in Primary Tumor"
"cg26323655","chr8",95448685,95448685,1,"*","cg26323655","RAD54B",0.632811776883411,0.371205915719446,0.261605861163964,1.14426193762591e-09,1.17337629461876e-08,"Hypermethylated in Primary Tumor"
"cg26353877","chr1",159557886,159557886,1,"*","cg26353877","APCS",0.478573038529892,0.840743543035451,-0.362170504505559,2.6258879990451e-16,1.22789572551145e-13,"Hypomethylated in Primary Tumor"
"cg26363196","chr1",76540236,76540236,1,"*","cg26363196","ST6GALNAC3",0.339842281805396,0.103808439104179,0.236033842701217,5.79661644188331e-05,0.00015889034167075,"Hypermethylated in Primary Tumor"
"cg26377677","chr15",91412118,91412118,1,"*","cg26377677","FURIN",0.49181470137305,0.743160517568718,-0.251345816195668,4.35303645811952e-09,3.63086110199833e-08,"Hypomethylated in Primary Tumor"
"cg26385222","chr7",150497077,150497077,1,"*","cg26385222","TMEM176B;TMEM176A",0.334314892409868,0.134282002309475,0.200032890100393,1.85726562877628e-07,9.35651550775959e-07,"Hypermethylated in Primary Tumor"
"cg26391080","chr10",82297397,82297397,1,"*","cg26391080","SH2D4B",0.722090020966907,0.504886291606923,0.217203729359984,6.0323257277534e-10,6.80873077758298e-09,"Hypermethylated in Primary Tumor"
"cg26399113","chrX",70752639,70752639,1,"*","cg26399113","OGT;BCYRN1",0.475352000114654,0.713588654384307,-0.238236654269652,1.79088808438961e-06,6.97078743144669e-06,"Hypomethylated in Primary Tumor"
"cg26416466","chr15",66546708,66546708,1,"*","cg26416466","MEGF11",0.497369375576506,0.200354907887308,0.297014467689197,6.74472914173689e-12,1.57137541710642e-10,"Hypermethylated in Primary Tumor"
"cg26465611","chr5",126626719,126626719,1,"*","cg26465611","MEGF10",0.464673384327924,0.222162953339186,0.242510430988738,4.73215160928373e-06,1.65441718816811e-05,"Hypermethylated in Primary Tumor"
"cg26486663","chr16",2040863,2040863,1,"*","cg26486663","SYNGR3",0.244561220961624,0.0390689097251355,0.205492311236489,3.80245981031609e-09,3.2498337278684e-08,"Hypermethylated in Primary Tumor"
"cg26511075","chr5",36301436,36301436,1,"*","cg26511075","RANBP3L",0.467508408462802,0.740471568203208,-0.272963159740406,7.80867360976102e-09,6.02884193811878e-08,"Hypomethylated in Primary Tumor"
"cg26511321","chr7",27196790,27196790,1,"*","cg26511321","HOXA7",0.514533021180913,0.189516551364298,0.325016469816615,1.01819693460507e-10,1.51512277012665e-09,"Hypermethylated in Primary Tumor"
"cg26521404","chr7",27204981,27204981,1,"*","cg26521404","HOXA9",0.567104051600893,0.149058261721281,0.418045789879612,3.80242571610391e-12,9.93791751254118e-11,"Hypermethylated in Primary Tumor"
"cg26523005","chr3",42947267,42947267,1,"*","cg26523005","ZNF662",0.664140581677601,0.359895073802406,0.304245507875196,9.4972949098794e-13,3.26165483269319e-11,"Hypermethylated in Primary Tumor"
"cg26530341","chr8",23083353,23083353,1,"*","cg26530341","TNFRSF10A",0.594806986665711,0.824338099024841,-0.22953111235913,0.000301432311282474,0.000710352357832934,"Hypomethylated in Primary Tumor"
"cg26538116","chr2",44223328,44223328,1,"*","cg26538116","LRPPRC",0.170978377744669,0.436625405058087,-0.265647027313418,2.45888263337231e-11,4.60101053548545e-10,"Hypomethylated in Primary Tumor"
"cg26556134","chrNA",0,0,1,"*","cg26556134",NA,0.694603437715219,0.398300134015053,0.296303303700166,1.4373971926306e-14,1.28504449812598e-12,"Hypermethylated in Primary Tumor"
"cg26556719","chr5",140261810,140261810,1,"*","cg26556719","PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA9;PCDHA5;PCDHA13;PCDHA3",0.478913972678453,0.246504051930249,0.232409920748205,3.49572338847262e-10,4.31771667866774e-09,"Hypermethylated in Primary Tumor"
"cg26557658","chr1",20878787,20878787,1,"*","cg26557658","FAM43B",0.472565758714249,0.121743823909571,0.350821934804678,1.73874933051135e-13,8.66643443962172e-12,"Hypermethylated in Primary Tumor"
"cg26578617","chr4",90757533,90757533,1,"*","cg26578617","SNCA",0.289316493838131,0.0562374470775811,0.23307904676055,1.41398867998441e-12,4.50576392805781e-11,"Hypermethylated in Primary Tumor"
"cg26590537","chr12",5020202,5020202,1,"*","cg26590537","KCNA1",0.267963366401186,0.0296940624645954,0.238269303936591,2.08742899094756e-13,9.87976633131461e-12,"Hypermethylated in Primary Tumor"
"cg26599006","chr22",19137371,19137371,1,"*","cg26599006","GSC2",0.320727699428214,0.0327284819653091,0.287999217462905,3.34573271102378e-08,2.10078072036385e-07,"Hypermethylated in Primary Tumor"
