Hybridization REF	TCGA-A8-A07G-01A-11D-A032-05	TCGA-A8-A07G-01A-11D-A032-05	TCGA-A8-A07G-01A-11D-A032-05	TCGA-A8-A07G-01A-11D-A032-05
cg22671726	0.010744762338137	EGLN2	19	41305423
cg22672790	0.426789063281329	GABRA6	5	161112787
cg22674717	0.0381852241139262	SALL1	16	51185394
cg22675150	0.812211428192327	TUBA3C	13	19755900
cg22677246	0.0108522508251073	COTL1	16	84651094
cg22678136	0.626423414065482	SNRPN	15	25093521
cg22679003	0.0217690563445167	CDH2	18	25756510
cg22679120	NA	SNX8	7	2353402
cg22680204	0.0451097940280127	CRMP1	4	5895098
cg22680812	NA	EPB42	15	43512998
cg22681784	0.429971581638959	SPINK2	4	57687546
cg22682953	0.0160514640946214	PTPN11	12	112857226
cg22685251	NA	MAP3K4	6	161413652
cg22685463	0.0420950013785183	ZBTB4;POLR2A	17	7387363
cg22686523	0.906543942030801	FLJ25006	17	26940926
cg22688260	0.0120343875507859	OXNAD1;DPH3	3	16306809
cg22689690	0.0718917431955655	ADCY6	12	49183468
cg22691736	0.0411467520641158	MTRF1	13	41837995
cg22692158	0.571703637380674	PRB4	12	11463844
cg22699062	0.0385773050133212	LOC253724;HSP90B1	12	104324366
cg22699362	NA		2	118775427
cg22700017	0.0471133598009877	ECE2;CAMK2N2	3	183979894
cg22704775	0.022021122500622	MIR611;C11orf10;FEN1	11	61560126
cg22705225	0.548204710626919		5	31640216
cg22705929	0.244241753467417	YPEL4	11	57417974
cg22705954	0.379574655817917	NR0B1	X	30327819
cg22708853	0.0303186558325194	FLT3LG	19	49977670
cg22708914	0.0599526624794171	SH2D4A	8	19170890
cg22709192	0.158749747227449	HOXC11	12	54366909
cg22710329	0.0270455595905978	ANUBL1	10	46168446
cg22716127	0.0104482776352803	SMAP1	6	71377855
cg22717127	0.0146297817869587	NA	NA	0
cg22718139	0.969864702642742	HMGCS2	1	120311439
cg22719586	0.0140012987880857	NDOR1;TMEM203	9	140099722
cg22719623	0.452058129287633	OPRM1	6	154360732
cg22721186	0.00723966946062674	ATAD2	8	124408918
cg22721827	0.305368723270149	NTN3	16	2520958
cg22722454	NA	CNDP1	18	72201178
cg22722802	0.0153900937113898	MPV17L	16	15489542
cg22722822	0.0208608778229006	CHIC2	4	54931066
cg22723026	0.0184789877380965	RNASE4;ANG	14	21152452
cg22724153	NA	SPAM1	7	123565925
cg22726338	NA	AKNAD1	1	109400450
cg22727416	0.0252454113163134	ADAM10	15	59041689
cg22728790	0.0222379063048355	PIN1	19	9945653
cg22730004	0.364216489954554	SPTA1	1	158656718
cg22730042	NA	U2AF1	21	44528293
cg22730357	0.0121817020112075	PTPN4	2	120517546
cg22730560	0.437565786888547	NA	NA	0
cg22730830	0.658029579961166	PRSS21	16	2867434
cg22731373	0.470360289623891	PCYT1B	X	24665296
cg22732515	0.0666110374274818	ETHE1	19	44031385
cg22732672	0.0130542118828879	AURKA;CSTF1	20	54967037
cg22733478	0.0115279331645301	GPRIN1	5	176036806
cg22734085	0.0144464496826621	C4orf38;WWC2	4	184020261
cg22734315	0.0139871602758851	ATMIN	16	81069742
cg22734480	0.0130834691940417	ABHD8	19	17414346
cg22736107	0.0114063717075209	PSMB4	1	151371972
cg22736323	0.374479492565371	PDGFRA	4	55095529
cg22736354	0.117122300314138	NHLRC1	6	18122719
cg22737001	0.0783698492590375	RUNX3	1	25257029
cg22740783	0.0603120997335365	CGREF1	2	27341458
cg22740835	0.734775139975479	DDR2	1	162602559
cg22744680	0.0782434177979111	KREMEN2	16	3014898
cg22745747	0.77749359428926	BMX	X	15519107
cg22747092	0.169132026729372	NACC2	9	138987818
cg22748452	0.392940775134383	SRXN1	20	634604
cg22748573	0.027857481936828	CITED4	1	41327924
cg22748850	0.0235342961631413	CDC25C	5	137667638
cg22750254	0.0672925844213248	CCDC3	10	13043421
cg22751696	0.0320466691459785	C3orf14	3	62305147
cg22752533	0.324212484768858	SLC12A5	20	44657948
cg22753607	0.04265485283335	ZCCHC7	9	37120306
cg22753768	0.105172777814916	BAP1;PHF7	3	52443424
cg22757447	0.14759454100165	IMPACT	18	22006316
cg22759185	0.497068506410753	REEP6	19	1492038
cg22759686	0.0146731931708928	ARSD	X	2847113
cg22760576	0.0158973859647316	EYA3	1	28415004
cg22762180	0.0283837042361523	PERP	6	138428894
cg22762309	0.874300003691825	OTUD6A	X	69282103
cg22762951	0.0190864981334982	NVL	1	224518104
cg22763181	0.0196888781112522	YY1	14	100705159
cg22764338	0.0243083429888346	PCDH1	5	141257604
cg22764341	0.0436664025783597	ATP10D	4	47487088
cg22764925	0.266966171156475	GGT1	22	24979964
cg22766145	0.198862721386573	BHLHE22	8	65492528
cg22767079	0.0200736398474751	KDELC1;BIVM	13	103451338
cg22767466	0.871269411529278	NA	NA	0
cg22767735	0.0160027046538637	ALDH3A2	17	19551663
cg22769406	NA	COX6B1	19	36139594
cg22771603	0.0173886800394475	HSPA4	5	132387301
cg22772698	NA	ZBP1	20	56195991
cg22772878	0.277549020373925	DIRAS1	19	2721800
cg22774012	0.0152935359393427	MRPS18C;HELQ	4	84376821
cg22774127	0.0113429224144607	COX10	17	13972928
cg22774472	0.0724955597260195	COL5A2	2	190044636
cg22775000	0.0556843683934762	TMEFF1	9	103235181
cg22775896	0.0136554144644997	GM2A	5	150632248
cg22776578	0.465067203920934	CPLX2	5	175223497
cg22777952	0.0318228923390228	FOXB1	15	60296425
cg22778145	NA	CLK4	5	178054469
cg22778180	0.0200966768686716	C12orf47;MAPKAPK5	12	112280887
cg22778947	0.100778235811128	NA	NA	0
cg22778981	0.141162198212346	ERBB2	17	37856133
cg22780428	0.0288498580926213	CEPT1;DRAM2	1	111682262
cg22780475	0.448475129089179	CBLC	19	45281526
cg22781236	0.0150659491930103	UBL3	13	30424171
cg22781397	0.0124815175287372	CDK2;SILV	12	56360787
cg22782492	NA	VHL	3	10184007
cg22783258	NA	LMO7	13	76194082
cg22783363	0.068471994082708	TNFRSF10D	8	23021553
cg22784047	0.730650653569444	PRRT2	16	29824542
cg22788223	0.0205003999711732	NFYA;C6orf130	6	41040659
cg22789545	NA	C20orf114	20	31871352
cg22791453	0.150121629088661	ASS1	9	133319899
cg22792432	0.010696943316476	ROCK1	18	18691067
cg22792910	0.414378241569547	ANXA4	2	70009351
cg22792938	0.0109073904065011	AGFG1	2	228337242
cg22793458	0.0137340990142059	ZBTB11;LOC100009676	3	101395525
cg22794078	0.0200260168671625	C15orf44	15	65904012
cg22796458	0.0242980374478512	UBQLN4	1	156022836
cg22797169	0.33634606565915	IL1RL2	2	102803407
cg22797991	0.0408903948159532	ATP10A	15	26108801
cg22799132	0.485262343282127	TRPC5;ZCCHC16	X	111325495
cg22799321	0.0241151767383892	TFPI2	7	93519621
cg22799850	0.0823449366595998	ARMC10;FBXL13	7	102714871
cg22799917	0.018720365668015	YWHAB	20	43514951
cg22800191	0.016675876404583	HPS3	3	148847598
cg22800631	0.0478674533131184	TRRAP	7	98476628
cg22801690	NA	DAO	12	109274241
cg22802439	0.62671191966297	UPK1A	19	36157825
cg22802739	0.0239267939793154	DBF4;SLC25A40	7	87505101
cg22805308	0.392500629722527	PLEKHG5	1	6579915
cg22805517	0.013988705809249	C7orf25	7	42951105
cg22805632	0.623905276000839	KRT10;TMEM99	17	38978827
cg22807551	0.0355358763648984	MTUS1	8	17659378
cg22807700	NA	DNTTIP2	1	94345672
cg22807823	0.0742912425245578	HNRNPK;RMI1	9	86594226
cg22808175	0.0289671414434431	PHOSPHO1	17	47308389
cg22809047	0.376821652651658	RPL31	2	101618261
cg22812892	0.0117114361179706	IDE	10	94333586
cg22813220	0.016486258941342	C1orf83;TMEM59	1	54519286
cg22814247	0.0165776933824225	SIRT2;NFKBIB	19	39390451
cg22814929	0.0695072998594741	BTN2A1	6	26458213
cg22815110	0.133150817366869	FOXD3	1	63788933
cg22815214	0.0577236436772145	CACNA1S	1	201083145
cg22815534	NA	CECR4;CECR5	22	17646263
cg22816171	0.022323061600926	DDX50	10	70660920
cg22820108	0.332830438846417	NCOR2	12	125003218
cg22821324	0.0419674635772117	GPM6A	4	176923439
cg22821606	0.0208852321727357	C11orf67;RSF1	11	77532200
cg22821834	0.0138422054421174	GPR135	14	59931541
cg22821930	0.0277360397862101	RBM39	20	34330085
cg22825487	NA	VNN3	6	133055183
cg22825979	0.0255518457699041	TRIM13;DLEU2	13	50571203
cg22826936	0.0143377103613124	ULK2	17	19770443
cg22827290	0.0139659729927509	ORAI3	16	30960753
cg22827524	NA	FAM177B	1	222910746
cg22827640	0.00821048855570273	HPCAL4	1	40157125
cg22828602	0.881304407899286	CADPS2;RNF133	7	122338579
cg22828804	0.0110051129136763	UBOX5;FASTKD5	20	3140466
cg22830590	0.0180675224793613	CIR1;SCRN3	2	175260396
cg22830895	0.477002150012864	CRYGN	7	151137476
cg22831263	0.014194933801337	SPG11	15	44955512
cg22831514	NA	HSD17B11	4	88312706
cg22832044	0.117410503935545	CDH1	16	68771999
cg22833027	NA	CHRD	3	184098790
cg22833175	0.557438165519449	WBP11;C12orf60	12	14957520
cg22833292	0.046952678060398	RPS6KA4	11	64126806
cg22835805	0.708958081995954	NA	NA	0
cg22836132	0.848040370996543	NA	NA	0
cg22836153	0.0154505993165465	LOX	5	121412702
cg22836229	0.154973250473786	EFCAB1	8	49647717
cg22836370	0.0203609773628559	MBD2	18	51751085
cg22836470	0.410313469480273	TMEM119	12	108991777
cg22837289	0.0230347237945051	ITFG2	12	2921745
cg22838674	0.0187475882751939	PROSC	8	37619818
cg22841169	0.0193449053273207	YPEL5	2	30369455
cg22842233	0.842896107568469	UPK1B	3	118892068
cg22843446	0.0836385901629218	ASAM	11	123066252
cg22844623	0.837225241534012	GJC2;GUK1	1	228336130
cg22845362	0.0106755732157717	ANAPC4	4	25378974
cg22851319	0.0462611189219908	NA	NA	0
cg22853986	0.0284704571208692	TRMT12	8	125463310
cg22854223	NA	CD82	11	44586505
cg22854546	0.0130077793449783	WDR33	2	128568196
cg22855405	0.275981769457911	TINAGL1	1	32042037
cg22857604	NA	RASSF5	1	206730695
cg22857957	0.0337320942804772	FMO5	1	146697082
cg22858288	0.757411386249948	SLC22A18	11	2930322
cg22858308	0.932227054437331	HIVEP2	6	143095613
cg22858728	0.491000060253592	MPP1	X	154034149
cg22858861	0.0308919520511888	ATP5A1;HAUS1	18	43684144
cg22861316	0.771849557723584	FABP6	5	159656660
cg22862656	0.571599521578492	SCGB2A2	11	62037659
cg22863122	0.0111212202153448	DUSP7	3	52090142
cg22864416	0.0142829383535588	CCNJ	10	97803525
cg22867063	0.0179983415906937	ZNF214;NLRP14	11	7041549
cg22870256	0.0194079314821152	FDFT1	8	11660209
cg22870280	0.907647636853924	BCL2L10	15	52404029
cg22873668	0.54396887889428	CXorf56	X	118699347
cg22873892	NA	GALK2;COPS2	15	49447651
cg22874046	0.0125276455623693	ICAM1	19	10381763
cg22874560	0.0216251648386826	TMEM217;TBC1D22B	6	37225361
cg22874695	0.0147906959008477	C8orf40;SLC20A2	8	42397328
cg22874960	0.0223663535375952	NDE1;KIAA0430	16	15737314
cg22875391	0.785791007666482	TPRG1	3	188889999
cg22876908	0.178715668576029	DGKA	12	56325149
cg22878324	0.0192067176051919	PURB	7	44925316
cg22879289	NA		1	236237743
cg22879515	0.0396982335329274	MIR34B;BTG4;MIR34C	11	111383515
cg22880820	0.0582779822729538	C9orf100	9	35665522
cg22881914	0.316614146288073	NID2	14	52536147
cg22882178	0.0306214977836243	PITX3	10	104001226
cg22884082	NA	C6orf162;GJB7	6	88039023
cg22885821	0.0172304782757334	GNAS	20	57465921
cg22885965	0.0183362531356337	QRSL1;RTN4IP1	6	107077115
cg22886005	0.0190707545646173	ILKAP	2	239112570
cg22886089	0.0506445314712162	SCG3	15	51973591
cg22889448	0.430337248080242	EMR1	19	6886962
cg22889570	0.0180235736735544	ZNF596;RPL23AP53	8	182684
cg22892110	0.238998244945547	MAPK15	8	144798631
cg22892237	0.023976206688818	DPY19L3	19	32895911
cg22892904	0.389595855458968	CBX2	17	77751089
cg22898761	0.74392633534952	NA	NA	0
cg22899145	0.944991770626531	NA	NA	0
cg22901146	0.741538587149815	GUCY2F	X	108725107
cg22901840	0.784195646304418	DIRAS3	1	68512777
cg22902083	0.0733033146312619	CNN2	19	1026642
cg22903365	0.0168320006132583	KLHL28;FAM179B	14	45431297
cg22903370	NA	IDH3G;SSR4	X	153058860
cg22905097	0.0187143467291636	EPSTI1	13	43566401
cg22905968	0.0242572779643822	SERTAD1	19	40931262
cg22906389	0.0102105824389295	CASP7	10	115438910
cg22907065	0.0123304682697242	RHOA;TCTA	3	49449503
cg22908581	0.354540266998594	CD4	12	6898975
cg22909609	0.102436382287014	ITGBL1	13	102105440
cg22909962	0.01481383552374	RPL7L1	6	42847910
cg22913584	0.00588514018557202	SSBP2	5	81046758
cg22915732	0.0479406076534292	CLVS1	8	62200518
cg22916109	0.00982777220700617	IREB2	15	78730334
cg22917082	0.0126632284846934	CXorf15	X	16804636
cg22917487	NA	CX3CR1	3	39322103
cg22918700	0.709419909347608	FITM1	14	24600067
cg22919370	0.0442240738184167	HIST1H3I	6	27840212
cg22919728	0.180739803994219	CHST13	3	126242490
cg22920417	0.2177259282175		18	74401671
cg22920538	0.0141643572185195	UROD;HECTD3	1	45476463
cg22920873	0.0118435005269129	C7orf55	7	139025153
cg22925006	0.0467630351664198	ATP6V1C1	8	104033618
cg22925639	0.927044972011621	CHRNA1	2	175628739
cg22926560	0.0246050520027434	PFKFB2	1	207226769
cg22927043	0.147248223091744	NPPB	1	11919699
cg22927134	0.260112406762259	CHRM5	15	34349252
cg22927153	0.0278342867864452	NA	NA	0
cg22930187	0.455255202307919	ARTN	1	44398959
cg22931889	0.842270873130251	NA	NA	0
cg22932215	0.0424805932168834	COPS7B	2	232651635
cg22932819	0.948708655301922	GPNMB	7	23285742
cg22933847	0.552983333103723	MRGPRF	11	68780136
cg22936016	0.0455562047078573	FSIP1	15	40075187
cg22937320	0.953053559186219	FAM154A	9	19032778
cg22937804	0.36324812861491	C2orf53	2	27361879
cg22938407	0.0436132059959372	CEP72	5	612277
cg22939715	0.00888998866799164	FAM189B	1	155225375
cg22940152	0.324966383170827	NCRNA00176	20	62669102
cg22940789	0.151496204034993	DCLK1	13	36704709
cg22940988	0.914472708775467	AAGAB	15	67538446
cg22941086	0.79164052606443	C12orf40	12	40019883
cg22946150	0.0130371961731981	SH3GL3	15	84116107
cg22946876	0.0244424556037334	RASSF8	12	26111213
cg22947000	0.0910079377019181	BCMO1	16	81272281
cg22949637	0.013678702126108	PRPF38B	1	109234813
cg22950347	0.012594770539643	C13orf23;NHLRC3	13	39611764
cg22950391	0.0160975876342746	ZNF192	6	28109938
cg22951794	0.659338627680723	NA	NA	0
cg22954265	0.893293280008909		20	29520583
cg22954818	0.828965145953322	APOBEC3A	22	39354115
cg22956254	NA	GDF3	12	7848647
cg22956315	0.015948343296978	TTC1	5	159435973
cg22956483	0.323863174943755	INS-IGF2;IGF2	11	2154432
cg22956956	0.0447049391382024	TFRC	3	195809355
cg22957381	0.0452612320838317	KCND3	1	112532078
cg22959932	0.513102593560219	C3orf32	3	8693706
cg22960185	0.0154655778736414	TMEM38A	19	16772516
cg22960284	NA	PYGL	14	51411624
cg22960501	0.0149474250026838	IKBKB	8	42128498
cg22960952	0.37530596670075	C4orf26	4	76481169
cg22963452	NA	IFITM1	11	312766
cg22967016	0.0214107539235169	MICAL2	11	12131739
cg22967284	0.0287404834610715	SLIT1	10	98945892
cg22967298	0.0282535231973388	PCNP	3	101292860
cg22968401	0.325712373054155	PIPOX	17	27370009
cg22968727	0.0229243114590685	RPL11	1	24018140
cg22970435	0.0752081471555222	SPATS1	6	44310228
cg22971191	0.746847185498762	SLC10A2	13	103719706
cg22972055	0.771191344194145	UNC84A	7	872293
cg22973038	0.0117317015277324	TUFM	16	28857255
cg22973042	0.104438093410481	AKT2	19	40790591
cg22974215	0.0136852103127427	B3GAT3	11	62389777
cg22975568	NA	CD74	5	149793436
cg22975712	0.77854856137557	GALR3	22	38218945
cg22975913	0.0546232936456508	WIT1;WT1	11	32457727
cg22978941	0.0126632351650341	UNG	12	109535460
cg22979433	0.624793032314058	RNU5E;RNU5D;CKMT2	5	80528609
cg22980079	0.809430521558757	FAM193A	4	2627118
cg22980351	0.676032305461396	DCAF12L1	X	125687039
cg22981461	0.055196310599445	OTUB2	14	94492474
cg22982528	0.0102534837090221	BRWD1	21	40686185
cg22983092	0.851311876643264	KRT25	17	38911538
cg22983460	0.538515879286033	SUV39H1	X	48554902
cg22983529	0.0422108711902688	GNG11	7	93551132
cg22983885	NA	C1orf128	1	24104423
cg22984277	0.851085688637027	NA	NA	0
cg22984616	0.0147203650876903	BAG2	6	57037535
cg22986077	0.590037048813784	C11orf67;RSF1	11	77533213
cg22986271	0.137473458495944	SACM1L	3	45730975
cg22986999	0.353202562446327	MRGPRF	11	68781976
cg22988566	0.739253154880499	WFDC10B;WFDC13	20	44334869
cg22991148	0.0466894064589811	C21orf29	21	46131099
cg22992570	0.0139322700679968	ACER3	11	76572061
cg22994720	0.260750977449179	CHRDL2	11	74441988
cg22995106	0.0858164216001557	SF3B3;COG4	16	70558876
cg22995176	0.0792293735416382	UPK3B	7	76139470
cg22996555	NA	MOGS	2	74692183
cg22997415	NA	OVGP1	1	111971020
cg22997490	0.028071094135635	NA	NA	0
cg22998811	0.0181094363805738	ZNF563	19	12444541
cg22998840	NA	TCEAL3	X	102862559
cg23001457	0.43748167807187	MRGPRX1	11	18956283
cg23001650	0.0950266397035361	B4GALT2	1	44444603
cg23002761	0.0242099793701869	FBLIM1	1	16085642
cg23002907	0.0548651056045674	RBMS2	12	56915593
cg23003832	0.07820771356661	ZDHHC12	9	131486918
cg23003881	0.0377423125689499	BOD1	5	173043929
cg23004625	NA	PIGM	1	160002365
cg23006204	0.288784144043416	DPM2	9	130700866
cg23009046	0.0927431062929527	PVRL1	11	119600595
cg23013392	0.0184769393801595	RRP9;PARP3	3	51976224
cg23013864	0.192163853636241	CAP2	6	17393396
cg23013931	0.0173564013743587	SLC25A17	22	41214857
cg23018448	NA	QTRT1	19	10811855
cg23018891	0.0228585406859077	BCAS2	1	115124407
cg23020402	0.0173788237640328	ACOT13;TTRAP	6	24666573
cg23022999	0.899915716142388	RINL	19	39368345
cg23026920	0.0113014042281644	TP53RK	20	45317919
cg23026995	0.446269415125463	XPNPEP2	X	128872940
cg23029193	0.0257717640944194	EGFLAM	5	38258216
cg23029491	0.0211565931296805	UBAP2	9	34048775
cg23029494	0.0246857217226957	IRF3;BCL2L12	19	50167926
cg23029519	0.741293498822886	IFNA4	9	21187344
cg23030090	0.0300937019601529	RPS19	19	42363626
cg23032316	0.0979748535321507	AAAS	12	53715148
cg23032612	0.828861739942477	NA	NA	0
cg23033024	0.936344529109709	CST8	20	23472484
cg23033845	0.894689482969713	TMEM88	17	7758662
cg23033866	0.0259149042709027	MRPL12	17	79670804
cg23034818	0.0519158613907009	BTBD6;BRF1	14	105714589
cg23035555	0.0210116782732313	DOHH	19	3500370
cg23036025	0.696796465522492	SLC27A5	19	59023916
cg23036555	0.0133614794561441	PGD	1	10458832
cg23037133	0.0802090316086664	OXGR1	13	97646811
cg23037403	0.681495792038083	ZNF454	5	178368183
cg23040064	0.196175827117457	JPH3	16	87635784
cg23042138	0.779657498475513	SETD2	3	47165568
cg23043119	0.014137266817303	STARD4	5	110848575
cg23043245	0.0597297366760405	PACSIN1	6	34434076
cg23043438	0.0102648655387881	TEX10	9	103115132
cg23045073	NA	NPHS2	1	179545458
cg23045373	0.0141854995017848	FAM167A	8	11324048
cg23047271	0.0366536486638276	PRICKLE2	3	64210991
cg23047681	0.0166272841478801	HACE1	6	105307907
cg23048366	0.0191630960377056	HAGH;FAHD1	16	1876863
cg23050981	0.304521824886191	L1CAM	X	153141459
cg23051598	0.305866350781961	ATXN2L	16	28834567
cg23051655	0.0151548797848809	SCYL3	1	169862721
cg23051664	0.029025033046694	TNFRSF10D	8	23020966
cg23054437	NA	MOSC2	1	220921306
cg23054676	0.0165692120552306	MTRR;FASTKD3	5	7869265
cg23054883	0.220095639192771	FZD10	12	130647580
cg23055159	0.0253032712679596	COMMD8	4	47465899
cg23055678	0.399518582005188	IL1RAPL2	X	103811025
cg23057732	0.0246418667473918	C3orf39	3	43147709
cg23058901	0.718451927416146	ALX4	11	44324759
cg23060239	0.00972509447112172	RUSC1;C1orf104	1	155294612
cg23061257	0.0859215351073971	YIPF1	1	54355272
cg23061578	0.138539019622288	SLC9A3	5	524941
cg23062876	0.0234429586166828	DBT	1	100715467
cg23064554	NA	CTRC	1	15764095
cg23065097	NA	FKBP1B	2	24271827
cg23066860	0.481789725701715	GPRASP2	X	101967557
cg23066879	0.0230898685050275	BRAF	7	140624057
cg23067535	0.443549204821617	FAM83A	8	124195133
cg23069305	NA	SENP1;PFKM	12	48500318
cg23070249	0.0431205865880352	HIST1H2BC	6	26125435
cg23070585	0.00739569510252718	SLC39A7;RXRB	6	33168452
cg23073111	0.316311881151957	ESRRA	11	64073390
cg23074401	0.016020463967641	DDX10	11	108535840
cg23074453	0.0261898950478606	FRMD5	15	44487924
cg23074747	0.0126820812914471	C9orf72	9	27573817
cg23075286	0.625132982374538	GALP	19	56687199
cg23075568	NA	CORO2A	9	100955349
cg23076086	0.0245739735835232	FYN	6	112194849
cg23078294	0.0116158520535332	RSBN1	1	114355137
cg23078779	0.246663028089906	NA	NA	0
cg23079782	0.229087723072445	P2RY10	X	78200921
cg23080667	0.0155192242262621	STK35	20	2082285
cg23081213	0.657843108381202	PRKAG3	2	219696472
cg23082632	0.0233725779528967	B4GALT3	1	161146978
cg23082877	0.752385595710728	RASIP1	19	49243427
cg23083672	0.523536754630951	EGFL6	X	13587603
cg23087084	0.0150994221311715	PXMP3	8	77912333
cg23087130	0.0205208381503662	ABI1	10	27149668
cg23088430	0.0221725349546916	EEF1D;TIGD5	8	144679052
cg23089298	0.0193417980995816	SEMA4C	2	97536097
cg23089438	0.0666287122934565	CSF1	1	110453477
cg23089840	0.622499581002357	LRRC3	21	45874886
cg23090046	0.440887822401501	KLC1	14	104094619
cg23090824	0.119635284163001	PDE7B	6	136173085
cg23091824	0.0316224784044376	SLC12A7	5	1112355
cg23092072	0.0140030988852148	AFF1	4	87927706
cg23092086	0.45745738365523	CES7	16	55909573
cg23092823	0.376005667803413	PODN	1	53528612
cg23093462	0.016800784092534	PARD3	10	35104858
cg23093496	0.682703285316837	C16orf54	16	29757323
cg23095584	NA	GBX2	2	237077704
cg23096553	0.011759759996876	KCNMB4	12	70759870
cg23096644	0.0348707231380343	SGCE;PEG10	7	94284634
cg23097006	0.564523020313452	VSX1	20	25063817
cg23097681	0.0180392347505975	ARHGAP24	4	86396174
cg23099347	0.0126392035142224	C16orf53	16	29827497
cg23099349	0.020156752523794	HIST1H3B	6	26032281
cg23101680	0.366219240597508	SPERT	13	46277286
cg23104823	0.0645630203510307	PRPF39	14	45553408
cg23104955	0.0126535989255016	RPL7	8	74205400
cg23106559	NA	FAM119B	12	58167483
cg23106779	0.92925313222196	TEX28;TKTL1	X	153523877
cg23106864	0.0173683165213941	SASS6;CCDC76	1	100598378
cg23109191	0.0177021671146943	GAB2	11	78128445
cg23109897	0.128505584590243	PRKDC	8	48871883
cg23110514	0.299533416284938	LCE3E	1	152538888
cg23110832	0.0183170028977144	FAM100B	17	74261128
