Hybridization REF	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05
cg21126943	0.199050641992039	CEACAM6	19	42259395
cg21129531	0.662444583633711	LRRC4;SND1	7	127670703
cg21130124	0.86724067739251	CALML5	10	5542328
cg21130374	0.157115833644223	MX2	21	42734266
cg21132104	0.0195404885202	SPATA5L1	15	45694354
cg21132577	0.369951252010879	MYOM2	8	1993528
cg21134096	0.0369027700483263	RHEB	7	151217883
cg21137417	0.933030555382969	SPP2	2	234959456
cg21137706	NA	TMEM5	12	64173304
cg21137707	0.932423558337549	PNMA5	X	152160917
cg21137823	0.0223678181600607	PRKCZ	1	1981270
cg21140292	0.0204128643037594	SMARCA2	9	2015788
cg21142158	0.0579251632243862	COG6	13	40229689
cg21142188	0.407948950317363	ATP7A	X	77166294
cg21142272	0.297437920676435	EXOC3L	16	67224341
cg21142398	0.791496921906199	GLIS1	1	54200078
cg21144270	NA	STK25	2	242448675
cg21144587	0.0207088344262168	GPN1;CCDC121	2	27851409
cg21145624	0.0326815184160412	MEIS3	19	47922899
cg21146268	0.130152724393344	HIST1H2BE	6	26183508
cg21148892	0.635960311904295	CLEC4F	2	71047649
cg21151355	NA	GJB3	1	35246607
cg21152662	NA	TEC	4	48231543
cg21152671	0.137445157885475	TRAF1	9	123690586
cg21153758	0.358439223388104	ITGA1;PELO	5	52083992
cg21154823	0.010085295038037	FAM160B2	8	21947302
cg21161070	0.175139423365927	RACGAP1	12	50419399
cg21161651	0.0122609079233515	C11orf83;C11orf48	11	62439250
cg21162961	0.582397960649708	NA	NA	0
cg21163415	0.345137331171551	EDN3	20	57876201
cg21164303	0.0131348896277426	TMED3	15	79603277
cg21165219	0.915804410999345	FAM38B	18	10698044
cg21165909	NA	CPS1	2	211419938
cg21166555	0.0585177827861721	NA	NA	0
cg21166999	0.826646718614903	ROS1	6	117746793
cg21167159	0.785708707184269	H19;MIR675	11	2018154
cg21168622	0.101445843988544	ZNF350	19	52489831
cg21168884	0.723456653873501	C6orf122;C6orf208	6	170198971
cg21169285	0.930278616011876	MAPK9	5	179707665
cg21171130	0.0148982052436137	FAM158A	14	24610583
cg21171373	0.0164436649020121	WDR5B	3	122134914
cg21171615	0.836556817545158	NA	NA	0
cg21172540	0.0117330976497476	LOC100128071;TSSK3	1	32827840
cg21173623	0.0334288756020012	TMEM141	9	139685156
cg21176048	0.013342866371949	PEX5L	3	179755235
cg21177096	0.0813937219028485	MATN3	2	20212440
cg21178548	0.0322979264180442	SAMD14	17	48207167
cg21179457	0.0222394799722264	INSM2	14	36002798
cg21180599	0.0479802344984541	TLE6	19	2976789
cg21182322	0.0129974091869032	POU2F1	1	167189623
cg21182407	0.063363593510728	BPHL	6	3119541
cg21182454	0.013655713843485	MERTK	2	112656262
cg21183846	0.0359817848185011	FMO4	1	171283203
cg21183872	0.265720101187921	LONRF3	X	118108506
cg21184011	NA	ZC3H18	16	88636102
cg21184174	0.2101378253994	NGF	1	115881214
cg21184495	0.0226688660006507	ZNF207;MIR632	17	30677090
cg21185421	0.00868230569330757	PIP5K1B;FAM122A	9	71394810
cg21187265	0.0317129568278791	SEPN1	1	26127185
cg21194776	0.731963656836935	USP54	10	75314128
cg21195120	0.101425987337579	MBTPS2	X	21858304
cg21195414	0.0928264849204487	ELOVL5	6	53213871
cg21196187	0.0148480507878389	PSKH1	16	67926862
cg21197871	0.342517947975232	C8orf38	8	96036803
cg21197973	0.0166565285881137	P4HTM	3	49027347
cg21198021	0.886035557490819	PHC2	1	33841581
cg21200380	0.0246331283165333	C1QBP	17	5342446
cg21200703	0.199874858800402	SLC34A2	4	25657628
cg21201109	NA	KANK2	19	11307090
cg21201572	0.778309906886088	AGR2	7	16844606
cg21201659	0.0312657706616386	SEC23IP	10	121652288
cg21203420	0.01366398801906	BRWD1	21	40684731
cg21206959	0.0228519783485138	ZWINT	10	58120759
cg21207418	0.822823794055151	ACP5	19	11688711
cg21207436	0.530635929639824	C14orf115	14	74815316
cg21208104	0.0349378053203288	PRSS12	4	119273361
cg21209091	0.0799961251449638	DKK4	8	42234975
cg21209356	0.68507884189199	CSF2RB	22	37319042
cg21210758	0.0851836562285877	EVC	4	5713005
cg21210789	0.288389660488865	BAI1	8	143545390
cg21211608	0.0389042499796225	RAP1B	12	69004270
cg21211748	0.0244524524368953	E2F2	1	23858035
cg21212066	0.0252172098289366	GLG1	16	74640816
cg21212956	0.01583400443055	ZDHHC4	7	6617294
cg21215336	0.0894631747912992	LRRC8E	19	7953705
cg21218093	0.0294546953981448	ZNF335	20	44600160
cg21218636	0.0419510342374587	PCTP	17	53828515
cg21219744	0.0126346976038867	GUF1	4	44680344
cg21222430	0.0120205236915962	CDKN1A	6	36647664
cg21223353	0.943247206641875	ANGPTL7;MTOR	1	11249539
cg21223368	0.0127454473032197	IDH3A	15	78441812
cg21224049	0.0932417623376372	ATP5I	4	668623
cg21224759	0.33581713865548	PIN4	X	71401335
cg21226224	0.203059327641839	NA	NA	0
cg21226225	0.0664344003309113	TXNRD1	12	104680742
cg21226234	0.86344832508998	RECQL4;LRRC14	8	145741991
cg21226861	0.0162454599981803	COMMD3	10	22605339
cg21228284	0.0228726521214445	TXNL4B;DHX38	16	72127518
cg21229055	0.133616089673828	GPM6B	X	13957233
cg21229859	0.0210999856797513	MYEF2	15	48469952
cg21230133	0.80876478722314	NA	NA	0
cg21230392	0.954800995054318	PROM1	4	16077697
cg21230435	0.952656933630432	OPN1SW	7	128416023
cg21232015	0.847118626573206	CHFR	12	133424221
cg21232685	0.778181986113208	GPRASP1	X	101909064
cg21233722	0.220652285464611	DOCK2	5	169064660
cg21235838	0.00951430814823035	SORBS1	10	97321106
cg21237418	0.168620840485187	RAB34	17	27045043
cg21237591	0.17342026773939	IGF2AS;INS-IGF2;IGF2	11	2162510
cg21238457	0.0950635435803454	WNT11	11	75917353
cg21238818	0.22073544296801	GAL3ST3	11	65816642
cg21240812	NA	TSNARE1	8	143483748
cg21241823	0.212610054189486	PRDM15	21	43300024
cg21242004	0.907859429297646	VTI1A;ZDHHC6	10	114205622
cg21243096	0.112095675833167	NA	NA	0
cg21243909	0.0146780872203602	RCC2	1	17766223
cg21244397	NA	MASTL	10	27444898
cg21244955	0.926378443625943	PI4KA	22	21192955
cg21245135	0.0223613560360993	PGAM1	10	99186516
cg21245372	0.223991919460596	PGAP2;NUP98	11	3819539
cg21245652	0.212151002510565	MAL	2	95691051
cg21246431	0.00950807544648581	GK5	3	141944516
cg21246783	0.0152956342684567	CLGN	4	141348699
cg21248478	0.160411220894133	CLIC2	X	154563968
cg21248774	0.104250712970211	SFPQ	1	35658951
cg21250296	0.066575510848207	HIST1H2BB;HIST1H3C	6	26044405
cg21250577	0.0102329555707962	ETFA	15	76603657
cg21250978	0.402988464741987	PRKAR2B	7	106684541
cg21252483	0.496787189731208	TULP2	19	49399788
cg21255605	0.0519915213533645	NR2C2	3	14989131
cg21255626	0.0121033179302097	UQCRFS1	19	29704222
cg21255732	0.0179530976422774	GPD1L	3	32148497
cg21256649	0.0340969819564491	PRKAR1A	17	66507610
cg21256656	0.769731932615388	KLK6	19	51473823
cg21257635	0.0230234369768354	SYF2	1	25558918
cg21258987	0.514359634380449	GSPT2	X	51485834
cg21259253	0.0211823936544852	PHLDA2	11	2950092
cg21260850	0.0285109335779831	CANT1	17	77005823
cg21261477	0.030403066522689	CABC1	1	227127707
cg21262854	0.0191386965351047	CCDC132	7	92861612
cg21263122	0.0321293805642089	SSTR1	14	38677095
cg21263196	0.0670998031366047	BCAM	19	45311997
cg21264055	0.0507510121884926	GNL1;PRR3	6	30523242
cg21264207	0.0448092517089116	EGR2	10	64576130
cg21264329	0.0331963675441919	LYRM2	6	90348123
cg21265783	0.0319944198710602	CLIP2	7	73704324
cg21269897	0.067670508200416	HIST1H2BK;HIST1H4I	6	27107002
cg21269934	0.0389687645348806	NAT8L	4	2060219
cg21270015	0.810199678911383	LARP7	4	113567813
cg21270593	0.988387326811769	PEG10	7	94293250
cg21271753	0.279661777691731	TMPRSS6	22	37499451
cg21272774	0.0297101152904257	HOXC9	12	54393725
cg21273029	0.0245494562406706	UST	6	149068556
cg21273098	0.123978121621229	SMPD2;PPIL6	6	109762418
cg21273125	0.268389687308869	ABHD2	15	89631790
cg21274025	0.379081091952425	PLA2G3	22	31535981
cg21274570	0.671694662277447	CCL25	19	8117671
cg21275690	0.42169186822596	HCFC1R1;THOC6	16	3072970
cg21277505	0.876037118720733	C19orf63;FAM71E1	19	50978348
cg21279601	0.228338010657552	DRD5	4	9782931
cg21279865	0.83047207861812	FAM106A	17	18430908
cg21279955	0.0496607289215741	SLC27A3	1	153747551
cg21280384	0.0173998917297718	RPF1	1	84945307
cg21280510	0.370030751723583	NT5C1A	1	40137089
cg21281001	0.025285842271804	CTSB	8	11725306
cg21281799	0.702829706416051	DYRK2	12	68041322
cg21282997	0.585955349649511	IL18RAP	2	103035835
cg21283680	NA	SH3BP5	3	15384005
cg21284636	0.123587164548636	PIN4	X	71401009
cg21284731	0.680809236015945	NA	NA	0
cg21284880	0.0168365291556166	LHFP	13	40177740
cg21287330	0.0176869443682001	C17orf81;DULLARD	17	7154245
cg21288099	0.00950201821531134	RRAS2	11	14380330
cg21289015	0.0280326665735869	USH1C	11	17566048
cg21289924	0.00641831317910581	EIF3A	10	120839943
cg21290885	0.238504297128221	TMEM47	X	34675855
cg21291896	0.0963401695152898	SLC6A6	3	14444133
cg21291985	NA	ZBTB46	20	62437035
cg21295467	0.0345943729608256	VWA5A	11	123986166
cg21295602	0.228710031005918	NA	NA	0
cg21295911	0.0303134043514402	NA	NA	0
cg21296230	0.0644691451364805	GREM1	15	33010536
cg21296602	NA	TAF1D;C11orf54	11	93476060
cg21296676	0.569614007829837	EYA4	6	133561660
cg21298523	0.0456992972217478	NUDT9	4	88343936
cg21299958	0.0578782370884309	ITM2C	2	231729329
cg21300318	0.425090022887662	MIR7-3;C19orf30	19	4769206
cg21300561	0.0276421825170893	TUBA1B	12	49525534
cg21301148	0.366906706215523	MYH6	14	23878195
cg21301440	0.108160888816346	CYGB	17	74534550
cg21302727	NA	TACC2	10	123748647
cg21303011	0.0844888365923551	THRB	3	24537177
cg21303386	0.127736093249894	RGS7	1	241520311
cg21304187	0.0302530504342755	CCPG1	15	55700471
cg21305265	0.0492403841879828	KCTD9;CDCA2	8	25316571
cg21306212	0.0402135755877232	RBM26	13	79979929
cg21306218	0.00976688414119192	ZNF276;C16orf7	16	89787478
cg21306775	0.27451635315901		18	74402010
cg21307628	0.569238502196646	CCDC80	3	112360952
cg21307697	0.0172675320372407	EXOSC7;ZDHHC3	3	45017012
cg21309049	0.0135673889877289	STK17A	7	43623222
cg21309147	0.015398964282721	STAC2	17	37382234
cg21311175	0.0313960198451391	HIRA	22	19418307
cg21312090	NA	TRPS1	8	116681727
cg21312148	0.788077115069649	LCE2D	1	152636074
cg21319693	0.017415939134732	PRDX1	1	45987459
cg21319745	0.0283867645608774	UTP11L	1	38478440
cg21321735	NA	KIF1A	2	241760164
cg21321885	0.00561089865752048	NDE1	16	15744194
cg21322149	0.0112083349877715	SENP7	3	101232006
cg21324308	0.611386889516684	PROK1	1	110993852
cg21325760	NA	MAGEL2	15	23891402
cg21329628	0.140385070811179	CD320	19	8373296
cg21330703	0.0657373020377355	DRD2	11	113346388
cg21331335	0.954232404716969	KCNV2	9	2717325
cg21331821	0.0188433415770958	ZSCAN1	19	58545149
cg21332946	0.0208600039322064	LIX1L	1	145476871
cg21333964	0.0267108864100972	HMBS	11	118955461
cg21335556	NA	MFSD6L	17	8703341
cg21335942	0.0091840734156007	SETD6	16	58549945
cg21336547	0.0134626671880595	AKAP8	19	15490553
cg21337430	0.0177211278147515	OSGEP;APEX1	14	20923471
cg21339926	0.0241859439320955	CLMN	14	95786621
cg21341271	0.0288963231316591	C7orf36	7	39605683
cg21341807	0.0155807321506127	RABL4	22	37172566
cg21342728	0.244589971527448	MCHR1	22	41075673
cg21347412	NA	STAP2	19	4339217
cg21348691	0.0118614601590266	DUS2L;DDX28	16	68057212
cg21349901	NA		7	4630518
cg21350115	0.133914644095902	CALCRL	2	188312833
cg21350283	0.0633756819157461	ACTN1	14	69445743
cg21351102	0.0169518067664127	MYL12A	18	3247294
cg21351994	0.0523958721772962	EMX1	2	73145006
cg21353232	NA	SEZ6L	22	26564879
cg21355508	NA	NDUFB11;RBM10	X	47003362
cg21358381	0.889595272266014	PPY	17	42019637
cg21359747	0.0310245969613328	ALDH1A3	15	101420636
cg21360828	0.0212955852394257	CENPA	2	27008380
cg21361470	0.0505910121137916	MRAP2	6	84743033
cg21363706	NA	NAT1	8	18066485
cg21363943	0.0178827473784043	SF3B4	1	149899654
cg21364150	0.0274042465818462	DUSP19	2	183943551
cg21365235	0.526808893747337	OCRL	X	128674765
cg21365602	0.13570631830534	GBP4	1	89664407
cg21366535	0.15573530198169	RSPH3	6	159421281
cg21366834	0.934018309019474	CCR4	3	32992158
cg21367040	0.0127905010042724	TMEM50A	1	25664857
cg21367957	0.650762185326662	F10	13	113776252
cg21368354	0.0340764278356395	CARKD	13	111267856
cg21369679	0.0536063807652453	DNAJA2	16	47007757
cg21369988	0.0171083939468642	CAPRIN2	12	30907191
cg21370143	0.791560466797746	MYBPC3	11	47374208
cg21371335	0.0258237354855867	DNAJC7;NKIRAS2	17	40170049
cg21372397	0.00896485870866093	NA	NA	0
cg21372914	0.627131103225355	CLEC4M	19	7828144
cg21373526	0.0253337203519662	RAB30	11	82782794
cg21374864	0.306381016431527	TOR1A	9	132586569
cg21375825	0.930613414225154	LCT	2	136594646
cg21376883	0.0978477120293688	ACTN2	1	236850232
cg21377793	NA	TSPAN3	15	77364519
cg21378047	0.051810865925734	H1FX;C3orf47	3	129034659
cg21378206	0.956141390790041	IL1F5	2	113817043
cg21379008	0.0151241576874386	ATP8B2;AQP10	1	154297555
cg21379309	0.0130451376210705	C14orf147	14	34931822
cg21379816	0.0472183876084159	SRM	1	11119628
cg21380294	0.041481461077114	ZSCAN2	15	85144807
cg21380842	0.0248707345473612	KCNJ6	21	39288830
cg21383720	0.0277150810312484	FAM120AOS;FAM120A	9	96214543
cg21387281	NA	OGFR	20	61435439
cg21387302	0.0294542866436273	RFX3	9	3526198
cg21388029	0.0172864882133188	CREG2	2	102003306
cg21389013	0.0155025420641237	PPM1G	2	27632056
cg21389884	0.0100473641753344	PVRL1	11	119599425
cg21391660	0.0350877402166059	LLGL2	17	73522123
cg21395782	0.111179318126838	NDUFA13;TSSK6	19	19626814
cg21395967	0.0781956431087469	TBC1D8B	X	106046174
cg21396405	0.00588215889117298	NA	NA	0
cg21399079	0.948332859843838	GPR45	2	105858139
cg21399198	0.0159894566205707	ARMC10;FBXL13	7	102715131
cg21400640	0.43874414256052	TMSL3;TMSB4X	X	12992967
cg21400896	0.512399955273049	ABI3	17	47288569
cg21401794	0.0115391685178675	LRRC8C	1	90099060
cg21402035	0.598560006826208	GALR3	22	38219400
cg21402071	0.134300436506124	CHRNB4	15	78933902
cg21404906	0.0677229658727362	XRCC5	2	216973839
cg21405195	0.846317577537024	PEG10	7	94293385
cg21406461	0.23594756878881	IFI16	1	158978957
cg21407055	0.840134104554911	ART1	11	3666483
cg21407839	0.0113179955129089	DYRK1A	21	38739091
cg21409722	0.0530224911535763	AKAP1	17	55162050
cg21409833	0.933425647558456	DOCK7;ANGPTL3	1	63062724
cg21410991	0.0567085385064919	ISL1	5	50678451
cg21412748	0.0157451315517562	FCHSD2	11	72852496
cg21413009	NA	DAPK2	15	64338947
cg21413251	0.0195526399136793	PIP5K1B	9	71320693
cg21414251	0.593898093785678	OR12D2	6	29364554
cg21415080	0.518411659565516	NA	NA	0
cg21415604	0.928738317831643	C4B;STK19;C4A	6	31948433
cg21415698	0.0270454835631695	EXPH5	11	108464417
cg21416022	0.0588212690124633	TTC23	15	99789661
cg21416237	0.588217556891024	FKBP10	17	39970091
cg21416602	0.017125363706279	FAM149B1;ECD	10	74927745
cg21418052	0.402532377152884	B3GALTL	13	31773806
cg21418076	NA	LTB4R2;CIDEB	14	24777878
cg21419475	0.0168936776517628	EIF2B1;GTF2H3	12	124118052
cg21420531	0.0333508010908214	SLC5A6;C2orf28	2	27435915
cg21421501	0.0330041611741455	FTH1	11	61734205
cg21421701	0.00985297061270101	BATF3	1	212872679
cg21422208	0.0627508182657275	RFT1	3	53164667
cg21422622	0.0261890990687565	SGSM3	22	40766525
cg21424904	0.0221664880252904	GRK6	5	176853466
cg21426387	0.0094590331587319	SNN	16	11762806
cg21428681	0.0828887587556	NKX3-1	8	23540856
cg21429500	0.0343297716333086	LAP3	4	17579272
cg21430666	0.985061632535348	HIST3H3	1	228613073
cg21431091	0.0322589686588524	TMEM9	1	201124025
cg21431536	0.8452893070793	NA	NA	0
cg21432513	0.965411280960572	CHFR	12	133435770
cg21432842	0.363495795981174	CSF3	17	38171697
cg21432954	0.0132184952828725	TRPC4	13	38443809
cg21433933	NA	SHROOM1	5	132163083
cg21434440	0.0358257471458033	CD2AP	6	47446198
cg21434954	NA	LCE1B	1	152783137
cg21435336	0.0412472576051901	ANKLE1	19	17392852
cg21435394	0.115564508450338	NUDT14	14	105648024
cg21438018	0.867268249247523	MSH4	1	76262537
cg21439450	0.00987351441521859	POLR2C	16	57496664
cg21440587	0.104276264673447	AIF1	6	31583458
cg21443261	0.0158173463247624	TRIM35;PTK2B	8	27169256
cg21443584	0.0203136414078358	MBIP	14	36789985
cg21448423	NA	ACOT11	1	55013956
cg21449655	0.0434431949926785	CASP9	1	15851444
cg21449843	NA	MANBAL	20	35918440
cg21450627	NA	PSD4;LOC440839	2	113930840
cg21451553	0.0894336560865626	NOVA2	19	46476046
cg21452443	0.0498302738426196	NMT1;DCAKD	17	43138359
cg21452766	0.339503956835611	CTH	1	70877088
cg21453309	0.449703841919125	FAM101A	12	124774055
cg21453677	0.250736086244753	NA	NA	0
cg21457147	0.821085239855352	GTF2F2;KCTD4	13	45768695
cg21457804	0.912600460317532	NA	NA	0
cg21458041	0.688664942284387	TNP2	16	11364014
cg21458116	0.0292703150165812	GGA1	22	38004573
cg21458907	0.0242426693488728	CADPS	3	62860802
cg21459710	0.0360266660756845	CDC37	19	10514006
cg21459867	0.5784909711492	IDUA;SLC26A1	4	981492
cg21459921	0.0213423188479774	ADRM1	20	60878267
cg21460081	0.053338588095801	HOXB4	17	46656012
cg21460582	NA	CSPG4	15	76005861
cg21461100	0.277349238653443	NOVA2	19	46477338
cg21462299	0.879148223484566	VGLL1	X	135614052
cg21463023	0.0236996254956466	SEC22C	3	42623862
cg21465754	0.0146002848941801	RAD51	15	40986872
cg21466821	0.657164599122293	HIPK4	19	40896173
cg21468416	0.199615241821384	NEK6	9	127019914
cg21472099	0.0124045371467957	SYAP1	X	16737680
cg21472642	0.518486561504775	CHN2	7	29233468
cg21474838	0.920363807513697	KLRD1	12	10460612
cg21475255	0.0211323244643954	DAG1	3	49507186
cg21475402	0.0455222970722864	BCAN	1	156612140
cg21476940	0.0755917974910208	ITLN1	1	160854954
cg21478222	0.0170757513740141	ELK4	1	205601572
cg21478437	0.854939543229312	CTSE	1	206317403
cg21478490	0.466141213662474	PROP1	5	177422991
cg21480743	0.116337083806543	KILLIN	10	89621419
cg21481775	0.122593020864368	NKX3-1	8	23539627
cg21484834	0.657025077753984	PTK6	20	62168579
cg21484964	0.935251948774455	PGBD4;C15orf24	15	34395546
cg21486659	0.0197959894209488	TMEM14B	6	10747693
cg21486954	0.00999417849665456	RUNDC3A	17	42385289
cg21487067	0.0147812718098545	MLEC	12	121124407
cg21487207	0.024983372453724	HOXC4;HOXC6;HOXC5	12	54410576
cg21488617	0.253330878850312	DNALI1	1	38022586
cg21489722	0.763332501529001	FAM9B	X	9001881
cg21489873	0.870007773113572	C9orf45	9	125877134
cg21491028	0.0223974896576439	PSMD3	17	38136817
cg21491308	NA	TEX101	19	43892826
cg21492378	0.576419655109103	CEP110	9	123850279
cg21493583	0.0993577905916555	PIGF;CRIPT	2	46842958
cg21493666	0.0904215821907104	PPME1;C2CD3	11	73882478
cg21494337	0.0360544945187027	CENPO;C2orf79	2	25015597
cg21494776	0.0480532546074608	ICAM4	19	10397780
cg21495715	0.674061719540465	SLC5A10	17	18854560
cg21497439	0.867162424884484	HAPLN4	19	19373998
cg21500966	0.0347151491939816	NAALAD2	11	89867976
cg21501064	0.177835682314696	SEPT6	X	118827889
cg21503093	0.00830372035255452	EMP2	16	10674468
cg21504624	0.145410511579829	IL11RA	9	34653580
cg21504918	0.0560199439017022	GPX3	5	150400001
cg21505334	0.832756273066936	CEACAM5	19	42213020
cg21505886	0.583367453810938	TMEM129;TACC3	4	1724428
cg21508214	0.00958361926413438	SMC4;IFT80	3	160118610
cg21509023	0.0100964699826903	NA	NA	0
cg21509097	0.0629376266339511	PLA2G15	16	68279613
cg21509846	0.394772396222576	BEX1	X	102319368
cg21510697	0.0149294347294053	USP31	16	23161157
cg21511069	0.0113283814393403	UBAP2	9	34049294
cg21512370	NA	LPAR6;RB1	13	48990327
cg21513385	0.202637750024241	SMAGP	12	51663484
cg21513553	0.0150597780770252	NA	NA	0
cg21514871	0.511208798034281	MEFV	16	3307814
cg21515243	0.0795152155947834	RIOK3	18	21033072
cg21515329	NA	RIBC1;SMC1A	X	53450923
cg21515744	NA	GUK1	1	228327456
cg21516287	NA	ACTR3C;LRRC61	7	150020855
cg21516384	0.0342735145784464	RNF213	17	78233839
cg21516478	0.0352087283201842	GPX3	5	150400328
cg21516819	0.24870827358586	TSPAN7	X	38421078
cg21517055	0.0586547123970174	C19orf57;CC2D1A	19	14016717
cg21518208	0.48380182757736	KRT85	12	52761416
cg21518938	0.0185099594124665	RBBP8	18	20513051
cg21518947	0.64364209584199	CABP4	11	67222648
cg21519900	NA	C20orf186	20	31670612
cg21521452	0.090775461834511	NA	NA	0
cg21522303	0.0887454942458561	ST6GALNAC2	17	74581331
cg21522797	NA		16	81806083
cg21522988	0.855479904236445	FAR2	12	29376872
cg21523528	0.0110199243501743	CBFA2T2	20	32077966
cg21526212	0.0279056371816758	PTCH1	9	98271631
cg21529533	0.00816217561297515	HLA-G	6	29796015
cg21529807	0.333066454311224	CEACAM4	19	42134478
cg21530453	0.0284937160090869	LOC283856;GNAO1	16	56226346
cg21530890	0.0160401086638398	SOX8	16	1032260
cg21533271	0.290303592494063	NA	NA	0
cg21533958	0.92131289127904	GPR124	8	37653377
cg21537939	NA	SEPT10;ANKRD57	2	110373161
cg21538194	0.0226869928292572	DZIP1L	3	137834582
cg21539243	0.0239303935522811	PHTF1	1	114301432
cg21540749	0.0165932960311936	MOCS2	5	52405349
cg21541083	0.67283005941394	STXBP2	19	7701212
cg21542094	0.115512710474989	PFKFB3	10	6243955
cg21542793	0.248034631950744	ADRA2B	2	96781891
cg21544377	0.0100717872448123	MIRLET7I;C12orf61	12	62997103
cg21545849	0.0158658329687737	CHD6	20	40247209
cg21546057	0.113896799439857	FIBP	11	65656326
cg21546671	0.117577362286873	HOXB4	17	46655387
cg21547708	0.0157955065965195	SSTR2	17	71161160
cg21547976	0.033605395492348	STK11	19	1206451
cg21548414	0.0129343697360469	CLIC5	6	45983585
cg21548788	0.00962573106994845	CCNI	4	77997565
cg21549639	0.108286701721448	TOMM40	19	45394156
cg21549904	0.00826535286482359	GALNT7	4	174090558
cg21550442	0.511767588552127	C19orf46	19	36499839
