Hybridization REF	TCGA-AN-A0FJ-01A-11D-A00Y-05	TCGA-AN-A0FJ-01A-11D-A00Y-05	TCGA-AN-A0FJ-01A-11D-A00Y-05	TCGA-AN-A0FJ-01A-11D-A00Y-05
cg20674577	0.121534631915055	PHACTR3	20	58179540
cg20675440	NA	NIP7;COG8	16	69374895
cg20676303	0.804013295558156	GAGE5;GAGE12I;GAGE7;GAGE2A;GAGE2C;GAGE2E;GAGE8;GAGE4;GAGE2D;GAGE12F	X	49217045
cg20676475	0.124001003024744	LCE3D	1	152552494
cg20676542	0.0182536860290099	TRIM25	17	54991456
cg20678353	0.0443025497113635	C15orf53	15	38988560
cg20681975	0.0120968954779873	CNPY3	6	42897059
cg20683151	0.897221376902342	TM4SF20	2	228243972
cg20684399	0.0161724567436061	PHF2	9	96338308
cg20684549	0.170084006741992	LPPR3	19	822842
cg20684973	0.017345297360114	TAF5	10	105127632
cg20687462	0.0165249727718552	CCDC102A	16	57570777
cg20688340	0.237324648482627	MMP21	10	127464237
cg20691408	0.0310915142987546	FADS3	11	61659465
cg20691580	NA	APOC3	11	116701044
cg20692181	NA	RETN	19	7733174
cg20692569	0.210737097545314	FZD9	7	72848481
cg20693880	0.0415937099310591	PSMB6	17	4699478
cg20695057	0.014044935213307	TP53BP2	1	224034220
cg20695562	0.018601213116863	USP33	1	78225636
cg20695587	0.253416867911925	TMPRSS11F	4	68995759
cg20696985	0.0202105299372112	SHF	15	45480429
cg20697204	0.808809618459463	C2orf61	2	47382593
cg20699736	0.0223602964915244	VAX2	2	71127226
cg20700904	0.0136421600048983	HNRNPH3;PBLD	10	70091499
cg20701850	0.0130473901078977	RECQL;GOLT1B	12	21655265
cg20702327	0.0198620480102125	CSNK2A1	20	524484
cg20707333	0.963951521728856	PPP1R3D;C20orf177	20	58514079
cg20707345	0.543519425050123	PARD6A;ACD	16	67695867
cg20708411	0.0156948296752411	CSNK1G3	5	122847581
cg20712430	0.0209489877940017	KREMEN2	16	3013923
cg20713333	0.0167093972687538	RG9MTD2;MTTP	4	100484892
cg20713492	0.0601483545996257	AQP10	1	154293482
cg20714328	0.661901189625303	THBS4	5	79331850
cg20715219	0.0127863024549749	DDX17	22	38902282
cg20715764	0.0086505268889023	ZNF264	19	57702697
cg20716064	0.0104431458236021	USP6NL	10	11652950
cg20716119	0.0678710053416653	CDH1	16	68771763
cg20716209	0.0164339090224271	STAT3	17	40541270
cg20716571	0.0259385300396683	WDR37	10	1102456
cg20716945	0.010106835437989	USP38	4	144106096
cg20717059	0.0183214205739277	FAM167A	8	11324817
cg20718816	0.011637600322879	LTBP2	14	75078842
cg20720686	NA	POR	7	75582881
cg20721467	0.841016755578684	MYST4	10	76597927
cg20723355	0.0343559504960546	FBXO39	17	6679597
cg20724073	0.00819416931674613	MLX	17	40719654
cg20725021	0.203191337734303	MASP1	3	187009575
cg20727114	0.0225594470280153	CPT1C;C19orf76	19	50194120
cg20727362	NA	CYB5R3	22	43045952
cg20728496	NA	NADSYN1	11	71163555
cg20728639	0.0109302923660584	ABTB2	11	34379053
cg20731798	0.0159666849279289	C11orf74;RAG2	11	36616365
cg20732137	NA	GMEB2	20	62251227
cg20732367	0.0352286535041172	LRRFIP1	2	238601467
cg20736065	0.0107867031256094	MSI2	17	55334276
cg20737712	NA	TBRG1	11	124492803
cg20739508	0.161675351887311	NA	NA	0
cg20739510	0.0224293860283869	PEX14	1	10534809
cg20740029	0.0112576360817265	SLC5A8	12	101603835
cg20743744	0.0911595687417099	C4orf42;CTBP1	4	1243849
cg20744464	0.010185528497055	MFI2	3	196756875
cg20744809	0.026298336046245	FTSJD1	16	71323116
cg20747455	0.742142667831779	MATN4	20	43933383
cg20748065	0.889485687737904	POR	7	75583421
cg20750215	0.0218601209267917	JUNB	19	12901966
cg20751395	0.436382191161612	KCNQ1	11	2594153
cg20752438	0.0349215519367599	C9orf128;TMEM8B	9	35829112
cg20755353	0.0261887422779702	SSU72	1	1510883
cg20757196	NA	SNORD60;TRAF7	16	2206320
cg20757526	0.0102943455870819	DCXR	17	79995330
cg20757758	NA	PPCS;ZMYND12	1	42922000
cg20757912	0.0489838667667614	SSBP2	5	81047188
cg20758803	0.00749338156645283	MAGI3	1	113933172
cg20760063	0.0222562213278368	NBR2;BRCA1	17	41277580
cg20761322	0.0326256655889747	CIB2	15	78423564
cg20764656	0.843795895924038	GPX2	14	65410479
cg20767356	0.966089971881255	HORMAD1	1	150693100
cg20767936	0.0230814388150969	ASNSD1	2	190526040
cg20768743	0.088596758263931	CD226	18	67624846
cg20769102	NA	POLR2K	8	101162761
cg20769774	NA	CYLD	16	50775476
cg20769842	0.356511172992047	MKRN3	15	23810238
cg20770175	0.348912393026251	COL3A1	2	189839474
cg20770311	0.0103704178775433	SMPD1	11	6411396
cg20770803	0.0163554502935938	CNTD1;CCDC56	17	40950659
cg20771670	0.0112984650265982	PHLDA3	1	201438018
cg20772904	0.0373192146914652	SHCBP1	16	46654722
cg20773127	0.175191157048633	ENPEP	4	111397155
cg20774846	0.556315997642358	DPYS	8	105479420
cg20775254	NA	PROM2	2	95940705
cg20775840	0.0205523366456425	G3BP1	5	151150431
cg20775959	0.037863113175553	ARNT2	15	80696264
cg20776317	0.813216441549577	SNAPC4	9	139292793
cg20777437	NA	CDCP2	1	54619703
cg20778294	0.00980242408273432	PPRC1	10	103892833
cg20778669	0.936773897425217	MGMT	10	131355217
cg20779414	0.0146298226565448	STAT6	12	57505882
cg20780953	0.0316484640098631	RAB3D	19	11450511
cg20781140	0.0172835428977987	GPR155	2	175352216
cg20781967	0.0631707175911101	NINJ2	12	772688
cg20782689	NA	OXA1L	14	23234972
cg20784775	0.0410936443775279	TMTC1	12	29937585
cg20785344	0.0153004804978133	PGAM5	12	133287770
cg20786074	0.240201888529766	EFEMP1	2	56150255
cg20787196	0.0245174871034533	ITPR2	12	26987031
cg20788083	NA	VPS33B	15	91566802
cg20789620	0.226330116360245	FSD1	19	4304334
cg20789691	0.330380795006352	RLN1	9	5340039
cg20789824	0.695019155331377	NA	NA	0
cg20790056	0.277154368428442	TMIGD2	19	4303012
cg20790540	0.261055593426102	PTCRA	6	42884350
cg20791593	0.198276995472935	NEU4	2	242751796
cg20791841	0.0162958372203463	MORG1;MAN2B1	19	12777736
cg20792062	0.477271239809454	KCNA5	12	5153288
cg20792294	0.123011408254665	IGF2AS;INS-IGF2;IGF2	11	2165425
cg20792833	0.408432111574189	PTPRCAP	11	67205195
cg20793071	0.0701594260059744	C1orf83;TMEM59	1	54520450
cg20795401	NA	ITGA6	2	173291908
cg20795863	0.364410667910586	NEU2	2	233896119
cg20795913	0.269997468810859	MLX	17	40718830
cg20797216	0.113229758010642	FBN3	19	8212234
cg20797699	0.0314873898315526	LIMD2	17	61776851
cg20797766	0.0133188879279556	PRSS27	16	2770866
cg20798152	0.730415363373408	CARTPT	5	71014900
cg20801056	0.0139107965809737	MBP	18	74844767
cg20802051	0.0168751783451515	AK3L1	1	65613403
cg20802392	0.584067775535933	CTSK	1	150780684
cg20803370	0.0289235654003094	PPOX	1	161136162
cg20804101	0.135571789794494	SLC6A13	12	371916
cg20804555	0.0267801064605825	GSC	14	95235869
cg20804821	0.0432990681456233	NA	NA	0
cg20807545	0.325381769052871	ADAMTS18	16	77469538
cg20807701	0.0195608624071124	THAP5;DNAJB9	7	108209641
cg20808145	0.0130490194886361	KLC2	11	66025705
cg20811273	0.0143351102678786	CASP3;CCDC111	4	185570979
cg20811389	0.0187419238542517	NA	NA	0
cg20811607	0.34347417471263	PPIL6;SMPD2	6	109760831
cg20812929	0.276396890067662	DHRS4L2	14	24458345
cg20813773	0.0147181595064762	C5orf36;ANKRD32	5	93953866
cg20815063	0.0144047129312841	ANKRD49;MRE11A	11	94227320
cg20816612	0.222458436189307	PHKA1	X	71933629
cg20821095	0.0127473553848524	FADD	11	70049116
cg20822579	0.022419120672606	RIPK3	14	24809073
cg20822628	0.341471920373427	GATA5	20	61041592
cg20824576	0.0082283323172273	CD47	3	107809695
cg20825323	0.168972320764194	IGBP1	X	69353047
cg20828084	0.352497311227593	KIAA1199	15	81070851
cg20830531	0.0116181459212151	SPATA5;NUDT6	4	123844416
cg20831492	0.0320408480128234	BET1	7	93633593
cg20831708	0.900265415780335	SEC31B	10	102279373
cg20832009	0.176442411790875	STARD8	X	67867718
cg20832020	0.164909799382862	TIGIT	3	114012912
cg20833786	NA	MRGPRX3	11	18141393
cg20835282	0.0207140832051723	C3orf62	3	49314454
cg20837735	0.0993493273577275	SERPINB5	18	61144177
cg20839025	0.189433298209297	NA	NA	0
cg20839149	0.0745877181788149	SH2D2A;NTRK1	1	156786601
cg20839219	0.0198279825766764	SLC39A6;ELP2	18	33710235
cg20840847	0.921044222201288	APBA2	15	29213626
cg20842040	0.294270236641306	PRPS2	X	12809608
cg20843052	0.0270007022338094	KIAA1841	2	61293725
cg20845050	0.0507111476411834	ZNF7	8	146053666
cg20847746	0.179989615895352	S100A13;S100A1	1	153600865
cg20848130	0.509807696200929	GJC2	1	228337776
cg20849549	0.0275364913843647	PTEN;KILLIN	10	89623138
cg20849987	0.920510407712079	LUZP4	X	114524470
cg20850582	0.025119262003361	LRBA	4	151936449
cg20850981	NA	ZNF323;ZKSCAN3	6	28322103
cg20851097	0.158244761774057	SPTB	14	65289835
cg20851245	0.915588824745731	STK36;RNF25	2	219538212
cg20852286	0.0213544499506414	NSUN3;DHFRL1	3	93781624
cg20853593	0.0202092648021019	NA	NA	0
cg20854748	0.0185878400142026	PIP5K1A	1	151170914
cg20855303	0.143964029608984	REPS2	X	16965405
cg20855344	NA	NR1D2	3	23986090
cg20855565	0.0334973309778589	TRIM58	1	248020350
cg20856064	0.0570848936704011	P4HTM	3	49027210
cg20856436	0.023018827691454	RPS27A;C2orf63	2	55459612
cg20856834	0.129575985804696	OR12D3	6	29342522
cg20857253	0.0619989227229464	TCP10L	21	33957290
cg20857455	0.0432898128847303	CPNE8	12	39300142
cg20857947	0.0786118561925334	NA	NA	0
cg20858478	0.025136913032988	NA	NA	0
cg20858526	0.294674428998084	CTRC	1	15765065
cg20859470	0.0157607418241198	RPS27	1	153963593
cg20861607	0.0171517855245466	CHRNA7	15	32323114
cg20862119	0.577019389119049	KRT76	12	53171017
cg20862496	0.385285787747744	SLURP1	8	143823734
cg20864636	0.835829894708149	GARNL3	9	130025713
cg20865068	0.0171524795577464	TM9SF2	13	100153453
cg20866788	0.0183345923692521	ARL1	12	101802016
cg20867633	0.0317931275204151	GOLT1A	1	204183116
cg20868410	0.0153769564583523	HBEGF	5	139726466
cg20869203	0.0966256543675219	LHFPL1	X	111923211
cg20869710	0.00999498908972706	PDHX;APIP	11	34938234
cg20870362	0.347723643879653	CCIN	9	36169175
cg20870559	0.0168823373173632	OAS2	12	113416518
cg20872461	0.0116353592455548	RFC4	3	186524196
cg20876010	0.206667247311636	CACHD1	1	64971752
cg20877313	0.0171207318167292	GLS2	12	56881753
cg20878850	0.0553930428364181	AR	X	66763685
cg20879768	0.950779569320756	KATNAL2;TCEB3B	18	44562136
cg20879959	0.0232408478871288	HLA-A	6	29910208
cg20880234	0.0198818410179622	ZMYM2	13	20531619
cg20881054	0.0107253726766235	VASH1	14	77228508
cg20881888	0.0303903304017257	ZMYND10	3	50383079
cg20881910	0.0305719841743763	NTM	11	131780332
cg20882852	0.0360318450236424	SERINC1;PKIB	6	122792503
cg20884362	0.0773071726679443	C21orf67;C21orf70	21	46358702
cg20884697	0.0286471571641398	MANEA	6	96025221
cg20885089	0.0262828727361201	AMPD2	1	110162701
cg20886062	0.012794153829514	DCI	16	2301787
cg20887241	0.284755403047892	HTR1D	1	23522636
cg20887455	0.0131762656051399	PHB	17	47491840
cg20888386	0.00664798653325853	CRYBA2	2	219858260
cg20888907	0.0371435141297121	LETM2	8	38244244
cg20890210	0.0382214209275549	KCNB2	8	73450181
cg20891301	0.844659367919781	MSX1	4	4864711
cg20891917	NA	IFRD1	7	112064031
cg20892287	0.335088071162996	RICS	11	128893851
cg20893022	0.0391975450473711	MIR7-3;C19orf30	19	4769214
cg20895028	0.787116264633896	CDH26	20	58533443
cg20895877	0.106484217584266	PRIMA1	14	94254586
cg20896197	0.0127632996471675	KIF20B	10	91461107
cg20897667	0.591906353266596	MIMT1;PEG3;ZIM2	19	57351213
cg20899053	0.0396851140939255	MNX1	7	156803197
cg20899321	NA	LRRC32	11	76380605
cg20900524	NA	PPT1	1	40563271
cg20902737	0.0333788725007389	CCDC103;EFTUD2	17	42976442
cg20903926	0.57756604447625	C1orf177	1	55271677
cg20904010	0.675937900529843	SYN3	22	33402393
cg20904141	0.0111420676706581	NA	NA	0
cg20906802	0.208073566250691	OPN5	6	47749786
cg20907471	0.110333381095788		20	21679525
cg20908204	0.067399832690431	DMPK	19	46285434
cg20908993	0.0108997222565075	EIF2S1;ATP6V1D	14	67826378
cg20909686	0.0775375212513413	OVOL1	11	65554042
cg20910436	0.0348911237400631	P4HA1	10	74856386
cg20910746	0.0910072346797042	BBOX1	11	27062416
cg20913782	0.0109254357092273	C1orf212	1	35325533
cg20914508	0.232911419568533	GAP43	3	115342333
cg20916483	0.00853198439181291	FAM160A2	11	6255841
cg20916523	0.0839667953996446	VHL	3	10184584
cg20917484	0.0257520768179986	GAPDH	12	6644066
cg20918903	0.0187374987344372	KDM3A	2	86668501
cg20919133	0.0192011455283898	NA	NA	0
cg20919556	0.0235226499982797	CNKSR3	6	154832050
cg20919799	0.0169445683106581	CDKN1C	11	2906667
cg20922422	0.142482664732912	PCYT1B	X	24665669
cg20923575	0.0218400142278099	MTMR4	17	56596273
cg20924286	0.0352008079364218	CLDN11	3	170136159
cg20925178	0.0320519442174807	CWF19L1	10	102027628
cg20925482	0.0148426508606941	C20orf111	20	42839882
cg20925811	0.448265834524059	MMP9	20	44638517
cg20925954	NA	DUSP5	10	112256640
cg20925955	0.968861333116522	TIAM2	6	155412182
cg20927059	0.0117024582716369	TFCP2	12	51567112
cg20930618	0.0144180238915143	VPS72	1	151162157
cg20931907	0.354774491880784	CXorf67	X	51149742
cg20932053	NA	CPM	12	69358093
cg20932765	0.036133187165887	TRIM33	1	115054143
cg20935106	0.0495626924726748	TAPBPL;LOC678655	12	6561229
cg20937139	0.0645992508184156	PDGFC	4	157892758
cg20938286	0.00862474336955506	CLDND1	3	98241925
cg20938359	0.036987938556045	SLC6A12	12	322250
cg20938689	0.550525610284027	NA	NA	0
cg20939319	0.395940994473902	TEX15	8	30707701
cg20940661	0.0135196892462669	KCNS3	2	18060086
cg20945531	0.417139620978028	FLJ34503	6	114225012
cg20947775	0.0233317419069506	SCD5	4	83720240
cg20948472	0.0659281752524541	ZMAT2	5	140079847
cg20950011	0.068194180904409	CIDEA	18	12254377
cg20950277	0.235508663754269	TNIP3	4	122085241
cg20951444	0.0898788762479473	FNDC5	1	33337112
cg20951539	NA	PXT1	6	36367819
cg20951726	0.0242355649705146	MTMR9	8	11142737
cg20951821	0.0174768672136608	ENC1	5	73937141
cg20953047	0.682995486480803	PIGR	1	207120022
cg20955688	0.014144173150027	TMEM71	8	133772889
cg20955831	0.00932783491630739	LRRC16A	6	25279788
cg20956314	0.917977914555811	XYLB	3	38387299
cg20956373	0.0123415845353212	USP48	1	22109557
cg20957193	0.012816016706718	ZNRF1	16	75032774
cg20959523	0.0374655989360119	FIGN	2	164592477
cg20959866	0.41332436125233	AJAP1	1	4714008
cg20964758	0.0726603298605331	ENOX2	X	130037157
cg20965815	0.744424532398054	DPCR1	6	30919513
cg20966551	0.00992390644276434	MAST1	19	12949060
cg20966972	0.0170085033902015	MYST3	8	41909463
cg20967028	0.949485506711132	ART4	12	14996272
cg20967220	0.176334780854464	GCM1	6	53013647
cg20969242	0.0174556188566393	GON4L	1	155827044
cg20969846	0.0227765819647651	DIDO1;C20orf11	20	61570221
cg20970875	0.0121988865537492	KANK3	19	8408337
cg20972214	0.290296473270332	SLC2A3	12	8088818
cg20972416	0.010520176869074	NHEJ1	2	220025218
cg20972495	0.859709741842415	NA	NA	0
cg20972543	0.0132668455770413	HERC3	4	89514177
cg20972553	0.942605602679351	JDP2	14	75898937
cg20973210	0.126973725353197	C19orf35	19	2282729
cg20974196	0.0481043030972803	CFD	19	859983
cg20975478	0.0451611120047477	CCDC24	1	44457319
cg20977411	0.0202984146308251	PMVK	1	154909454
cg20977864	0.104551998930684	HYDIN	16	71264290
cg20979602	0.016941401355563	PAPD4	5	78908130
cg20979799	0.0719398283797494	RFX6	6	117198560
cg20979896	0.0136573789688586	PDRG1	20	30539958
cg20980592	0.914415847884424	MEP1A	6	46761035
cg20981615	0.293846850495724	TXK	4	48136280
cg20981893	0.0461963624746656	HSD11B2	16	67465461
cg20982583	0.00990242727318759	POLR2F;C22orf23	22	38349717
cg20985014	0.64411641828084	WISP3	6	112374151
cg20986134	0.0248133421573837	LMNB1	5	126112439
cg20987610	0.841142323273719	CDH17	8	95222020
cg20988616	0.204603964823913	ENPP3	6	131958144
cg20988728	0.0134317624893009	PIK3IP1	22	31688502
cg20991095	NA	USP49	6	41863098
cg20991801	0.0166933590031928	CDK13	7	39990729
cg20993403	0.145573785244706	EPB41L1	20	34700329
cg20994561	NA	BAI1	8	143544400
cg20994801	0.216183306762308	PIK3CD	1	9711398
cg20998885	0.834922150291386	C20orf79	20	18794833
cg20999813	0.0114582217572868	USP10	16	84734014
cg20999934	0.0166267578070139	SUGT1P1;NFX1	9	33290511
cg21000021	0.0663095687920706	MYBBP1A	17	4458969
cg21003606	NA	CALN1	7	71877237
cg21004129	NA	CXCR1	2	219032024
cg21006686	0.135875282201431	NOS1	12	117800240
cg21008709	0.0450692656927714	SEC22C	3	42622950
cg21008828	0.0320651451050849	TNK2	3	195634965
cg21010050	0.0132699324345377	TBC1D23	3	99979819
cg21010197	0.0117070284267634	CDCA8	1	38158425
cg21010262	0.0137227019588206	C9orf116;MRPS2	9	138391250
cg21011830	0.0228219327630122	RPL18AP3;RPL18A	19	17970855
cg21012874	0.322817473557695	SNCG;MMRN2	10	88718393
cg21016177	0.0178558495527125	EXOC7	17	74100207
cg21017752	0.0260009740020949	PPP1R3C	10	93393203
cg21019522	0.186985089367031	SLC22A18;SLC22A18AS	11	2920789
cg21019820	0.0117711744408644	MIR191;NDUFAF3;DALRD3	3	49059209
cg21020082	0.0217448742366537	FAM134A;C2orf24	2	220042127
cg21020710	NA	ZNF544	19	58739803
cg21021629	0.91192054802712	NRIP1	21	16340722
cg21022247	0.375131962624003	BIN2	12	51718310
cg21022395	0.928167955257965	SHOC2	10	112722440
cg21022435	0.959951202972898	NFRKB	11	129763918
cg21023001	0.121565199710848	CD93	20	23067088
cg21023114	NA	IFNA14	9	21241233
cg21023770	0.757773167768985	C20orf165	20	44517227
cg21024145	0.0104160951211492	RPS15A	16	18801635
cg21024391	0.0201917059474132	NA	NA	0
cg21026663	0.018366062575331	HIST1H4D	6	26189234
cg21028326	0.018754328326494	TUBGCP6	22	50683188
cg21029904	NA	ZNF91	19	23577714
cg21030400	NA	MKNK2	19	2052564
cg21030483	0.276588526609951	TMEM185A	X	148713678
cg21030598	0.140441177503277	PAK2	3	196466425
cg21032203	0.0270638745283204	ZRANB2	1	71546840
cg21032583	0.141147416758249	LMLN;IQCG	3	197685803
cg21033494	NA	MSMB	10	51550114
cg21033855	0.0355813676535548	TUBGCP4;ZSCAN29	15	43662581
cg21034676	0.0408404359585224	TGFBI	5	135364552
cg21035142	0.0386474531101038	CRYGN	7	151136940
cg21037570	0.0125759687603682	IMMT	2	86422857
cg21038229	0.0143663851574558	NA	NA	0
cg21038703	0.352602210068855	ASB16	17	42248358
cg21038964	0.0170077875192623	DPM3	1	155113214
cg21039631	NA	CD58	1	117112854
cg21039679	NA	C15orf53	15	38989738
cg21039822	0.0128404612410898	PCYT2	17	79869136
cg21041127	NA	AGR3	7	16922421
cg21042619	0.036616327959101	NA	NA	0
cg21043558	NA	BRAF	7	140625365
cg21043754	0.00981893048686617	DDB1;DAK	11	61100532
cg21044104	0.166674185761601	LYZL4	3	42451876
cg21045388	0.454989026278259	KIAA1026	1	15428172
cg21045917	0.184269224977622	ALAS2	X	55057395
cg21046413	0.133025552763477	AIFM1	X	129299367
cg21046940	0.0117403026737577	DAP	5	10760858
cg21047206	0.397308624301012	PDE4DIP	1	145076221
cg21048501	0.0167639048435579	MRPS24	7	43909515
cg21048669	0.145182935696429	CLEC3A	16	78056379
cg21049762	0.356962758207291	TCIRG1	11	67805456
cg21051046	0.168750390317466		7	155248393
cg21051086	0.260064781743047	PPP4R2	3	73046214
cg21051423	0.0187616842197376	MTBP;MRPL13	8	121457935
cg21052164	0.0408801034785884	CHRNB2	1	154539977
cg21053015	0.0248265851135615	SYNGR1	22	39746054
cg21053323	0.0574262826720891	SUMO3	21	46237385
cg21053529	0.0629259270969612	GJD2	15	35046760
cg21053748	0.0251066763273478	NDUFA4	7	10979772
cg21057046	0.0649083636716037	NBL1	1	19970204
cg21057494	0.207717877178954	CLEC3B	3	45066971
cg21060429	NA	NUDT1;FTSJ2	7	2280360
cg21060854	0.0131407769368637	TOR1B	9	132565518
cg21061811	NA	DDA1	19	17419261
cg21062347	0.0358819381098203	SLC22A8	11	62783543
cg21063899	0.0970919283956128	SCEL	13	78109801
cg21065959	0.228790174995844	LCE1E	1	152758755
cg21065990	0.0121340385149439	TASP1	20	13619254
cg21066636	0.108265943171144	TM4SF5	17	4675292
cg21067846	0.837494727346065	MORC4	X	106228404
cg21068030	0.551646018362014	CYB5D1;LSMD1	17	7762413
cg21068152	0.0210677675152597	SIRT4	12	120740453
cg21068339	0.0120900074587853	DSP	6	7542819
cg21069922	0.0183194739947836	ERAL1	17	27182342
cg21070087	0.73695663656281	HECW1	7	43351538
cg21070730	0.0179035675205837	NA	NA	0
cg21072025	0.0112999712519646	GNG8	19	47137863
cg21073927	0.43959320627623	GATA4	8	11562155
cg21075829	0.120196222697722	ESYT3	3	138153170
cg21076470	0.0609994308241218	MRPS14	1	174992744
cg21080294	0.0452348766473439	PRPS1	X	106871478
cg21081852	0.0578159891601238	TXNRD1	12	104680692
cg21081971	0.154252579604225	TRPC4	13	38444765
cg21084260	0.300932551345117	APOD	3	195311868
cg21085553	0.0238104877817377	NA	NA	0
cg21085625	0.0113298355455326	C2orf76;DBI	2	120124643
cg21085768	0.576028418386225	NA	NA	0
cg21086464	0.0193563940458345	PAK1	11	77184925
cg21087043	0.0643646786901529	NA	NA	0
cg21087137	0.0775452083059906	GLIPR1L1	12	75728469
cg21087701	0.227687929570653	GPR119	X	129520113
cg21089667	0.362690951355706	HLTF	3	148805262
cg21090723	0.811784008108218	ALG13	X	110970253
cg21091629	0.01359125449674	PGAP2	11	3829534
cg21091679	0.0215840245969728	ELL2	5	95298142
cg21092324	0.6057470537524	MMRN1	4	90816310
cg21092462	0.0283668192638574	KCNH1	1	211307761
cg21092687	0.0176981437010599	RECQL4;LRRC14	8	145743911
cg21093060	NA	TXLNA	1	32644693
cg21094154	0.25353798631057	NA	NA	0
cg21094669	0.081393819939707	GLRA3	4	175750109
cg21096399	0.106553848803914	MCAM	11	119188145
cg21096502	0.0184443437449591	CHCHD2	7	56174374
cg21096591	0.369116062926993	NA	NA	0
cg21096915	0.111123059751681	LOC84856	10	42971209
cg21096966	0.0691276250342105	KLHL28;FAM179B	14	45432458
cg21097640	0.014515206422211	POLR1D;LNX2	13	28195548
cg21098323	NA	OSCAR;NDUFA3	19	54605642
cg21099221	0.00989724381657974	SRM	1	11120574
cg21099326	0.0123877868806771	TRIM35;PTK2B	8	27168591
