Hybridization REF	TCGA-A7-A0CG-01A-11D-A00Y-05	TCGA-A7-A0CG-01A-11D-A00Y-05	TCGA-A7-A0CG-01A-11D-A00Y-05	TCGA-A7-A0CG-01A-11D-A00Y-05
cg25984124	0.897841212446454	CDS2;PCNA	20	5106245
cg25985103	0.0819689122303712	MAN2C1	15	75660389
cg25985437	0.0134864819811371	FAM96A	15	64386321
cg25985488	NA	GALNTL4	11	11643756
cg25985778	0.0188870821295019	RPL38	17	72199373
cg25989745	0.875066251527017	TYRP1	9	12693326
cg25990230	0.0157797684301435	PMS2L3	7	75157345
cg25990314	0.0205876261056479	GNB1L;C22orf29	22	19841927
cg25990647	0.0330045716465913	OPRK1	8	54164081
cg25993152	0.805641820659003	XAGE5	X	52840736
cg25993718	0.391145637898769	CBLN4	20	54580196
cg25994725	0.613538840152111	LOC285847;C6orf81	6	35703435
cg25995212	0.63948065180908	SCN7A	2	167342984
cg25995460	0.945610108303358	C1QA	1	22964156
cg25995916	0.0499774608088938	PRDM4	12	108155205
cg25996835	0.0194376845126519	BBS4;HIGD2B	15	72978165
cg25997474	0.187325168889336	NA	NA	0
cg25999015	0.0294377057604558	ZNF575	19	44037866
cg25999267	0.0240117769797054	SLC25A38	3	39424992
cg25999486	0.0129000401064974	TBC1D4	13	76056030
cg25999867	0.512669210496984	GLB1L3	11	134145940
cg26001030	0.0121317611912267	RABGAP1L	1	174128297
cg26001336	0.0131394146937955	RAB3A	19	18315002
cg26003813	NA	PLK1	16	23689802
cg26005082	0.02345073876946	MIR7-3;C19orf30	19	4769660
cg26007077	0.0163087794104517	SNAPC3	9	15422993
cg26008464	0.015438174620728	SLC2A12	6	134373624
cg26012103	0.0297603603284121	SOCS1	16	11349372
cg26014197	NA	ZSCAN10	16	3143153
cg26014796	0.0743711801647557	RNF39	6	30043597
cg26015133	0.80625605473966	FCRLB	1	161692247
cg26018901	0.457630834210337	CORIN	4	47840011
cg26020513	0.858632340562415	GATA4	8	11568356
cg26021103	0.0162273605808693	LPCAT3	12	7126013
cg26021476	0.0164681422718399	ENY2;NUDCD1	8	110346385
cg26021627	0.51717848937264	FAM150A	8	53478706
cg26022315	0.0187669784518414	SNF8	17	47021804
cg26022401	0.0407014410326199	NA	NA	0
cg26023204	0.0139352480979718	MCM7;AP4M1	7	99699378
cg26023389	0.896360308256328	GCM1	6	53013589
cg26023751	0.0121053652966404	C1orf156;C1orf112	1	169763990
cg26024206	0.0158891136009684	ZNF282	7	148892367
cg26024531	NA	CHAF1B	21	37758170
cg26024843	0.080167718175325	COL5A1	9	137533949
cg26025891	0.510140786332596	PSTPIP1	15	77287899
cg26025944	0.0346697069872845	SCNN1G	16	23193717
cg26026726	0.847623925417736	NA	NA	0
cg26029248	0.0105910870010842	PFKFB4	3	48594205
cg26029902	0.635715033651481	RAB22A;PPP4R1L	20	56884425
cg26033681	0.199521815287657	SNRPN	15	25069376
cg26033710	0.458032145734041	TACR1	2	75426249
cg26035366	0.162619567273679	LRRC3B	3	26664621
cg26035463	0.0265698478306206	FBXO21	12	117627651
cg26035633	0.288311361935682	IDH3G;SSR4	X	153059444
cg26036443	0.0595553769406581	EHD2	19	48216402
cg26039806	0.0192795063640886	RNF121;LOC100133315	11	71639257
cg26041297	0.379097112408534	NA	NA	0
cg26043257	0.614013438755215	CD38	4	15780238
cg26043391	0.081912369137607	FBXO28	1	224302174
cg26044825	0.0139571043296209	NFIC	19	3358992
cg26045205	0.971236358932566	ACOT11;FAM151A	1	55088984
cg26045220	0.0202442982533492	C1orf194;KIAA1324	1	109656325
cg26045434	0.22846207017732	HR	8	21987861
cg26049501	0.0705005696948131	STARD13	13	33860056
cg26050734	0.620357621329467	TNRC4	1	151689032
cg26052367	0.0240353719935574	TMEM87A;GANC	15	42566151
cg26053787	0.59003145355528	NA	NA	0
cg26053864	0.274749008413461	ACTC1	15	35087635
cg26054395	0.018394863607107	MTF2	1	93545008
cg26054540	0.0106172295233668	NKD2	5	1009204
cg26055770	0.0893816803023814	PDZRN3	3	73674070
cg26057752	0.297382404141235	PGAM2	7	44104935
cg26059153	0.0346110104817914	MACROD2	20	13976190
cg26059632	0.150668545121238	SPRR2A	1	153030751
cg26060255	0.28258367177419	MRPS26;GNRH2	20	3025968
cg26061555	0.762630708146419	NA	NA	0
cg26061772	0.0340794468206098	CASC3	17	38296295
cg26062370	0.0833353853161385	NA	NA	0
cg26062856	0.768486856922153	ATP10A	15	26109425
cg26063872	NA	DEFB123	20	30028206
cg26065841	0.671356313203722	CHAC1	15	41244853
cg26065952	0.0720624807541402	MRPL21;IGHMBP2	11	68670825
cg26066361	0.809552343024269	CLEC7A	12	10282621
cg26069252	0.0206000697459649	EGR1	5	137800343
cg26069745	0.655379666947143	HOXA2	7	27142200
cg26071823	0.0357827545128879	DCAF11	14	24583182
cg26071978	0.0131467900632728	AGPAT9	4	84457011
cg26073060	0.787278257250564	EIF3I;C1orf91	1	32686736
cg26073856	0.720020714761841	FABP2	4	120243555
cg26074851	0.0113914558854813	SKP1	5	133512410
cg26079320	0.0392216415163381	POGK	1	166809407
cg26079992	NA	CDK5RAP1	20	31988906
cg26081162	0.0244412073960481	C6orf141	6	49518449
cg26081812	0.882496054115814	IL5	5	131880480
cg26082838	0.0707637267839342	FLRT3;MACROD2	20	14318410
cg26083396	0.00948752577658358	IMPDH1	7	128049885
cg26087862	0.368749740962587	ENSA	1	150602029
cg26088104	0.0257600282368437	C5orf34	5	43515152
cg26089280	0.0101932345112604	ARMC9	2	232063611
cg26090652	0.427943988915184	C1QTNF5;MFRP	11	119211440
cg26090660	NA	GDEP	4	80747125
cg26091119	0.0111699191243302	HIAT1	1	100503820
cg26091142	0.222953179149663	ISLR2;LOC283731	15	74423077
cg26091510	0.0311971026751262	LRIG2	1	113615592
cg26091679	0.0380828249329803	PCGF1	2	74735054
cg26091688	0.0265491511437731	ZNF200	16	3285403
cg26091981	0.814331096265026	LCT	2	136594866
cg26093148	NA	TNRC4	1	151690075
cg26093687	0.853952928160955	EIF3I;C1orf91	1	32686870
cg26093711	0.0273965350259532	VRK2	2	58273654
cg26095194	0.0152112042380581	DUSP1	5	172197489
cg26096837	0.750026128744259	FGF19	11	69519974
cg26097271	0.0197345539896434	MED6	14	71067346
cg26099316	0.722042285854777	ITIH3	3	52828794
cg26102760	NA	PASK;PPP1R7	2	242088848
cg26104204	0.0189054474863352	MAP3K10	19	40697425
cg26104206	0.308033364137564	PHYHIP	8	22089103
cg26104469	0.331302057926569	NA	NA	0
cg26105232	0.613666562064985	IL2RA	10	6105656
cg26106720	NA		1	28094306
cg26107778	0.0159056605283564	KIAA1407;QTRTD1	3	113775778
cg26109803	0.890186014659263	WNT8B	10	102222798
cg26111030	0.05507622169152	ERBB2	17	37856378
cg26111757	0.799795573361866	C20orf185	20	31642120
cg26112353	0.0290052846482733	BMP2K	4	79696708
cg26112639	0.486561384169459	NLRP3	1	247580106
cg26112901	0.574763529758724	NA	NA	0
cg26113512	0.0108063215631683	VILL	3	38035601
cg26114571	0.0137188569819194	BRUNOL5	19	3225002
cg26116103	0.0169880816033942	ATF1	12	51157776
cg26116400	0.487165771127582	FUNDC2	X	154254947
cg26116551	0.599340886687266	ZNF536	19	30863260
cg26117023	0.431454944297882	LOXL3;DOK1	2	74782096
cg26117431	0.924118402409413	LRRC39	1	100643544
cg26119740	0.0714344826659934	C2CD3;PPME1	11	73881915
cg26119796	0.77938168857374	RB1	13	48894595
cg26123414	0.0126452066538588	ORAOV1	11	69490316
cg26124016	0.0693512261403832	RARB	3	25469402
cg26125443	0.0181607634915069	POLR2G	11	62529213
cg26125600	0.425235770838891	PF4V1	4	74718978
cg26127679	0.0457622595576682	RAD51AP1;C12orf4	12	4648274
cg26128092	0.586362019788217	WDR8	1	3567550
cg26128441	0.871100094756238	P2RX3	11	57105339
cg26129270	0.0162070299600454	FZD5	2	208634933
cg26129916	NA	GGA3;MRPS7	17	73258208
cg26130726	0.0331339393109815	CYB5R4	6	84569839
cg26131019	0.0440846945609039	LRIG1	3	66550735
cg26131911	0.0121352575692769	RBBP4;ZBTB8OS	1	33116503
cg26132665	0.0277563706615333	C6orf165	6	88118362
cg26132853	0.0169606863086095	MIR1292;NOP56	20	2632587
cg26133068	0.254215789342039	SLC2A11	22	24199008
cg26134665	0.69606891479626	STX1B	16	31021544
cg26135325	0.661657315979064	LCE3A	1	152595322
cg26135716	0.0132019501681678	GLUL	1	182360902
cg26136776	0.926403686567072	KLF1	19	12998426
cg26137790	0.0120810893384672	SCARNA17;ACAA2	18	47340501
cg26137794	NA	ATP6V0A2	12	124196934
cg26138224	0.0269414199064922	PFAS;C17orf68	17	8152410
cg26139360	0.0121342713048228	IFRD2	3	50329883
cg26141626	0.0925023633643862	GPR37	7	124406188
cg26143719	0.540685468531888	C1QTNF6	22	37584227
cg26144265	0.019401942146899	BZW2;ANKMY2	7	16685680
cg26145103	0.071300695781063	TMEM136	11	120196505
cg26145228	0.55986991396552	NTNG1	1	107682504
cg26146086	0.0153050321793845	NA	NA	0
cg26147132	0.0278815121077845	PIGS	17	26898949
cg26147338	0.861139277879908	KRBA2	17	8274875
cg26147480	0.787865098391005	FAM175B	10	126490099
cg26147657	0.0192634505437032	TTC30A	2	178483882
cg26149550	0.578870945010757	KLK15	19	51334496
cg26149678	0.535403848799267	IL18BP	11	71709917
cg26149738	0.0627385957260705	KCTD15	19	34287125
cg26150490	0.43739820375288	SPACA5;ZNF182	X	47863595
cg26151310	0.0212945221673554	HLTF	3	148803905
cg26151675	NA	CNR2	1	24240069
cg26152597	0.0250225951056842	ZBTB20	3	114865874
cg26153631	0.26628301930676	HOXC10	12	54379056
cg26153642	0.817055585179234	HTR3E	3	183818368
cg26154999	0.65492469307871	FAM124B	2	225266346
cg26155152	NA	ZNF77	19	2943999
cg26155617	NA	DDO	6	110737501
cg26158194	0.673453507064009	LSP1	11	1874320
cg26158980	NA	CHRNA10	11	3692187
cg26159905	0.67100599809375	ASB10	7	150884914
cg26159933	0.861573274868484	CHIA	1	111832593
cg26160573	0.22276046875155	PTPN18	2	131113015
cg26162582	0.0429364753049658	KCNA6	12	4918391
cg26162695	0.0185332351199296	ELAC2	17	12921313
cg26163537	0.109227476133137	GRB10	7	50861592
cg26164184	0.825482678791299	FCN2	9	137771506
cg26164310	0.242591078560284	LPPR4	1	99729780
cg26165608	0.0112485392625252	LYRM4;FARS2	6	5261829
cg26168249	0.030487203588342	ZFYVE20	3	15140507
cg26168975	0.0211390023399901	C1orf58;AIDA	1	222887019
cg26170257	0.905087407283501	GZF1	20	23345093
cg26170660	0.285477601385252	GPX5	6	28493601
cg26171231	0.0324036070846177	CLCN3	4	170542171
cg26172108	NA	C7orf31	7	25220162
cg26174387	0.0333581793485989	TMEM30A	6	75994825
cg26174752	0.504722355321405	GPR63	6	97285948
cg26177629	0.0126835989915353	RAB18	10	27793549
cg26179948	0.0339765759890483	JAZF1	7	28220645
cg26180557	0.930824526343801	POU6F2	7	39045789
cg26181372	NA	ALDOB	9	104198262
cg26183662	0.0377358685862032	NFAT5	16	69599438
cg26185508	0.309509628234051	CDCP2	1	54619445
cg26186727	0.365928156380227	NETO1	18	70534534
cg26187237	0.0269529325654085	IGFBP2	2	217498574
cg26189983	0.533129488170488	TNFRSF1B	1	12227700
cg26190136	NA	IDH3A	15	78441442
cg26191951	0.404765243554254	NA	NA	0
cg26194560	0.0496931220449315	GTF3C3	2	197664318
cg26195577	0.0398645608423253	C20orf3	20	24973756
cg26195812	0.43269764799762	DPYSL5	2	27071332
cg26196700	0.0156385270510029	SORD	15	45315430
cg26197220	NA	TSC22D1	13	45150229
cg26198776	0.0203761511079409	EIF3F	11	8008872
cg26198807	0.569146233119875	C11orf49	11	46957758
cg26199493	0.151446622939357	LIN9	1	226497589
cg26200580	0.212567334419713	FAM120B	6	170615273
cg26200585	0.77725634712789	PRX	19	40919245
cg26201213	0.231832289629422	MGMT	10	131265796
cg26201579	0.0119374356456978	MTO1	6	74171602
cg26202340	0.041541571991237	TIRAP	11	126152357
cg26203861	0.596049591770962	SHISA4	1	201858661
cg26205131	0.0194974778581445	SLC6A3	5	1444878
cg26205432	0.525735665398016	NA	NA	0
cg26206598	0.527590932299802	PREX1	20	47445432
cg26207503	0.662956786674978	MYF5	12	81110749
cg26208930	0.82421216648249	TP73	1	3607425
cg26209058	0.0413325900397	EIF5A2	3	170626521
cg26209676	0.0789128423087723	ZNF581;ZNF580	19	56154382
cg26211698	0.0202223268491897	NA	NA	0
cg26212229	0.946965020373968	SNRPD1	18	19191611
cg26212924	0.0138115371512386	CYC1	8	145150439
cg26215428	0.732649706130628	PKD2	4	88928251
cg26215727	0.203240364660571	SCNN1A	12	6485537
cg26216632	0.719587577462103	NA	NA	0
cg26217633	0.0189744012326185	NLE1	17	33469413
cg26218269	0.876237383938222	LRBA;MAB21L2	4	151503227
cg26219051	0.191684996226245	SCUBE1	22	43739629
cg26220350	0.139798483773323	NA	NA	0
cg26220985	0.572706522934175	DPT	1	168698349
cg26221491	NA	C20orf173	20	34117195
cg26221631	0.0167589157117515	BARX2	11	129245988
cg26222045	NA	LOC728276	16	19296856
cg26222229	0.0224370759048511	PPIL1	6	36842844
cg26222407	0.393232127769444	STAG2	X	123094884
cg26223987	0.0147011278793803	ZDHHC14	6	157802912
cg26224139	0.861143977964623	NA	NA	0
cg26226968	0.0131373158771633	SMARCAD1	4	95129010
cg26227005	0.710685936607464	ELAVL4	1	50574517
cg26227465	0.731302012623173	IFNG	12	68553577
cg26228569	0.0223148436479182	MED27	9	134955334
cg26229274	0.0113544289829485	SLC22A4	5	131629510
cg26229607	NA	ARHGAP29	1	94703098
cg26229648	0.923604997467327	ZFP91-CNTF;CNTF	11	58390406
cg26232005	0.106681230154586	SMOX	20	4130229
cg26232187	0.0106507680754359	NTRK3	15	88799300
cg26232558	0.841015498465401	OR3A1	17	3195808
cg26233209	0.190009485984144	ATG12;AP3S1	5	115178764
cg26233253	0.520150661940776	SLC35E4	22	31032613
cg26233468	0.00769393091160391	TRIM46;KRTCAP2	1	155145786
cg26233529	0.0111308074769732	DCAF10	9	37801319
cg26233914	0.308436648080043	ITGAX	16	31366536
cg26235710	0.0271938789080509	C1orf216	1	36184717
cg26238727	0.918540609158949	UGT1A10;UGT1A8	2	234545110
cg26239051	0.0174079405246258	EHBP1	2	62933278
cg26239233	0.180244326332508	CIITA	16	10970801
cg26240353	0.0175202388210932	LTA4H	12	96429271
cg26240433	0.0364844436025619	DDX24;IFI27L1	14	94547826
cg26240939	NA	LYRM1	16	20913414
cg26244225	0.648801328624063	APOLD1	12	12938082
cg26245011	0.0102833978496916	NA	NA	0
cg26245202	0.809366276028925	ELK4	1	205602864
cg26246138	0.572240569225958	SCML2	X	18372612
cg26246296	0.00964551035002745	TXN	9	113018794
cg26247501	0.801049239381412	NA	NA	0
cg26248486	0.0126637714786996	BBS10	12	76742361
cg26251101	0.0454207780318154	RHOQ	2	46768944
cg26251865	0.386503739252143	IRGC	19	44220214
cg26252167	0.210825642328393	GPR6	6	110300573
cg26255649	0.0117711159986427	L2HGDH;ATP5S	14	50778895
cg26255848	0.131745824862938	NA	NA	0
cg26256793	0.295258561082109	COL11A1	1	103574469
cg26258330	0.0288272791045345	ZFAND1	8	82633130
cg26258845	0.0284354954815874	ADAM23	2	207308087
cg26259363	0.879659318100643	DES	2	220282281
cg26259575	0.0122807118289795	TUBB	6	30687946
cg26259610	0.0214758464654873	BUD31;PDAP1	7	99005923
cg26259865	0.536244643333784	ZG16B	16	2880359
cg26260201	0.0112696316200647	REEP6;PCSK4	19	1490631
cg26260350	0.0181559446883457	OTX1	2	63277932
cg26261431	0.023989516378775	PBK	8	27695615
cg26264314	NA	NLRP5	19	56510965
cg26265060	0.0290734485512395	NA	NA	0
cg26265187	0.970506385885156	PAN2	12	56728980
cg26266098	0.0661962166041114	LZTS2	10	102756795
cg26266326	0.874186747859097	NA	NA	0
cg26267038	0.597318131808282	CNKSR2	X	21392988
cg26267310	0.582718979124988	PLEKHA4;HSD17B14	19	49340593
cg26267341	0.0149214091739737	BIRC5;EPR1	17	76210490
cg26267561	0.937228213596025	OXT	20	3052224
cg26270746	0.321297707939017	GSX1	13	28366498
cg26271255	0.0170874647597145	ARHGAP12	10	32218319
cg26272237	0.0125248025405268	CARS2	13	111358862
cg26276530	0.0184117144846653	CMAS	12	22199522
cg26277709	0.0141291254751425	C9orf3	9	97488940
cg26277809	0.02035666686379	M6PR	12	9102068
cg26279025	0.404332205638209	IL11	19	55882154
cg26282150	0.0869465805053772	GNAI3	1	110091625
cg26282384	0.395140526403138	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGB4;PCDHGA7;PCDHGB2;PCDHGB3	5	140767200
cg26284390	0.0403183330623642	FAM55C;NFKBIZ	3	101546697
cg26285698	0.694772338311083	C16orf54	16	29757334
cg26286036	0.0126084430647245	UBE2L3	22	21922412
cg26287783	0.0211470120298591	C6orf64	6	39083072
cg26287988	NA	BAGE4;BAGE2;BAGE3;BAGE5;BAGE	21	11098970
cg26288160	0.0164337302587469	C1orf56	1	151020733
cg26289824	0.0191268638835335	AASDHPPT;KBTBD3	11	105948485
cg26289880	0.0304412028591791	C21orf45	21	33651512
cg26292028	0.845307302926326	MYO1H	12	109878728
cg26292864	0.0175853236945014	ITM2C	2	231729785
cg26293512	0.468746201715804	TEPP	16	58010433
cg26294551	NA	GP5	3	194120827
cg26294850	0.0320214858889039	NA	NA	0
cg26295990	0.0172554040544502	ZNF768	16	30538342
cg26297688	0.0279833474692826	C12orf23	12	107349093
cg26298099	0.812547991184659	ESRRB	14	76837758
cg26299767	0.405311182108855	REM1	20	30062987
cg26301689	0.990876429876995	PAQR9	3	142681704
cg26301777	NA	NAA16	13	41884544
cg26301908	0.0189434170393704	SOCS1	16	11350915
cg26303908	0.0237952852885439	GNPDA2	4	44728763
cg26304237	0.14808206189678	DNAJC6	1	65730384
cg26306976	0.938794176028615	ITGB1BP1;CPSF3	2	9564901
cg26309134	0.0184686365411373	ZNF542	19	56879571
cg26309498	NA	EDAR	2	109607038
cg26309951	0.223445558375376	MORF4L2	X	102941669
cg26312150	0.378158911414622	TWIST1	7	19156550
cg26312920	0.294850165551627	NEUROD6	7	31380390
cg26314781	0.111632226937857	NA	NA	0
cg26315493	0.0274150010881152	VCP	9	35071724
cg26315802	0.116304039516135	TAPBP	6	33281972
cg26316946	0.530937210598096	GRIK2	6	101846967
cg26317056	0.0475196074318529	NNT	5	43602919
cg26317111	0.952456828600237	UBE2U	1	64669415
cg26320696	0.0716912501580726	PARVA	11	12399109
cg26322315	0.550789416763151	NA	NA	0
cg26323655	0.503869435404151	RAD54B	8	95448685
cg26324201	0.0339539910694431	CDK7	5	68530549
cg26324973	0.00873350932596548	MAP3K3	17	61699501
cg26328002	0.0388203503795811	APCDD1	18	10455463
cg26328611	0.624132140541082	EDA2R	X	65835992
cg26330371	0.0768890184190967	NA	NA	0
cg26331192	0.0148985711970701	GMNN	6	24775229
cg26331247	0.541525934526211	LOC284805	20	31239171
cg26332534	0.0343613970772694	HTR7	10	92618063
cg26333317	0.0962368801164062	METTL7A	12	51319063
cg26333591	0.0333566413417077	PTPN4	2	120517049
cg26333641	0.914304912805322	IL22	12	68647015
cg26335299	0.0679650119764669	C16orf86;C16orf48	16	67700143
cg26336164	0.00786306309869832	FEM1A	19	4791680
cg26336277	0.0275604097829244	FYTTD1;KIAA0226	3	197476294
cg26339797	0.0244119315363298	DBT	1	100715363
cg26344532	0.354503196520233	PDX1	13	28494174
cg26347745	0.0334364958526525	IFT122;MBD4	3	129159008
cg26349773	0.786424834245185	TMEM213;ATP6V0A4	7	138483273
cg26350286	0.022441919123253	ESRP1	8	95652691
cg26350691	0.0334117480919298	ZNF646;ZNF668	16	31084486
cg26352374	0.0105505452832593	CCDC102A	16	57570280
cg26353877	0.517581346953542	APCS	1	159557886
cg26354238	NA	RQCD1	2	219434613
cg26354398	0.877513649129887	RGS3	9	116224036
cg26354413	0.0221948584436572	SUV39H2	10	14920263
cg26356176	0.0251297232280353	SNX18	5	53813380
cg26357241	0.0324460018545052	STXBP3	1	109289876
cg26357453	0.0575267577148044	DHRS7B	17	21030054
cg26357744	0.0264178552813995	RASSF1	3	50374304
cg26358059	0.0106531331193271	GSTO1	10	106014893
cg26358246	0.0220661144601373	PHTF2;TMEM60	7	77427873
cg26359204	0.0150921951511579	NKX6-1	4	85419877
cg26359240	NA	LRRC50;HSDL1	16	84179959
cg26360732	0.053235094299612	PPP1R2	3	195269834
cg26361780	NA	CPB1	3	148545789
cg26361928	0.0168393378764176	G3BP1	5	151151522
cg26363196	0.423201196218064	ST6GALNAC3	1	76540236
cg26365553	0.0182565995473026	MADD	11	47290613
cg26365668	0.617788818315443	MRPS18C;HELQ	4	84375973
cg26365854	0.511107042287596	ALX4	11	44330903
cg26366091	0.10266332110386	CHI3L2	1	111770274
cg26368842	0.479319683684714	PIP4K2A	10	23004020
cg26369642	NA	FAM110B	8	58987333
cg26369667	0.00959142832441362	YAP1	11	101981789
cg26371206	0.0663607101113914	BFSP1	20	17512208
cg26372517	0.503735231819285	TFAP2E	1	36039159
cg26372557	0.985764387145115	TICAM1	19	4818615
cg26374101	0.0256386945889161	ARRDC1	9	140500813
cg26376809	0.00846613124015087	USP13	3	179370824
cg26377677	0.588079256073645	FURIN	15	91412118
cg26379475	0.839793033309315	SH2D1B	1	162381781
cg26380756	0.0087587455828186	JOSD1	22	39097154
cg26381263	0.959122982510175	PPP2R2D	10	133747940
cg26381783	0.099350457199224	KANK1	9	505235
cg26382071	0.0229718151636351	KIAA0753;TXNDC17	17	6544903
cg26384034	0.0316421145154685	MRAP2	6	84744055
cg26385222	0.337857229021866	TMEM176B;TMEM176A	7	150497077
cg26385286	0.296314698227089	GCNT2	6	10527815
cg26385743	0.91485349686726	IMP4	2	131101463
cg26387998	0.0226956254593512	HELZ	17	65241484
cg26388152	0.0493803703885919	CORO6	17	27944453
cg26389232	0.928758687319603	SNORD116-1	15	25296693
cg26390526	NA	FLG	1	152299078
cg26391080	0.728181953219098	SH2D4B	10	82297397
cg26392924	0.171111798808903	SLC23A1	5	138718812
cg26393983	0.0167367487590247	NDC80;METTL4	18	2571747
cg26394380	0.661915754657008	SFTPB	2	85896001
cg26394737	0.0283505012040376	ABHD4	14	23067081
cg26394940	0.0287705895908069	C22orf26;LOC150381	22	46449461
cg26399035	NA	THUMPD1	16	20753649
cg26399113	0.392699425208516	OGT;BCYRN1	X	70752639
cg26399201	0.0271029642755625	ANKRD43	5	132149404
cg26401870	0.508225891984	NPM2	8	21882439
cg26402828	0.0225201332158538	PCK2	14	24563435
cg26403198	0.0112943422047142	FBXL6;GPR172A	8	145581686
cg26404725	0.896012786773153	CYP26C1	10	94819802
cg26406994	0.0404156065929973	RAP1GDS1	4	99182798
cg26408003	0.976445582521059	HAUS4	14	23427086
cg26408937	0.0174221371333965	DDB2	11	47236587
cg26409237	0.827508217044227	SLC2A9	4	10041000
cg26410550	0.660819353990639	PAR5;SNORD64	15	25229256
cg26411702	0.0485706165099907	NPM2	8	21881998
cg26412379	0.428881023865293	NLGN4X	X	6147299
cg26413355	0.0196036382403152	FAM151B	5	79783674
cg26413827	0.0513956474089403	DACH1	13	72441184
cg26414720	NA	MAGEA1	X	152487462
cg26414731	NA	PSMF1	20	1093776
cg26415633	0.326953743492648	KLK1	19	51327356
cg26415655	0.708062468156905	NA	NA	0
cg26416466	0.53735731025037	MEGF11	15	66546708
