Hybridization REF	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05
cg24264506	0.0185774335107191	NA	NA	0
cg24264578	0.964693727745903	OR2C1	16	3405902
cg24265806	0.0345997173387345	FAM126A	7	23053737
cg24266238	0.0325555847447944	PFN2	3	149689668
cg24266542	0.0131423535314579	POLR3B	12	106752006
cg24267801	NA	COX6C	8	100905507
cg24269276	0.0246802092987152	SFRS1	17	56084441
cg24269657	0.350258639713399	F7	13	113759771
cg24269846	0.0079112626847566	PRIM1	12	57146087
cg24270244	0.0114116521013708	RBM7;C11orf71	11	114271111
cg24272559	NA	FMO9P	1	166572716
cg24272907	0.10171775328193	RIMBP2	12	131002918
cg24273512	0.0753673642558001	POPDC3	6	105628147
cg24274272	0.989902387563831	DNAI2	17	72278023
cg24274600	0.0106301968821069	RHOBTB3	5	95066816
cg24275354	0.0263206235463022	NDUFA10	2	240964415
cg24276445	0.80900938256427	CNR1	6	88854953
cg24276491	0.634884446090825	EAPP	14	35009492
cg24278076	NA	PLS1	3	142340931
cg24278423	0.0572908441088943	FOXA3;SYMPK	19	46367240
cg24283842	0.0183869531490771	RPLP1	15	69745592
cg24284910	0.0478479022922496	SNX14	6	86302808
cg24286301	0.327710701623916	GUCY2F	X	108725540
cg24286767	0.0147259535196757	RNF181	2	85822592
cg24287460	0.950782065969584	CCDC48	3	128748026
cg24289167	0.0656793872855919	POLR3A	10	79789219
cg24290574	0.214086564585109	CPA3	3	148583152
cg24291845	0.0198092625195331	WBP2	17	73851885
cg24292612	0.167008012081102	DEFB1	8	6735472
cg24293567	0.0315895941581645	C9orf98;C9orf9	9	135754124
cg24297976	0.0157897723993251	WDR35	2	20189487
cg24298280	NA	RNF217	6	125305108
cg24300924	0.00965822977384809	SLMO1	18	12407808
cg24302095	0.0134237925246248	GRB10	7	50861049
cg24304712	0.0106079906481524	C1orf101	1	244624785
cg24304714	0.0867313205907028	LCE1C	1	152779374
cg24305835	0.0168935560215457	SDHB	1	17380585
cg24306924	0.0125014990320632	GPT2	16	46918433
cg24307225	0.0155891883515959	CSNK2A2	16	58231550
cg24309555	0.0746059042389615	APOB	2	21266956
cg24310246	NA	RAX2	19	3773172
cg24311282	NA	SIGLEC11	19	50464887
cg24311382	NA	CTGF	6	132272408
cg24313770	0.0596893020433341	RRP15	1	218458267
cg24315815	0.325910197238395	PLSCR4	3	145969579
cg24315860	NA	SRPK2	7	105029492
cg24317255	0.439135744479449	RGS17	6	153452233
cg24318412	0.00770103773750656	ASH2L	8	37962972
cg24319545	0.0418022360112242	H2AFV	7	44887278
cg24320643	0.0383040257854095	ADAM17	2	9695596
cg24321030	0.0095166673366044	SLC46A3	13	29292888
cg24322623	0.38165492703878	MYOD1	11	17740430
cg24323031	0.0418252966766909	PAQR8	6	52227260
cg24323434	0.0137773753483581	SERF2	15	44084878
cg24323726	0.3632488729906	ZBED2;CD96	3	111314186
cg24324379	0.0317660209287924	IDH1	2	209119750
cg24325790	0.945844377551962	CCL23	17	34345392
cg24326142	0.0263485199119461	CSF1	1	110453144
cg24329374	NA	NIPSNAP3A	9	107510068
cg24329717	0.965991006094003	P2RX3	11	57106093
cg24329794	0.0391962993960247	GRSF1	4	71704884
cg24330042	0.0137427721312994	GSTT1	22	24384159
cg24330485	0.0150318125401237	EEF1B2;NDUFS1	2	207023983
cg24331079	0.967719525639072	STAT4	2	192016205
cg24331162	0.317909865338201	SYT8	11	1855665
cg24332422	0.375776883799137	APC	5	112073686
cg24332433	0.0428705916399323	SLC39A11	17	71088903
cg24333473	0.501370390828795	ZNF597;NAT15	16	3493428
cg24334790	0.0192792246078021	ARL5A	2	152685205
cg24334879	0.0147778944956796	NKTR	3	42642248
cg24334983	NA	ANXA11	10	81965683
cg24335149	0.915582187502937	PLA2G5	1	20397074
cg24335895	NA	COX7A1	19	36643771
cg24336531	0.0193872237755682	ARL6IP5	3	69134303
cg24337809	0.0104120668113516	BTG2	1	203274882
cg24338843	0.661209112047739	C1orf158	1	12806667
cg24340657	0.7472584530151	KRT24	17	38859934
cg24340926	0.618797437484407	RAB33A	X	129305036
cg24341129	0.423171351708723	BNC2	9	16727830
cg24341177	0.0363185003902116	DIABLO	12	122710506
cg24341220	0.0135791145056543	RETSAT;ELMOD3	2	85581729
cg24341236	0.309049079722199	BRCC3;MTCP1;MTCP1NB	X	154299853
cg24341536	0.0177383219836659	SQSTM1	5	179247663
cg24341800	0.39918795648282	ACAT1	11	107992076
cg24341944	0.109471946486747	RSRC1	3	157827791
cg24342628	0.0197581682311933	KDM1B;TPMT	6	18155101
cg24343515	0.0111677734710974	PI4K2A	10	99400468
cg24345138	0.0324804105970512	KLHL25	15	86337433
cg24345247	0.0311806209224289	HIST1H4A	6	26021916
cg24345793	0.0490038154025336	USP5;CDCA3	12	6960807
cg24346429	0.346484154165501	GNAS	20	57428032
cg24346637	0.889777206087827	UBL4B	1	110655292
cg24349555	0.006803861351094	HECA	6	139456526
cg24352499	0.196576898577535	NA	NA	0
cg24352530	0.132899759873806	ABCG2	4	89080423
cg24352688	0.376048806979706	TRAPPC2;OFD1	X	13751727
cg24352736	0.00846688017760105	YIPF2;C19orf52	19	11040012
cg24353217	0.939712503779747	MYL2	12	111358188
cg24353466	0.0105110852070145	RNF13	3	149530978
cg24353833	0.0247456297635691	NRM	6	30658612
cg24354652	NA	PTAFR	1	28502908
cg24355006	0.968608635669294	CSNK1G2	19	1969744
cg24355048	0.574980525819432	CTSG	14	25045028
cg24355091	0.350055518526069	NA	NA	0
cg24355174	0.0506679672172182	C11orf60	11	118436523
cg24356289	0.00841613427322136	NA	NA	0
cg24356544	NA	OGDHL	10	50970863
cg24356797	0.164104269956706	UBA52	19	18682387
cg24357161	0.535136769155963	RCVRN	17	9810114
cg24358465	0.613859812549083	HIST1H2AG;HIST1H2BJ	6	27100860
cg24358529	0.0233048272052057	PPIE	1	40204662
cg24362016	0.361673860054873	ZNF44	19	12406154
cg24362401	0.044954880413461	PIK3C3	18	39535226
cg24362726	0.0847810639438756	SCLT1;C4orf33	4	130013618
cg24363955	0.903647604608399	C5orf23	5	32788467
cg24364574	0.0541017768001498	PREX1	20	47443694
cg24365013	NA	CLRN1;CLRN1OS	3	150691910
cg24365867	0.74862216096762	MRVI1	11	10715595
cg24371157	0.00917374943521103	LOC282997;PDCD4	10	112631335
cg24371225	0.00803451948409661	MGC42105	5	43192392
cg24371383	0.0633866169925482	CEP55	10	95256104
cg24373308	0.015059274960109	BAG2	6	57036955
cg24373760	0.046730357318651	LGR5	12	71834237
cg24376537	0.416434215280781	DLG3	X	69665103
cg24377133	NA		8	144170375
cg24378421	0.829361185035452	MTMR9	8	11141365
cg24382521	0.838673869671725	C7	5	40908228
cg24384676	0.0365797270312045	SLC25A21;LOC100129794	14	37641964
cg24385322	0.0213455561444838	RELL2;HDAC3	5	141017773
cg24386906	0.0194446834805212	DSE	6	116692844
cg24387380	NA	GABRA5	15	27159158
cg24387818	0.0990578164041292	POF1B	X	84634756
cg24388263	NA		19	4241983
cg24389347	0.726166227910775	C3orf22	3	126277693
cg24389359	0.755193388139339	CCDC63	12	111284228
cg24391122	0.0170275916823259	SNAPC2	19	7986137
cg24392274	NA	C9orf16	9	130921842
cg24392479	0.0270794860314148	ASPSCR1	17	79934870
cg24392574	0.979377090324638	CALML5	10	5541423
cg24394865	0.0181082527280386	MRPL11	11	66206319
cg24396745	0.710862952066923	HCN4	15	73660614
cg24399106	0.0334546413904657	MGC45800	4	183065224
cg24399405	NA	C16orf35	16	189577
cg24399529	NA	MIR548H4;TMEM84	15	69373153
cg24400943	0.814750688336312	C11orf64	11	60383099
cg24401441	NA		20	21679843
cg24401912	0.0346792525249591	STYK1	12	10826432
cg24402880	0.556175968310742	PLAC8	4	84035837
cg24403722	0.0250306028809385	EGR3	8	22550720
cg24404909	0.0342781489266369	INF2	14	105175111
cg24405636	0.0316304750226377	ZNF526	19	42724150
cg24407065	0.943211741267876	BLZF1;NME7	1	169335802
cg24407308	0.0268723730544676	DGKZ	11	46354997
cg24408199	0.0222837362077139	EIF2B5	3	183852724
cg24408313	0.0966131945963612		18	60988465
cg24408511	0.967834377763756	C12orf51	12	112711543
cg24408817	0.0595046036296973	CCNL1	3	156878512
cg24409107	0.00870063668195667	GALE	1	24127262
cg24411312	NA	ST14	11	130028844
cg24412846	0.0546661950074155	NA	NA	0
cg24414089	NA	MRC2	17	60705329
cg24414383	0.836658570022946	KRTAP1-1	17	39198944
cg24415468	0.421537588529946	ZNF711	X	84499079
cg24417499	0.156818780798704	HPCA	1	33351653
cg24418574	0.0987191917587772	NA	NA	0
cg24420778	0.0242971527907231	PRDX6	1	173445979
cg24421410	0.753918836973007	HLA-DMA	6	32920220
cg24422489	0.939926398626217	FCGR2A	1	161474976
cg24423088	0.240660106051561	KRTAP8-1	21	32185365
cg24424381	0.0348879573866645	WDR93;PEX11A	15	90233857
cg24426405	0.0971432786044418	AGR2	7	16844852
cg24427660	0.271246205232082	PNPLA2	11	818892
cg24428042	0.0134170800268886	ECHDC3	10	11784408
cg24428760	0.0559960325413479	RALY	20	32582025
cg24428913	NA	WAS	X	48541432
cg24429836	0.228771609331736	LDHD	16	75150744
cg24430616	NA		8	23320416
cg24432073	0.0598824480550645	CDKL2	4	76555634
cg24432916	0.492022093657182	SOX3	X	139587479
cg24433189	0.0738674488462702	SSTR5;LOC146336	16	1128689
cg24434118	0.0113662132895038	TP53INP1	8	95961556
cg24435562	0.13442103715768	NA	NA	0
cg24435704	0.966862925455286	PARP12	7	139763773
cg24438217	NA	PDS5A	4	39980114
cg24438655	0.0203275641619453	KPNB1	17	45727598
cg24440147	0.75136456944996	NA	NA	0
cg24441350	0.0126162115679498	NA	NA	0
cg24441911	0.931955358734917	RBP5	12	7280988
cg24442290	0.0763736577536999	C20orf111	20	42838850
cg24443136	0.530863692078302	ATP2B3	X	152801587
cg24443250	0.468695553160793	TNFSF8	9	117693010
cg24443367	0.903977937033459	NA	NA	0
cg24443885	NA	ZNF227	19	44716952
cg24443925	NA	NCOR1	17	16118806
cg24444408	0.0403776421819219	KLHDC4	16	87799134
cg24445405	NA	MIS12	17	5391238
cg24446548	0.0794063954177934	TWIST1	7	19157263
cg24447042	0.580909932004267	SMARCA1	X	128657893
cg24447890	0.873955166966602	LMAN1L	15	75105144
cg24448231	0.0222272010856432	SNORD12B;C20orf199;MIR1259;SNORD12C;ZNFX1	20	47895529
cg24448259	0.191767629130705	CPVL	7	29186110
cg24449371	NA	CIB2	15	78424141
cg24450157	0.0174677732046621	DHX16	6	30640543
cg24450312	0.0992939853146392	RASSF5	1	206681158
cg24450631	0.181605101233187	IGF2BP2	3	185542709
cg24453353	0.0205352231661386	HIST1H4C	6	26104185
cg24453664	0.0670369882961026	CD59	11	33758413
cg24454143	0.0371043475221868	FLT3	13	28675265
cg24454435	0.0368397657254458	NAA50	3	113464350
cg24454579	NA	BIRC8	19	53794794
cg24456340	0.919487665814208	ABI3;GNGT2	17	47286483
cg24457403	0.868277337298369	KRT16	17	39770337
cg24457521	0.0141735932539036	ATP5E	20	57607420
cg24459023	0.0646924809327519	MED26	19	16739945
cg24459209	0.189246017451036	PRG3	11	57148215
cg24459563	0.911187770291036	CACNG1	17	65040609
cg24461814	0.855969745419627	KRT84	12	52779281
cg24467291	0.0574535869500149	CLIP1	12	122907814
cg24468890	NA	HDAC1	1	32757294
cg24469114	0.0211662284538632	SNHG3-RCC1;SNHG3	1	28832988
cg24469803	0.0469180059597946	POLR3A	10	79789416
cg24469977	0.903248451033671	PLXNA4	7	132333391
cg24471268	0.0197705077382906	SPSB2	12	6982806
cg24471555	NA	FAM160B2	8	21946112
cg24471867	0.0415223207073633	MLL4;ZBTB32	19	36207871
cg24471894	0.0633206466378364	KIAA0020	9	2838508
cg24473385	0.0142095995540618	ZNHIT3	17	34842439
cg24473633	0.0126238838356776	DENND3	8	142138319
cg24474182	0.887916673742861	MED12L;P2RY13	3	151047307
cg24474998	0.0122316019115783	GDE1	16	19533603
cg24475171	0.345287098010795	C9orf78;USP20	9	132598886
cg24476569	0.0938785460881238	ABCC4	13	95954382
cg24477567	0.292837439849322	EPOR	19	11495295
cg24477636	0.69980995256602	NA	NA	0
cg24478145	0.060773315862076	SCFD1	14	31090880
cg24478387	0.0526214659318742	SUMF2	7	56131848
cg24478630	0.149208203057477	MOGS	2	74692696
cg24480194	0.0475175196004501	GGA1	22	38004444
cg24480859	NA	SLC2A5	1	9129791
cg24481163	0.245011020815396	NA	NA	0
cg24481633	0.0130223209169384	DOCK4;ZNF277	7	111846146
cg24482053	0.0211086846116673	MLH3	14	75518003
cg24482234	0.0226041346418194	GDF1;LASS1	19	19006439
cg24484103	0.035035380850471	VRK3;ZNF473	19	50528836
cg24484296	0.739075507834247	ZNF320	19	53395225
cg24485466	0.00977902420037193	KIF14	1	200589999
cg24488435	0.0229942289563025	SMUG1	12	54583029
cg24489015	0.449818902560791	LPO	17	56316162
cg24489034	0.544143240608457	NA	NA	0
cg24489237	0.0454620242315241	PBX1	1	164529170
cg24490338	0.555248989318701	TPM3	1	154164054
cg24490859	0.0129859899200006	MAGEF1	3	184429760
cg24492022	NA	RPS15A	16	18802110
cg24493940	0.0403662612987354	MMP17	12	132313678
cg24494008	0.0891401159653202	IFT80;SMC4	3	160116838
cg24494556	0.0114143685045129	ZNF33B	10	43134100
cg24495017	0.150546858417959	PITX1	5	134370530
cg24496423	0.553621880830896	SRPK3	X	153046480
cg24496666	0.661378687534027	GIPC2	1	78511979
cg24497270	0.00900832953824705	SLC25A39	17	42401753
cg24497819	0.761423626897126	SELPLG	12	109027683
cg24497877	0.0253538935756281	PUSL1;ACAP3	1	1244060
cg24498554	NA	CSH1	17	61974237
cg24499411	0.937094826678216	TNS3	7	47580247
cg24499839	0.021418229113668	TSNAX-DISC1;DISC1	1	231762238
cg24500683	0.0321043499634136	PTP4A1	6	64281771
cg24502084	0.0226810083001697	ROBLD3;UBQLN4	1	156024674
cg24504986	0.0173243458582598	ZNF346	5	176449842
cg24505122	0.94706933768713	WNT5B	12	1726292
cg24505341	0.76488837679926	CADPS	3	62861544
cg24505375	0.571703155621837	NA	NA	0
cg24505527	0.0350777391241232	NKIRAS2;DNAJC7	17	40168900
cg24506604	0.369549136126787	KRT80	12	52579502
cg24507762	0.452203787180712	KCNB1	20	48099890
cg24509668	0.118568989666691	SSPN	12	26348529
cg24511534	0.364114891132856	RP2	X	46696351
cg24511869	0.0152862493961474	RELB	19	45505543
cg24512303	0.263694900811151	HNF4G	8	76452152
cg24512400	0.59175173424902	KLK10	19	51522561
cg24512973	0.125110198359216	MUC1	1	155161784
cg24513045	0.0844406238293198	RGS19;OPRL1	20	62711519
cg24514921	0.029413678208542	VPS54	2	64246311
cg24515202	0.0397931302642233	TTC9C;HNRNPUL2	11	62495977
cg24516061	0.0108093912043261	RGS19;OPRL1	20	62710773
cg24516901	0.470265923697851	FAM124B	2	225266801
cg24517042	NA	CAV3	3	8774409
cg24517609	0.042790876773184	SSR3	3	156272814
cg24520070	NA	C14orf48	14	94462337
cg24520800	0.0157393815054473	CAGE1;RIOK1	6	7389821
cg24522076	0.291910442576334	FOXO4	X	70316254
cg24523000	0.0751343382632995	GABRA1	5	161273839
cg24523456	NA	HLCS	21	38363160
cg24523758	0.0163108786591793	UBE2E3	2	181845005
cg24524435	0.0245160180123833	UCKL1AS;UCKL1;ZNF512B	20	62588125
cg24525573	0.585165931013692	C1orf64	1	16330784
cg24526899	0.583406038736994	BMP4	14	54424149
cg24527001	0.0131619685368139	NDUFB1;CPSF2	14	92588234
cg24528447	0.0395131918733046	NR2F1	5	92918517
cg24528523	0.110864000249281	SLC22A18AS;SLC22A18	11	2923808
cg24529858	0.190839588066368	F11	4	187186949
cg24530795	0.387615530076658	FAM109A	12	111807189
cg24532476	0.920627327037694	CHFR	12	133424566
cg24532669	NA	BRMS1	11	66112147
cg24535573	0.0444089493783689	TMEM51;C1orf126	1	15478961
cg24541550	0.745209606537123	MRVI1	11	10715360
cg24543400	0.0318306648758371	TRIB2	2	12857652
cg24545967	0.744809327952404	SH2D3C	9	130540941
cg24546463	0.0690203544536136	SNX31	8	101662053
cg24546942	0.377368885085102	SERPINB4	18	61310626
cg24547948	0.0388711639466769	ADPRHL2	1	36554901
cg24549085	0.0588385380621535	RTEL1	20	62289802
cg24549507	NA	C6orf145	6	3752754
cg24552358	0.909846503145692	NA	NA	0
cg24552431	0.00889536089522176	ATAD1;CFLP1	10	89577906
cg24555600	0.521006301527855	DHRS4;C14orf167	14	24422956
cg24555656	0.0142781004471187	TAF6;CNPY4	7	99717359
cg24556026	0.245820521796094	GNE	9	36258971
cg24558204	0.0232195879275518	HBS1L	6	135376177
cg24560809	0.969199229535165	PROM2	2	95939339
cg24562819	0.0409522267285466	THBD	20	23029806
cg24568646	0.580706219142096	CCT8	21	30446238
cg24570987	0.0060406733702763	NA	NA	0
cg24573310	0.0322262127627168	CISD1	10	60029455
cg24573501	0.533146904849154	F2RL1	5	76114373
cg24574111	0.972897799655283	LPAR3	1	85331084
cg24576270	0.0118533141732731	CUGBP1	11	47574547
cg24576425	0.183778014143302	GALNT5	2	158114404
cg24576735	0.0114175418908704	MARVELD1	10	99473759
cg24577137	0.0604358540423468	C1orf27;TPR;MIR548F1	1	186344558
cg24579667	0.254578286937005		2	157280411
cg24579896	0.0354660127096229	C14orf33;KTN1	14	56047964
cg24580001	NA	CCDC88B	11	64106532
cg24580056	0.957889058382671	MGMT	10	131321587
cg24580185	0.0283674805010204	WDSUB1	2	160143534
cg24580526	0.0160197133834373	CDK2AP1	12	123756739
cg24580782	0.9649745135752	NR0B2	1	27240365
cg24582500	0.14686860678618	GLRX3	10	131934763
cg24585690	0.451639133903665	IL9	5	135231514
cg24587268	0.00932593009983692	OSBPL2	20	60813121
cg24588599	0.0180920814959901	GPN3;C12orf24	12	110906317
cg24592207	0.00793790373145776	TOMM40L	1	161195816
cg24592364	0.02455352084711	ANKH	5	14871736
cg24593475	0.0204096829775824	SNAI2	8	49833956
cg24594997	0.0274055426904838	RBP1	3	139258166
cg24595957	0.0417070937196338	PARP2;RPPH1	14	20811627
cg24596472	0.0481217642102856	TOP1MT	8	144417263
cg24596576	0.0157173776525807	FANCD2;CIDECP	3	10067780
cg24597988	0.848672953134158	NA	NA	0
cg24599739	0.0116484344832993	NA	NA	0
cg24599942	NA	GINS4	8	41386345
cg24602243	0.0702641924630441	TRIO	5	14144425
cg24603941	0.916069632150181	MIA2	14	39703302
cg24605304	0.0576275448609941	KCNA5	12	5152766
cg24606773	0.0122762147621008	RAB21	12	72148487
cg24607398	0.0675805493534925	EPM2AIP1;MLH1	3	37033625
cg24607535	0.358159440365776	CDH26	20	58533495
cg24608308	0.0168672498289887	RAPGEF3	12	48152844
cg24608774	0.050647708167072	NA	NA	0
cg24611092	0.976107102557116	NA	NA	0
cg24611631	0.0126169077070776	SLC1A1	9	4490288
cg24612198	0.550360521450587	CD3E	11	118175631
cg24612772	0.0572502044463054	EXT2	11	44117021
cg24613957	NA	PLA2G2E	1	20250684
cg24615044	0.0120748045848701	TMUB2;C17orf65	17	42264691
cg24615251	0.281555622980235	CCL13	17	32683481
cg24616461	0.0837613125491833	PRR11;SKA2	17	57233115
cg24616736	0.251127806828666	HDAC6	X	48659713
cg24618244	0.00805454395974339	INPP5F	10	121485763
cg24618716	0.0165125157962214	PTMA	2	232573223
cg24619694	0.805942673953913	TAGLN	11	117070485
cg24620905	0.13739205793673	MTMR11	1	149908781
cg24621042	0.23268655375112	SERPINA1	14	94857275
cg24621354	0.0168374437408325	TES	7	115850382
cg24623271	0.203992088709219	ZIC2	13	100635002
cg24623694	NA	PRX	19	40919760
cg24624819	0.0098313043468907	NA	NA	0
cg24624841	NA	RPS9	19	54704151
cg24625128	0.0173305539430888	JAM3	11	133939064
cg24625388	0.19312917473973	NEBL	10	21463858
cg24626923	0.667041873231797	PROKR1	2	68873205
cg24628744	0.6573160855746	H2AFY	5	134735654
cg24631950	0.0332229121081726	UBE2D1	10	60094625
cg24633242	0.0329925071722805	AKTIP	16	53537307
cg24633648	0.0392818457877183	TC2N	14	92302448
cg24635866	0.0092195042144405	CCT2	12	69979163
cg24636657	0.863696602241086	SERPINA7	X	105280886
cg24638647	0.773556893985332	TMEM101	17	42092247
cg24641352	NA	ZFP41	8	144328078
cg24641737	0.0582813029698284	DENND2D	1	111743271
cg24642468	0.135318111785176	C16orf78	16	49407997
cg24642516	0.00816614452593474	FICD	12	108908742
cg24642523	0.0713587619368321	HSPA2	14	65009265
cg24642820	0.813440287774799	NUP210	3	13462465
cg24643262	0.52622042487646	BMX	X	15518862
cg24645221	0.323841001805059	PENK	8	57358928
cg24646414	0.864372641333992	GATA4	8	11565725
cg24646513	0.0836519309185173	MTERFD3	12	107380499
cg24646710	0.257313997813862	NA	NA	0
cg24647726	0.492274173299097	NA	NA	0
cg24648061	0.675854086590997	COG5;GPR22	7	107114615
cg24648715	0.429335951952482	TCEAL3	X	102863004
cg24649346	0.0252377054452889	CBX6	22	39268751
cg24649641	0.0176675015948137	PGAP3;ERBB2	17	37844119
cg24649713	NA	C1orf86;LOC100128003	1	2125979
cg24650229	NA	C3orf30;IGSF11	3	118864825
cg24650353	0.022407240617081	HIP1	7	75368337
cg24650394	0.956994167717304	PLEKHH2	2	43863435
cg24650501	0.43780867212629	LMX1A	1	165324990
cg24651706	0.00974666271658005	CHCHD5	2	113341872
cg24652271	0.00688780484918842	JAG1	20	10654705
cg24652919	0.456033644106934	HCFC1R1;THOC6	16	3073191
cg24653181	0.538199654134718	RHCG	15	90039582
cg24653967	0.960032564124106	PRR4;PRH1	12	11037084
cg24654350	0.224703230127839	NA	NA	0
cg24654547	0.206988410820271	DUS2L;DDX28	16	68057165
cg24655310	0.252726166747443	CYP4F11	19	16045119
cg24659201	0.0418487302224155	GPR39	2	133173718
cg24660086	0.232137278204791	RGR	10	86005121
cg24661752	NA	AP2M1	3	183891928
cg24662718	0.0190449287041705	VAV3	1	108507468
cg24662961	0.0396264679190618	IRX3	16	54320670
cg24664861	0.0203677296320423	SPAG16	2	214149200
cg24664957	0.913165320500652	VPS37B	12	123381003
cg24668150	0.0190043990581315	ANKRD26	10	27389076
cg24670151	0.260053926852903	GGA3;MRPS7	17	73256558
cg24670715	0.16272408131238	ANGPT2;MCPH1	8	6420506
cg24673765	0.650373735399686	HSPB6;C19orf55	19	36247869
cg24674220	NA	GMEB2	20	62251901
cg24674703	0.780330036609247	CD5	11	60869960
cg24675098	0.0159984932600682	SPEF2	5	35617879
cg24677780	0.030302098137435	SEC1;CA11	19	49149055
cg24678320	0.963359562735452	ZNF792	19	35451371
cg24678429	0.0117903674419067	PTPRE	10	129705785
cg24679082	0.0240643720814054	ETV4	17	41623840
cg24680602	0.312181049544631	ZNF232	17	5026393
cg24680924	0.0530917193816485	EPHB6	7	142552940
cg24682149	0.0145272596628993	LSM12	17	42143817
cg24682740	0.0165262179644625	NA	NA	0
cg24683061	0.0373686381301621	PAIP2	5	138677846
cg24683129	0.017401239821554	NA	NA	0
cg24685926	0.0183837475804135	MDP1	14	24685281
cg24686224	0.0229964496490306	FARSB	2	223520411
cg24686358	0.0240337851342622	COL9A2	1	40782785
cg24686542	0.0390738755359909	SSX2IP	1	85155606
cg24687051	0.0122240202283076	KCNQ5	6	73332073
