Hybridization REF	TCGA-A8-A09G-01A-21D-A00Y-05	TCGA-A8-A09G-01A-21D-A00Y-05	TCGA-A8-A09G-01A-21D-A00Y-05	TCGA-A8-A09G-01A-21D-A00Y-05
cg23219570	0.177823998583586	FGF23	12	4488893
cg23219720	0.114164486133507	ZNF804B	7	88388555
cg23221013	0.638459448128657	GATS;PVRIG	7	99817027
cg23221122	0.0150435746821894	DUSP10	1	221915794
cg23222573	0.010847003329511	ESF1;C20orf7	20	13765663
cg23226134	0.0236721572234003	CLCN6;MTHFR	1	11866389
cg23228048	0.0275318689091838	BAHD1	15	40732820
cg23228178	0.246061748185009	PADI4	1	17633681
cg23230018	0.0338407982749094	LIN37	19	36239588
cg23231873	0.0117131306805586	USP32	17	58469253
cg23232084	0.873233074577984	UBL4A	X	153715609
cg23233234	0.0079164499105823	FAM136A	2	70528859
cg23234154	NA	MANBA	4	103682690
cg23234510	0.0126995530307613	APTX	9	33001517
cg23234999	0.630816890241043	MKRN3	15	23811205
cg23235603	0.0222140127267043	CDK19	6	111136979
cg23239039	0.0200998952329151	D4S234E	4	4389115
cg23239052	0.0145066160517187	FLJ90757;BAIAP2	17	79008930
cg23239396	0.106772931914591	CALCR	7	93203695
cg23239444	0.46602530584755	PACSIN1	6	34433320
cg23239828	0.0520885605715682	EXOC3;C5orf55	5	442821
cg23239842	0.0113964029959224	NCOA2	8	71316013
cg23240895	NA	PRR5	22	45071884
cg23240961	0.0109636368913323	NDUFA4L2	12	57634410
cg23242017	0.0153607928736893	LMTK2	7	97736138
cg23242898	0.58837072127722	DCC	18	49867273
cg23243617	0.0342241651098306	CAMK1	3	9811806
cg23244421	NA	FASN	17	80056046
cg23244913	0.742658335952864	HCG9	6	29943401
cg23246978	0.0501310207755933	GPC6	13	93879042
cg23248452	NA	TAS2R1	5	9631117
cg23248587	0.0255919131198093	XRCC4;TMEM167A	5	82372867
cg23248865	0.0168045789330138	SEMA4C	2	97535578
cg23250700	NA	RAD23A	19	13056068
cg23254045	NA	TMCO5A	15	38226454
cg23256150	0.700808906083967	NR1H4	12	100867758
cg23256971	NA	LRTOMT;NUMA1	11	71792206
cg23257840	0.0115616246196715	ZNF264	19	57703144
cg23258063	0.0143999032899269	SCYL3	1	169863210
cg23260026	0.356471368881444	FSTL3	19	675390
cg23260799	0.0234800370084387	PTDSS2	11	451101
cg23261102	0.0211993807932237	DNAJC18	5	138775214
cg23261233	NA	ACTB	7	5570489
cg23262918	0.0209766400690014	OSBPL8	12	76953136
cg23263923	0.0758079809113532	CD70	19	6591204
cg23264413	0.698477772761955	PSG4	19	43710277
cg23264519	0.02171042154375	TMPO;LOC100128191	12	98908939
cg23265096	0.367270622807736	CTSZ	20	57582594
cg23266266	0.0176510122689158	DCUN1D4	4	52708709
cg23267110	0.0353056944689075	EPN2	17	19140637
cg23268677	0.0375437245908992	TXNRD2;COMT	22	19929097
cg23269225	0.0114505601566221	FBXL4	6	99395318
cg23269489	0.234770305513131	BCORL1	X	129117241
cg23271318	0.0312413656718675	ZSWIM1	20	44509620
cg23272214	0.776810657933593	PCBP3	21	47269843
cg23273333	0.0760896885725228	ESRRG	1	217262889
cg23273897	0.254049948697194	MME	3	154796861
cg23274030	NA	SFXN4	10	120925632
cg23274123	0.0161568420942631	C1orf96	1	229478617
cg23274244	NA	TNFRSF13B	17	16875951
cg23276115	0.518142667297704	NA	NA	0
cg23276695	0.318575784761126	CNR1	6	88855716
cg23278885	0.819697773584109	TGM6	20	2361431
cg23279136	0.340214138884927	ABCB7	X	74375966
cg23280339	0.247481209877007	TIMM17B;PQBP1	X	48754501
cg23280807	NA	SLC5A11	16	24857579
cg23281417	0.0174783045134154	STK17A	7	43622366
cg23282559	0.546885862681206	KL	13	33591130
cg23282674	0.847182555515799	IL20	1	207039302
cg23282771	0.0182133427872694	ASS1	9	133320279
cg23282949	0.898307534057723	RENBP	X	153211709
cg23283495	0.0534909348277777	IRF6	1	209979779
cg23283875	0.0109649456335343	C7orf63	7	89874597
cg23285573	0.0285535909987829	PON2	7	95064174
cg23286660	NA	PLOD1	1	11995090
cg23287547	0.177896107844651	MYO5A	15	52820479
cg23290344	0.692315276098491	NEFM	8	24771466
cg23291865	0.0885412720258321	C20orf30	20	5093660
cg23293787	0.789257490217157	MOCS3;DPM1	20	49576382
cg23297477	0.0589023444064329	CMTM3	16	66638293
cg23299127	0.0271041877564887	MAP3K6	1	27693341
cg23300372	0.490049330872668	CARTPT	5	71015432
cg23300897	0.0244815799411834	C9orf78;USP20	9	132598185
cg23301687	NA	RAP1A	1	112162068
cg23303074	0.0606017073802757	LRAT	4	155665625
cg23303408	0.0661719531295613	POU4F3	5	145718597
cg23303782	0.0247556205098865	GRK5	10	120967744
cg23306832	0.227484725724031	SIK3	11	116968354
cg23307264	0.0392470504476532	KHSRP	19	6424217
cg23307338	0.715154249701168	NA	NA	0
cg23309825	0.0228427170755619	MYL6B	12	56546563
cg23310538	0.023399100071068	ANO6;PLEKHA9	12	45610452
cg23311549	0.0353205775003159	MLF2	12	6862849
cg23311628	0.00997013054337725	RAB8B	15	63481868
cg23316360	0.625104865539217	EDNRB	13	78492916
cg23317501	0.428871071377534	UGT3A1	5	35991215
cg23318804	0.00926413833412564	C15orf39	15	75494410
cg23320056	0.28697278960558	ARHGEF2	1	155948742
cg23320649	NA	C3orf18	3	50604613
cg23322112	0.745935275684078	ABCC13	21	15645649
cg23322316	0.0336266265815226	SPATA4	4	177116929
cg23322523	0.772760057636509	TRIM55	8	67039041
cg23323671	0.226599136570889	STMN1	1	26233623
cg23323711	0.00930852349445307	RPL22	1	6259145
cg23323879	0.829019717500775	CILP	15	65504534
cg23324259	0.0208725960270544	SNX16	8	82754387
cg23324787	0.62384827722766	C11orf74;RAG2	11	36619694
cg23325242	0.033236058280442	CYB5R3	22	43044788
cg23325932	0.058753598462762	BCKDHA;EXOSC5	19	41903010
cg23326197	NA	CYP3A4	7	99382370
cg23326301	0.850149738026812	ADAM30	1	120439812
cg23326689	0.656876032654464	STMN2	8	80523461
cg23326785	0.0314393807388752	TMEM25;TTC36	11	118401071
cg23328124	0.851249089139823	GRLF1	19	47421913
cg23328404	0.0644138345101705	CSGALNACT1	8	19539991
cg23333306	0.0143598092578917	CDC42EP4	17	71307514
cg23333420	0.00918962234660126	OBFC1	10	105677801
cg23335946	0.0297304897040157	C1orf25;C1orf26	1	185125966
cg23337289	0.0332650665558659	ZNF513	2	27603239
cg23337382	0.0758380846510981	GPR125	4	22517965
cg23337754	0.0238827343054704	CRABP1	15	78632859
cg23338195	0.77109498388535	SLC30A8	8	118146418
cg23338993	0.668478245255397	UGT1A10;UGT1A6;UGT1A9;UGT1A7;UGT1A8	2	234600423
cg23345864	0.0108784176838622	VPS26A	10	70883530
cg23346960	0.0292117211622555	ZFP36	19	39897131
cg23347400	0.015626972439567	RBM4B	11	66445460
cg23347911	NA	RPS6KB2	11	67194909
cg23347958	0.02361196389729	DHX8	17	41561300
cg23348028	0.0121416843324725	NA	NA	0
cg23349242	0.511449080457401	SUSD2	22	24577448
cg23349790	NA	IGSF21	1	18434576
cg23350087	0.00967592921541443	MCOLN1	19	7587498
cg23350274	0.654284523005525	RDH12	14	68188663
cg23350446	0.0227248227981019	PDCD2	6	170893182
cg23350580	0.673615958316245	TBC1D3C	17	34592075
cg23352030	NA	PRIC285	20	62198469
cg23352579	0.0171237695794208	RDX	11	110166753
cg23352695	0.592703762306643	NF1;EVI2A	17	29648811
cg23352747	NA	ALPL	1	21835436
cg23353982	0.0114648854034261	TBX6	16	30103089
cg23355492	0.698524574808809	SP6	17	45933593
cg23355725	0.0199565032075684	MIIP	1	12079976
cg23356993	0.00907309641808175	TIMP2	17	76921500
cg23357981	0.114075704161306	GRP	18	56887785
cg23360251	0.0261375516176738	LEPREL2	12	6937593
cg23361608	0.0170908920911554	PIGP;TTC3	21	38446389
cg23362667	0.0725025889522636	DSTYK	1	205181077
cg23363832	0.59107049765804	RBP1	3	139258939
cg23364287	0.0217092876308373	IP6K2	3	48754776
cg23365832	0.01007853379886	TPST2	22	26986032
cg23366119	0.0277131961164875	CNDP2	18	72162949
cg23366752	0.599018895542566	DNAJA4	15	78556502
cg23367478	0.0125032444353031	PDE3A	12	20521299
cg23370883	0.354561384119545	MYL7	7	44180604
cg23372001	0.0349896334598961	HIST1H4J	6	27791640
cg23376526	0.0117771110945404	SLC27A3	1	153748118
cg23377693	0.020344721689394	MAD2L1BP;GTPBP2	6	43597122
cg23378094	NA	ALG13	X	110923677
cg23378495	0.0218587082472628	PIGO	9	35096265
cg23381116	0.00988179880350738	PSME2;RNF31	14	24616413
cg23382741	0.726996374597175	PPP1R14D	15	41121320
cg23384185	0.0725412827655303	C18orf56;TYMS	18	657227
cg23384620	0.297494826628146	IL1RAPL2	X	103810458
cg23389061	0.0151485939796153	FAM158A	14	24611157
cg23390397	NA	MICAL1	6	109777103
cg23391006	0.0165036652421642	OXTR	3	8811279
cg23391785	0.719627214241933	DNM3	1	171810972
cg23392730	0.0919100535460684	CHCHD1	10	75541345
cg23392782	0.0127620399321001	RNF166;CTU2	16	88772647
cg23393291	0.0201929395051178	ASB7;LINS1	15	101142359
cg23397015	0.0396631567881565	INHBB	2	121102432
cg23398173	0.0874244131344212	MTPN;LUZP6	7	135662345
cg23398241	0.306973024009976	CHRND	2	233390712
cg23398385	0.0264587723400814	PIK3R4	3	130465764
cg23400451	0.33130132893849	MYH4	17	10373728
cg23401756	0.991283482452023	DPEP3	16	68013981
cg23402444	0.021501508787928	PSD;FBXL15	10	104178866
cg23403256	0.963827324315139	MBD1;CXXC1	18	47809075
cg23404467	0.937488118590004	KIR3DL3	19	55235973
cg23407366	0.814528066009318	NA	NA	0
cg23407670	NA	MLH3	14	75518217
cg23408620	0.702936429047898	NA	NA	0
cg23408913	0.0137701700926881	SEPT11	4	77870882
cg23410113	0.678446081408796	NA	NA	0
cg23410627	0.0163464316608305	CH25H	10	90966807
cg23411876	0.0226591040463715	LOC100134713;NDUFB2	7	140396886
cg23412777	0.888951441075075	PYGO1	15	55881706
cg23412850	0.042337669476161	SOCS2	12	93967387
cg23412875	0.014148551502435	ZNF263	16	3333539
cg23413307	0.86566456057061	LCE1F	1	152747472
cg23414387	0.603350258197113	CYP4B1	1	47264866
cg23414431	0.959190704508822	GANC;CAPN3	15	42640283
cg23418591	0.073109261093867	APCDD1L	20	57090317
cg23422659	0.0144711300462281	WNT9B	17	44929215
cg23423382	0.0267632954126028	ZNF287	17	16472440
cg23424268	0.0141253811107326	GCHFR	15	41056053
cg23424962	0.640782252920548	GRIA3	X	122318339
cg23426587	0.0177374940476845	KLHL9	9	21335126
cg23427565	0.0247741869707413	ATG4D	19	10654418
cg23427666	NA	TG	8	133880105
cg23428445	0.0185209865512731	GPR37	7	124405467
cg23429696	0.0105765087056986	B3GAT2	6	71665936
cg23430634	0.946890199017358	TRAPPC9	8	140943869
cg23430664	0.035628917460031	XYLT2	17	48423021
cg23431988	0.896282250189211	PIWIL2	8	22132563
cg23432345	0.458522667504265	HOXA7	7	27196153
cg23433532	NA	ZDHHC16;EXOSC1	10	99204727
cg23433607	0.011454654652209	CHGB	20	5892338
cg23434459	0.0178330864666266	BCAP29	7	107220583
cg23434919	0.0174522066805544	STK10	5	171615056
cg23435440	NA	NCAPG;DCAF16	4	17811362
cg23435746	0.0406232429260147	TWSG1	18	9334049
cg23439277	0.768899854622034	PLCE1	10	95790874
cg23440155	0.158955154659578	CYP4B1	1	47264601
cg23441167	0.0155244912186419	SPATA1;GNG5	1	84971866
cg23441208	0.0177170823616233	BCAT2	19	49314192
cg23442323	0.14463127154597	CD109	6	74406189
cg23444894	0.850424897966979	LOC728276	16	19297743
cg23445511	0.020825685303042	COG8;NIP7	16	69373498
cg23446109	0.0399832568036778	PCCA	13	100740987
cg23447996	0.509180197501404	SYK	9	93564603
cg23448096	0.0125001635236173	LYSMD4	15	100273505
cg23451311	0.0381350606730642	DMAP1	1	44679275
cg23452458	0.0536868089492613	OSBPL7	17	45899388
cg23455517	0.0234525431317509	BCAT2	19	49315679
cg23455614	0.0478094561925087	MRPS30	5	44808879
cg23455897	0.0173556600044192	KIF16B	20	16553861
cg23456306	0.0115477082935224	EFNA2	19	1286260
cg23456692	0.0206700368611164	EDEM1	3	5229596
cg23458892	0.59765107164139	SIGLEC7	19	51645979
cg23459997	0.0107050839872187	JAGN1	3	9932426
cg23460697	0.814789341473167	UBN1	16	4902898
cg23462402	NA	VPS16;FAM113A	20	2822804
cg23464269	0.643302150187837	UGT1A10;UGT1A6;UGT1A8;UGT1A4;UGT1A3;UGT1A9;UGT1A7;UGT1A5	2	234637667
cg23470272	0.0207258311352977	TECR;MIR639	19	14640395
cg23471482	0.77773313306855	CCL22	16	57392198
cg23472215	0.0292196730982992	GSTM3	1	110282815
cg23473726	0.0159903444121129	ZNF324	19	58978569
cg23473849	0.019811225906969	PPP2R5B	11	64692066
cg23473904	0.0297028490606153	COL6A2	21	47517690
cg23475963	0.0110102064788926	CALU	7	128379258
cg23476955	0.0142916924261031	AP1M1	19	16308634
cg23477967	0.100535751107999	TFPI	2	188419087
cg23478284	0.0220678582531554	PTPN13	4	87516007
cg23479658	NA	LIAS;RPL9	4	39460910
cg23480499	0.0189397945427411	METAP2	12	95867566
cg23481221	0.0129493977980558	TOMM34	20	43589229
cg23481748	NA	TOMM20L	14	58862503
cg23484278	0.025890902127782	C15orf27	15	76351548
cg23486067	0.0155243403756667	PLSCR1	3	146262331
cg23487586	0.957892506727341		16	85315923
cg23488190	0.0153306196595537	POLR2J2	7	102312318
cg23489497	0.00959163050309988	GPN2	1	27216793
cg23490074	0.0671097679327936	C19orf2	19	30433024
cg23491309	NA	UBE2L6	11	57335585
cg23492043	0.0411214968609865	ASTN1	1	177134266
cg23493704	0.604202258740635	SLC10A3	X	153719780
cg23494853	0.0223978695240494	MMADHC	2	150443987
cg23495059	0.0197605939630786	RRAGC	1	39324743
cg23495733	0.521054769648155	CPNE8	12	39299132
cg23496260	0.0626571727517628	BASP1;LOC285696	5	17218089
cg23499129	0.0965991277987443	NA	NA	0
cg23499956	0.668453569261353	S100A16	1	153584920
cg23502772	0.470634212911044	MGC42105	5	43191975
cg23503501	0.0151816253187176	SMC1B;RIBC2	22	45809793
cg23504246	0.646577133013258	C15orf33;FGF7	15	49715342
cg23504707	0.919749821156572	PPM1A	14	60712563
cg23506842	0.670528500038426	PTPN7	1	202130920
cg23507131	0.319487735452783	DARC	1	159174156
cg23508052	0.0111563620975003	SCD	10	102106811
cg23508540	0.0204362548958053	CLSTN1	1	9884032
cg23508786	0.0643271166924839	IFNGR2	21	34775291
cg23509027	0.646151882526092	NA	NA	0
cg23509064	0.0751493310133724	FN3KRP	17	80675235
cg23509869	0.305603109257345	LST1	6	31553441
cg23512028	NA	RBAK	7	5085596
cg23512958	0.0223325443150786	IL7	8	79717776
cg23513504	0.090356635416537	TRAPPC10	21	45432403
cg23513644	0.0100299057043332	MPHOSPH10;MCEE	2	71357140
cg23513690	0.0148558932240991	SH3RF2	5	145316101
cg23514672	0.958473768360456	TEKT5	16	10788644
cg23517548	0.015959840163877	NFATC2IP	16	28962521
cg23517605	0.132847950613007	TUBB2B	6	3228365
cg23517664	0.0131362524500066	NA	NA	0
cg23517677	NA	POLR2G	11	62528272
cg23519022	0.902024097397472	CAPZB	1	19746204
cg23519969	NA	CCR8	3	39371797
cg23520347	0.0332104949614652	RASSF5	1	206730839
cg23521069	0.0161181755371604	SIP1	14	39583513
cg23521281	0.0126322987390508	WDR75	2	190306491
cg23523368	0.874504545570643	AMPD1	1	115238494
cg23525180	0.0271929113528902	ID2	2	8821746
cg23526055	0.0206448089837684	TCEB1	8	74884794
cg23527067	0.858295475724209	PRH2;PRR4;PRH1	12	11082462
cg23528708	0.0206503596992386	CCDC90A	6	13814945
cg23529954	0.0558399763647358	NA	NA	0
cg23530288	NA	PSMD13;SIRT3	11	236658
cg23530850	0.0227173965451604	KIAA0182	16	85647010
cg23533073	0.0151076761327187	FOXN3	14	89884062
cg23534142	0.915606527985963	ATF3	1	212739113
cg23536300	0.01242307258485	PPP1R12A	12	80328522
cg23538064	0.191210152970599	C2;CFB	6	31913275
cg23538854	0.0233543090238077	IL7	8	79717627
cg23539753	0.0490757821323077	SP100	2	231280698
cg23539966	0.0108688330538241	RTN4	2	55277621
cg23540518	0.094642259158975	TRIM17	1	228604566
cg23540651	NA	GBP3	1	89490034
cg23540745	0.873798697687077	HIST1H4G	6	26247133
cg23543604	0.0155865277563141	TAF12	1	28969705
cg23545272	0.567131163173502	EFNB1	X	68049613
cg23546413	0.0113859382604842	NA	NA	0
cg23547073	0.0663303649572495	ABCB6	2	220083306
cg23547429	0.198642850019962	SLC43A3	11	57195025
cg23548479	0.0173019933586498	CDKN1C	11	2906679
cg23548920	0.010968230859766	ARRDC2	19	18112433
cg23552468	0.667171462386668	NA	NA	0
cg23555120	0.748727679273064	NUAK1	12	106533863
cg23557926	0.464515873385747	CFH	1	196620963
cg23558650	0.0324005582337268	C2CD3;PPME1	11	73881918
cg23559331	0.043474626754153	KCNH4	17	40332958
cg23560113	0.0386779931612364	MXD1	2	70141289
cg23563234	0.684941346962092	PCDHGA4;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB7;PCDHGB6;PCDHGB3;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGB2;PCDHGA7;PCDHGB5	5	140797286
cg23564033	0.0142471835794075	NA	NA	0
cg23566335	0.739069377696399	ADAM18	8	39442347
cg23566503	0.887670460551064	NNAT;BLCAP	20	36149750
cg23568913	0.00795281038035373	PES1	22	30987549
cg23570261	0.0198226569114287	IWS1	2	128284252
cg23571457	0.338208637480914	GPRASP1	X	101907558
cg23571857	0.690664824058191	XAF1	17	6658898
cg23574449	0.0235528122848075	E2F2	1	23857223
cg23575320	0.0252122415388994	FLVCR2	14	76044228
cg23576473	0.0160515794113708	SLC35B1	17	47785586
cg23577242	0.95402659253924	MPPED2	11	30603015
cg23578193	0.018716797105046	NA	NA	0
cg23579062	0.591691361271219	C9orf25;DNAI1	9	34457500
cg23580000	0.951848560748292	ADCY7	16	50322156
cg23580945	0.82941022241678		17	37186341
cg23581186	0.732678396341262	KRTAP21-2	21	32119309
cg23582408	0.0171413319129747	EEF1A2	20	62130111
cg23582919	NA	UBFD1;EARS2	16	23568380
cg23583739	0.0239434254713551	KDELR3	22	38863908
cg23585575	0.026091784335717	PPIF	10	81107083
cg23587449	0.412219232803416	LRAT	4	155663689
cg23587532	0.814196244702491	CEND1;SLC25A22	11	790669
cg23588553	0.0238607915494251	SHMT2	12	57623699
cg23588759	0.886197599586669	NA	NA	0
cg23588893	0.0176679844065442	FUT11	10	75532169
cg23591853	0.0680791645441588	IFT172	2	27712996
cg23591869	0.0907019330732223	C11orf93;C11orf92	11	111170648
cg23594876	0.0163730383352318	BLCAP	20	36155925
cg23595927	NA	MYL5	4	671851
cg23596123	0.782887624031842	PCDHB6	5	140530222
cg23599056	0.940643811161659	ZMYND17	10	75194385
cg23599843	0.0668152728452006	JPH1	8	75234269
cg23602533	0.0495423856281817	TTPA	8	63998164
cg23602684	0.00997709265951776	DCAF11	14	24584099
cg23606023	0.652340033951076	CBFA2T3	16	89042948
cg23606079	NA	CRISPLD2	16	84853871
cg23609672	0.85107686465253	MYBPH	1	203144862
cg23609821	0.0160437454414165	PNP	14	20937494
cg23610018	0.00903157383267157	VGLL4	3	11761460
cg23610820	0.657187002036459	PSG9	19	43774921
cg23610841	0.142987912922643	WRN;PURG	8	30891077
cg23612220	0.811573059053674	TNFAIP8L2	1	151129298
cg23613030	NA	GPR111	6	47653656
cg23613177	0.0243539438143907	PSTK	10	124739793
cg23613305	0.0146661079698003	KDSR	18	61034556
cg23613317	NA	LARP1	5	154092109
cg23614979	0.0426864212580019	NAV2;LOC100126784	11	19734932
cg23615676	0.0313925094636268	KCNN2	5	113697632
cg23616377	0.0300003339981622	NA	NA	0
cg23616741	0.1779586178349	PGAM2	7	44105434
cg23617121	0.987198977406534	OSBPL5	11	3121460
cg23617760	NA	KLHL36	16	84681507
cg23618830	0.0249103439819015	ARHGEF12	11	120207780
cg23619829	0.0233938036093762	MTFR1	8	66556444
cg23620639	0.122893953157803	COL13A1	10	71561211
cg23621115	0.38266560503821	NA	NA	0
cg23621689	0.972633873278711	C6orf25	6	31691685
cg23621817	0.939113011080245	CHRNA9	4	40337853
cg23623692	0.955282889011732	NA	NA	0
cg23625458	0.928861839194157	AKR7L	1	19600141
cg23626798	0.621225710584638	L3MBTL	20	42142494
cg23627134	0.385409729079779	ARHGAP15	2	143886375
cg23628240	0.0224667152823048	LCOR	10	98591602
cg23629183	0.0151338071656573	MINA	3	97691400
cg23629496	NA	LRRN4	20	6034446
cg23631636	NA	RPL37A	2	217363620
cg23632840	0.0173584435839364	C20orf94;MKKS	20	10414722
cg23637791	0.122637691964748	ODF3L1	15	76016262
cg23637943	0.0186467426270149	PSMA5	1	109969159
cg23639989	0.0177079173444162	FAM105A	5	14581642
cg23640092	0.0715109852922921	ZNRF2	7	30323845
cg23640701	0.868468355181608	ACVRL1	12	52301634
cg23640903	0.0193481996413082	GFOD1;C6orf114	6	13487662
cg23641145	0.0475742963202988	PGR	11	101000566
cg23641264	0.894758586222805	JRK	8	143748641
cg23641267	0.866269635218724	LPXN	11	58343791
cg23641648	0.0124989746930398	NA	NA	0
cg23642747	0.551113308511576	INA	10	105036645
cg23643330	0.0126762275037126	JAG1	20	10654420
cg23644127	0.028507272694685	C8orf38	8	96037660
cg23644213	0.0309289839879612	PIGO	9	35096058
cg23645091	0.407144209614354	KRT5	12	52914409
cg23651356	0.730923723008534	RGS17	6	153452954
cg23651728	0.0469957621583618	BFSP1	20	17511410
cg23652526	0.0228049946802205	HNRNPUL1	19	41768502
cg23652631	0.0278081526534621	NA	NA	0
cg23652939	0.0112420786161047	TMEM222	1	27649000
cg23653008	0.0242219783246091	CHFR	12	133464419
cg23653187	0.0292337414329901	PNPLA3	22	44319257
cg23653712	0.030751539254522	SGCB	4	52904379
cg23654219	0.79178906715381	TCF19	6	31127527
cg23654545	0.0128209323126328	PRR3;GNL1	6	30525120
cg23654549	0.0093986435248501	NA	NA	0
cg23655719	NA	CCL19	9	34692578
cg23656380	0.0176821336667325	ADRM1	20	60877581
cg23656386	0.383839117648521	SLC12A4	16	68003240
cg23657252	0.023350395733397	BMP2K	4	79697583
cg23657409	0.0300266360307734	PLCB1	20	8112754
cg23659398	0.13872442923426	NA	NA	0
cg23660082	0.842371269941815	NA	NA	0
cg23660191	0.0195091424008071	ZNF688	16	30582942
cg23660999	0.0151757866433801	PDDC1	11	777775
cg23661676	0.756091723070725		19	35861862
cg23662675	0.0134922914152463	ZMYND8	20	45985596
cg23663332	0.347422092762607	MAK16	8	33341954
cg23663476	0.67314288429661	LAT	16	28996449
cg23663653	0.712459119415817	NA	NA	0
cg23665568	NA	BCL10	1	85745053
cg23665603	0.157464235496905	SEC14L2	22	30792674
cg23667407	0.0137148123452913	RNF181	2	85822980
cg23667432	0.356077286420347	ALPP	2	233244439
cg23667933	0.0123018036582004	FXN	9	71650719
cg23668257	0.027273869385674	ZKSCAN5	7	99102081
cg23668631	0.374983091203878	CAMKK1	17	3796936
cg23670203	0.876902810121206	STK38	6	36515856
cg23671708	0.853652700664713	TMEM88	17	7758291
cg23673107	0.457195895013462	ZNF491	19	11908712
cg23674788	0.751239170432895	KRT32	17	39623313
cg23674882	0.787905729396884	LOXL3	2	74780272
cg23679085	0.0113899581420873	AP2M1	3	183892773
