Hybridization REF	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05
cg19368582	0.562800879537725	MMRN2	10	88716646
cg19369556	0.0311593740849571	CDH13	16	82661725
cg19369775	0.0130512044260626	MBLAC2;POLR3G	5	89770455
cg19370284	0.946166530287433	ZSCAN21	7	99647006
cg19370451	0.433576346031217	CRNN	1	152386561
cg19370515	0.0119430640093326	RBBP9	20	18477839
cg19371795	0.508287453486815	INSR	19	7295107
cg19372178	0.594123252542723	ANO7	2	242126680
cg19373170	0.0162367945915665	SFMBT1	3	53079105
cg19376794	NA	USP39	2	85843782
cg19378039	0.900238418415232	CRYAA	21	44589331
cg19378133	0.157626859503366	A2BP1	16	6068835
cg19379303	0.0139360007638742	RNASEH2C	11	65488190
cg19382175	NA	PDE6A	5	149324712
cg19382714	0.84572421699995	MOG	6	29624846
cg19383689	0.0177876621607974	WSB1	17	25621092
cg19384697	0.36528655146412	UPK3B	7	76139922
cg19385139	0.226890898382253	NA	NA	0
cg19388557	0.387312143446385	GPR174	X	78426877
cg19389852	0.131425541723924	TXNIP	1	145439013
cg19390148	0.018763942673079	DDA1	19	17420389
cg19391527	0.318576248008737	PNOC	8	28173732
cg19392109	0.921170397600496	NA	NA	0
cg19392138	0.35082053673396	ZNF75D;ZNF449	X	134479169
cg19393006	0.730415049967808	TSC1	9	135820767
cg19393233	NA		7	64453002
cg19394196	0.074452362245781	NA	NA	0
cg19394737	0.96554453003936	CCDC108	2	219892361
cg19395441	0.0300089563046455	C12orf43	12	121454451
cg19398446	0.022447005483973	NUDT2;KIF24	9	34329521
cg19398783	0.0345882700573126	TLR10	4	38784578
cg19399100	0.8585496344766		4	70519695
cg19399532	0.103113091997879	C1orf220	1	178512495
cg19400725	0.0159254466651611	RILP	17	1552970
cg19400876	0.0172616865962827	LRRC42;HSPB11	1	54411017
cg19401923	0.0298584906279495	MRPL19	2	75873790
cg19402885	0.257806035530392	PTPRO	12	15475236
cg19403023	0.833296081825734	TESSP1	16	2848797
cg19403346	0.402159262981966	NA	NA	0
cg19403377	0.22194551764177	TMEM100	17	53800225
cg19404190	0.833340166153256	SPINK7	5	147692173
cg19404582	0.478761227824898	GRIN1	9	140032953
cg19404832	0.0796092513305817	TFAP2D	6	50681114
cg19404979	0.260292460373487	ELSPBP1	19	48498031
cg19407266	0.258016417353712	FAM123B	X	63425122
cg19407886	0.445927559649304	SLC38A5	X	48328287
cg19408398	0.677370441386871	FIP1L1	4	54243328
cg19409156	0.831738474104949	SLC24A5	15	48413040
cg19410364	0.782065423456428	P2RX4	12	121647217
cg19410841	0.394399764179983	NKAP	X	119077663
cg19412675	0.0280577020428666	SNX24	5	122181750
cg19413110	0.0500043487520443	POLR3GL;ANKRD34A	1	145470355
cg19418515	0.603454853622267	NA	NA	0
cg19418958	0.220186715711494	TEX15	8	30705886
cg19419801	0.0569016347424453	PI4K2B	4	25235712
cg19420968	0.959017736056358	HCRTR1	1	32084964
cg19421044	0.370465066027654	DNASE1L1;TAZ	X	153640306
cg19421752	0.216031673984521	SLC6A19;SLC6A18	5	1225224
cg19423014	0.0449073344401511	RNF152	18	59560091
cg19423196	0.523465298081353	MAT1A	10	82049429
cg19423311	0.240315756289859	IL21R	16	27413904
cg19425528	0.0357395777884036	INCA1;KIF1C	17	4901101
cg19426277	0.925219391383877	C7orf50;GPR146	7	1097382
cg19426827	0.149183615717788	ADSSL1	14	105191118
cg19427472	0.872481924146565	RB1	13	48892948
cg19427610	0.313452756023845	WIF1	12	65515031
cg19428336	0.0511435135986865	FAT1	4	187645448
cg19428417	0.498792907092937	RRAD	16	66959729
cg19428735	0.442140713831746	NA	NA	0
cg19430430	0.351449321872015	COL5A3	19	10121323
cg19430897	0.560716919203446	HIST1H2AB	6	26034145
cg19432434	0.0233542365397204	SIKE1	1	115323269
cg19432894	0.0105069784117369	DNAJA1	9	33025349
cg19433435	0.511352764728069	FEZ1	11	125366590
cg19434066	0.0427405758851089	ANAPC5	12	121790083
cg19434221	0.0371405315756079	ABHD12	20	25371822
cg19434303	0.0670765538238605	WARS;WDR25	14	100843067
cg19434936	0.0213767379279613	CCDC107;RMRP	9	35658452
cg19435264	NA	SLC6A7	5	149569537
cg19435409	0.122532308191911	HIST1H2AL	6	27833121
cg19436567	0.0479026563862046	ARID1B	6	157099375
cg19437319	0.952387905480008	KIAA0196	8	126096148
cg19438514	NA	VSTM2L	20	36530920
cg19439331	0.0267497074929129	TET1	10	70320470
cg19439399	0.181029377056976	ELOVL4	6	80656595
cg19441691	0.365092508986369	MAOA	X	43515349
cg19445598	0.0160193880044615	UBA6;LOC550112	4	68566438
cg19447496	0.949617902751651	RB1	13	48891072
cg19447966	0.805710679232119	TEAD1	11	12785773
cg19448829	0.0360898942275901	UBR2	6	42531521
cg19448990	0.0370535224512674	TOB2	22	41842841
cg19450025	0.399956175651554	GIYD1;SULT1A3;GIYD2;BOLA2B;BOLA2;SULT1A4	16	30206073
cg19451391	0.189235367634809	NA	NA	0
cg19451466	0.0643567869945067	UHMK1	1	162467441
cg19452316	0.0276482126274238	RASSF5	1	206680966
cg19453250	0.201400410860342	SLC39A6;ELP2	18	33710783
cg19455368	0.0170590383162373	ZNF587	19	58361294
cg19456540	0.505899163512093	SIX6	14	60976285
cg19459093	0.0368503538619808	HIST1H2AM;HIST1H2BO	6	27861078
cg19459675	0.0821026995958047	SC4MOL	4	166249239
cg19461344	0.530842605802222	SLC30A3	2	27485922
cg19461621	0.592079009561204	COLEC12	18	500979
cg19461644	0.265300193278645	COL15A1	9	101706617
cg19462352	0.559205901730576	PROCA1	17	27038664
cg19463518	NA	POLRMT	19	634035
cg19464016	0.186000867536698	PRDM1	6	106533958
cg19464252	0.828191791505164	FBRS	16	30675233
cg19464944	0.175619514450296	NA	NA	0
cg19465374	0.555398689989662	AZGP1	7	99573278
cg19466563	0.67143574003214	SPARCL1	4	88450506
cg19467928	0.0809063691385486	NA	NA	0
cg19468534	NA	OIP5;NUSAP1	15	41623761
cg19469297	0.2037159232888	TBRG4	7	45151440
cg19470701	0.00881750045880154	PPDPF	20	62152632
cg19471399	0.903152170642442	CCDC77	12	514252
cg19475870	0.214061160843875	CDH9	5	27038605
cg19478478	0.562109788501218	TRDN	6	123957927
cg19478743	0.0277054098657799	ZMYND15;CXCL16	17	4642647
cg19479366	0.0568013812769844	CDC6	17	38444623
cg19481052	0.476715530057249	PLP1	X	103032137
cg19481686	0.725844973583261	CDKN2BAS;CDKN2B	9	22005288
cg19481811	0.511433108731716	NA	NA	0
cg19481953	0.545491228258824	SRPX2	X	99898921
cg19482581	0.0286529633943247	ABHD4	14	23067335
cg19483159	0.070519726572762	DYNLT1	6	159066182
cg19485804	0.852435883414882	NGEF	2	233878714
cg19486271	0.299460717350658	DDB2	11	47235900
cg19486673	0.102246661643765	LILRA2	19	55085018
cg19490266	0.0111580314896868	JTB	1	153949898
cg19491035	0.0913084017876881	MANSC1	12	12502846
cg19496782	0.0284422519463608	GATA6	18	19749376
cg19497444	0.823075431445655	SLC22A18	11	2930794
cg19502744	0.524002947365068	SRD5A2	2	31805915
cg19504245	0.021528541993328	TNNT1	19	55660620
cg19504888	0.879734369397576	MFF	2	228191306
cg19506903	0.0395390996595998	POLR1C;YIPF3	6	43484373
cg19507591	NA	CDCA5;ZFPL1	11	64850277
cg19510180	0.665170193624825	TMPRSS11B	4	69111580
cg19510484	0.10424013269866	METAP2	12	95868044
cg19510604	0.851169995568323	CLK3	15	74901076
cg19510698	0.847634535594799	ALDH1A3	15	101421249
cg19510999	0.0194520680513876	CKLF	16	66586309
cg19511844	0.114055530250513	ORMDL3	17	38084119
cg19512848	0.762761042956722	C14orf48	14	94463829
cg19514469	0.416917282735658	ELMO3	16	67233432
cg19514928	0.0120615677454827	TMEM56	1	95583636
cg19514961	NA	LENG8	19	54960460
cg19515324	0.0258467902947385	ASH2L	8	37963526
cg19515446	0.925314338651532	HIST1H1T	6	26108335
cg19515518	NA	TMEM80;DEAF1	11	694717
cg19516009	NA	SFTPC	8	22018080
cg19517291	NA	NMB	15	85201039
cg19517525	0.0180541694145925	ACTG1	17	79480921
cg19521927	0.696816651066576	PLA2G5	1	20395367
cg19522294	0.0319845522384796	PVRL3	3	110790583
cg19522332	0.150124643141941	PIK3CA	3	178866004
cg19523029	0.0970470745858936	TLE4	9	82186884
cg19523692	0.393588555199233	ATP1B4	X	119495705
cg19524009	0.866708527416409	NEK3	13	52735075
cg19524049	0.00873439048110963	NCDN;KIAA0319L	1	36023720
cg19525717	0.0958959303965288	PKIG	20	43160249
cg19526600	0.856361689478551	DIO1	1	54360115
cg19526626	0.0216341738005756	ZNF491	19	11909408
cg19528976	0.359272752371807	C7orf52	7	100823280
cg19529363	0.0147504296698471	EBI3	19	4229509
cg19530885	0.72638416325514	SCGB3A2	5	147258132
cg19531130	0.130231309671548	KIAA1377;ANGPTL5	11	101786659
cg19531713	0.0655499979095268	BRCA1;NBR2	17	41277059
cg19532954	0.124454564835539	ID3	1	23886409
cg19534879	0.0133044164185949	CXXC4	4	105412299
cg19534945	0.881919984126347	LCN12	9	139847558
cg19535609	0.0660441929741469	LRRC43;B3GNT4	12	122687758
cg19536127	0.324648390284377	CALM2	2	47404286
cg19537511	0.737918428018591	ARHGEF15	17	8213813
cg19538485	0.77239151740211	NA	NA	0
cg19538699	0.0093965792874664	SLC35A5;ATG3	3	112281021
cg19539004	0.678349883118122	LIF	22	30643376
cg19539519	0.973262962570077	PYY2	17	26553687
cg19540408	0.920539196416481	C2orf57	2	232456289
cg19545851	0.0144112417785924	HMMR;NUDCD2	5	162887280
cg19546781	NA	CCL17	16	57438715
cg19547629	0.112638836306654	MYRIP	3	39851641
cg19548738	0.0212593123441408	FAM115A	7	143598702
cg19549068	0.0327739320873935	CLU	8	27472319
cg19552482	0.0325356092423349	ZNF691	1	43312486
cg19553056	0.02501144229227	ZNF330	4	142142166
cg19553463	0.46790352353551	NA	NA	0
cg19553721	0.756555295059916	FAM106A	17	18429951
cg19554294	NA	VN1R2	19	53761868
cg19555986	0.0235906837830656	MAP7	6	136872119
cg19556572	NA	AKNA	9	117156701
cg19557537	0.00837519796461883	CYP39A1;SLC25A27	6	46620673
cg19559392	0.0146019204435352	MORN2;DHX57	2	39103372
cg19560210	NA	PGBD5	1	230513337
cg19560287	0.230730140933315	GEMIN5	5	154318093
cg19560758	0.0535340001977671	ERRFI1	1	8086721
cg19560971	NA	MFRP;C1QTNF5	11	119218238
cg19561186	0.682964739186228	NA	NA	0
cg19561774	0.645318676774344	SLC22A2	6	160679690
cg19562969	0.659108064106209	C20orf24	20	35233582
cg19564367	0.313631045887618	AFAP1	4	7941852
cg19564877	0.0406899965366397	NTN1	17	8925201
cg19566405	0.298097580003536	SLFN12	17	33759965
cg19567046	0.0101309342468252	VPS25	17	40925516
cg19568591	0.0830254871671557	FRZB	2	183731599
cg19569684	0.902151623238078	MGC29506	5	138726419
cg19570317	0.0152483033140071	MTA2	11	62368881
cg19570545	0.0489907613968456	PKP1	1	201252472
cg19570574	0.0338429502640537	THBS1	15	39872824
cg19571071	0.055347215352805	GTF3C1;KIAA0556	16	27561715
cg19572242	0.118107248729605	IRAK1;MIR718	X	153285790
cg19572947	0.0222516371489308	DHX9	1	182808556
cg19573166	NA	SLC22A17	14	23822408
cg19573464	0.0147305938971814	KPNB1	17	45726674
cg19574488	0.0693776986145309	FHIT	3	61236547
cg19574623	0.22984736039929	NA	NA	0
cg19576304	0.163110437290258	RAX	18	56940022
cg19576739	0.00880930546431143	TOP2B	3	25706456
cg19578398	0.1129349416648	C10orf2;MRPL43	10	102747015
cg19579782	0.521711281858022	TRDMT1	10	17243880
cg19580810	0.289290834179426	RAB25	1	156031182
cg19584733	0.692733791422932	DENND4C	9	19298547
cg19584823	0.0779243294458806	KLHDC2	14	50235219
cg19584957	0.989794695004943	TTLL10	1	1114579
cg19585196	0.0337536644652149	ITGAE;GSG2	17	3626760
cg19585882	0.570720756255436	SSX1	X	48115024
cg19586576	0.569423056524694	GJC1	17	42906845
cg19586645	0.00898534108206797	MIF4GD	17	73266642
cg19587401	0.0107789418597355	TMEM179B	11	62554900
cg19587887	0.934221047167759	PSKH2	8	87082065
cg19589427	0.266125281610811	TNFSF18	1	173019720
cg19591206	0.0210340346132449	SLCO2A1	3	133748809
cg19591588	0.114088968064995	SACM1L	3	45730799
cg19591881	0.419717307738428	CD34	1	208084640
cg19592945	0.688835309576148	P2RX6;MGC16703	22	21369610
cg19593572	NA	POLR3E	16	22308486
cg19594666	0.725950869656394	LEP	7	127881280
cg19594691	0.0173233942188598	RHOB	2	20646743
cg19595170	0.0189154618838782	SRF	6	43139150
cg19596204	0.015100882091025	ISYNA1	19	18548583
cg19596653	0.0176674187943592	WAPAL	10	88281865
cg19596755	0.357658333584325	CPT1A	11	68609747
cg19598544	NA	TTYH2;MGC16275	17	72209156
cg19601035	0.587759727575262	COL2A1	12	48399140
cg19601328	0.836229295059735	MAP3K14	17	43368729
cg19603195	NA	STOML1	15	74284877
cg19604470	0.024599620802405	CD81	11	2398856
cg19612574	0.877078774117191	MAPK8	10	49608952
cg19614321	0.482402911144096	RASSF2	20	4804581
cg19615059	0.232664663771964	TRPV4	12	110270919
cg19615614	0.0397653761249912	NA	NA	0
cg19616230	0.0253532692425626	SLC34A2	4	25657429
cg19618706	0.347026283943697	BGN	X	152760906
cg19620294	0.47297983179475	TNFRSF11B	8	119964729
cg19622360	0.00792106976270091	MTR	1	236958982
cg19622372	0.880561795383698	NA	NA	0
cg19623751	NA	CEACAM7	19	42191563
cg19624775	0.0185034868458745	MORC3	21	37692840
cg19626078	NA	KNDC1	10	134973796
cg19629292	0.258404119293617	FEZF2	3	62358980
cg19630506	0.0116422218233222	SMTN	22	31477530
cg19630689	0.227826089095005	SERPINA12	14	94984381
cg19632026	0.013467888470242	CHCHD3	7	132766999
cg19632206	0.0812333519155255	FAM5C	1	190446756
cg19632760	0.581729790580271	XKR9;LACTB2	8	71581729
cg19635695	0.225060152930869	PDE6C	10	95372445
cg19635712	0.045768214440392	EPB41L4B	9	112082384
cg19635810	0.0103926580163343	C2orf18	2	26987197
cg19635869	0.21069742744705	RRAGD	6	90121153
cg19636861	0.783671015934248	ZNF556	19	2867753
cg19636871	0.936218849269013	NA	NA	0
cg19637116	0.0796987065407345	FNTB	14	65453410
cg19638349	0.0210277738621616	RDH14	2	18741870
cg19639622	0.0156760388816085	GPM6A	4	176923800
cg19642007	0.5003089840087	TNNT3	11	1944464
cg19642148	0.0725583600130727	DHX30	3	47844666
cg19644162	0.0155012127167595	TXNL4A	18	77748248
cg19645103	0.0453735278534346	YEATS4	12	69753606
cg19646028	0.21355354670348	MIR7-3;C19orf30	19	4769240
cg19649173	0.0447905887095259	ZNF446	19	58987877
cg19652869	0.0216073861371102	SLC30A1	1	211751907
cg19653161	0.0387107386548602	RGS10	10	121302492
cg19654437	0.278398079729197	CDK15	2	202671158
cg19655070	0.0708383404117309	HEXIM2	17	43237981
cg19657082	0.061056738979978	ZMPSTE24	1	40724061
cg19658284	0.0676592713620345	RBM43	2	152118459
cg19662708	NA	TEAD1	11	12785573
cg19663795	0.64188131430415	SEPT1	16	30393854
cg19663942	0.0919800278966263	CCDC40;TBC1D16	17	78009347
cg19664945	0.700883606699986	LOC100302652;GPR75	2	54087343
cg19666391	0.843813194157356	NA	NA	0
cg19668234	0.664877305999857	PRSS50	3	46759449
cg19668255	0.0883064043711523	FAM117A	17	47840643
cg19669036	NA	PI4KA;SNAP29	22	21212365
cg19669439	0.0455860071318729	BTRC	10	103113668
cg19670317	0.0135225247567539	C17orf59	17	8093380
cg19674669	0.183629031845739	GLB1L3	11	134146910
cg19675684	0.0305371166841344	AKIRIN1	1	39456578
cg19676312	0.0464761308030278	RNPEP	1	201951586
cg19678067	0.0247191667852174	GGNBP2	17	34901173
cg19679281	0.0218377990437479	FANCL	2	58468512
cg19680672	0.547530987852277	MGMT	10	131412579
cg19682367	0.146395484514154	TPRG1	3	188888486
cg19684883	0.0177905694336884	ZFAND5	9	74980740
cg19685066	NA	ACTL8	1	18082003
cg19685976	0.0296189650937277	SPTBN4;BLVRB	19	40972228
cg19686152	0.288109027670778	TMOD3	15	52121542
cg19688503	0.316168090558223	CAPN6	X	110513941
cg19690101	0.919069164776809	MORN2;DHX57	2	39104195
cg19690214	0.507475090691655	IPCEF1	6	154678326
cg19690404	0.220785909773048	CPA4	7	129933646
cg19691267	0.0277420358842424	ACYP1	14	75530649
cg19691797	0.0218045790030229	TMEM66	8	29939998
cg19692710	0.867699352435444	DNAJB13	11	73661920
cg19693015	0.0161589281409062	CHMP6	17	78965712
cg19693403	0.962358843662481	GPR156	3	119962884
cg19694491	0.0283119980217002	HSPA8	11	122932854
cg19695867	0.108366605878793	WDR47	1	109585390
cg19696622	0.306817814935015	RPS6KA3	X	20285908
cg19697981	0.316533691499446	NR2E1	6	108487820
cg19700658	0.831908880711789	UCP3	11	73719872
cg19703610	0.0188451736522108	DSCAML1	11	117667737
cg19703628	0.0171790978792308	PSMB4	1	151371944
cg19703826	NA	ZNF213	16	3185452
cg19704039	0.0437242927022598	GNPDA1	5	141392512
cg19706602	NA	MGMT	10	131265435
cg19706682	NA	LRRC50;HSDL1	16	84179331
cg19709058	0.0175662629098694	C2orf52	2	232378848
cg19709625	0.0406496556685987	PCOLCE2	3	142607981
cg19712821	0.480354028245758	FGFBP2	4	15965016
cg19713083	0.0785417330623538	ATP5G3	2	176046495
cg19713196	0.0614630999864119	LAD1	1	201368390
cg19713460	NA	SYNGR1	22	39745530
cg19714241	0.113896627364624	HSPA13	21	15755380
cg19714296	0.896751145942944	NA	NA	0
cg19714749	0.0590891311635133	TPK1	7	144533092
cg19716462	0.0166964731851366	CCT4	2	62115576
cg19717150	0.896944374476291	HNF4A	20	42984878
cg19717326	0.695122677363017	MYADM	19	54370016
cg19718882	0.062678283830821	WIT1	11	32458714
cg19721215	0.0111814605134898	GCDH	19	13001564
cg19721889	0.444777535136743	HAND1	5	153857789
cg19722847	0.0515880215459181	IPO8	12	30849114
cg19723473	0.565784256370136	NA	NA	0
cg19723775	0.00721678958263164	HNRNPH1	5	179050963
cg19724470	0.296263321285596	CD274	9	5450936
cg19728055	0.0300971554089577	OXSR1	3	38206610
cg19728223	0.155941051008596	KCNQ1	11	2813121
cg19728382	0.904705148815133	STC2	5	172757276
cg19728485	0.0107632676092599	PQLC3	2	11295717
cg19728577	0.921656376236666	GUCA2B	1	42619163
cg19729279	0.0320267181899665	PHF15	5	133861951
cg19730092	0.452719845056035	ADAMTS14	10	72432797
cg19731122	0.589458320689348	MYO1C	17	1396395
cg19731268	0.491536832097258	CHST3	10	73724697
cg19734148	0.0166851213221048	RAE1	20	55926119
cg19734228	0.181088912964516	DAPK1	9	90113593
cg19736898	0.0184000442262199	NA	NA	0
cg19738333	0.0228458002397825	REEP4	8	21999623
cg19740287	0.250974123717757	FANCB;MOSPD2	X	14891763
cg19740375	0.252773760269317	SCN5A	3	38690410
cg19740763	NA	INPPL1	11	71935199
cg19740969	0.888288655871948	NA	NA	0
cg19742789	0.183614790948898	CCNJL	5	159739256
cg19744122	0.0107997222142609	SYPL1	7	105752980
cg19744131	0.0154753424378854	FAM63A;PRUNE	1	150980805
cg19744952	0.0805322545754642	CIC	19	42788966
cg19746675	0.034013350674679	MIR548G;C3orf26	3	99536119
cg19747852	0.131035409941994	TRA2A	7	23571693
cg19751300	0.431180057230242	ST8SIA5	18	44336399
cg19751951	0.0198286214785362	GYG1	3	148709802
cg19752722	NA	ERBB2;PGAP3	17	37844579
cg19754094	0.0259363803898163	STAMBP	2	74055942
cg19756068	0.724708966506219	CYP2B6	19	41497222
cg19756611	0.0681590698174394	NA	NA	0
cg19759064	0.147287043743811	PHKG1	7	56160687
cg19761273	0.0286030949868955	CSNK1D	17	80232096
cg19762747	0.0416922994936361	CRX	19	48325089
cg19763279	0.0865762248586909	HPSE	4	84256190
cg19763281	NA	NKAIN1	1	31662035
cg19764399	0.0256769300232307	MED4	13	48669116
cg19764407	0.0302458126054655	NA	NA	0
cg19764418	0.746614671700008	RYR2	1	237205098
cg19764436	0.559599198424216	RTDR1;GNAZ	22	23413260
cg19764555	0.342200701531081	AHNAK	11	62315119
cg19766460	0.568742817489892	UMODL1;C21orf128	21	43528205
cg19767249	0.0622047028558573	DCPS	11	126173637
cg19769182	0.0546834128327712	PRRT2	16	29823868
cg19770955	0.899416117230384	COG5;DUS4L	7	107203448
cg19771482	0.0175008969281485	BNIP2	15	59980968
cg19771541	0.22588305725909	MID2	X	107069417
cg19771589	0.253943036764106	PEG3;ZIM2	19	57349815
cg19774122	0.104624561892792	NA	NA	0
cg19774491	0.389212750836884	NA	NA	0
cg19776090	0.323411114935191	NA	NA	0
cg19776201	0.433209076853138	ZNF132	19	58951434
cg19776453	0.867282147176824	CEACAM1	19	43033801
cg19777470	0.400435340578611	CRABP1	15	78633455
cg19777783	NA	SLC15A4	12	129309376
cg19778698	0.251736916477436	MAFK	7	1570060
cg19779211	0.409677290636525	KCNQ1	11	2465491
cg19780563	0.85531244645644	EXOC6	10	94594494
cg19781053	0.045829988454462	TJP1	15	30114912
cg19781133	0.154219988827467	KCNH2	7	150674980
cg19781251	0.976970351466239	PEG10	7	94294278
cg19782075	NA	BCDIN3D	12	50237049
cg19782598	0.449584049780897	NA	NA	0
cg19783114	NA	TP73	1	3569046
cg19784449	0.0621474475204763	WASF2	1	27816456
cg19784470	NA	OR7C2	19	15052011
cg19784477	NA	TFPI2	7	93519401
cg19786920	0.65656105587584	NSUN7	4	40751770
cg19787037	0.276354325640899	NA	NA	0
cg19789466	0.0343329587557353	OAS1	12	113344923
cg19789505	0.761202536864733	OBSCN	1	228394509
cg19790294	0.0507962215337725	CYBA	16	88717755
cg19791253	0.0225364038959965	ATP2B4	1	203595809
cg19791277	0.0131437954404495	KHDRBS3	8	136469780
cg19793718	0.0330866090944443	DHX37	12	125473601
cg19794490	0.0455508875827188	NCOA6	20	33412943
cg19795898	0.464313072517608	KIAA1984	9	139693196
cg19796273	0.15273391052683	MYO10	5	16936868
cg19797376	0.429178861265947	TAL1	1	47695475
cg19797659	0.0560875328795406	OAZ2	15	64995138
cg19798224	0.830943638826455	C14orf68	14	100789509
cg19799744	0.0417159445928484	ENPP5	6	46138963
cg19800926	0.0209997396000838	RELT	11	73087939
cg19801560	0.990996684775567	HIST1H4G	6	26247253
cg19803671	0.0305963537465827	UBE2E2	3	23245422
cg19803984	0.115623019890024	SNRPN	15	25068790
cg19807685	0.829386343117921	HSD17B2	16	82068980
cg19812619	0.940436758257284	NA	NA	0
cg19814116	0.409454286390973	KCNAB2	1	6086448
cg19815139	0.0203642509410664	C14orf133;AHSA1	14	77924143
cg19815376	0.520292240467564	FLJ34503	6	114225306
cg19815589	0.849900608274854	SHANK2	11	70709062
cg19815720	0.644482928520402	HTR3C	3	183770650
cg19815904	0.0875061554560484	SEMA3C	7	80548307
cg19815928	0.0202653261361688	ATP6V0D1	16	67514524
cg19816938	0.0216505968336813	ABR	17	1082526
cg19817399	0.22372574516604	CYP1A1	15	75018674
cg19819571	0.0123470894892964	KIAA0174	16	71929055
cg19819891	0.02039627445103	MYST1	16	31129424
cg19822214	0.0462911147927618	CNOT3	19	54641139
cg19823847	0.820915940539988	KIAA1244;PBOV1	6	138539706
cg19824325	0.0968775883547527	SETD6	16	58548873
