Hybridization REF	TCGA-A8-A09K-01A-11D-A00Y-05	TCGA-A8-A09K-01A-11D-A00Y-05	TCGA-A8-A09K-01A-11D-A00Y-05	TCGA-A8-A09K-01A-11D-A00Y-05
cg23978557	NA	PPIL6;SMPD2	6	109760819
cg23979923	0.0184803206479512	C15orf58;CIB1	15	90777592
cg23980887	0.0203895939769823	NA	NA	0
cg23983173	0.0618519775076211	TMEM87A	15	42564634
cg23983340	0.0158911572140329	CD46	1	207925461
cg23983366	0.121501911006973	NA	NA	0
cg23983449	0.252210747908497	GABARAP	17	7146757
cg23983884	NA	DBN1	5	176900806
cg23984059	0.0268889323377991	COPB1	11	14521548
cg23984130	0.400397237911016	NA	NA	0
cg23984434	0.0655067000899252	GUCY1A2	11	106888656
cg23986186	NA	BCYRN1;TAF1	X	70585545
cg23988310	0.0509721049628373	SCG2	2	224467049
cg23988567	0.43043947034782	NA	NA	0
cg23989635	0.088525953202013	CDH1	16	68771203
cg23993660	0.0276945332389864	PINK1	1	20959826
cg23995753	0.842714431649038	LY75	2	160760732
cg23995778	0.411521833220816	NA	NA	0
cg23996241	0.0222333323042297	AP2B1	17	33914362
cg23996306	0.148240101179855	DARS	2	136743411
cg23998987	0.0159184936667411	TBL3	16	2021791
cg24000099	0.0164914678941436	DAGLB	7	6487512
cg24000189	0.0187255166381892	FLOT1	6	30710425
cg24001070	0.11825142435616	TOP3A;SMCR8	17	18217642
cg24003306	0.0275805687436081	MRPL36	5	1799717
cg24003542	0.0365628641523677	MCC	5	112630684
cg24006341	0.481328432602405	ZCCHC13	X	73524029
cg24006361	0.0224786442979356	EPN3	17	48610255
cg24008892	0.717257929638144	PMF1;SLC25A44	1	156182246
cg24009109	NA	CCDC12	3	47018482
cg24009736	0.240527564447523	B4GALNT1	12	58026342
cg24010336	0.689404064823229	FBXO17	19	39467258
cg24010952	0.0924727948004092	BDKRB2	14	96670862
cg24012034	0.0139080393724885	ETNK1	12	22778485
cg24012157	0.0187328139573241	DDX50	10	70661472
cg24012708	NA	HDHD3	9	116138128
cg24012887	0.0358874482186324	TRMT1;NACC1	19	13228900
cg24012925	NA	SRXN1	20	633418
cg24014020	0.0154510837435824	PIGQ	16	620796
cg24014661	0.0445281935969902	TCTE1	6	44265669
cg24016044	0.0468205031913736	CPEB4	5	173315549
cg24019564	0.204531935913103	RUNX3	1	25257566
cg24019851	0.884021250728004	SEMA3B	3	50314291
cg24022301	0.376117260927663	PTGFR	1	78956570
cg24022829	0.00997235855547213	EIF2AK2	2	37384227
cg24023606	0.0173666336276797	TDP1;C14orf143	14	90421208
cg24024214	0.305460583162229	BTNL8	5	180326142
cg24027342	NA	ATM	11	108131609
cg24027679	0.241683532771879	SLC2A7	1	9086621
cg24028122	0.0337768008684238	KIAA0776	6	96970001
cg24030425	0.0355783199718548	PEX1;C7orf64	7	92157488
cg24030449	0.531368152316009	FGF20	8	16859671
cg24030609	0.809742993243333	CELA2B	1	15802611
cg24030627	0.356452679852511	FCGBP	19	40440416
cg24030630	0.0177348779429338	TCIRG1	11	67806668
cg24031606	0.0191867400086808	CDC25A	3	48229318
cg24034289	0.0435666868991054	SCAMP3	1	155232344
cg24034992	0.377558708157801	YIPF6	X	67719066
cg24035370	0.0237674414242725	PRKCZ	1	1982434
cg24035962	0.357988419601682	NCOA4	10	51572313
cg24038764	0.0422216157132185	CXorf42	X	119379271
cg24041453	0.531851267955546	CCDC11	18	47792708
cg24041977	NA	CERK	22	47133771
cg24041995	0.0200015197093139	LIG3	17	33307399
cg24042452	0.368456124313795	CCT3;C1orf182	1	156305664
cg24043192	0.0527695508444588	C5orf34	5	43515527
cg24043307	0.210585842742161	ATF1	12	51157954
cg24046110	0.0239734247737216	LYNX1	8	143859143
cg24046474	0.0923382896228493	RPL12;LRSAM1	9	130212550
cg24051818	NA	C1orf175	1	55107918
cg24053375	0.492562850349926	RBP3	10	48392130
cg24053587	0.0379783329498345	PTPRO	12	15476085
cg24053619	0.0177193264125717	KIAA1841	2	61293272
cg24054653	0.57731192086326	C1GALT1C1	X	119763829
cg24056562	0.0243900802805991	RNASEH2A	19	12917484
cg24056567	0.553759972055741	PSD3	8	18871909
cg24058120	0.0131885369097942	MFI2	3	196756631
cg24058132	0.278533124544208	GALC	14	88459866
cg24059075	0.187036067549224	PRPH	12	49688316
cg24060938	0.328596196841731	CPA2	7	129907199
cg24063382	0.562192085888601	NA	NA	0
cg24063470	0.0222609255715952	FOXC2	16	86600389
cg24068372	0.156184995064823	WDR86	7	151107261
cg24068708	0.626706512527409	GDPD5	11	75236459
cg24069559	NA	HNRNPL	19	39342390
cg24070292	0.496078276498664	NA	NA	0
cg24070847	0.0428720212796969	HIST2H2AC;HIST2H2BE	1	149858495
cg24073022	NA	TAL2	9	108424034
cg24073051	NA	CDV3	3	133291979
cg24073161	0.0251495993234278	GGNBP2	17	34900233
cg24075743	0.330460158950648	PRM1	16	11375385
cg24076392	0.0284250390407115	KLRAQ1	2	48667874
cg24076399	0.0175185548585897	CST3	20	23618348
cg24076830	NA	OR5V1	6	29325133
cg24076884	0.661132777594488	PCDHAC2;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA9;PCDHA13;PCDHA5;PCDHAC1;PCDHA3	5	140346921
cg24077317	0.0120944060441956	UBA3	3	69129461
cg24078828	0.0117274564167374	WWTR1	3	149375789
cg24079455	0.0112457091609277	C10orf137	10	127408106
cg24080529	0.429704589739888	SYN3;TIMP3	22	33197034
cg24081819	0.0355531928107089	EPHX2	8	27348940
cg24082826	0.0194078680332226	ITPR2	12	26985738
cg24083641	0.0200605026806743	NA	NA	0
cg24084891	0.0723280846864564	DCC	18	49868788
cg24085207	0.0221763730430329	FLJ32065	17	62972338
cg24085258	0.0258162816117978	CHAF1A	19	4402334
cg24087944	0.568678190364796	GABRD	1	1950111
cg24088229	0.0508983253770587	SMU1	9	33076554
cg24088408	NA	E2F1	20	32274875
cg24088438	0.658319248213585	FERMT3	11	63974229
cg24088639	0.0238509276082495	PDHX;APIP	11	34937564
cg24088751	0.0196728223351245	GTF2A2	15	59949482
cg24091474	0.909082503364524	TYROBP	19	36399185
cg24091698	0.0326847894081455	ERCC4	16	14013720
cg24092253	0.1641626492291	YTHDF1	20	61848099
cg24092914	NA	VHL	3	10184877
cg24098302	0.0407370550568648	CTDSPL2	15	44719665
cg24098951	0.0163315861596092	LRP12	8	105601036
cg24099544	0.0099895616050961	NA	NA	0
cg24100167	0.980896840030235	PNLDC1	6	160221433
cg24101359	0.055731524943559	GNMT	6	42928495
cg24101388	NA	SAGE1	X	134975643
cg24101578	NA	CDH22	20	44880263
cg24101873	NA	C20orf70	20	31755609
cg24102360	0.0191283434282407	ZNF333	19	14801145
cg24103438	0.0870408112675555	NLGN4X	X	6146608
cg24104611	0.0635864104328457	C22orf9	22	45637132
cg24105685	NA	CENPP;ECM2	9	95298969
cg24105933	0.453738934087725	HTRA3	4	8270795
cg24107142	NA	HK2	2	75060355
cg24107581	0.0341352964537433	POLR3B	12	106751417
cg24107665	0.0733830137295183	ZNF696	8	144372932
cg24109894	0.291377036422299	PSMB2	1	36108212
cg24110050	0.765293510718746	TCTEX1D1	1	67217853
cg24110063	0.22399475260243	COX6A2	16	31439752
cg24110916	0.0142450206099499	SPG21	15	65282490
cg24113449	0.0305183183408739	ADRBK2	22	25961367
cg24115040	0.0318319802457502	DLX5	7	96652375
cg24115571	0.0396051992730833	FZD6	8	104310713
cg24115593	0.0110672421943645	CCDC99	5	169010705
cg24115627	0.976252086027958	HSD3B7;SETD1A	16	30995245
cg24116028	0.800391626850916	LYPD4;DMRTC2	19	42348451
cg24116886	0.152757979405833	DEFB127	20	137877
cg24117442	0.0586377725744886	SOCS2	12	93963504
cg24117468	0.410103472003899	P4HA2	5	131562848
cg24120841	0.036556296874546	THRB	3	24536562
cg24121001	0.154061396282742	TTC16;PTRH1	9	130478378
cg24121436	0.0165693610006134	RTN1	14	60337690
cg24122922	0.113280494748973	TMEM90B	20	24449392
cg24123124	0.019591140612094	MRPS17	7	56019838
cg24124398	0.0123092163270929	ACLY	17	40075096
cg24124789	0.0166675031027343	IARS2	1	220268095
cg24124977	0.0193306957675441	CCDC40;TBC1D16	17	78010277
cg24125648	0.190927681917085	SERINC4;C15orf63	15	44092606
cg24126851	0.625590617696224	DCHS1	11	6678143
cg24127874	0.547761316571878	HES6	2	239149859
cg24127989	0.0235687427119052	IMPDH1	7	128049508
cg24130010	0.754964652609009	NA	NA	0
cg24130043	0.0144649488739095	ZNF197	3	44666362
cg24132694	0.16487017961283	SNAPC2	19	7984945
cg24133080	0.70213556051733	NA	NA	0
cg24133115	0.75810488716986	PDE10A	6	166075520
cg24134767	0.470082113792639	HTR3A	11	113845638
cg24136586	0.0579294023505355	ATG10	5	81268366
cg24137081	0.0141707135097955	IQCC	1	32671413
cg24138639	0.0166723808547877	NA	NA	0
cg24139421	0.0137726240371173	SLC22A18AS;SLC22A18	11	2923578
cg24139739	0.395016565761443	EFNB1	X	68048818
cg24141135	0.0142573019415397	MARS	12	57881924
cg24142014	0.0328575031616856	PCGF1	2	74734760
cg24142106	0.056699312428635	PIP5K1B	9	71319485
cg24145210	0.0398709822508713	NPM1	5	170814287
cg24146166	0.0349864712310281	ZNF25	10	38265215
cg24146183	0.0356775043769947	NA	NA	0
cg24147596	0.834418074808942	ARL14	3	160395420
cg24148044	0.0346209955409581	KIAA0513	16	85061578
cg24150528	0.915744098568402	ZNF131	5	43125550
cg24154474	0.0191485039973585	NIPA1	15	23086979
cg24155668	0.0322437585332239	MAPK13	6	36098398
cg24158546	0.021225667409096	SCAND1	20	34542777
cg24160158	0.0253654621211221	NUP160	11	47869488
cg24164563	0.735675682121375	FOXJ1	17	74136395
cg24165720	0.40473303999325	NA	NA	0
cg24165760	0.0258948917674815	TRAF3	14	103243389
cg24166097	0.0724175933824343	NPM3	10	103543259
cg24166628	0.636166039856552	TNNC1;NISCH	3	52488070
cg24167037	0.316550355750995	ITGB2	21	46340776
cg24167841	0.907069065619981	GPR182	12	57389041
cg24167928	0.925162433312661	UTP14C;ALG11	13	52598902
cg24169822	0.410458915542242	HOXA4	7	27170994
cg24169915	0.0380225885723487	C14orf177	14	99177987
cg24170090	0.020776687577801	MPRIP	17	16945301
cg24170535	0.0282444328742357	PXT1;KCTD20	6	36410553
cg24171152	0.959719186150378	ATP2B1	12	90051243
cg24172553	NA	FAM187B	19	35720142
cg24173049	0.624800489464742	SLC16A13	17	6939795
cg24176037	0.116292569253734	TBPL1	6	134274008
cg24176563	0.526774914471961	EYA4	6	133562776
cg24178740	0.238626128193683	FEV	2	219850465
cg24181591	0.0426949816918595	EIF5A	17	7211285
cg24182328	0.469664472045985	VMO1	17	4690628
cg24183173	0.837251698033871	BCOR	X	39962195
cg24183484	0.0282500059097444	GGN	19	38878553
cg24183958	0.0725350376617602	GRB10	7	50860173
cg24189717	0.0458761112696555	EIF2B4;SNX17	2	27593355
cg24192663	0.95357896611619	HSPA6	1	161493011
cg24194132	0.0145102349694993	B4GALNT4	11	368966
cg24194539	0.659812846487901	AIM1	6	106960065
cg24194775	NA	NPR2	9	35791475
cg24196046	0.0841702284981747	EIF2C3	1	36396054
cg24197445	0.866062707628348	ZBBX	3	167045873
cg24198678	NA	DNASE1	16	3703304
cg24198840	0.456462605070857	NEU2	2	233897561
cg24199834	0.792686325400173	POU4F2	4	147560126
cg24200059	0.0574341931525246	C17orf101;HEXDC	17	80375975
cg24202119	0.0991607680681119	CAPSL	5	35938692
cg24204740	0.018959179724465	PGM3;RWDD2A	6	83903813
cg24205633	0.0561908319090463	ACN9	7	96746928
cg24206256	0.537140255998248	MAT2B	5	162930188
cg24206694	0.0148688284826675	JMJD5	16	27214687
cg24207176	0.785382105670836	ABCG2	4	89079587
cg24208172	0.0147638883687632	CDS1	4	85504879
cg24208206	0.0398910529481506	FYCO1	3	46036571
cg24210717	0.342780118994964	GPD1	12	50497827
cg24211388	0.865402432889541	AIF1	6	31582837
cg24211742	0.0349298502442813	DDX51;NOC4L	12	132627896
cg24214470	0.696770542144458	SERPINF1	17	1665119
cg24215443	NA	TCF21	6	134210598
cg24215727	0.0204146416146142	ABCD3	1	94883469
cg24216294	0.928262480803922	ZNF623	8	144732501
cg24216701	0.771747417859458	CDX1	5	149545928
cg24216915	0.0208403561609673	WDR18	19	984750
cg24217726	0.932466105565057	ASB14	3	57312921
cg24217877	NA		16	49378579
cg24219058	0.0135960465792079	PCDH7	4	30721353
cg24219638	0.0106506874453129	STX3	11	59523120
cg24219962	0.0163882839647789	WBP4	13	41635860
cg24220122	0.0343607665664184	ZNF322A	6	26659537
cg24221059	0.0297381875930507	NA	NA	0
cg24222324	NA	TNFSF11	13	43145414
cg24222435	0.0239651002731496	N6AMT2	13	21347840
cg24229819	0.0178382829337937	DUSP3	17	41856238
cg24229963	0.018797341233485	ZFAND1	8	82633648
cg24231716	0.0921521926859451	OTP	5	76934501
cg24234277	0.0150429230416595	C1orf124;EXOC8	1	231473324
cg24235037	0.27140181422669	PLA2R1	2	160919532
cg24235633	0.487911906306746	LOC440356;CDIPT	16	29875177
cg24236559	0.02080849958511	TEX261	2	71222339
cg24236938	NA	DLK2	6	43424191
cg24237439	0.122937484905275	RANBP3L	5	36302094
cg24237576	0.620548327565462	DNASE1L2	16	2285775
cg24238205	0.0239525139979662	FAM111A	11	58912174
cg24239808	0.887778941111158	BTD;HACL1	3	15641908
cg24240626	0.119757853720536	REG3A	2	79386720
cg24241455	0.0254450632303677	KLHL20	1	173683938
cg24242194	0.0143082102584839	STYXL1;MDH2	7	75677414
cg24242519	0.0434174772058908	FAM49A	2	16846569
cg24243265	NA	GSDMC	8	130799851
cg24243406	0.0145422868811412	ZNF764	16	30569314
cg24244000	NA	GABRG3	15	27670335
cg24247865	0.102639771268908	CHORDC1	11	89956517
cg24248317	0.942348461828664	C2orf18	2	26986379
cg24249486	0.0612397492454729	ARHGAP6	X	11684119
cg24249775	0.889566652651906	KRT10;TMEM99	17	38978344
cg24250393	0.427234975248616	PRKCB	16	23846838
cg24251035	0.114272679332528	ZC3HAV1L	7	138721065
cg24252723	0.021945222447469	CNNM2	10	104678150
cg24252809	0.125076642337372	NA	NA	0
cg24254120	NA	RFC3	13	34392869
cg24254206	0.056233020133617	QPCTL;SNRPD2	19	46196934
cg24256211	0.0899151688363807	SAMD4A	14	55035215
cg24257768	NA	C10orf84	10	120101984
cg24262376	NA	SCNM1;LYSMD1	1	151137274
cg24262469	NA	TIPARP;LOC100287227	3	156391694
cg24264506	0.0338321428152641	NA	NA	0
cg24264578	0.588119088575997	OR2C1	16	3405902
cg24265806	0.0398964016047508	FAM126A	7	23053737
cg24266238	0.0227030084927444	PFN2	3	149689668
cg24266542	0.0231322098528033	POLR3B	12	106752006
cg24267801	NA	COX6C	8	100905507
cg24269276	0.018903376848113	SFRS1	17	56084441
cg24269657	0.331663686678281	F7	13	113759771
cg24269846	0.011379795293901	PRIM1	12	57146087
cg24270244	0.0168030533773282	RBM7;C11orf71	11	114271111
cg24272559	NA	FMO9P	1	166572716
cg24272907	0.191442171897686	RIMBP2	12	131002918
cg24273512	0.0569643706500903	POPDC3	6	105628147
cg24274272	0.506021099134498	DNAI2	17	72278023
cg24274600	0.0178027862735953	RHOBTB3	5	95066816
cg24275354	0.016951672456406	NDUFA10	2	240964415
cg24276445	0.914155610369533	CNR1	6	88854953
cg24276491	0.663728233759962	EAPP	14	35009492
cg24278076	NA	PLS1	3	142340931
cg24278423	0.270772857991973	FOXA3;SYMPK	19	46367240
cg24283842	0.022674967698301	RPLP1	15	69745592
cg24284910	0.0446275626409091	SNX14	6	86302808
cg24286301	0.315073261754761	GUCY2F	X	108725540
cg24286767	0.0138367100699625	RNF181	2	85822592
cg24287460	0.892025827384917	CCDC48	3	128748026
cg24289167	0.052428940281765	POLR3A	10	79789219
cg24290574	0.650041552882664	CPA3	3	148583152
cg24291845	0.0134546549217299	WBP2	17	73851885
cg24292612	0.310959729352239	DEFB1	8	6735472
cg24293567	0.0631357968724782	C9orf98;C9orf9	9	135754124
cg24297976	0.0175949922552237	WDR35	2	20189487
cg24298280	NA	RNF217	6	125305108
cg24300924	0.0149683743377386	SLMO1	18	12407808
cg24302095	0.015964490037635	GRB10	7	50861049
cg24304712	0.0337129905337275	C1orf101	1	244624785
cg24304714	0.101682709206415	LCE1C	1	152779374
cg24305835	0.0166161726806984	SDHB	1	17380585
cg24306924	0.0235460511062401	GPT2	16	46918433
cg24307225	0.0200694861333253	CSNK2A2	16	58231550
cg24309555	0.828015290067203	APOB	2	21266956
cg24310246	NA	RAX2	19	3773172
cg24311282	NA	SIGLEC11	19	50464887
cg24311382	NA	CTGF	6	132272408
cg24313770	0.0199965476555135	RRP15	1	218458267
cg24315815	0.637839947112129	PLSCR4	3	145969579
cg24315860	NA	SRPK2	7	105029492
cg24317255	0.52015671489719	RGS17	6	153452233
cg24318412	0.0150088419902276	ASH2L	8	37962972
cg24319545	0.0756388548824485	H2AFV	7	44887278
cg24320643	0.0509040312070777	ADAM17	2	9695596
cg24321030	0.0152023738678979	SLC46A3	13	29292888
cg24322623	0.117739575420076	MYOD1	11	17740430
cg24323031	0.0486344280268273	PAQR8	6	52227260
cg24323434	0.0172018866883832	SERF2	15	44084878
cg24323726	0.762797632087116	ZBED2;CD96	3	111314186
cg24324379	0.0414320698295496	IDH1	2	209119750
cg24325790	0.597391383850008	CCL23	17	34345392
cg24326142	0.0286019665923081	CSF1	1	110453144
cg24329374	NA	NIPSNAP3A	9	107510068
cg24329717	0.943605545449979	P2RX3	11	57106093
cg24329794	0.018460299744375	GRSF1	4	71704884
cg24330042	0.0218958584475652	GSTT1	22	24384159
cg24330485	0.0183309976003808	EEF1B2;NDUFS1	2	207023983
cg24331079	0.963616730036598	STAT4	2	192016205
cg24331162	0.250318039983535	SYT8	11	1855665
cg24332422	0.671164256017952	APC	5	112073686
cg24332433	0.0298351776503452	SLC39A11	17	71088903
cg24333473	0.47086305904246	ZNF597;NAT15	16	3493428
cg24334790	0.0283954122451048	ARL5A	2	152685205
cg24334879	0.0169677267992062	NKTR	3	42642248
cg24334983	NA	ANXA11	10	81965683
cg24335149	0.537238601423652	PLA2G5	1	20397074
cg24335895	NA	COX7A1	19	36643771
cg24336531	0.0119662085674801	ARL6IP5	3	69134303
cg24337809	0.0132001019970394	BTG2	1	203274882
cg24338843	0.127893140758937	C1orf158	1	12806667
cg24340657	0.763174241493688	KRT24	17	38859934
cg24340926	0.559025794504176	RAB33A	X	129305036
cg24341129	0.866259125107095	BNC2	9	16727830
cg24341177	0.0118533666557835	DIABLO	12	122710506
cg24341220	0.0186889833453139	RETSAT;ELMOD3	2	85581729
cg24341236	0.530248334369226	BRCC3;MTCP1;MTCP1NB	X	154299853
cg24341536	0.0349809742446484	SQSTM1	5	179247663
cg24341800	0.333293979921218	ACAT1	11	107992076
cg24341944	0.0147375942993859	RSRC1	3	157827791
cg24342628	0.026531482498667	KDM1B;TPMT	6	18155101
cg24343515	0.0164124220654033	PI4K2A	10	99400468
cg24345138	0.027016650835625	KLHL25	15	86337433
cg24345247	0.0462292257061836	HIST1H4A	6	26021916
cg24345793	0.025762441049529	USP5;CDCA3	12	6960807
cg24346429	0.323519785445859	GNAS	20	57428032
cg24346637	0.84190314763075	UBL4B	1	110655292
cg24349555	0.00908518946914019	HECA	6	139456526
cg24352499	0.182105341012417	NA	NA	0
cg24352530	0.479872302590218	ABCG2	4	89080423
cg24352688	0.747771647896425	TRAPPC2;OFD1	X	13751727
cg24352736	0.0142912960993994	YIPF2;C19orf52	19	11040012
cg24353217	0.33102036428664	MYL2	12	111358188
cg24353466	0.0109143475908253	RNF13	3	149530978
cg24353833	0.043335241653438	NRM	6	30658612
cg24354652	NA	PTAFR	1	28502908
cg24355006	0.952889188683026	CSNK1G2	19	1969744
cg24355048	0.301590850443411	CTSG	14	25045028
cg24355091	0.24826277560161	NA	NA	0
cg24355174	0.0448207939524349	C11orf60	11	118436523
cg24356289	0.0162030405794927	NA	NA	0
cg24356544	NA	OGDHL	10	50970863
cg24356797	0.0134122502263093	UBA52	19	18682387
cg24357161	0.281861435984791	RCVRN	17	9810114
cg24358465	0.0264766175008432	HIST1H2AG;HIST1H2BJ	6	27100860
cg24358529	0.0357360410704284	PPIE	1	40204662
cg24362016	0.447590793553802	ZNF44	19	12406154
cg24362401	0.0406401942968681	PIK3C3	18	39535226
cg24362726	0.0675122813022298	SCLT1;C4orf33	4	130013618
cg24363955	0.387760143363689	C5orf23	5	32788467
cg24364574	0.056212641939167	PREX1	20	47443694
cg24365013	NA	CLRN1;CLRN1OS	3	150691910
cg24365867	0.441092449622765	MRVI1	11	10715595
cg24371157	0.014718709530324	LOC282997;PDCD4	10	112631335
cg24371225	0.460557085001143	MGC42105	5	43192392
cg24371383	0.019941033438277	CEP55	10	95256104
cg24373308	0.018331020685861	BAG2	6	57036955
cg24373760	0.0191838570358438	LGR5	12	71834237
cg24376537	0.442631368076315	DLG3	X	69665103
cg24377133	NA		8	144170375
cg24378421	0.750430345667607	MTMR9	8	11141365
cg24382521	0.504904320789884	C7	5	40908228
cg24384676	0.0582613372964178	SLC25A21;LOC100129794	14	37641964
cg24385322	0.127021686204361	RELL2;HDAC3	5	141017773
cg24386906	0.0285734303310374	DSE	6	116692844
cg24387380	NA	GABRA5	15	27159158
cg24387818	0.190501472156499	POF1B	X	84634756
cg24388263	NA		19	4241983
cg24389347	0.206281731137272	C3orf22	3	126277693
cg24389359	0.127657501611635	CCDC63	12	111284228
cg24391122	0.020189601104757	SNAPC2	19	7986137
cg24392274	NA	C9orf16	9	130921842
cg24392479	0.0219004851727702	ASPSCR1	17	79934870
cg24392574	0.978552431110379	CALML5	10	5541423
cg24394865	0.0278014531487641	MRPL11	11	66206319
cg24396745	0.0746762633366956	HCN4	15	73660614
cg24399106	0.0341469162986087	MGC45800	4	183065224
cg24399405	NA	C16orf35	16	189577
cg24399529	NA	MIR548H4;TMEM84	15	69373153
cg24400943	0.409599491953539	C11orf64	11	60383099
cg24401441	NA		20	21679843
cg24401912	0.0249912340379359	STYK1	12	10826432
cg24402880	0.740138442404534	PLAC8	4	84035837
cg24403722	0.0618336324614216	EGR3	8	22550720
cg24404909	0.0298941741626301	INF2	14	105175111
cg24405636	0.0396186851731755	ZNF526	19	42724150
cg24407065	0.918506809469442	BLZF1;NME7	1	169335802
cg24407308	0.154964527261261	DGKZ	11	46354997
cg24408199	0.0171532254681369	EIF2B5	3	183852724
cg24408313	0.148916052849539		18	60988465
cg24408511	0.942794534555273	C12orf51	12	112711543
cg24408817	0.0423313407728178	CCNL1	3	156878512
cg24409107	0.0147449986779673	GALE	1	24127262
cg24411312	NA	ST14	11	130028844
cg24412846	0.0705294606793301	NA	NA	0
cg24414089	NA	MRC2	17	60705329
cg24414383	0.839053733494869	KRTAP1-1	17	39198944
cg24415468	0.205354885409784	ZNF711	X	84499079
cg24417499	0.595569291924074	HPCA	1	33351653
cg24418574	0.127115700596618	NA	NA	0
cg24420778	0.019158673144517	PRDX6	1	173445979
cg24421410	0.581729146208806	HLA-DMA	6	32920220
cg24422489	0.945926984915385	FCGR2A	1	161474976
cg24423088	0.276198379216291	KRTAP8-1	21	32185365
cg24424381	0.0294886858527461	WDR93;PEX11A	15	90233857
cg24426405	0.135279209789917	AGR2	7	16844852
cg24427660	0.365861050904302	PNPLA2	11	818892
cg24428042	0.0234360322974427	ECHDC3	10	11784408
cg24428760	0.0326772495712705	RALY	20	32582025
cg24428913	NA	WAS	X	48541432
