Hybridization REF	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05
cg20656116	0.0182469680813749	CD59	11	33757858
cg20657383	0.954878969694908	CEACAM1	19	43033362
cg20657421	0.842914271920308	NA	NA	0
cg20661303	0.533641483413917	LEFTY2	1	226129561
cg20663831	NA	GIMAP2	7	150383154
cg20663980	0.359934990084922	CDX4	X	72667070
cg20664201	0.663368833691588	INHBE	12	57849270
cg20664247	0.365190398793455	PEX10	1	2345475
cg20668607	NA	DNAJC11	1	6762257
cg20669525	0.00941878066922697	GPAA1	8	145137896
cg20670302	0.0119127432909211	PSTPIP2	18	43652172
cg20672044	0.957143649737015	HPR	16	72096498
cg20672744	0.0152291120271839	ERICH1	8	681352
cg20673075	0.314264448680924	STK3	8	99838488
cg20673481	0.114489356663722	KCNS3	2	18059454
cg20673611	0.0268220469853737	TM7SF3	12	27166943
cg20674521	0.649958379730738	KCNJ4	22	38850521
cg20674577	0.29276799341853	PHACTR3	20	58179540
cg20675440	NA	NIP7;COG8	16	69374895
cg20676303	0.722168325469474	GAGE5;GAGE12I;GAGE7;GAGE2A;GAGE2C;GAGE2E;GAGE8;GAGE4;GAGE2D;GAGE12F	X	49217045
cg20676475	0.624131718794604	LCE3D	1	152552494
cg20676542	0.0177023668991054	TRIM25	17	54991456
cg20678353	0.615597977561005	C15orf53	15	38988560
cg20681975	0.0130974999921615	CNPY3	6	42897059
cg20683151	0.921867644977271	TM4SF20	2	228243972
cg20684399	0.0306677248523747	PHF2	9	96338308
cg20684549	0.560538287975316	LPPR3	19	822842
cg20684973	0.0145363884848834	TAF5	10	105127632
cg20687462	0.0134714064459131	CCDC102A	16	57570777
cg20688340	0.804991959046143	MMP21	10	127464237
cg20691408	0.0487366294836878	FADS3	11	61659465
cg20691580	NA	APOC3	11	116701044
cg20692181	NA	RETN	19	7733174
cg20692569	0.537491477417028	FZD9	7	72848481
cg20693880	0.0452820767937126	PSMB6	17	4699478
cg20695057	0.0186365092954988	TP53BP2	1	224034220
cg20695562	0.0273653182714212	USP33	1	78225636
cg20695587	0.486861527270109	TMPRSS11F	4	68995759
cg20696985	0.0332741830684036	SHF	15	45480429
cg20697204	0.861313586163985	C2orf61	2	47382593
cg20699736	0.071376222651371	VAX2	2	71127226
cg20700904	0.0179004351400263	HNRNPH3;PBLD	10	70091499
cg20701850	0.014025979623745	RECQL;GOLT1B	12	21655265
cg20702327	0.0266301578851476	CSNK2A1	20	524484
cg20707333	0.980380303277499	PPP1R3D;C20orf177	20	58514079
cg20707345	0.985590282693083	PARD6A;ACD	16	67695867
cg20708411	0.0166526024085503	CSNK1G3	5	122847581
cg20712430	0.0147392260210428	KREMEN2	16	3013923
cg20713333	0.016175166173484	RG9MTD2;MTTP	4	100484892
cg20713492	0.47636864726444	AQP10	1	154293482
cg20714328	0.92535033512876	THBS4	5	79331850
cg20715219	0.0130512308976204	DDX17	22	38902282
cg20715764	0.0129470679202893	ZNF264	19	57702697
cg20716064	0.0129296424125488	USP6NL	10	11652950
cg20716119	0.183454880391287	CDH1	16	68771763
cg20716209	0.333423368762046	STAT3	17	40541270
cg20716571	0.0476959216983945	WDR37	10	1102456
cg20716945	0.0108195309764003	USP38	4	144106096
cg20717059	0.0188644174852076	FAM167A	8	11324817
cg20718816	0.0133226812088652	LTBP2	14	75078842
cg20720686	NA	POR	7	75582881
cg20721467	0.66545490714982	MYST4	10	76597927
cg20723355	0.613252906298262	FBXO39	17	6679597
cg20724073	0.00878249611832812	MLX	17	40719654
cg20725021	0.715704323830771	MASP1	3	187009575
cg20727114	0.044477746644746	CPT1C;C19orf76	19	50194120
cg20727362	NA	CYB5R3	22	43045952
cg20728496	NA	NADSYN1	11	71163555
cg20728639	0.0128906930934023	ABTB2	11	34379053
cg20731798	0.0232215374701301	C11orf74;RAG2	11	36616365
cg20732137	NA	GMEB2	20	62251227
cg20732367	0.0421436644733256	LRRFIP1	2	238601467
cg20736065	0.0131193719338261	MSI2	17	55334276
cg20737712	NA	TBRG1	11	124492803
cg20739508	0.0997431421982281	NA	NA	0
cg20739510	0.0246395409059804	PEX14	1	10534809
cg20740029	0.0638681676310024	SLC5A8	12	101603835
cg20743744	0.148435423103756	C4orf42;CTBP1	4	1243849
cg20744464	0.0216401910778809	MFI2	3	196756875
cg20744809	0.0410167325553541	FTSJD1	16	71323116
cg20747455	0.913530592883163	MATN4	20	43933383
cg20748065	0.841436782877432	POR	7	75583421
cg20750215	0.0376637929099156	JUNB	19	12901966
cg20751395	0.931753831389376	KCNQ1	11	2594153
cg20752438	0.0560334351681628	C9orf128;TMEM8B	9	35829112
cg20755353	0.0339410296671343	SSU72	1	1510883
cg20757196	NA	SNORD60;TRAF7	16	2206320
cg20757526	0.0174823152697789	DCXR	17	79995330
cg20757758	NA	PPCS;ZMYND12	1	42922000
cg20757912	0.0348286048856898	SSBP2	5	81047188
cg20758803	0.00864373551497981	MAGI3	1	113933172
cg20760063	0.0183538069752289	NBR2;BRCA1	17	41277580
cg20761322	0.0501877188724951	CIB2	15	78423564
cg20764656	0.77559769882027	GPX2	14	65410479
cg20767356	0.965651435600141	HORMAD1	1	150693100
cg20767936	0.023552730209197	ASNSD1	2	190526040
cg20768743	0.653638004135766	CD226	18	67624846
cg20769102	NA	POLR2K	8	101162761
cg20769774	NA	CYLD	16	50775476
cg20769842	0.56147140795541	MKRN3	15	23810238
cg20770175	0.598616621536929	COL3A1	2	189839474
cg20770311	0.0137230830062978	SMPD1	11	6411396
cg20770803	0.0146661703486232	CNTD1;CCDC56	17	40950659
cg20771670	0.0186600015407936	PHLDA3	1	201438018
cg20772904	0.0315294974880871	SHCBP1	16	46654722
cg20773127	0.201740279755199	ENPEP	4	111397155
cg20774846	0.554151266253437	DPYS	8	105479420
cg20775254	NA	PROM2	2	95940705
cg20775840	0.0516952090816152	G3BP1	5	151150431
cg20775959	0.112130568623814	ARNT2	15	80696264
cg20776317	0.763580673824082	SNAPC4	9	139292793
cg20777437	NA	CDCP2	1	54619703
cg20778294	0.0146515854735321	PPRC1	10	103892833
cg20778669	0.959857852016361	MGMT	10	131355217
cg20779414	0.0184057488644015	STAT6	12	57505882
cg20780953	0.0262330078510675	RAB3D	19	11450511
cg20781140	0.0174851410184585	GPR155	2	175352216
cg20781967	0.411290363551232	NINJ2	12	772688
cg20782689	NA	OXA1L	14	23234972
cg20784775	0.135892044749836	TMTC1	12	29937585
cg20785344	0.0163529807913902	PGAM5	12	133287770
cg20786074	0.400167259385082	EFEMP1	2	56150255
cg20787196	0.0534273494983175	ITPR2	12	26987031
cg20788083	NA	VPS33B	15	91566802
cg20789620	0.392272190814098	FSD1	19	4304334
cg20789691	0.781563894021399	RLN1	9	5340039
cg20789824	0.62510732872974	NA	NA	0
cg20790056	0.723527291203061	TMIGD2	19	4303012
cg20790540	0.860166158137843	PTCRA	6	42884350
cg20791593	0.78014318938546	NEU4	2	242751796
cg20791841	0.0196496962295885	MORG1;MAN2B1	19	12777736
cg20792062	0.203337436411577	KCNA5	12	5153288
cg20792294	0.0622046317367362	IGF2AS;INS-IGF2;IGF2	11	2165425
cg20792833	0.748154358359956	PTPRCAP	11	67205195
cg20793071	0.422102420779263	C1orf83;TMEM59	1	54520450
cg20795401	NA	ITGA6	2	173291908
cg20795863	0.944028147476764	NEU2	2	233896119
cg20795913	0.461920993070337	MLX	17	40718830
cg20797216	0.281406163948091	FBN3	19	8212234
cg20797699	0.0608320448146784	LIMD2	17	61776851
cg20797766	0.056910815953871	PRSS27	16	2770866
cg20798152	0.455574340360066	CARTPT	5	71014900
cg20801056	0.0206616275149173	MBP	18	74844767
cg20802051	0.0360460329250491	AK3L1	1	65613403
cg20802392	0.518043543581572	CTSK	1	150780684
cg20803370	0.0238712624142146	PPOX	1	161136162
cg20804101	0.342555364918366	SLC6A13	12	371916
cg20804555	0.0367908146937047	GSC	14	95235869
cg20804821	0.526603626531272	NA	NA	0
cg20807545	0.230016792455616	ADAMTS18	16	77469538
cg20807701	0.0247139791572517	THAP5;DNAJB9	7	108209641
cg20808145	0.0144704985339169	KLC2	11	66025705
cg20811273	0.0194219499637106	CASP3;CCDC111	4	185570979
cg20811389	0.0259445839087563	NA	NA	0
cg20811607	0.721820944473401	PPIL6;SMPD2	6	109760831
cg20812929	0.344413356828892	DHRS4L2	14	24458345
cg20813773	0.0146446425759405	C5orf36;ANKRD32	5	93953866
cg20815063	0.0166380468449894	ANKRD49;MRE11A	11	94227320
cg20816612	0.519479589683986	PHKA1	X	71933629
cg20821095	0.0184723892253065	FADD	11	70049116
cg20822579	0.523712802535448	RIPK3	14	24809073
cg20822628	0.706466320413838	GATA5	20	61041592
cg20824576	0.0120064296913263	CD47	3	107809695
cg20825323	0.381663890929697	IGBP1	X	69353047
cg20828084	0.69315930124327	KIAA1199	15	81070851
cg20830531	0.0135529641592693	SPATA5;NUDT6	4	123844416
cg20831492	0.0362183878008777	BET1	7	93633593
cg20831708	0.650549355541798	SEC31B	10	102279373
cg20832009	0.282932122172107	STARD8	X	67867718
cg20832020	0.729303822897908	TIGIT	3	114012912
cg20833786	NA	MRGPRX3	11	18141393
cg20835282	0.0161471315866226	C3orf62	3	49314454
cg20837735	0.517364198900884	SERPINB5	18	61144177
cg20839025	0.391871979590304	NA	NA	0
cg20839149	0.274090429775597	SH2D2A;NTRK1	1	156786601
cg20839219	0.030181745296148	SLC39A6;ELP2	18	33710235
cg20840847	0.861264182812384	APBA2	15	29213626
cg20842040	0.395268819828202	PRPS2	X	12809608
cg20843052	0.0513966108387215	KIAA1841	2	61293725
cg20845050	0.121841043508566	ZNF7	8	146053666
cg20847746	0.435715509477066	S100A13;S100A1	1	153600865
cg20848130	0.737347583367382	GJC2	1	228337776
cg20849549	0.0294593096146297	PTEN;KILLIN	10	89623138
cg20849987	0.819973346380496	LUZP4	X	114524470
cg20850582	0.0248741368078339	LRBA	4	151936449
cg20850981	NA	ZNF323;ZKSCAN3	6	28322103
cg20851097	0.53552057922497	SPTB	14	65289835
cg20851245	0.944156660941869	STK36;RNF25	2	219538212
cg20852286	0.0255589015467327	NSUN3;DHFRL1	3	93781624
cg20853593	0.0267329625326519	NA	NA	0
cg20854748	0.0181888192728183	PIP5K1A	1	151170914
cg20855303	0.471890893285391	REPS2	X	16965405
cg20855344	NA	NR1D2	3	23986090
cg20855565	0.101544987865291	TRIM58	1	248020350
cg20856064	0.0464785141625166	P4HTM	3	49027210
cg20856436	0.0213152932998656	RPS27A;C2orf63	2	55459612
cg20856834	0.498885975816852	OR12D3	6	29342522
cg20857253	0.504125944747898	TCP10L	21	33957290
cg20857455	0.0290192866198964	CPNE8	12	39300142
cg20857947	0.111006269372889	NA	NA	0
cg20858478	0.028395044214349	NA	NA	0
cg20858526	0.669693972356778	CTRC	1	15765065
cg20859470	0.0298328363550831	RPS27	1	153963593
cg20861607	0.0624008290221701	CHRNA7	15	32323114
cg20862119	0.908078909021224	KRT76	12	53171017
cg20862496	0.894301850394046	SLURP1	8	143823734
cg20864636	0.942061072374333	GARNL3	9	130025713
cg20865068	0.0191804715366905	TM9SF2	13	100153453
cg20866788	0.0189894581865341	ARL1	12	101802016
cg20867633	0.119524595424344	GOLT1A	1	204183116
cg20868410	0.0186274001312949	HBEGF	5	139726466
cg20869203	0.0997427539123037	LHFPL1	X	111923211
cg20869710	0.0207792121406496	PDHX;APIP	11	34938234
cg20870362	0.863291498334881	CCIN	9	36169175
cg20870559	0.450876748382603	OAS2	12	113416518
cg20872461	0.0102362085270168	RFC4	3	186524196
cg20876010	0.437487813218755	CACHD1	1	64971752
cg20877313	0.0176666797015218	GLS2	12	56881753
cg20878850	0.411271398907244	AR	X	66763685
cg20879768	0.959281770803077	KATNAL2;TCEB3B	18	44562136
cg20879959	0.137282635430125	HLA-A	6	29910208
cg20880234	0.0212131977246662	ZMYM2	13	20531619
cg20881054	0.0145066852412906	VASH1	14	77228508
cg20881888	0.168071854047932	ZMYND10	3	50383079
cg20881910	0.102945825830714	NTM	11	131780332
cg20882852	0.0278316141326329	SERINC1;PKIB	6	122792503
cg20884362	0.511153300862288	C21orf67;C21orf70	21	46358702
cg20884697	0.0192753727463627	MANEA	6	96025221
cg20885089	0.0322513320040171	AMPD2	1	110162701
cg20886062	0.0199911976437185	DCI	16	2301787
cg20887241	0.864629932210134	HTR1D	1	23522636
cg20887455	0.0129789028790409	PHB	17	47491840
cg20888386	0.0436634366400851	CRYBA2	2	219858260
cg20888907	0.0186070302111467	LETM2	8	38244244
cg20890210	0.181450974183714	KCNB2	8	73450181
cg20891301	0.763863563571401	MSX1	4	4864711
cg20891917	NA	IFRD1	7	112064031
cg20892287	0.697415703380342	RICS	11	128893851
cg20893022	0.235187900559252	MIR7-3;C19orf30	19	4769214
cg20895028	0.867643692587265	CDH26	20	58533443
cg20895877	0.378052981936652	PRIMA1	14	94254586
cg20896197	0.0121627593465491	KIF20B	10	91461107
cg20897667	0.587466758626154	MIMT1;PEG3;ZIM2	19	57351213
cg20899053	0.112422230575088	MNX1	7	156803197
cg20899321	NA	LRRC32	11	76380605
cg20900524	NA	PPT1	1	40563271
cg20902737	0.036378292794353	CCDC103;EFTUD2	17	42976442
cg20903926	0.75452520062687	C1orf177	1	55271677
cg20904010	0.848081350060506	SYN3	22	33402393
cg20904141	0.0158765212540944	NA	NA	0
cg20906802	0.886722949235079	OPN5	6	47749786
cg20907471	0.375279149664406		20	21679525
cg20908204	0.179639325757649	DMPK	19	46285434
cg20908993	0.014531170625855	EIF2S1;ATP6V1D	14	67826378
cg20909686	0.0966070978331416	OVOL1	11	65554042
cg20910436	0.0361222685566844	P4HA1	10	74856386
cg20910746	0.516554664660317	BBOX1	11	27062416
cg20913782	0.0141203187899574	C1orf212	1	35325533
cg20914508	0.198259742795267	GAP43	3	115342333
cg20916483	0.0168530552298721	FAM160A2	11	6255841
cg20916523	0.328410770873562	VHL	3	10184584
cg20917484	0.0234606461546179	GAPDH	12	6644066
cg20918903	0.0215147481511511	KDM3A	2	86668501
cg20919133	0.0210442783334045	NA	NA	0
cg20919556	0.0184302602938001	CNKSR3	6	154832050
cg20919799	0.0333380422291107	CDKN1C	11	2906667
cg20922422	0.456164287516117	PCYT1B	X	24665669
cg20923575	0.0142038936769357	MTMR4	17	56596273
cg20924286	0.0799152953042695	CLDN11	3	170136159
cg20925178	0.0216454767065247	CWF19L1	10	102027628
cg20925482	0.0167562853528884	C20orf111	20	42839882
cg20925811	0.683429988846347	MMP9	20	44638517
cg20925954	NA	DUSP5	10	112256640
cg20925955	0.97475271224983	TIAM2	6	155412182
cg20927059	0.0136211309930749	TFCP2	12	51567112
cg20930618	0.0153176288964285	VPS72	1	151162157
cg20931907	0.741805787534131	CXorf67	X	51149742
cg20932053	NA	CPM	12	69358093
cg20932765	0.022754576362743	TRIM33	1	115054143
cg20935106	0.062469494575977	TAPBPL;LOC678655	12	6561229
cg20937139	0.129987243088325	PDGFC	4	157892758
cg20938286	0.0113507506377166	CLDND1	3	98241925
cg20938359	0.408305587410289	SLC6A12	12	322250
cg20938689	0.529133803977061	NA	NA	0
cg20939319	0.542580095868267	TEX15	8	30707701
cg20940661	0.0190458050444411	KCNS3	2	18060086
cg20945531	0.725011738657082	FLJ34503	6	114225012
cg20947775	0.0162176768864518	SCD5	4	83720240
cg20948472	0.0301744256127361	ZMAT2	5	140079847
cg20950011	0.133312597684279	CIDEA	18	12254377
cg20950277	0.807526902675228	TNIP3	4	122085241
cg20951444	0.705869505266503	FNDC5	1	33337112
cg20951539	NA	PXT1	6	36367819
cg20951726	0.0288782192494535	MTMR9	8	11142737
cg20951821	0.0127741994614702	ENC1	5	73937141
cg20953047	0.903865241327453	PIGR	1	207120022
cg20955688	0.384042925851421	TMEM71	8	133772889
cg20955831	0.0140234282271451	LRRC16A	6	25279788
cg20956314	0.963968833308169	XYLB	3	38387299
cg20956373	0.018520119855937	USP48	1	22109557
cg20957193	0.0213246509501962	ZNRF1	16	75032774
cg20959523	0.0578603467353849	FIGN	2	164592477
cg20959866	0.440322582266936	AJAP1	1	4714008
cg20964758	0.316569264706349	ENOX2	X	130037157
cg20965815	0.740409444583644	DPCR1	6	30919513
cg20966551	0.0124022636638759	MAST1	19	12949060
cg20966972	0.0309173177436632	MYST3	8	41909463
cg20967028	0.954692683344959	ART4	12	14996272
cg20967220	0.920148123384259	GCM1	6	53013647
cg20969242	0.0224973057888279	GON4L	1	155827044
cg20969846	0.0267243045383405	DIDO1;C20orf11	20	61570221
cg20970875	0.0150271824840596	KANK3	19	8408337
cg20972214	0.486066219213782	SLC2A3	12	8088818
cg20972416	0.0170254819618172	NHEJ1	2	220025218
cg20972495	0.867303634369609	NA	NA	0
cg20972543	0.0155838517920591	HERC3	4	89514177
cg20972553	0.941415984006831	JDP2	14	75898937
cg20973210	0.645188920179594	C19orf35	19	2282729
cg20974196	0.133033619250423	CFD	19	859983
cg20975478	0.0846133474498183	CCDC24	1	44457319
cg20977411	0.0318439756163007	PMVK	1	154909454
cg20977864	0.386099396991308	HYDIN	16	71264290
cg20979602	0.0173924376331458	PAPD4	5	78908130
cg20979799	0.139799711279599	RFX6	6	117198560
cg20979896	0.019437906825381	PDRG1	20	30539958
cg20980592	0.871415260266167	MEP1A	6	46761035
cg20981615	0.817766464061271	TXK	4	48136280
cg20981893	0.0568830194456893	HSD11B2	16	67465461
cg20982583	0.0144014445089393	POLR2F;C22orf23	22	38349717
cg20985014	0.855995172547557	WISP3	6	112374151
cg20986134	0.0211907173666925	LMNB1	5	126112439
cg20987610	0.827863335618269	CDH17	8	95222020
cg20988616	0.922594283203386	ENPP3	6	131958144
cg20988728	0.0164673796065086	PIK3IP1	22	31688502
cg20991095	NA	USP49	6	41863098
cg20991801	0.0634263121760688	CDK13	7	39990729
cg20993403	0.440404120121887	EPB41L1	20	34700329
cg20994561	NA	BAI1	8	143544400
cg20994801	0.704364918864102	PIK3CD	1	9711398
cg20998885	0.918904156861363	C20orf79	20	18794833
cg20999813	0.0180844069231734	USP10	16	84734014
cg20999934	0.0234712404727541	SUGT1P1;NFX1	9	33290511
cg21000021	0.0691495007695188	MYBBP1A	17	4458969
cg21003606	NA	CALN1	7	71877237
cg21004129	NA	CXCR1	2	219032024
cg21006686	0.590587454057646	NOS1	12	117800240
cg21008709	0.031367291347618	SEC22C	3	42622950
cg21008828	0.0990730647168999	TNK2	3	195634965
cg21010050	0.0153071679192228	TBC1D23	3	99979819
cg21010197	0.0149572197787623	CDCA8	1	38158425
cg21010262	0.0408402325736129	C9orf116;MRPS2	9	138391250
cg21011830	0.0256558318107539	RPL18AP3;RPL18A	19	17970855
cg21012874	0.432109898851702	SNCG;MMRN2	10	88718393
cg21016177	0.0231480958989981	EXOC7	17	74100207
cg21017752	0.0606091014694445	PPP1R3C	10	93393203
cg21019522	0.412285390887074	SLC22A18;SLC22A18AS	11	2920789
cg21019820	0.0149177989896696	MIR191;NDUFAF3;DALRD3	3	49059209
cg21020082	0.0255505377014649	FAM134A;C2orf24	2	220042127
cg21020710	NA	ZNF544	19	58739803
cg21021629	0.828479645270773	NRIP1	21	16340722
cg21022247	0.818749028536629	BIN2	12	51718310
cg21022395	0.923090050523742	SHOC2	10	112722440
cg21022435	0.939475625849221	NFRKB	11	129763918
cg21023001	0.662705932398901	CD93	20	23067088
cg21023114	NA	IFNA14	9	21241233
cg21023770	0.688552673414837	C20orf165	20	44517227
cg21024145	0.0184001882652866	RPS15A	16	18801635
cg21024391	0.0174555103281133	NA	NA	0
cg21026663	0.0248401004797848	HIST1H4D	6	26189234
cg21028326	0.0177332019868822	TUBGCP6	22	50683188
cg21029904	NA	ZNF91	19	23577714
cg21030400	NA	MKNK2	19	2052564
cg21030483	0.429908171221209	TMEM185A	X	148713678
cg21030598	0.393851309766995	PAK2	3	196466425
cg21032203	0.0261329920069083	ZRANB2	1	71546840
cg21032583	0.956768805953595	LMLN;IQCG	3	197685803
cg21033494	NA	MSMB	10	51550114
cg21033855	0.0875224201465402	TUBGCP4;ZSCAN29	15	43662581
cg21034676	0.0313966257547149	TGFBI	5	135364552
cg21035142	0.454877871361325	CRYGN	7	151136940
cg21037570	0.0168771415579597	IMMT	2	86422857
cg21038229	0.0177994285844759	NA	NA	0
cg21038703	0.668833307248227	ASB16	17	42248358
cg21038964	0.022648009270856	DPM3	1	155113214
cg21039631	NA	CD58	1	117112854
cg21039679	NA	C15orf53	15	38989738
cg21039822	0.015101442734839	PCYT2	17	79869136
cg21041127	NA	AGR3	7	16922421
cg21042619	0.0229465381874373	NA	NA	0
cg21043558	NA	BRAF	7	140625365
cg21043754	0.0153135354424079	DDB1;DAK	11	61100532
cg21044104	0.6680232268438	LYZL4	3	42451876
cg21045388	0.955516321497655	KIAA1026	1	15428172
cg21045917	0.655708159720059	ALAS2	X	55057395
cg21046413	0.509435356380552	AIFM1	X	129299367
cg21046940	0.0170471178972752	DAP	5	10760858
cg21047206	0.61515855681673	PDE4DIP	1	145076221
cg21048501	0.0254724752832923	MRPS24	7	43909515
cg21048669	0.378580157188909	CLEC3A	16	78056379
cg21049762	0.749818555721613	TCIRG1	11	67805456
cg21051046	0.130741947597332		7	155248393
cg21051086	0.295108712733503	PPP4R2	3	73046214
cg21051423	0.0166953489946078	MTBP;MRPL13	8	121457935
cg21052164	0.0539560907193894	CHRNB2	1	154539977
cg21053015	0.0226312883190885	SYNGR1	22	39746054
cg21053323	0.249228578357962	SUMO3	21	46237385
cg21053529	0.136537280471581	GJD2	15	35046760
cg21053748	0.0234803014194717	NDUFA4	7	10979772
cg21057046	0.15985022938198	NBL1	1	19970204
cg21057494	0.557551850673228	CLEC3B	3	45066971
cg21060429	NA	NUDT1;FTSJ2	7	2280360
cg21060854	0.0133384416715126	TOR1B	9	132565518
cg21061811	NA	DDA1	19	17419261
cg21062347	0.548602042574377	SLC22A8	11	62783543
cg21063899	0.453536973202392	SCEL	13	78109801
cg21065959	0.609890160165148	LCE1E	1	152758755
cg21065990	0.0117950621114913	TASP1	20	13619254
cg21066636	0.445680844341774	TM4SF5	17	4675292
cg21067846	0.903355009404601	MORC4	X	106228404
cg21068030	0.84507833880864	CYB5D1;LSMD1	17	7762413
cg21068152	0.0261444403207715	SIRT4	12	120740453
cg21068339	0.01310908884258	DSP	6	7542819
cg21069922	0.018037840086911	ERAL1	17	27182342
cg21070087	0.939004056664667	HECW1	7	43351538
cg21070730	0.0164737530122038	NA	NA	0
cg21072025	0.0175512950610749	GNG8	19	47137863
cg21073927	0.142786159443336	GATA4	8	11562155
cg21075829	0.303967099470746	ESYT3	3	138153170
cg21076470	0.0522659141085839	MRPS14	1	174992744
cg21080294	0.390520916388868	PRPS1	X	106871478
cg21081852	0.0700438846242187	TXNRD1	12	104680692
cg21081971	0.325864429038283	TRPC4	13	38444765
cg21084260	0.874368236610465	APOD	3	195311868
cg21085553	0.0500355305743508	NA	NA	0
cg21085625	0.0166682588878725	C2orf76;DBI	2	120124643
cg21085768	0.748005160382603	NA	NA	0
cg21086464	0.0195836833119748	PAK1	11	77184925
cg21087043	0.214117024212223	NA	NA	0
cg21087137	0.392193870164378	GLIPR1L1	12	75728469
cg21087701	0.676875655520736	GPR119	X	129520113
cg21089667	0.987847164599065	HLTF	3	148805262
cg21090723	0.91356348867309	ALG13	X	110970253
