Hybridization REF	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05
cg20902737	0.0372997738763821	CCDC103;EFTUD2	17	42976442
cg20903926	0.945776577935464	C1orf177	1	55271677
cg20904010	0.88207047439631	SYN3	22	33402393
cg20904141	0.0135139888917146	NA	NA	0
cg20906802	0.896134974818622	OPN5	6	47749786
cg20907471	0.113831303469105		20	21679525
cg20908204	0.0684371655892381	DMPK	19	46285434
cg20908993	0.0123057342213092	EIF2S1;ATP6V1D	14	67826378
cg20909686	0.0801302941795518	OVOL1	11	65554042
cg20910436	0.040058911359472	P4HA1	10	74856386
cg20910746	0.0562279907397619	BBOX1	11	27062416
cg20913782	0.0128044148919488	C1orf212	1	35325533
cg20914508	0.472978557863081	GAP43	3	115342333
cg20916483	0.0145614872742036	FAM160A2	11	6255841
cg20916523	0.26735099605305	VHL	3	10184584
cg20917484	0.0249015871805098	GAPDH	12	6644066
cg20918903	0.0230921509287556	KDM3A	2	86668501
cg20919133	0.0211499977709225	NA	NA	0
cg20919556	0.0200027167383128	CNKSR3	6	154832050
cg20919799	0.0324228018106124	CDKN1C	11	2906667
cg20922422	0.651692609702056	PCYT1B	X	24665669
cg20923575	0.0196758699335474	MTMR4	17	56596273
cg20924286	0.517857684933274	CLDN11	3	170136159
cg20925178	0.027528030109191	CWF19L1	10	102027628
cg20925482	0.0127940157792942	C20orf111	20	42839882
cg20925811	0.893296866970878	MMP9	20	44638517
cg20925954	NA	DUSP5	10	112256640
cg20925955	0.954988278697254	TIAM2	6	155412182
cg20927059	0.0182664809600745	TFCP2	12	51567112
cg20930618	0.0133075254598938	VPS72	1	151162157
cg20931907	0.745567305939126	CXorf67	X	51149742
cg20932053	NA	CPM	12	69358093
cg20932765	0.0335473400666777	TRIM33	1	115054143
cg20935106	0.0532621197888041	TAPBPL;LOC678655	12	6561229
cg20937139	0.0204657925270523	PDGFC	4	157892758
cg20938286	0.00865475591053388	CLDND1	3	98241925
cg20938359	0.0902967482047085	SLC6A12	12	322250
cg20938689	0.471415818320838	NA	NA	0
cg20939319	0.109325757414785	TEX15	8	30707701
cg20940661	0.0152378954780412	KCNS3	2	18060086
cg20945531	0.489979727049555	FLJ34503	6	114225012
cg20947775	0.0329584043276563	SCD5	4	83720240
cg20948472	0.0378439344675526	ZMAT2	5	140079847
cg20950011	0.306315731910364	CIDEA	18	12254377
cg20950277	0.887056376641649	TNIP3	4	122085241
cg20951444	0.399775468338481	FNDC5	1	33337112
cg20951539	NA	PXT1	6	36367819
cg20951726	0.0377238547493633	MTMR9	8	11142737
cg20951821	0.012877411138078	ENC1	5	73937141
cg20953047	0.953471149001085	PIGR	1	207120022
cg20955688	0.581273634893385	TMEM71	8	133772889
cg20955831	0.0166536068413345	LRRC16A	6	25279788
cg20956314	0.963615423293255	XYLB	3	38387299
cg20956373	0.0135341163300688	USP48	1	22109557
cg20957193	0.0208968352894774	ZNRF1	16	75032774
cg20959523	0.0537774461573455	FIGN	2	164592477
cg20959866	0.064952162608747	AJAP1	1	4714008
cg20964758	0.486427454708774	ENOX2	X	130037157
cg20965815	0.724669787034506	DPCR1	6	30919513
cg20966551	0.0134645063585252	MAST1	19	12949060
cg20966972	0.0225357781323218	MYST3	8	41909463
cg20967028	0.956268973859303	ART4	12	14996272
cg20967220	0.930412492721428	GCM1	6	53013647
cg20969242	0.0160181053310255	GON4L	1	155827044
cg20969846	0.0275765472354468	DIDO1;C20orf11	20	61570221
cg20970875	0.0401821947468487	KANK3	19	8408337
cg20972214	0.760200494504916	SLC2A3	12	8088818
cg20972416	0.0145188506927552	NHEJ1	2	220025218
cg20972495	0.851203297251603	NA	NA	0
cg20972543	0.0138460718703476	HERC3	4	89514177
cg20972553	0.96242154423369	JDP2	14	75898937
cg20973210	0.890297139412992	C19orf35	19	2282729
cg20974196	0.0322859338998123	CFD	19	859983
cg20975478	0.0703589462929495	CCDC24	1	44457319
cg20977411	0.0265652530099757	PMVK	1	154909454
cg20977864	0.107349650053439	HYDIN	16	71264290
cg20979602	0.0155460230194685	PAPD4	5	78908130
cg20979799	0.060761143395825	RFX6	6	117198560
cg20979896	0.0207544803511082	PDRG1	20	30539958
cg20980592	0.509692995749955	MEP1A	6	46761035
cg20981615	0.937060386011202	TXK	4	48136280
cg20981893	0.0298866855946865	HSD11B2	16	67465461
cg20982583	0.0144230003026427	POLR2F;C22orf23	22	38349717
cg20985014	0.923852341685179	WISP3	6	112374151
cg20986134	0.0251835138689652	LMNB1	5	126112439
cg20987610	0.958907872421596	CDH17	8	95222020
cg20988616	0.863871379874645	ENPP3	6	131958144
cg20988728	0.0197097487078116	PIK3IP1	22	31688502
cg20991095	NA	USP49	6	41863098
cg20991801	0.0218420993880203	CDK13	7	39990729
cg20993403	0.122622386559505	EPB41L1	20	34700329
cg20994561	NA	BAI1	8	143544400
cg20994801	0.933953201858679	PIK3CD	1	9711398
cg20998885	0.938309479645442	C20orf79	20	18794833
cg20999813	0.0170225064213778	USP10	16	84734014
cg20999934	0.022886933082574	SUGT1P1;NFX1	9	33290511
cg21000021	0.064912596931109	MYBBP1A	17	4458969
cg21003606	NA	CALN1	7	71877237
cg21004129	NA	CXCR1	2	219032024
cg21006686	0.0844192466854517	NOS1	12	117800240
cg21008709	0.0258821940706583	SEC22C	3	42622950
cg21008828	0.0459090149040503	TNK2	3	195634965
cg21010050	0.0148509856991845	TBC1D23	3	99979819
cg21010197	0.0143520299718037	CDCA8	1	38158425
cg21010262	0.0140570208373754	C9orf116;MRPS2	9	138391250
cg21011830	0.0292924742983959	RPL18AP3;RPL18A	19	17970855
cg21012874	0.158297632834271	SNCG;MMRN2	10	88718393
cg21016177	0.0404020048038956	EXOC7	17	74100207
cg21017752	0.0685587332118438	PPP1R3C	10	93393203
cg21019522	0.12535106939921	SLC22A18;SLC22A18AS	11	2920789
cg21019820	0.0117570875983803	MIR191;NDUFAF3;DALRD3	3	49059209
cg21020082	0.0262394536055785	FAM134A;C2orf24	2	220042127
cg21020710	NA	ZNF544	19	58739803
cg21021629	0.928220179258177	NRIP1	21	16340722
cg21022247	0.965912880233863	BIN2	12	51718310
cg21022395	0.949189392117144	SHOC2	10	112722440
cg21022435	0.965477668714784	NFRKB	11	129763918
cg21023001	0.774734544302881	CD93	20	23067088
cg21023114	NA	IFNA14	9	21241233
cg21023770	0.913673592195002	C20orf165	20	44517227
cg21024145	0.00915296981255076	RPS15A	16	18801635
cg21024391	0.0181842771381786	NA	NA	0
cg21026663	0.0114961525607301	HIST1H4D	6	26189234
cg21028326	0.0204024093398317	TUBGCP6	22	50683188
cg21029904	NA	ZNF91	19	23577714
cg21030400	NA	MKNK2	19	2052564
cg21030483	0.148346022317177	TMEM185A	X	148713678
cg21030598	0.604381518665601	PAK2	3	196466425
cg21032203	0.0346110257767957	ZRANB2	1	71546840
cg21032583	0.960351998326089	LMLN;IQCG	3	197685803
cg21033494	NA	MSMB	10	51550114
cg21033855	0.0186622190007618	TUBGCP4;ZSCAN29	15	43662581
cg21034676	0.0122533771014864	TGFBI	5	135364552
cg21035142	0.0629817496873657	CRYGN	7	151136940
cg21037570	0.0172570396164039	IMMT	2	86422857
cg21038229	0.0151352529237373	NA	NA	0
cg21038703	0.306797890732843	ASB16	17	42248358
cg21038964	0.0262557564481313	DPM3	1	155113214
cg21039631	NA	CD58	1	117112854
cg21039679	NA	C15orf53	15	38989738
cg21039822	0.0142035147996922	PCYT2	17	79869136
cg21041127	NA	AGR3	7	16922421
cg21042619	0.0214521877608861	NA	NA	0
cg21043558	NA	BRAF	7	140625365
cg21043754	0.0113663783558277	DDB1;DAK	11	61100532
cg21044104	0.884888223890501	LYZL4	3	42451876
cg21045388	0.963267153912241	KIAA1026	1	15428172
cg21045917	0.570176520592533	ALAS2	X	55057395
cg21046413	0.52819327135322	AIFM1	X	129299367
cg21046940	0.0149779226758583	DAP	5	10760858
cg21047206	0.677424231235443	PDE4DIP	1	145076221
cg21048501	0.0179567921279398	MRPS24	7	43909515
cg21048669	0.280197836404066	CLEC3A	16	78056379
cg21049762	0.88544957767676	TCIRG1	11	67805456
cg21051046	0.0321149846787199		7	155248393
cg21051086	0.339005283537086	PPP4R2	3	73046214
cg21051423	0.0153879830534976	MTBP;MRPL13	8	121457935
cg21052164	0.0373050156569725	CHRNB2	1	154539977
cg21053015	0.0203993146746097	SYNGR1	22	39746054
cg21053323	0.793062260782307	SUMO3	21	46237385
cg21053529	0.0705418506337078	GJD2	15	35046760
cg21053748	0.0215351833376275	NDUFA4	7	10979772
cg21057046	0.412595041945214	NBL1	1	19970204
cg21057494	0.204109062546162	CLEC3B	3	45066971
cg21060429	NA	NUDT1;FTSJ2	7	2280360
cg21060854	0.0123163111879975	TOR1B	9	132565518
cg21061811	NA	DDA1	19	17419261
cg21062347	0.774460329777923	SLC22A8	11	62783543
cg21063899	0.074598203117713	SCEL	13	78109801
cg21065959	0.587822670738519	LCE1E	1	152758755
cg21065990	0.011822668870233	TASP1	20	13619254
cg21066636	0.77163772115137	TM4SF5	17	4675292
cg21067846	0.94248122373678	MORC4	X	106228404
cg21068030	0.530594945605322	CYB5D1;LSMD1	17	7762413
cg21068152	0.0246521836337473	SIRT4	12	120740453
cg21068339	0.0188942240494149	DSP	6	7542819
cg21069922	0.021034055114944	ERAL1	17	27182342
cg21070087	0.929372003492013	HECW1	7	43351538
cg21070730	0.0162774825807756	NA	NA	0
cg21072025	0.0115760428529096	GNG8	19	47137863
cg21073927	0.671109555006516	GATA4	8	11562155
cg21075829	0.0996698236924128	ESYT3	3	138153170
cg21076470	0.0330974900116723	MRPS14	1	174992744
cg21080294	0.0695348196974043	PRPS1	X	106871478
cg21081852	0.0930759457779001	TXNRD1	12	104680692
cg21081971	0.420925058291254	TRPC4	13	38444765
cg21084260	0.899841423121037	APOD	3	195311868
cg21085553	0.0803209586250696	NA	NA	0
cg21085625	0.0106572345863906	C2orf76;DBI	2	120124643
cg21085768	0.865593930968768	NA	NA	0
cg21086464	0.0216577155754603	PAK1	11	77184925
cg21087043	0.134148599698189	NA	NA	0
cg21087137	0.270507931246943	GLIPR1L1	12	75728469
cg21087701	0.911095356808065	GPR119	X	129520113
cg21089667	0.987173638078577	HLTF	3	148805262
cg21090723	0.909359830405131	ALG13	X	110970253
cg21091629	0.0117456075678431	PGAP2	11	3829534
cg21091679	0.0214615424649239	ELL2	5	95298142
cg21092324	0.804143620544096	MMRN1	4	90816310
cg21092462	0.0202415976428346	KCNH1	1	211307761
cg21092687	0.0191016722735592	RECQL4;LRRC14	8	145743911
cg21093060	NA	TXLNA	1	32644693
cg21094154	0.189711793448374	NA	NA	0
cg21094669	0.0593038474531184	GLRA3	4	175750109
cg21096399	0.174541452918942	MCAM	11	119188145
cg21096502	0.0138661338739737	CHCHD2	7	56174374
cg21096591	0.655262134859339	NA	NA	0
cg21096915	0.145589502623125	LOC84856	10	42971209
cg21096966	0.0519168005246993	KLHL28;FAM179B	14	45432458
cg21097640	0.0218028426472768	POLR1D;LNX2	13	28195548
cg21098323	NA	OSCAR;NDUFA3	19	54605642
cg21099221	0.0137433962299032	SRM	1	11120574
cg21099326	0.0125515630464584	TRIM35;PTK2B	8	27168591
cg21099488	0.0344120785682727	PELI2	14	56585486
cg21101222	0.0113303155855929	ATOX1	5	151138161
cg21104946	0.105113319501718	WNT7B	22	46373530
cg21105318	0.147667719341625	ITGB6	2	161056520
cg21109025	0.656072726130016	CCL2	17	32580869
cg21111471	0.892430207589036	FLRT1;MACROD1	11	63871000
cg21111868	NA	EGR4	2	73521089
cg21112925	0.0220844529439779	FAM96B;CES2	16	66968030
cg21114485	0.0189514713144098	UFSP2	4	186346747
cg21115977	0.798220658771081	GDF2	10	48416510
cg21115990	0.920636769933076	NA	NA	0
cg21116314	NA	ZNF266	19	9546752
cg21116410	0.0141035703754809	PEX12	17	33905650
cg21117584	0.0286777738991147	SNIP1	1	38019997
cg21119032	0.0305021737820035	LANCL1;CPS1	2	211341315
cg21120063	0.62745251356151	C2orf82	2	233734910
cg21120249	0.156786606899961	C9orf139;ABCA2	9	139921971
cg21120786	0.296903733620886	SKAP2	7	26904188
cg21122529	0.0180445640769112	CHERP	19	16652680
cg21122774	0.928995458488684	SARDH	9	136604996
cg21123509	0.0133707767984176	POLD2	7	44163430
cg21123573	0.0945579861946673	SIRT4	12	120740055
cg21126707	0.953939119472676	MYF5	12	81111012
cg21126943	0.45830930360271	CEACAM6	19	42259395
cg21129531	0.954523225870672	LRRC4;SND1	7	127670703
cg21130124	0.967753935101625	CALML5	10	5542328
cg21130374	0.887832010466337	MX2	21	42734266
cg21132104	0.0170388604231907	SPATA5L1	15	45694354
cg21132577	0.826736525046658	MYOM2	8	1993528
cg21134096	0.0256040519129877	RHEB	7	151217883
cg21137417	0.689593739283731	SPP2	2	234959456
cg21137706	NA	TMEM5	12	64173304
cg21137707	0.919402739440847	PNMA5	X	152160917
cg21137823	0.0204464790152696	PRKCZ	1	1981270
cg21140292	0.0217451882083631	SMARCA2	9	2015788
cg21142158	0.0361247757146041	COG6	13	40229689
cg21142188	0.547243057279878	ATP7A	X	77166294
cg21142272	0.778906361650745	EXOC3L	16	67224341
cg21142398	0.906373478242814	GLIS1	1	54200078
cg21144270	NA	STK25	2	242448675
cg21144587	0.0166970277311867	GPN1;CCDC121	2	27851409
cg21145624	0.0266222392893567	MEIS3	19	47922899
cg21146268	0.0593546295794585	HIST1H2BE	6	26183508
cg21148892	0.865248870231533	CLEC4F	2	71047649
cg21151355	NA	GJB3	1	35246607
cg21152662	NA	TEC	4	48231543
cg21152671	0.325553518223399	TRAF1	9	123690586
cg21153758	0.0120797754288072	ITGA1;PELO	5	52083992
cg21154823	0.0134105832003591	FAM160B2	8	21947302
cg21161070	0.132331502997722	RACGAP1	12	50419399
cg21161651	0.0125124360911708	C11orf83;C11orf48	11	62439250
cg21162961	0.475878785382269	NA	NA	0
cg21163415	0.0719774505175331	EDN3	20	57876201
cg21164303	0.0127519088335673	TMED3	15	79603277
cg21165219	0.965788982173988	FAM38B	18	10698044
cg21165909	NA	CPS1	2	211419938
cg21166555	0.0154465018161088	NA	NA	0
cg21166999	0.886100021839109	ROS1	6	117746793
cg21167159	0.891325268005724	H19;MIR675	11	2018154
cg21168622	0.122183720253979	ZNF350	19	52489831
cg21168884	0.933622502492389	C6orf122;C6orf208	6	170198971
cg21169285	0.920387785779271	MAPK9	5	179707665
cg21171130	0.0108239389827155	FAM158A	14	24610583
cg21171373	0.013452284242248	WDR5B	3	122134914
cg21171615	0.92042973535747	NA	NA	0
cg21172540	0.0108267801437613	LOC100128071;TSSK3	1	32827840
cg21173623	0.0541015205191675	TMEM141	9	139685156
cg21176048	0.015355607180409	PEX5L	3	179755235
cg21177096	0.0135046655829873	MATN3	2	20212440
cg21178548	0.0589978258634742	SAMD14	17	48207167
cg21179457	0.0155805745450018	INSM2	14	36002798
cg21180599	0.0447481545613144	TLE6	19	2976789
cg21182322	0.0191274438908904	POU2F1	1	167189623
cg21182407	0.0199200578432653	BPHL	6	3119541
cg21182454	0.0122733102386875	MERTK	2	112656262
cg21183846	0.0311435229274908	FMO4	1	171283203
cg21183872	0.478262719521442	LONRF3	X	118108506
cg21184011	NA	ZC3H18	16	88636102
cg21184174	0.751926637443401	NGF	1	115881214
cg21184495	0.035962217989229	ZNF207;MIR632	17	30677090
cg21185421	0.00742228104589198	PIP5K1B;FAM122A	9	71394810
cg21187265	0.0406617116440257	SEPN1	1	26127185
cg21194776	0.913384274004854	USP54	10	75314128
cg21195120	0.304042236729709	MBTPS2	X	21858304
cg21195414	0.0152847113807786	ELOVL5	6	53213871
cg21196187	0.0264777590982967	PSKH1	16	67926862
cg21197871	0.0452749837451108	C8orf38	8	96036803
cg21197973	0.01261430960426	P4HTM	3	49027347
cg21198021	0.893724310298477	PHC2	1	33841581
cg21200380	0.0460626506589967	C1QBP	17	5342446
cg21200703	0.0517488849223093	SLC34A2	4	25657628
cg21201109	NA	KANK2	19	11307090
cg21201572	0.0554514780971497	AGR2	7	16844606
cg21201659	0.0455236413146633	SEC23IP	10	121652288
cg21203420	0.0221008572110787	BRWD1	21	40684731
cg21206959	0.0199093227519016	ZWINT	10	58120759
cg21207418	0.48219513933327	ACP5	19	11688711
cg21207436	0.781409261172343	C14orf115	14	74815316
cg21208104	0.0345415825327865	PRSS12	4	119273361
cg21209091	0.106453213854657	DKK4	8	42234975
cg21209356	0.844486284909411	CSF2RB	22	37319042
cg21210758	0.140899160753881	EVC	4	5713005
cg21210789	0.707576464096419	BAI1	8	143545390
cg21211608	0.00986892485287141	RAP1B	12	69004270
cg21211748	0.0267916107906208	E2F2	1	23858035
cg21212066	0.0231346662283125	GLG1	16	74640816
cg21212956	0.0195067780054791	ZDHHC4	7	6617294
cg21215336	0.0192783534326586	LRRC8E	19	7953705
cg21218093	0.0170879970741212	ZNF335	20	44600160
cg21218636	0.0107090042366052	PCTP	17	53828515
cg21219744	0.0148590891532935	GUF1	4	44680344
cg21222430	0.0219430023748755	CDKN1A	6	36647664
cg21223353	0.949945556142056	ANGPTL7;MTOR	1	11249539
cg21223368	0.0176620092281255	IDH3A	15	78441812
cg21224049	0.0524578546121937	ATP5I	4	668623
cg21224759	0.516144093720661	PIN4	X	71401335
cg21226224	0.641020982625198	NA	NA	0
cg21226225	0.11304658560628	TXNRD1	12	104680742
cg21226234	0.90735906850764	RECQL4;LRRC14	8	145741991
cg21226861	0.0302160639896777	COMMD3	10	22605339
cg21228284	0.0286053740715356	TXNL4B;DHX38	16	72127518
cg21229055	0.0685010840432817	GPM6B	X	13957233
cg21229859	0.0264117658917102	MYEF2	15	48469952
cg21230133	0.887735252521488	NA	NA	0
cg21230392	0.956902258039373	PROM1	4	16077697
cg21230435	0.951320229144146	OPN1SW	7	128416023
cg21232015	0.802663055652263	CHFR	12	133424221
cg21232685	0.937605075910242	GPRASP1	X	101909064
cg21233722	0.796405824385461	DOCK2	5	169064660
cg21235838	0.00988708824382468	SORBS1	10	97321106
cg21237418	0.328087205001221	RAB34	17	27045043
cg21237591	0.0218731594725648	IGF2AS;INS-IGF2;IGF2	11	2162510
cg21238457	0.0438361460384441	WNT11	11	75917353
cg21238818	0.520738937733655	GAL3ST3	11	65816642
cg21240812	NA	TSNARE1	8	143483748
cg21241823	0.192667910453632	PRDM15	21	43300024
cg21242004	0.949061287378423	VTI1A;ZDHHC6	10	114205622
cg21243096	0.352016432981964	NA	NA	0
cg21243909	0.0148619607743862	RCC2	1	17766223
cg21244397	NA	MASTL	10	27444898
cg21244955	0.938176805795226	PI4KA	22	21192955
cg21245135	0.0340839036712483	PGAM1	10	99186516
cg21245372	0.0720561606042716	PGAP2;NUP98	11	3819539
cg21245652	0.747166751633436	MAL	2	95691051
cg21246431	0.00954389099030544	GK5	3	141944516
cg21246783	0.0151720367224923	CLGN	4	141348699
cg21248478	0.0559959986485492	CLIC2	X	154563968
cg21248774	0.0140851119057484	SFPQ	1	35658951
cg21250296	0.116860310195248	HIST1H2BB;HIST1H3C	6	26044405
cg21250577	0.0174710114327189	ETFA	15	76603657
cg21250978	0.0796918718250786	PRKAR2B	7	106684541
cg21252483	0.882727774762342	TULP2	19	49399788
cg21255605	0.054715552148255	NR2C2	3	14989131
cg21255626	0.0110534026690341	UQCRFS1	19	29704222
cg21255732	0.0186948903916434	GPD1L	3	32148497
cg21256649	0.0178147304910724	PRKAR1A	17	66507610
cg21256656	0.902233057858024	KLK6	19	51473823
cg21257635	0.0361378149953344	SYF2	1	25558918
cg21258987	0.904562835038798	GSPT2	X	51485834
cg21259253	0.0211522774520007	PHLDA2	11	2950092
cg21260850	0.0293165808581973	CANT1	17	77005823
cg21261477	0.0202906073798743	CABC1	1	227127707
cg21262854	0.0192245834569661	CCDC132	7	92861612
cg21263122	0.0429819214023375	SSTR1	14	38677095
cg21263196	0.0192475259769076	BCAM	19	45311997
cg21264055	0.229712277339325	GNL1;PRR3	6	30523242
cg21264207	0.0152041369767763	EGR2	10	64576130
cg21264329	0.0341625209648682	LYRM2	6	90348123
cg21265783	0.021307867199679	CLIP2	7	73704324
cg21269897	0.871541252057193	HIST1H2BK;HIST1H4I	6	27107002
cg21269934	0.350300734156079	NAT8L	4	2060219
cg21270015	0.861840838879131	LARP7	4	113567813
cg21270593	0.988237421337795	PEG10	7	94293250
cg21271753	0.301067872087692	TMPRSS6	22	37499451
cg21272774	0.0199748784757821	HOXC9	12	54393725
cg21273029	0.0413766584838959	UST	6	149068556
cg21273098	0.0109259490456501	SMPD2;PPIL6	6	109762418
cg21273125	0.0225661423999371	ABHD2	15	89631790
cg21274025	0.623165216486498	PLA2G3	22	31535981
cg21274570	0.946319552158633	CCL25	19	8117671
cg21275690	0.384386473661242	HCFC1R1;THOC6	16	3072970
cg21277505	0.952551350499746	C19orf63;FAM71E1	19	50978348
cg21279601	0.860838097443332	DRD5	4	9782931
cg21279865	0.885457211374684	FAM106A	17	18430908
cg21279955	0.0519870267362764	SLC27A3	1	153747551
cg21280384	0.0265928379431662	RPF1	1	84945307
cg21280510	0.822574075976875	NT5C1A	1	40137089
cg21281001	0.010741353435722	CTSB	8	11725306
cg21281799	0.880463624980754	DYRK2	12	68041322
cg21282997	0.793574054952367	IL18RAP	2	103035835
cg21283680	NA	SH3BP5	3	15384005
cg21284636	0.0432845179389745	PIN4	X	71401009
cg21284731	0.700605461416292	NA	NA	0
cg21284880	0.0255488017278655	LHFP	13	40177740
cg21287330	0.0149435100750332	C17orf81;DULLARD	17	7154245
cg21288099	0.0106653673281337	RRAS2	11	14380330
cg21289015	0.0406746200049832	USH1C	11	17566048
cg21289924	0.0101928021897897	EIF3A	10	120839943
cg21290885	0.422434643539295	TMEM47	X	34675855
cg21291896	0.0186711869418041	SLC6A6	3	14444133
cg21291985	NA	ZBTB46	20	62437035
cg21295467	0.0290438061141289	VWA5A	11	123986166
cg21295602	0.00935758339757761	NA	NA	0
cg21295911	0.0296876918428249	NA	NA	0
cg21296230	0.188286821842191	GREM1	15	33010536
cg21296602	NA	TAF1D;C11orf54	11	93476060
cg21296676	0.894137318211756	EYA4	6	133561660
cg21298523	0.0314533572240267	NUDT9	4	88343936
cg21299958	0.0674659187471422	ITM2C	2	231729329
cg21300318	0.0588928372233797	MIR7-3;C19orf30	19	4769206
cg21300561	0.0132870122825499	TUBA1B	12	49525534
cg21301148	0.2222796572922	MYH6	14	23878195
cg21301440	0.822306105030622	CYGB	17	74534550
cg21302727	NA	TACC2	10	123748647
cg21303011	0.0249091697228549	THRB	3	24537177
cg21303386	0.0753774233147794	RGS7	1	241520311
cg21304187	0.0368172308143641	CCPG1	15	55700471
cg21305265	0.0243487569761997	KCTD9;CDCA2	8	25316571
cg21306212	0.0309157626565575	RBM26	13	79979929
cg21306218	0.0151207407782691	ZNF276;C16orf7	16	89787478
cg21306775	0.899319384244056		18	74402010
cg21307628	0.112927656710014	CCDC80	3	112360952
cg21307697	0.021721666697252	EXOSC7;ZDHHC3	3	45017012
cg21309049	0.0175197802380179	STK17A	7	43623222
cg21309147	0.0165574971369556	STAC2	17	37382234
cg21311175	0.0496364521106225	HIRA	22	19418307
cg21312090	NA	TRPS1	8	116681727
cg21312148	0.703733518709228	LCE2D	1	152636074
cg21319693	0.021042111241734	PRDX1	1	45987459
cg21319745	0.0372052381792944	UTP11L	1	38478440
