Hybridization REF	TCGA-AN-A046-01A-21D-A032-05	TCGA-AN-A046-01A-21D-A032-05	TCGA-AN-A046-01A-21D-A032-05	TCGA-AN-A046-01A-21D-A032-05
cg24745738	0.135199409354816	EDNRB	13	78493958
cg24747122	0.705893475913919	GNA13	17	63053929
cg24747396	0.026871233890333	PHF7;BAP1	3	52445239
cg24748786	NA	SLC4A4	4	72203501
cg24748945	0.314172173017193	MAP2K2	19	4123852
cg24749970	0.0128316146555496	TRAK2;STRADB	2	202315857
cg24750391	0.655398581008114	PON3	7	95026211
cg24751129	0.553591118208727	GNMT	6	42928920
cg24754277	0.660182740579178	DAPK1	9	90114156
cg24758027	0.0315049271608221	PKIB;SERINC1	6	122793162
cg24759821	0.0853036774162659	PAH	12	103311462
cg24760768	0.975104036117876	NA	NA	0
cg24762359	0.0303477749510539	ATP12A	13	25254447
cg24762437	0.0185804839338905	ZZZ3	1	78148604
cg24765005	0.358471892881995	BEX2	X	102565608
cg24765079	0.460002760611431	CDH1	16	68772430
cg24765446	0.576443867977322	WFDC6	20	44167974
cg24767315	0.0100319793983651	CAPN10	2	241525811
cg24768561	0.768969119828849	AGAP1	2	236401800
cg24769045	0.0158611011199588	TIPRL	1	168148299
cg24770649	0.0303297924909255	KIAA1539	9	35115882
cg24770850	0.0143841525091131	PLXND1	3	129325130
cg24774956	0.537721691881135	SH3KBP1	X	19907122
cg24775607	0.578610543950552	NA	NA	0
cg24776019	0.937543439966808	SETD2	3	47164921
cg24776407	NA	MYEOV	11	69061634
cg24777065	0.0420408341906651	FBLN5	14	92413917
cg24777454	0.379799361179945	NA	NA	0
cg24777710	0.954983761532938	C7orf54;SND1	7	127636733
cg24777762	0.031723953365771	RELT	11	73087230
cg24777950	0.840676074326385	CTSG	14	25046121
cg24778383	0.201861771010003	CD70	19	6590895
cg24779015	0.925395643508739	MARS	12	57881050
cg24779040	0.669032516169821	TSPYL2	X	53111607
cg24781100	NA	MYBPC1	12	101988099
cg24783979	0.0202470317581089	SEPT5	22	19702104
cg24784109	0.384612499326251	NA	NA	0
cg24789424	0.910639045129172	BDH1	3	197300143
cg24789869	0.272487927758892	NA	NA	0
cg24790296	0.0245589133163525	NA	NA	0
cg24791546	NA	DDX23	12	49245534
cg24792272	0.0264140127512152	MCM4;PRKDC	8	48873190
cg24792360	NA	FUCA1	1	24195143
cg24792749	0.0170624018203847	ANKRD27;RGS9BP	19	33166123
cg24793265	0.89153679721236	CARD9	9	139269240
cg24793470	0.0762262092987981	GOSR1	17	28804679
cg24793903	0.014431655366268	SCRN2	17	45918221
cg24794433	0.26276453272136	DAB2IP	9	124462172
cg24794531	0.627680370745417	TRPC1	3	142443837
cg24794734	0.0204266503366174	AGL	1	100316114
cg24794758	0.0202897355100143	LENG1	19	54663461
cg24794992	0.593722321033348	OTOA	16	21689897
cg24796403	0.0170261962828558	FHIT	3	61237172
cg24797830	0.027519952092842	COPS6	7	99686956
cg24797967	0.0897603529702817	FLJ39739	1	147932055
cg24798047	0.397422195657007	GOLT1A	1	204183655
cg24800810	0.469776042616536	RGS7	1	241520926
cg24800887	0.934929475714924	FANCA	16	89883988
cg24801210	0.0832447728836928	PCNP	3	101293432
cg24805239	0.553506090182542	DFNA5	7	24797486
cg24807354	NA	S1PR5	19	10629035
cg24808674	0.0327149145116311	RNF11	1	51702659
cg24809640	0.0552665419257291	MED4	13	48669450
cg24809768	0.0176106323819257	RARS	5	167914047
cg24812103	NA	PABPC1	8	101735630
cg24812167	0.393631451619573	SNAPC4	9	139293358
cg24812297	0.012404730358187	NA	NA	0
cg24812523	0.942367071882207	AKAP6	14	32798762
cg24813163	0.654502186012397	FLJ30058	X	130192301
cg24813212	NA	TEKT2	1	36549726
cg24815853	0.398821106981523	KLK12	19	51538416
cg24816298	NA	PTH	11	13519025
cg24816455	0.645769424917075	SEMA3B	3	50310766
cg24816866	0.909910404018195	PACRG;PARK2	6	163149674
cg24817430	0.0175054472020548	MESDC1	15	81294299
cg24818418	0.506484166272398	EGF	4	110834590
cg24818434	0.0191397124839054	SLC25A44	1	156164011
cg24820250	0.685734334453929	CLEC2A	12	10084936
cg24820508	0.0736228613864025	TXNDC6	3	138048370
cg24820809	NA	MB	22	36019252
cg24821554	NA	GUCY1B2	13	51639953
cg24822446	0.0142895994992391	ZFAND3	6	37788018
cg24823993	0.0217775970026155	NHP2L1	22	42085003
cg24824266	0.316572928074399	SV2B	15	91643655
cg24824840	0.874194945407801	SHANK1	19	51219975
cg24825722	0.743531786802209	ACADVL;DLG4	17	7121848
cg24826645	0.0426344485066057	LAMP1	13	113952209
cg24826867	0.561526971962724	IRF8	16	85932853
cg24829483	0.916580009093153	C1QTNF7	4	15341641
cg24831427	0.554394617943106	COQ3	6	99842353
cg24832140	0.0638222459240274	ZNF114	19	48774411
cg24832353	0.0159956776513773	NA	NA	0
cg24833176	0.0753626708916323	NA	NA	0
cg24833277	0.514588927213445	FAM83A	8	124194361
cg24834740	0.044103835091306	PPP1R16B	20	37434552
cg24835159	0.625755649580577	RNF43	17	56494554
cg24836175	0.0252807001043353	BAT4;CSNK2B	6	31633040
cg24836583	0.0299999773486394	HOMER3	19	19051747
cg24838010	0.0489333001572429	SLC26A11;SGSH	17	78194695
cg24840099	0.734420955381218	MSX1	4	4864430
cg24841244	0.734333047382586	CD3D	11	118213330
cg24844534	0.167882999276562	C1QTNF1	17	77020267
cg24845207	0.982563024910461	DMRTB1	1	53924998
cg24847163	0.0111979341786894	GABBR1	6	29600980
cg24847572	0.0117566409701122	HSPA13	21	15755606
cg24849648	0.732121234073929	WNT16	7	120964019
cg24851490	0.538056071561269	RNASE2	14	21423769
cg24852661	NA	GOLM1	9	88715131
cg24854010	0.903239450359844	WNT5B	12	1726033
cg24855780	0.463804975293602	TNKS1BP1	11	57089366
cg24856383	0.0238740678442312	SIAH2	3	150480910
cg24856732	0.023078216981572	SCO2	22	50963486
cg24857117	0.0236978741321101	PSMB5	14	23504316
cg24857545	0.876953102550372	ATP6AP1;GDI1	X	153664475
cg24857721	0.828415956673694	NA	NA	0
cg24858591	0.0314343515570291	KIAA1143;KIF15	3	44803638
cg24859228	0.0297953396899349	CAMK1D	10	12391835
cg24860534	0.697128358226087	CDC42BPA	1	227506868
cg24861272	0.103144446060902	ZEB1;LOC220930	10	31607153
cg24862483	0.311074094149409	CD300LG	17	41924501
cg24866437	NA	ALPK1	4	113299007
cg24867501	0.707017304803987	MIOX	22	50925337
cg24868271	0.813618804363834	PLCD1	3	38070460
cg24868525	0.0959106769157386	TRAPPC10	21	45431669
cg24870273	0.623025802828451	STK19;DOM3Z	6	31938891
cg24870391	0.443851304291154	CCL11	17	32612675
cg24871743	0.820979859396688	DIRAS3	1	68512650
cg24873414	0.0364149382700328	KLHL26	19	18746981
cg24874111	0.132793544431077	ZNF562	19	9785727
cg24875415	0.890224295300446	CST4	20	23669470
cg24877842	0.325355545727118	TRAK1	3	42201898
cg24879335	0.580567760644368	TF	3	133465180
cg24879595	0.0840714012754518	ARF6	14	50359859
cg24880821	NA	TIGD1;EIF4E2	2	233415904
cg24881834	0.348375320116565	ME1	6	84140997
cg24883276	0.0108533162527717	PSAP	10	73611008
cg24883732	0.975752449728095	TCEB3B;KATNAL2	18	44561725
cg24884084	0.17022542621743	SPRR1B	1	153003198
cg24886748	0.0254690022402054	SLC12A7	5	1111731
cg24887211	0.774257729964529	C14orf166B	14	77292625
cg24888049	0.736005900475217	FES;FURIN	15	91426667
cg24889366	NA	GNG13	16	850646
cg24889744	0.129237816001108	SPEF1	20	3761916
cg24890043	0.0138679944829377	TMEM163	2	135476297
cg24890286	0.956408881430652	HIPK2	7	139317303
cg24890446	0.0150951758028125	NAP1L4	11	3014169
cg24891133	0.204097625431434	C13orf33	13	31480335
cg24892074	0.0162187576213162	PIGY	4	89444835
cg24892510	0.0387232228192898	ZNF415	19	53636309
cg24893837	NA	ARSB	5	78282099
cg24895052	NA	MPP3	17	41909601
cg24896109	0.0137425647982843	CYP51A1	7	91764007
cg24898753	0.185472366833471	FTH1	11	61735917
cg24898863	0.24592796360289	S100A8	1	153363580
cg24899750	0.608652445096509	SNRPB2	20	16710314
cg24901042	0.399087112444987	TMPRSS2	21	42880554
cg24901474	0.85731493489319	RGS5	1	163173040
cg24903376	0.0323593838006194	STIL	1	47779661
cg24903794	0.0143604870265194	EPRS	1	220220036
cg24904765	0.0338344293301883	STAM2	2	153032743
cg24905739	0.0117792467403536	FBXW8	12	117349196
cg24906202	0.108051015468485	NEO1	15	73345212
cg24906992	0.0248931754933191	UQCC	20	33999761
cg24907852	0.0418586400865842	ENOSF1	18	712250
cg24908058	0.925747356788159	CGB5	19	49547202
cg24908499	0.0382787953408253	DLK2	6	43423540
cg24909445	0.0131328628783051	SNORD27;SLC3A2;SNORD26;SNORD28;SNORD25;SNHG1	11	62623256
cg24909737	0.0291946144944978	EBPL	13	50265408
cg24909975	0.0106896447957484	WTAP	6	160147912
cg24910675	0.0666574187070104	ENG	9	130616917
cg24911803	0.0263138428880348	EIF3G	19	10230727
cg24912023	NA	NCRNA00116	2	110979750
cg24912560	0.883679156516801	RBMXL2	11	7110561
cg24914244	0.967498075468897	RTN4IP1;QRSL1	6	107078674
cg24914860	0.0613289470631836	CDK2;SILV	12	56360681
cg24916177	0.0226518968433913	C13orf15	13	42031761
cg24917645	0.0183968083440476	C20orf29	20	3801318
cg24919884	0.879882823604417	ARHGEF16	1	3380288
cg24919972	NA	FYCO1	3	46037608
cg24920358	0.610913288313284	PPIE	1	40204285
cg24921089	0.483785015849633	AMPD3	11	10472840
cg24921858	0.0951918468669035	BCL2L14	12	12223989
cg24922045	0.633637731552968	GAS2L2	17	34079987
cg24922992	0.364477428838733	NA	NA	0
cg24923526	0.0188818018827605	SH3GL1	19	4400879
cg24924631	0.968589258694893	BCL2A1	15	80264696
cg24924779	0.397933377203603	KCNG1	20	49639998
cg24926042	0.602626046656495	KRT82	12	52799999
cg24926276	0.637343070659292	LRG1	19	4539943
cg24926780	0.381876599301527	OR10H2	19	15838895
cg24928161	0.934549006470628	SHBG	17	7533115
cg24928378	0.0426962116458899	RND1	12	49259415
cg24928687	0.840597795762391	EPHX1	1	226012913
cg24929737	0.0116612010269845	EFNB2	13	107188614
cg24929834	0.929805526074815	C22orf31	22	29457241
cg24930915	0.142893613828128	RAB26	16	2199120
cg24934431	0.884715035294498	CYP17A1	10	104597864
cg24935900	0.0580406215548172	RAB11FIP5	2	73340724
cg24936630	0.0279697071939362	DDX10	11	108535499
cg24936956	0.491548564076909	NA	NA	0
cg24937126	0.0147860348176913	LAMB1	7	107643285
cg24937706	0.0199856243557273	RB1	13	48877719
cg24938727	0.270475518622186	HHATL	3	42742993
cg24939733	0.820815880672753	CCDC89	11	85397684
cg24940601	NA	KCNE4	2	223916952
cg24941797	0.00736815689305675	CAPN10	2	241526520
cg24946133	0.0260418557058983	JUN	1	59249665
cg24946408	0.0171810356791215	PPP1R15A	19	49375720
cg24946544	0.0227119821934104	C19orf51	19	55678059
cg24947394	0.0119457095064463	USP33	1	78225121
cg24949049	0.914810750250061	TDRD3	13	61013241
cg24949344	0.0314489516975833	ANO6;PLEKHA9	12	45609653
cg24949488	0.606419496129676	DNTT	10	98064362
cg24950749	NA	SDCBP2	20	1310425
cg24951114	0.016307773172931	HAUS2;LRRC57	15	42841522
cg24956866	0.367544087839132	CALD1	7	134464129
cg24957240	0.249416763371549	NA	NA	0
cg24957950	0.0198933448982768	PAK4	19	39616336
cg24958765	0.0175121868576707	RAB4B	19	41283667
cg24959428	0.899376694491352	GBP6	1	89829951
cg24964364	0.686925927634408	BCAP31;ABCD1	X	152990795
cg24964368	0.674859167044424	FPR2	19	52264413
cg24965984	0.038378098163314	GPAM	10	113943723
cg24966460	NA	TERF2IP;KARS	16	75682643
cg24968336	0.0441500058643228	KCNK6	19	38810212
cg24968786	0.0209063025899361	CCDC87;CCS	11	66360800
cg24970539	0.0429551597920663	RPS6KA4	11	64126392
cg24971490	0.0309325047300042	UTP23	8	117778891
cg24974130	0.0191274717326026	RAD50	5	131893006
cg24974477	0.0301177235454358	PLA2G12A	4	110650657
cg24974599	NA	CFH	1	196620428
cg24975222	0.0524819214350663	CDCP1	3	45187717
cg24975564	0.0470647335389033	PDE3A	12	20522236
cg24975769	0.0138166320231505	FXC1;ARFIP2	11	6502990
cg24975842	0.658015903511225	GNASAS;GNAS	20	57416221
cg24977027	0.855002123803638	THNSL2	2	88469347
cg24977709	0.0277119159614413	SSSCA1	11	65337263
cg24979630	0.0303330228848328	PPP1R12A	12	80329299
cg24980458	0.0164364770440152	FOXP1	3	71632677
cg24980583	0.0246667384995396	SSBP1;FLJ40852	7	141438448
cg24981018	0.453142089547261	ARC	8	143695376
cg24983959	0.0431619381295613	RTN4RL2	11	57228377
cg24986572	0.0147617547407022	ZNF193	6	28193283
cg24986868	0.102775084616183	PKP4;CCDC148	2	159312599
cg24987170	0.0231994092651813	ADCK1	14	78266229
cg24987706	NA	GPA33	1	167060788
cg24988345	NA	SCHIP1	3	158991021
cg24989962	0.708495203768145	PTGDR	14	52734286
cg24990612	0.0475649136641823	PDGFB	22	39641132
cg24991452	0.0128216782535834	MAPK14	6	35996059
cg24992780	0.540163112440102	NA	NA	0
cg24993443	NA	SNRPN	15	25123549
cg24994350	0.0216822067036599	LATS1	6	150038700
cg24995240	0.0871423532528283	SPATA1;GNG5	1	84971124
cg24995381	0.923185070087261	GPR141	7	37780156
cg24995798	0.0242413564138776	ENKUR;THNSL1	10	25305002
cg24995836	0.468773569062702	GABRA3	X	151619390
cg24997562	0.0298389020582393	OASL	12	121476720
cg24997944	0.396861847829952	KCNH8	3	19189709
cg24999727	0.756774158557927	HSD17B13	4	88243818
cg24999924	NA	C20orf20	20	61428215
cg25000382	0.0163779527372305	LOC652276	16	2653501
cg25002911	0.693635341575691	NA	NA	0
cg25003924	0.898546762989628	ARPP19	15	52861754
cg25004981	0.984010943603211	LASS3	15	101085028
cg25006823	0.362743192388018	TMEM229B	14	67982456
cg25007250	0.835329257855679	NOS3	7	150687712
cg25007680	0.0261292270893396	PARK7	1	8021821
cg25010118	0.0413518616610612	DSEL	18	65184398
cg25011395	0.479231204222237	CNTROB;TRAPPC1	17	7834607
cg25013053	0.867952040993256	UNC45B	17	33475031
cg25013058	NA		6	126102409
cg25013838	0.934231900208589	MYO18B	22	26137524
cg25013852	0.016799756578634	PGM1	1	64058941
cg25014318	0.548958460989117	GLP1R	6	39016776
cg25017250	0.595878265151692	APOC4	19	45445693
cg25017304	0.110522229672246	ARHGEF11	1	157015118
cg25017837	NA	WDR25;WARS	14	100842311
cg25018329	0.0226673215182198	E2F8	11	19262547
cg25018755	0.022103264856824	BIK	22	43506952
cg25018881	0.915999025560332	C9orf6;IKBKAP	9	111697645
cg25020204	0.57880622626701	DBH	9	136500234
cg25020459	0.0118183195185532	COL6A1	21	47402144
cg25020850	NA	RGS8	1	182642186
cg25021182	0.879712130894544	CELA2B	1	15802594
cg25021247	0.747573191629016	AMT;NICN1	3	49460162
cg25022327	NA	TP53AIP1	11	128812462
cg25023057	0.0201494715919026	ADIPOR1	1	202927475
cg25023245	0.0233304675297404	AXIN1	16	401986
cg25023829	0.939369550541302	HSF2BP	21	44985491
cg25023941	0.94455507398866	QPRT	16	29690035
cg25023994	0.52114346950553	BANK1	4	102711773
cg25025243	0.212127330745308	NA	NA	0
cg25025866	0.0621289319019206	PNPLA6;MCOLN1	19	7598787
cg25026013	0.0166204081365312	TMEM93;TAX1BP3	17	3571884
cg25026754	0.0135172090465504	PDCD7	15	65426128
cg25027167	0.119630707892848	DGAT1	8	145551031
cg25027501	0.0386660697883121	GSTM3	1	110283223
cg25028542	NA	ANLN;KIAA0895	7	36429120
cg25032865	NA		7	139170664
cg25033144	0.301846841997085	KIR3DX1	19	55048290
cg25033972	NA	RIPK4	21	43188171
cg25033993	0.340897215324279	STX1B	16	31022372
cg25034557	0.0213661277933318	PACS1	11	65838645
cg25040282	0.492444342480122	NA	NA	0
cg25040733	0.10408530562538	SPRY4	5	141704734
cg25040783	0.0766629891124749	APPL1	3	57261306
cg25041148	0.0153122826826969	ZSCAN22	19	58838420
cg25041439	NA	HYLS1	11	125753110
cg25042226	0.984137432415902	PAX8;LOC440839	2	114036571
cg25043279	0.751540783704795	C7orf33	7	148287142
cg25044651	0.703633272891875	LVRN	5	115298720
cg25047001	0.385697091949235	GRIN2A	16	10277017
cg25047102	0.0109843338787275	VKORC1	16	31106318
cg25047280	0.441714949842275	NA	NA	0
cg25047378	0.0198624183491746	IPO13	1	44412582
cg25048564	0.210609153115492	HUNK	21	33244752
cg25050026	NA	MFSD1	3	158519410
cg25053301	0.695073985432103	WDR13	X	48456550
cg25053891	0.0237922308546703	TRIAP1;GATC	12	120883986
cg25053900	0.780175497184484	ARX	X	25033890
cg25054311	0.326796969848104	SLC26A2	5	149340861
cg25055403	0.0156328078557876	NEDD8;GMPR2	14	24701388
cg25055477	0.0290517015375855	NUDT3	6	34360916
cg25057743	0.547886747140672	PTH2R	2	209271505
cg25058957	0.813091635184806	RAX2	19	3771683
cg25059428	0.497955396744794	UBA1	X	47050029
cg25059436	0.0205806659004393	CUGBP1	11	47574990
cg25059792	0.0221846355787161	EIF3G	19	10230212
cg25059899	0.848091934839756	BCL2	18	60904328
cg25060020	0.0222375812614067	SERTAD1	19	40932140
cg25060573	0.0172240520612852	CCND1	11	69457121
cg25061755	0.766225660369137	STON1-GTF2A1L;STON1	2	48808114
cg25063710	0.262536826262056	BRWD3	X	80064750
cg25065147	0.0458801632697709	NA	NA	0
cg25066857	0.650078452299742	GNLY	2	85921438
cg25067197	0.0654241497289644	SLC39A11	17	71088707
cg25068445	0.0162216495743851	TRAF2	9	139780417
cg25070010	0.0689736285340329	MYRIP	3	39850621
cg25070480	0.0366973498053543	PPHLN1;ZCRB1	12	42720070
cg25070637	0.0286133338329045	SDC2	8	97505868
cg25071429	0.604652162500327	TEX13B	X	107225046
cg25072179	0.442347578196787	APLNR	11	57004934
cg25072962	0.635659521179516	MS4A15	11	60524575
cg25076881	0.15786880031573	OR10J1	1	159409836
cg25077328	0.944064345296035	NA	NA	0
cg25077654	0.0171917423614749	PSMG1	21	40555395
cg25077752	NA	ZNF57	19	2899864
cg25081201	NA	FXYD4	10	43867071
cg25082710	0.11050200890845	IVL	1	152880108
cg25083781	0.0159447076561517	HM13	20	30102296
cg25084220	0.00947940164879755	MARCH3	5	126366197
cg25084525	0.0223909648988315	NIPAL1	4	48019347
cg25084878	0.492589256898404	FBN2	5	127873711
cg25085950	0.0972897951046166	ATP5J;GABPA	21	27108830
cg25086702	0.0171034753790829	HMGB2	4	174255559
cg25086957	0.866401054466608	DCAF12L1	X	125686235
cg25087423	0.640301360723485	CXCR5	11	118754535
cg25088874	NA	BMPR1B	4	95678817
cg25089231	0.0370035003000519	UST	6	149067742
cg25092283	0.0762208218518504	NA	NA	0
cg25092328	0.590946003339912	PXMP4	20	32308119
cg25092540	0.95911975072945	NUP188;DOLK	9	131708951
cg25093045	0.270281212636876	C4orf50	4	5990638
cg25094569	0.486168549085315	WT1	11	32448769
cg25094927	0.0263294860016142	RANGAP1	22	41682102
cg25095380	0.0212358251851413	PRDM5	4	121843207
cg25095612	0.0205356045120202	NFKB2	10	104155650
cg25095814	0.0383202452874337	CASP8	2	202098016
cg25095951	NA	RPS26	12	56435247
cg25096582	0.0192322913930633	CFL2	14	35183928
cg25097436	0.0695174403009909	RTN1	14	60336972
cg25097676	0.0166940862290816	ARHGAP19	10	99051975
cg25098095	0.0410064670357152	VTA1	6	142468318
cg25098401	0.317218238260539	LCE2B	1	152658407
cg25098644	0.0199555215029839	SUZ12	17	30263762
cg25100404	0.0198970910979519	AP1S2	X	15873481
cg25101056	0.812427756527636	KCNG4	16	84273997
cg25101936	0.789926717974596	ZBTB16	11	113929164
cg25103286	0.930969732665157	PBRM1	3	52583646
cg25104030	0.0255755127040604	RASGEF1A	10	43761841
cg25104511	0.31524892005897	RAPGEFL1	17	38333503
cg25106358	0.950053216760911	CLDN20;TFB1M	6	155585396
cg25106814	NA	C9orf82	9	26892479
cg25107791	0.661289388711403	CLPS	6	35764958
cg25107903	0.36702505920827	NA	NA	0
cg25107978	0.0271071154948393	MBD6	12	57916571
cg25109024	NA	DDX21	10	70716026
cg25110234	0.0152417940186867	C21orf58;PCNT	21	47744248
cg25111781	0.0191736666171829	MRPS16	10	75012591
cg25112044	0.014971940001552	CDK7	5	68530979
cg25112191	0.441954087979497	RORC	1	151804260
cg25112853	NA	CHEK2;HSCB	22	29136685
cg25115460	0.9775362320212	TP73	1	3607110
cg25117362	NA	TMEM180	10	104221598
cg25117976	0.0315177108219647	UGDH	4	39529365
cg25118574	0.0226946571542507	PSMB7	9	127177646
cg25119415	0.807894515942688	MNDA	1	158799935
cg25122941	0.0129665728374593	VPS39	15	42500342
cg25123470	0.214178584533803	KCNIP2	10	103603722
cg25124030	0.478937215809645	MRPL48	11	73498278
cg25124223	0.00871727864443989	NUP43	6	150067614
cg25124433	0.941142923730391	KRT20	17	39041110
cg25124636	0.0825121977313605	NA	NA	0
cg25125453	0.116644349284708	SPTLC3	20	12989844
cg25126052	0.0319943959524381	INTS4	11	77705488
cg25126812	0.011097533301961	ACTN1	14	69445989
cg25128803	NA	SLC16A1	1	113499074
cg25130333	0.51253786401339	CD99L2	X	150067942
cg25131727	0.0147102323110481	PTS	11	112097212
cg25132078	0.0180194616425177	PFDN1	5	139682347
cg25133016	0.0432263958584758	PIP4K2C	12	57984719
cg25133685	NA	OR2W1	6	29013336
cg25133753	NA	WFDC11	20	44299726
cg25134071	0.869921173914101	KLK9;KLK8	19	51506362
cg25136045	0.0524803825103954	SDCCAG10;SFRS12IP1	5	64064759
cg25136310	0.0274801215476955	RPL36	19	5690528
cg25136687	0.028625603586202	REV3L	6	111805186
cg25136926	0.803237575836502	NA	NA	0
cg25138936	0.0102008325786987	SNORD42B;RPL23A	17	27046990
cg25139619	0.0175430130129702	MIR17HG	13	91999408
cg25140370	0.0471598592582312	IRF4	6	391114
cg25140501	0.0173699985097298	ACIN1;C14orf119	14	23564641
cg25140571	0.323910965548767	OXTR	3	8811437
cg25141490	0.539033653648095	IL17B	5	148759090
cg25141674	0.196932850267934	C6orf155	6	72130689
cg25141720	0.0529328004351566	GAS1	9	89561826
cg25141995	0.737179166511729	VDAC1	5	133341459
cg25142416	NA	CA1	8	86290219
cg25145670	0.258901886081546	HOXB4	17	46655164
cg25148589	0.661803017887105	GRIA2	4	158141936
cg25149155	0.3026351337016	BCL2L2	14	23775777
cg25149927	0.0455828343083934	SSH1	12	109250901
cg25151295	0.841732666168675	IPO5	13	98605857
cg25151806	0.944044294351877	ELOVL2	6	11045370
cg25152348	0.0182871498599316	NCAPH2;LMF2	22	50946712
cg25152631	0.023132990094008	SLC25A36	3	140660955
cg25152942	0.784763569275084	MIA	19	41281080
cg25153340	0.0239448062321158	RTKN2	10	64029004
cg25156443	0.769918619053783	SFRP5	10	99531929
cg25157408	0.647383908514464	HAO1	20	7921059
cg25157874	0.0385416451079187	QKI	6	163835117
cg25159539	0.0190704622306281	FEM1B	15	68570818
cg25159610	0.018630530366935	PLK2	5	57756802
cg25159668	0.841412518492757	AADACL2	3	151450877
cg25160554	0.0281010282190811	ARL6	3	97483242
cg25162301	0.729266756573142	AHSG	3	186330055
cg25162794	0.916596783445292	ANKRD23	2	97509831
