Hybridization REF	TCGA-BH-A0H5-01A-21D-A112-05	TCGA-BH-A0H5-01A-21D-A112-05	TCGA-BH-A0H5-01A-21D-A112-05	TCGA-BH-A0H5-01A-21D-A112-05
cg21426387	0.0159441081373343	SNN	16	11762806
cg21428681	0.112544987763483	NKX3-1	8	23540856
cg21429500	0.0492958784558621	LAP3	4	17579272
cg21430666	0.985285006005534	HIST3H3	1	228613073
cg21431091	0.0529926404460958	TMEM9	1	201124025
cg21431536	0.663680881092801	NA	NA	0
cg21432513	0.963577840132827	CHFR	12	133435770
cg21432842	0.499763095055476	CSF3	17	38171697
cg21432954	0.0452439863307407	TRPC4	13	38443809
cg21433933	NA	SHROOM1	5	132163083
cg21434440	0.0230893870059376	CD2AP	6	47446198
cg21434954	NA	LCE1B	1	152783137
cg21435336	0.0474012381854235	ANKLE1	19	17392852
cg21435394	0.125272260306588	NUDT14	14	105648024
cg21438018	0.784859634402933	MSH4	1	76262537
cg21439450	0.00981527931324743	POLR2C	16	57496664
cg21440587	0.104178599940286	AIF1	6	31583458
cg21443261	0.0312914963225389	TRIM35;PTK2B	8	27169256
cg21443584	0.0190046516536283	MBIP	14	36789985
cg21448423	NA	ACOT11	1	55013956
cg21449655	0.0935271174756527	CASP9	1	15851444
cg21449843	NA	MANBAL	20	35918440
cg21450627	NA	PSD4;LOC440839	2	113930840
cg21451553	0.109543789822938	NOVA2	19	46476046
cg21452443	0.0558097740213291	NMT1;DCAKD	17	43138359
cg21452766	0.340480109611251	CTH	1	70877088
cg21453309	0.664280370519672	FAM101A	12	124774055
cg21453677	0.195095962829763	NA	NA	0
cg21457147	0.946964448068407	GTF2F2;KCTD4	13	45768695
cg21457804	0.754158972200703	NA	NA	0
cg21458041	0.751165306524606	TNP2	16	11364014
cg21458116	0.043865007854249	GGA1	22	38004573
cg21458907	0.157909706389264	CADPS	3	62860802
cg21459710	0.044768574748998	CDC37	19	10514006
cg21459867	0.675451535899866	IDUA;SLC26A1	4	981492
cg21459921	0.0355005118801607	ADRM1	20	60878267
cg21460081	0.0940161215815128	HOXB4	17	46656012
cg21460582	NA	CSPG4	15	76005861
cg21461100	0.193858311970262	NOVA2	19	46477338
cg21462299	0.8052782987268	VGLL1	X	135614052
cg21463023	0.0161999033961516	SEC22C	3	42623862
cg21465754	0.0194548419708745	RAD51	15	40986872
cg21466821	0.763289994077338	HIPK4	19	40896173
cg21468416	0.152733428848465	NEK6	9	127019914
cg21472099	0.0130075034908331	SYAP1	X	16737680
cg21472642	0.670410323449554	CHN2	7	29233468
cg21474838	0.793846556780302	KLRD1	12	10460612
cg21475255	0.0417304670277226	DAG1	3	49507186
cg21475402	0.40938901554857	BCAN	1	156612140
cg21476940	0.104324469301729	ITLN1	1	160854954
cg21478222	0.0272756683268374	ELK4	1	205601572
cg21478437	0.689271707590076	CTSE	1	206317403
cg21478490	0.543170058045061	PROP1	5	177422991
cg21480743	0.238224634230491	KILLIN	10	89621419
cg21481775	0.171448281149693	NKX3-1	8	23539627
cg21484834	0.705049305164186	PTK6	20	62168579
cg21484964	0.901498688887948	PGBD4;C15orf24	15	34395546
cg21486659	0.0239092243081505	TMEM14B	6	10747693
cg21486954	0.0206048068062881	RUNDC3A	17	42385289
cg21487067	0.0172529439602518	MLEC	12	121124407
cg21487207	0.0895651866973131	HOXC4;HOXC6;HOXC5	12	54410576
cg21488617	0.459057870123865	DNALI1	1	38022586
cg21489722	0.768443585148236	FAM9B	X	9001881
cg21489873	0.875276321536927	C9orf45	9	125877134
cg21491028	0.0340372933253773	PSMD3	17	38136817
cg21491308	NA	TEX101	19	43892826
cg21492378	0.859987741377795	CEP110	9	123850279
cg21493583	0.0681969729024177	PIGF;CRIPT	2	46842958
cg21493666	0.190103916291225	PPME1;C2CD3	11	73882478
cg21494337	0.0679891234058534	CENPO;C2orf79	2	25015597
cg21494776	0.40982619598698	ICAM4	19	10397780
cg21495715	0.897184380121775	SLC5A10	17	18854560
cg21497439	0.899943657393789	HAPLN4	19	19373998
cg21500966	0.0599140963514026	NAALAD2	11	89867976
cg21501064	0.206858857302415	SEPT6	X	118827889
cg21503093	0.0176459958227897	EMP2	16	10674468
cg21504624	0.331141832559635	IL11RA	9	34653580
cg21504918	0.134127415962878	GPX3	5	150400001
cg21505334	0.885560344536217	CEACAM5	19	42213020
cg21505886	0.471227419460375	TMEM129;TACC3	4	1724428
cg21508214	0.0139423794303012	SMC4;IFT80	3	160118610
cg21509023	0.0410000325995392	NA	NA	0
cg21509097	0.0572061931309025	PLA2G15	16	68279613
cg21509846	0.378035431061469	BEX1	X	102319368
cg21510697	0.0260390672837248	USP31	16	23161157
cg21511069	0.0229713391833747	UBAP2	9	34049294
cg21512370	NA	LPAR6;RB1	13	48990327
cg21513385	0.158527146235334	SMAGP	12	51663484
cg21513553	0.416632239108938	NA	NA	0
cg21514871	0.445914040959707	MEFV	16	3307814
cg21515243	0.0626133872720969	RIOK3	18	21033072
cg21515329	NA	RIBC1;SMC1A	X	53450923
cg21515744	NA	GUK1	1	228327456
cg21516287	NA	ACTR3C;LRRC61	7	150020855
cg21516384	0.0256773823215165	RNF213	17	78233839
cg21516478	0.0680945500428024	GPX3	5	150400328
cg21516819	0.291208569972714	TSPAN7	X	38421078
cg21517055	0.291655308560893	C19orf57;CC2D1A	19	14016717
cg21518208	0.561304172984735	KRT85	12	52761416
cg21518938	0.0263406449305262	RBBP8	18	20513051
cg21518947	0.629068836189888	CABP4	11	67222648
cg21519900	NA	C20orf186	20	31670612
cg21521452	0.131160604171325	NA	NA	0
cg21522303	0.141246979081365	ST6GALNAC2	17	74581331
cg21522797	NA		16	81806083
cg21522988	0.799328986320814	FAR2	12	29376872
cg21523528	0.021040406473614	CBFA2T2	20	32077966
cg21526212	0.0220803640015578	PTCH1	9	98271631
cg21529533	0.107202777276692	HLA-G	6	29796015
cg21529807	0.241661439477264	CEACAM4	19	42134478
cg21530453	0.0238481518472287	LOC283856;GNAO1	16	56226346
cg21530890	0.0899337277769159	SOX8	16	1032260
cg21533271	0.383395399790258	NA	NA	0
cg21533958	0.8436750020447	GPR124	8	37653377
cg21537939	NA	SEPT10;ANKRD57	2	110373161
cg21538194	0.0284253025556006	DZIP1L	3	137834582
cg21539243	0.0434881074506685	PHTF1	1	114301432
cg21540749	0.0291275636877233	MOCS2	5	52405349
cg21541083	0.762049566572592	STXBP2	19	7701212
cg21542094	0.0491082011705187	PFKFB3	10	6243955
cg21542793	0.417951676924456	ADRA2B	2	96781891
cg21544377	0.0116502110938521	MIRLET7I;C12orf61	12	62997103
cg21545849	0.00977714090941995	CHD6	20	40247209
cg21546057	0.0563248614312206	FIBP	11	65656326
cg21546671	0.0565538008937247	HOXB4	17	46655387
cg21547708	0.0523820167091569	SSTR2	17	71161160
cg21547976	0.0381920078800067	STK11	19	1206451
cg21548414	0.0139817304446541	CLIC5	6	45983585
cg21548788	0.0127552813521106	CCNI	4	77997565
cg21549639	0.0618765574371233	TOMM40	19	45394156
cg21549904	0.0141760419920047	GALNT7	4	174090558
cg21550442	0.665907162702066	C19orf46	19	36499839
cg21550483	0.605533797374928	CLEC10A	17	6984106
cg21552947	0.0351008265478778	MED16	19	893353
cg21553524	0.00719878092687491	TMEM178	2	39893185
cg21553596	NA	FAM3B	21	42688635
cg21554249	0.0595472861019134	SUOX	12	56390073
cg21554552	0.264136822480176	RASSF1	3	50378425
cg21557231	0.650816417717933	MCF2	X	138725077
cg21559783	0.0186521693712575	C9orf163;SEC16A	9	139378129
cg21561142	0.0473983329581447	DEK	6	18265208
cg21561173	0.240969643281569	NA	NA	0
cg21565972	0.946647358374529	CCDC57	17	80109576
cg21566550	0.0108373044807949	BMPR2	2	203240691
cg21567017	0.798506560360927	CXorf58;APOO	X	23927284
cg21567332	NA	HCCA2	11	1501640
cg21570220	0.200953838236522	SLC11A2	12	51419900
cg21570468	0.016542024631159	RBL1	20	35724588
cg21570818	NA	FUT5	19	5870366
cg21571665	0.0310304230810255	ZNF410	14	74353524
cg21571937	0.016221799386484	FZD2	17	42634416
cg21572316	0.0316561580392123	ABCA1	9	107690018
cg21572897	0.637164173378494	CD80	3	119277821
cg21572997	0.0174124588052958	LRP5	11	68080756
cg21573601	0.0152073657830913	PTEN;KILLIN	10	89622589
cg21574400	0.0852418689293541	LIPG	18	47088309
cg21574752	0.0228643933202878	TSGA13;COPG2	7	130354027
cg21575929	0.970873692708536	ADRA1B	5	159344281
cg21576698	0.0585200001691852	LRRC41;UQCRH	1	46767971
cg21577049	0.0335482470461351	WDR69	2	228736449
cg21578207	0.379294276346038	RNF220	1	44870088
cg21578541	0.456530723579204	TLR9	3	52260090
cg21578906	0.862227862210501	SLC5A4	22	32651345
cg21581873	0.172076125060513	PLEKHA6	1	204329307
cg21584430	0.724567513521075	C22orf45;ADORA2A	22	24829462
cg21584983	0.0206251389180045	ECSIT	19	11640070
cg21586107	0.0129747489223508	TMSB10	2	85132797
cg21587861	0.0230839469803154	BICD1	12	32260103
cg21588305	0.817979468942943	BLCAP;NNAT	20	36149455
cg21589115	0.231485494552096	DKKL1;TEAD2	19	49867114
cg21589280	0.243609847111161	DDAH1	1	85930151
cg21591452	0.97461844314298	TMEM105	17	79304628
cg21591742	0.34826982309625	HOXD10	2	176980998
cg21595737	0.0567685912059222	GMFB	14	54955895
cg21596317	0.094682050071116	PAM	5	102201545
cg21596858	0.805052566946315	DCST1;DCST2	1	155007254
cg21597649	0.0428067805307733	TMEM106B	7	12251342
cg21599792	0.0246339109568756	FZD4	11	86666851
cg21600563	0.00837666093284696	FBXO33	14	39901846
cg21601405	0.358937358093027	CD40	20	44747006
cg21602160	0.484973262842783	AOC3	17	41003272
cg21602520	0.133917925998185	BCL2	18	60985380
cg21604042	0.117736496677664	SCUBE3	6	35181401
cg21604615	NA	SYTL1	1	27668610
cg21604803	0.0719265964314312	CPT1C	19	50194662
cg21604856	0.518348154877999	ZNF280A	22	22874677
cg21605986	0.192030837265145	KIAA1191	5	175788725
cg21606237	0.0234484381151565	STX17	9	102668725
cg21607066	0.0175305972293331	PHIP	6	79787807
cg21607649	0.454791601356142		10	134884177
cg21608116	NA	SUGT1P1;NFX1	9	33290203
cg21608192	0.0281127656378546	XYLT1	16	17563827
cg21608489	0.0484265428154586	POU2F2	19	42637137
cg21609430	0.0201491036613484	ESYT1	12	56522453
cg21610192	0.0241512053403474	DYNC1LI2	16	66784977
cg21610516	0.128986845555459	MTHFD1L	6	151186758
cg21611708	0.831292620451378	TGM3	20	2277040
cg21612046	0.0321038085059468		19	58071269
cg21613754	0.827612337719802	AAMP;PNKD	2	219133847
cg21614231	0.940032478749982	SUGT1P1;BAG1;CHMP5	9	33266196
cg21614638	0.0744333774958085	DAPP1	4	100737821
cg21615127	NA	TMCO4	1	20126875
cg21615171	0.929865302061609	SLC22A13	3	38307564
cg21615663	0.771265978033851	IQCK;C16orf88	16	19727911
cg21616088	0.128488387206209	FBXL4	6	99396064
cg21618439	NA	CORO2A	9	100954694
cg21618713	0.0559762875212538	ARFIP1;TIGD4	4	153701330
cg21621114	0.40369531128825	CRX	19	48325360
cg21621204	0.833815766222506	HTN1	4	70916719
cg21621248	0.273796671285335	CTNNA2;LRRTM1	2	80531842
cg21623671	0.0415462618820727	ANXA6	5	150536851
cg21624282	0.907716145440052	C13orf28	13	113030783
cg21624359	0.864101918000583	FFAR3	19	35848801
cg21624883	0.0119045413554698	IPPK	9	95432804
cg21625881	0.656721472041579	GNAS	20	57430313
cg21626086	0.840082780801783	C6orf81;LOC285847	6	35704928
cg21627181	NA	SLC17A4	6	25754190
cg21628553	0.933450126193348	NPBWR2	20	62738197
cg21629895	0.65222186009026	DNMT3A	2	25565795
cg21631409	NA	ALDH3B2	11	67449882
cg21631754	0.976825501594131	EXOC3L2	19	45737485
cg21633208	0.0313594559086596	SH2B3	12	111843286
cg21633698	0.708535915702725	NA	NA	0
cg21634602	0.0399083278701285	APC	5	112073570
cg21636577	0.767424711176343	ACADVL;DLG4	17	7121881
cg21636748	0.0375548009564065	NA	NA	0
cg21637033	0.0495655310694316	TEAD4	12	3068077
cg21638219	0.0472860301273625	HACL1;BTD	3	15643617
cg21639401	0.825151135473595	LOC388387	17	41050668
cg21639968	0.00955254872087324	UBE2M;LOC100131691	19	59070227
cg21640749	0.741394963992675	RAB37;CD300LF	17	72709731
cg21642076	NA	TMEM191A	22	21054903
cg21642649	0.0385688116990868	C21orf66;C21orf49	21	34144118
cg21643045	0.901667687752922	CCL20	2	228678693
cg21643191	0.857980121277962	ABCB5	7	20685988
cg21643361	0.723067266836507	NA	NA	0
cg21643860	0.186135646291536	TUT1	11	62358814
cg21644628	0.813985573663489	HEATR3	16	50099438
cg21644826	0.0439858021854998	ACSM3	16	20775352
cg21649520	0.853365993389886	PMP2	8	82359799
cg21650900	0.0104140567235547	ARL4C	2	235405122
cg21651436	0.00896399847897537	MAP3K11	11	65381610
cg21652012	0.895774926196085	GABRP	5	170211009
cg21652958	0.0578728795344687	THBS2	6	169653961
cg21655480	0.230088855837024	KLHL34	X	21677052
cg21655693	NA	SYMPK	19	46365818
cg21655790	0.219627358259431	NA	NA	0
cg21656748	0.010737544722832	SCARB2	4	77135347
cg21657816	NA	COQ7	16	19079446
cg21658946	0.0138515257618176	COG8;PDF	16	69364455
cg21660130	0.871396954151709	CLCNKB	1	16370243
cg21660392	0.885606603901471	ABCA8	17	66950545
cg21660424	0.0174150063615297	IPO4	14	24658101
cg21660687	0.0211750150261705	GLI1	12	57853396
cg21660727	0.0274468427035853	PCGF3	4	699950
cg21663122	0.0528168539305601	HIST1H2BH;HIST1H3F	6	26250936
cg21663431	0.763812414704928	SLC44A2	19	10736355
cg21663580	0.0275010430759048	PTK7	6	43044771
cg21663722	0.807755522960387	NA	NA	0
cg21664310	0.0321532211018092	LSM4	19	18434339
cg21664828	0.129347971049298	ZNF148	3	125094611
cg21665000	0.0735762149069957	MYOCD	17	12569135
cg21665774	0.826989863656061	KIAA0355	19	34790692
cg21666217	0.0154176462321028	TRIM33	1	115053421
cg21666675	0.19679691885122	TMEM43;CHCHD4	3	14165843
cg21667836	0.0683319475804627	PRMT8	12	3599355
cg21667943	0.0824357952028136	ORMDL2;SARNP	12	56210943
cg21669679	0.0657620705894372	DCC	18	49866548
cg21671476	NA	MYL9	20	35169609
cg21672276	0.106641314766087	ZNF502	3	44754072
cg21673646	0.00691942057712541	SHF	15	45479977
cg21674595	0.539021287537668	NA	NA	0
cg21675030	0.0290688768458122	ABHD10	3	111697974
cg21678388	0.0668387811987104	ZNF354B	5	178286735
cg21680178	0.0572992524698002	GPATCH3	1	27226860
cg21680717	0.0232661039353938	AKAP8;AKAP8L	19	15490914
cg21681756	0.0202755021592355	KBTBD4;NDUFS3	11	47600081
cg21682382	NA	TMEM39B	1	32538052
cg21682826	0.0164567922357555	HERPUD1	16	56965767
cg21682902	0.883624462657403	HAL	12	96390960
cg21684385	0.0125370399124834	ADAT2;PEX3	6	143772210
cg21685266	0.0595878868261756	EHHADH	3	184971652
cg21685427	NA	SGK2	20	42187356
cg21685565	0.0153318785165168	GNA12	7	2883529
cg21686523	0.0299268618117503	INTS12;GSTCD	4	106629581
cg21686900	0.00838695743010577	DAZAP2	12	51632663
cg21686987	0.837080566784153	CTRB1	16	75252973
cg21688264	0.257153016484904	SNAP91	6	84418724
cg21688707	0.030717754948989	HNRPDL;ENOPH1	4	83350844
cg21690806	NA	SLC9A8	20	48429803
cg21690892	0.945668314468005	GUCA1B	6	42162428
cg21692936	0.0280503905002485	SLC3A2;SNORD27;SNHG1;SNORD25;SNORD26	11	62623994
cg21693321	0.53509905301735	MED12	X	70338331
cg21693780	0.112066050622384	DDX1	2	15731793
cg21694349	0.050704046673583	FBXO24;LRCH4	7	100184161
cg21695020	0.895217210742732	DPEP3	16	68014626
cg21696393	0.0725244573849786	SOX8	16	1030401
cg21697134	0.0528998291303373	FN3K	17	80693839
cg21697779	0.514542796490349	FUNDC2	X	154255534
cg21698790	0.0124953106912611	HRK	12	117319264
cg21700070	0.0182124073386087	CNOT3	19	54641527
cg21700166	0.0208883024818977	GPR68	14	91720227
cg21703138	0.0120226135153327	PPP2CA	5	133561950
cg21703572	0.0453741521277253	C22orf13;SNRPD3	22	24951237
cg21705120	0.0313315922334799	UBE2G1	17	4270245
cg21706946	0.723274581421131	NA	NA	0
cg21707816	NA	EXOG	3	38537451
cg21709140	0.0178950900422942	GORASP2	2	171785487
cg21710060	0.958346751605342	GRK1	13	114321749
cg21712678	0.0138442757181107	ZC3H7B	22	41697701
cg21712685	0.028578926844395	C6orf126	6	35744605
cg21713257	0.0167481426171449	ETFDH;C4orf46	4	159593619
cg21713812	0.0295186963227695	KHDRBS1	1	32480195
cg21715963	0.0921120144802542	C1orf51	1	150254838
cg21716693	0.400229438830867	CPNE5	6	36806882
cg21717724	NA	PSMD5;LOC253039	9	123604514
cg21718857	0.0484316109458482	DLL3	19	39989592
cg21721126	0.00865069511840485	TTC35	8	109456101
cg21721155	0.0296909351446452	HADH	4	108910787
cg21721865	0.0278164828292449	UFM1	13	38923576
cg21722058	0.0219430314246734	PLK4	4	128802226
cg21722680	0.0118995135409521	TBK1	12	64846210
cg21723486	0.881286171860996	TP63	3	189349323
cg21727574	0.914441054012531	ZNF137	19	53098913
cg21728447	0.0210169510792719	ALDH4A1	1	19229118
cg21729186	NA	HIST1H4H	6	26285766
cg21730067	0.0104472442212285	LOC492303;ZNF326	1	90460918
cg21731286	NA	TAS1R2	1	19186805
cg21732383	0.234692915575143	THBS2	6	169654692
cg21736205	NA		7	92100314
cg21736592	0.129855769365349	CYTH4	22	37678450
cg21740204	0.0255904960183664	SMC5	9	72873544
cg21742836	0.571582692403557	PPP4C	16	30086175
cg21743569	0.0266997753363511	NR1H2	19	50879963
cg21743649	0.959043098184491	PGAP2;NUP98	11	3820252
cg21743830	0.723094615837809	CCL25	19	8117966
cg21745164	0.82161337699677	CHP2	16	23765304
cg21745320	0.0736052444482757	SMG6;SRR	17	2207495
cg21746459	0.0331513291674986	MRPL50;ZNF189	9	104160900
cg21746887	0.107716117072735	FZD1	7	90893279
cg21747271	0.262814080938003	AIP	11	67250052
cg21750545	0.0134759366545392	DCUN1D4	4	52709356
cg21750589	0.814164553738099	ZNF323;ZKSCAN3	6	28321301
cg21750602	0.772564940876136	PPP2R2D	10	133748026
cg21750887	0.651345073833845	CPA6	8	68658237
cg21751787	0.00808178946009165	LMAN2	5	176778504
cg21753834	0.0127001673015863	PTRH1;TTC16	9	130477671
cg21754343	0.796237572445023	LCE2B	1	152658797
cg21755709	NA	PDXK	21	45149398
cg21756353	0.0137846915927591	DHPS	19	12792451
cg21759080	0.0716286329872534	STX5	11	62599762
cg21762107	0.0119653123824561	CTSA;NEURL2	20	44519951
cg21762589	0.529985057533483	BNIP3	10	133796476
cg21765730	0.740855692720003	NOX3	6	155777175
cg21768899	0.00643139475871203	C12orf75	12	105724426
cg21769943	NA	PIM1	6	37137738
cg21769969	NA	OSTM1	6	108396498
cg21770145	0.890185513245119	SIRT7;PCYT2	17	79869997
cg21770617	0.782680265675589	FAM3D	3	58652897
cg21771250	0.535901090685086	FAM83F	22	40406049
cg21772838	0.0128622970790718	AURKA;CSTF1	20	54967497
cg21774863	0.0185562258720285	RAB28	4	13486498
cg21781546	0.759030595616756	BCS1L	2	219525807
cg21783004	0.85150344228261	LECT2	5	135290288
cg21784498	0.00954875651672385	TMEM97	17	26645922
cg21784940	NA	REPIN1	7	150067807
cg21785260	0.0946135170578309	FAM134A;C2orf24	2	220042096
cg21785307	0.0253441160959806	NA	NA	0
cg21785536	0.0612127724453439	C3orf64	3	69063328
cg21787206	0.0284006810541329	PSMD9	12	122326515
cg21787280	0.910538328640763	SNW1;C14orf178	14	78225551
cg21787291	0.265348250072525	NKAIN2	6	124125170
cg21788470	0.681289246555211	NA	NA	0
cg21789545	NA	COL9A1	6	71012391
cg21790626	0.0577734542022956	ZNF154	19	58220494
cg21792432	0.85304606684849	POT1	7	124538660
cg21792737	0.124759991886074	NOX3	6	155776999
cg21794225	0.296237638155629	PRKD1	14	30397464
cg21795497	NA	C11orf63	11	122753326
cg21796234	0.0177701896797997	C3orf23	3	44379533
cg21796825	0.00979263396058941	TMEM5	12	64173751
cg21800088	0.024863448337217	POLR2B;C4orf14	4	57844931
cg21800439	0.0272366585068189	STAT2	12	56753886
cg21801378	0.0373628325309748	BRUNOL6	15	72612125
cg21802726	0.0392064808249394	EDEM2	20	33735257
cg21803417	0.0425955083851621	MTRR;FASTKD3	5	7868887
cg21803680	0.0682564225432455	TMEM169;PECR	2	216946845
cg21804822	0.0381006182034867	ORAOV1	11	69489974
cg21804950	0.126329625337109	NA	NA	0
cg21807589	0.447394389007649	NA	NA	0
cg21808053	0.523037808575609	DIRAS3	1	68513063
cg21815667	0.286858189995332	HOXD8	2	176993841
cg21816539	0.0822318734606756	GRIK1	21	31312328
cg21817450	NA	ENOX1	13	44240722
cg21818252	0.0549752374513099	SEC24B	4	110354354
cg21820677	0.0293819669060355	GABRA2	4	46392528
cg21820890	0.963855726443856	PLA2G12B	10	74714375
cg21824213	0.0956514708545896	NA	NA	0
cg21824902	0.16468461291702	WDTC1	1	27560832
cg21825027	0.0220827592234949	ACP1;SH3YL1	2	264166
cg21825364	0.926014777853123	NA	NA	0
cg21828898	0.0223681253113607	UBA5;ACAD11	3	132379245
cg21829265	0.0460544071114942	KIAA1586	6	56911139
cg21830413	0.0264285261545081	VPS26A	10	70884251
cg21831174	0.489792430062184	MASP1	3	187011187
cg21832150	0.0215027799744161	PLEKHN1	1	902025
cg21832243	NA	TTC3;PIGP	21	38444223
cg21833459	0.0256509132317097	FAM111B	11	58873955
cg21835622	0.0378807756877732	DPYSL3	5	146833431
cg21835643	0.369834687787749	MATN4;RBPJL	20	43935361
cg21836062	0.5603022310149	DMD	X	33357661
cg21837443	0.0218927303115587	CCDC109B	4	110481957
cg21838233	0.0206667089879383	TPX2	20	30326920
cg21838334	0.0883629591267926	NES	1	156646653
cg21839522	0.0362834712241793	NA	NA	0
cg21840599	0.114573775501086	PAK2	3	196467454
cg21842274	0.584619697689778	CRHBP	5	76248637
cg21842478	0.02534376791004	HOXB13	17	46806046
cg21842664	0.0513414939987172	CAB39	2	231578467
cg21844038	0.15744677454828	FAM100A	16	4665248
cg21844956	0.0451448675217443	TRIM38	6	25963442
cg21845297	0.571846141621401	OTOR	20	16728794
cg21846488	0.484366760075504	LCE4A	1	152680843
cg21846903	0.58500757493028	VTN	17	26697281
cg21849289	0.0184362962316219	C1orf123	1	53686523
cg21850069	0.0378339617609613	TRIM41	5	180649807
cg21850239	0.0296977255639387	POLR2G	11	62528988
cg21850254	0.029889220707386	ZNF570	19	37959853
cg21852292	NA	C1orf115	1	220863407
cg21856603	0.798327762079681		17	3713823
cg21858376	0.0197262652607213	ITPR1	3	4534791
cg21859434	0.00834274458453299	CXCR4	2	136876021
cg21860846	0.610835863851238	ELK1	X	47510507
cg21861211	0.0276356771834087	ZFYVE26	14	68283527
cg21862373	NA	SNHG9;RPS2;SNORA78	16	2014791
cg21865006	0.696708237831634	NA	NA	0
cg21869055	0.024354245235602	KLK10	19	51522454
cg21869532	0.0711398585153703	ZNF561	19	9732024
cg21870662	0.0508897101253734	SGSM2;TSR1	17	2241570
cg21870668	0.528418586639086	SNRPN	15	25123731
cg21870884	0.449110271638621	GPR25	1	200842429
cg21872129	0.0453794752231209	PTP4A1	6	64281996
