Hybridization REF	TCGA-BH-A18N-11A-43D-A12E-05	TCGA-BH-A18N-11A-43D-A12E-05	TCGA-BH-A18N-11A-43D-A12E-05	TCGA-BH-A18N-11A-43D-A12E-05
cg23137494	0.274943226088473	SLC16A2	X	73639809
cg23137807	0.059653895910171	MEIS2	15	37393578
cg23140706	0.818156605668088	NFE2	12	54689278
cg23141333	0.0417895022746505	DENND2C	1	115212619
cg23141855	0.0294759451323832	TFPI2	7	93519892
cg23142900	0.0197776030635878	GTF2H4	6	30875883
cg23142935	0.0146260438204166	CDR2	16	22385308
cg23142964	0.0202304873590794	SSX2IP	1	85156566
cg23143093	0.893252851589804	NEK10	3	27333024
cg23144899	0.87948239153392	CRYGC	2	208994373
cg23146358	0.0116667543567556	CDKN1C	11	2905496
cg23147597	0.893228630372693	CEACAM19	19	45174681
cg23149053	0.445989414686568	MMP17	12	132312205
cg23150219	0.0151005752782769	C19orf26	19	1237619
cg23150609	0.0120023241554269	YARS;S100PBP	1	33283992
cg23152667	0.137065472809898	TBCA	5	77072348
cg23152755	0.792668290371782	NA	NA	0
cg23152772	0.17282449415	FIBCD1	9	133813632
cg23154002	0.0155651946300538	PATZ1	22	31741741
cg23154064	NA	C3orf63	3	56699146
cg23154272	0.772416393124448	LENEP	1	154966068
cg23158022	NA	C19orf44;CALR3	19	16605905
cg23158811	0.0815222171092385	PBX4	19	19729732
cg23159296	0.01334238326805	SREBF1	17	17740009
cg23159337	0.233930996227692	ATP13A4	3	193272778
cg23159857	0.0445024385158298	PSMC3	11	47447411
cg23162441	0.0307788311611077	STK35	20	2083850
cg23163471	0.0096400482200366	SVIL	10	30024328
cg23163573	0.350567398664814	SULT1C2	2	108905468
cg23163644	0.0930718097099166	TCEAL2	X	101381018
cg23164327	0.0339512838190167	TTC33	5	40755670
cg23165541	0.168473630603489	DAPK2	15	64338164
cg23166289	0.658439839127073	C1orf107	1	210001082
cg23166362	0.0170993408275621	NA	NA	0
cg23172864	0.0177649788891076	GOPC	6	117923272
cg23173032	0.0202018090974306	ARF6	14	50359789
cg23173455	0.537805535620505	NA	NA	0
cg23173910	0.658328912502528	ACTG2	2	74120274
cg23174481	NA	C19orf45	19	7562555
cg23175281	0.00907220306651294	ACTB	7	5569860
cg23178308	NA	PDXK	21	45148879
cg23179168	0.0155549080366012	FAM84B	8	127570165
cg23179321	0.233542016345959	C10orf111;RPP38	10	15138793
cg23180270	0.824586544195664	RNF113A;NDUFA1	X	119006837
cg23180365	0.0160432259844115	GLB1;TMPPE	3	33138627
cg23180489	NA	LYNX1	8	143859786
cg23181133	0.436171855266108	CEACAM3	19	42300812
cg23181138	0.0428300550553853	AGTPBP1	9	88356705
cg23181170	0.803189963954681	GABRP	5	170210672
cg23181434	0.163121754313264	NA	NA	0
cg23182299	0.0193313006489197	NA	NA	0
cg23182539	0.0203260062305226	TIAL1	10	121355708
cg23183296	0.690119597006814	NA	NA	0
cg23185262	NA	PDXK	21	45137544
cg23185402	0.0262723762402766	PHKB;ITFG1	16	47495113
cg23185657	0.02701824332566	TIMM10	11	57298081
cg23186643	0.00919220449612711	NPB	17	79860360
cg23187653	0.0227160911795805	PCSK1	5	95769008
cg23188547	0.0490166664847898	CDC6	17	38443714
cg23189044	0.0198963265862448	KCNE3	11	74178114
cg23190203	0.0117656033447451	PDZD7;SFXN3	10	102791082
cg23191772	0.019790268520845	IDH3B	20	2644649
cg23191950	0.832081060379172	ALDH1A3	15	101419074
cg23192899	NA	CCDC104	2	55746287
cg23196133	0.0114088894404441	ZBTB4;POLR2A	17	7388063
cg23196557	0.663400660749081	NA	NA	0
cg23196831	0.0994922970592588	COL14A1	8	121137537
cg23197881	0.0184703350310917	RAB3IP	12	70133421
cg23202277	NA	MAPT;LOC100128977;LOC100130148	17	43971911
cg23202409	0.0223979488169185	C11orf83;C11orf48	11	62439262
cg23205183	0.896939823748046	C3AR1	12	8216109
cg23205633	0.829258299732571	NA	NA	0
cg23207527	0.802847829897813	RBM24	6	17283113
cg23207616	0.00714504435240963	RER1;MORN1	1	2322827
cg23207985	0.0310694955428445	ADRBK1	11	67034251
cg23207990	0.110158198846537	SFRP2	4	154710535
cg23208152	0.0132067148391435	ZMYND10	3	50383134
cg23208881	0.713323795281359	FURIN	15	91411495
cg23211240	0.167141476973258	MIR34B;BTG4;MIR34C	11	111383624
cg23213170	0.0195200990594832	FKTN	9	108320507
cg23213217	0.359457466292591	DEGS1	1	224370155
cg23213688	0.244147386885394	C1orf124;EXOC8	1	231473791
cg23214267	0.0458856871382464	EYA2	20	45523137
cg23214764	0.0281487757580281	PRSS23	11	86511210
cg23216015	0.815166771204246	C7orf16	7	31726654
cg23216184	0.0322288584861451	DGCR8	22	20068322
cg23217005	0.0428171003808872	MT1F	16	56691744
cg23218877	0.858854264957254	CCNY	10	35536010
cg23219570	0.212353450069406	FGF23	12	4488893
cg23219720	0.109400714154546	ZNF804B	7	88388555
cg23221013	0.622121565925795	GATS;PVRIG	7	99817027
cg23221122	0.0497204865618583	DUSP10	1	221915794
cg23222573	0.015257484088704	ESF1;C20orf7	20	13765663
cg23226134	0.0270315160534663	CLCN6;MTHFR	1	11866389
cg23228048	0.0259661712100037	BAHD1	15	40732820
cg23228178	0.377991305725416	PADI4	1	17633681
cg23230018	0.026877750026119	LIN37	19	36239588
cg23231873	0.0423472864827733	USP32	17	58469253
cg23232084	0.865209816867434	UBL4A	X	153715609
cg23233234	0.00731136001520159	FAM136A	2	70528859
cg23234154	NA	MANBA	4	103682690
cg23234510	0.0234803391221269	APTX	9	33001517
cg23234999	0.78042741539344	MKRN3	15	23811205
cg23235603	0.0114373264624449	CDK19	6	111136979
cg23239039	0.0298606538757268	D4S234E	4	4389115
cg23239052	0.0134478625943159	FLJ90757;BAIAP2	17	79008930
cg23239396	0.0427195511935684	CALCR	7	93203695
cg23239444	0.373316615814162	PACSIN1	6	34433320
cg23239828	0.110430194953577	EXOC3;C5orf55	5	442821
cg23239842	0.0109744901487862	NCOA2	8	71316013
cg23240895	NA	PRR5	22	45071884
cg23240961	0.00817965711353471	NDUFA4L2	12	57634410
cg23242017	0.0142274545170673	LMTK2	7	97736138
cg23242898	0.460724332583422	DCC	18	49867273
cg23243617	0.0402728413803787	CAMK1	3	9811806
cg23244421	NA	FASN	17	80056046
cg23244913	0.361950377987092	HCG9	6	29943401
cg23246978	0.044755657011551	GPC6	13	93879042
cg23248452	NA	TAS2R1	5	9631117
cg23248587	0.0388771701790416	XRCC4;TMEM167A	5	82372867
cg23248865	0.0132742879136615	SEMA4C	2	97535578
cg23250700	NA	RAD23A	19	13056068
cg23254045	NA	TMCO5A	15	38226454
cg23256150	0.421264495565762	NR1H4	12	100867758
cg23256971	NA	LRTOMT;NUMA1	11	71792206
cg23257840	0.0110795875403809	ZNF264	19	57703144
cg23258063	0.0181810549949451	SCYL3	1	169863210
cg23260026	0.400486766757161	FSTL3	19	675390
cg23260799	0.0294665671615044	PTDSS2	11	451101
cg23261102	0.0151339273998609	DNAJC18	5	138775214
cg23261233	NA	ACTB	7	5570489
cg23262918	0.0200577151965275	OSBPL8	12	76953136
cg23263923	0.0215073999631133	CD70	19	6591204
cg23264413	0.685324885669748	PSG4	19	43710277
cg23264519	0.0241337368166497	TMPO;LOC100128191	12	98908939
cg23265096	0.237394474574491	CTSZ	20	57582594
cg23266266	0.0220858492105419	DCUN1D4	4	52708709
cg23267110	0.0271247222122816	EPN2	17	19140637
cg23268677	0.0575665160786351	TXNRD2;COMT	22	19929097
cg23269225	0.00999215986241763	FBXL4	6	99395318
cg23269489	0.316337798616194	BCORL1	X	129117241
cg23271318	0.0436572848568327	ZSWIM1	20	44509620
cg23272214	0.800868715796274	PCBP3	21	47269843
cg23273333	0.121049025240523	ESRRG	1	217262889
cg23273897	0.0888537846808174	MME	3	154796861
cg23274030	NA	SFXN4	10	120925632
cg23274123	0.0109483968190047	C1orf96	1	229478617
cg23274244	NA	TNFRSF13B	17	16875951
cg23276115	0.458828411860118	NA	NA	0
cg23276695	0.742243363062055	CNR1	6	88855716
cg23278885	0.728416770418917	TGM6	20	2361431
cg23279136	0.201212823880985	ABCB7	X	74375966
cg23280339	0.147945099997886	TIMM17B;PQBP1	X	48754501
cg23280807	NA	SLC5A11	16	24857579
cg23281417	0.0189863610954972	STK17A	7	43622366
cg23282559	0.160353720010149	KL	13	33591130
cg23282674	0.747377476224083	IL20	1	207039302
cg23282771	0.0195253626345821	ASS1	9	133320279
cg23282949	0.937613986221591	RENBP	X	153211709
cg23283495	0.221010466642412	IRF6	1	209979779
cg23283875	0.0599273821265347	C7orf63	7	89874597
cg23285573	0.0207002843252265	PON2	7	95064174
cg23286660	NA	PLOD1	1	11995090
cg23287547	0.0198640930123707	MYO5A	15	52820479
cg23290344	0.0637770272539995	NEFM	8	24771466
cg23291865	0.0751439380007505	C20orf30	20	5093660
cg23293787	0.710390217997716	MOCS3;DPM1	20	49576382
cg23297477	0.0256931604535953	CMTM3	16	66638293
cg23299127	0.0290830952108296	MAP3K6	1	27693341
cg23300372	0.0185918789735382	CARTPT	5	71015432
cg23300897	0.0264736574576499	C9orf78;USP20	9	132598185
cg23301687	NA	RAP1A	1	112162068
cg23303074	0.132152883472504	LRAT	4	155665625
cg23303408	0.0571990331750071	POU4F3	5	145718597
cg23303782	0.042042188734763	GRK5	10	120967744
cg23306832	0.0469868129761108	SIK3	11	116968354
cg23307264	0.0320571952933347	KHSRP	19	6424217
cg23307338	0.817313731377879	NA	NA	0
cg23309825	0.086716574015165	MYL6B	12	56546563
cg23310538	0.0143876301762561	ANO6;PLEKHA9	12	45610452
cg23311549	0.0193888264033005	MLF2	12	6862849
cg23311628	0.00645099635797837	RAB8B	15	63481868
cg23316360	0.0998010357294373	EDNRB	13	78492916
cg23317501	0.069221013849876	UGT3A1	5	35991215
cg23318804	0.00834472596575007	C15orf39	15	75494410
cg23320056	0.0631323509483387	ARHGEF2	1	155948742
cg23320649	NA	C3orf18	3	50604613
cg23322112	0.916084523141939	ABCC13	21	15645649
cg23322316	0.0495300643016177	SPATA4	4	177116929
cg23322523	0.678825207762429	TRIM55	8	67039041
cg23323671	0.194937055777709	STMN1	1	26233623
cg23323711	0.00752485928525623	RPL22	1	6259145
cg23323879	0.916687891588591	CILP	15	65504534
cg23324259	0.0211660020329524	SNX16	8	82754387
cg23324787	0.891955631930141	C11orf74;RAG2	11	36619694
cg23325242	0.0224812360498581	CYB5R3	22	43044788
cg23325932	0.0630015738512752	BCKDHA;EXOSC5	19	41903010
cg23326197	NA	CYP3A4	7	99382370
cg23326301	0.935603181669578	ADAM30	1	120439812
cg23326689	0.16338621546825	STMN2	8	80523461
cg23326785	0.0358432457839742	TMEM25;TTC36	11	118401071
cg23328124	0.912041696284194	GRLF1	19	47421913
cg23328404	0.186126728136414	CSGALNACT1	8	19539991
cg23333306	0.00857073365672301	CDC42EP4	17	71307514
cg23333420	0.0933869078049942	OBFC1	10	105677801
cg23335946	0.0165045317329611	C1orf25;C1orf26	1	185125966
cg23337289	0.0188901947358282	ZNF513	2	27603239
cg23337382	0.151581752996132	GPR125	4	22517965
cg23337754	0.0258274479413427	CRABP1	15	78632859
cg23338195	0.888695458411327	SLC30A8	8	118146418
cg23338993	0.676747187600078	UGT1A10;UGT1A6;UGT1A9;UGT1A7;UGT1A8	2	234600423
cg23345864	0.0243238622728816	VPS26A	10	70883530
cg23346960	0.0416790606697649	ZFP36	19	39897131
cg23347400	0.0173839850158712	RBM4B	11	66445460
cg23347911	NA	RPS6KB2	11	67194909
cg23347958	0.556620559676007	DHX8	17	41561300
cg23348028	0.0349331100312972	NA	NA	0
cg23349242	0.422390239218353	SUSD2	22	24577448
cg23349790	NA	IGSF21	1	18434576
cg23350087	0.0147823432867615	MCOLN1	19	7587498
cg23350274	0.724392527136975	RDH12	14	68188663
cg23350446	0.0351719163068948	PDCD2	6	170893182
cg23350580	0.761674270331045	TBC1D3C	17	34592075
cg23352030	NA	PRIC285	20	62198469
cg23352579	0.011343128459136	RDX	11	110166753
cg23352695	0.815842077243737	NF1;EVI2A	17	29648811
cg23352747	NA	ALPL	1	21835436
cg23353982	0.0126275068842495	TBX6	16	30103089
cg23355492	0.799819086391858	SP6	17	45933593
cg23355725	0.0903773531763858	MIIP	1	12079976
cg23356993	0.00722789395446983	TIMP2	17	76921500
cg23357981	0.105121842986148	GRP	18	56887785
cg23360251	0.0255623189529559	LEPREL2	12	6937593
cg23361608	0.015076796580101	PIGP;TTC3	21	38446389
cg23362667	0.108852557759568	DSTYK	1	205181077
cg23363832	0.0677695801199956	RBP1	3	139258939
cg23364287	0.0216827188856045	IP6K2	3	48754776
cg23365832	0.0108072968230902	TPST2	22	26986032
cg23366119	0.0304756832336625	CNDP2	18	72162949
cg23366752	0.690207804260536	DNAJA4	15	78556502
cg23367478	0.0115730142056601	PDE3A	12	20521299
cg23370883	0.335592668155471	MYL7	7	44180604
cg23372001	0.0354896413592392	HIST1H4J	6	27791640
cg23376526	0.0193177321586003	SLC27A3	1	153748118
cg23377693	0.0592051773336465	MAD2L1BP;GTPBP2	6	43597122
cg23378094	NA	ALG13	X	110923677
cg23378495	0.0166462920928386	PIGO	9	35096265
cg23381116	0.0623856273677406	PSME2;RNF31	14	24616413
cg23382741	0.893714854625999	PPP1R14D	15	41121320
cg23384185	0.0695986242199225	C18orf56;TYMS	18	657227
cg23384620	0.065878773403895	IL1RAPL2	X	103810458
cg23389061	0.0280467500356223	FAM158A	14	24611157
cg23390397	NA	MICAL1	6	109777103
cg23391006	0.0190058845126663	OXTR	3	8811279
cg23391785	0.0370888795781861	DNM3	1	171810972
cg23392730	0.0967845895553743	CHCHD1	10	75541345
cg23392782	0.0345511446480058	RNF166;CTU2	16	88772647
cg23393291	0.0213583102524271	ASB7;LINS1	15	101142359
cg23397015	0.0257281261837287	INHBB	2	121102432
cg23398173	0.10624429291773	MTPN;LUZP6	7	135662345
cg23398241	0.066406890339006	CHRND	2	233390712
cg23398385	0.198112120061548	PIK3R4	3	130465764
cg23400451	0.837978045371103	MYH4	17	10373728
cg23401756	0.994083181425966	DPEP3	16	68013981
cg23402444	0.0206268727433948	PSD;FBXL15	10	104178866
cg23403256	0.974204203821531	MBD1;CXXC1	18	47809075
cg23404467	0.942764125396967	KIR3DL3	19	55235973
cg23407366	0.853437807948779	NA	NA	0
cg23407670	NA	MLH3	14	75518217
cg23408620	0.801582356057315	NA	NA	0
cg23408913	0.0160582886701474	SEPT11	4	77870882
cg23410113	0.777631000708052	NA	NA	0
cg23410627	0.0500775914879337	CH25H	10	90966807
cg23411876	0.020188790577532	LOC100134713;NDUFB2	7	140396886
cg23412777	0.84967707883545	PYGO1	15	55881706
cg23412850	0.0574553643477595	SOCS2	12	93967387
cg23412875	0.0365031334661435	ZNF263	16	3333539
cg23413307	0.676744086698885	LCE1F	1	152747472
cg23414387	0.328117888660305	CYP4B1	1	47264866
cg23414431	0.940157585985685	GANC;CAPN3	15	42640283
cg23418591	0.0465634038986741	APCDD1L	20	57090317
cg23422659	0.0217798396394932	WNT9B	17	44929215
cg23423382	0.0275711553301149	ZNF287	17	16472440
cg23424268	0.00774684756570229	GCHFR	15	41056053
cg23424962	0.323202672153733	GRIA3	X	122318339
cg23426587	0.0137162295747241	KLHL9	9	21335126
cg23427565	0.0297823088781322	ATG4D	19	10654418
cg23427666	NA	TG	8	133880105
cg23428445	0.0235090288462865	GPR37	7	124405467
cg23429696	0.013239877613389	B3GAT2	6	71665936
cg23430634	0.95534416998094	TRAPPC9	8	140943869
cg23430664	0.0172286291255163	XYLT2	17	48423021
cg23431988	0.898674385909861	PIWIL2	8	22132563
cg23432345	0.0299868651163258	HOXA7	7	27196153
cg23433532	NA	ZDHHC16;EXOSC1	10	99204727
cg23433607	0.0242109958755041	CHGB	20	5892338
cg23434459	0.0266101701946607	BCAP29	7	107220583
cg23434919	0.0157285289374634	STK10	5	171615056
cg23435440	NA	NCAPG;DCAF16	4	17811362
cg23435746	0.145454325166695	TWSG1	18	9334049
cg23439277	0.885168483605389	PLCE1	10	95790874
cg23440155	0.141322307643349	CYP4B1	1	47264601
cg23441167	0.0154360239627188	SPATA1;GNG5	1	84971866
cg23441208	0.0197452372509036	BCAT2	19	49314192
cg23442323	0.0322253537853445	CD109	6	74406189
cg23444894	0.894820714096936	LOC728276	16	19297743
cg23445511	0.0310261865829434	COG8;NIP7	16	69373498
cg23446109	0.0303745192933877	PCCA	13	100740987
cg23447996	0.402474262392117	SYK	9	93564603
cg23448096	0.0142242810698834	LYSMD4	15	100273505
cg23451311	0.0960518789761326	DMAP1	1	44679275
cg23452458	0.028097138271886	OSBPL7	17	45899388
cg23455517	0.0273347703804344	BCAT2	19	49315679
cg23455614	0.0633852401574816	MRPS30	5	44808879
cg23455897	0.0128101914947995	KIF16B	20	16553861
cg23456306	0.00715916963411918	EFNA2	19	1286260
cg23456692	0.014726780151006	EDEM1	3	5229596
cg23458892	0.864833822608011	SIGLEC7	19	51645979
cg23459997	0.0150862830380933	JAGN1	3	9932426
cg23460697	0.876001629707306	UBN1	16	4902898
cg23462402	NA	VPS16;FAM113A	20	2822804
cg23464269	0.698904135433132	UGT1A10;UGT1A6;UGT1A8;UGT1A4;UGT1A3;UGT1A9;UGT1A7;UGT1A5	2	234637667
cg23470272	0.0241222929296489	TECR;MIR639	19	14640395
cg23471482	0.908506126821639	CCL22	16	57392198
cg23472215	0.0109822275804261	GSTM3	1	110282815
cg23473726	0.0116129763080724	ZNF324	19	58978569
cg23473849	0.0363883716019213	PPP2R5B	11	64692066
cg23473904	0.0187615007481746	COL6A2	21	47517690
cg23475963	0.0130721994011415	CALU	7	128379258
cg23476955	0.0176884209173446	AP1M1	19	16308634
cg23477967	0.117439255868588	TFPI	2	188419087
cg23478284	0.0175516169184755	PTPN13	4	87516007
cg23479658	NA	LIAS;RPL9	4	39460910
cg23480499	0.0914991046828026	METAP2	12	95867566
cg23481221	0.0162847615820217	TOMM34	20	43589229
cg23481748	NA	TOMM20L	14	58862503
cg23484278	0.0391689430552599	C15orf27	15	76351548
cg23486067	0.0157079652326166	PLSCR1	3	146262331
cg23487586	0.939145416585211		16	85315923
cg23488190	0.0168911664641171	POLR2J2	7	102312318
cg23489497	0.0225844036989661	GPN2	1	27216793
cg23490074	0.148271005622283	C19orf2	19	30433024
cg23491309	NA	UBE2L6	11	57335585
cg23492043	0.106725151478176	ASTN1	1	177134266
cg23493704	0.764386778876453	SLC10A3	X	153719780
cg23494853	0.0315984690486164	MMADHC	2	150443987
cg23495059	0.0211597919423204	RRAGC	1	39324743
cg23495733	0.0216257314678916	CPNE8	12	39299132
cg23496260	0.110181526473672	BASP1;LOC285696	5	17218089
cg23499129	0.0793323801125132	NA	NA	0
cg23499956	0.379257855784508	S100A16	1	153584920
cg23502772	0.0794893507979861	MGC42105	5	43191975
cg23503501	0.0151250773124499	SMC1B;RIBC2	22	45809793
cg23504246	0.471574138868921	C15orf33;FGF7	15	49715342
cg23504707	0.916417984246556	PPM1A	14	60712563
cg23506842	0.742926128655034	PTPN7	1	202130920
cg23507131	0.577588886405382	DARC	1	159174156
cg23508052	0.0530306945526431	SCD	10	102106811
cg23508540	0.0177821209562914	CLSTN1	1	9884032
cg23508786	0.0485550740145978	IFNGR2	21	34775291
cg23509027	0.766709071165338	NA	NA	0
cg23509064	0.136888191384646	FN3KRP	17	80675235
cg23509869	0.446109696624894	LST1	6	31553441
cg23512028	NA	RBAK	7	5085596
cg23512958	0.0336987611755016	IL7	8	79717776
cg23513504	0.113682247303106	TRAPPC10	21	45432403
cg23513644	0.00654827967379784	MPHOSPH10;MCEE	2	71357140
cg23513690	0.018640577040692	SH3RF2	5	145316101
cg23514672	0.977749037083573	TEKT5	16	10788644
cg23517548	0.0173650285534961	NFATC2IP	16	28962521
cg23517605	0.103676511738145	TUBB2B	6	3228365
cg23517664	0.0227750027343795	NA	NA	0
cg23517677	NA	POLR2G	11	62528272
cg23519022	0.785396402788392	CAPZB	1	19746204
cg23519969	NA	CCR8	3	39371797
cg23520347	0.0445261279164494	RASSF5	1	206730839
cg23521069	0.0214276183197724	SIP1	14	39583513
cg23521281	0.0102663811355117	WDR75	2	190306491
cg23523368	0.796552053435455	AMPD1	1	115238494
cg23525180	0.0280573920063253	ID2	2	8821746
cg23526055	0.265626340759551	TCEB1	8	74884794
cg23527067	0.925172745013993	PRH2;PRR4;PRH1	12	11082462
cg23528708	0.0211775146990002	CCDC90A	6	13814945
cg23529954	0.279953175487097	NA	NA	0
cg23530288	NA	PSMD13;SIRT3	11	236658
cg23530850	0.0195375504872172	KIAA0182	16	85647010
cg23533073	0.0127757943443916	FOXN3	14	89884062
cg23534142	0.863001056799059	ATF3	1	212739113
cg23536300	0.01278270350761	PPP1R12A	12	80328522
cg23538064	0.193649865850954	C2;CFB	6	31913275
cg23538854	0.178530109567798	IL7	8	79717627
cg23539753	0.0594351373547347	SP100	2	231280698
cg23539966	0.0111549013431952	RTN4	2	55277621
cg23540518	0.259603270654205	TRIM17	1	228604566
cg23540651	NA	GBP3	1	89490034
cg23540745	0.606996287048891	HIST1H4G	6	26247133
cg23543604	0.059137482496906	TAF12	1	28969705
cg23545272	0.554213026331883	EFNB1	X	68049613
cg23546413	0.0179268656406241	NA	NA	0
cg23547073	0.148536907974185	ABCB6	2	220083306
cg23547429	0.0941659555644877	SLC43A3	11	57195025
cg23548479	0.0337946279776728	CDKN1C	11	2906679
cg23548920	0.0102904493275488	ARRDC2	19	18112433
cg23552468	0.747230716513349	NA	NA	0
cg23555120	0.488479271129583	NUAK1	12	106533863
cg23557926	0.247407182535721	CFH	1	196620963
cg23558650	0.0352028980925586	C2CD3;PPME1	11	73881918
cg23559331	0.0652019367118925	KCNH4	17	40332958
cg23560113	0.0407070170124719	MXD1	2	70141289
cg23563234	0.106327216361425	PCDHGA4;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB7;PCDHGB6;PCDHGB3;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGB2;PCDHGA7;PCDHGB5	5	140797286
cg23564033	0.0130492295101104	NA	NA	0
cg23566335	0.790281536371935	ADAM18	8	39442347
cg23566503	0.656376587637863	NNAT;BLCAP	20	36149750
cg23568913	0.00883435370778146	PES1	22	30987549
cg23570261	0.0968156564771166	IWS1	2	128284252
cg23571457	0.181543036292847	GPRASP1	X	101907558
cg23571857	0.396090274313454	XAF1	17	6658898
cg23574449	0.0538994011688177	E2F2	1	23857223
cg23575320	0.025711394879808	FLVCR2	14	76044228
cg23576473	0.0172159619042805	SLC35B1	17	47785586
cg23577242	0.958885373818176	MPPED2	11	30603015
cg23578193	0.0139430560537124	NA	NA	0
cg23579062	0.376037917489356	C9orf25;DNAI1	9	34457500
cg23580000	0.934221387728029	ADCY7	16	50322156
cg23580945	0.936970545893624		17	37186341
cg23581186	0.799338479653448	KRTAP21-2	21	32119309
cg23582408	0.0201593970861195	EEF1A2	20	62130111
cg23582919	NA	UBFD1;EARS2	16	23568380
cg23583739	0.0170416378973754	KDELR3	22	38863908
cg23585575	0.0381404338222083	PPIF	10	81107083
cg23587449	0.216238713827817	LRAT	4	155663689
cg23587532	0.6692781319296	CEND1;SLC25A22	11	790669
cg23588553	0.0519801173029883	SHMT2	12	57623699
cg23588759	0.896892393202984	NA	NA	0
cg23588893	0.0122396798235584	FUT11	10	75532169
cg23591853	0.122545106666235	IFT172	2	27712996
cg23591869	0.055854283732016	C11orf93;C11orf92	11	111170648
cg23594876	0.0127289944116195	BLCAP	20	36155925
cg23595927	NA	MYL5	4	671851
cg23596123	0.230867329944667	PCDHB6	5	140530222
cg23599056	0.93431588408405	ZMYND17	10	75194385
