Hybridization REF	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05
cg20772904	0.0594365688349808	SHCBP1	16	46654722
cg20773127	0.689072643096279	ENPEP	4	111397155
cg20774846	0.631511196516575	DPYS	8	105479420
cg20775254	NA	PROM2	2	95940705
cg20775840	0.0802567704936015	G3BP1	5	151150431
cg20775959	0.0718558845539744	ARNT2	15	80696264
cg20776317	0.932665591583465	SNAPC4	9	139292793
cg20777437	NA	CDCP2	1	54619703
cg20778294	0.0169372907772737	PPRC1	10	103892833
cg20778669	0.930696098429108	MGMT	10	131355217
cg20779414	0.0353784189721787	STAT6	12	57505882
cg20780953	0.112293467652368	RAB3D	19	11450511
cg20781140	0.0274478409318508	GPR155	2	175352216
cg20781967	0.467711637164087	NINJ2	12	772688
cg20782689	NA	OXA1L	14	23234972
cg20784775	0.345315771329691	TMTC1	12	29937585
cg20785344	0.0139713262368721	PGAM5	12	133287770
cg20786074	0.527554580274836	EFEMP1	2	56150255
cg20787196	0.048017541360589	ITPR2	12	26987031
cg20788083	NA	VPS33B	15	91566802
cg20789620	0.665076887183198	FSD1	19	4304334
cg20789691	0.895479400367405	RLN1	9	5340039
cg20789824	0.630560328221872	NA	NA	0
cg20790056	0.550205773452725	TMIGD2	19	4303012
cg20790540	0.834548537556543	PTCRA	6	42884350
cg20791593	0.808296170207014	NEU4	2	242751796
cg20791841	0.02191022175029	MORG1;MAN2B1	19	12777736
cg20792062	0.394549504610276	KCNA5	12	5153288
cg20792294	0.0895436242797125	IGF2AS;INS-IGF2;IGF2	11	2165425
cg20792833	0.362611617523891	PTPRCAP	11	67205195
cg20793071	0.229855717787002	C1orf83;TMEM59	1	54520450
cg20795401	NA	ITGA6	2	173291908
cg20795863	0.959071670365637	NEU2	2	233896119
cg20795913	0.510385410453837	MLX	17	40718830
cg20797216	0.452905262687963	FBN3	19	8212234
cg20797699	0.0285597271757859	LIMD2	17	61776851
cg20797766	0.0617970464875076	PRSS27	16	2770866
cg20798152	0.43284282475618	CARTPT	5	71014900
cg20801056	0.0133992320362197	MBP	18	74844767
cg20802051	0.0204607568056729	AK3L1	1	65613403
cg20802392	0.917903333250478	CTSK	1	150780684
cg20803370	0.0574263933503877	PPOX	1	161136162
cg20804101	0.615083869831805	SLC6A13	12	371916
cg20804555	0.0451226938807413	GSC	14	95235869
cg20804821	0.261306257991655	NA	NA	0
cg20807545	0.391987865413497	ADAMTS18	16	77469538
cg20807701	0.0682316955901683	THAP5;DNAJB9	7	108209641
cg20808145	0.0244724723068529	KLC2	11	66025705
cg20811273	0.0191400143609062	CASP3;CCDC111	4	185570979
cg20811389	0.0531620436353987	NA	NA	0
cg20811607	0.909219582666421	PPIL6;SMPD2	6	109760831
cg20812929	0.150231636653301	DHRS4L2	14	24458345
cg20813773	0.0322096135720288	C5orf36;ANKRD32	5	93953866
cg20815063	0.0312853382791706	ANKRD49;MRE11A	11	94227320
cg20816612	0.629960663968545	PHKA1	X	71933629
cg20821095	0.0250181166546159	FADD	11	70049116
cg20822579	0.328867273040018	RIPK3	14	24809073
cg20822628	0.974520197062037	GATA5	20	61041592
cg20824576	0.00995012211229398	CD47	3	107809695
cg20825323	0.286497990535455	IGBP1	X	69353047
cg20828084	0.750949547663994	KIAA1199	15	81070851
cg20830531	0.0137826832608165	SPATA5;NUDT6	4	123844416
cg20831492	0.0382240030398782	BET1	7	93633593
cg20831708	0.642116009571856	SEC31B	10	102279373
cg20832009	0.280731481937419	STARD8	X	67867718
cg20832020	0.644711350265183	TIGIT	3	114012912
cg20833786	NA	MRGPRX3	11	18141393
cg20835282	0.0379921951797074	C3orf62	3	49314454
cg20837735	0.761657934299353	SERPINB5	18	61144177
cg20839025	0.643881220863286	NA	NA	0
cg20839149	0.134105625414672	SH2D2A;NTRK1	1	156786601
cg20839219	0.05001283990387	SLC39A6;ELP2	18	33710235
cg20840847	0.791122150563656	APBA2	15	29213626
cg20842040	0.32648293241307	PRPS2	X	12809608
cg20843052	0.0290286793113425	KIAA1841	2	61293725
cg20845050	0.228254773618168	ZNF7	8	146053666
cg20847746	0.417353391008789	S100A13;S100A1	1	153600865
cg20848130	0.631461212965321	GJC2	1	228337776
cg20849549	0.018494626645015	PTEN;KILLIN	10	89623138
cg20849987	0.907504239037258	LUZP4	X	114524470
cg20850582	0.0541060262402625	LRBA	4	151936449
cg20850981	NA	ZNF323;ZKSCAN3	6	28322103
cg20851097	0.654922284649686	SPTB	14	65289835
cg20851245	0.942923155344921	STK36;RNF25	2	219538212
cg20852286	0.0423938415891925	NSUN3;DHFRL1	3	93781624
cg20853593	0.0560818909668806	NA	NA	0
cg20854748	0.0297212033091837	PIP5K1A	1	151170914
cg20855303	0.269841106458342	REPS2	X	16965405
cg20855344	NA	NR1D2	3	23986090
cg20855565	0.0660816071244758	TRIM58	1	248020350
cg20856064	0.0851976877181863	P4HTM	3	49027210
cg20856436	0.0294220196677486	RPS27A;C2orf63	2	55459612
cg20856834	0.667526312633287	OR12D3	6	29342522
cg20857253	0.350582845797255	TCP10L	21	33957290
cg20857455	0.0353512109881635	CPNE8	12	39300142
cg20857947	0.610448021893092	NA	NA	0
cg20858478	0.0460289494726246	NA	NA	0
cg20858526	0.76316679734134	CTRC	1	15765065
cg20859470	0.0423294342963328	RPS27	1	153963593
cg20861607	0.0309954491199913	CHRNA7	15	32323114
cg20862119	0.898663863653914	KRT76	12	53171017
cg20862496	0.724998330618326	SLURP1	8	143823734
cg20864636	0.866330162452632	GARNL3	9	130025713
cg20865068	0.0249882168778062	TM9SF2	13	100153453
cg20866788	0.0481974336538456	ARL1	12	101802016
cg20867633	0.535192343013224	GOLT1A	1	204183116
cg20868410	0.0206148933375525	HBEGF	5	139726466
cg20869203	0.209785788244513	LHFPL1	X	111923211
cg20869710	0.0324390854895888	PDHX;APIP	11	34938234
cg20870362	0.868295363913513	CCIN	9	36169175
cg20870559	0.252749977648818	OAS2	12	113416518
cg20872461	0.0090802735284958	RFC4	3	186524196
cg20876010	0.236808803936532	CACHD1	1	64971752
cg20877313	0.0109779658189819	GLS2	12	56881753
cg20878850	0.179382499568482	AR	X	66763685
cg20879768	0.90736143067331	KATNAL2;TCEB3B	18	44562136
cg20879959	0.244624501599506	HLA-A	6	29910208
cg20880234	0.0199922519032935	ZMYM2	13	20531619
cg20881054	0.0103262571983281	VASH1	14	77228508
cg20881888	0.0269649714574727	ZMYND10	3	50383079
cg20881910	0.0444509810365325	NTM	11	131780332
cg20882852	0.0324812768281786	SERINC1;PKIB	6	122792503
cg20884362	0.448196832686044	C21orf67;C21orf70	21	46358702
cg20884697	0.0275616536157237	MANEA	6	96025221
cg20885089	0.0322133234997193	AMPD2	1	110162701
cg20886062	0.0321359738114099	DCI	16	2301787
cg20887241	0.750190669964662	HTR1D	1	23522636
cg20887455	0.108064485432966	PHB	17	47491840
cg20888386	0.0163241560977717	CRYBA2	2	219858260
cg20888907	0.05440162181929	LETM2	8	38244244
cg20890210	0.127145858640514	KCNB2	8	73450181
cg20891301	0.645871115878253	MSX1	4	4864711
cg20891917	NA	IFRD1	7	112064031
cg20892287	0.770637591930229	RICS	11	128893851
cg20893022	0.0893407262578995	MIR7-3;C19orf30	19	4769214
cg20895028	0.895536162094318	CDH26	20	58533443
cg20895877	0.0961871529877223	PRIMA1	14	94254586
cg20896197	0.0136360775063615	KIF20B	10	91461107
cg20897667	0.57596547415146	MIMT1;PEG3;ZIM2	19	57351213
cg20899053	0.0543802473832687	MNX1	7	156803197
cg20899321	NA	LRRC32	11	76380605
cg20900524	NA	PPT1	1	40563271
cg20902737	0.0620125449891744	CCDC103;EFTUD2	17	42976442
cg20903926	0.956394202616687	C1orf177	1	55271677
cg20904010	0.755880181668214	SYN3	22	33402393
cg20904141	0.0278683029469379	NA	NA	0
cg20906802	0.842257900842738	OPN5	6	47749786
cg20907471	0.260823009136882		20	21679525
cg20908204	0.286842894442458	DMPK	19	46285434
cg20908993	0.225537747560037	EIF2S1;ATP6V1D	14	67826378
cg20909686	0.114698907462304	OVOL1	11	65554042
cg20910436	0.0453063763594938	P4HA1	10	74856386
cg20910746	0.579439789776736	BBOX1	11	27062416
cg20913782	0.0188590674972182	C1orf212	1	35325533
cg20914508	0.162227600707776	GAP43	3	115342333
cg20916483	0.0146389562734855	FAM160A2	11	6255841
cg20916523	0.588406743909104	VHL	3	10184584
cg20917484	0.0368741082514411	GAPDH	12	6644066
cg20918903	0.0539323531354098	KDM3A	2	86668501
cg20919133	0.176723831658644	NA	NA	0
cg20919556	0.0531521093583964	CNKSR3	6	154832050
cg20919799	0.0256767469678245	CDKN1C	11	2906667
cg20922422	0.413664014634914	PCYT1B	X	24665669
cg20923575	0.0200830873895453	MTMR4	17	56596273
cg20924286	0.0924498163225212	CLDN11	3	170136159
cg20925178	0.128476404413202	CWF19L1	10	102027628
cg20925482	0.0179433481958986	C20orf111	20	42839882
cg20925811	0.814520110787085	MMP9	20	44638517
cg20925954	NA	DUSP5	10	112256640
cg20925955	0.957977720549362	TIAM2	6	155412182
cg20927059	0.0196017813984078	TFCP2	12	51567112
cg20930618	0.0175417765502121	VPS72	1	151162157
cg20931907	0.808729202715837	CXorf67	X	51149742
cg20932053	NA	CPM	12	69358093
cg20932765	0.0293619536185202	TRIM33	1	115054143
cg20935106	0.0541199494467502	TAPBPL;LOC678655	12	6561229
cg20937139	0.0691111892958474	PDGFC	4	157892758
cg20938286	0.00869771907239564	CLDND1	3	98241925
cg20938359	0.433004716668091	SLC6A12	12	322250
cg20938689	0.344514291886797	NA	NA	0
cg20939319	0.534235340395166	TEX15	8	30707701
cg20940661	0.0322693059741627	KCNS3	2	18060086
cg20945531	0.90673006562997	FLJ34503	6	114225012
cg20947775	0.0189084885008644	SCD5	4	83720240
cg20948472	0.081378384135863	ZMAT2	5	140079847
cg20950011	0.370994568369044	CIDEA	18	12254377
cg20950277	0.854291462307098	TNIP3	4	122085241
cg20951444	0.700928569493172	FNDC5	1	33337112
cg20951539	NA	PXT1	6	36367819
cg20951726	0.0222297706276824	MTMR9	8	11142737
cg20951821	0.0465343662210878	ENC1	5	73937141
cg20953047	0.944037614253642	PIGR	1	207120022
cg20955688	0.0213830336393639	TMEM71	8	133772889
cg20955831	0.0586688553839832	LRRC16A	6	25279788
cg20956314	0.886166491422832	XYLB	3	38387299
cg20956373	0.0166271294054167	USP48	1	22109557
cg20957193	0.0177411641094863	ZNRF1	16	75032774
cg20959523	0.101359632128274	FIGN	2	164592477
cg20959866	0.240427652314959	AJAP1	1	4714008
cg20964758	0.14218835078033	ENOX2	X	130037157
cg20965815	0.801286438613398	DPCR1	6	30919513
cg20966551	0.016838149771799	MAST1	19	12949060
cg20966972	0.0269841949342087	MYST3	8	41909463
cg20967028	0.923718268776735	ART4	12	14996272
cg20967220	0.912195265619164	GCM1	6	53013647
cg20969242	0.0334816938240971	GON4L	1	155827044
cg20969846	0.0303352945744978	DIDO1;C20orf11	20	61570221
cg20970875	0.207815840575407	KANK3	19	8408337
cg20972214	0.290699782492013	SLC2A3	12	8088818
cg20972416	0.0172716806155075	NHEJ1	2	220025218
cg20972495	0.904249779693969	NA	NA	0
cg20972543	0.0213980697794161	HERC3	4	89514177
cg20972553	0.967041601816718	JDP2	14	75898937
cg20973210	0.448590887604886	C19orf35	19	2282729
cg20974196	0.34591729325734	CFD	19	859983
cg20975478	0.0317782727320705	CCDC24	1	44457319
cg20977411	0.0410358334858416	PMVK	1	154909454
cg20977864	0.361572695185735	HYDIN	16	71264290
cg20979602	0.0247014107886723	PAPD4	5	78908130
cg20979799	0.0921439049552077	RFX6	6	117198560
cg20979896	0.0237651412665255	PDRG1	20	30539958
cg20980592	0.962314954216065	MEP1A	6	46761035
cg20981615	0.539154345703822	TXK	4	48136280
cg20981893	0.0314586112429919	HSD11B2	16	67465461
cg20982583	0.0139911764399988	POLR2F;C22orf23	22	38349717
cg20985014	0.822438547401846	WISP3	6	112374151
cg20986134	0.0309173855289123	LMNB1	5	126112439
cg20987610	0.859443707284564	CDH17	8	95222020
cg20988616	0.882132783126256	ENPP3	6	131958144
cg20988728	0.0267905667595751	PIK3IP1	22	31688502
cg20991095	NA	USP49	6	41863098
cg20991801	0.0409191137274501	CDK13	7	39990729
cg20993403	0.397363448420491	EPB41L1	20	34700329
cg20994561	NA	BAI1	8	143544400
cg20994801	0.266593020691796	PIK3CD	1	9711398
cg20998885	0.807425797064223	C20orf79	20	18794833
cg20999813	0.0158403721721253	USP10	16	84734014
cg20999934	0.0231058129975826	SUGT1P1;NFX1	9	33290511
cg21000021	0.062118370180896	MYBBP1A	17	4458969
cg21003606	NA	CALN1	7	71877237
cg21004129	NA	CXCR1	2	219032024
cg21006686	0.586518505321746	NOS1	12	117800240
cg21008709	0.036612010407384	SEC22C	3	42622950
cg21008828	0.110167848619014	TNK2	3	195634965
cg21010050	0.0274587896130753	TBC1D23	3	99979819
cg21010197	0.0391722043603931	CDCA8	1	38158425
cg21010262	0.039343758848057	C9orf116;MRPS2	9	138391250
cg21011830	0.052697128403616	RPL18AP3;RPL18A	19	17970855
cg21012874	0.525408956047971	SNCG;MMRN2	10	88718393
cg21016177	0.0394947441150888	EXOC7	17	74100207
cg21017752	0.121932373559898	PPP1R3C	10	93393203
cg21019522	0.283608882466733	SLC22A18;SLC22A18AS	11	2920789
cg21019820	0.0203771942484632	MIR191;NDUFAF3;DALRD3	3	49059209
cg21020082	0.0519266310829511	FAM134A;C2orf24	2	220042127
cg21020710	NA	ZNF544	19	58739803
cg21021629	0.852492812036305	NRIP1	21	16340722
cg21022247	0.724510086418934	BIN2	12	51718310
cg21022395	0.849950144667629	SHOC2	10	112722440
cg21022435	0.966141812509653	NFRKB	11	129763918
cg21023001	0.253733456819412	CD93	20	23067088
cg21023114	NA	IFNA14	9	21241233
cg21023770	0.786001929272699	C20orf165	20	44517227
cg21024145	0.0106272135985173	RPS15A	16	18801635
cg21024391	0.0160509396044047	NA	NA	0
cg21026663	0.531943388809779	HIST1H4D	6	26189234
cg21028326	0.0727001336247447	TUBGCP6	22	50683188
cg21029904	NA	ZNF91	19	23577714
cg21030400	NA	MKNK2	19	2052564
cg21030483	0.317596703800775	TMEM185A	X	148713678
cg21030598	0.398127659190004	PAK2	3	196466425
cg21032203	0.0549745410189147	ZRANB2	1	71546840
cg21032583	0.941039185471214	LMLN;IQCG	3	197685803
cg21033494	NA	MSMB	10	51550114
cg21033855	0.102141334848788	TUBGCP4;ZSCAN29	15	43662581
cg21034676	0.0355850810770246	TGFBI	5	135364552
cg21035142	0.0884231412555745	CRYGN	7	151136940
cg21037570	0.056594128828862	IMMT	2	86422857
cg21038229	0.0212187708620752	NA	NA	0
cg21038703	0.851995644951233	ASB16	17	42248358
cg21038964	0.0287111414914949	DPM3	1	155113214
cg21039631	NA	CD58	1	117112854
cg21039679	NA	C15orf53	15	38989738
cg21039822	0.0138120181806432	PCYT2	17	79869136
cg21041127	NA	AGR3	7	16922421
cg21042619	0.512086322963925	NA	NA	0
cg21043558	NA	BRAF	7	140625365
cg21043754	0.0120369880687966	DDB1;DAK	11	61100532
cg21044104	0.86139945986157	LYZL4	3	42451876
cg21045388	0.917597044918298	KIAA1026	1	15428172
cg21045917	0.879868659214768	ALAS2	X	55057395
cg21046413	0.280999800800982	AIFM1	X	129299367
cg21046940	0.0204292808981497	DAP	5	10760858
cg21047206	0.761497328474911	PDE4DIP	1	145076221
cg21048501	0.0518599262505016	MRPS24	7	43909515
cg21048669	0.517781575489681	CLEC3A	16	78056379
cg21049762	0.92363274628427	TCIRG1	11	67805456
cg21051046	0.207145870352486		7	155248393
cg21051086	0.210834446669649	PPP4R2	3	73046214
cg21051423	0.0167753871749204	MTBP;MRPL13	8	121457935
cg21052164	0.0801485350851106	CHRNB2	1	154539977
cg21053015	0.0235778689036295	SYNGR1	22	39746054
cg21053323	0.469298381229904	SUMO3	21	46237385
cg21053529	0.21784662568177	GJD2	15	35046760
cg21053748	0.0240830095331962	NDUFA4	7	10979772
cg21057046	0.252816288564155	NBL1	1	19970204
cg21057494	0.658533723185363	CLEC3B	3	45066971
cg21060429	NA	NUDT1;FTSJ2	7	2280360
cg21060854	0.0153001518650387	TOR1B	9	132565518
cg21061811	NA	DDA1	19	17419261
cg21062347	0.459503942972509	SLC22A8	11	62783543
cg21063899	0.305845035503008	SCEL	13	78109801
cg21065959	0.63318523413018	LCE1E	1	152758755
cg21065990	0.0197367362091675	TASP1	20	13619254
cg21066636	0.386854913304364	TM4SF5	17	4675292
cg21067846	0.9160202533621	MORC4	X	106228404
cg21068030	0.961081903240405	CYB5D1;LSMD1	17	7762413
cg21068152	0.0284165750346675	SIRT4	12	120740453
cg21068339	0.0130422400882584	DSP	6	7542819
cg21069922	0.0351937520323734	ERAL1	17	27182342
cg21070087	0.804494267229097	HECW1	7	43351538
cg21070730	0.012858601056493	NA	NA	0
cg21072025	0.0403437309632519	GNG8	19	47137863
cg21073927	0.0392774305735492	GATA4	8	11562155
cg21075829	0.317436238077525	ESYT3	3	138153170
cg21076470	0.0841444981983417	MRPS14	1	174992744
cg21080294	0.0601355674075434	PRPS1	X	106871478
cg21081852	0.09536215759136	TXNRD1	12	104680692
cg21081971	0.52189326626581	TRPC4	13	38444765
cg21084260	0.777114875219444	APOD	3	195311868
cg21085553	0.0397090959693606	NA	NA	0
cg21085625	0.0107825157549302	C2orf76;DBI	2	120124643
cg21085768	0.798115889086361	NA	NA	0
cg21086464	0.0319889669538329	PAK1	11	77184925
cg21087043	0.144557507434413	NA	NA	0
cg21087137	0.214117041728224	GLIPR1L1	12	75728469
cg21087701	0.802740878842408	GPR119	X	129520113
cg21089667	0.984758540676866	HLTF	3	148805262
cg21090723	0.792081455095934	ALG13	X	110970253
cg21091629	0.0149071049850813	PGAP2	11	3829534
cg21091679	0.022333582431928	ELL2	5	95298142
cg21092324	0.166116044262037	MMRN1	4	90816310
cg21092462	0.112882469928141	KCNH1	1	211307761
cg21092687	0.0465032376451275	RECQL4;LRRC14	8	145743911
cg21093060	NA	TXLNA	1	32644693
cg21094154	0.861526258016474	NA	NA	0
cg21094669	0.107598479286991	GLRA3	4	175750109
cg21096399	0.156259504198786	MCAM	11	119188145
cg21096502	0.0201947547293951	CHCHD2	7	56174374
cg21096591	0.34154547011817	NA	NA	0
cg21096915	0.182479791336073	LOC84856	10	42971209
cg21096966	0.527706653058672	KLHL28;FAM179B	14	45432458
cg21097640	0.217243501040352	POLR1D;LNX2	13	28195548
cg21098323	NA	OSCAR;NDUFA3	19	54605642
cg21099221	0.0210437131464763	SRM	1	11120574
cg21099326	0.00978135718722847	TRIM35;PTK2B	8	27168591
cg21099488	0.0320014290782314	PELI2	14	56585486
cg21101222	0.0102274136915112	ATOX1	5	151138161
cg21104946	0.0686708293205369	WNT7B	22	46373530
cg21105318	0.640155257956949	ITGB6	2	161056520
cg21109025	0.846020732779185	CCL2	17	32580869
cg21111471	0.756424307786156	FLRT1;MACROD1	11	63871000
cg21111868	NA	EGR4	2	73521089
cg21112925	0.0174198494543184	FAM96B;CES2	16	66968030
cg21114485	0.0467051487820169	UFSP2	4	186346747
cg21115977	0.541843246755963	GDF2	10	48416510
cg21115990	0.652212959993295	NA	NA	0
cg21116314	NA	ZNF266	19	9546752
cg21116410	0.0271611997014822	PEX12	17	33905650
cg21117584	0.0481484781862693	SNIP1	1	38019997
cg21119032	0.057054084111006	LANCL1;CPS1	2	211341315
cg21120063	0.588640149324556	C2orf82	2	233734910
cg21120249	0.784074392737495	C9orf139;ABCA2	9	139921971
cg21120786	0.0760346038419521	SKAP2	7	26904188
cg21122529	0.027647980001101	CHERP	19	16652680
cg21122774	0.84679384233603	SARDH	9	136604996
cg21123509	0.0239403443270881	POLD2	7	44163430
cg21123573	0.118862909182737	SIRT4	12	120740055
cg21126707	0.509806197885844	MYF5	12	81111012
cg21126943	0.572056605664946	CEACAM6	19	42259395
cg21129531	0.961748943677749	LRRC4;SND1	7	127670703
cg21130124	0.882898024083658	CALML5	10	5542328
cg21130374	0.515662110044815	MX2	21	42734266
cg21132104	0.0344793750124614	SPATA5L1	15	45694354
cg21132577	0.173609387673816	MYOM2	8	1993528
cg21134096	0.145191535558947	RHEB	7	151217883
cg21137417	0.910775512671602	SPP2	2	234959456
cg21137706	NA	TMEM5	12	64173304
cg21137707	0.88815517302057	PNMA5	X	152160917
cg21137823	0.0336433888193692	PRKCZ	1	1981270
cg21140292	0.0318105385950543	SMARCA2	9	2015788
cg21142158	0.0636930824914661	COG6	13	40229689
cg21142188	0.38273404803108	ATP7A	X	77166294
cg21142272	0.720648914368262	EXOC3L	16	67224341
cg21142398	0.890860532168922	GLIS1	1	54200078
cg21144270	NA	STK25	2	242448675
cg21144587	0.0302470642044769	GPN1;CCDC121	2	27851409
cg21145624	0.0436091885557185	MEIS3	19	47922899
cg21146268	0.460995413790475	HIST1H2BE	6	26183508
cg21148892	0.788698468582199	CLEC4F	2	71047649
cg21151355	NA	GJB3	1	35246607
cg21152662	NA	TEC	4	48231543
cg21152671	0.176029437236524	TRAF1	9	123690586
cg21153758	0.109483150514548	ITGA1;PELO	5	52083992
cg21154823	0.0102709641074034	FAM160B2	8	21947302
cg21161070	0.103253382969848	RACGAP1	12	50419399
cg21161651	0.0124674903766342	C11orf83;C11orf48	11	62439250
cg21162961	0.477380772444951	NA	NA	0
cg21163415	0.439583280352802	EDN3	20	57876201
cg21164303	0.0131438948941667	TMED3	15	79603277
cg21165219	0.852044511791555	FAM38B	18	10698044
cg21165909	NA	CPS1	2	211419938
cg21166555	0.028000375358375	NA	NA	0
cg21166999	0.864668015493651	ROS1	6	117746793
cg21167159	0.937315059880359	H19;MIR675	11	2018154
cg21168622	0.152497344982697	ZNF350	19	52489831
cg21168884	0.895374556726632	C6orf122;C6orf208	6	170198971
cg21169285	0.918770199772189	MAPK9	5	179707665
cg21171130	0.0130442265208308	FAM158A	14	24610583
cg21171373	0.0188843756014305	WDR5B	3	122134914
cg21171615	0.522519123237685	NA	NA	0
cg21172540	0.320971263012881	LOC100128071;TSSK3	1	32827840
cg21173623	0.0412363101984819	TMEM141	9	139685156
cg21176048	0.0373191914301886	PEX5L	3	179755235
cg21177096	0.0352147959003659	MATN3	2	20212440
cg21178548	0.089761220368603	SAMD14	17	48207167
cg21179457	0.0406543352555238	INSM2	14	36002798
cg21180599	0.0877013851653923	TLE6	19	2976789
cg21182322	0.0159502184278646	POU2F1	1	167189623
cg21182407	0.124482830543816	BPHL	6	3119541
cg21182454	0.00940354310870732	MERTK	2	112656262
cg21183846	0.0570626106664807	FMO4	1	171283203
cg21183872	0.243624624005644	LONRF3	X	118108506
cg21184011	NA	ZC3H18	16	88636102
cg21184174	0.178491794875148	NGF	1	115881214
cg21184495	0.0527718748574417	ZNF207;MIR632	17	30677090
cg21185421	0.0130025367966761	PIP5K1B;FAM122A	9	71394810
cg21187265	0.093702494281864	SEPN1	1	26127185
cg21194776	0.721771048830043	USP54	10	75314128
cg21195120	0.0986538122404241	MBTPS2	X	21858304
cg21195414	0.045228996089692	ELOVL5	6	53213871
cg21196187	0.0297076999296697	PSKH1	16	67926862
cg21197871	0.270795543421588	C8orf38	8	96036803
cg21197973	0.031707212175053	P4HTM	3	49027347
