Hybridization REF	TCGA-BH-A0E9-01B-11D-A112-05	TCGA-BH-A0E9-01B-11D-A112-05	TCGA-BH-A0E9-01B-11D-A112-05	TCGA-BH-A0E9-01B-11D-A112-05
cg19459675	0.0833296503051039	SC4MOL	4	166249239
cg19461344	0.0147495639237611	SLC30A3	2	27485922
cg19461621	0.271188426210812	COLEC12	18	500979
cg19461644	0.162271885788395	COL15A1	9	101706617
cg19462352	0.421292703675331	PROCA1	17	27038664
cg19463518	NA	POLRMT	19	634035
cg19464016	0.108956557802857	PRDM1	6	106533958
cg19464252	0.759993421560733	FBRS	16	30675233
cg19464944	0.65500640832915	NA	NA	0
cg19465374	0.587543249827186	AZGP1	7	99573278
cg19466563	0.412632525376794	SPARCL1	4	88450506
cg19467928	0.0079870857748414	NA	NA	0
cg19468534	NA	OIP5;NUSAP1	15	41623761
cg19469297	0.225033861193675	TBRG4	7	45151440
cg19470701	0.0075037616491859	PPDPF	20	62152632
cg19471399	0.899104228757397	CCDC77	12	514252
cg19475870	0.644298065485079	CDH9	5	27038605
cg19478478	0.756141990716566	TRDN	6	123957927
cg19478743	0.0219685056302048	ZMYND15;CXCL16	17	4642647
cg19479366	0.039647791890256	CDC6	17	38444623
cg19481052	0.460354007347044	PLP1	X	103032137
cg19481686	0.673826814814176	CDKN2BAS;CDKN2B	9	22005288
cg19481811	0.398875541067093	NA	NA	0
cg19481953	0.543333736792415	SRPX2	X	99898921
cg19482581	0.0257468393098899	ABHD4	14	23067335
cg19483159	0.0468565670768797	DYNLT1	6	159066182
cg19485804	0.88853158552937	NGEF	2	233878714
cg19486271	0.0494598551031417	DDB2	11	47235900
cg19486673	0.598614947988803	LILRA2	19	55085018
cg19490266	0.0195868479287848	JTB	1	153949898
cg19491035	0.0765228050518455	MANSC1	12	12502846
cg19496782	0.0325358677065246	GATA6	18	19749376
cg19497444	0.85436549300408	SLC22A18	11	2930794
cg19502744	0.147775587599013	SRD5A2	2	31805915
cg19504245	0.0546332297013262	TNNT1	19	55660620
cg19504888	0.871025906693673	MFF	2	228191306
cg19506903	0.043559968310312	POLR1C;YIPF3	6	43484373
cg19507591	NA	CDCA5;ZFPL1	11	64850277
cg19510180	0.519844152477531	TMPRSS11B	4	69111580
cg19510484	0.0622843658996783	METAP2	12	95868044
cg19510604	0.881437936709751	CLK3	15	74901076
cg19510698	0.87076986785742	ALDH1A3	15	101421249
cg19510999	0.0119291174718846	CKLF	16	66586309
cg19511844	0.119838408972611	ORMDL3	17	38084119
cg19512848	0.820192126133823	C14orf48	14	94463829
cg19514469	0.299811861497163	ELMO3	16	67233432
cg19514928	0.0324966436047274	TMEM56	1	95583636
cg19514961	NA	LENG8	19	54960460
cg19515324	0.0196470730871979	ASH2L	8	37963526
cg19515446	0.927763861254014	HIST1H1T	6	26108335
cg19515518	NA	TMEM80;DEAF1	11	694717
cg19516009	NA	SFTPC	8	22018080
cg19517291	NA	NMB	15	85201039
cg19517525	0.0157115902387314	ACTG1	17	79480921
cg19521927	0.869178261917967	PLA2G5	1	20395367
cg19522294	0.0227493416896553	PVRL3	3	110790583
cg19522332	0.185036625631955	PIK3CA	3	178866004
cg19523029	0.0561563277117647	TLE4	9	82186884
cg19523692	0.672975607513685	ATP1B4	X	119495705
cg19524009	0.81313876114817	NEK3	13	52735075
cg19524049	0.00834759795122829	NCDN;KIAA0319L	1	36023720
cg19525717	0.0793748855069071	PKIG	20	43160249
cg19526600	0.888114100806722	DIO1	1	54360115
cg19526626	0.0145020743523985	ZNF491	19	11909408
cg19528976	0.367653256308455	C7orf52	7	100823280
cg19529363	0.0159460777179726	EBI3	19	4229509
cg19530885	0.816333000822507	SCGB3A2	5	147258132
cg19531130	0.245449753608659	KIAA1377;ANGPTL5	11	101786659
cg19531713	0.0614174392219343	BRCA1;NBR2	17	41277059
cg19532954	0.20190611224371	ID3	1	23886409
cg19534879	0.0155961031850853	CXXC4	4	105412299
cg19534945	0.668319174554262	LCN12	9	139847558
cg19535609	0.0692345829977375	LRRC43;B3GNT4	12	122687758
cg19536127	0.0401513739003795	CALM2	2	47404286
cg19537511	0.769797604034157	ARHGEF15	17	8213813
cg19538485	0.820469583714546	NA	NA	0
cg19538699	0.015339982718893	SLC35A5;ATG3	3	112281021
cg19539004	0.679972908577457	LIF	22	30643376
cg19539519	0.978747680423942	PYY2	17	26553687
cg19540408	0.884205423960104	C2orf57	2	232456289
cg19545851	0.0263822417934417	HMMR;NUDCD2	5	162887280
cg19546781	NA	CCL17	16	57438715
cg19547629	0.0392979803637109	MYRIP	3	39851641
cg19548738	0.026054408277123	FAM115A	7	143598702
cg19549068	0.0269271058028807	CLU	8	27472319
cg19552482	0.0293177655333662	ZNF691	1	43312486
cg19553056	0.0188585529857087	ZNF330	4	142142166
cg19553463	0.669284325685104	NA	NA	0
cg19553721	0.845983730609665	FAM106A	17	18429951
cg19554294	NA	VN1R2	19	53761868
cg19555986	0.0255850792800058	MAP7	6	136872119
cg19556572	NA	AKNA	9	117156701
cg19557537	0.00781419718158431	CYP39A1;SLC25A27	6	46620673
cg19559392	0.0310433143743062	MORN2;DHX57	2	39103372
cg19560210	NA	PGBD5	1	230513337
cg19560287	0.257332957743774	GEMIN5	5	154318093
cg19560758	0.0482573145294505	ERRFI1	1	8086721
cg19560971	NA	MFRP;C1QTNF5	11	119218238
cg19561186	0.827117798644274	NA	NA	0
cg19561774	0.956070676295102	SLC22A2	6	160679690
cg19562969	0.656476080311325	C20orf24	20	35233582
cg19564367	0.0903701767622867	AFAP1	4	7941852
cg19564877	0.0259836482252143	NTN1	17	8925201
cg19566405	0.124370836059336	SLFN12	17	33759965
cg19567046	0.0124489288145592	VPS25	17	40925516
cg19568591	0.129422499245164	FRZB	2	183731599
cg19569684	0.838142878205335	MGC29506	5	138726419
cg19570317	0.0161421065180841	MTA2	11	62368881
cg19570545	0.0120369001511131	PKP1	1	201252472
cg19570574	0.0297950421985404	THBS1	15	39872824
cg19571071	0.0530352815174889	GTF3C1;KIAA0556	16	27561715
cg19572242	0.228066601901508	IRAK1;MIR718	X	153285790
cg19572947	0.0238445988340607	DHX9	1	182808556
cg19573166	NA	SLC22A17	14	23822408
cg19573464	0.0236288656280085	KPNB1	17	45726674
cg19574488	0.0833710315527486	FHIT	3	61236547
cg19574623	0.141133458522146	NA	NA	0
cg19576304	0.269885840908966	RAX	18	56940022
cg19576739	0.00967046560360049	TOP2B	3	25706456
cg19578398	0.0932775704510531	C10orf2;MRPL43	10	102747015
cg19579782	0.527552539766797	TRDMT1	10	17243880
cg19580810	0.215411360881092	RAB25	1	156031182
cg19584733	0.801695949223231	DENND4C	9	19298547
cg19584823	0.0474223676440171	KLHDC2	14	50235219
cg19584957	0.991153095390149	TTLL10	1	1114579
cg19585196	0.0280578787996932	ITGAE;GSG2	17	3626760
cg19585882	0.699004530345658	SSX1	X	48115024
cg19586576	0.0516893250822376	GJC1	17	42906845
cg19586645	0.0109046110556798	MIF4GD	17	73266642
cg19587401	0.0112715708331172	TMEM179B	11	62554900
cg19587887	0.892364272413715	PSKH2	8	87082065
cg19589427	0.422112854405851	TNFSF18	1	173019720
cg19591206	0.0126187069089351	SLCO2A1	3	133748809
cg19591588	0.109528206699368	SACM1L	3	45730799
cg19591881	0.406374096284203	CD34	1	208084640
cg19592945	0.736556468383542	P2RX6;MGC16703	22	21369610
cg19593572	NA	POLR3E	16	22308486
cg19594666	0.667373839064981	LEP	7	127881280
cg19594691	0.0162933046539684	RHOB	2	20646743
cg19595170	0.0219988501624155	SRF	6	43139150
cg19596204	0.00822729358963404	ISYNA1	19	18548583
cg19596653	0.0191860666031405	WAPAL	10	88281865
cg19596755	0.253067960784611	CPT1A	11	68609747
cg19598544	NA	TTYH2;MGC16275	17	72209156
cg19601035	0.520540600931389	COL2A1	12	48399140
cg19601328	0.467889914729739	MAP3K14	17	43368729
cg19603195	NA	STOML1	15	74284877
cg19604470	0.0270699085134893	CD81	11	2398856
cg19612574	0.607409978316592	MAPK8	10	49608952
cg19614321	0.478661586259608	RASSF2	20	4804581
cg19615059	0.0920774369168517	TRPV4	12	110270919
cg19615614	0.0498062290390966	NA	NA	0
cg19616230	0.307713353981579	SLC34A2	4	25657429
cg19618706	0.470108071900025	BGN	X	152760906
cg19620294	0.128249734944607	TNFRSF11B	8	119964729
cg19622360	0.00904549898614778	MTR	1	236958982
cg19622372	0.893241594612576	NA	NA	0
cg19623751	NA	CEACAM7	19	42191563
cg19624775	0.0129352392491928	MORC3	21	37692840
cg19626078	NA	KNDC1	10	134973796
cg19629292	0.258422619474221	FEZF2	3	62358980
cg19630506	0.015781992896743	SMTN	22	31477530
cg19630689	0.0889974051679797	SERPINA12	14	94984381
cg19632026	0.013502747836366	CHCHD3	7	132766999
cg19632206	0.0419002989087919	FAM5C	1	190446756
cg19632760	0.406168680668594	XKR9;LACTB2	8	71581729
cg19635695	0.529769413987789	PDE6C	10	95372445
cg19635712	0.0569739527444738	EPB41L4B	9	112082384
cg19635810	0.0103587091651455	C2orf18	2	26987197
cg19635869	0.366508083443041	RRAGD	6	90121153
cg19636861	0.761361491768249	ZNF556	19	2867753
cg19636871	0.96556761029913	NA	NA	0
cg19637116	0.0393755913278572	FNTB	14	65453410
cg19638349	0.0138040817541803	RDH14	2	18741870
cg19639622	0.0192238115485423	GPM6A	4	176923800
cg19642007	0.931626010275776	TNNT3	11	1944464
cg19642148	0.10138479358913	DHX30	3	47844666
cg19644162	0.0105394330686647	TXNL4A	18	77748248
cg19645103	0.0462318016414206	YEATS4	12	69753606
cg19646028	0.405430970209855	MIR7-3;C19orf30	19	4769240
cg19649173	0.0440013829437981	ZNF446	19	58987877
cg19652869	0.0119906790507556	SLC30A1	1	211751907
cg19653161	0.0410051606049694	RGS10	10	121302492
cg19654437	0.431144397902523	CDK15	2	202671158
cg19655070	0.0830152323643645	HEXIM2	17	43237981
cg19657082	0.126950983739131	ZMPSTE24	1	40724061
cg19658284	0.0643497983164919	RBM43	2	152118459
cg19662708	NA	TEAD1	11	12785573
cg19663795	0.659602907871974	SEPT1	16	30393854
cg19663942	0.0841560545360996	CCDC40;TBC1D16	17	78009347
cg19664945	0.558544243623253	LOC100302652;GPR75	2	54087343
cg19666391	0.768911933618078	NA	NA	0
cg19668234	0.465319267031631	PRSS50	3	46759449
cg19668255	0.0544196311613671	FAM117A	17	47840643
cg19669036	NA	PI4KA;SNAP29	22	21212365
cg19669439	0.0239791013461695	BTRC	10	103113668
cg19670317	0.0212513116774657	C17orf59	17	8093380
cg19674669	0.455432840917376	GLB1L3	11	134146910
cg19675684	0.0230367703685208	AKIRIN1	1	39456578
cg19676312	0.0420441980444186	RNPEP	1	201951586
cg19678067	0.0531505951800267	GGNBP2	17	34901173
cg19679281	0.0148260421543564	FANCL	2	58468512
cg19680672	0.939441326835145	MGMT	10	131412579
cg19682367	0.142535655887685	TPRG1	3	188888486
cg19684883	0.0139682396189445	ZFAND5	9	74980740
cg19685066	NA	ACTL8	1	18082003
cg19685976	0.0134864253336117	SPTBN4;BLVRB	19	40972228
cg19686152	0.211406175274519	TMOD3	15	52121542
cg19688503	0.410234821007464	CAPN6	X	110513941
cg19690101	0.913291697342919	MORN2;DHX57	2	39104195
cg19690214	0.925751269835801	IPCEF1	6	154678326
cg19690404	0.832394148452139	CPA4	7	129933646
cg19691267	0.0325593796883853	ACYP1	14	75530649
cg19691797	0.0224515964860954	TMEM66	8	29939998
cg19692710	0.824163688737391	DNAJB13	11	73661920
cg19693015	0.0226114373498245	CHMP6	17	78965712
cg19693403	0.962828982537324	GPR156	3	119962884
cg19694491	0.0238311347169098	HSPA8	11	122932854
cg19695867	0.141368268468628	WDR47	1	109585390
cg19696622	0.361961524165803	RPS6KA3	X	20285908
cg19697981	0.223735410296835	NR2E1	6	108487820
cg19700658	0.801828523803683	UCP3	11	73719872
cg19703610	0.0209783529768168	DSCAML1	11	117667737
cg19703628	0.0112618262730651	PSMB4	1	151371944
cg19703826	NA	ZNF213	16	3185452
cg19704039	0.0144274374028854	GNPDA1	5	141392512
cg19706602	NA	MGMT	10	131265435
cg19706682	NA	LRRC50;HSDL1	16	84179331
cg19709058	0.0186837566584348	C2orf52	2	232378848
cg19709625	0.0141060307024713	PCOLCE2	3	142607981
cg19712821	0.326921270767428	FGFBP2	4	15965016
cg19713083	0.104146642945251	ATP5G3	2	176046495
cg19713196	0.0323494439336726	LAD1	1	201368390
cg19713460	NA	SYNGR1	22	39745530
cg19714241	0.0310983061612387	HSPA13	21	15755380
cg19714296	0.762550222138111	NA	NA	0
cg19714749	0.0238573816834204	TPK1	7	144533092
cg19716462	0.0147675047018565	CCT4	2	62115576
cg19717150	0.847261139291166	HNF4A	20	42984878
cg19717326	0.283617056945267	MYADM	19	54370016
cg19718882	0.16894903703925	WIT1	11	32458714
cg19721215	0.0155673280652179	GCDH	19	13001564
cg19721889	0.319972943570252	HAND1	5	153857789
cg19722847	0.0379981350318356	IPO8	12	30849114
cg19723473	0.776314163692274	NA	NA	0
cg19723775	0.00867960738941363	HNRNPH1	5	179050963
cg19724470	0.244581137778769	CD274	9	5450936
cg19728055	0.0841057797474171	OXSR1	3	38206610
cg19728223	0.113383989557812	KCNQ1	11	2813121
cg19728382	0.77655102824562	STC2	5	172757276
cg19728485	0.0105303286641106	PQLC3	2	11295717
cg19728577	0.909565027712892	GUCA2B	1	42619163
cg19729279	0.0297004494525188	PHF15	5	133861951
cg19730092	0.617938112703826	ADAMTS14	10	72432797
cg19731122	0.636253308450223	MYO1C	17	1396395
cg19731268	0.0237346366659649	CHST3	10	73724697
cg19734148	0.0191638239125807	RAE1	20	55926119
cg19734228	0.120682994347416	DAPK1	9	90113593
cg19736898	0.0127540691784177	NA	NA	0
cg19738333	0.0190432162445253	REEP4	8	21999623
cg19740287	0.195595636292087	FANCB;MOSPD2	X	14891763
cg19740375	0.553115992990973	SCN5A	3	38690410
cg19740763	NA	INPPL1	11	71935199
cg19740969	0.785964346993392	NA	NA	0
cg19742789	0.0271386742191707	CCNJL	5	159739256
cg19744122	0.0154707423101719	SYPL1	7	105752980
cg19744131	0.0128498136235031	FAM63A;PRUNE	1	150980805
cg19744952	0.0747601905905061	CIC	19	42788966
cg19746675	0.0392339413319493	MIR548G;C3orf26	3	99536119
cg19747852	0.188174227771512	TRA2A	7	23571693
cg19751300	0.365029806841598	ST8SIA5	18	44336399
cg19751951	0.0083624721783243	GYG1	3	148709802
cg19752722	NA	ERBB2;PGAP3	17	37844579
cg19754094	0.027831208317181	STAMBP	2	74055942
cg19756068	0.852579779015757	CYP2B6	19	41497222
cg19756611	0.0801004057794233	NA	NA	0
cg19759064	0.151082934387866	PHKG1	7	56160687
cg19761273	0.0727032036414964	CSNK1D	17	80232096
cg19762747	0.14686741847863	CRX	19	48325089
cg19763279	0.0298937276779631	HPSE	4	84256190
cg19763281	NA	NKAIN1	1	31662035
cg19764399	0.0306287695108896	MED4	13	48669116
cg19764407	0.0163121764041614	NA	NA	0
cg19764418	0.819895992000059	RYR2	1	237205098
cg19764436	0.0410419079175145	RTDR1;GNAZ	22	23413260
cg19764555	0.357959585409869	AHNAK	11	62315119
cg19766460	0.0914651776183107	UMODL1;C21orf128	21	43528205
cg19767249	0.0623361979431834	DCPS	11	126173637
cg19769182	0.0758874185004839	PRRT2	16	29823868
cg19770955	0.760881054920778	COG5;DUS4L	7	107203448
cg19771482	0.0199945197500355	BNIP2	15	59980968
cg19771541	0.266683602663998	MID2	X	107069417
cg19771589	0.229106283775729	PEG3;ZIM2	19	57349815
cg19774122	0.361832166011066	NA	NA	0
cg19774491	0.0264511789788559	NA	NA	0
cg19776090	0.348397495279025	NA	NA	0
cg19776201	0.317084274779688	ZNF132	19	58951434
cg19776453	0.942836224006447	CEACAM1	19	43033801
cg19777470	0.124568414329541	CRABP1	15	78633455
cg19777783	NA	SLC15A4	12	129309376
cg19778698	0.130058047633117	MAFK	7	1570060
cg19779211	0.220199689230848	KCNQ1	11	2465491
cg19780563	0.894329209098019	EXOC6	10	94594494
cg19781053	0.0484731530267744	TJP1	15	30114912
cg19781133	0.164416914822825	KCNH2	7	150674980
cg19781251	0.985085346303695	PEG10	7	94294278
cg19782075	NA	BCDIN3D	12	50237049
cg19782598	0.654082846822527	NA	NA	0
cg19783114	NA	TP73	1	3569046
cg19784449	0.0612609180912982	WASF2	1	27816456
cg19784470	NA	OR7C2	19	15052011
cg19784477	NA	TFPI2	7	93519401
cg19786920	0.104583276848133	NSUN7	4	40751770
cg19787037	0.658597078240314	NA	NA	0
cg19789466	0.0397043594185206	OAS1	12	113344923
cg19789505	0.501360397880493	OBSCN	1	228394509
cg19790294	0.0309648575380466	CYBA	16	88717755
cg19791253	0.0196121705904477	ATP2B4	1	203595809
cg19791277	0.00911351961175773	KHDRBS3	8	136469780
cg19793718	0.0235000766233355	DHX37	12	125473601
cg19794490	0.0375989515593149	NCOA6	20	33412943
cg19795898	0.705561551264917	KIAA1984	9	139693196
cg19796273	0.0166420943447286	MYO10	5	16936868
cg19797376	0.382086538566505	TAL1	1	47695475
cg19797659	0.0569293620821057	OAZ2	15	64995138
cg19798224	0.825166187324849	C14orf68	14	100789509
cg19799744	0.0389315816180716	ENPP5	6	46138963
cg19800926	0.0182261865622695	RELT	11	73087939
cg19801560	0.991216350766242	HIST1H4G	6	26247253
cg19803671	0.0155401100457236	UBE2E2	3	23245422
cg19803984	0.577453245379095	SNRPN	15	25068790
cg19807685	0.902187367538483	HSD17B2	16	82068980
cg19812619	0.866746296254926	NA	NA	0
cg19814116	0.359485631288808	KCNAB2	1	6086448
cg19815139	0.0395733183707708	C14orf133;AHSA1	14	77924143
cg19815376	0.38964265615615	FLJ34503	6	114225306
cg19815589	0.908557208059473	SHANK2	11	70709062
cg19815720	0.569027148043827	HTR3C	3	183770650
cg19815904	0.0897761714492439	SEMA3C	7	80548307
cg19815928	0.0164898365808096	ATP6V0D1	16	67514524
cg19816938	0.0130795816277009	ABR	17	1082526
cg19817399	0.0224070969502351	CYP1A1	15	75018674
cg19819571	0.0268988651322516	KIAA0174	16	71929055
cg19819891	0.0142537826123053	MYST1	16	31129424
cg19822214	0.0362662179181915	CNOT3	19	54641139
cg19823847	0.892617201636854	KIAA1244;PBOV1	6	138539706
cg19824325	0.214539716678542	SETD6	16	58548873
cg19824362	0.0210528180075188	NR2C1	12	95467522
cg19824441	0.870635712071067	GPR182	12	57388312
cg19826026	0.091890943463093	ARHGDIB	12	15114393
cg19830147	0.0376575848841195	MCM3APAS;LSS	21	47649323
cg19831077	0.532958938927929	WDR86	7	151107924
cg19831369	0.506598852238864	HPS4;SRRD	22	26881026
cg19831575	0.389599040564589	FGF4	11	69590090
cg19832597	0.0183842132224112	GARS	7	30634132
cg19832721	0.823316309719106	KIAA1267	17	44249866
cg19835478	0.0667688862176492	COL6A1	21	47401109
cg19836199	0.411877518085949	RUNX1	21	36421941
cg19836283	0.0443709502598698	ITGA11	15	68724690
cg19836808	0.113791541576282	NA	NA	0
cg19837131	0.0901452970724772	NA	NA	0
cg19837751	NA	CECR5;CECR4	22	17645416
cg19837824	0.0770942223059434	TSC2;NTHL1	16	2097351
cg19839588	0.0368257586804594	TRERF1	6	42419466
cg19839691	0.00958605415562204	KIAA0101	15	64673790
cg19840387	0.0244953022927015	CCDC148;PKP4	2	159314016
cg19840532	0.0300594421545003	OMA1	1	59012661
cg19841506	0.0539802571743347	ZMYND15;CXCL16	17	4642056
cg19843036	0.0477852819957666	TMEM144	4	159131516
cg19843429	0.0125928230770181	OSBPL3	7	25019751
cg19844287	0.0187254519000724	NA	NA	0
cg19845843	0.943116833359168	BEND2	X	18239282
cg19846131	0.0221525822924538	CREBZF	11	85375464
cg19846927	0.0385081331249127	MRPL44	2	224821935
cg19847271	0.0300869263338062	PRIM1	12	57146332
cg19848683	0.0813482095859517	MECOM	3	168864048
cg19850163	0.0531050447617052	AGFG1	2	228336753
cg19850348	0.221114751706712	PYGO1	15	55880997
cg19850370	0.840611506254783	SLC4A4	4	72205104
cg19850406	0.29689503529331	RNFT2;C12orf49	12	117174732
cg19851137	0.077603509570908	IDH3B	20	2645051
cg19853229	0.0174209619317819	PLEKHG2	19	39903895
cg19853494	0.320121061109913	SELL	1	169680613
cg19853703	0.0457150200089728	APOL6	22	36044792
cg19853760	0.432102119418836	LGALS1	22	38071677
cg19854301	0.929307109534735	CDH13	16	82671450
cg19855618	NA	ZNF623	8	144731579
cg19856444	0.585896882105268	SLC39A12	10	18241116
cg19856594	NA	SAGE1	X	134975921
cg19857457	0.2693229215494	RPL17;SNORD58A;SNORD58B	18	47018947
cg19857537	0.0819591616245934	FAM118B;RPUSD4	11	126081181
cg19857538	NA	COQ4;TRUB2	9	131085530
cg19857541	0.962498329123631	MORC1	3	108836800
cg19859270	0.928615230085644	GPR15	3	98251294
cg19861697	0.0564690831517039	DMTF1	7	86782611
cg19862344	0.834064427399702	RHAG	6	49605181
cg19863003	0.0154973164715274	REEP5	5	112257612
cg19863405	NA	ACTL7B	9	111619070
cg19863740	0.672308756834949	PARVG	22	44576869
cg19863773	0.946247276887235	OXER1	2	42991905
cg19864851	0.0321840363743181	SEC24C	10	75503847
cg19866103	0.0244589732284213	NICN1	3	49466612
cg19867899	NA	PCDHAC2;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA9;PCDHA13;PCDHA5;PCDHAC1;PCDHA3	5	140345819
cg19868691	0.39608176717097	WNT10A	2	219744597
cg19868730	NA	POPDC2	3	119380012
cg19869139	NA	OPRD1	1	29138077
cg19872681	0.851357332258308	SLC7A7	14	23284518
cg19872814	0.0172899595115466	PLAA;IFT74	9	26947503
cg19873701	NA	PSG9	19	43773649
cg19873785	0.0242132928199091	ZNHIT1;PLOD3	7	100861253
cg19875047	0.0157392063001004	ANKRD42	11	82905709
cg19875216	0.0109477088285675	SRPRB	3	133524841
cg19875656	0.902404434562531	PRSS50	3	46759096
cg19876444	0.389817161364804	NA	NA	0
cg19876838	0.805292545629525	KCNJ14	19	48958664
cg19881177	0.0109561398669123	ZNF367	9	99181234
cg19881895	0.631556311657	SLC43A3	11	57195540
cg19882093	0.929689659750712	GGTLC1	20	23969397
cg19883905	0.257325968148968	CIDEA	18	12254024
cg19884262	0.283458816564086	FOXI2	10	129535968
cg19884600	0.885128625970942	PYHIN1	1	158901938
cg19884658	0.386358715016126	KLHL21	1	6664268
cg19885761	0.491803405767541	CPLX2	5	175223646
cg19886179	0.0259703331506583	PSMD14	2	162164993
cg19889584	0.651320875798449	NA	NA	0
cg19889780	0.0421923608438039	SPR	2	73114144
cg19890739	0.382395255549941	GINS2	16	85723539
cg19890858	0.0197907023338609	TRABD	22	50624742
cg19891733	0.0306073217774349	ATP5J;GABPA	21	27108257
cg19894943	0.0894152627299659	TXNDC12;KTI12	1	52499579
cg19895197	0.055724883619618	C17orf37	17	37887061
cg19896198	0.295066569083858	TNFRSF8	1	12123262
cg19896347	0.902124006250317	DNAH10	12	124265002
cg19899621	0.0393502070193592	ZNF561	19	9731817
cg19899882	0.0885719437435253	FOXQ1	6	1313495
cg19902569	0.0333881277098192	AHNAK	11	62313929
cg19903229	0.703789366054204	C14orf105	14	57960650
cg19903333	0.0741798770545357	ATP6V0B	1	44441367
cg19904463	0.370984608340822	FABP5	8	82192606
cg19904653	0.11872180725075	BRF2	8	37707692
cg19905251	NA	SLIT3	5	168728495
cg19905754	0.00771710235425005	ANKRD37	4	186317888
cg19906397	0.0166627338740499	SMARCB1	22	24129020
