Hybridization REF	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05
cg24322623	0.0399650109748384	MYOD1	11	17740430
cg24323031	0.0263847525965371	PAQR8	6	52227260
cg24323434	0.0208718166680886	SERF2	15	44084878
cg24323726	0.817082871123034	ZBED2;CD96	3	111314186
cg24324379	0.0459225190973593	IDH1	2	209119750
cg24325790	0.9463153463295	CCL23	17	34345392
cg24326142	0.0323388392894074	CSF1	1	110453144
cg24329374	NA	NIPSNAP3A	9	107510068
cg24329717	0.605213203978354	P2RX3	11	57106093
cg24329794	0.0193419539806152	GRSF1	4	71704884
cg24330042	0.0193625305815906	GSTT1	22	24384159
cg24330485	0.0183736803401978	EEF1B2;NDUFS1	2	207023983
cg24331079	0.961271938801962	STAT4	2	192016205
cg24331162	0.269271752989058	SYT8	11	1855665
cg24332422	0.710015704287968	APC	5	112073686
cg24332433	0.039571647111108	SLC39A11	17	71088903
cg24333473	0.442090527166017	ZNF597;NAT15	16	3493428
cg24334790	0.0256312080182192	ARL5A	2	152685205
cg24334879	0.0160172368260222	NKTR	3	42642248
cg24334983	NA	ANXA11	10	81965683
cg24335149	0.847085939621859	PLA2G5	1	20397074
cg24335895	NA	COX7A1	19	36643771
cg24336531	0.0149752752962886	ARL6IP5	3	69134303
cg24337809	0.0119423939702074	BTG2	1	203274882
cg24338843	0.435399052129597	C1orf158	1	12806667
cg24340657	0.671102836191177	KRT24	17	38859934
cg24340926	0.638601449242034	RAB33A	X	129305036
cg24341129	0.0807108975950656	BNC2	9	16727830
cg24341177	0.0157402967894708	DIABLO	12	122710506
cg24341220	0.0151815222746932	RETSAT;ELMOD3	2	85581729
cg24341236	0.523153164760282	BRCC3;MTCP1;MTCP1NB	X	154299853
cg24341536	0.029712079628628	SQSTM1	5	179247663
cg24341800	0.304624491024867	ACAT1	11	107992076
cg24341944	0.0124630721167189	RSRC1	3	157827791
cg24342628	0.0203750795674116	KDM1B;TPMT	6	18155101
cg24343515	0.012798581503476	PI4K2A	10	99400468
cg24345138	0.0182454324008057	KLHL25	15	86337433
cg24345247	0.0318803229233296	HIST1H4A	6	26021916
cg24345793	0.018137929332805	USP5;CDCA3	12	6960807
cg24346429	0.426824374730308	GNAS	20	57428032
cg24346637	0.910829640675184	UBL4B	1	110655292
cg24349555	0.00996056892767166	HECA	6	139456526
cg24352499	0.190431769472815	NA	NA	0
cg24352530	0.0302265162651864	ABCG2	4	89080423
cg24352688	0.920180455468831	TRAPPC2;OFD1	X	13751727
cg24352736	0.0155228612972658	YIPF2;C19orf52	19	11040012
cg24353217	0.927386852293773	MYL2	12	111358188
cg24353466	0.0113992408799609	RNF13	3	149530978
cg24353833	0.0262791598349598	NRM	6	30658612
cg24354652	NA	PTAFR	1	28502908
cg24355006	0.955374513467767	CSNK1G2	19	1969744
cg24355048	0.146627608922135	CTSG	14	25045028
cg24355091	0.16291094979987	NA	NA	0
cg24355174	0.0386128236168097	C11orf60	11	118436523
cg24356289	0.0121906859750452	NA	NA	0
cg24356544	NA	OGDHL	10	50970863
cg24356797	0.0120275354806364	UBA52	19	18682387
cg24357161	0.317701462651454	RCVRN	17	9810114
cg24358465	0.0151832874871771	HIST1H2AG;HIST1H2BJ	6	27100860
cg24358529	0.0371642675747386	PPIE	1	40204662
cg24362016	0.343637975350929	ZNF44	19	12406154
cg24362401	0.057149552138978	PIK3C3	18	39535226
cg24362726	0.0802749175359346	SCLT1;C4orf33	4	130013618
cg24363955	0.921350586511697	C5orf23	5	32788467
cg24364574	0.050282822108484	PREX1	20	47443694
cg24365013	NA	CLRN1;CLRN1OS	3	150691910
cg24365867	0.342244035461233	MRVI1	11	10715595
cg24371157	0.0135753556025438	LOC282997;PDCD4	10	112631335
cg24371225	0.0146133841943416	MGC42105	5	43192392
cg24371383	0.0168189453832845	CEP55	10	95256104
cg24373308	0.0140810036496307	BAG2	6	57036955
cg24373760	0.0201094150357772	LGR5	12	71834237
cg24376537	0.531909342204963	DLG3	X	69665103
cg24377133	NA		8	144170375
cg24378421	0.191120702790361	MTMR9	8	11141365
cg24382521	0.88096327954951	C7	5	40908228
cg24384676	0.0460913603633076	SLC25A21;LOC100129794	14	37641964
cg24385322	0.206176570284999	RELL2;HDAC3	5	141017773
cg24386906	0.0236080011582653	DSE	6	116692844
cg24387380	NA	GABRA5	15	27159158
cg24387818	0.0874507220809843	POF1B	X	84634756
cg24388263	NA		19	4241983
cg24389347	0.439824105129362	C3orf22	3	126277693
cg24389359	0.470340877871101	CCDC63	12	111284228
cg24391122	0.030709288578407	SNAPC2	19	7986137
cg24392274	NA	C9orf16	9	130921842
cg24392479	0.0245034877246261	ASPSCR1	17	79934870
cg24392574	0.966307286321706	CALML5	10	5541423
cg24394865	0.0222900932817461	MRPL11	11	66206319
cg24396745	0.0253577070637996	HCN4	15	73660614
cg24399106	0.0318653719293294	MGC45800	4	183065224
cg24399405	NA	C16orf35	16	189577
cg24399529	NA	MIR548H4;TMEM84	15	69373153
cg24400943	0.820567785559736	C11orf64	11	60383099
cg24401441	NA		20	21679843
cg24401912	0.0194734005448933	STYK1	12	10826432
cg24402880	0.800118492537792	PLAC8	4	84035837
cg24403722	0.0614126206588764	EGR3	8	22550720
cg24404909	0.125189107746337	INF2	14	105175111
cg24405636	0.0266500149938363	ZNF526	19	42724150
cg24407065	0.912295039315105	BLZF1;NME7	1	169335802
cg24407308	0.024664887756467	DGKZ	11	46354997
cg24408199	0.0173392148398884	EIF2B5	3	183852724
cg24408313	0.168815799450899		18	60988465
cg24408511	0.959721193070254	C12orf51	12	112711543
cg24408817	0.0296666840309918	CCNL1	3	156878512
cg24409107	0.0101794898349631	GALE	1	24127262
cg24411312	NA	ST14	11	130028844
cg24412846	0.194180647837981	NA	NA	0
cg24414089	NA	MRC2	17	60705329
cg24414383	0.888369393346532	KRTAP1-1	17	39198944
cg24415468	0.308355415369946	ZNF711	X	84499079
cg24417499	0.589698821582205	HPCA	1	33351653
cg24418574	0.167037651301547	NA	NA	0
cg24420778	0.0174215012375434	PRDX6	1	173445979
cg24421410	0.696017370293121	HLA-DMA	6	32920220
cg24422489	0.945628391038204	FCGR2A	1	161474976
cg24423088	0.297922994705384	KRTAP8-1	21	32185365
cg24424381	0.0364151581558584	WDR93;PEX11A	15	90233857
cg24426405	0.135957478435349	AGR2	7	16844852
cg24427660	0.434596551290231	PNPLA2	11	818892
cg24428042	0.0124261392530099	ECHDC3	10	11784408
cg24428760	0.0257384028051327	RALY	20	32582025
cg24428913	NA	WAS	X	48541432
cg24429836	0.227662344768566	LDHD	16	75150744
cg24430616	NA		8	23320416
cg24432073	0.198608213070899	CDKL2	4	76555634
cg24432916	0.203507406393474	SOX3	X	139587479
cg24433189	0.268429990522986	SSTR5;LOC146336	16	1128689
cg24434118	0.0195514436752629	TP53INP1	8	95961556
cg24435562	0.0282615367886308	NA	NA	0
cg24435704	0.925804214604538	PARP12	7	139763773
cg24438217	NA	PDS5A	4	39980114
cg24438655	0.0185843834135255	KPNB1	17	45727598
cg24440147	0.286506799017871	NA	NA	0
cg24441350	0.0167541975203412	NA	NA	0
cg24441911	0.918101459900128	RBP5	12	7280988
cg24442290	0.028331195702671	C20orf111	20	42838850
cg24443136	0.652970805737814	ATP2B3	X	152801587
cg24443250	0.725197248960069	TNFSF8	9	117693010
cg24443367	0.839775647149137	NA	NA	0
cg24443885	NA	ZNF227	19	44716952
cg24443925	NA	NCOR1	17	16118806
cg24444408	0.0314708041071811	KLHDC4	16	87799134
cg24445405	NA	MIS12	17	5391238
cg24446548	0.0454450699652488	TWIST1	7	19157263
cg24447042	0.461003715047336	SMARCA1	X	128657893
cg24447890	0.836910626845005	LMAN1L	15	75105144
cg24448231	0.0225367477814663	SNORD12B;C20orf199;MIR1259;SNORD12C;ZNFX1	20	47895529
cg24448259	0.0217186613233297	CPVL	7	29186110
cg24449371	NA	CIB2	15	78424141
cg24450157	0.0160359566243252	DHX16	6	30640543
cg24450312	0.0454558424555484	RASSF5	1	206681158
cg24450631	0.273344984530426	IGF2BP2	3	185542709
cg24453353	0.0174535072104958	HIST1H4C	6	26104185
cg24453664	0.0895651176590425	CD59	11	33758413
cg24454143	0.0665853058694117	FLT3	13	28675265
cg24454435	0.034813920287883	NAA50	3	113464350
cg24454579	NA	BIRC8	19	53794794
cg24456340	0.899206702735544	ABI3;GNGT2	17	47286483
cg24457403	0.896412247834563	KRT16	17	39770337
cg24457521	0.0214377027498835	ATP5E	20	57607420
cg24459023	0.0185100157250664	MED26	19	16739945
cg24459209	0.12726690995899	PRG3	11	57148215
cg24459563	0.918191167125502	CACNG1	17	65040609
cg24461814	0.800203578265355	KRT84	12	52779281
cg24467291	0.026979425896579	CLIP1	12	122907814
cg24468890	NA	HDAC1	1	32757294
cg24469114	0.0259489230393007	SNHG3-RCC1;SNHG3	1	28832988
cg24469803	0.0542335996225573	POLR3A	10	79789416
cg24469977	0.920079399126253	PLXNA4	7	132333391
cg24471268	0.0212197531536794	SPSB2	12	6982806
cg24471555	NA	FAM160B2	8	21946112
cg24471867	0.0166129733206552	MLL4;ZBTB32	19	36207871
cg24471894	0.213503830315512	KIAA0020	9	2838508
cg24473385	0.0100291548016025	ZNHIT3	17	34842439
cg24473633	0.0167850141360879	DENND3	8	142138319
cg24474182	0.911799335790105	MED12L;P2RY13	3	151047307
cg24474998	0.0138125241038772	GDE1	16	19533603
cg24475171	0.792930187503747	C9orf78;USP20	9	132598886
cg24476569	0.368295949342319	ABCC4	13	95954382
cg24477567	0.277782639145593	EPOR	19	11495295
cg24477636	0.235201291140754	NA	NA	0
cg24478145	0.042924292129821	SCFD1	14	31090880
cg24478387	0.100083704264239	SUMF2	7	56131848
cg24478630	0.0212865852585575	MOGS	2	74692696
cg24480194	0.0148532204621284	GGA1	22	38004444
cg24480859	NA	SLC2A5	1	9129791
cg24481163	0.0480468602967351	NA	NA	0
cg24481633	0.0128842771697106	DOCK4;ZNF277	7	111846146
cg24482053	0.0188839468343014	MLH3	14	75518003
cg24482234	0.0293057667628781	GDF1;LASS1	19	19006439
cg24484103	0.0282022976755613	VRK3;ZNF473	19	50528836
cg24484296	0.717340675444654	ZNF320	19	53395225
cg24485466	0.0115112734226517	KIF14	1	200589999
cg24488435	0.023363404186869	SMUG1	12	54583029
cg24489015	0.109971778913955	LPO	17	56316162
cg24489034	0.535755403135577	NA	NA	0
cg24489237	0.0580506845050279	PBX1	1	164529170
cg24490338	0.686334436667265	TPM3	1	154164054
cg24490859	0.0213768174170298	MAGEF1	3	184429760
cg24492022	NA	RPS15A	16	18802110
cg24493940	0.0643317477604128	MMP17	12	132313678
cg24494008	0.0449674908922758	IFT80;SMC4	3	160116838
cg24494556	0.0120179627813746	ZNF33B	10	43134100
cg24495017	0.118003106197191	PITX1	5	134370530
cg24496423	0.421445059610353	SRPK3	X	153046480
cg24496666	0.643505018007573	GIPC2	1	78511979
cg24497270	0.00957186291505335	SLC25A39	17	42401753
cg24497819	0.683692234993843	SELPLG	12	109027683
cg24497877	0.0152248305436953	PUSL1;ACAP3	1	1244060
cg24498554	NA	CSH1	17	61974237
cg24499411	0.86980284922404	TNS3	7	47580247
cg24499839	0.0243404243129605	TSNAX-DISC1;DISC1	1	231762238
cg24500683	0.0402295722211901	PTP4A1	6	64281771
cg24502084	0.0183269269748559	ROBLD3;UBQLN4	1	156024674
cg24504986	0.0156079167066036	ZNF346	5	176449842
cg24505122	0.912964786282915	WNT5B	12	1726292
cg24505341	0.733523230457068	CADPS	3	62861544
cg24505375	0.543416331533743	NA	NA	0
cg24505527	0.0134419213626112	NKIRAS2;DNAJC7	17	40168900
cg24506604	0.547267815514616	KRT80	12	52579502
cg24507762	0.393774711452932	KCNB1	20	48099890
cg24509668	0.150771183436568	SSPN	12	26348529
cg24511534	0.421325773304297	RP2	X	46696351
cg24511869	0.0145447348728116	RELB	19	45505543
cg24512303	0.828575757361095	HNF4G	8	76452152
cg24512400	0.0151835948279486	KLK10	19	51522561
cg24512973	0.0702534935838727	MUC1	1	155161784
cg24513045	0.12400236624018	RGS19;OPRL1	20	62711519
cg24514921	0.0245827388441413	VPS54	2	64246311
cg24515202	0.0265906652156353	TTC9C;HNRNPUL2	11	62495977
cg24516061	0.0115352345345741	RGS19;OPRL1	20	62710773
cg24516901	0.813052480641353	FAM124B	2	225266801
cg24517042	NA	CAV3	3	8774409
cg24517609	0.0312803757857547	SSR3	3	156272814
cg24520070	NA	C14orf48	14	94462337
cg24520800	0.0164741949438734	CAGE1;RIOK1	6	7389821
cg24522076	0.364641596838682	FOXO4	X	70316254
cg24523000	0.29165581738975	GABRA1	5	161273839
cg24523456	NA	HLCS	21	38363160
cg24523758	0.0222170885051099	UBE2E3	2	181845005
cg24524435	0.0270506498577708	UCKL1AS;UCKL1;ZNF512B	20	62588125
cg24525573	0.440473024839117	C1orf64	1	16330784
cg24526899	0.45291945306585	BMP4	14	54424149
cg24527001	0.0116515581787784	NDUFB1;CPSF2	14	92588234
cg24528447	0.0243102785614865	NR2F1	5	92918517
cg24528523	0.18821099481096	SLC22A18AS;SLC22A18	11	2923808
cg24529858	0.617426054175663	F11	4	187186949
cg24530795	0.024287537521789	FAM109A	12	111807189
cg24532476	0.863788955586971	CHFR	12	133424566
cg24532669	NA	BRMS1	11	66112147
cg24535573	0.0363176921383635	TMEM51;C1orf126	1	15478961
cg24541550	0.609592107233103	MRVI1	11	10715360
cg24543400	0.0150118799469004	TRIB2	2	12857652
cg24545967	0.744771040430849	SH2D3C	9	130540941
cg24546463	0.112002516353947	SNX31	8	101662053
cg24546942	0.178466682078018	SERPINB4	18	61310626
cg24547948	0.0211307860377007	ADPRHL2	1	36554901
cg24549085	0.0103022429844924	RTEL1	20	62289802
cg24549507	NA	C6orf145	6	3752754
cg24552358	0.909350581553733	NA	NA	0
cg24552431	0.0247257182676536	ATAD1;CFLP1	10	89577906
cg24555600	0.0191284023476201	DHRS4;C14orf167	14	24422956
cg24555656	0.0176444189385579	TAF6;CNPY4	7	99717359
cg24556026	0.176883109934493	GNE	9	36258971
cg24558204	0.0187515409723685	HBS1L	6	135376177
cg24560809	0.965116600932502	PROM2	2	95939339
cg24562819	0.0473313848712015	THBD	20	23029806
cg24568646	0.020818834805152	CCT8	21	30446238
cg24570987	0.00990143882770232	NA	NA	0
cg24573310	0.0192087702300314	CISD1	10	60029455
cg24573501	0.106408312260286	F2RL1	5	76114373
cg24574111	0.912423011530153	LPAR3	1	85331084
cg24576270	0.0189887772891712	CUGBP1	11	47574547
cg24576425	0.0881044709100775	GALNT5	2	158114404
cg24576735	0.0146854178588131	MARVELD1	10	99473759
cg24577137	0.0670401824088487	C1orf27;TPR;MIR548F1	1	186344558
cg24579667	0.306556644386701		2	157280411
cg24579896	0.0337160133974196	C14orf33;KTN1	14	56047964
cg24580001	NA	CCDC88B	11	64106532
cg24580056	0.902385286096392	MGMT	10	131321587
cg24580185	0.0353650533975112	WDSUB1	2	160143534
cg24580526	0.0214707850990803	CDK2AP1	12	123756739
cg24580782	0.974860319892228	NR0B2	1	27240365
cg24582500	0.075770584158539	GLRX3	10	131934763
cg24585690	0.620939962385701	IL9	5	135231514
cg24587268	0.0112835265293465	OSBPL2	20	60813121
cg24588599	0.0262862442056441	GPN3;C12orf24	12	110906317
cg24592207	0.0253272579016758	TOMM40L	1	161195816
cg24592364	0.0197079712281179	ANKH	5	14871736
cg24593475	0.0168601712806622	SNAI2	8	49833956
cg24594997	0.0266964671718183	RBP1	3	139258166
cg24595957	0.0226778965367765	PARP2;RPPH1	14	20811627
cg24596472	0.039578755295623	TOP1MT	8	144417263
cg24596576	0.0203920352803258	FANCD2;CIDECP	3	10067780
cg24597988	0.8712787891048	NA	NA	0
cg24599739	0.0142791173436874	NA	NA	0
cg24599942	NA	GINS4	8	41386345
cg24602243	0.0516521704666349	TRIO	5	14144425
cg24603941	0.853335034268329	MIA2	14	39703302
cg24605304	0.029083095212237	KCNA5	12	5152766
cg24606773	0.0131640385828492	RAB21	12	72148487
cg24607398	0.775434558962066	EPM2AIP1;MLH1	3	37033625
cg24607535	0.230161337356295	CDH26	20	58533495
cg24608308	0.0127448100833695	RAPGEF3	12	48152844
cg24608774	0.0359131634970154	NA	NA	0
cg24611092	0.676907143939952	NA	NA	0
cg24611631	0.015677399655179	SLC1A1	9	4490288
cg24612198	0.711537262648329	CD3E	11	118175631
cg24612772	0.0654624487641913	EXT2	11	44117021
cg24613957	NA	PLA2G2E	1	20250684
cg24615044	0.0211334637733612	TMUB2;C17orf65	17	42264691
cg24615251	0.309024114120137	CCL13	17	32683481
cg24616461	0.021167902658594	PRR11;SKA2	17	57233115
cg24616736	0.0493313767057008	HDAC6	X	48659713
cg24618244	0.014558426813807	INPP5F	10	121485763
cg24618716	0.0212613673774689	PTMA	2	232573223
cg24619694	0.773500785055311	TAGLN	11	117070485
cg24620905	0.145370688379535	MTMR11	1	149908781
cg24621042	0.222250494484919	SERPINA1	14	94857275
cg24621354	0.0201259441052061	TES	7	115850382
cg24623271	0.457859900657423	ZIC2	13	100635002
cg24623694	NA	PRX	19	40919760
cg24624819	0.0216438732644894	NA	NA	0
cg24624841	NA	RPS9	19	54704151
cg24625128	0.679450986884056	JAM3	11	133939064
cg24625388	0.0689637314441073	NEBL	10	21463858
cg24626923	0.491213002722712	PROKR1	2	68873205
cg24628744	0.836466173213513	H2AFY	5	134735654
cg24631950	0.0267289982633114	UBE2D1	10	60094625
cg24633242	0.0338653532091895	AKTIP	16	53537307
cg24633648	0.0333590221953836	TC2N	14	92302448
cg24635866	0.0121877845912121	CCT2	12	69979163
cg24636657	0.926180654560055	SERPINA7	X	105280886
cg24638647	0.475987472542574	TMEM101	17	42092247
cg24641352	NA	ZFP41	8	144328078
cg24641737	0.146608079395464	DENND2D	1	111743271
cg24642468	0.280189213732181	C16orf78	16	49407997
cg24642516	0.0131355107334408	FICD	12	108908742
cg24642523	0.0651100613569616	HSPA2	14	65009265
cg24642820	0.797209358887857	NUP210	3	13462465
cg24643262	0.533191604224504	BMX	X	15518862
cg24645221	0.232622180288963	PENK	8	57358928
cg24646414	0.694914324398174	GATA4	8	11565725
cg24646513	0.0332704046401028	MTERFD3	12	107380499
cg24646710	0.0192314742948909	NA	NA	0
cg24647726	0.466306525300348	NA	NA	0
cg24648061	0.606567551127806	COG5;GPR22	7	107114615
cg24648715	0.583798147757092	TCEAL3	X	102863004
cg24649346	0.0309303061794541	CBX6	22	39268751
cg24649641	0.0241967652156709	PGAP3;ERBB2	17	37844119
cg24649713	NA	C1orf86;LOC100128003	1	2125979
cg24650229	NA	C3orf30;IGSF11	3	118864825
cg24650353	0.0307705005499015	HIP1	7	75368337
cg24650394	0.951492809192408	PLEKHH2	2	43863435
cg24650501	0.0707358019191559	LMX1A	1	165324990
cg24651706	0.0203611764939352	CHCHD5	2	113341872
cg24652271	0.0114294875500704	JAG1	20	10654705
cg24652919	0.431302676229869	HCFC1R1;THOC6	16	3073191
cg24653181	0.0203596731809498	RHCG	15	90039582
cg24653967	0.964384490264198	PRR4;PRH1	12	11037084
cg24654350	0.257798158681983	NA	NA	0
cg24654547	0.015344952352653	DUS2L;DDX28	16	68057165
cg24655310	0.943232827913475	CYP4F11	19	16045119
cg24659201	0.0211490005518242	GPR39	2	133173718
cg24660086	0.45689273393003	RGR	10	86005121
cg24661752	NA	AP2M1	3	183891928
cg24662718	0.0174822672021356	VAV3	1	108507468
cg24662961	0.053247125623155	IRX3	16	54320670
cg24664861	0.426976537212181	SPAG16	2	214149200
cg24664957	0.892589911990949	VPS37B	12	123381003
cg24668150	0.0196832261692285	ANKRD26	10	27389076
cg24670151	0.687328063984264	GGA3;MRPS7	17	73256558
cg24670715	0.249921397255545	ANGPT2;MCPH1	8	6420506
cg24673765	0.671945641457983	HSPB6;C19orf55	19	36247869
cg24674220	NA	GMEB2	20	62251901
cg24674703	0.904131280133762	CD5	11	60869960
cg24675098	0.0214480693850276	SPEF2	5	35617879
cg24677780	0.0786994693713242	SEC1;CA11	19	49149055
cg24678320	0.898793484812035	ZNF792	19	35451371
cg24678429	0.0148733418863962	PTPRE	10	129705785
cg24679082	0.0167840381240867	ETV4	17	41623840
cg24680602	0.0380745163569242	ZNF232	17	5026393
cg24680924	0.0147127860165753	EPHB6	7	142552940
cg24682149	0.0292769565532708	LSM12	17	42143817
cg24682740	0.0230148491413124	NA	NA	0
cg24683061	0.0241130339638951	PAIP2	5	138677846
cg24683129	0.0173092055676824	NA	NA	0
cg24685926	0.0256565737364197	MDP1	14	24685281
cg24686224	0.0199047310114945	FARSB	2	223520411
cg24686358	0.0208161441457062	COL9A2	1	40782785
cg24686542	0.0595196684425796	SSX2IP	1	85155606
cg24687051	0.0164390139880815	KCNQ5	6	73332073
cg24687335	0.00889457311704415	SLC37A4	11	118901407
cg24687764	0.0442460437559625	C16orf46	16	81111074
cg24688248	NA	CD276	15	73976389
cg24690731	NA	SOX7	8	10589093
cg24691255	0.564540702646922	SERPINB2	18	61553966
cg24691453	0.842162416612632	S100A4	1	153518384
cg24691461	0.200209066397931	C20orf160	20	30598501
cg24691578	NA	CRY2	11	45869488
cg24692716	0.014942973644277	C6orf192	6	133119484
cg24692964	0.0265238566649268	NA	NA	0
cg24693053	0.188902700096802	MFSD7	4	682834
cg24693368	0.070443848314537	KCNJ3	2	155554844
cg24693620	0.0111534964387502	RAB5B	12	56367689
cg24693909	0.0650710972947601	RG9MTD2;MTTP	4	100484573
cg24694549	0.59482500689795	GRIP1	12	67072769
cg24695828	0.0506634922999914	ZNF566	19	36980257
cg24697031	0.274346948164835	NA	NA	0
cg24697184	0.298737611814478	TTC22	1	55266578
cg24697329	0.721240218590988	ARHGEF4	2	131674376
cg24697682	0.0148745763821404	SLC25A4	4	186064225
cg24698533	0.943934378559633	NA	NA	0
cg24698622	0.0437741869670971	PPP2CB	8	30670597
cg24701874	0.0213950642971196	NA	NA	0
cg24703623	0.101152107191891	NA	NA	0
cg24703717	0.0142033412284014	HLA-F	6	29691168
cg24705286	0.0096778064913802	JMJD5	16	27215306
cg24709471	NA	CRABP1	15	78633202
cg24710073	0.243283778881919	TBP	6	170864351
cg24710886	0.027082669546949	PUM1	1	31538937
cg24711626	0.0117679112516555	KIAA1012	18	29522957
cg24711914	0.701970789100116	NA	NA	0
cg24712395	0.847524467114816	CAPN12	19	39234666
cg24713080	NA	NDUFS8	11	67797684
cg24713204	0.138759168529592	ZNF471	19	57019373
cg24714666	0.0216483635467843	TRAPPC2;OFD1	X	13752442
cg24715106	0.0111427141445833	AQP11	11	77301139
cg24715245	0.0625013623326302	UCHL1	4	41258794
cg24715735	0.850418952061198	HPN	19	35531403
cg24719575	0.0287919099064836	REST	4	57773768
cg24719601	0.4247197019122	PHOX2B	4	41750466
cg24719984	0.456960616845036	PPFIA2	12	82153464
cg24723331	0.22757121050019	ST8SIA1	12	22487219
cg24724583	0.71803584249117	PLXDC1	17	37307313
cg24727182	0.0181285805146848	AGXT2L1	4	109684250
cg24727203	0.0456885811912724	PPP1R3B	8	9007933
cg24727568	0.0172684895563073	PCBP1	2	70315011
cg24728447	0.0184544016503354	PHKB;ITFG1	16	47495541
cg24730207	0.806217685850565	PTGES2;LOC389791	9	130891743
cg24731756	0.0222329388874708	ILK;RRP8	11	6625293
cg24733384	NA	FAM177A1	14	35516283
cg24734575	0.926317291457688	SLC7A9	19	33360626
cg24735489	0.233728054864884	CDSN;PSORS1C1	6	31088352
cg24735937	0.652773127722268	CLTB	5	175843923
