Hybridization REF	TCGA-A2-A0CU-01A-12D-A032-05	TCGA-A2-A0CU-01A-12D-A032-05	TCGA-A2-A0CU-01A-12D-A032-05	TCGA-A2-A0CU-01A-12D-A032-05
cg26788107	0.0393410489840725	PDCD2L	19	34895122
cg26788215	0.0184438403030306	SFRS8	12	132195494
cg26789453	0.767159333775383	TMEM116;ERP29	12	112452424
cg26790059	0.858849782169007	CYFIP2;C5orf40	5	156772562
cg26790132	0.0659864602284845	IL17D	13	21277505
cg26791659	0.0543272122012602	GPSM3;NOTCH4	6	32163054
cg26791905	0.0306396636296143	PHGDH	1	120254664
cg26792080	0.0603461753862043	SATB2	2	200324879
cg26792365	0.0913696377334696	XPNPEP3;ST13	22	41251628
cg26793710	0.0162424002663354	CDC73	1	193091399
cg26794638	NA	SIK3	11	116969404
cg26796190	0.0230083670066165	PYY;NAGS	17	42083195
cg26796283	0.0427761830371811	MSX2	5	174151334
cg26798624	0.028852427995831	NA	NA	0
cg26798786	0.021995145410181	KLF9	9	73029388
cg26799474	0.879824439423842	CASP8	2	202098951
cg26799802	0.0352502465374537	PHLDA2	11	2951353
cg26802333	0.0969541758622147	MT1X	16	56716182
cg26803305	0.808217551921513	SLC14A1	18	43304452
cg26803566	0.0161039472046319	SGPP1	14	64195104
cg26804057	0.876613166060772	POP1	8	99130997
cg26805528	0.253661595879133	CRAT;PPP2R4	9	131872542
cg26806924	0.0314556543704782	PROCR	20	33760017
cg26808606	0.482677660373928	NA	NA	0
cg26808784	0.362602387606539	H19	11	2017483
cg26809210	0.0190332484998826	STAMBP	2	74056290
cg26809911	0.0204192194034095	COG7	16	23464207
cg26809968	0.674010419579257	OPN1LW	X	153409414
cg26810336	0.473067561059476	IL1RAPL1	X	28605742
cg26812418	0.0346258709201711	CPE	4	166299976
cg26813458	0.901546240835519	CEACAM6	19	42260485
cg26813908	NA	CCDC55;MIR423	17	28443598
cg26815021	0.206711849127737	MIR636;MFSD11;SFRS2	17	74733172
cg26815229	0.104900358655428	CYP2J2	1	60392933
cg26815414	NA	C13orf35	13	113300120
cg26817382	0.0109039462913039	TMED4	7	44621808
cg26817573	0.1582056811761	HERC1	15	64126729
cg26820922	0.0129964614537637	YIPF4	2	32503023
cg26822175	NA	CRYBA4	22	27018010
cg26822241	0.285618547800638	NA	NA	0
cg26822601	0.533340513734224	GNL3L	X	54556833
cg26823505	0.564342996342498	CLPS	6	35765589
cg26824091	0.0371171280541104	GLO1	6	38670437
cg26824408	0.0151125503789732	NA	NA	0
cg26824467	0.0340831409436386	LASS6	2	169313695
cg26825412	0.75961637805292	SOX18	20	62681428
cg26825755	0.370506574421166	NA	NA	0
cg26826852	0.0245564997394947	ACTR5	20	37377424
cg26829131	0.0127317831067827	HOXC9	12	54393375
cg26829318	0.0306043834695652	GLRX	5	95158068
cg26829529	0.229613274691094	SPACA3	17	31317536
cg26831415	0.0265339685549594	EFHA2	8	16885270
cg26831968	0.00892334345783674	GBF1	10	104005242
cg26832142	0.239369498664411	PDE4B	1	66258441
cg26832154	NA	TMEM191A	22	21055435
cg26832211	0.889965918847684	KRTAP5-9	11	71259251
cg26832879	NA	PRPF31;TFPT	19	54620073
cg26833169	0.0652866164483673	CALCA	11	14994045
cg26833602	0.108894257854965	SUSD3	9	95821549
cg26838900	0.654964502392983	LRRC15	3	194090132
cg26839325	0.366267908945719	BMP15	X	50653828
cg26840318	0.0884311843495602	IRF2BP2	1	234745203
cg26842024	0.0261142326519096	KLF2	19	16436122
cg26843008	0.0127641204309618	RBL1	20	35724227
cg26843567	NA		12	104846281
cg26845278	0.921933866499496	SPATA21	1	16763671
cg26845300	NA	SNX9	6	158243833
cg26845838	NA	MBOAT2	2	9143757
cg26847093	0.0193330298895281	RNASEH2B	13	51483765
cg26847490	0.363171490216228	ASB4	7	95115289
cg26847866	0.556635148630042	SCARA3	8	27492077
cg26848126	0.17604622535768	CYSLTR1	X	77582913
cg26848248	0.0398974303681656	SSR1	6	7313728
cg26850145	0.0133714944126142	ZBTB5	9	37465023
cg26850503	0.0164471030069897	DACT1	14	59105341
cg26850754	0.724198504833171	CD8B	2	87088796
cg26851374	NA	C8B	1	57432150
cg26851800	0.846881440981055	SPINK5L2	5	147548826
cg26852159	0.496427137349847	ASB16	17	42247797
cg26853640	0.0221335215896664	SPRED3;GGN	19	38879673
cg26853855	0.658729819758743	CSRNP3	2	166428866
cg26855724	0.366913828611066	TYW3;CRYZ	1	75198818
cg26856388	0.125048211276612	VKORC1L1	7	65337895
cg26861460	NA	PARVG	22	44575455
cg26862286	0.820277428227848	NCL	2	232330307
cg26863324	0.0209689614842793	DDX52	17	36003443
cg26864028	0.0209950015826731	EPOR	19	11494980
cg26864061	0.0847890303220361	SACM1L	3	45730815
cg26866014	0.930613172589864	C7orf33	7	148287712
cg26866325	0.335417634569797	PPBPL2	4	74920559
cg26868799	0.0132354696430707	SYVN1	11	64902564
cg26869604	0.0187931509014835	LRRC20	10	72142636
cg26870337	0.951203186768197	ZBTB40	1	22777672
cg26870566	0.399916268743284	KIRREL	1	157962475
cg26872475	0.0274068640288956	NLRX1	11	119039430
cg26872564	0.352009636415313	ZNF185	X	152086636
cg26873164	NA	SNAI1	20	48598975
cg26875522	0.0164235269381638	ZKSCAN4	6	28219796
cg26879282	0.811054660091267	KCNQ1	11	2817991
cg26884154	0.0284784360774321	STXBP2	19	7702224
cg26884376	0.0236573771216998	ABCF1	6	30539453
cg26884581	0.474765517513679	PYGM	11	64527414
cg26885858	0.0217054171309756	NBPF3	1	21766368
cg26887625	0.0139413847263655	ZNF497	19	58874030
cg26889928	0.0147826780971825	TRIM24	7	138145433
cg26889990	0.104665869170503	TMEM42	3	44903516
cg26891849	0.036232375084112	LSM11	5	157170825
cg26894575	0.210089781675576	S100A4	1	153518054
cg26895595	0.264036039540062	MAGEB3	X	30248436
cg26896762	0.540516002789047	ISL1	5	50679361
cg26897054	0.0417432790919709	DEDD2	19	42721870
cg26898166	0.0850804607434782	EMX1	2	73143799
cg26898336	0.029782556980716	TEKT3	17	15244519
cg26900034	0.0397123269780148	KRCC1	2	88355166
cg26900154	0.478761516398039	OTOF	2	26781731
cg26902873	0.127105746969183	NA	NA	0
cg26904212	0.0295972955190231	FXR2;SHBG	17	7517697
cg26904406	0.0322134554728234	TRAF3IP2	6	111927312
cg26907768	0.0669095150300243	SLC7A5	16	87902420
cg26907889	0.208640053994162	NONO;BCYRN1	X	70504058
cg26908611	0.0799568278029398	MFSD2A	1	40421002
cg26909237	0.045502898853541	FBXO15;C18orf55	18	71814861
cg26909431	0.0780076157283151	SMAD4	18	48556216
cg26910205	0.0222431310633587	SMEK1	14	91977306
cg26910651	0.0153591336485754	PPP2CB	8	30669848
cg26911140	0.0252912648796453	RPL8	8	146017711
cg26911787	0.0317358281220218	ELK3	12	96587734
cg26912636	0.587779867156533	PMEPA1	20	56286391
cg26916607	0.760705758132086	CETP	16	56994770
cg26916927	0.0181436174688153	GLO1	6	38671019
cg26917625	0.0128156399878287	XRN2	20	21284349
cg26917999	0.45598056206625	LZTS1	8	20112890
cg26918442	0.00932768720191548	ADAL;LCMT2	15	43622840
cg26918645	0.0272121034363242	ZNF285A	19	44905882
cg26918728	0.903775033599309	NA	NA	0
cg26920757	0.651106151142704	SH2D3C	9	130541237
cg26922202	0.317677371842876	NA	NA	0
cg26924825	0.848981840800623	SLC12A4;LCAT	16	67977865
cg26926521	0.0248785980782272	ADRA2A	10	112837240
cg26927807	0.405352126875934	BTBD2	19	2016532
cg26928603	0.144358766707047	KIRREL	1	157963176
cg26928682	0.866460522331489	TREML2	6	41168801
cg26928972	0.864369363930553	CSTA	3	122043799
cg26929490	0.0166778237036894	NIPBL	5	36877626
cg26929536	0.427459817279941	SCG3	15	51973460
cg26932976	0.0132255155035408	KIAA0664	17	2615186
cg26934034	NA	SDSL	12	113861110
cg26937148	0.176722681192587	NR2F1	5	92919647
cg26937500	0.379523666838949	CARD11	7	3083338
cg26937530	0.100429063035203	NA	NA	0
cg26940261	0.0471472805287678	C12orf75	12	105725112
cg26940725	0.029675916005903	RPL21;RPL21P28	13	27825886
cg26942392	0.0588327895439055	RP5-1022P6.2	20	5591638
cg26943001	0.0178229892239171	SPAG8	9	35812201
cg26944151	0.0204914261002461	FAM69B	9	139607602
cg26946769	0.6887063304892	MAPK4	18	48189538
cg26949796	0.0244450191740584	CFL2	14	35183363
cg26952188	0.797436602208042	MYO7A	11	76840241
cg26952662	0.0260909189995632	CTHRC1	8	104383499
cg26954174	0.0701858633329303	NOD2	16	50730813
cg26955512	0.447946915761191	HDAC8	X	71792545
cg26955850	0.74151228942764	OXT	20	3052345
cg26956535	0.94414921738361	LAG3	12	6880640
cg26960719	0.271834447103717	KCNJ16	17	68071302
cg26962295	NA	NFATC2IP	16	28961797
cg26963271	NA	PDE4B	1	66259081
cg26964415	0.0577690439721682	C19orf50	19	18668516
cg26964989	NA	LAMC3	9	133884294
cg26965059	0.0172927727301307	ATF2;MIR933	2	176032539
cg26966384	0.0426537032516623	CLTA	9	36190885
cg26967875	NA	KLC2	11	66024839
cg26968812	0.0627963397694603	TPM4	19	16186873
cg26970800	NA	GIF	11	59614212
cg26974738	0.0256299872630214	CUTA	6	33386261
cg26975609	NA	FASTK	7	150777587
cg26976437	0.890891327261981	LY6K	8	143781644
cg26977045	NA	TIGD3	11	65121844
cg26979012	0.0105676576334676	PSMC6	14	53174064
cg26979339	0.0219291107654432	RIC8B	12	107168153
cg26980692	0.498734688713537	SLC15A3	11	60719947
cg26981881	NA	DEC1	9	117903424
cg26982998	0.0198704977468914	MBD3	19	1592158
cg26984624	0.337512829616855	ANK1	8	41656079
cg26984805	NA	TACR2	10	71176501
cg26985138	0.0516484418051336	SNRNP48	6	7590521
cg26985201	0.0204813542606001	LRCH3	3	197517876
cg26985289	0.0638065921616036	CLSTN1	1	9884622
cg26986236	NA	GPI	19	34855715
cg26986815	0.752718379907027	NA	NA	0
cg26987645	0.256528687730967	FMOD	1	203320386
cg26989103	0.0955150806285445	TRHR	8	110099582
cg26989531	0.103546132399121	CCND2	12	4383117
cg26990660	0.0231092611878455	LOC100190938;RAMP2	17	40913221
cg26991199	0.0493245851546072	SFRS13A	1	24307153
cg26991292	0.0531352830283787	NA	NA	0
cg26991946	0.931983282645221	SEMA4G	10	102732224
cg26993951	NA	C2orf7	2	73459854
cg27000831	0.647639867263936	CCL8	17	32645748
cg27003571	0.83511442602992	GTDC1	2	145051829
cg27003827	0.0259916644265884	DYNLL1;SFRS9	12	120906953
cg27005053	0.0131951599604057	CFDP1	16	75467374
cg27005179	0.0129901970221811	ERBB2	17	37856786
cg27005181	0.0152210151917683	MPHOSPH8	13	20208413
cg27007358	0.0562998618471835	SP4	7	21467723
cg27009631	0.0166833604014665	NA	NA	0
cg27009703	0.673763633897782	HOXA9	7	27204894
cg27011042	0.0241242025753247	MFGE8	15	89456239
cg27011193	0.362838910850813	NA	NA	0
cg27012203	0.0147331251146141	CLCN6;MTHFR	1	11865920
cg27014642	0.0195258829948752	CELSR2	1	109791839
cg27015047	0.529018115422105	DMBT1	10	124320805
cg27015174	0.0201100386924282	ADAL;LCMT2	15	43622946
cg27015931	0.0851787533820295	C16orf65	16	22012404
cg27016307	0.132126982506303	HRC	19	49658913
cg27016494	0.48387068015249	DLX5	7	96651586
cg27016609	NA	STON1-GTF2A1L;STON1	2	48806774
cg27016863	0.0218265147018407	CDC7	1	91966490
cg27016990	0.016033120702413	KCNQ3	8	133492476
cg27018070	0.100454470342003	FHL3	1	38470578
cg27019278	0.828887510584251	EMCN	4	101438804
cg27020281	0.0126122340426585	NOL11	17	65714147
cg27020690	0.019053238200972		3	169482358
cg27022827	0.427302166757108	TJP3	19	3728751
cg27024922	0.0426099838749368	POMT1	9	134378058
cg27025856	0.0230928321576249	HDAC11	3	13521023
cg27026509	0.0432226451637215	EIF2C1	1	36348944
cg27027803	0.695866551664866	GNAS	20	57464742
cg27028749	0.0261689385226067	ABT1	6	26597531
cg27032184	NA	TRMU	22	46731129
cg27032352	0.0960080865847978	C21orf94	21	29384327
cg27033479	NA	TMEM44	3	194353554
cg27034836	NA	GLB1;TMPPE	3	33139098
cg27035169	0.107659173229249	SLC7A8	14	23653098
cg27035806	0.877278717705442		5	175817338
cg27037648	0.00820864170724893	CASKIN2	17	73511087
cg27038197	0.0160091317441039	LCA5	6	80247154
cg27038439	NA	MSX1	4	4864320
cg27039606	NA	PRODH2	19	36305049
cg27040030	0.151811005557388	RGS11	16	325184
cg27040423	0.0190975864443059	CHFR	12	133464462
cg27041096	0.766148679381036	COLEC10	8	120079173
cg27042767	0.0132459077897205	DDX3X	X	41192872
cg27043141	0.829794022863271	GCET2	3	111851265
cg27043427	0.0146776898967117	PSMD12	17	65362820
cg27043582	0.0342733182984675	HOOK3;RNF170	8	42752981
cg27043630	0.0230891077628974	MYD88	3	38180527
cg27043873	NA	CDH18	5	19981429
cg27044702	0.806159317331238	NA	NA	0
cg27049761	0.0712871564543694	B3GNT4	12	122688708
cg27050763	0.917188551329627	AHCTF1	1	247081594
cg27050793	0.922465974198092	SBSN	19	36018925
cg27056119	0.0259578927007525	SERPINB1	6	2842239
cg27056145	NA	ATG7	3	11339036
cg27056559	0.963253557990223	MGMT	10	131348484
cg27056853	NA	DPP8	15	65809563
cg27059238	0.383245120647431	NA	NA	0
cg27060381	0.032432507614456	TBC1D10A	22	30723363
cg27061366	0.0126023817914522	FARSA	19	13044373
cg27061947	0.0196781268936672	POLK;COL4A3BP	5	74807308
cg27062284	0.0139396983848672	RGS2	1	192778258
cg27062617	0.0147236862101222	FHOD1	16	67281337
cg27063525	0.389675796622872	NA	NA	0
cg27063607	0.018729699526044	MRPL33	2	27994684
cg27063986	0.415088215706812	NDST4	4	116035232
cg27065979	NA	NEK3	13	52734134
cg27067618	0.435656871690826	CYP4F3	19	15751949
cg27067621	0.324792118689207	NOX1	X	100129568
cg27068170	0.0271690285558984	HSD17B12	11	43702737
cg27069263	0.0232594745197348	RTN4	2	55278118
cg27069753	0.616588487762262	CELA3B	1	22303571
cg27070899	0.823003170966706	NA	NA	0
cg27071517	0.71714447466351	KRTAP13-1	21	31768726
cg27072323	0.0219254756365707	CAP1	1	40506858
cg27072387	0.019120418370132	LTBP1	2	33171699
cg27074297	0.016225731460197	SOS1	2	39348117
cg27076046	NA	DNMT3L	21	45683528
cg27076139	0.015378231814394	ADCYAP1R1	7	31091718
cg27076799	NA	POLD3	11	74303461
cg27076812	0.0236445563123844	NA	NA	0
cg27077685	NA	PRMT7;SLC7A6OS	16	68346347
cg27079104	0.0142366802759306	HEXA;C15orf34	15	72668657
cg27079464	0.173472451736616	NA	NA	0
cg27081230	NA	SNX20	16	50715529
cg27083787	0.961836342920637	IL1A	2	113543245
cg27087525	0.0344141227562951	FAM8A1	6	17600386
cg27087572	0.0593852680341284	LSM1;BAG4	8	38033885
cg27087809	0.859017944178322	ACSBG1	15	78527410
cg27088655	0.010994617112195	FBXL16	16	755793
cg27088844	0.021918554614183	EZH1	17	40897149
cg27088877	0.0080101652192949	MON1A	3	49967358
cg27089714	NA	KIAA0196	8	126097158
cg27089973	0.0241179558001722	DMTF1	7	86781459
cg27090024	0.0795448323818212	CHKA	11	67889237
cg27090087	NA	TINAG	6	54172378
cg27090216	0.289902169229333	TNFRSF10C	8	22960461
cg27091233	0.017800418364175	BAT3	6	31620917
cg27091343	0.644126036414265	TRIM15	6	30130226
cg27091703	0.0265493124222136	RAD54B	8	95487428
cg27091787	0.815086042436485	HYAL2	3	50360690
cg27092035	0.0251802506065312	ARL10	5	175792880
cg27094076	0.067611116586964	ZPBP	7	50132541
cg27094188	NA	EIF2C1	1	36348278
cg27096144	0.0716489527213488	MSX2	5	174151779
cg27100123	0.926893907489285	SERPINB8	18	61636779
cg27104271	0.0612492457964369	SLCO2B1	11	74862127
cg27105123	0.119852275362814		19	55582635
cg27106233	0.0147646142717352	DDIT4	10	74033853
cg27108154	0.978893969771703	PDHA2	4	96761377
cg27109647	0.0315831607802722	PSMC2	7	102988186
cg27109971	0.226167392915781	THOC1	18	267637
cg27112247	0.46667251948375	NA	NA	0
cg27114026	0.941534183763488	CELA1	12	51740258
cg27114086	0.0196989047670376	YY1AP1;DAP3	1	155658701
cg27114120	0.0963799350688697	PROKR2	20	5296302
cg27116713	0.00879671001553985	GRK6	5	176853836
cg27117399	0.852139505715849	NA	NA	0
cg27118809	0.0278565467603656	TTC38	22	46663960
cg27118825	0.51723606092999	RSPH6A;SYMPK	19	46318748
cg27119222	0.798364103821875	KCNQ1;KCNQ1OT1	11	2720229
cg27119451	0.0398472025819	BRD8;KIF20A	5	137514611
cg27120999	0.759070320449954	HSPA2	14	65008050
cg27121132	NA	DERL1	8	124054909
cg27124774	0.0677167104257961	PCDHB10	5	140571888
cg27126442	0.220440128293738	FLJ20184	4	106473806
cg27127056	0.0231740863841521	DCAF16;NCAPG	4	17812759
cg27132814	NA	C20orf79	20	18794303
cg27133864	0.105570404832933	HIST1H2AE;HIST1H2BG	6	26216541
cg27138018	0.7332214185498	HAPLN2	1	156589303
cg27138584	0.410925009148808	KCNK12	2	47796781
cg27140220	0.0184091199851467	PKIA	8	79428434
cg27140880	0.018105772674341	RPL37A	2	217363404
cg27141427	0.0453329087974417	KIAA0247	14	70079160
cg27143049	0.116737584170803	PDE3B;PSMA1	11	14665558
cg27143938	0.0209100320754874	ZNF211	19	58144466
cg27144162	0.0159811329872789	CNIH	14	54908289
cg27144395	0.0217302239028599	FOXN4	12	109747306
cg27146152	0.0966374252157093	XAF1	17	6659364
cg27147004	NA	PIWIL1	12	130822818
cg27147306	0.0197873490060284	STK3	8	99837480
cg27149093	0.861530793168454	SLC41A2	12	105322376
cg27152280	0.0255102193144965	NRG2	5	139423077
cg27153400	0.0124450918698844	ISOC2	19	55973320
cg27154163	0.0468206521438353	KIT	4	55523756
cg27155653	0.0177934813614837	ARPC5;RGL1	1	183604774
cg27157038	NA	DNTT	10	98063999
cg27158143	0.0300994937563052	EIF3D	22	36925763
cg27158867	0.211839725712717	LRRC56	11	537638
cg27159719	0.821498765828936	TMEM71	8	133772742
cg27160701	0.942270470162229	MUCL1	12	55248424
cg27161973	0.0169849262906608	DDX27	20	47835784
cg27164762	0.0186700792173407	HIGD2A;NOP16	5	175815688
cg27165888	0.0219211232768935	PMF1	1	156182956
cg27167439	0.0465975629908963	C1orf21	1	184356982
cg27167601	0.165422834015093	RORA	15	61521923
cg27168073	0.0169364109703774	NOMO2	16	18573326
cg27168844	0.598357488497215	IL17A	6	52051317
cg27169020	0.768988242826166	BNC1	15	83954229
cg27170159	NA	SPAG1	8	101170019
cg27170298	0.0645565252395833	ZNF142;BCS1L	2	219524787
cg27173322	0.0152221018337342	MIR1908;FADS1	11	61584112
cg27176392	NA	GNG7	19	2652259
cg27176536	0.250780737820585	RAB26	16	2198395
cg27177839	0.13173857468063	JAG2	14	105635769
cg27178345	0.909518358511565	NA	NA	0
cg27180443	0.506307260081673	SCARB1	12	125348871
cg27181079	0.0618521662880973	MAGOHB	12	10766103
cg27182551	0.94530254243825	RB1	13	48892551
cg27182555	0.0115097602142843	THAP9	4	83821584
cg27182761	0.115566423865272	NA	NA	0
cg27183007	0.687627290693022	ZPBP	7	50132975
cg27185377	0.0413379249571899	PTTG1	5	159848780
cg27187881	0.0415756853425664	NAGA	22	42466345
cg27188703	0.0988551823808806	FAIM2	12	50297581
cg27190239	NA	CLEC2A	12	10085174
cg27190537	0.0188261476168813	SUMF2	7	56131961
cg27193335	0.0191517388230669	EIF1B	3	40351750
cg27194614	0.0196215795445223	STK4	20	43594895
cg27194921	0.0219846854775919	PXMP4	20	32308081
cg27195224	0.679962530200654	BPIL2	22	32853147
cg27195917	0.0285752528993822	TSGA13;COPG2	7	130353961
cg27196102	0.0191648561804292	COG7	16	23464713
cg27196129	0.0267001682018791	C16orf58	16	31519439
cg27196467	0.0752313371007972	KCNIP4	4	21305490
cg27196745	0.415481515538374	PTPRO	12	15475319
cg27198071	0.301632590568298	FAM127A	X	134166610
cg27198824	0.331135398566261	AFF2	X	147582727
cg27199523	0.0128436716771676	CCDC28A	6	139094722
cg27201297	0.0589991524715129	CTDSPL	3	37902413
cg27202708	0.218231620293336	C1orf65	1	223566709
cg27204739	0.0137655156964457	ANKRD5	20	10015783
cg27205791	0.0101096463052653	COPZ1	12	54719080
cg27207041	0.0242878460442743	MBTD1;UTP18	17	49338682
cg27207274	0.0220819150176295	MYC	8	128748335
cg27208307	0.659413075814841	SRGN	10	70847399
cg27210136	0.529867803955246	SP6	17	45932641
cg27210390	0.196673266900466	TOM1L1	17	52978583
cg27210447	0.929060593070546	CLCNKA	1	16348849
cg27210766	0.0144314470920316	BUB1	2	111435943
cg27212099	0.0295160683034527	C20orf30	20	5093936
cg27212359	0.0148642288973516	FRAT2	10	99093810
cg27212977	0.590596878691032	DEFA6	8	6783407
cg27214365	0.685045356981395	GYPB	4	144940612
cg27214652	0.0283076582766936	PPP2R5E	14	64009971
cg27214774	NA	FAM65C	20	49253710
cg27215108	0.0729629411848681	CD63	12	56123223
cg27217148	0.077543223283821	PCGF6	10	105111158
cg27218220	NA	TTLL11	9	124856396
cg27219973	0.600395847241009	GNRHR	4	68622191
cg27221338	NA	KDELR2	7	6525025
cg27222589	NA	KRT74	12	52968762
cg27223047	0.66657462335382	FBN2	5	127874825
cg27223827	NA	FHL2	2	106054920
cg27225570	0.00902283706856027	DUSP15;TTLL9	20	30458267
cg27226214	NA	VHL	3	10190289
cg27226618	0.708050686740884	ACP1	2	265872
cg27226949	0.0223828518923023	EFNB2	13	107187177
cg27227156	0.621194233496182	FAM55A	11	114430285
cg27227786	0.0464706856123556	DGKE	17	54911265
cg27227797	0.734162505443078	THEG	19	375831
cg27234090	0.169763195471661	USP2	11	119251854
cg27235662	0.82148989238993	CLDN16	3	190105986
cg27236973	0.105797053938255	KRT17	17	39781997
cg27238470	0.370914020176632	EDN2	1	41950325
cg27239147	0.0182940313042847	TUSC4;CYB561D2	3	50388469
cg27239157	0.125821490138299	MCF2L2	3	183145817
cg27239921	0.0158439878256054	CACNA1D	3	53527994
cg27241190	0.0198630225887601	RND1	12	49259726
cg27242945	0.0778817092402462	CAV1	7	116165134
cg27243140	0.331567433874473	OTOP3	17	72931664
cg27244432	0.0128463967159657	ACP6	1	147142282
cg27244482	0.446917936268629	CAMK2A	5	149669488
cg27246571	0.983447950535653	HAL	12	96389588
cg27247832	NA	C16orf52	16	22018748
cg27248887	0.263338272376082	EEF1B2;SNORD51;NDUFS1	2	207025417
cg27250462	0.82207347932145	RHOXF1	X	119250508
cg27250759	0.0203391362393843	E2F3	6	20401608
cg27250927	NA	GTF2H1;HPS5	11	18343421
cg27253386	0.0109350193641472	BRCA2	13	32889752
cg27254601	0.0170439442621486	MAZ	16	29817104
cg27256309	0.340192821415679	MAMSTR	19	49220485
cg27257408	0.894072581131353	ACSBG1	15	78526836
cg27257987	NA	PSG4	19	43709360
cg27258399	0.366318574564733	HTRA4	8	38832267
cg27258787	0.0146332247493353	ILF3;LOC147727	19	10764001
cg27261136	0.0144380815183296	ARL8A	1	202113704
cg27262488	0.0111979123687192	ITCH	20	32950909
cg27263448	NA	C7orf54;SND1	7	127637871
cg27264345	0.0209859110486479	REEP2	5	137775041
cg27265637	0.0269324075385549	SEC24C	10	75504303
cg27268486	0.0195276324245268	GNAI1	7	79764291
cg27268717	0.0289312010641082	GBAS	7	56032047
cg27269917	0.802631087799179		17	18853737
cg27269921	0.0131395046909096	MN1	22	28197091
cg27270218	0.0685843817858991	EIF6	20	33872806
