Hybridization REF	TCGA-E2-A14W-01A-11D-A12E-05	TCGA-E2-A14W-01A-11D-A12E-05	TCGA-E2-A14W-01A-11D-A12E-05	TCGA-E2-A14W-01A-11D-A12E-05
cg22126032	0.405583990035581	CAV1	7	116166529
cg22126266	0.0705819113737819	LHX4	1	180199560
cg22127491	0.0173732473857041	NDUFC1	4	140217063
cg22129364	0.027653303996644	GPX7	1	53067894
cg22130834	0.010830994766828	TTC22	1	55267046
cg22131172	0.0219561165431041	C13orf29	13	111522865
cg22131691	0.113262451324105	PDE1C	7	32110988
cg22134325	0.648776696633449	NPAS4	11	66188745
cg22136326	0.0179950231776286	ARL2BP	16	57278759
cg22136365	0.130800533706442	TAT	16	71611043
cg22136753	0.0319597815161916	PET117	20	18118066
cg22138278	NA	MAF1;SHARPIN	8	145158307
cg22138461	0.0169708832591792	DCAF17;METTL8	2	172291219
cg22139563	NA	KRT38	17	39597813
cg22139878	0.0188623757393128	IFIT5	10	91174299
cg22140675	0.0328817959920196	G6PC3	17	42147960
cg22141781	0.0238917418703713	NDUFA12	12	95397704
cg22143352	0.449352369344689	JDP2	14	75897841
cg22148243	0.0207884683696352	CXorf38	X	40506974
cg22148652	0.0148201013587432	ARL5A	2	152684540
cg22149792	0.509736075218989	NA	NA	0
cg22150335	0.851109786021366	ANK3	10	62148959
cg22151768	0.0193002491957556	FBXL14	12	1702874
cg22152192	0.789185204628378	CRYM;NCRNA00169	16	21315153
cg22152328	0.0362948834694789	MX1	21	42798386
cg22152667	0.887087749294342	OCM2	7	97619372
cg22153116	0.00980102461067703	TTC39B	9	15306736
cg22153481	0.0174848770124328	MLL2;PRKAG1	12	49412872
cg22153873	0.0385517986710901	BCL11A	2	60781524
cg22154562	0.00686279388046575	AGFG2	7	100136517
cg22155248	0.0335425158953446	TAPBPL;CD27;LOC678655	12	6560794
cg22156632	0.15184693558697	WNT6	2	219725069
cg22158923	0.375466140888074	C7orf52	7	100824169
cg22158956	0.0169724595723187	UGDH	4	39529514
cg22161476	0.0148387998495846	FSTL5	4	163085081
cg22161874	NA	TRPM6	9	77503042
cg22165175	0.60372037896626	KCNA2	1	111148915
cg22165507	0.0215982858284228	MGST3	1	165601007
cg22165685	0.0559530763870982	VENTX	10	135051292
cg22166290	0.0682593011680334	BCL11A	2	60780483
cg22168676	0.507402029346714		6	10060780
cg22169418	0.0295053006737478	TUT1	11	62359237
cg22170618	0.025894862688782	CDK9	9	130548649
cg22171829	0.0151608226377951	PDK4	7	95225520
cg22172230	0.00680545310683498	SWAP70	11	9685768
cg22172494	0.364105723097511	H19	11	2017362
cg22173227	0.87511079431981	NA	NA	0
cg22174355	0.942477773353217	DNAJC25;DNAJC25-GNG10	9	114413582
cg22175764	0.0263376291052934		20	56803964
cg22175811	0.0205640353466518	TP53;WRAP53	17	7590052
cg22176017	0.119843981053082	POLR2G	11	62529460
cg22176097	0.0328828644711488	DHRS13	17	27229885
cg22176895	0.27273888100935	PROX1	1	214162039
cg22177707	0.0148085871451693	C4orf33;SCLT1	4	130014893
cg22178085	0.0110798496800968	NDE1;MIR484;KIAA0430	16	15736658
cg22179082	0.0577191429846076	GPR12	13	27334259
cg22181664	0.176523258451634	CLCA1	1	86934325
cg22182110	0.0645586616569919	GOLGB1	3	121468645
cg22182666	0.643817781945979	BZRAP1	17	56405155
cg22182945	0.890133523843763	C4orf35	4	71200583
cg22182975	0.405031055817687	GPR31	6	167571172
cg22183626	0.0492340210426634	TSC22D1	13	45150990
cg22183706	0.0462382365347398	CALCA	11	14993818
cg22183849	0.00943341063965564	DHX36	3	154042356
cg22184145	0.085257389987613	POLR2B	4	57845401
cg22185378	0.979149832947147	MLXIPL	7	73039812
cg22186533	0.0343048170542539	EEF1D;TIGD5	8	144680410
cg22187094	0.0222591200672105	POLG	15	89878452
cg22187630	0.59734194086106	CACNA1A	19	13616871
cg22187826	0.0153909449687391	IQCB1;EAF2	3	121554169
cg22188058	0.0137822024209224	SDC4	20	43976933
cg22188495	0.0394129090563021	PRICKLE1	12	42984466
cg22189019	0.177071877358	FGF22	19	640346
cg22189286	NA	HSPB8	12	119616193
cg22189519	0.608700446140017	NA	NA	0
cg22189618	0.0194264989368156	FAM133A;NAP1L3	X	92928608
cg22189725	0.0224364851912683	ADC	1	33546525
cg22190090	0.00974115375738687	PIP4K2B	17	36955626
cg22190114	0.487481502598055	NLRP8	19	56459234
cg22190291	0.0106062576075821	NBPF3	1	21766732
cg22190705	0.113220003083012	ASAP2	2	9346217
cg22190819	0.477260148022274	NA	NA	0
cg22190861	0.0107750878299583	GPR155	2	175351711
cg22192762	NA	PLXNC1	12	94542778
cg22193702	0.528112924277013	PADI1	1	17531433
cg22194129	NA	CLEC4C	12	7901661
cg22194305	0.0457950337148436	MXD4	4	2264032
cg22195268	NA	FAM104A;C17orf80	17	71227699
cg22197033	0.0404110702571698	CCDC42	17	8649004
cg22197708	0.429980961609037	MS4A2	11	59855616
cg22197787	0.0151680748164671	KCNH1	1	211306986
cg22197830	0.308404307368513	TXNDC15	5	134209784
cg22198425	0.0169189905483139	TCEB3	1	24070203
cg22198623	0.0678777855141027	MT1G	16	56701868
cg22199080	0.0280383056518887	AGAP2	12	58135833
cg22199118	NA	C8orf34	8	69350927
cg22199779	0.0329519539250759	SMU1	9	33076800
cg22201387	0.0153001171269401	ENTPD5;C14orf45	14	74485554
cg22202141	0.761889600256403	NA	NA	0
cg22209624	0.00746227615578547	SERTAD4;C1orf133	1	210406738
cg22211866	0.0442038920865805	HMG20A	15	77713084
cg22213042	0.690717781493988	CPA2	7	129906627
cg22214414	0.440508385454707	SYCP2	20	58507232
cg22215192	0.214729233575524	AMY2A	1	104160257
cg22215520	0.0102961155587583	PAIP1	5	43557435
cg22215728	0.0235097719197091	FHIT	3	61236652
cg22218909	0.614071307447173	NA	NA	0
cg22220722	0.695397448427337	PLA2G2A	1	20306641
cg22222251	0.46859949502109	NA	NA	0
cg22223602	0.0136929187494954	CBL	11	119077220
cg22224704	0.254646513678534	GSTP1	11	67352041
cg22226765	0.0582269793186437	GGA3;MRPS7	17	73257283
cg22226839	0.0961728303821505	ATP2B4	1	203596051
cg22227058	0.0183997576036638	SLU7	5	159846119
cg22227689	0.0102259541775417	NA	NA	0
cg22227965	NA	LMO7	13	76194354
cg22228134	NA	GZMH	14	25078609
cg22228205	0.0346645263348755	DDHD1	14	53620229
cg22228296	0.00821087673054348	RNF7	3	141457315
cg22229034	0.0125481566614272	DUSP1	5	172198031
cg22229142	0.581109700972973	KCTD17	22	37447306
cg22230395	0.0337269220557518	FAM114A2;MFAP3	5	153418202
cg22231902	0.0199221345072096	EN1	2	119604901
cg22232206	0.0223697404800743	SRF	6	43138185
cg22232859	0.920049820383818	HIATL1	9	97203278
cg22233974	0.407890124572072	MACF1	1	39546511
cg22234344	0.0188471210260366	HIBCH	2	191184810
cg22234962	0.0868395849226126	RUSC1;C1orf104	1	155291297
cg22236626	0.0137932831244241	NENF	1	212606819
cg22238923	0.062657098974621	LOXL3;DOK1	2	74781587
cg22241124	0.789670799345219	CNGA3	2	98986375
cg22242539	0.268624488574852	SERPINF1	17	1665220
cg22243662	0.0158716683268555	ATP6V1C2	2	10862305
cg22243733	0.798144754037059	OLFML1	11	7506434
cg22243844	0.0157475106148714	SEC23B	20	18488366
cg22244118	0.0312341664325523	TTK	6	80714048
cg22244122	0.0640248965192593	C9orf96;SURF4	9	136243698
cg22244418	0.799642186076064	OGFOD1;NUDT21	16	56484117
cg22247240	0.764164389548544	C14orf115	14	74815187
cg22248011	0.0158956992176173	TRAM2	6	52442381
cg22252999	0.760257578673299	ART3	4	76996414
cg22253036	0.0451673254331194	DDX6	11	118662786
cg22253945	0.448037154761097	GPR45	2	105858489
cg22254104	NA	LHX6	9	124991432
cg22255355	0.00836577995029314	ZSCAN22	19	58838374
cg22258437	0.0121634779263722	ID3	1	23886007
cg22262140	0.174267411792526	CCDC116	22	21986976
cg22262168	0.0440778453217515	MOBKL2B	9	27528999
cg22262549	0.0271024808976345	POLR3C;RNF115	1	145610689
cg22262964	0.13050072608837	NA	NA	0
cg22264436	0.387701423921365	SOST	17	41836423
cg22264946	0.0345046297014425	KIAA1009	6	84937441
cg22266967	0.699348277409705	S100P	4	6695698
cg22267176	0.0108734997236551	TCTE3;C6orf70	6	170152116
cg22268164	0.709812998840736	TRHR	8	110099750
cg22268231	0.145044933152123	SPIB	19	50922484
cg22269180	0.653450685828753	NA	NA	0
cg22269795	0.0284719835559954	EFHD2	1	15735965
cg22271212	0.05086103585345	TLE2	19	3028786
cg22272545	0.0182117265230533	STK17B	2	197036243
cg22274662	0.0507426479160762	ZNF746	7	149194095
cg22276571	0.0807994744149128	DSTN	20	17549599
cg22281080	0.0234670584844352	PCYOX1L	5	148738020
cg22281207	0.0169535801296955	MAT2A	2	85765696
cg22282672	0.0432649212309224	ZNF474	5	121465223
cg22282941	0.14889485461178	HLA-DQA2	6	32709511
cg22283058	0.608675463836064	GPR37L1	1	202091175
cg22283148	0.0183726245994584	LSM6	4	147097443
cg22284302	NA	C1orf163	1	53163523
cg22284975	0.039913840402466	C7orf10;C7orf11	7	40174843
cg22285621	0.00734988851220505	SSH3	11	67071322
cg22285897	0.0391481178177977	LONP2	16	48278073
cg22286764	0.839620652422841		3	37428639
cg22289115	0.944217113070137	MUPCDH	11	625796
cg22289360	0.0222000655696302	GCNT1	9	79073908
cg22289810	0.022464299718855	NF1	17	29421607
cg22289837	0.318151800824824	CA3	8	86350278
cg22290566	0.833111749381367	LMAN1L	15	75105286
cg22294577	NA	SLC26A3	7	107444728
cg22294908	0.338139215507301	ZHX3	20	39928631
cg22295573	0.789896049914979	C18orf16;AQP4	18	24446948
cg22296149	0.463539803307826	AMH	19	2249330
cg22297305	0.0116366061134543	PRODH	22	18923471
cg22298088	0.501965527295936	BLCAP;NNAT	20	36148860
cg22298208	0.908245301729708	C7orf34	7	142635611
cg22303211	0.520453365192192	NA	NA	0
cg22305782	0.948307610042779	FBXL19	16	30937214
cg22307649	0.0942209482187065	TRAPPC4;RPS25	11	118889171
cg22307908	NA	ZNF264	19	57702927
cg22308759	0.0107686824215459	VEZF1	17	56064928
cg22309489	NA	OSGIN1	16	83982696
cg22309826	0.0102822214173655	COPS3	17	17184440
cg22311533	0.887201570330644	GDF9	5	132200008
cg22313024	NA	UQCRB	8	97248069
cg22313025	0.0585050154547425	HACE1	6	105307096
cg22315542	0.0723979469610289	LCORL	4	18024261
cg22318304	0.0425590722481825	SIAE;SPA17	11	124543788
cg22318989	NA	NPR1	1	153650317
cg22319147	0.587026145760862	CDH5	16	66400599
cg22319470	NA	HDAC11	3	13521370
cg22320000	0.150732839471227	HNRNPU	1	245027629
cg22321558	0.0112463592598693	TMEM150A	2	85829320
cg22322184	0.72078570857467	RETN	19	7734203
cg22324153	0.459504889719181	NA	NA	0
cg22325572	0.510972399720685	CD53	1	111416181
cg22325646	0.0206112173765981	RND2	17	41176469
cg22325703	0.297204357396131	GPR83	11	94134235
cg22325715	0.958121018451583	CNTD1;CCDC56	17	40951156
cg22325823	NA	RAB37	17	72667062
cg22328890	0.00969987169433517	SLC7A6	16	68298258
cg22332306	NA	C3orf63	3	56698168
cg22333016	0.0239604613270587	FIP1L1	4	54244258
cg22333868	0.408495531343263	SYT1	12	79611355
cg22333888	0.559458550352074	ADAM33	20	3663421
cg22334000	0.0447170364599729	C4orf22	4	81256999
cg22334665	0.425211451312834	SLC22A16	6	110797497
cg22335340	0.240400096505521	PTPN6;C12orf57	12	7055153
cg22335801	0.0522953158534578	TNFRSF4	1	1149091
cg22336401	0.0191801737889416	ENTPD8	9	140336227
cg22336633	0.0204294192647082	RPS13	11	17099688
cg22337624	0.203444492406285	TXNL4B;DHX38	16	72126421
cg22338307	NA	TPRKB	2	73964768
cg22339278	0.0397534584607812	KIRREL2	19	36347276
cg22339744	0.037389037219503	NACC1	19	13229426
cg22340747	NA		15	45683210
cg22341104	0.0229489152370428	GFI1	1	92952261
cg22341310	0.563539538137494	ZNF541	19	48048583
cg22343001	0.0565303547828077	ARMCX2	X	100914848
cg22344641	0.157101320419777	COQ4;TRUB2	9	131084554
cg22346765	NA	UNC5CL	6	41007522
cg22349489	0.02433440887123	HIST1H2BK;HIST1H2AH	6	27114943
cg22354595	0.468579773577142	MIMT1;PEG3;ZIM2	19	57351440
cg22356117	NA	LAMP3	3	182881427
cg22359217	0.0167016767921286	FBXO4	5	41925772
cg22359606	0.118928989254132	NEUROD1	2	182545492
cg22362636	0.0900009008575781	TNIP2	4	2758447
cg22366626	0.013051209370069	ZFYVE20	3	15140889
cg22367264	0.823276969276975		12	80749665
cg22367970	0.0548006383272711	GON4L	1	155826954
cg22367989	0.0404786035494729	NRP2	2	206546660
cg22368262	0.0933017159636576	C10orf35	10	71390173
cg22368307	0.0271149143989938	SNORD15A;RPS3	11	75110460
cg22369818	0.0147971402155128	GABPB1;FLJ10038;LOC100129387	15	50647822
cg22370370	0.0118499277367393	ZNF652	17	47439802
cg22373097	NA	KRTAP21-1	21	32129060
cg22373112	0.537824598985745	RAB5C	17	40307717
cg22374142	0.228056255532302	NA	NA	0
cg22374901	0.111845466831216	TESC	12	117537411
cg22375192	NA	IGF1R	15	99193466
cg22375610	0.299708886567121	APOBEC2	6	41021161
cg22376897	0.292073013317617	ARSE	X	2882183
cg22377142	0.0254046880209385	C1orf85	1	156265275
cg22377237	0.0352748889500643	GNB2	7	100271437
cg22377389	0.755695480951157	GJB6	13	20805679
cg22377428	0.56638087638682	NA	NA	0
cg22377963	NA	BCL7C	16	30905861
cg22377998	0.0215797746250342	ARVCF	22	20004881
cg22378065	0.803210520047667	HYMAI;PLAGL1	6	144329172
cg22379207	0.0191377951622278	ZNF790	19	37329274
cg22380033	0.0161197709737692	GRB14	2	165477918
cg22381196	0.944977891186324	DHODH	16	72041376
cg22381955	0.934587529772888	CHFR	12	133429949
cg22384366	0.0258039644048431	PIK3CA	3	178867004
cg22385477	0.0815650628003908	CCDC110	4	186392754
cg22385764	NA	ASB8	12	48551594
cg22386311	0.390617716714579	DSG1	18	28898907
cg22386774	0.242785955645858	CRYGA	2	209029690
cg22387994	0.0149621874981133	NAPA	19	48018200
cg22388943	0.0112654778336331	EIF5	14	103799756
cg22391400	0.0137143231369764	SLK	10	105727767
cg22392276	0.0723792442242526	CKB	14	103988476
cg22392666	0.386325935027437	FXYD7	19	35634167
cg22392708	0.0782859838485772	KRT23	17	39093770
cg22395019	0.0397493735386335	GALNT14	2	31361692
cg22395192	0.00817204184770914	FAM46B	1	27339435
cg22396129	0.542711980657529	NA	NA	0
cg22396353	0.0109071110385273	GTSE1;CN5H6.4	22	46692687
cg22396691	0.0424290483852511	MRPS25	3	15106968
cg22396755	0.0224086539525317	RAP1GAP	1	21995097
cg22397447	0.0204793619478027	ALDH1B1	9	38392975
cg22397854	NA	OSCP1	1	36916501
cg22398616	0.697833249203085	LECT1	13	53314203
cg22401066	0.0523028726722883	SMPDL3A	6	123110741
cg22402007	0.0398151635219561	NTRK2	9	87282823
cg22403851	0.0159819683018307	PDIA6	2	10952734
cg22404646	0.00768520230832862	CD151	11	833345
cg22405555	NA	ALG12;CRELD2	22	50311792
cg22406518	0.122151635925088	AMOTL2	3	134093627
cg22407458	0.638448407746569	TCP11	6	35109121
cg22407504	0.372595768633487	MUC5B	11	1243090
cg22407574	0.0462475442715809	DONSON	21	34960583
cg22409223	0.0427187948900468	PIK3R4	3	130465572
cg22409383	0.0150444206970275	MATR3;SNHG4	5	138609379
cg22411068	0.0290583166261262	ROPN1L	5	10442103
cg22411207	0.0351643222511781	MOS	8	57026301
cg22412741	NA	GLTSCR1	19	48182221
cg22415432	0.0771118374608921	NA	NA	0
cg22415472	0.884145894783476	SLC5A7	2	108602361
cg22416721	0.576933127401036	DMP1	4	88570574
cg22417398	0.0234527824584151	SCYL1	11	65293094
cg22417789	0.0359500116473904	SPRY2	13	80915465
cg22418360	0.103524259798799	UBE2F	2	238876345
cg22418909	0.384844964806405	SFRP1	8	41166738
cg22419075	0.0168058515600949	DPP7	9	140008995
cg22419732	0.711071250982457	NA	NA	0
cg22421699	0.100741901054759	SMPDL3B	1	28261367
cg22421766	NA	SCNN1D	1	1217658
cg22424108	0.019450195054235	SLC44A3	1	95285531
cg22424444	NA	LOC255512;TOLLIP	11	1331736
cg22424746	0.353799264899259	VTCN1	1	117753313
cg22425806	0.0219819884909005	TGFA	2	70781576
cg22427279	NA	NHLH2	1	116384534
cg22428102	0.00616180835967898	WWC2;C4orf38	4	184020710
cg22429822	0.0074470959322969	RAB3B	1	52456361
cg22430790	0.0727096517676442	FRMD6	14	52117833
cg22432269	0.0082829750435346	CYFIP1	15	22892697
cg22432367	0.0264882181170862	ARID1B	6	157098650
cg22432908	0.63781884792721	NA	NA	0
cg22436229	0.0231449344841419	PDIK1L	1	26437241
cg22436411	0.84658529400969	NA	NA	0
cg22437284	NA	SRC	20	35972536
cg22437699	0.833096711430402	ARX	X	25033358
cg22438324	0.0181956805047862	APEX1;OSGEP	14	20922915
cg22438810	0.662730498376874	LCN2	9	130911792
cg22441882	0.126527771463146	SLC18A1	8	20040654
cg22442090	0.602188150071035	GIMAP5	7	150434077
cg22442730	0.0471538277235371	SRMS	20	62179233
cg22443330	0.0626610900605681	MTMR15	15	31196599
cg22444610	NA	KCTD18	2	201375087
cg22445920	0.542102861763085	SLC36A3	5	150683178
cg22448677	0.00703472776605993	RNF6	13	26796711
cg22449114	0.553747819599402	TCF15	20	590243
cg22449795	0.00721664626595136	USP30	12	109490720
cg22451189	0.0139789295055175	MRPS22	3	139062925
cg22456522	0.0539420689323054	NA	NA	0
cg22458065	0.818494861538692	PSORS1C2	6	31108108
cg22458082	0.751307034388665	NA	NA	0
cg22459146	0.427687373154231	GHSR	3	172167030
cg22459359	0.0135993526367442	ZMYM6	1	35497285
cg22459930	0.0175323719809384	TXNDC17;KIAA0753	17	6544061
cg22461018	0.855636921275341	MORF4	4	174538011
cg22461615	0.0112385763582746	THAP9	4	83821917
cg22461835	0.033596047849833	ADRA1A	8	26723365
cg22462235	0.416387550969493	LEFTY2	1	226129481
cg22463915	0.561330865597172	EEF1A2	20	62131260
cg22464182	0.116038993590578	ACVR2A	2	148602625
cg22464186	0.0364119095683713	TNFRSF21	6	47277552
cg22464423	0.030437421478601	CADM4	19	44144337
cg22467071	0.300608023686729	NA	NA	0
cg22467216	0.0124054013829151	TUBB6	18	12308812
cg22467534	0.0528297208325472	UNC13D	17	73841658
cg22467567	0.0237056355806785	IGFBP5	2	217559885
cg22468055	0.130171470099003	PARP15	3	122334227
cg22468123	0.0110582941022725	NAT14	19	55996652
cg22468803	0.23475840328586	ANKRD12	18	9136381
cg22469141	0.0240441895721783	MIR639;TECR	19	14640373
cg22469841	0.0735340167724628	FSTL1	3	120169368
cg22470827	0.0162103474452413	CHMP2B	3	87276743
cg22471346	0.504541225351956	NA	NA	0
cg22472290	0.213195791324011	ZNF577	19	52391480
cg22473095	0.0231319497778357	RBBP9	20	18477967
cg22473973	0.253918564766074	BNIP3	10	133794911
cg22474507	0.0182833476814866	TECPR2;CINP	14	102829872
cg22475430	0.0145883226920651	ATN1	12	7033563
cg22476084	0.388122060064892	NA	NA	0
cg22476251	0.306105946890588	PPEF2	4	76823701
cg22476295	0.0166417281219055	PDGFA	7	559000
cg22477592	0.0155686842584086	ATM;NPAT	11	108093921
cg22477971	0.263763178745355	C1QB	1	22984594
cg22478328	0.0638210460556213	C22orf24;YWHAH	22	32340140
cg22478614	0.627005656547061	NA	NA	0
cg22479947	0.0115878995919015	CARS	11	3078624
cg22482381	0.0109426960726934	MGEA5	10	103578053
cg22484793	0.656791009714288	TLR9	3	52261325
cg22484980	NA	TPCN2	11	68815449
cg22485810	NA	ADAP2	17	29248725
cg22487322	0.177304398957449	IL20RA	6	137366322
cg22490255	0.0152651378629931	TSPAN31	12	58138949
cg22492020	0.176348743310152	TIPIN	15	66648688
cg22492966	0.0326047016303028	JMJD1C	10	65028929
cg22493172	0.0293596328081447	POU6F1	12	51611826
cg22494492	0.0187804819920462	SUPT5H	19	39936032
cg22495120	0.800460199491079	FMR1NB	X	147063094
cg22495124	0.28576288171576	CACNG5	17	64873528
cg22495162	0.0300169334707535	LSM6	4	147096787
cg22496254	NA	NCAPG;DCAF16	4	17811165
cg22496652	0.557484389178365	NA	NA	0
cg22496683	0.356438672891247	RBM46	4	155702610
cg22496859	0.0207975747212383	BRF1	14	105766987
cg22497867	0.86748740885269	MAGEA4	X	151081296
cg22498251	0.158172203138741	TWIST1	7	19157710
cg22498840	0.0106285903404734	MCART1	9	37903528
cg22499237	0.0141880033906527	PDPK1	16	2587546
cg22499964	0.0152462391805527	EGLN2	19	41304369
cg22500004	0.452907759979955	DIRAS3	1	68516272
cg22501393	0.037112228192872	ALKBH6	19	36505311
cg22502171	0.58216656752709	GNRH1	8	25281609
cg22502502	0.170817845017522	TRIM38	6	25962567
cg22505977	NA	SLC36A2	5	150727459
cg22506059	0.420609553241092	CARD10	22	37916157
cg22506453	0.845993205629589	KRT39	17	39122753
cg22510412	0.91534199901809	BLCAP;NNAT	20	36149121
cg22510822	0.771689343072494	NA	NA	0
cg22510943	0.0624006230254587	LMNB2	19	2456368
cg22511262	0.282394049155323	WT1	11	32455192
cg22511633	NA	TBL2	7	72993507
cg22511947	0.0478824752256135	FN1	2	216301558
cg22512531	0.762745656844133	CRTAM	11	122709551
cg22517351	0.0383523285364103	GLT25D1	19	17666898
cg22518733	NA	CCL3	17	34417575
cg22520471	0.0139721250213129	DDX42;CCDC47	17	61851767
cg22521310	0.015159812150555	SERTAD2	2	64881850
cg22524267	0.0180591659390123	STX18	4	4543474
cg22524514	0.0356575946516282	CST6	11	65779676
cg22527345	0.057148135560991	CCDC71	3	49203910
cg22527415	0.027551781332974	EDC3	15	74988357
cg22529861	0.0212711582563795	GALNTL4	11	11643697
cg22532997	0.0418266885049539	LRRC16A	6	25279002
cg22533573	0.528147487022258	WT1	11	32452771
cg22534509	0.376382467578056	GPR81	12	123215119
cg22534599	0.013495423998024	NA	NA	0
cg22536398	0.0234753333920332	NTN3	16	2521659
cg22539738	NA	KIAA1704;NUFIP1	13	45562280
cg22541143	0.122736005169215	HELQ;MRPS18C	4	84377292
cg22543128	0.811716224204683	NA	NA	0
cg22543648	0.585232212875965	GATA1	X	48644610
cg22544376	0.014214262050204	DGUOK	2	74154016
cg22545356	0.828930245906688	MMRN2	10	88716659
cg22546318	0.0255774768339543	ATP5G2	12	54070378
cg22549408	NA	PMAIP1	18	57566300
cg22552168	0.050465677008069	BMP1	8	22023391
cg22552669	0.0107113431686949	FAM89B;SSSCA1	11	65338422
cg22552684	0.0576096569371202	C7orf25	7	42951784
cg22552966	0.971364780291716	SLC47A2	17	19620595
cg22555495	0.516296808371827	SNRPN;SNURF	15	25201224
cg22557067	0.0255893067805991	NA	NA	0
cg22559669	0.00923997026282427	TSPAN5	4	99580121
cg22560190	0.0420399435797475	CNTN1	12	41086198
cg22562335	0.474230267247266	XAGE5	X	52841633
cg22563182	0.0112491731982611	HSD11B1L;C19orf70	19	5680756
cg22563697	0.696268196228087	PPP1R16A	8	145722190
cg22563815	0.196880347539621	CHRNA5	15	78856949
cg22566906	0.502189225942281	GRASP	12	52399713
cg22568540	0.940543386119844	NCRNA00181;A1BG	19	58864846
cg22568695	0.833864035033725	KIAA1468	18	59888119
cg22571217	0.0202548080473072	DAPK1	9	90112519
