Hybridization REF	TCGA-AR-A0U1-01A-11D-A112-05	TCGA-AR-A0U1-01A-11D-A112-05	TCGA-AR-A0U1-01A-11D-A112-05	TCGA-AR-A0U1-01A-11D-A112-05
cg21636577	0.73900259965101	ACADVL;DLG4	17	7121881
cg21636748	0.0337993038106657	NA	NA	0
cg21637033	0.0290354050993399	TEAD4	12	3068077
cg21638219	0.0393182128019734	HACL1;BTD	3	15643617
cg21639401	0.843552048239086	LOC388387	17	41050668
cg21639968	0.00783247499476095	UBE2M;LOC100131691	19	59070227
cg21640749	0.438358274490979	RAB37;CD300LF	17	72709731
cg21642076	NA	TMEM191A	22	21054903
cg21642649	0.0222506787078235	C21orf66;C21orf49	21	34144118
cg21643045	0.899988653910934	CCL20	2	228678693
cg21643191	0.865252609486379	ABCB5	7	20685988
cg21643361	0.525765740066709	NA	NA	0
cg21643860	0.120212679865818	TUT1	11	62358814
cg21644628	0.806235969180235	HEATR3	16	50099438
cg21644826	0.0472689951000693	ACSM3	16	20775352
cg21649520	0.896418508001172	PMP2	8	82359799
cg21650900	0.0133080272718887	ARL4C	2	235405122
cg21651436	0.0136838537771309	MAP3K11	11	65381610
cg21652012	0.395242731783275	GABRP	5	170211009
cg21652958	0.0503348023536899	THBS2	6	169653961
cg21655480	0.195271171536926	KLHL34	X	21677052
cg21655693	NA	SYMPK	19	46365818
cg21655790	0.153263480999305	NA	NA	0
cg21656748	0.0108528121962595	SCARB2	4	77135347
cg21657816	NA	COQ7	16	19079446
cg21658946	0.0110763979808969	COG8;PDF	16	69364455
cg21660130	0.843602758130914	CLCNKB	1	16370243
cg21660392	0.862880464312666	ABCA8	17	66950545
cg21660424	0.041193640689031	IPO4	14	24658101
cg21660687	0.0165227694647845	GLI1	12	57853396
cg21660727	0.0222906298491024	PCGF3	4	699950
cg21663122	0.0406155273590284	HIST1H2BH;HIST1H3F	6	26250936
cg21663431	0.545787640996078	SLC44A2	19	10736355
cg21663580	0.0115545807407363	PTK7	6	43044771
cg21663722	0.629965561856406	NA	NA	0
cg21664310	0.0371203638705761	LSM4	19	18434339
cg21664828	0.0697073499881844	ZNF148	3	125094611
cg21665000	0.0323920819919406	MYOCD	17	12569135
cg21665774	0.686337508748882	KIAA0355	19	34790692
cg21666217	0.0112702120686205	TRIM33	1	115053421
cg21666675	0.152082689233082	TMEM43;CHCHD4	3	14165843
cg21667836	0.182838810679141	PRMT8	12	3599355
cg21667943	0.0925176364193904	ORMDL2;SARNP	12	56210943
cg21669679	0.0847639972957474	DCC	18	49866548
cg21671476	NA	MYL9	20	35169609
cg21672276	0.0473047509516491	ZNF502	3	44754072
cg21673646	0.00799938258021816	SHF	15	45479977
cg21674595	0.456472267764351	NA	NA	0
cg21675030	0.0245537232537536	ABHD10	3	111697974
cg21678388	0.0391981314638195	ZNF354B	5	178286735
cg21680178	0.0821917781639028	GPATCH3	1	27226860
cg21680717	0.0150520790881648	AKAP8;AKAP8L	19	15490914
cg21681756	0.019518756077896	KBTBD4;NDUFS3	11	47600081
cg21682382	NA	TMEM39B	1	32538052
cg21682826	0.0178213946665339	HERPUD1	16	56965767
cg21682902	0.92385375260363	HAL	12	96390960
cg21684385	0.0110811965458273	ADAT2;PEX3	6	143772210
cg21685266	0.123375948093974	EHHADH	3	184971652
cg21685427	NA	SGK2	20	42187356
cg21685565	0.0122924308497499	GNA12	7	2883529
cg21686523	0.0115122869488992	INTS12;GSTCD	4	106629581
cg21686900	0.00729856444378011	DAZAP2	12	51632663
cg21686987	0.877741779677462	CTRB1	16	75252973
cg21688264	0.0149200089060558	SNAP91	6	84418724
cg21688707	0.0468854485633295	HNRPDL;ENOPH1	4	83350844
cg21690806	NA	SLC9A8	20	48429803
cg21690892	0.955850645916672	GUCA1B	6	42162428
cg21692936	0.0369166985645164	SLC3A2;SNORD27;SNHG1;SNORD25;SNORD26	11	62623994
cg21693321	0.488129454125146	MED12	X	70338331
cg21693780	0.0687996970418394	DDX1	2	15731793
cg21694349	0.0473438820624927	FBXO24;LRCH4	7	100184161
cg21695020	0.861932286986785	DPEP3	16	68014626
cg21696393	0.54665559542562	SOX8	16	1030401
cg21697134	0.0324006596059787	FN3K	17	80693839
cg21697779	0.420466774719038	FUNDC2	X	154255534
cg21698790	0.0106687341267813	HRK	12	117319264
cg21700070	0.0180891626590482	CNOT3	19	54641527
cg21700166	0.0530566253152785	GPR68	14	91720227
cg21703138	0.0115732653340168	PPP2CA	5	133561950
cg21703572	0.0394076583070108	C22orf13;SNRPD3	22	24951237
cg21705120	0.039863104180203	UBE2G1	17	4270245
cg21706946	0.502318862673116	NA	NA	0
cg21707816	NA	EXOG	3	38537451
cg21709140	0.0117472262589193	GORASP2	2	171785487
cg21710060	0.937558432791866	GRK1	13	114321749
cg21712678	0.0134264580735984	ZC3H7B	22	41697701
cg21712685	0.0213872688439212	C6orf126	6	35744605
cg21713257	0.0284801462804975	ETFDH;C4orf46	4	159593619
cg21713812	0.0316724941465218	KHDRBS1	1	32480195
cg21715963	0.0150390556308325	C1orf51	1	150254838
cg21716693	0.544000057731901	CPNE5	6	36806882
cg21717724	NA	PSMD5;LOC253039	9	123604514
cg21718857	0.0381161275600972	DLL3	19	39989592
cg21721126	0.010914016781492	TTC35	8	109456101
cg21721155	0.0280429318311515	HADH	4	108910787
cg21721865	0.0271664201705303	UFM1	13	38923576
cg21722058	0.0233722404464992	PLK4	4	128802226
cg21722680	0.0281731961510646	TBK1	12	64846210
cg21723486	0.609238664910407	TP63	3	189349323
cg21727574	0.794036935018682	ZNF137	19	53098913
cg21728447	0.0249246768821692	ALDH4A1	1	19229118
cg21729186	NA	HIST1H4H	6	26285766
cg21730067	0.0141420127396953	LOC492303;ZNF326	1	90460918
cg21731286	NA	TAS1R2	1	19186805
cg21732383	0.417253836819641	THBS2	6	169654692
cg21736205	NA		7	92100314
cg21736592	0.0876559231868076	CYTH4	22	37678450
cg21740204	0.019177935958269	SMC5	9	72873544
cg21742836	0.452251048233938	PPP4C	16	30086175
cg21743569	0.01410340265218	NR1H2	19	50879963
cg21743649	0.953365379100542	PGAP2;NUP98	11	3820252
cg21743830	0.786767892076108	CCL25	19	8117966
cg21745164	0.518744797424848	CHP2	16	23765304
cg21745320	0.0409050615001049	SMG6;SRR	17	2207495
cg21746459	0.0197416094308595	MRPL50;ZNF189	9	104160900
cg21746887	0.0550520001171533	FZD1	7	90893279
cg21747271	0.175968273574018	AIP	11	67250052
cg21750545	0.0147810385688406	DCUN1D4	4	52709356
cg21750589	0.612570244789134	ZNF323;ZKSCAN3	6	28321301
cg21750602	0.815632292146915	PPP2R2D	10	133748026
cg21750887	0.759369595882047	CPA6	8	68658237
cg21751787	0.00838570221793874	LMAN2	5	176778504
cg21753834	0.0208915967284807	PTRH1;TTC16	9	130477671
cg21754343	0.300475408263838	LCE2B	1	152658797
cg21755709	NA	PDXK	21	45149398
cg21756353	0.0144760840532848	DHPS	19	12792451
cg21759080	0.0358395503491255	STX5	11	62599762
cg21762107	0.0166278340710835	CTSA;NEURL2	20	44519951
cg21762589	0.129380076676542	BNIP3	10	133796476
cg21765730	0.527625228919443	NOX3	6	155777175
cg21768899	0.00759806113076589	C12orf75	12	105724426
cg21769943	NA	PIM1	6	37137738
cg21769969	NA	OSTM1	6	108396498
cg21770145	0.933827537179167	SIRT7;PCYT2	17	79869997
cg21770617	0.732277434469486	FAM3D	3	58652897
cg21771250	0.618202288951743	FAM83F	22	40406049
cg21772838	0.00933985985099651	AURKA;CSTF1	20	54967497
cg21774863	0.0147516613907965	RAB28	4	13486498
cg21781546	0.733092878782745	BCS1L	2	219525807
cg21783004	0.77958907038492	LECT2	5	135290288
cg21784498	0.0156155086963083	TMEM97	17	26645922
cg21784940	NA	REPIN1	7	150067807
cg21785260	0.0569652916851063	FAM134A;C2orf24	2	220042096
cg21785307	0.0261516936920981	NA	NA	0
cg21785536	0.0488101533308196	C3orf64	3	69063328
cg21787206	0.0173399670604722	PSMD9	12	122326515
cg21787280	0.908482973808646	SNW1;C14orf178	14	78225551
cg21787291	0.00992092023567084	NKAIN2	6	124125170
cg21788470	0.793308778002261	NA	NA	0
cg21789545	NA	COL9A1	6	71012391
cg21790626	0.0247239878111015	ZNF154	19	58220494
cg21792432	0.839815091349815	POT1	7	124538660
cg21792737	0.280342584458329	NOX3	6	155776999
cg21794225	0.240629797062715	PRKD1	14	30397464
cg21795497	NA	C11orf63	11	122753326
cg21796234	0.020925656396003	C3orf23	3	44379533
cg21796825	0.0108623752305694	TMEM5	12	64173751
cg21800088	0.0251374705230475	POLR2B;C4orf14	4	57844931
cg21800439	0.0250566087683756	STAT2	12	56753886
cg21801378	0.0231696901969928	BRUNOL6	15	72612125
cg21802726	0.0376964729414946	EDEM2	20	33735257
cg21803417	0.0286895917772349	MTRR;FASTKD3	5	7868887
cg21803680	0.094187249796081	TMEM169;PECR	2	216946845
cg21804822	0.0137241723259411	ORAOV1	11	69489974
cg21804950	0.130782430680597	NA	NA	0
cg21807589	0.422019918021345	NA	NA	0
cg21808053	0.38704050431088	DIRAS3	1	68513063
cg21815667	0.0531520440198667	HOXD8	2	176993841
cg21816539	0.0523575312291533	GRIK1	21	31312328
cg21817450	NA	ENOX1	13	44240722
cg21818252	0.028101401141463	SEC24B	4	110354354
cg21820677	0.0665231753921673	GABRA2	4	46392528
cg21820890	0.940982930510176	PLA2G12B	10	74714375
cg21824213	0.0141990973091853	NA	NA	0
cg21824902	0.140519345586612	WDTC1	1	27560832
cg21825027	0.0153574304671365	ACP1;SH3YL1	2	264166
cg21825364	0.601521870523373	NA	NA	0
cg21828898	0.0176430977518184	UBA5;ACAD11	3	132379245
cg21829265	0.0377314132677308	KIAA1586	6	56911139
cg21830413	0.0168146071535574	VPS26A	10	70884251
cg21831174	0.670515371560237	MASP1	3	187011187
cg21832150	0.0115403084128692	PLEKHN1	1	902025
cg21832243	NA	TTC3;PIGP	21	38444223
cg21833459	0.0219824795030765	FAM111B	11	58873955
cg21835622	0.017669019027122	DPYSL3	5	146833431
cg21835643	0.749508827259099	MATN4;RBPJL	20	43935361
cg21836062	0.589702960638583	DMD	X	33357661
cg21837443	0.0246262044289649	CCDC109B	4	110481957
cg21838233	0.0200014659705233	TPX2	20	30326920
cg21838334	0.0550711433019485	NES	1	156646653
cg21839522	0.0200251703284323	NA	NA	0
cg21840599	0.174181352671608	PAK2	3	196467454
cg21842274	0.595749144007365	CRHBP	5	76248637
cg21842478	0.0259758013937864	HOXB13	17	46806046
cg21842664	0.033406621678325	CAB39	2	231578467
cg21844038	0.0624927440799483	FAM100A	16	4665248
cg21844956	0.0307452974582481	TRIM38	6	25963442
cg21845297	0.734052386211161	OTOR	20	16728794
cg21846488	0.252090348680626	LCE4A	1	152680843
cg21846903	0.563033894673214	VTN	17	26697281
cg21849289	0.0188945594628716	C1orf123	1	53686523
cg21850069	0.0428483638049658	TRIM41	5	180649807
cg21850239	0.0121550853290183	POLR2G	11	62528988
cg21850254	0.0247262146739779	ZNF570	19	37959853
cg21852292	NA	C1orf115	1	220863407
cg21856603	0.825861273760881		17	3713823
cg21858376	0.0157017779320357	ITPR1	3	4534791
cg21859434	0.00954777530372959	CXCR4	2	136876021
cg21860846	0.510787027727069	ELK1	X	47510507
cg21861211	0.0256472857045521	ZFYVE26	14	68283527
cg21862373	NA	SNHG9;RPS2;SNORA78	16	2014791
cg21865006	0.633384060536417	NA	NA	0
cg21869055	0.0335672149485512	KLK10	19	51522454
cg21869532	0.0491409137545035	ZNF561	19	9732024
cg21870662	0.0271926032378803	SGSM2;TSR1	17	2241570
cg21870668	0.507170284251755	SNRPN	15	25123731
cg21870884	0.714267230810829	GPR25	1	200842429
cg21872129	0.0295859889432165	PTP4A1	6	64281996
cg21872391	0.0228476671522103	SMNDC1	10	112064057
cg21872393	0.0162765921564361	MYL12A	18	3247654
cg21874193	0.789806161008289	TAS2R19;PRR4;PRH1	12	11174898
cg21875234	0.0117493160410778	GSPT1	16	12009405
cg21877855	0.0260614540184629	ITGB3BP;EFCAB7	1	63989125
cg21878918	0.0367125788562073	NDUFA4L2	12	57634762
cg21879981	NA	EPC1	10	32636639
cg21880328	0.456711876404664	CTTNBP2	7	117514017
cg21880903	0.844026083132241	KLB	4	39408665
cg21885525	0.166355341275598	NA	NA	0
cg21885650	0.063335625747343	TBCCD1	3	186284968
cg21885995	NA	SRP68	17	74069256
cg21888438	0.376019494912625	MID1IP1	X	38663117
cg21890738	0.0266865728680368	CYB561	17	61523271
cg21892409	0.0457308921975776	C11orf49	11	46958372
cg21892708	NA	PDIA6	2	10954197
cg21893220	0.0136092777555408	SMC2	9	106856376
cg21896452	0.0226621507153352	TPRKB	2	73964413
cg21898046	0.689948321970203	MGAT1	5	180231026
cg21900416	0.0111574927670631	SERTAD3	19	40950172
cg21902119	0.0170665108554497	VAT1	17	41173883
cg21902327	0.471821256119622	FGF6	12	4554786
cg21902346	0.0185857763372593	MACROD1	11	63933484
cg21902544	0.0400345106341795	CBLN2	18	70211515
cg21903324	0.0405362615078329	CABYR	18	21718824
cg21905630	0.0263131556228941	GSX2	4	54965904
cg21906716	0.536625637904798	TP73	1	3579978
cg21907579	0.465716130483723	TBX5	12	114845868
cg21908116	0.0286301553219975	LRRC1	6	53659077
cg21908259	0.0254465467343492	FKBP11	12	49318998
cg21909391	NA	LPP;FLJ42393	3	187896222
cg21910663	0.0323692894300385	MGC23284;MVD	16	88730440
cg21911019	0.237153273796889	GPR78	4	8581650
cg21912241	0.0373520867277016	C19orf40;CCDC123	19	33462915
cg21912567	0.023734686808571	GADD45G	9	92219379
cg21914262	0.0253158323535669	MTIF3	13	28024888
cg21917349	0.741012156187944	APBA2	15	29213860
cg21918026	0.0448819324495393	SLC7A6OS;PRMT7	16	68344902
cg21918500	0.0273998405207484	NA	NA	0
cg21919219	0.816635578968276	NA	NA	0
cg21921474	NA	C1orf172	1	27287181
cg21922574	0.0149600499907824	NETO1	18	70535925
cg21922731	0.294404240814561	HSD17B6	12	57157130
cg21922841	0.0378212433766135	SLC9A3R1	17	72744131
cg21925493	0.0340347009856031	C9orf89	9	95858671
cg21926138	0.050982805385345	C1orf88	1	111889420
cg21926612	0.0742383314384838	PACRG;PARK2	6	163149169
cg21927363	NA	C9orf93	9	15552206
cg21927975	0.0265661147390687	GPR153	1	6320757
cg21929875	0.760338230925673	VSIG2	11	124622096
cg21929993	0.0238451998012847	RNF130	5	179498114
cg21930712	NA	C19orf75	19	51761116
cg21931212	NA	C12orf57	12	7053223
cg21932800	0.140989157680737	MMGT1	X	135056858
cg21932814	0.312960948360497	CSTA	3	122044172
cg21934269	0.283392995407456	NA	NA	0
cg21935083	NA	RAD50	5	131892314
cg21935292	0.0087897094282714	GNS	12	65152931
cg21937169	0.0253366821617768	ASL	7	65541137
cg21937886	0.0849697139284583	GFPT2	5	179779954
cg21939221	NA	AGBL2	11	47737371
cg21939482	0.0110081954562897	C7orf70	7	6388130
cg21942082	0.0350226572909142	RNU5E;RNU5D;ACOT12	5	80690225
cg21942438	NA	ZNF619	3	40518091
cg21942546	NA	ABHD11	7	73154357
cg21942576	0.779591095283611	GPBP1L1	1	46126885
cg21943652	0.00923167883133978	HIPK1	1	114472049
cg21944455	0.58862922754013	GFAP	17	42994269
cg21944757	0.0149624657836592	ARFGAP1	20	61904196
cg21946698	0.951003504755478	RGS11	16	326615
cg21948169	0.0530195249475791	TET1	10	70320051
cg21948655	NA	SMCP	1	152849738
cg21948783	0.133656665166838	WNT1	12	49372474
cg21949305	0.659337712590263	C22orf45;ADORA2A	22	24828655
cg21949781	0.0523803286357307	PSTPIP2	18	43652366
cg21950493	0.0449394607999218	GPN3;C12orf24	12	110907285
cg21950518	0.0556141425308485	IL6ST	5	55290746
cg21951612	0.893554682074375	MRAS	3	138092089
cg21954346	0.00832341888808554	ESRP2	16	68271489
cg21954994	0.0200366206260389	NA	NA	0
cg21955402	0.0129252847577057	SMCR7	17	18163716
cg21958034	0.844929621160119	NA	NA	0
cg21958798	0.0443443759628809	GUCY1A2	11	106890084
cg21959619	0.244888905918286	FBXL6;GPR172A	8	145581006
cg21960110	0.762410587991049	HBZ	16	202482
cg21960882	0.419699599437764	NA	NA	0
cg21961766	0.835698161866394	PRRG2	19	50086378
cg21964481	0.784723004968802	SLC34A3	9	140125696
cg21965997	0.0290218668741441	CALY	10	135150367
cg21966410	0.397218157895251	AR	X	66765882
cg21968169	0.0247097925852612	LOC338799;SETD1B	12	122241952
cg21968580	0.0693926346111161	DNAJB4	1	78470640
cg21968796	0.758827580638908	C21orf67;C21orf70	21	46358532
cg21969640	0.732838631714741	NA	NA	0
cg21970438	0.779709560869726	TTLL2	6	167738277
cg21972382	0.0340919830246792	CLIP4	2	29339076
cg21972430	0.0293050600411787	TPD52L1	6	125475126
cg21973276	0.0262117579447307	SMAD6	15	66994600
cg21973517	0.0484661372828435	VGLL4	3	11762253
cg21973800	0.0265808689489641	CINP;TECPR2	14	102829177
cg21974239	0.191259862130625	MAPK12	22	50700478
cg21974766	0.0129301716961452	CASD1	7	94138743
cg21974996	0.0305303561663625	C14orf156;ALKBH1	14	78174491
cg21975377	0.0207168278183165	FZD6	8	104311490
cg21978299	0.0889336531048771	MCTS1	X	119737955
cg21979032	0.894462354181406	CYP8B1	3	42917517
cg21982518	0.0273014517384868	TMC7	16	18995173
cg21983579	0.00697454318680962	CAPNS1	19	36630882
cg21984310	0.0142502492252928	C9orf128;TMEM8B	9	35829279
cg21985356	0.0275219029039493	LOC728723;ZBED3	5	76383200
cg21985470	0.819414753596342	NA	NA	0
cg21988041	0.0808949547078535	GLT8D2	12	104444060
cg21988465	0.635221740788756	GNAS	20	57429277
cg21989094	0.0145414064164957	MRPS12;SARS2	19	39421295
cg21989500	0.0201809133592022	NDUFAB1	16	23607577
cg21991396	0.356699687648603	NLRP3	1	247581417
cg21991830	0.0166710792653415	RB1CC1	8	53626936
cg21992250	0.509625215360722	SLC15A3	11	60718709
cg21993406	0.451512446249702	CENPH	5	68484783
cg21995126	0.142352176675237	NA	NA	0
cg22001782	0.0992353803517352	BCL9	1	147013236
cg22004151	0.0155461593550907	PPP2R5D	6	42952586
cg22005565	0.441543742237088	SLFNL1	1	41487437
cg22006386	0.0820239839222331	CATSPERG	19	38827378
cg22007326	0.0471519229438965	TMED2	12	124069649
cg22007439	0.0122102922591591	NA	NA	0
cg22009138	0.062860752774432	ERBB2IP	5	65222522
cg22009489	0.014966391183088	MYEOV2	2	241075960
cg22009923	0.480963520745558	CD151	11	832065
cg22010317	0.458669371444319	CXorf36	X	45060544
cg22012054	0.0309275002649897	ATP5B;SNORD59A	12	57039895
cg22012981	NA	ACOX2	3	58522689
cg22013966	NA	SERPINA13	14	95106170
cg22016571	0.301979725953004	MST4	X	131157426
cg22016649	0.226908440544754	PNPLA2	11	818917
cg22016818	0.0276690770606445	TULP3	12	3000126
cg22017387	0.163071959746278	VPS33B	15	91565357
cg22019980	0.0269475311611617	RNF146	6	127588823
cg22021786	0.868082492983366	WFDC8	20	44207288
cg22022041	NA	CCR9	3	45928137
cg22023770	0.122682705911257	C6orf114;GFOD1	6	13486545
cg22024281	0.00892859637841659	EXT1	8	119124108
cg22024657	0.614883919688709	SLC13A1	7	122839955
cg22024876	0.0174542820446262	KBTBD3;AASDHPPT	11	105948183
cg22025233	0.74469607364563	CYP2W1	7	1022904
cg22026853	0.0235386891936992	POU3F2	6	99282887
cg22029275	0.0463289920773439	FAM123A	13	25745784
cg22029504	0.0250440311847981	NA	NA	0
cg22030890	0.175925292887771	RAB32	6	146865233
cg22031736	0.0257345612319457	ANKRD54	22	38239648
cg22034555	0.0245756605652131	DHX36	3	154042159
cg22035229	0.943221422940306	MSH4	1	76262648
cg22036233	0.0286740612278661	ZFYVE26	14	68283005
cg22036988	0.05290134364354	SPSB4	3	140770345
cg22037121	NA	UNC80	2	210635618
cg22037648	0.0223482171224583	SEMA3B	3	50311009
cg22037919	NA	CCM2	7	45038995
cg22038738	0.674662196135853	PLAT	8	42064673
cg22039287	0.381598499329748	RIT2	18	40696075
cg22039846	0.651390917620358	NA	NA	0
cg22040627	0.032838612025702	SLC13A5	17	6617030
cg22041635	0.0152780384025678	HCN3	1	155247476
cg22041658	0.0359328832058607	POP4	19	30097344
cg22043361	0.0968774064477628	ZBTB1;ZBTB25	14	64970199
cg22044848	0.0403957762125379	RFTN1	3	16555311
cg22045288	0.652300965058747	C10orf91	10	134258421
cg22048492	0.0186946648252872	KAT5	11	65479309
cg22050705	0.0195748281149681	ZNF197	3	44666898
cg22050893	0.0673278178405238	MIR548N;FKBP7	2	179342982
cg22051636	NA	MRGPRX2	11	19081590
cg22051763	0.0514084215045552	UTP20	12	101673672
cg22051865	0.0174659233318287	ARHGEF17	11	73019002
cg22052955	0.043820584844458	RARG	12	53625898
cg22054164	0.425654520274783	ECE1	1	21617504
cg22054191	0.295202741890182	POU2F2	19	42637630
cg22055427	0.0197558357650631	P2RY1	3	152552440
cg22058458	0.017438560122786	HMGN3	6	79944186
cg22059008	0.756052430426443	NA	NA	0
cg22061523	0.0608609173899319	AFMID;TK1	17	76183551
cg22062068	0.136902759014545	RBMXL2	11	7110074
cg22062239	0.0308134846141209	VKORC1	16	31106011
cg22063056	0.00928583120744236	CLCC1	1	109505929
cg22063653	0.0245689691030866	BPGM	7	134331376
cg22063989	0.0241017580151954	RSPO1	1	38100795
cg22064129	NA	SLC14A2	18	43194482
cg22064451	0.620761493258303	TUBA1A	12	49583496
cg22064942	0.0342677192041328	SEC24B	4	110355472
cg22065439	0.0444302147804727	C5orf15	5	133304001
cg22065500	0.00919716817372795	TNPO3;LOC286016	7	128695353
cg22066521	0.814112248258304	ABCB5	7	20687223
cg22067472	0.0384895253755872	CYB5B	16	69458746
cg22068038	0.0179260184573263	PARP16	15	65578960
cg22068211	0.857207195982004	C3orf27	3	128295141
cg22068473	0.0768964148473758	DDIT4	10	74033403
cg22068764	0.0112986454748063	GORAB	1	170501645
cg22074467	NA	AKR1C2	10	5060566
cg22074666	0.839420873954798	NA	NA	0
cg22074858	0.0953102058857354	GBP3	1	89488430
cg22077101	0.157658011971484	MRPL22	5	154320902
cg22077553	0.834728186691258	MYOC	1	171621732
cg22080282	0.0327083630017977	ZADH2	18	72920932
cg22081096	0.183696802975289	ABCA6	17	67137953
cg22082243	0.0150090002305965	C10orf84	10	120101750
cg22082462	0.811112321195552	CPNE6	14	24540415
cg22083047	0.492252052085549	PRICKLE2	3	64211464
cg22083639	0.0206597009860024	SLCO5A1	8	70747646
cg22083798	0.0704763427456307	IGFBP3	7	45961401
cg22084336	0.0247423781802185	UBP1	3	33482401
cg22084611	0.197214447712651	SULF2	20	46414934
cg22085335	0.0363607185809248	KCNF1	2	11052081
cg22088368	NA	C22orf33	22	37404888
cg22088594	0.0747314213391783	FAM48A	13	37634133
cg22090592	0.493125684662204	INF2	14	105174642
cg22091798	0.0192262167146595	UBXN1	11	62446605
cg22093158	0.0888210746526381	OSBP	11	59383768
cg22096513	NA	UBA2	19	34919002
cg22100821	NA	SCRT2	20	656743
cg22101098	0.810298463238843	SLC17A1	6	25830789
cg22101147	NA	TMEM110	3	52931946
cg22101336	0.0416894829848	NA	NA	0
cg22103585	0.0232220760399392	CCNT1	12	49110427
cg22103999	0.0875387314226444	DNAJA3	16	4475555
cg22105022	0.838900759787965	SH2D3C	9	130508173
cg22105582	0.0275882231315405	RAB27B	18	52496070
cg22108175	0.315497429860714	LPL	8	19796591
cg22108265	0.0195712870707675	RAB6A	11	73471972
