Hybridization REF	TCGA-A2-A0EV-01A-11D-A032-05	TCGA-A2-A0EV-01A-11D-A032-05	TCGA-A2-A0EV-01A-11D-A032-05	TCGA-A2-A0EV-01A-11D-A032-05
cg25359581	0.317015654077619	DYNLT3	X	37706819
cg25361106	0.0736574490458382	TLX2	2	74740746
cg25361844	0.0293962928295827	SIPA1	11	65405362
cg25363317	0.0424970918362551	GTF2F1	19	6393052
cg25363445	0.156287863355907	ALX4	11	44326516
cg25366404	0.587493776499297	MOCS1	6	39895360
cg25368212	0.484723586492667	SSX1	X	48114506
cg25368651	0.970920946980526	DNHD1	11	6518287
cg25370441	0.225706135835944	FLJ20184	4	106473233
cg25371038	0.0250277834815461	TOP3B	22	22337141
cg25371088	0.0379607999712529	MRPL24	1	156710915
cg25371182	0.036547092018372	CTNS;SHPK	17	3539597
cg25371560	0.0155790751151701	MED18	1	28655380
cg25372103	0.207603492975175	DLL1	6	170599661
cg25372135	0.0157364956371328	CENPL;DARS2	1	173793934
cg25372195	0.485888317396549	DCD	12	55042293
cg25372693	0.0392250724048152	B4GALT4	3	118959985
cg25374813	NA	SLC23A1	5	138719374
cg25374854	NA	ABR	17	1083958
cg25375711	0.0134602324745807	TRMT12	8	125463057
cg25375764	0.619520488531903	ALDH5A1	6	24494665
cg25376316	0.400590020845862	CA5B	X	15756714
cg25377358	0.0264560699478672	SEC23IP	10	121651973
cg25378769	0.0100371236500023	C3orf37	3	128998233
cg25381844	0.0724448329164019	NA	NA	0
cg25383093	NA	PGM3;RWDD2A	6	83902161
cg25383242	NA	CNTNAP4	16	76343663
cg25384157	0.270971120119108	ARRDC1	9	140499132
cg25384595	0.234080752024553	LILRA1	19	55105156
cg25385272	0.021588440714573	TAF1A	1	222763149
cg25388528	0.350534733043799	KRTAP20-1	21	31987978
cg25391023	0.235413360738644	BTNL2	6	32374754
cg25392935	0.0106432698469156	VCL	10	75757809
cg25395108	0.0127586060354775	FGFR1OP	6	167412704
cg25396537	0.0188653373308676	TERF1	8	73921005
cg25397076	NA	RBP7	1	10057305
cg25397562	0.0113648321994819	ZNF653	19	11616711
cg25397779	NA	MRPL20	1	1343130
cg25398949	0.0209117682365048	RPS6KA5	14	91527472
cg25399367	NA	FBXO30	6	146136238
cg25400358	0.503524366806841	GPR137	11	64054159
cg25402049	0.878734901402418	PRDM2	1	14029875
cg25404088	0.0730363519889884	TRIOBP	22	38143168
cg25406518	0.44792193005494	DAK;DDB1	11	61102165
cg25406735	0.0157777462403473	FBXO32	8	124553149
cg25409040	0.0175477200848007	CSTF3	11	33183343
cg25410053	0.727679324982367	NA	NA	0
cg25410279	0.441844989449952	LAGE3	X	153707517
cg25411534	0.0208352899022048	TSGA10;C2orf15	2	99758462
cg25411725	0.847634615020164	SLC22A13	3	38306672
cg25412384	0.0133050864576956	LRP10	14	23341283
cg25412453	0.670171626310175	DCST1;DCST2	1	155006219
cg25413757	0.0114657626291448	TMEM206	1	212588395
cg25414165	0.7102124325874	C10orf11	10	77542488
cg25415932	0.198797421913842	OGG1	3	9791051
cg25416014	0.0191541783895657	MCF2L2	3	183146809
cg25416363	0.0256862267439666	RBM15	1	110881820
cg25416372	0.381645384835067	S1PR5	19	10628014
cg25417405	0.209047684868343	SLC27A2	15	50474129
cg25418748	0.0245664522068178	RUFY1	5	178977236
cg25418831	0.0157669529126455	VPS13A;LOC100286938	9	79792647
cg25420398	0.0484053761629714	RYK	3	133968920
cg25420583	0.0207122106494147	WBP1	2	74685602
cg25420952	0.680539913004865	AMBP	9	116841084
cg25421002	0.572257521639823	MMAA	4	146559547
cg25421647	NA	UBE2L3	22	21921833
cg25421694	NA	RAB5A	3	19988396
cg25422943	0.012797254640371	PCDH9	13	67804733
cg25423111	0.869468999981508	TSSK4	14	24675937
cg25423402	0.00848205776202837	IVNS1ABP	1	185286075
cg25423576	0.0544501425163427	RFX6	6	117197952
cg25424525	0.943626072798375	OTUD4	4	146096030
cg25424556	0.300702901735473	USP51	X	55515483
cg25425005	0.715552359508106	HBZ	16	202905
cg25425074	NA	C17orf53	17	42218912
cg25425078	0.0306066006504622	CCND2	12	4381777
cg25426302	0.324748437038356	PPT2;PRRT1	6	32120826
cg25426743	0.506741852499846	HOXA3	7	27166103
cg25427580	0.630997836385266	B3GALT1	2	168675357
cg25427638	0.612234578323898	NA	NA	0
cg25428293	0.0136824939673299	HMGXB3;TIGD6	5	149380217
cg25428451	0.0630503433621235	LOC339524	1	87597544
cg25429010	0.0222132243254451	IMP3	15	75932582
cg25430696	0.0332789010171441	TSR1;SGSM2	17	2240014
cg25431974	0.673384161412901	ECEL1	2	233352936
cg25432323	0.0318289692266116	AARS	16	70322827
cg25432696	0.122307979180754	CXCL6	4	74702728
cg25432997	0.0322063067109755	DVL2	17	7137540
cg25433648	0.389156645634429	S100A14	1	153588782
cg25434223	0.11060644444717	ELAVL3	19	11591491
cg25436946	0.02225310503224	TMF1	3	69101463
cg25437385	0.124451474712103	SLC35F3	1	234040833
cg25437402	0.0119394329448835	NA	NA	0
cg25438054	0.0263351634231577	NLN;SGTB	5	65017496
cg25438415	0.0271153974267927	ZNF426	19	9648876
cg25438440	0.0144775247899451	CLDND1	3	98241168
cg25438963	0.045606578222514	HIST1H3C	6	26045663
cg25443975	0.819489601781995	BRSK1	19	55794597
cg25446086	0.125103180766578	SYT11	1	155829549
cg25447894	0.258600280336102	CSDC2	22	41957443
cg25448636	0.0168351959450353	FLCN	17	17140084
cg25450806	0.840819868651917	PRDM2	1	14031383
cg25454755	0.0228510034410515	NR4A3	9	102584145
cg25454890	0.0452115051111218	CYP2R1	11	14913620
cg25455753	NA	C15orf32	15	93014970
cg25456959	0.128981493753356	ASB12	X	63446044
cg25457027	0.904140317596406	PROC	2	128175179
cg25457331	0.148718753495993	GMPR	6	16238547
cg25458920	0.0318326640964354	NA	NA	0
cg25459323	NA	SEPT3	22	42372359
cg25459778	0.0103840625873209	CRAMP1L	16	1664582
cg25461905	0.790179080326272	C1orf49	1	178481807
cg25461934	NA	PROCR	20	33759150
cg25462291	0.0969803547214769	NA	NA	0
cg25462303	0.49352830487806	GCET2	3	111852156
cg25463135	NA	GBP7	1	89641171
cg25463409	NA	COX7B2	4	46848264
cg25463428	0.0140780749714025	TBC1D10B	16	30381109
cg25463779	NA	FAM101A	12	124773236
cg25464840	0.349690781432026	FRMD4A	10	14372910
cg25465406	0.505088597361138	GUCY2D	17	7906098
cg25465634	0.0201774252938279	DLGAP5	14	55658290
cg25466368	0.024466919528787	HES1	3	193853978
cg25466974	0.0133015398087886	SLC30A1	1	211752620
cg25467043	0.0247318079006605	NA	NA	0
cg25467603	0.00899949380139131	WDR18	19	984168
cg25468723	0.0170396134538735	SEZ6L	22	26566058
cg25470175	0.019421069485503	FAM73A	1	78245521
cg25473396	0.0743174883162555	NA	NA	0
cg25475171	0.0129080324875819	SV2B	15	91643132
cg25475443	0.830896600634848	CHST15	10	125806388
cg25476145	0.022438368875831	GALT	9	34646939
cg25477181	0.015488485406252	PITPNB;LOC284900	22	28314676
cg25477904	NA	PSG1	19	43383405
cg25477928	0.0328021724218084	ITSN2	2	24583610
cg25478157	0.0123696552289232	CEP350	1	179924306
cg25478603	0.192693398887584	ALDH1B1	9	38392535
cg25479216	0.0131013286527365	NANS	9	100818684
cg25481253	0.141920130817498	TAS2R38	7	141673384
cg25482967	0.136492176077563	MRPS10	6	42185468
cg25483003	0.139734861903446	ENTPD2	9	139948856
cg25483839	0.0438009156008596	RAD23B	9	110044887
cg25484319	0.0876792851070843	RDH11	14	68162304
cg25484373	0.0193632544201269	FAM173B;CCT5	5	10250304
cg25484904	0.371175809659645	CWH43	4	48988015
cg25485128	0.0134205544592656	UBA2	19	34919831
cg25485913	0.369922565318458		19	49568962
cg25487438	0.0276498038326824	DCAF11	14	24584340
cg25488021	0.606920945944644	EPB41L2	6	131277447
cg25488082	0.0192696922367777	PNO1;WDR92	2	68384862
cg25488206	0.0588994351756622	RBM9	22	36236303
cg25488547	0.443916981620784	CHM	X	85303309
cg25490410	NA	TUBGCP5	15	22833975
cg25490411	0.015790753982485	MANBA	4	103681941
cg25492727	0.0112332520186364	OLA1	2	175113587
cg25494064	0.749517329959611	TMOD1	9	100286340
cg25494227	0.281646416333357	C12orf59	12	10331614
cg25494789	0.0209764939243321	KIF11	10	94353331
cg25495394	0.0176543853361526	SAP18	13	21714725
cg25499017	0.0112403905952329	CIT	12	120315162
cg25499099	0.2151167856378	TNK1	17	7284662
cg25500285	0.0154220750141597	EIF4EBP1	8	37888493
cg25500444	0.13166871058961	CCDC81	11	86086101
cg25501446	NA		10	62535392
cg25503559	0.0318115828198131	MRPL24	1	156710998
cg25505610	0.0275897677758067	EIF3M	11	32605184
cg25505974	0.0200921876298535	C21orf59	21	33984651
cg25506396	0.0270493112786957	NA	NA	0
cg25506900	0.0874102931861847	CASKIN2;TSEN54	17	73512855
cg25507001	0.201646344811371	NME5	5	137475288
cg25509184	0.687372451746001	CFTR	7	117119382
cg25510610	0.0191746311036492	WHSC1L1	8	38240894
cg25511429	0.566020519447715	NRN1	6	6008125
cg25511807	0.484333302594388	MMP7	11	102401438
cg25512587	0.122541915260818	SLC2A6	9	136344026
cg25513133	0.0183831519162383	C6orf72	6	149887296
cg25514304	NA	PSEN2	1	227059109
cg25514503	0.694103094914193	PER3	1	7845070
cg25515063	0.0143526559828236	POP5	12	121019412
cg25516544	0.0103349802899141	SCYL2;DEPDC4	12	100660816
cg25519930	0.261594566742156	CACNA1C	12	2161640
cg25522312	0.0329050251316079	MAD2L1	4	120988417
cg25523185	NA	CTPS2	X	16730999
cg25523753	0.0283823439245852	ABHD2	15	89631191
cg25524350	0.0241146581847728	SGCE;PEG10	7	94284893
cg25524473	0.0742193098083238	DUSP5	10	112258394
cg25526759	0.914047763581365	GP1BA	17	4836171
cg25527547	0.478579387914066	ZNHIT1;PLOD3	7	100862300
cg25530169	0.017940545432456	SPIN1	9	91002900
cg25531166	0.628799363316454	NA	NA	0
cg25533361	0.0181218395463666	EIF3B	7	2395147
cg25533774	0.367883233692656	SOSTDC1	7	16505409
cg25535027	0.0304423393004785	SLC39A7;RXRB	6	33169019
cg25536300	0.00689999568643349	PTBP1	19	797459
cg25536676	0.017814417313548	DHCR24	1	55353327
cg25537724	0.0186183164365653	MAP4K3	2	39663782
cg25537774	0.00940462266099697	AGPAT2	9	139581745
cg25537962	0.0378381363233486	CD109	6	74405564
cg25538571	0.124328922609505		8	49502710
cg25539131	0.916472620403949	VHL	3	10189941
cg25543604	0.0103936506706805	EID2B	19	40023503
cg25543676	0.0182953079092139	SMARCE1	17	38803968
cg25544551	0.011262985327771	NFYB	12	104531891
cg25545088	0.584723237012684	ABCC10	6	43398446
cg25545182	0.0933136653247943	DRG1	22	31795303
cg25545210	0.593213261916716	NA	NA	0
cg25545845	0.0559459057213502	NA	NA	0
cg25546588	0.0231322397424993	IL15	4	142557391
cg25547939	0.717811709723086	VEGFB;DNAJC4	11	64001094
cg25548825	0.633104297543395	TBX10	11	67407037
cg25549230	0.0104047789809993	ZNF460	19	57791887
cg25549413	0.0275821620229556	NA	NA	0
cg25549459	0.0617255014276318	POU3F3	2	105471252
cg25550573	0.249566894349777	NA	NA	0
cg25551168	0.527365836713444	AVP	20	3065343
cg25552492	0.0821320856061198	LGI3	8	22013999
cg25552889	0.607005021782848	FAM131A	3	184057683
cg25553916	NA	RMND5B	5	177558755
cg25554036	0.082680127333168	WFS1	4	6271136
cg25555137	0.0130266686383171	BCR	22	23522748
cg25556101	0.0199285033903738	RPS19BP1	22	39928765
cg25557858	0.0897460888733836	EXTL3	8	28558598
cg25558099	0.0604451195837696	TOP3A;SMCR8	17	18219121
cg25559100	0.0185634636294386	CSNK2A1	20	524528
cg25559243	0.020431147937572	NA	NA	0
cg25559625	0.0201643282549968	EDN1	6	12290322
cg25560840	0.0169475135941883	KIAA0427	18	46065767
cg25563456	0.0283417271520406	WT1;WIT1	11	32456069
cg25563642	0.0263196896478373	RPL18AP3;RPL18A	19	17970314
cg25564800	0.0225671708558625	KPNA1	3	122234134
cg25565479	0.0990203754836003	PANX1	11	93861779
cg25567232	0.892615180463378	GSTA5	6	52710314
cg25568243	0.0118443261637464	DEM1	1	40974465
cg25569462	NA	TRIML2	4	189026860
cg25569582	0.021725543486857	BRD3	9	136933818
cg25572812	0.071934922083533	DCDC1;DNAJC24	11	31391649
cg25573386	0.259745169778773	CAPZA3;PLCZ1	12	18890579
cg25574024	0.245563561940235	IGF2AS;INS-IGF2;IGF2	11	2161894
cg25574548	NA	SLMO2	20	57618146
cg25575065	0.0321805089819473	ARSA	22	51066394
cg25575359	0.0163360531572366	PRPF19	11	60673661
cg25577842	0.0554704914333837	WIT1	11	32459760
cg25580018	0.0141042234306175	ADAMTSL2	9	136399808
cg25580076	0.737763203693848	C10orf2;MRPL43	10	102748541
cg25583174	0.0162295498875837	FGF2	4	123748386
cg25584626	0.0266171603932984	PRR16	5	119800234
cg25587233	0.553996736627171	CRAT;PPP2R4	9	131872005
cg25589890	0.140730656655796	ULBP1	6	150284777
cg25590938	0.0353902268489554	C9orf119;GOLGA2	9	131038362
cg25591670	0.319031400239946	CXorf26	X	75392807
cg25591867	0.0377854466785384	CKAP4	12	106641008
cg25593040	0.021986664196653	DDX18	2	118572325
cg25593948	0.0705893056912769	TFAP2B	6	50786670
cg25595446	0.0202889126541652	PRMT1	19	50180579
cg25596297	0.0627667625725693	PAX3;CCDC140	2	223162875
cg25598083	0.291320708326455	ACOT2	14	74034893
cg25599211	0.751797864722186	P4HA3	11	74023050
cg25599242	0.0396108869213783	RARRES3	11	63304337
cg25600236	0.608899065303092	NA	NA	0
cg25600606	0.967291475919595	HIPK3	11	33308345
cg25602457	0.0323329471522371	DCC	18	49868101
cg25604883	0.226188945211397	AK5	1	77747387
cg25605045	0.012178284395297	ANKRD39	2	97523931
cg25605408	NA	C12orf76	12	110505565
cg25607161	0.254723748358661	OR1A1	17	3117953
cg25608041	0.55413514526167	TBC1D1	4	37891834
cg25608949	0.28318277455758	TMPRSS3	21	43816355
cg25611931	0.023072380136254	C2CD2L	11	118978508
cg25612145	0.949482606145903	STK31	7	23749639
cg25612480	0.554076606622465	UBE2V2	8	48920460
cg25615963	0.055314111457808	NA	NA	0
cg25616762	0.0118537567263616	CLPTM1L	5	1345650
cg25619607	0.0178320467256173	IMPACT	18	22006735
cg25620220	0.735668440056077	LRRN4CL	11	62457325
cg25622628	0.0154040651269899	C19orf24	19	1275762
cg25623459	0.527484105995009	TNNI2	11	1861344
cg25623640	0.249839342037185	NA	NA	0
cg25624712	0.0153094649825594	NA	NA	0
cg25629118	NA		6	146113270
cg25629694	0.208559550091667	SMURF2	17	62657497
cg25631352	NA	ADD2	2	70995527
cg25632001	0.0257990643065002	MRPL36	5	1799723
cg25632203	0.0161587751029566	ZNF643	1	40915497
cg25634666	0.510114708685187	FOLR3	11	71846788
cg25635316	0.0525899852709548	CCDC126	7	23637023
cg25635352	NA	B3GALNT1	3	160822720
cg25635500	0.602647521592357	RASL10A	22	29712139
cg25636075	0.948465979558082	TMEM41A	3	185217761
cg25637824	0.0124138481036953	TMEM48	1	54304148
cg25638984	0.0331299621294899	TMTC2	12	83080830
cg25640176	0.0169626091075542	GFOD2	16	67752877
cg25645462	0.509863144684493	GPR56	16	57653702
cg25645748	0.705861335075674	AKAP14	X	119029933
cg25650110	0.0176069626820974	ZDHHC8	22	20119463
cg25650811	NA	CCDC129	7	31557075
cg25651505	NA	VAMP5	2	85812023
cg25651984	0.645471245522141	MAGEC1	X	140991592
cg25653103	0.0341887329311181	SEPX1	16	1993130
cg25655096	0.403214082250604	LPAR5	12	6745292
cg25657700	0.623349476665437	SNRPN	15	25123491
cg25657834	0.0456774757479627	NTSR2	2	11810365
cg25658178	0.0187406733311093	NA	NA	0
cg25658980	0.0147477547956163	ALDH16A1;PIH1D1	19	49955004
cg25659818	0.232841667616143	NA	NA	0
cg25661781	0.0467550613083714	WIPI1	17	66454311
cg25661884	0.271520659360234	RDH8	19	10124267
cg25662535	0.0506065096706717	ART5	11	3663801
cg25662680	0.0170087594022131	CENPT;NUTF2	16	67880587
cg25664034	0.112677099771769	FLNC	7	128469891
cg25664725	0.0113539353228468	NAGLU	17	40688138
cg25665528	0.817627061137199	C16orf79	16	2260870
cg25665697	0.288941662947642	LCTL	15	66857881
cg25667202	0.0213149974396603	RPS27	1	153963072
cg25668368	0.0777825008479172	KCNH7	2	163695882
cg25668626	NA	OAS1	12	113343603
cg25670376	0.366994705971112	MBTD1	17	49295249
cg25670900	0.730018834073287	ZCCHC5	X	77914054
cg25671438	0.581584086478214	ACAP1	17	7240223
cg25671651	0.0146484512056451	ALS2CR8;WDR12	2	203776787
cg25672287	0.0104779050679624	DECR2	16	452092
cg25673373	0.0119179714042972	ARL4D	17	41476379
cg25674286	0.226889078863741	ADORA3	1	112046915
cg25675349	0.0133507641242345	TEX264	3	51705680
cg25677688	0.694807295812315	TAS2R19;PRR4;PRH1	12	11176386
cg25677709	0.714750357590248	NDST1	5	149900459
cg25680829	NA	LHX4	1	180198309
cg25681177	0.0850132226256868	GAPDHS	19	36024313
cg25682080	0.220279140611517	APOA5	11	116663103
cg25682559	0.0258883050329791	FHOD3	18	33877021
cg25682936	0.174272336387459	SF3A3	1	38455768
cg25683012	0.0130815498439889	BAZ2A	12	57030113
cg25683185	0.896611637534048	ACRBP	12	6756088
cg25683904	0.17055479612195	NA	NA	0
cg25685640	0.0371184094552316	E2F8	11	19262412
cg25685838	0.85092424458949	GDPD2	X	69643844
cg25687894	0.0731593263642498	ACLY	17	40075716
cg25689649	NA	OCEL1	19	17336377
cg25689955	NA	KBTBD4;NDUFS3	11	47601700
cg25690265	0.800137299161238	TMC5	16	19467942
cg25691167	0.102676088026426	FERD3L	7	19184961
cg25692323	0.257261813543284	ZNF485	10	44101569
cg25692621	0.172806087951123	ASB4	7	95115163
cg25694542	0.0163974252122911	ZFYVE1	14	73493846
cg25697050	0.952448549162739	NA	NA	0
cg25697314	0.288912534931353	IL26	12	68619556
cg25699533	0.0173356150784773	UBA52	19	18682841
cg25705900	0.0336297340200538	RNF144A	2	7057402
cg25707005	0.0266699726701251	DNAJC18	5	138775200
cg25708912	0.820132249270056	DUSP21	X	44703486
cg25710140	0.38964802208064	MID1	X	10852037
cg25711779	0.561415627702393	EFEMP1	2	56149825
cg25712380	0.293054164673533	NA	NA	0
cg25713185	0.145965736663716	SLC19A3	2	228582486
cg25713309	0.0139505445355881	OCEL1	19	17337319
cg25714610	0.267069012134542	FAM3A	X	153744216
cg25716286	0.0109968616545575	MED18	1	28655639
cg25716740	0.010794073184742	MBTD1;UTP18	17	49337652
cg25716871	0.0195910678640926	MAPKAPK3	3	50654228
cg25717844	0.0416204707333853	GAL3ST4	7	99765818
cg25718402	0.0121063354386053	CLDN7	17	7165909
cg25718438	NA	WFDC5	20	43743921
cg25720804	0.393028521571763	TLX3	5	170736389
cg25722142	0.24230230920828	CITED2	6	139695762
cg25723866	0.794213868706004	LTBP4	19	41099080
cg25724441	0.0807246831615678	KCNJ2	17	68165759
cg25725843	0.396520217510467	ST6GAL2	2	107504169
cg25729068	0.0280615223257468	TC2N	14	92303235
cg25729716	0.746948342526201	CD79B	17	62010607
cg25729765	0.0261701952484525	SP3	2	174829932
cg25729957	0.0231631157914535	C10orf32	10	104614136
cg25732252	0.46057554169236	ST6GALNAC4	9	130679915
cg25734864	0.728021466224562	PROZ	13	113812986
cg25735280	NA		5	31638951
cg25736482	0.247475419340954	MBOAT7;TMC4	19	54677232
cg25737491	0.0252249427081806	GABARAP	17	7145532
cg25737664	0.433338993166033	SIRPD	20	1538671
cg25737836	0.823979634365868	C21orf57;MCM3AP	21	47705150
cg25738273	0.0228364532988027	DUSP26	8	33457336
cg25739003	0.0374809166562066	EEF1G	11	62341260
cg25741319	0.0264347055277791	CCDC138	2	109402933
cg25741452	0.0638513004330342	KITLG	12	88974161
cg25741794	0.0278425120903748	EFHD2	1	15736999
cg25742201	0.0547013588840867	AATF	17	35306863
cg25743584	0.783712700940319	TIAF1;MYO18A	17	27402893
cg25745343	NA	PLEKHB2	2	131862633
cg25746138	0.0269550159338845	MLL4	19	36209626
cg25748127	0.0169405987706794	NA	NA	0
cg25748736	0.194234235292321	NA	NA	0
cg25750259	0.0217321846848617	TTPAL	20	43104962
cg25750404	0.027387242938662	VAMP1	12	6579648
cg25751295	0.0239231915621999	DUSP4	8	29208540
cg25752527	0.0142849671741075	UBXN4	2	136499146
cg25753817	0.130924925214571	INPP1	2	191208232
cg25755261	0.0161056842970032	PPP2R3C;KIAA0391	14	35591781
cg25756129	0.0138673926757018	TRA2B	3	185655915
cg25757737	0.0329513634609977	PTPN23	3	47423140
cg25758314	0.250925742362677	RENBP;NAA10	X	153201025
cg25759381	0.727507397030889	TSSK2;DGCR14	22	19118539
cg25759517	0.0156487609331915	PYCR1	17	79895006
cg25760229	0.0186587208257015	CACNA1H	16	1203595
cg25762395	0.0440622657052655	LOC100133612;C1orf174	1	3816842
cg25762706	0.564432854383691	STMN4	8	27115867
cg25763788	0.566865894558707	HTR1B	6	78172950
cg25764191	0.471121878344372	NA	NA	0
cg25764464	0.0223421120989426	PLEKHA5	12	19282832
cg25764570	0.268785914364299	HLA-DRA	6	32407289
cg25766046	0.155047822994379	ROR2	9	94712122
cg25766774	0.229817812648195	ZDHHC3;EXOSC7	3	45018909
cg25769980	0.958583100593008	TLR6	4	38830902
cg25770411	0.822729919077101	GTF2IRD1	7	73946901
cg25771195	NA	C16orf80	16	58163814
cg25771201	0.53691161420028	NA	NA	0
cg25775449	0.868206850535197	LTB4R;CIDEB	14	24781881
cg25776555	0.0195921978805031	ZNF614	19	52531777
cg25778166	0.522881619820879	FMO3	1	171059935
cg25778479	0.115205858251543	BZW2;ANKMY2	7	16686771
cg25780543	0.37435403053428	HTR5A	7	154862770
cg25781123	0.0313552267480072	THUMPD3	3	9404598
cg25781162	0.550391476465112	ABCG8;ABCG5	2	44065996
cg25781202	0.0208903332829909	RNF122	8	33424350
cg25782229	0.310006624706935	WT1	11	32450692
cg25782563	0.0389083918072764	MED9	17	17380313
cg25784308	0.173923735982341	FAM123C	2	131513216
cg25784394	0.015655649741891	TROAP	12	49717037
cg25785378	0.027774045822771	MED15	22	20862326
cg25786436	0.0173643290363377	PRKAG2	7	151573913
cg25786862	0.0231604136112918	CENPQ;MUT	6	49431288
cg25787984	0.465620622470682	DKK3	11	12031508
cg25788012	0.0120410507415269	EXOSC4	8	145133899
cg25791888	NA	HSF2BP;RRP1B	21	45080032
cg25797366	0.935514081984956	NA	NA	0
cg25799433	0.0797786438040182	SIRPB1	20	1600623
cg25799986	0.206794515026934	WFDC2	20	44098281
cg25802093	0.630095726645764	SPAG6	10	22634038
cg25802424	0.102450484578408	IRS2	13	110438937
cg25802871	0.220095528400461	FTSJ2;NUDT1	7	2282184
cg25803423	0.0309708486138962	C14orf119;ACIN1	14	23563820
cg25803583	0.734326589154377	SERPINF2	17	1648622
cg25806808	0.142168125903002	CXCL1	4	74734924
cg25807810	0.0134955364352955	NA	NA	0
cg25808839	0.0146307884541723	LACTB	15	63414067
cg25808906	0.0355850155177796	DGKG	3	186080023
cg25809905	0.629755170970223	ITGA2B	17	42467728
cg25811575	0.0365560026778181	EGR3	8	22551274
cg25811820	0.0266053472333464	PLAGL2;POFUT1	20	30795836
cg25812668	0.155237067097097	MID1IP1	X	38662926
