Hybridization REF	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05
cg20291846	0.0803207572860313	ADAM17	2	9696659
cg20295000	0.0157053344057479	LONP2	16	48278285
cg20295671	0.00596414110319652	YPEL1	22	22090486
cg20300246	0.0914358968089209	LHX3	9	139096747
cg20300655	0.720303844819607	CATSPER3	5	134303572
cg20301340	0.0200008596198652	CCDC97	19	41815941
cg20302307	NA	NUMB	14	73925368
cg20303303	0.00510790388264583	WDR1	4	10118265
cg20304401	0.0713150198613921	PABPC1	8	101733920
cg20305610	0.0134762099991801	PDLIM5	4	95373302
cg20305726	0.152651689620202	DEFB126	20	123613
cg20308511	0.100450572107615	SAT1	X	23801056
cg20308679	0.0232185154140298	FRZB	2	183731407
cg20308817	0.943991931606196	CLEC11A	19	51225848
cg20311501	0.0251814390811394	APC	5	112073502
cg20311730	0.357742597600209	NLRP10	11	7985183
cg20312228	0.641587974988743	CCDC37	3	126113707
cg20312475	0.0282081980403848	GPRC5B	16	19896461
cg20312687	0.1025022894913	DEFB118	20	29956585
cg20313722	0.377222074632531	NA	NA	0
cg20314325	0.010917984726477	CASC5	15	40886501
cg20314660	0.0171265475685461	DDX39	19	14530105
cg20315136	0.0115012531925354	RGS2	1	192777870
cg20315643	0.016699704552985	TAF1C	16	84220562
cg20315951	0.0295638660476055	OVOL1	11	65554398
cg20317180	0.0115213392744712	FIZ1;ZNF524	19	56111252
cg20318748	0.0349470386899471	NANP	20	25605178
cg20319264	0.0154645214167207	NIPSNAP1	22	29977203
cg20319405	0.0100147648318237	EIF4G2	11	10830230
cg20320468	0.647831783547883	NA	NA	0
cg20322862	0.591690789587815	TGIF1	18	3412088
cg20322876	0.0132175919118813	C11orf93;C11orf92	11	111170104
cg20322977	0.716111877970462	CYP26C1	10	94821085
cg20324165	0.154658809592538	KRT8	12	53299145
cg20325517	0.0492511014951201	JRKL;CCDC82	11	96123557
cg20326853	0.0199884539122163	CPSF1	8	145635294
cg20326867	0.0100996732270645	STIM2	4	26862483
cg20328328	0.0163364740885809	CALM1	14	90863801
cg20329958	0.049271584184384	CRH	8	67090250
cg20330296	0.0383024461887386	NDUFS7	19	1383349
cg20330472	0.760337810255805	EYA4	6	133561932
cg20331177	0.906151037743456	KRTAP4-2	17	39334970
cg20333306	0.856009019808027	NA	NA	0
cg20334738	0.957126926705848	MAB21L2;LRBA	4	151502939
cg20337106	0.673932222002306	NA	NA	0
cg20337385	0.0209824561587322	PNN	14	39644624
cg20339230	0.0198798545119982	ST8SIA2	15	92937360
cg20339650	0.0728987233007909	INS-IGF2;IGF2AS;IGF2	11	2160882
cg20340242	0.523959534588652	IL1R2	2	102608349
cg20340596	0.60986659692952	HPS1	10	100206925
cg20342082	0.810819580128627	PRSS38	1	228003402
cg20342105	0.31469410617358	BSCL2;GNG3	11	62474910
cg20345446	0.0352490039580599	OSBPL5	11	3186804
cg20345840	0.0340100265953112	SLC2A1	1	43424417
cg20345978	0.0108196457851425	HMGN2	1	26798271
cg20346096	0.090808585400292	C18orf22	18	77794830
cg20346122	0.0179282548110847	IFT122;MBD4	3	129158634
cg20346726	0.0698900597644458	C11orf70	11	101918403
cg20347268	0.131152417110578	TP53I3	2	24307657
cg20349377	0.80501064617341	KLHL1;ATXN8OS	13	70683127
cg20349625	NA		16	81804389
cg20349695	0.0457226833142451	FUT10	8	33330484
cg20352371	0.930582861003524	NA	NA	0
cg20352798	0.166012994291062	ZP3;SRCRB4D	7	76027066
cg20353465	0.031944357434323	ABHD1	2	27346528
cg20354892	0.0265940974496368	NA	NA	0
cg20356482	0.939654243004831	FBP2	9	97356092
cg20357628	0.040700575650606	PHACTR3	20	58179847
cg20357806	0.290530699813161	PPBP	4	74853779
cg20358834	0.00901188292003318	LRFN4;PC	11	66624256
cg20359349	0.910140251050008	C17orf88	17	41994531
cg20360244	0.0157144607957331	NA	NA	0
cg20361540	0.0264435950364202	VPS37B	12	123380447
cg20362772	0.00676519505881642	PDLIM1	10	97050690
cg20366831	0.847649249401952	APBA3	19	3760955
cg20366832	0.0879894107445221	LLGL2	17	73520850
cg20366906	0.231088018289835	PCDH8	13	53422381
cg20367072	NA	ETFB	19	51869687
cg20367961	0.355327695127217	EDN2	1	41950237
cg20368904	0.852113547589911	TNFAIP2	14	103593088
cg20368979	0.0183386342803005	COX18	4	73935086
cg20369763	0.027012980073646	FNDC4	2	27718173
cg20370277	0.0549553507663824	NCKIPSD	3	48722908
cg20371650	0.366985032534466	PRAF2	X	48931388
cg20371891	0.0190362455169467	RAB20	13	111213752
cg20372689	0.0810988994408456	RCN2	15	77223719
cg20373326	0.845223754773442	HSD17B2	16	82068803
cg20375554	0.0221830851976317	ARHGEF2	1	155948129
cg20375690	0.0130103883573934	TMEM51;C1orf126	1	15478898
cg20376767	0.753817814888183	NA	NA	0
cg20376899	0.0407681554442401	EDN1	6	12290779
cg20377673	0.00836527656847079	MIF	22	24236292
cg20377677	0.0441940966749153	NA	NA	0
cg20377762	NA	TMEM61	1	55447028
cg20377955	0.431441761229213	SP8	7	20827825
cg20379012	0.0322024087822639	NSMCE2;KIAA0196	8	126103681
cg20379125	0.0139595189510402	NOV	8	120428519
cg20380069	0.0139928269646222	MSI1	12	120806617
cg20383064	0.935180803223239	BFSP2	3	133117420
cg20385229	NA	ALKBH1;C14orf156	14	78175470
cg20387341	0.418679401873799	FGF10	5	44389282
cg20387706	0.875840677715034		2	102097314
cg20389709	0.0116078974012363	NA	NA	0
cg20391984	0.0271355894121602	CAMK2D	4	114683822
cg20392764	0.95102411232119	ASCL2	11	2293117
cg20394284	NA	JAK2	9	4984206
cg20395072	NA	GNPNAT1	14	53258601
cg20395128	NA		19	4243436
cg20395892	0.319190037601141	IRAK3	12	66582780
cg20395940	0.233720743035795	TTC13;ARV1	1	231115087
cg20398120	0.970430918342815	PRKAG3	2	219696690
cg20398399	0.457607051955186	KLHL6	3	183273807
cg20399252	NA	EBPL	13	50266227
cg20401181	0.0213466052265437	SLC30A7;EXTL2	1	101361718
cg20401549	0.38752042598536	PRKY	Y	7141681
cg20401945	0.372282847944004	ASPHD1	16	29912460
cg20402382	0.035390883190437	APEH	3	49711530
cg20404387	0.131865530936795	FAM43B	1	20879296
cg20406374	0.0478691713921953	SQSTM1	5	179248352
cg20406482	0.111364525189428	KCNH4	17	40333521
cg20406878	0.640412658333751	NR5A2	1	199996237
cg20411654	0.0127461208056873	CLPB	11	72145355
cg20414506	0.926199160922585	CAMSAP1	9	138775936
cg20415809	0.0408730375698524	ITGA4	2	182321855
cg20416179	0.303632016221794	IYD	6	150690143
cg20416767	NA	TCEAL8	X	102510270
cg20419410	0.00842355286532227	INSIG1	7	155089803
cg20420254	0.00936623100471426	SMPD1	11	6411394
cg20420433	0.335101897153077	MNX1	7	156804561
cg20422318	0.27882503447396	MED27	9	134955070
cg20423977	NA	BACE2;PLAC4	21	42557641
cg20424530	0.0338684801342886	PUS7L;IRAK4	12	44152509
cg20425130	0.808641570090768	KLHL6	3	183273245
cg20425293	0.0254265132861374	MRPL42	12	93861147
cg20426860	0.1196870333207	TMEM161A	19	19248839
cg20427865	0.794385292618634	CX3CL1	16	57406353
cg20427879	0.0603456382835659	MIR330;EML2	19	46142784
cg20429911	0.0252773172476541	LDHA	11	18416535
cg20430063	0.0105107618442921	MSRB3	12	65672888
cg20430101	NA	NDUFB11;RBM10	X	47003160
cg20430816	0.0139325557119646	STBD1	4	77228354
cg20433014	0.0527249162343213	CYP1A1	15	75018583
cg20434811	0.0132263097421996	FAM194A	3	150421723
cg20436912	0.258787153882353	SEC14L4	22	30902642
cg20437604	0.174259582888104	ANXA9	1	150954554
cg20439022	0.766307060047297	SLC16A8	22	38478787
cg20441175	0.0229114290884231	DNAJC9	10	75007251
cg20442697	0.82817966631712	LRRC17;FBXL13	7	102553432
cg20442709	0.064600950267566	NA	NA	0
cg20443314	0.240190700263686	VPS25	17	40925245
cg20444256	0.113223982730498	CKM	19	45826341
cg20447773	0.00821897355977564	C11orf61	11	124670426
cg20449692	0.792440640720124	CLDN11	3	170136920
cg20449833	0.0159752896772425	RHOQ	2	46770299
cg20450764	0.0813824696818436	TSPAN7	X	38420326
cg20451369	0.069043609335976	LOC219347;C10orf57	10	81838320
cg20451680	0.144782462348409	ESM1	5	54281336
cg20451718	0.025690414690347	C21orf67;C21orf70	21	46360372
cg20451802	0.0241199338515279	EXOC4	7	132937811
cg20452583	0.0175159823705359	PMM2;TMEM186	16	8891910
cg20456055	0.0533266156231756	ABCB8	7	150725256
cg20458981	0.0382663361051394	NAA16	13	41885231
cg20461541	0.0198684847092872	PRKRIR	11	76092535
cg20466045	0.0350542330888757	CCT8	21	30445936
cg20466180	0.090690311651933	SCHIP1	3	158991638
cg20468883	0.0491934313664377	BNIP2	15	59982396
cg20469837	0.165740416952092	GALNT5	2	158114300
cg20470275	0.0155685701317864	SNX24	5	122180934
cg20472189	0.652937724937664	VENTX	10	135051475
cg20472433	NA	TKT	3	53289400
cg20473453	0.875249894030416	TMEM27	X	15683007
cg20476877	0.0154742722687346	ISCU;SART3	12	108956650
cg20477070	0.0196889959116859	ARG2	14	68086717
cg20477318	0.0240027907584656	TIMM23	10	51623047
cg20478514	0.010845165916465	SCCPDH	1	246887464
cg20481343	0.0153622954683979	MAP7	6	136871089
cg20482071	0.00663600025577393	HEXB	5	73981186
cg20482364	0.0469971249978837	NACA	12	57118673
cg20483016	0.0353729478806775	TTC5	14	20774219
cg20483374	0.796127262316019	C1QTNF5;MFRP	11	119211646
cg20483763	0.994055257141304	CABP4	11	67223174
cg20484002	0.387496183155751	NA	NA	0
cg20484306	0.00688819372717423	MAP2K1	15	66679669
cg20484352	0.0575018654302697	FAM114A1	4	38869779
cg20485165	0.914834852389478	WFDC12	20	43753049
cg20488657	0.913639150929985	TFF3	21	43736926
cg20491707	0.0449360954515266	PPYR1	10	47083283
cg20492121	0.0117898820692759	GLUL	1	182361258
cg20492401	0.0207675287397142	KIAA0195	17	73452580
cg20492869	0.0551123613532951	TAF1A	1	222763419
cg20492912	0.318301925538996	UBE4A	11	118230053
cg20492933	0.0303877194568099	MRPL22	5	154320616
cg20495040	0.112957592520783	RAG1AP1	1	155107961
cg20496643	0.0265940974496368	RASL10B	17	34058597
cg20497627	0.0113918873817513	MTIF2	2	55496490
cg20498685	0.039836417936315	TWIST1	7	19156086
cg20500081	NA	FBXO24;LRCH4	7	100185177
cg20500126	0.950332160017376		17	3714258
cg20503117	0.0270153575487505	ARL8B	3	5164013
cg20503329	NA	COL15A1	9	101705792
cg20504202	0.535931825157682	TSR2	X	54467052
cg20506766	0.0138199638039642	MFN1	3	179065432
cg20506783	0.0290863396422849	ARHGAP22	10	49813412
cg20507276	0.0740098378155896	OR2L13	1	248100600
cg20509080	0.0183325937715618	ARHGEF3	3	56835873
cg20512303	0.808002478075828	PDLIM4	5	131592959
cg20513206	NA	PLD3;C19orf47	19	40855502
cg20514061	0.275378182421556	MID2	X	107069338
cg20514617	0.161596171427756	NA	NA	0
cg20516209	0.602521873428784	EMILIN1	2	27301943
cg20518716	0.0202140214190504	EEF1G	11	62342076
cg20519035	0.964920368779856	FAM83H	8	144811238
cg20520365	0.905806525017943	NECAB3;C20orf144	20	32250069
cg20520725	0.0702013271236326	HIST1H2BG;HIST1H2AE	6	26217564
cg20520888	NA	SPATC1	8	145086243
cg20523861	0.265557750755587	KLHL1;ATXN8OS	13	70682324
cg20524216	0.0513672044208779	C3orf75	3	47555100
cg20525378	0.0577901751649295	C1orf9	1	172501430
cg20525549	0.0184240190200086	CRLF3	17	29151924
cg20526800	0.500363816035343	FAM83C	20	33880825
cg20530056	0.0622263295365422	IKBKE	1	206643377
cg20530223	0.0222689092709115	KLHL5	4	39047037
cg20530314	0.0358667735310203	NA	NA	0
cg20535085	0.654013949485608	SLAMF1	1	160616604
cg20535781	NA	CHFR	12	133465013
cg20536369	0.0701605003450535	TIMM13	19	2427244
cg20537325	0.955293292655692	MGMT	10	131348421
cg20537629	0.559796232253036	MAGI2	7	79083944
cg20537992	0.0756889533438806	ZFPL1;CDCA5	11	64852354
cg20538819	0.0171614568352337	PTPN14	1	214724805
cg20540428	NA	PPP4R2	3	73045686
cg20540913	0.587193004122736	EDA	X	68836108
cg20541456	0.0764912441806343	CYFIP2	5	156696520
cg20542190	0.0589683868368921	LILRA4	19	54850619
cg20542800	0.828050155016484	NA	NA	0
cg20543416	0.0143236716914007	MMP25	16	3095676
cg20543571	0.91873038756601	C15orf43	15	45248878
cg20544605	0.941562135400915	SORBS2	4	186877497
cg20545295	0.0202573414318542	GOLGB1	3	121468027
cg20546002	0.00913326476724594	COL23A1	5	178017376
cg20550118	0.0609881057263123	CRABP1	15	78633662
cg20550520	0.0550139230877741	ARHGAP5;C14orf128	14	32545277
cg20551517	0.773715653212207	GIP	17	47046292
cg20552296	0.0854640737464628	HPSE2	10	100995305
cg20555138	0.0414864197132431	RAP2B	3	152879629
cg20555481	0.0415096852242336	MRI1	19	13875430
cg20555507	0.0408726600855002	TRPM3	9	73736452
cg20556988	0.884269146780498	CCL1	17	32690127
cg20557037	0.021365397734433	COBLL1	2	165698099
cg20557104	0.0334368288280053	B3GNT8	19	41934313
cg20557202	0.250346140935189	SLC5A5	19	17982930
cg20557567	0.146270474881837	VPS52;RPS18	6	33239694
cg20559561	0.00824366303974768	RNF10	12	120972173
cg20559736	NA	CEACAM19	19	45174671
cg20566118	0.0418948479814006	TNC	9	117880556
cg20567721	0.064712396354669	CENPN;C16orf61	16	81040639
cg20570279	0.0267239715334084	ZNF259	11	116659129
cg20571908	NA	KIF20B	10	91461681
cg20572838	0.0130059965259521	EME1;MRPL27	17	48450745
cg20573242	0.0205042519574944	CCNA2	4	122745356
cg20573420	NA	ZNF792	19	35451129
cg20576002	0.421731684060679	GTSF1	12	54867653
cg20576510	0.951643920157541	PROM1	4	16077324
cg20576597	0.0189326620683939	C21orf29	21	46131668
cg20579480	0.211224669153212	APOBEC4;RGL1	1	183622007
cg20580177	0.511642706618718	LRFN3	19	36427779
cg20582779	0.0987830595843621	HHIPL2	1	222721375
cg20582984	0.418999679820666	GNASAS;GNAS	20	57417233
cg20583073	0.853720550680197	S1PR4	19	3178759
cg20583316	0.0888767282342077	SERPINE1	7	100770476
cg20584011	0.941717815593876	ZDHHC11	5	851422
cg20585500	0.925350351266628	GPHA2	11	64703192
cg20586531	NA	PLSCR1	3	146263147
cg20587168	0.486040237811463	ACTL9	19	8808829
cg20587336	0.112635951031617	ARMC1	8	66546482
cg20587394	0.122922131074418	HOXC13	12	54332209
cg20587543	0.017517778970827	ABAT	16	8768110
cg20587968	0.864897524333352	UCN3	10	5406423
cg20588045	0.0550042294544799	PCDH15	10	56561096
cg20588069	0.82319719089868	MSX1	4	4860439
cg20588892	0.0173028207766773	TMEM161B	5	87565114
cg20590849	0.0078646120012863	MIF4GD	17	73267439
cg20591405	0.0135051323434079	RAB6B	3	133614578
cg20592700	0.0416807528860269	WIPI2	7	5230083
cg20595215	0.0308034421616071	LMCD1	3	8543014
cg20595300	0.00877217200607693	UHRF2	9	6413167
cg20597908	0.0322351812114701	ARPC3	12	110888290
cg20598389	0.0551034144008394	C6orf89	6	36854046
cg20603424	0.00875174560109424	DDX31;GTF3C4	9	135545631
cg20603888	0.308223772124403	MYEF2	15	48470973
cg20609368	NA	HBD	11	5257253
cg20610181	0.783520884087212	CA9	9	35674000
cg20610545	0.0343068535568338	WNK1	12	861469
cg20611872	0.460845799164094	NA	NA	0
cg20612559	0.0198423290744124	LOC100306951;INPP5K	17	1419634
cg20612615	0.00954783495706435	PREP	6	105850408
cg20613151	0.0103877200965313	TRIM25	17	54991064
cg20613889	0.824626493192476	FSHR	2	49381495
cg20614736	0.943391564641844	NA	NA	0
cg20615832	0.0499993187958268	PF4V1	4	74719172
cg20615951	0.00591206968657363	CNST;TFB2M	1	246730188
cg20616414	0.0149092133024035	WNK2	9	95947396
cg20616836	NA	AES	19	3064281
cg20617956	0.021333110944847	C10orf58	10	82168530
cg20618842	0.0505053605934043	OLFML3	1	114521572
cg20622019	0.627602810674031	ADA	20	43279793
cg20622056	0.536124751252272	SLC7A3	X	70151134
cg20623943	0.00714022130577686	CMPK1	1	47799834
cg20624391	0.692772168529103	BVES	6	105584149
cg20625138	0.884488119848992	UTS2	1	7913667
cg20627106	NA	PDE6G	17	79624984
cg20627916	0.0717649980606425	ESR1	6	152128328
cg20629089	0.0284373768408824	SAMD4A	14	55034451
cg20629097	0.0211981608549957	EXO1	1	242011587
cg20630151	0.886614276807164	BPESC1	3	138823086
cg20630207	0.107011991732838	TECR;MIR639	19	14640235
cg20630386	0.598837421218279	NA	NA	0
cg20630567	0.00927628589099336	CCDC115;IMP4	2	131099794
cg20630655	NA	SNUPN	15	75918700
cg20632573	0.0158290962489667	SLC6A5	11	20621341
cg20633621	0.0129644219074974	GAS2L1	22	29702335
cg20633883	0.0884600700035469	ABCC3	17	48712051
cg20633959	NA	NRF1	7	129250987
cg20634573	0.936034011028411	ADRA2B	2	96781407
cg20636078	0.082277958045762	ATR	3	142298018
cg20637307	0.0115293476396562	ERBB4	2	213403960
cg20637800	0.00875662224249901	BRI3	7	97911512
cg20638426	0.0201814715477903	ZNF14	19	19843991
cg20639263	0.0194213516325413	PNP	14	20937872
cg20640433	0.119494415457348	LAMA2	6	129204206
cg20641280	0.85224252006847	LAGE3	X	153707793
cg20641580	0.027693050699297	C22orf32	22	42476080
cg20641660	0.0613011867402244	C11orf30	11	76155487
cg20642765	0.0418121469357128	MLF2	12	6861825
cg20643362	0.00659251821364216	C19orf12	19	30206369
cg20643416	0.536682958782157	NA	NA	0
cg20644453	0.0134604504718166	C21orf59	21	33985338
cg20644981	NA	RPS3A	4	152020400
cg20645058	0.233413150985188	CLEC12B	12	10163532
cg20645065	0.00892873273569684	ALPL	1	21836138
cg20645649	0.00989648012302454	RPL35	9	127624485
cg20646490	0.102400739843638	FOSB	19	45971291
cg20647137	0.945375743811869	AKR1D1	7	137761289
cg20647888	0.111513785670919	CCDC3	10	13043954
cg20648108	0.0315471087441812	CTTNBP2NL	1	112939192
cg20648149	0.665958968073894	SYNE2	14	64319089
cg20648463	0.0495021327649195	HNRNPH2;GLA	X	100662775
cg20648827	0.0403364899640478	MAGEE2	X	75005028
cg20649047	0.0507903279629461	NUMB	14	73925161
cg20649991	0.226343467956764	LILRB5	19	54761127
cg20651453	0.017056862432417	MAP3K6	1	27693398
cg20651681	0.0313292846973087	GRB10	7	50861418
cg20652640	0.0200242798985555	ZFPM1	16	88520056
cg20652889	0.0320298431039465	UNC84B	22	39151458
cg20654468	0.665248556548506	LPXN	11	58342997
cg20655010	0.0161816054432769	PREPL;C2orf34	2	44589154
cg20655558	0.969071931943229	XPNPEP3;DNAJB7	22	41257839
cg20656116	0.0115030398835961	CD59	11	33757858
cg20657383	0.968315020682278	CEACAM1	19	43033362
cg20657421	0.538119197380804	NA	NA	0
cg20661303	0.607080512247434	LEFTY2	1	226129561
cg20663831	NA	GIMAP2	7	150383154
cg20663980	0.404597545442322	CDX4	X	72667070
cg20664201	0.368208748061752	INHBE	12	57849270
cg20664247	0.207976268091738	PEX10	1	2345475
cg20668607	NA	DNAJC11	1	6762257
cg20669525	0.00623325950566437	GPAA1	8	145137896
cg20670302	0.00548924678995441	PSTPIP2	18	43652172
cg20672044	0.950303146092337	HPR	16	72096498
cg20672744	0.00954613264099976	ERICH1	8	681352
cg20673075	0.168876642204633	STK3	8	99838488
cg20673481	0.0184362655517071	KCNS3	2	18059454
cg20673611	0.0263436475948383	TM7SF3	12	27166943
cg20674521	0.778783537624762	KCNJ4	22	38850521
cg20674577	0.076709694335154	PHACTR3	20	58179540
cg20675440	NA	NIP7;COG8	16	69374895
cg20676303	0.645063546878616	GAGE5;GAGE12I;GAGE7;GAGE2A;GAGE2C;GAGE2E;GAGE8;GAGE4;GAGE2D;GAGE12F	X	49217045
cg20676475	0.242925659349197	LCE3D	1	152552494
cg20676542	0.0152842050489739	TRIM25	17	54991456
cg20678353	0.662822270389925	C15orf53	15	38988560
cg20681975	0.0107485734536654	CNPY3	6	42897059
cg20683151	0.939380831565719	TM4SF20	2	228243972
cg20684399	0.00928613758616567	PHF2	9	96338308
cg20684549	0.684241411566948	LPPR3	19	822842
cg20684973	0.240297799810769	TAF5	10	105127632
cg20687462	0.0293584704530802	CCDC102A	16	57570777
cg20688340	0.938417418834638	MMP21	10	127464237
cg20691408	0.025513356394403	FADS3	11	61659465
cg20691580	NA	APOC3	11	116701044
cg20692181	NA	RETN	19	7733174
cg20692569	0.61271726102541	FZD9	7	72848481
cg20693880	0.0417015840732705	PSMB6	17	4699478
cg20695057	0.0215045807624173	TP53BP2	1	224034220
cg20695562	0.0214777774529703	USP33	1	78225636
cg20695587	0.167640196896602	TMPRSS11F	4	68995759
cg20696985	0.0206850304269055	SHF	15	45480429
cg20697204	0.903668933108763	C2orf61	2	47382593
cg20699736	0.0237121939863798	VAX2	2	71127226
cg20700904	0.0126363907251795	HNRNPH3;PBLD	10	70091499
cg20701850	0.010147410020151	RECQL;GOLT1B	12	21655265
cg20702327	0.0187257873342565	CSNK2A1	20	524484
cg20707333	0.985760538392186	PPP1R3D;C20orf177	20	58514079
cg20707345	0.978977257056942	PARD6A;ACD	16	67695867
cg20708411	0.0145366232128902	CSNK1G3	5	122847581
cg20712430	0.0191329829572158	KREMEN2	16	3013923
cg20713333	0.0129244557927517	RG9MTD2;MTTP	4	100484892
cg20713492	0.500068012443625	AQP10	1	154293482
cg20714328	0.934998406978273	THBS4	5	79331850
cg20715219	0.0116185017907245	DDX17	22	38902282
cg20715764	0.0286230144455885	ZNF264	19	57702697
cg20716064	0.00838066849489204	USP6NL	10	11652950
cg20716119	0.0513620892003531	CDH1	16	68771763
cg20716209	0.0289907870496359	STAT3	17	40541270
cg20716571	0.0688534766833487	WDR37	10	1102456
cg20716945	0.0148060356645579	USP38	4	144106096
cg20717059	0.0119456868296096	FAM167A	8	11324817
cg20718816	0.00987114046488573	LTBP2	14	75078842
cg20720686	NA	POR	7	75582881
cg20721467	0.256962371584454	MYST4	10	76597927
cg20723355	0.0435002311397309	FBXO39	17	6679597
cg20724073	0.00966597579455097	MLX	17	40719654
cg20725021	0.702922639677216	MASP1	3	187009575
cg20727114	0.0526467529207376	CPT1C;C19orf76	19	50194120
cg20727362	NA	CYB5R3	22	43045952
cg20728496	NA	NADSYN1	11	71163555
cg20728639	0.0132019614167653	ABTB2	11	34379053
cg20731798	0.0256327927204422	C11orf74;RAG2	11	36616365
cg20732137	NA	GMEB2	20	62251227
cg20732367	0.0274838826612814	LRRFIP1	2	238601467
cg20736065	0.0111087743698093	MSI2	17	55334276
cg20737712	NA	TBRG1	11	124492803
cg20739508	0.129674940182864	NA	NA	0
cg20739510	0.0408072496898391	PEX14	1	10534809
cg20740029	0.0091743343921971	SLC5A8	12	101603835
cg20743744	0.205406770709425	C4orf42;CTBP1	4	1243849
cg20744464	0.167086232629865	MFI2	3	196756875
cg20744809	0.047383660164568	FTSJD1	16	71323116
cg20747455	0.941957132984671	MATN4	20	43933383
cg20748065	0.858598074946252	POR	7	75583421
cg20750215	0.0283565502312926	JUNB	19	12901966
cg20751395	0.845116399147498	KCNQ1	11	2594153
