Hybridization REF	TCGA-BH-A0DO-01B-11D-A12E-05	TCGA-BH-A0DO-01B-11D-A12E-05	TCGA-BH-A0DO-01B-11D-A12E-05	TCGA-BH-A0DO-01B-11D-A12E-05
cg20935106	0.0860665846682962	TAPBPL;LOC678655	12	6561229
cg20937139	0.0362448790070042	PDGFC	4	157892758
cg20938286	0.0122786159998049	CLDND1	3	98241925
cg20938359	0.152520141230609	SLC6A12	12	322250
cg20938689	0.410295047206223	NA	NA	0
cg20939319	0.307387454253316	TEX15	8	30707701
cg20940661	0.0107159089716461	KCNS3	2	18060086
cg20945531	0.613450519355176	FLJ34503	6	114225012
cg20947775	0.063332115182421	SCD5	4	83720240
cg20948472	0.062427295496578	ZMAT2	5	140079847
cg20950011	0.141325155883574	CIDEA	18	12254377
cg20950277	0.805870397363755	TNIP3	4	122085241
cg20951444	0.391268846536482	FNDC5	1	33337112
cg20951539	NA	PXT1	6	36367819
cg20951726	0.0186018089806728	MTMR9	8	11142737
cg20951821	0.0312529607920592	ENC1	5	73937141
cg20953047	0.954495016339779	PIGR	1	207120022
cg20955688	0.402960941077104	TMEM71	8	133772889
cg20955831	0.0538380840057224	LRRC16A	6	25279788
cg20956314	0.955733756204003	XYLB	3	38387299
cg20956373	0.0192964820467631	USP48	1	22109557
cg20957193	0.0168244907056141	ZNRF1	16	75032774
cg20959523	0.0473338203259349	FIGN	2	164592477
cg20959866	0.383677953073627	AJAP1	1	4714008
cg20964758	0.182690730972827	ENOX2	X	130037157
cg20965815	0.651059334599269	DPCR1	6	30919513
cg20966551	0.0206383300087215	MAST1	19	12949060
cg20966972	0.0230275101470235	MYST3	8	41909463
cg20967028	0.947344785288366	ART4	12	14996272
cg20967220	0.900456966439018	GCM1	6	53013647
cg20969242	0.0251331076830518	GON4L	1	155827044
cg20969846	0.0300437484046866	DIDO1;C20orf11	20	61570221
cg20970875	0.0193376115670251	KANK3	19	8408337
cg20972214	0.461113020306409	SLC2A3	12	8088818
cg20972416	0.0175042057228904	NHEJ1	2	220025218
cg20972495	0.889961142101792	NA	NA	0
cg20972543	0.0169985398123524	HERC3	4	89514177
cg20972553	0.960963275337519	JDP2	14	75898937
cg20973210	0.741521601737385	C19orf35	19	2282729
cg20974196	0.0393732350227697	CFD	19	859983
cg20975478	0.0436186781097202	CCDC24	1	44457319
cg20977411	0.0206206038529319	PMVK	1	154909454
cg20977864	0.225968470546525	HYDIN	16	71264290
cg20979602	0.0159673589751999	PAPD4	5	78908130
cg20979799	0.157047684106035	RFX6	6	117198560
cg20979896	0.0213355796955457	PDRG1	20	30539958
cg20980592	0.672960520300595	MEP1A	6	46761035
cg20981615	0.918627461096378	TXK	4	48136280
cg20981893	0.0270438288941966	HSD11B2	16	67465461
cg20982583	0.0124990278867675	POLR2F;C22orf23	22	38349717
cg20985014	0.767422924165235	WISP3	6	112374151
cg20986134	0.0202178201887527	LMNB1	5	126112439
cg20987610	0.631445083790358	CDH17	8	95222020
cg20988616	0.900342632889657	ENPP3	6	131958144
cg20988728	0.0225501272946717	PIK3IP1	22	31688502
cg20991095	NA	USP49	6	41863098
cg20991801	0.0423195669842257	CDK13	7	39990729
cg20993403	0.290030461773681	EPB41L1	20	34700329
cg20994561	NA	BAI1	8	143544400
cg20994801	0.772855187823494	PIK3CD	1	9711398
cg20998885	0.910625660125729	C20orf79	20	18794833
cg20999813	0.0158782831738979	USP10	16	84734014
cg20999934	0.0164426138299512	SUGT1P1;NFX1	9	33290511
cg21000021	0.0587080779124543	MYBBP1A	17	4458969
cg21003606	NA	CALN1	7	71877237
cg21004129	NA	CXCR1	2	219032024
cg21006686	0.649731782054265	NOS1	12	117800240
cg21008709	0.0312400460156132	SEC22C	3	42622950
cg21008828	0.0620393608395849	TNK2	3	195634965
cg21010050	0.020467612858281	TBC1D23	3	99979819
cg21010197	0.0180089688797609	CDCA8	1	38158425
cg21010262	0.0365032328514639	C9orf116;MRPS2	9	138391250
cg21011830	0.0462163404459667	RPL18AP3;RPL18A	19	17970855
cg21012874	0.193233975921923	SNCG;MMRN2	10	88718393
cg21016177	0.0761844199507729	EXOC7	17	74100207
cg21017752	0.0874612974196181	PPP1R3C	10	93393203
cg21019522	0.149570687735307	SLC22A18;SLC22A18AS	11	2920789
cg21019820	0.0165311080737265	MIR191;NDUFAF3;DALRD3	3	49059209
cg21020082	0.0265659380929292	FAM134A;C2orf24	2	220042127
cg21020710	NA	ZNF544	19	58739803
cg21021629	0.862584731577668	NRIP1	21	16340722
cg21022247	0.928663332106658	BIN2	12	51718310
cg21022395	0.946095917930668	SHOC2	10	112722440
cg21022435	0.954362855235137	NFRKB	11	129763918
cg21023001	0.453955316519642	CD93	20	23067088
cg21023114	NA	IFNA14	9	21241233
cg21023770	0.750197723478415	C20orf165	20	44517227
cg21024145	0.0133432948466268	RPS15A	16	18801635
cg21024391	0.0216380955213195	NA	NA	0
cg21026663	0.0183857884522273	HIST1H4D	6	26189234
cg21028326	0.132443385803228	TUBGCP6	22	50683188
cg21029904	NA	ZNF91	19	23577714
cg21030400	NA	MKNK2	19	2052564
cg21030483	0.458583858701198	TMEM185A	X	148713678
cg21030598	0.544949244972238	PAK2	3	196466425
cg21032203	0.0348598685503131	ZRANB2	1	71546840
cg21032583	0.940252924151604	LMLN;IQCG	3	197685803
cg21033494	NA	MSMB	10	51550114
cg21033855	0.0404414264269332	TUBGCP4;ZSCAN29	15	43662581
cg21034676	0.0119651019653634	TGFBI	5	135364552
cg21035142	0.267662854950293	CRYGN	7	151136940
cg21037570	0.0264171886701424	IMMT	2	86422857
cg21038229	0.0373711867158535	NA	NA	0
cg21038703	0.477283202830793	ASB16	17	42248358
cg21038964	0.0652929484776669	DPM3	1	155113214
cg21039631	NA	CD58	1	117112854
cg21039679	NA	C15orf53	15	38989738
cg21039822	0.0127057355334128	PCYT2	17	79869136
cg21041127	NA	AGR3	7	16922421
cg21042619	0.468521507119906	NA	NA	0
cg21043558	NA	BRAF	7	140625365
cg21043754	0.0127379879379553	DDB1;DAK	11	61100532
cg21044104	0.397007732529559	LYZL4	3	42451876
cg21045388	0.960111561014448	KIAA1026	1	15428172
cg21045917	0.598688071101334	ALAS2	X	55057395
cg21046413	0.261666018982979	AIFM1	X	129299367
cg21046940	0.026763693917824	DAP	5	10760858
cg21047206	0.539435768151834	PDE4DIP	1	145076221
cg21048501	0.0428392222327165	MRPS24	7	43909515
cg21048669	0.279077805971266	CLEC3A	16	78056379
cg21049762	0.871927774763632	TCIRG1	11	67805456
cg21051046	0.0725063978896368		7	155248393
cg21051086	0.220280926646027	PPP4R2	3	73046214
cg21051423	0.019277890755025	MTBP;MRPL13	8	121457935
cg21052164	0.0998752351230797	CHRNB2	1	154539977
cg21053015	0.0241367695814069	SYNGR1	22	39746054
cg21053323	0.399430829308464	SUMO3	21	46237385
cg21053529	0.271230632218955	GJD2	15	35046760
cg21053748	0.0188898668540335	NDUFA4	7	10979772
cg21057046	0.131238992316955	NBL1	1	19970204
cg21057494	0.320637225907642	CLEC3B	3	45066971
cg21060429	NA	NUDT1;FTSJ2	7	2280360
cg21060854	0.0113353774398976	TOR1B	9	132565518
cg21061811	NA	DDA1	19	17419261
cg21062347	0.499168010874934	SLC22A8	11	62783543
cg21063899	0.242370400617856	SCEL	13	78109801
cg21065959	0.204893021605932	LCE1E	1	152758755
cg21065990	0.0203342349839471	TASP1	20	13619254
cg21066636	0.215541843358044	TM4SF5	17	4675292
cg21067846	0.759272225228169	MORC4	X	106228404
cg21068030	0.887505096364591	CYB5D1;LSMD1	17	7762413
cg21068152	0.0247090209723891	SIRT4	12	120740453
cg21068339	0.0107269903774746	DSP	6	7542819
cg21069922	0.0301441958281584	ERAL1	17	27182342
cg21070087	0.733900616714728	HECW1	7	43351538
cg21070730	0.0138097128873935	NA	NA	0
cg21072025	0.0880569864751512	GNG8	19	47137863
cg21073927	0.261469393150945	GATA4	8	11562155
cg21075829	0.290608167566548	ESYT3	3	138153170
cg21076470	0.0752410746753277	MRPS14	1	174992744
cg21080294	0.358743115056818	PRPS1	X	106871478
cg21081852	0.0534111561763315	TXNRD1	12	104680692
cg21081971	0.357937242904306	TRPC4	13	38444765
cg21084260	0.858378172789803	APOD	3	195311868
cg21085553	0.144807537200815	NA	NA	0
cg21085625	0.0130208372505824	C2orf76;DBI	2	120124643
cg21085768	0.730355273370983	NA	NA	0
cg21086464	0.0192703764338468	PAK1	11	77184925
cg21087043	0.0827337897650309	NA	NA	0
cg21087137	0.377306390577136	GLIPR1L1	12	75728469
cg21087701	0.540906665576017	GPR119	X	129520113
cg21089667	0.985617989562162	HLTF	3	148805262
cg21090723	0.872281049427119	ALG13	X	110970253
cg21091629	0.0132544371289685	PGAP2	11	3829534
cg21091679	0.0272661011750655	ELL2	5	95298142
cg21092324	0.416686735212814	MMRN1	4	90816310
cg21092462	0.0974017210401191	KCNH1	1	211307761
cg21092687	0.0204845832968001	RECQL4;LRRC14	8	145743911
cg21093060	NA	TXLNA	1	32644693
cg21094154	0.527544941071288	NA	NA	0
cg21094669	0.0706333384923112	GLRA3	4	175750109
cg21096399	0.500806425066646	MCAM	11	119188145
cg21096502	0.0250736107541983	CHCHD2	7	56174374
cg21096591	0.376702817758152	NA	NA	0
cg21096915	0.21893219802125	LOC84856	10	42971209
cg21096966	0.0431823241296959	KLHL28;FAM179B	14	45432458
cg21097640	0.265683584268137	POLR1D;LNX2	13	28195548
cg21098323	NA	OSCAR;NDUFA3	19	54605642
cg21099221	0.0141440688471308	SRM	1	11120574
cg21099326	0.0135884799123635	TRIM35;PTK2B	8	27168591
cg21099488	0.196299474008058	PELI2	14	56585486
cg21101222	0.00976472918190928	ATOX1	5	151138161
cg21104946	0.0905752534839057	WNT7B	22	46373530
cg21105318	0.191023770219601	ITGB6	2	161056520
cg21109025	0.621614007469041	CCL2	17	32580869
cg21111471	0.828955504477174	FLRT1;MACROD1	11	63871000
cg21111868	NA	EGR4	2	73521089
cg21112925	0.0214191492643072	FAM96B;CES2	16	66968030
cg21114485	0.0370593856329143	UFSP2	4	186346747
cg21115977	0.765251986144417	GDF2	10	48416510
cg21115990	0.829081896858077	NA	NA	0
cg21116314	NA	ZNF266	19	9546752
cg21116410	0.0200792939704061	PEX12	17	33905650
cg21117584	0.0675097318108666	SNIP1	1	38019997
cg21119032	0.0499542061846373	LANCL1;CPS1	2	211341315
cg21120063	0.642653211873771	C2orf82	2	233734910
cg21120249	0.336639954693978	C9orf139;ABCA2	9	139921971
cg21120786	0.0950315692102361	SKAP2	7	26904188
cg21122529	0.0163168277736468	CHERP	19	16652680
cg21122774	0.619403997660912	SARDH	9	136604996
cg21123509	0.0574949726463502	POLD2	7	44163430
cg21123573	0.0772104636288405	SIRT4	12	120740055
cg21126707	0.852522513405034	MYF5	12	81111012
cg21126943	0.376329805761065	CEACAM6	19	42259395
cg21129531	0.936997409481716	LRRC4;SND1	7	127670703
cg21130124	0.957346545782053	CALML5	10	5542328
cg21130374	0.721436519749436	MX2	21	42734266
cg21132104	0.0188854520711233	SPATA5L1	15	45694354
cg21132577	0.120487735068816	MYOM2	8	1993528
cg21134096	0.0332809268806045	RHEB	7	151217883
cg21137417	0.528713204085379	SPP2	2	234959456
cg21137706	NA	TMEM5	12	64173304
cg21137707	0.754224202681216	PNMA5	X	152160917
cg21137823	0.10637045769378	PRKCZ	1	1981270
cg21140292	0.0228269743858205	SMARCA2	9	2015788
cg21142158	0.047201436779533	COG6	13	40229689
cg21142188	0.457014653130889	ATP7A	X	77166294
cg21142272	0.388753753690939	EXOC3L	16	67224341
cg21142398	0.846823734628007	GLIS1	1	54200078
cg21144270	NA	STK25	2	242448675
cg21144587	0.0173637869054644	GPN1;CCDC121	2	27851409
cg21145624	0.0257741979252969	MEIS3	19	47922899
cg21146268	0.0778262193020002	HIST1H2BE	6	26183508
cg21148892	0.443816978740023	CLEC4F	2	71047649
cg21151355	NA	GJB3	1	35246607
cg21152662	NA	TEC	4	48231543
cg21152671	0.352771029312598	TRAF1	9	123690586
cg21153758	0.423396082526933	ITGA1;PELO	5	52083992
cg21154823	0.00990684540462994	FAM160B2	8	21947302
cg21161070	0.186490957559121	RACGAP1	12	50419399
cg21161651	0.028206800741759	C11orf83;C11orf48	11	62439250
cg21162961	0.551721754058952	NA	NA	0
cg21163415	0.126288374784861	EDN3	20	57876201
cg21164303	0.0124894714601101	TMED3	15	79603277
cg21165219	0.939792703565647	FAM38B	18	10698044
cg21165909	NA	CPS1	2	211419938
cg21166555	0.0316856708711341	NA	NA	0
cg21166999	0.769972883802801	ROS1	6	117746793
cg21167159	0.862167806561938	H19;MIR675	11	2018154
cg21168622	0.0496391997005168	ZNF350	19	52489831
cg21168884	0.811877957471606	C6orf122;C6orf208	6	170198971
cg21169285	0.934201311571278	MAPK9	5	179707665
cg21171130	0.0186167589253117	FAM158A	14	24610583
cg21171373	0.0193085015775901	WDR5B	3	122134914
cg21171615	0.841964391115139	NA	NA	0
cg21172540	0.017112954748923	LOC100128071;TSSK3	1	32827840
cg21173623	0.0295013630123807	TMEM141	9	139685156
cg21176048	0.0619312022100193	PEX5L	3	179755235
cg21177096	0.0412602602925904	MATN3	2	20212440
cg21178548	0.0502406584632499	SAMD14	17	48207167
cg21179457	0.0417552019598064	INSM2	14	36002798
cg21180599	0.130284119104491	TLE6	19	2976789
cg21182322	0.024499780419303	POU2F1	1	167189623
cg21182407	0.0427747339284605	BPHL	6	3119541
cg21182454	0.0105836306864821	MERTK	2	112656262
cg21183846	0.0347688968439648	FMO4	1	171283203
cg21183872	0.368608850049967	LONRF3	X	118108506
cg21184011	NA	ZC3H18	16	88636102
cg21184174	0.464578353965042	NGF	1	115881214
cg21184495	0.0182629107435016	ZNF207;MIR632	17	30677090
cg21185421	0.0114509604574604	PIP5K1B;FAM122A	9	71394810
cg21187265	0.0528351740770448	SEPN1	1	26127185
cg21194776	0.880256262055084	USP54	10	75314128
cg21195120	0.164223090708467	MBTPS2	X	21858304
cg21195414	0.111592501510667	ELOVL5	6	53213871
cg21196187	0.0253230540171496	PSKH1	16	67926862
cg21197871	0.130886159623677	C8orf38	8	96036803
cg21197973	0.0174491934588318	P4HTM	3	49027347
cg21198021	0.85220037939928	PHC2	1	33841581
cg21200380	0.0359975613026064	C1QBP	17	5342446
cg21200703	0.120403258777916	SLC34A2	4	25657628
cg21201109	NA	KANK2	19	11307090
cg21201572	0.115538128213168	AGR2	7	16844606
cg21201659	0.0572196858328149	SEC23IP	10	121652288
cg21203420	0.017952956793354	BRWD1	21	40684731
cg21206959	0.0158373983644421	ZWINT	10	58120759
cg21207418	0.654226730463482	ACP5	19	11688711
cg21207436	0.755756594514067	C14orf115	14	74815316
cg21208104	0.0706313530610759	PRSS12	4	119273361
cg21209091	0.125056649626002	DKK4	8	42234975
cg21209356	0.767817250495839	CSF2RB	22	37319042
cg21210758	0.084863005612891	EVC	4	5713005
cg21210789	0.330342029489916	BAI1	8	143545390
cg21211608	0.0262611327540639	RAP1B	12	69004270
cg21211748	0.029972186947694	E2F2	1	23858035
cg21212066	0.0466649347690701	GLG1	16	74640816
cg21212956	0.0138848664129441	ZDHHC4	7	6617294
cg21215336	0.0216482257878867	LRRC8E	19	7953705
cg21218093	0.0122150670466223	ZNF335	20	44600160
cg21218636	0.0170391706877304	PCTP	17	53828515
cg21219744	0.021340720802107	GUF1	4	44680344
cg21222430	0.0154675848584178	CDKN1A	6	36647664
cg21223353	0.948574348965716	ANGPTL7;MTOR	1	11249539
cg21223368	0.010952895525229	IDH3A	15	78441812
cg21224049	0.0568033698580633	ATP5I	4	668623
cg21224759	0.256772454068853	PIN4	X	71401335
cg21226224	0.734503595164536	NA	NA	0
cg21226225	0.103729762104671	TXNRD1	12	104680742
cg21226234	0.895966373955833	RECQL4;LRRC14	8	145741991
cg21226861	0.274985261074168	COMMD3	10	22605339
cg21228284	0.0280638664663019	TXNL4B;DHX38	16	72127518
cg21229055	0.469759460612551	GPM6B	X	13957233
cg21229859	0.0335770300377297	MYEF2	15	48469952
cg21230133	0.805884712512045	NA	NA	0
cg21230392	0.950906195287835	PROM1	4	16077697
cg21230435	0.958192651547066	OPN1SW	7	128416023
cg21232015	0.923623460146401	CHFR	12	133424221
cg21232685	0.706980697459341	GPRASP1	X	101909064
cg21233722	0.551159572317722	DOCK2	5	169064660
cg21235838	0.010476354893959	SORBS1	10	97321106
cg21237418	0.126499643737586	RAB34	17	27045043
cg21237591	0.367691461689549	IGF2AS;INS-IGF2;IGF2	11	2162510
cg21238457	0.309752484912272	WNT11	11	75917353
cg21238818	0.0387759562299779	GAL3ST3	11	65816642
cg21240812	NA	TSNARE1	8	143483748
cg21241823	0.171069262708839	PRDM15	21	43300024
cg21242004	0.877631459498858	VTI1A;ZDHHC6	10	114205622
cg21243096	0.448784791010894	NA	NA	0
cg21243909	0.0145596747322239	RCC2	1	17766223
cg21244397	NA	MASTL	10	27444898
cg21244955	0.918174999813693	PI4KA	22	21192955
cg21245135	0.0423704697014223	PGAM1	10	99186516
cg21245372	0.0465912044069389	PGAP2;NUP98	11	3819539
cg21245652	0.52319499200035	MAL	2	95691051
cg21246431	0.0117431108049588	GK5	3	141944516
cg21246783	0.0293986811583855	CLGN	4	141348699
cg21248478	0.287244797278226	CLIC2	X	154563968
cg21248774	0.0469159758377626	SFPQ	1	35658951
cg21250296	0.0295853256197583	HIST1H2BB;HIST1H3C	6	26044405
cg21250577	0.0188586391175486	ETFA	15	76603657
cg21250978	0.125627963747212	PRKAR2B	7	106684541
cg21252483	0.695612575372129	TULP2	19	49399788
cg21255605	0.0656314633105146	NR2C2	3	14989131
cg21255626	0.0154478887390275	UQCRFS1	19	29704222
cg21255732	0.0209876011318471	GPD1L	3	32148497
cg21256649	0.0333474416262615	PRKAR1A	17	66507610
cg21256656	0.652557607538666	KLK6	19	51473823
cg21257635	0.0491118132158279	SYF2	1	25558918
cg21258987	0.548193770598703	GSPT2	X	51485834
cg21259253	0.0177110168821371	PHLDA2	11	2950092
cg21260850	0.0218703579225345	CANT1	17	77005823
cg21261477	0.0337800689747565	CABC1	1	227127707
cg21262854	0.0244690677272538	CCDC132	7	92861612
cg21263122	0.0375143184616222	SSTR1	14	38677095
cg21263196	0.266268702994486	BCAM	19	45311997
cg21264055	0.226524102854217	GNL1;PRR3	6	30523242
cg21264207	0.0430310278965891	EGR2	10	64576130
cg21264329	0.0268631925257054	LYRM2	6	90348123
cg21265783	0.0237644163671161	CLIP2	7	73704324
cg21269897	0.227980865581393	HIST1H2BK;HIST1H4I	6	27107002
cg21269934	0.16566072704306	NAT8L	4	2060219
cg21270015	0.876813972864262	LARP7	4	113567813
cg21270593	0.987143956288851	PEG10	7	94293250
cg21271753	0.392437851340747	TMPRSS6	22	37499451
cg21272774	0.0246101234030771	HOXC9	12	54393725
cg21273029	0.0365066934939543	UST	6	149068556
cg21273098	0.0801621322774356	SMPD2;PPIL6	6	109762418
cg21273125	0.177960344514764	ABHD2	15	89631790
cg21274025	0.450974445666372	PLA2G3	22	31535981
cg21274570	0.722668651918845	CCL25	19	8117671
cg21275690	0.423419664106466	HCFC1R1;THOC6	16	3072970
cg21277505	0.940613258824807	C19orf63;FAM71E1	19	50978348
cg21279601	0.746681753032408	DRD5	4	9782931
cg21279865	0.845073892357345	FAM106A	17	18430908
cg21279955	0.136618184961395	SLC27A3	1	153747551
cg21280384	0.021499254574151	RPF1	1	84945307
cg21280510	0.682399195454961	NT5C1A	1	40137089
cg21281001	0.0404339428250919	CTSB	8	11725306
cg21281799	0.684822810465907	DYRK2	12	68041322
cg21282997	0.330541070681188	IL18RAP	2	103035835
cg21283680	NA	SH3BP5	3	15384005
cg21284636	0.0748461520653706	PIN4	X	71401009
cg21284731	0.653123633214033	NA	NA	0
cg21284880	0.0209290857697622	LHFP	13	40177740
cg21287330	0.0188006895769585	C17orf81;DULLARD	17	7154245
cg21288099	0.00980444473302828	RRAS2	11	14380330
cg21289015	0.0697281478720928	USH1C	11	17566048
cg21289924	0.0314407514560006	EIF3A	10	120839943
cg21290885	0.140311064982708	TMEM47	X	34675855
cg21291896	0.122528795264926	SLC6A6	3	14444133
cg21291985	NA	ZBTB46	20	62437035
cg21295467	0.0308393153532282	VWA5A	11	123986166
cg21295602	0.187070018209822	NA	NA	0
cg21295911	0.0756098230848004	NA	NA	0
cg21296230	0.382531932115445	GREM1	15	33010536
cg21296602	NA	TAF1D;C11orf54	11	93476060
cg21296676	0.839916853001463	EYA4	6	133561660
cg21298523	0.0575092968159158	NUDT9	4	88343936
cg21299958	0.0840699166842852	ITM2C	2	231729329
cg21300318	0.460939393191525	MIR7-3;C19orf30	19	4769206
cg21300561	0.0318459373255283	TUBA1B	12	49525534
cg21301148	0.285395323317768	MYH6	14	23878195
cg21301440	0.567337840838327	CYGB	17	74534550
cg21302727	NA	TACC2	10	123748647
cg21303011	0.224171424680847	THRB	3	24537177
cg21303386	0.454485891132088	RGS7	1	241520311
cg21304187	0.0438507274489943	CCPG1	15	55700471
cg21305265	0.0234768351655269	KCTD9;CDCA2	8	25316571
cg21306212	0.0619461534326696	RBM26	13	79979929
cg21306218	0.0138905860428448	ZNF276;C16orf7	16	89787478
cg21306775	0.184075628697216		18	74402010
cg21307628	0.494978514125017	CCDC80	3	112360952
cg21307697	0.0167031579533084	EXOSC7;ZDHHC3	3	45017012
cg21309049	0.0212263969789434	STK17A	7	43623222
cg21309147	0.333193051464766	STAC2	17	37382234
cg21311175	0.0335742070202111	HIRA	22	19418307
cg21312090	NA	TRPS1	8	116681727
cg21312148	0.395295932915607	LCE2D	1	152636074
cg21319693	0.0251724555085962	PRDX1	1	45987459
cg21319745	0.0654386572296064	UTP11L	1	38478440
cg21321735	NA	KIF1A	2	241760164
cg21321885	0.00593691265422578	NDE1	16	15744194
cg21322149	0.0166285716953275	SENP7	3	101232006
cg21324308	0.679149880398317	PROK1	1	110993852
cg21325760	NA	MAGEL2	15	23891402
cg21329628	0.140559852946439	CD320	19	8373296
cg21330703	0.191070388518752	DRD2	11	113346388
cg21331335	0.948019491127912	KCNV2	9	2717325
cg21331821	0.127226555198654	ZSCAN1	19	58545149
cg21332946	0.0149002851283709	LIX1L	1	145476871
cg21333964	0.0277236853351682	HMBS	11	118955461
cg21335556	NA	MFSD6L	17	8703341
cg21335942	0.0193891485017848	SETD6	16	58549945
cg21336547	0.0146619129380491	AKAP8	19	15490553
cg21337430	0.0179103188332728	OSGEP;APEX1	14	20923471
cg21339926	0.0182039890995403	CLMN	14	95786621
cg21341271	0.0442191088548146	C7orf36	7	39605683
cg21341807	0.0187835579508856	RABL4	22	37172566
cg21342728	0.124453205178806	MCHR1	22	41075673
cg21347412	NA	STAP2	19	4339217
cg21348691	0.0126713273287589	DUS2L;DDX28	16	68057212
cg21349901	NA		7	4630518
cg21350115	0.669536548867403	CALCRL	2	188312833
cg21350283	0.0192806064998398	ACTN1	14	69445743
cg21351102	0.0165426932926094	MYL12A	18	3247294
cg21351994	0.408298231907411	EMX1	2	73145006
cg21353232	NA	SEZ6L	22	26564879
cg21355508	NA	NDUFB11;RBM10	X	47003362
cg21358381	0.796298941602788	PPY	17	42019637
cg21359747	0.333985940922486	ALDH1A3	15	101420636
cg21360828	0.0323286826927856	CENPA	2	27008380
cg21361470	0.0593262024188553	MRAP2	6	84743033
cg21363706	NA	NAT1	8	18066485
cg21363943	0.0205923880648225	SF3B4	1	149899654
