Hybridization REF	TCGA-A8-A0A7-01A-11D-A00Y-05	TCGA-A8-A0A7-01A-11D-A00Y-05	TCGA-A8-A0A7-01A-11D-A00Y-05	TCGA-A8-A0A7-01A-11D-A00Y-05
cg19635695	0.399510161287968	PDE6C	10	95372445
cg19635712	0.0959203915338629	EPB41L4B	9	112082384
cg19635810	0.0112762090413982	C2orf18	2	26987197
cg19635869	0.0169180966288407	RRAGD	6	90121153
cg19636861	0.787845304412437	ZNF556	19	2867753
cg19636871	0.926594077483855	NA	NA	0
cg19637116	0.0383182212851868	FNTB	14	65453410
cg19638349	0.0257793570352067	RDH14	2	18741870
cg19639622	0.0130814321912582	GPM6A	4	176923800
cg19642007	0.74658101666524	TNNT3	11	1944464
cg19642148	0.0758393005425826	DHX30	3	47844666
cg19644162	0.0138506106521172	TXNL4A	18	77748248
cg19645103	0.0213169899096688	YEATS4	12	69753606
cg19646028	0.295759439518762	MIR7-3;C19orf30	19	4769240
cg19649173	0.0261635875677076	ZNF446	19	58987877
cg19652869	0.0148736515082238	SLC30A1	1	211751907
cg19653161	0.0264828724225899	RGS10	10	121302492
cg19654437	0.21186495364968	CDK15	2	202671158
cg19655070	0.0685702025699976	HEXIM2	17	43237981
cg19657082	0.0396174260950496	ZMPSTE24	1	40724061
cg19658284	0.0405049396521241	RBM43	2	152118459
cg19662708	NA	TEAD1	11	12785573
cg19663795	0.269515433500947	SEPT1	16	30393854
cg19663942	0.0324826671692816	CCDC40;TBC1D16	17	78009347
cg19664945	0.715609811069942	LOC100302652;GPR75	2	54087343
cg19666391	0.822355510487576	NA	NA	0
cg19668234	0.647850775426439	PRSS50	3	46759449
cg19668255	0.0129912559266082	FAM117A	17	47840643
cg19669036	NA	PI4KA;SNAP29	22	21212365
cg19669439	0.0194160300855037	BTRC	10	103113668
cg19670317	0.0312728985266427	C17orf59	17	8093380
cg19674669	0.519005074794766	GLB1L3	11	134146910
cg19675684	0.0200225593107254	AKIRIN1	1	39456578
cg19676312	0.022382130770589	RNPEP	1	201951586
cg19678067	0.0321373157063791	GGNBP2	17	34901173
cg19679281	0.00881371882595414	FANCL	2	58468512
cg19680672	0.73098807992642	MGMT	10	131412579
cg19682367	0.694884833338578	TPRG1	3	188888486
cg19684883	0.0122363056432604	ZFAND5	9	74980740
cg19685066	NA	ACTL8	1	18082003
cg19685976	0.0206714707716167	SPTBN4;BLVRB	19	40972228
cg19686152	0.306139084000501	TMOD3	15	52121542
cg19688503	0.0819912264327721	CAPN6	X	110513941
cg19690101	0.850335136212124	MORN2;DHX57	2	39104195
cg19690214	0.468725280846428	IPCEF1	6	154678326
cg19690404	0.260896887664536	CPA4	7	129933646
cg19691267	0.0288177566067576	ACYP1	14	75530649
cg19691797	0.0174674359863316	TMEM66	8	29939998
cg19692710	0.596225901386074	DNAJB13	11	73661920
cg19693015	0.0139244740561955	CHMP6	17	78965712
cg19693403	0.944999010517441	GPR156	3	119962884
cg19694491	0.0170091435842325	HSPA8	11	122932854
cg19695867	0.185554030094579	WDR47	1	109585390
cg19696622	0.291939276804882	RPS6KA3	X	20285908
cg19697981	0.266535795331785	NR2E1	6	108487820
cg19700658	0.708119649430319	UCP3	11	73719872
cg19703610	0.116393515316605	DSCAML1	11	117667737
cg19703628	0.0170352452219686	PSMB4	1	151371944
cg19703826	NA	ZNF213	16	3185452
cg19704039	0.0309672873472397	GNPDA1	5	141392512
cg19706602	NA	MGMT	10	131265435
cg19706682	NA	LRRC50;HSDL1	16	84179331
cg19709058	0.0165110242603319	C2orf52	2	232378848
cg19709625	0.0113315467937776	PCOLCE2	3	142607981
cg19712821	0.312028988574031	FGFBP2	4	15965016
cg19713083	0.0158603193346696	ATP5G3	2	176046495
cg19713196	0.118919438282363	LAD1	1	201368390
cg19713460	NA	SYNGR1	22	39745530
cg19714241	0.0405817463331013	HSPA13	21	15755380
cg19714296	0.831576228170795	NA	NA	0
cg19714749	0.0132565776499171	TPK1	7	144533092
cg19716462	0.0176252591484815	CCT4	2	62115576
cg19717150	0.621542553305975	HNF4A	20	42984878
cg19717326	0.372553818455079	MYADM	19	54370016
cg19718882	0.217664330896747	WIT1	11	32458714
cg19721215	0.0143346939501313	GCDH	19	13001564
cg19721889	0.268884223037763	HAND1	5	153857789
cg19722847	0.137838200715916	IPO8	12	30849114
cg19723473	0.591616318820876	NA	NA	0
cg19723775	0.0095415274397423	HNRNPH1	5	179050963
cg19724470	0.0442395939068339	CD274	9	5450936
cg19728055	0.0155830155897344	OXSR1	3	38206610
cg19728223	0.240716639060305	KCNQ1	11	2813121
cg19728382	0.764732861496987	STC2	5	172757276
cg19728485	0.0126622424939553	PQLC3	2	11295717
cg19728577	0.681236403295981	GUCA2B	1	42619163
cg19729279	0.0304037940023169	PHF15	5	133861951
cg19730092	0.693225664004067	ADAMTS14	10	72432797
cg19731122	0.555005349908269	MYO1C	17	1396395
cg19731268	0.138209957444968	CHST3	10	73724697
cg19734148	0.0111780947613737	RAE1	20	55926119
cg19734228	0.0891382161555161	DAPK1	9	90113593
cg19736898	0.0198816912578437	NA	NA	0
cg19738333	0.0253607551539538	REEP4	8	21999623
cg19740287	0.179439149571961	FANCB;MOSPD2	X	14891763
cg19740375	0.336162161841082	SCN5A	3	38690410
cg19740763	NA	INPPL1	11	71935199
cg19740969	0.643923319271876	NA	NA	0
cg19742789	0.0421565113959022	CCNJL	5	159739256
cg19744122	0.0168826795350328	SYPL1	7	105752980
cg19744131	0.0169281282832044	FAM63A;PRUNE	1	150980805
cg19744952	0.111719457162752	CIC	19	42788966
cg19746675	0.0266141130179027	MIR548G;C3orf26	3	99536119
cg19747852	0.013414489928509	TRA2A	7	23571693
cg19751300	0.167943266012882	ST8SIA5	18	44336399
cg19751951	0.0113040336535909	GYG1	3	148709802
cg19752722	NA	ERBB2;PGAP3	17	37844579
cg19754094	0.0220831096724622	STAMBP	2	74055942
cg19756068	0.680942912791381	CYP2B6	19	41497222
cg19756611	0.0539428227913533	NA	NA	0
cg19759064	0.580976908215777	PHKG1	7	56160687
cg19761273	0.197578317842577	CSNK1D	17	80232096
cg19762747	0.216265675287383	CRX	19	48325089
cg19763279	0.0241998907214291	HPSE	4	84256190
cg19763281	NA	NKAIN1	1	31662035
cg19764399	0.0228169062402031	MED4	13	48669116
cg19764407	0.0258048007726838	NA	NA	0
cg19764418	0.676710113370457	RYR2	1	237205098
cg19764436	0.211310986248204	RTDR1;GNAZ	22	23413260
cg19764555	0.419266786230556	AHNAK	11	62315119
cg19766460	0.104804685156646	UMODL1;C21orf128	21	43528205
cg19767249	0.0322265702787964	DCPS	11	126173637
cg19769182	0.375442877479686	PRRT2	16	29823868
cg19770955	0.797702850737124	COG5;DUS4L	7	107203448
cg19771482	0.0209581687840274	BNIP2	15	59980968
cg19771541	0.318789985117214	MID2	X	107069417
cg19771589	0.28085752197142	PEG3;ZIM2	19	57349815
cg19774122	0.336391819787017	NA	NA	0
cg19774491	0.0265094350391996	NA	NA	0
cg19776090	0.381125284230614	NA	NA	0
cg19776201	0.323016536240374	ZNF132	19	58951434
cg19776453	0.867505952805887	CEACAM1	19	43033801
cg19777470	0.115738737702333	CRABP1	15	78633455
cg19777783	NA	SLC15A4	12	129309376
cg19778698	0.199979757688107	MAFK	7	1570060
cg19779211	0.133052555985364	KCNQ1	11	2465491
cg19780563	0.770098908737767	EXOC6	10	94594494
cg19781053	0.0730054050300176	TJP1	15	30114912
cg19781133	0.0857012795877453	KCNH2	7	150674980
cg19781251	0.977286008099768	PEG10	7	94294278
cg19782075	NA	BCDIN3D	12	50237049
cg19782598	0.787751807946534	NA	NA	0
cg19783114	NA	TP73	1	3569046
cg19784449	0.0476210537491373	WASF2	1	27816456
cg19784470	NA	OR7C2	19	15052011
cg19784477	NA	TFPI2	7	93519401
cg19786920	0.165306466389905	NSUN7	4	40751770
cg19787037	0.358127674860972	NA	NA	0
cg19789466	0.0271627593933266	OAS1	12	113344923
cg19789505	0.633978545322641	OBSCN	1	228394509
cg19790294	0.0960113547194629	CYBA	16	88717755
cg19791253	0.0365877954699847	ATP2B4	1	203595809
cg19791277	0.00836090138056989	KHDRBS3	8	136469780
cg19793718	0.024864526629302	DHX37	12	125473601
cg19794490	0.0307789029732843	NCOA6	20	33412943
cg19795898	0.621551684589825	KIAA1984	9	139693196
cg19796273	0.0903738724418438	MYO10	5	16936868
cg19797376	0.350614836502077	TAL1	1	47695475
cg19797659	0.0565615003712248	OAZ2	15	64995138
cg19798224	0.601047020723962	C14orf68	14	100789509
cg19799744	0.0258735671391092	ENPP5	6	46138963
cg19800926	0.014037295592139	RELT	11	73087939
cg19801560	0.969485700640246	HIST1H4G	6	26247253
cg19803671	0.0260591660250798	UBE2E2	3	23245422
cg19803984	0.367428523692525	SNRPN	15	25068790
cg19807685	0.698443315293626	HSD17B2	16	82068980
cg19812619	0.513606238151225	NA	NA	0
cg19814116	0.315267167210368	KCNAB2	1	6086448
cg19815139	0.0114355514712686	C14orf133;AHSA1	14	77924143
cg19815376	0.534267825628695	FLJ34503	6	114225306
cg19815589	0.891713774340777	SHANK2	11	70709062
cg19815720	0.608662977884471	HTR3C	3	183770650
cg19815904	0.131209381724847	SEMA3C	7	80548307
cg19815928	0.0131486201849165	ATP6V0D1	16	67514524
cg19816938	0.0151707198685979	ABR	17	1082526
cg19817399	0.0266745876851381	CYP1A1	15	75018674
cg19819571	0.0135917783318971	KIAA0174	16	71929055
cg19819891	0.0119631861253374	MYST1	16	31129424
cg19822214	0.0396964875690054	CNOT3	19	54641139
cg19823847	0.291033676123541	KIAA1244;PBOV1	6	138539706
cg19824325	0.0426254223578103	SETD6	16	58548873
cg19824362	0.0113329418461337	NR2C1	12	95467522
cg19824441	0.739535499855525	GPR182	12	57388312
cg19826026	0.0598509533314207	ARHGDIB	12	15114393
cg19830147	0.0245629884890197	MCM3APAS;LSS	21	47649323
cg19831077	0.582225189056603	WDR86	7	151107924
cg19831369	0.679893387560348	HPS4;SRRD	22	26881026
cg19831575	0.231886816461099	FGF4	11	69590090
cg19832597	0.0122646246497283	GARS	7	30634132
cg19832721	0.721590579074746	KIAA1267	17	44249866
cg19835478	0.0558749827919927	COL6A1	21	47401109
cg19836199	0.14245896826846	RUNX1	21	36421941
cg19836283	0.0819298158421824	ITGA11	15	68724690
cg19836808	0.0827092982154036	NA	NA	0
cg19837131	0.0793779081167606	NA	NA	0
cg19837751	NA	CECR5;CECR4	22	17645416
cg19837824	0.0201172054016316	TSC2;NTHL1	16	2097351
cg19839588	0.0318275269536262	TRERF1	6	42419466
cg19839691	0.0162975573714772	KIAA0101	15	64673790
cg19840387	0.027914664436388	CCDC148;PKP4	2	159314016
cg19840532	0.0266908726359998	OMA1	1	59012661
cg19841506	0.154201881854498	ZMYND15;CXCL16	17	4642056
cg19843036	0.21126948684445	TMEM144	4	159131516
cg19843429	0.0151014059876259	OSBPL3	7	25019751
cg19844287	0.0219282606598365	NA	NA	0
cg19845843	0.754439320914037	BEND2	X	18239282
cg19846131	0.0166203646571127	CREBZF	11	85375464
cg19846927	0.0306125824954644	MRPL44	2	224821935
cg19847271	0.0233567950791453	PRIM1	12	57146332
cg19848683	0.080602171139687	MECOM	3	168864048
cg19850163	0.0307374416499283	AGFG1	2	228336753
cg19850348	0.0309955748775339	PYGO1	15	55880997
cg19850370	0.47400901921387	SLC4A4	4	72205104
cg19850406	0.284757080931974	RNFT2;C12orf49	12	117174732
cg19851137	0.0203037692072295	IDH3B	20	2645051
cg19853229	0.0104112440286018	PLEKHG2	19	39903895
cg19853494	0.0631720830486852	SELL	1	169680613
cg19853703	0.0285639568094938	APOL6	22	36044792
cg19853760	0.375091640046424	LGALS1	22	38071677
cg19854301	0.920904441932242	CDH13	16	82671450
cg19855618	NA	ZNF623	8	144731579
cg19856444	0.663631588682327	SLC39A12	10	18241116
cg19856594	NA	SAGE1	X	134975921
cg19857457	0.0201844586649788	RPL17;SNORD58A;SNORD58B	18	47018947
cg19857537	0.0234246237579743	FAM118B;RPUSD4	11	126081181
cg19857538	NA	COQ4;TRUB2	9	131085530
cg19857541	0.7638186282434	MORC1	3	108836800
cg19859270	0.750585354406891	GPR15	3	98251294
cg19861697	0.0407369114691224	DMTF1	7	86782611
cg19862344	0.665138794825235	RHAG	6	49605181
cg19863003	0.0300803656348426	REEP5	5	112257612
cg19863405	NA	ACTL7B	9	111619070
cg19863740	0.40555457071572	PARVG	22	44576869
cg19863773	0.950926606367999	OXER1	2	42991905
cg19864851	0.0240524026236037	SEC24C	10	75503847
cg19866103	0.0203849519844302	NICN1	3	49466612
cg19867899	NA	PCDHAC2;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA9;PCDHA13;PCDHA5;PCDHAC1;PCDHA3	5	140345819
cg19868691	0.18889431033766	WNT10A	2	219744597
cg19868730	NA	POPDC2	3	119380012
cg19869139	NA	OPRD1	1	29138077
cg19872681	0.823552026709785	SLC7A7	14	23284518
cg19872814	0.0134986625858543	PLAA;IFT74	9	26947503
cg19873701	NA	PSG9	19	43773649
cg19873785	0.0180446921337336	ZNHIT1;PLOD3	7	100861253
cg19875047	0.0133691965685655	ANKRD42	11	82905709
cg19875216	0.0100153611275805	SRPRB	3	133524841
cg19875656	0.924117294251972	PRSS50	3	46759096
cg19876444	0.0700802866419185	NA	NA	0
cg19876838	0.696448684162103	KCNJ14	19	48958664
cg19881177	0.0106821968643391	ZNF367	9	99181234
cg19881895	0.884961446325538	SLC43A3	11	57195540
cg19882093	0.889261369211143	GGTLC1	20	23969397
cg19883905	0.104523076773158	CIDEA	18	12254024
cg19884262	0.372811076275375	FOXI2	10	129535968
cg19884600	0.535203769767608	PYHIN1	1	158901938
cg19884658	0.505738275137272	KLHL21	1	6664268
cg19885761	0.438014757019648	CPLX2	5	175223646
cg19886179	0.0105394866501674	PSMD14	2	162164993
cg19889584	0.767239449415113	NA	NA	0
cg19889780	0.0958918698767638	SPR	2	73114144
cg19890739	0.793416543920085	GINS2	16	85723539
cg19890858	0.0218109335232922	TRABD	22	50624742
cg19891733	0.0331748918829924	ATP5J;GABPA	21	27108257
cg19894943	0.0559071866901058	TXNDC12;KTI12	1	52499579
cg19895197	0.0157247020904124	C17orf37	17	37887061
cg19896198	0.154929368296983	TNFRSF8	1	12123262
cg19896347	0.932420709007011	DNAH10	12	124265002
cg19899621	0.0384338580663271	ZNF561	19	9731817
cg19899882	0.209118263004972	FOXQ1	6	1313495
cg19902569	0.0167073552783844	AHNAK	11	62313929
cg19903229	0.288384408963708	C14orf105	14	57960650
cg19903333	0.080342697865031	ATP6V0B	1	44441367
cg19904463	0.561966387616779	FABP5	8	82192606
cg19904653	0.113165436908872	BRF2	8	37707692
cg19905251	NA	SLIT3	5	168728495
cg19905754	0.00897406967791283	ANKRD37	4	186317888
cg19906397	0.0157034574566995	SMARCB1	22	24129020
cg19906550	0.51757887181148	NA	NA	0
cg19906926	0.070469975505376	KLHL5	4	39045816
cg19910382	0.799312673172607	FABP1	2	88427561
cg19911362	0.0222295763446676	USP8	15	50716322
cg19912436	NA	PALM	19	708918
cg19913889	0.0124280436241378	TMEM150A	2	85830136
cg19914607	0.0772533502031778	SLC38A3	3	50242505
cg19914751	0.0227996707146334	QARS	3	49142572
cg19917856	0.149369309411127	NCCRP1	19	39687963
cg19918758	0.0118897685697148	VAV3	1	108508113
cg19921353	0.0315800175060978	HLA-DPB1	6	33043574
cg19921389	0.863523050923762	GP9	3	128780164
cg19921492	0.0738870941102087	NA	NA	0
cg19921776	0.0171128053131345	EDEM3	1	184724497
cg19923326	0.62703045238297	KCNQ1	11	2828778
cg19923810	0.605266699849768	KLHL17;NOC2L	1	894954
cg19928046	0.0152058265101594	CD74	5	149792249
cg19928247	0.306552727553017	TCEAL1	X	102883794
cg19928450	0.16907064130512	HOXC12	12	54348629
cg19930802	0.917868614820931	ATP10A	15	25972474
cg19931106	0.0185367766993028	CCDC75;HEATR5B	2	37311892
cg19932177	0.0215068722260626	RFC3	13	34392073
cg19935424	0.0607307063633733	NA	NA	0
cg19937039	0.486208818426122	SERPINA10	14	94759767
cg19939627	0.0204740311131663	EME2;MRPS34	16	1823875
cg19939660	0.0152686750733994	C19orf36;MOBKL2A	19	2097096
cg19941758	0.0116454029945377	CCDC90B	11	82997468
cg19944367	0.819818791178334	RGS3	9	116223775
cg19945840	0.349478858181801	SDF4;B3GALT6	1	1168036
cg19946699	0.330957513019214	SH3BGR	21	40817645
cg19947621	0.785180712077527	KIF24	9	34263021
cg19948014	0.0136453207393855	SOD1	21	33032656
cg19948393	0.655181260151223	ANKRD33	12	52281810
cg19948397	0.0180955113590306	C11orf61	11	124670177
cg19949137	0.407158773969607	HTATSF1	X	135579980
cg19949550	0.584551310940619	ASB2	14	94423704
cg19950767	NA	TPTE2	13	20110871
cg19951443	0.0103500088366242	C9orf46	9	5437593
cg19953406	0.133590342684129	KLK7	19	51487360
cg19954000	0.59286642232903	FGF1	5	142065671
cg19954739	0.0204153389717408	ZMYND19	9	140485596
cg19955257	NA		19	699032
cg19955521	0.081861445985686	WDR37	10	1102667
cg19957727	0.0130215876911052	TBCCD1;DNAJB11	3	186288330
cg19959519	0.108772798689328	NF1	17	29422806
cg19961382	0.0311315188452087	RANGAP1	22	41682542
cg19961522	0.765744101739806	MYLK2	20	30407388
cg19963522	0.497747256111074	IPCEF1	6	154677796
cg19963797	0.534117163341482	ALG13	X	110924467
cg19964192	0.919400955022992	MAGEA10	X	151307053
cg19965511	0.0227164813721199	HCRT	17	40336475
cg19965810	0.239142108866319	KCNH7	2	163695793
cg19966618	0.0215120647009734	THYN1;ACAD8	11	134123407
cg19968631	NA	GLRA3	4	175750792
cg19969873	0.0247502051872364	NPPC	2	232791083
cg19970051	0.0487309659685501	NA	NA	0
cg19971655	0.908211871529684	BSND	1	55464927
cg19971804	0.0229395753777547	MORN2;DHX57	2	39102883
cg19972619	0.0151864573326356	MYC	8	128747979
cg19972859	0.0188549868096456	PURA	5	139494006
cg19973135	0.0545480216566443	MARVELD3	16	71660103
cg19973884	0.0520164244183258	ZDHHC12	9	131486216
cg19974223	0.815622240522984	ANKRD33	12	52281676
cg19976011	0.0149390247657465	SEP15;HS2ST1	1	87380779
cg19976467	0.0153896755719971	TMCO4	1	20126168
cg19977912	0.0144659482268512	PIGQ	16	619814
cg19979773	0.906088498939594	FCN3	1	27702651
cg19979896	0.559156123735354	RAET1E	6	150212118
cg19981839	0.0267855850183594	CD2BP2	16	30366847
cg19982860	0.661669414185337	NA	NA	0
cg19984039	0.469350335751278	NA	NA	0
cg19985911	0.769924024077898	AVIL	12	58209674
cg19986872	0.0517907663364554	ACSL6	5	131347773
cg19987219	0.943602038940527	KNCN	1	47016749
cg19987840	0.0163507395209224	SPATA5;NUDT6	4	123844099
cg19988449	0.232206384572713	BNC1	15	83952808
cg19994834	0.135328500572759	GRIA3	X	122318040
cg19995014	0.0226580858779988	APLP1	19	36359772
cg19996355	0.0186378611113135	PBX4	19	19729375
cg19998328	0.629240272512775	YIPF2;C19orf52	19	11038320
cg20000468	0.0800707465924474	IFNAR2	21	34601686
cg20001829	0.138645714364127	TMEM25	11	118402342
cg20002248	0.0391191793932317	ACN9	7	96747288
cg20006825	0.230795682638972	PTMS	12	6874964
cg20008332	0.218690941120497	SOX11	2	5833169
cg20009671	0.0125968491279197	YY1	14	100704671
cg20010396	0.0229601199268196	ZBTB22	6	33285827
cg20010565	NA	C2orf60;C2orf47	2	200820801
cg20011134	0.745192422269739	DDO	6	110736422
cg20011352	0.384105846722979	GPR124	8	37655269
cg20011794	0.0245949060694374	KCTD17	22	37447915
cg20011833	0.012530686407982	LYRM2	6	90348585
cg20011974	0.021802215306186	EIF2B2	14	75469661
cg20015689	NA	SEMG1	20	43835190
cg20015855	0.909667544803987	CORO2B	15	68937562
cg20016416	0.680100973157427	SPTBN2	11	66489521
cg20016845	0.0207296904844893	CXXC1	18	47814312
cg20016874	0.0107311345887801	MAPK1IP1L	14	55518446
cg20017147	0.627276582089619	NA	NA	0
cg20017995	0.301027446945595	SNORD24;SNORD36B;MED22;RPL7A;SNORD36A	9	136216076
cg20018806	0.663978781573365	TCN1	11	59633874
cg20019546	0.267449832858991	SFRP4	7	37955824
cg20021244	0.0117988986920977	APBB3;SLC35A4	5	139944115
cg20022122	0.818535410116769	GCKR	2	27720122
cg20022511	0.019545313332461	ISG15	1	948740
cg20022541	NA	FAM181A;C14orf86	14	94385395
cg20023231	0.0862472619190542	HS3ST2	16	22825282
cg20023578	0.0432997617695269	TCF7L2	10	114709626
cg20025656	0.244516919032685	ACTA1	1	229570230
cg20025970	0.517238922586492	ABCC9	12	22089560
cg20028291	0.0246220843635152	BCAS4	20	49411856
cg20028470	0.544239145004244	UCN	2	27530829
cg20029201	0.428029007845175	BCL9L	11	118781813
cg20029652	0.0233870917539871	PGBD1	6	28249545
cg20030243	0.0197132856682931	F2R	5	76011643
cg20030671	0.014514601802292	FBXO28	1	224301701
cg20033731	0.0820742915727409	CACNA1C	12	2161371
cg20033864	0.0105094713225723	NA	NA	0
cg20034100	0.596396995175205	RNF217	6	125304496
cg20035459	NA	CLDN6	16	3068707
cg20041257	0.0308736284860225	DNM2;MIR638	19	10828819
cg20041381	0.0155976769525181	C1orf27;MIR548F1;TPR	1	186344125
cg20042228	0.0217305013718604	NOTCH1	9	139439761
cg20043466	0.0435542813733919	PLK1S1	20	21106097
cg20044189	0.00945633948435544	SPRY4	5	141704548
cg20047055	NA	KLRC1	12	10608067
cg20047230	0.0592570236348776	CP110	16	19535092
cg20047732	0.0280467145731931	TTC14	3	180319890
cg20050012	0.0244363029695413	KIAA0100	17	26971809
cg20050113	0.534412079482499	SLC9A2	2	103236861
cg20050826	0.524769456879628	KRT72	12	52995295
cg20051033	0.0737769752847698	CPNE9	3	9746059
cg20051177	0.903460025094361	TCF20	22	42612320
cg20051589	0.203850355173657	DLG3	X	69664482
cg20052411	0.00817808426592417	RCE1	11	66611241
cg20052718	0.123108315746219	TWIST1	7	19156902
cg20053158	0.166985169702789	ASCL1	12	103351206
cg20053799	0.00969778295818476	CYTH2	19	48972338
cg20055101	0.465419614766015	ZSCAN10	16	3142645
cg20057066	0.0266808367589898	NCRNA00173	12	116971500
cg20059151	0.265205679179618	SLC44A3	1	95286311
cg20059312	NA	NGEF	2	233877857
cg20060451	0.014577148167539	MAML1	5	179159945
cg20062122	NA	CLCN5	X	49833742
cg20063650	0.886370012899594	ZNF645	X	22290920
cg20065832	0.100609261235647	POU3F4	X	82763518
cg20066612	0.45400234938152	KCNJ9	1	160050948
cg20066677	0.957277909020919	CHFR	12	133424420
cg20070077	0.0101977641323491	GADD45G	9	92219995
cg20070090	0.524378797730426	S100A8	1	153363489
cg20073553	0.317594299027022	NKX3-2	4	13545291
cg20074048	0.0439178024991537	SECISBP2	9	91933147
cg20074371	0.0142639056266575	STT3B	3	31574495
cg20074593	0.718662997120518	GPR17;LIMS2	2	128403286
cg20074795	0.0363758954961959	KDELR3	22	38864244
cg20075229	0.856044051275832	NA	NA	0
cg20077393	0.0169038977870765	CGN	1	151483425
cg20080624	0.283914635173606	DLX5	7	96651111
cg20082357	0.0105714804970635	ATP6V0A1	17	40611017
cg20082641	0.948536143896035	PAQR5	15	69590255
cg20083676	0.416879092659394	C9orf47;S1PR3	9	91605999
cg20083730	0.193983693380234	MT1E	16	56659724
cg20083871	0.0113253818992018	ACAD9	3	128598559
cg20084646	0.00795581972490184	C19orf53	19	13885320
