Hybridization REF	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05
cg19401923	0.0137345933885292	MRPL19	2	75873790
cg19402885	0.0446654576167781	PTPRO	12	15475236
cg19403023	0.675327806053295	TESSP1	16	2848797
cg19403346	0.114708771548353	NA	NA	0
cg19403377	0.230396626431365	TMEM100	17	53800225
cg19404190	0.798189719063242	SPINK7	5	147692173
cg19404582	0.238825230907304	GRIN1	9	140032953
cg19404832	0.065606120447355	TFAP2D	6	50681114
cg19404979	0.489628736566971	ELSPBP1	19	48498031
cg19407266	0.502381685480739	FAM123B	X	63425122
cg19407886	0.41058444860545	SLC38A5	X	48328287
cg19408398	0.726300395951362	FIP1L1	4	54243328
cg19409156	0.915967263743906	SLC24A5	15	48413040
cg19410364	0.857915721380063	P2RX4	12	121647217
cg19410841	0.311905106115693	NKAP	X	119077663
cg19412675	0.03743822966391	SNX24	5	122181750
cg19413110	0.055267540029865	POLR3GL;ANKRD34A	1	145470355
cg19418515	0.669033144686605	NA	NA	0
cg19418958	0.166533332607616	TEX15	8	30705886
cg19419801	0.0468961160960305	PI4K2B	4	25235712
cg19420968	0.961047046448845	HCRTR1	1	32084964
cg19421044	0.443738555192657	DNASE1L1;TAZ	X	153640306
cg19421752	0.100255474274957	SLC6A19;SLC6A18	5	1225224
cg19423014	0.0192938063242793	RNF152	18	59560091
cg19423196	0.166162386511516	MAT1A	10	82049429
cg19423311	0.448215994669149	IL21R	16	27413904
cg19425528	0.020622494188005	INCA1;KIF1C	17	4901101
cg19426277	0.926038992368792	C7orf50;GPR146	7	1097382
cg19426827	0.200708049267867	ADSSL1	14	105191118
cg19427472	0.678730561540928	RB1	13	48892948
cg19427610	0.0460426648033973	WIF1	12	65515031
cg19428336	0.0368556378194081	FAT1	4	187645448
cg19428417	0.765891340305417	RRAD	16	66959729
cg19428735	0.597981566789609	NA	NA	0
cg19430430	0.0271479140258476	COL5A3	19	10121323
cg19430897	0.437015926786516	HIST1H2AB	6	26034145
cg19432434	0.0175375649303779	SIKE1	1	115323269
cg19432894	0.0112141460842848	DNAJA1	9	33025349
cg19433435	0.584111227802196	FEZ1	11	125366590
cg19434066	0.0114261708230178	ANAPC5	12	121790083
cg19434221	0.0203140829796093	ABHD12	20	25371822
cg19434303	0.0131811411346862	WARS;WDR25	14	100843067
cg19434936	0.0120822606081456	CCDC107;RMRP	9	35658452
cg19435264	NA	SLC6A7	5	149569537
cg19435409	0.0236064417726475	HIST1H2AL	6	27833121
cg19436567	0.0843987465486908	ARID1B	6	157099375
cg19437319	0.961451774906008	KIAA0196	8	126096148
cg19438514	NA	VSTM2L	20	36530920
cg19439331	0.0203183978060658	TET1	10	70320470
cg19439399	0.048748861855362	ELOVL4	6	80656595
cg19441691	0.474740534849541	MAOA	X	43515349
cg19445598	0.0185681129450819	UBA6;LOC550112	4	68566438
cg19447496	0.957077066961866	RB1	13	48891072
cg19447966	0.92753073864854	TEAD1	11	12785773
cg19448829	0.0160984779831038	UBR2	6	42531521
cg19448990	0.0321084147508087	TOB2	22	41842841
cg19450025	0.100466544843154	GIYD1;SULT1A3;GIYD2;BOLA2B;BOLA2;SULT1A4	16	30206073
cg19451391	0.0436876250638675	NA	NA	0
cg19451466	0.0160835726401824	UHMK1	1	162467441
cg19452316	0.0214028857276533	RASSF5	1	206680966
cg19453250	0.058139632565616	SLC39A6;ELP2	18	33710783
cg19455368	0.0196914700008103	ZNF587	19	58361294
cg19456540	0.388930137846798	SIX6	14	60976285
cg19459093	0.0335574322422028	HIST1H2AM;HIST1H2BO	6	27861078
cg19459675	0.0356527137065417	SC4MOL	4	166249239
cg19461344	0.0120497315955706	SLC30A3	2	27485922
cg19461621	0.51889327096645	COLEC12	18	500979
cg19461644	0.11973078281558	COL15A1	9	101706617
cg19462352	0.30086369771432	PROCA1	17	27038664
cg19463518	NA	POLRMT	19	634035
cg19464016	0.0275891023690229	PRDM1	6	106533958
cg19464252	0.734938178792955	FBRS	16	30675233
cg19464944	0.605068350118795	NA	NA	0
cg19465374	0.583872731506419	AZGP1	7	99573278
cg19466563	0.769755745937874	SPARCL1	4	88450506
cg19467928	0.0110247856295258	NA	NA	0
cg19468534	NA	OIP5;NUSAP1	15	41623761
cg19469297	0.0260695566167302	TBRG4	7	45151440
cg19470701	0.00820213936635755	PPDPF	20	62152632
cg19471399	0.941044114535847	CCDC77	12	514252
cg19475870	0.676366073915871	CDH9	5	27038605
cg19478478	0.599037767255653	TRDN	6	123957927
cg19478743	0.0188347512478018	ZMYND15;CXCL16	17	4642647
cg19479366	0.0502146543487028	CDC6	17	38444623
cg19481052	0.608719920079892	PLP1	X	103032137
cg19481686	0.814929253834829	CDKN2BAS;CDKN2B	9	22005288
cg19481811	0.578148634257394	NA	NA	0
cg19481953	0.53200650158601	SRPX2	X	99898921
cg19482581	0.0203543158561496	ABHD4	14	23067335
cg19483159	0.069456150392145	DYNLT1	6	159066182
cg19485804	0.905549111956308	NGEF	2	233878714
cg19486271	0.26376292816931	DDB2	11	47235900
cg19486673	0.297246931782704	LILRA2	19	55085018
cg19490266	0.0115564999116889	JTB	1	153949898
cg19491035	0.1805168699553	MANSC1	12	12502846
cg19496782	0.0400037463465972	GATA6	18	19749376
cg19497444	0.898433235194313	SLC22A18	11	2930794
cg19502744	0.431231710764989	SRD5A2	2	31805915
cg19504245	0.0447689764852122	TNNT1	19	55660620
cg19504888	0.877060594349213	MFF	2	228191306
cg19506903	0.0157313004148167	POLR1C;YIPF3	6	43484373
cg19507591	NA	CDCA5;ZFPL1	11	64850277
cg19510180	0.65703032833178	TMPRSS11B	4	69111580
cg19510484	0.0347887588897779	METAP2	12	95868044
cg19510604	0.906880030431772	CLK3	15	74901076
cg19510698	0.861415890841696	ALDH1A3	15	101421249
cg19510999	0.0127284288722407	CKLF	16	66586309
cg19511844	0.0397932268040003	ORMDL3	17	38084119
cg19512848	0.879700763071776	C14orf48	14	94463829
cg19514469	0.441689332829778	ELMO3	16	67233432
cg19514928	0.00949383493720092	TMEM56	1	95583636
cg19514961	NA	LENG8	19	54960460
cg19515324	0.0162560709751006	ASH2L	8	37963526
cg19515446	0.937481194362527	HIST1H1T	6	26108335
cg19515518	NA	TMEM80;DEAF1	11	694717
cg19516009	NA	SFTPC	8	22018080
cg19517291	NA	NMB	15	85201039
cg19517525	0.0178274859948527	ACTG1	17	79480921
cg19521927	0.889357516571372	PLA2G5	1	20395367
cg19522294	0.0299692439813409	PVRL3	3	110790583
cg19522332	0.0770109429637044	PIK3CA	3	178866004
cg19523029	0.0648499293942105	TLE4	9	82186884
cg19523692	0.775473659252186	ATP1B4	X	119495705
cg19524009	0.873612739905086	NEK3	13	52735075
cg19524049	0.0109074688369405	NCDN;KIAA0319L	1	36023720
cg19525717	0.062225474445805	PKIG	20	43160249
cg19526600	0.851424137122313	DIO1	1	54360115
cg19526626	0.0142831208317088	ZNF491	19	11909408
cg19528976	0.299490985852881	C7orf52	7	100823280
cg19529363	0.0185982315428532	EBI3	19	4229509
cg19530885	0.84159823909554	SCGB3A2	5	147258132
cg19531130	0.265831472816954	KIAA1377;ANGPTL5	11	101786659
cg19531713	0.123160618415445	BRCA1;NBR2	17	41277059
cg19532954	0.0267737566321345	ID3	1	23886409
cg19534879	0.0163069904858288	CXXC4	4	105412299
cg19534945	0.416487389200859	LCN12	9	139847558
cg19535609	0.0756860529805076	LRRC43;B3GNT4	12	122687758
cg19536127	0.0224865175393625	CALM2	2	47404286
cg19537511	0.848062886766403	ARHGEF15	17	8213813
cg19538485	0.812158812661137	NA	NA	0
cg19538699	0.0140987010475585	SLC35A5;ATG3	3	112281021
cg19539004	0.421340337578368	LIF	22	30643376
cg19539519	0.969722044552513	PYY2	17	26553687
cg19540408	0.817885436446214	C2orf57	2	232456289
cg19545851	0.0151032736617948	HMMR;NUDCD2	5	162887280
cg19546781	NA	CCL17	16	57438715
cg19547629	0.0104937186945895	MYRIP	3	39851641
cg19548738	0.0259079971124123	FAM115A	7	143598702
cg19549068	0.0276537216695268	CLU	8	27472319
cg19552482	0.0177222911786185	ZNF691	1	43312486
cg19553056	0.0199223734498041	ZNF330	4	142142166
cg19553463	0.567373237072361	NA	NA	0
cg19553721	0.801685369409938	FAM106A	17	18429951
cg19554294	NA	VN1R2	19	53761868
cg19555986	0.0422626887308594	MAP7	6	136872119
cg19556572	NA	AKNA	9	117156701
cg19557537	0.0119330829370735	CYP39A1;SLC25A27	6	46620673
cg19559392	0.0154069697377028	MORN2;DHX57	2	39103372
cg19560210	NA	PGBD5	1	230513337
cg19560287	0.0540259636272074	GEMIN5	5	154318093
cg19560758	0.0889355149386627	ERRFI1	1	8086721
cg19560971	NA	MFRP;C1QTNF5	11	119218238
cg19561186	0.352245818558433	NA	NA	0
cg19561774	0.551537558945714	SLC22A2	6	160679690
cg19562969	0.762464200768068	C20orf24	20	35233582
cg19564367	0.271492406335284	AFAP1	4	7941852
cg19564877	0.0250546716034061	NTN1	17	8925201
cg19566405	0.196924914616288	SLFN12	17	33759965
cg19567046	0.0145775634729528	VPS25	17	40925516
cg19568591	0.0660738020022862	FRZB	2	183731599
cg19569684	0.790822327052677	MGC29506	5	138726419
cg19570317	0.0149562876031705	MTA2	11	62368881
cg19570545	0.0121960184333035	PKP1	1	201252472
cg19570574	0.0262032709607826	THBS1	15	39872824
cg19571071	0.0435187505038582	GTF3C1;KIAA0556	16	27561715
cg19572242	0.190964847065452	IRAK1;MIR718	X	153285790
cg19572947	0.0285091755001273	DHX9	1	182808556
cg19573166	NA	SLC22A17	14	23822408
cg19573464	0.0106681358267417	KPNB1	17	45726674
cg19574488	0.0325882011956761	FHIT	3	61236547
cg19574623	0.152964981101649	NA	NA	0
cg19576304	0.294599960674858	RAX	18	56940022
cg19576739	0.0146604315384977	TOP2B	3	25706456
cg19578398	0.123059978880639	C10orf2;MRPL43	10	102747015
cg19579782	0.593527999135566	TRDMT1	10	17243880
cg19580810	0.276149846003824	RAB25	1	156031182
cg19584733	0.593206181890106	DENND4C	9	19298547
cg19584823	0.0165701754486843	KLHDC2	14	50235219
cg19584957	0.981476917915321	TTLL10	1	1114579
cg19585196	0.0219354018211556	ITGAE;GSG2	17	3626760
cg19585882	0.594428346600735	SSX1	X	48115024
cg19586576	0.0323492677542984	GJC1	17	42906845
cg19586645	0.0130391348495451	MIF4GD	17	73266642
cg19587401	0.00930889373423737	TMEM179B	11	62554900
cg19587887	0.972459944471703	PSKH2	8	87082065
cg19589427	0.382027733250934	TNFSF18	1	173019720
cg19591206	0.0251852618212599	SLCO2A1	3	133748809
cg19591588	0.0407708942112421	SACM1L	3	45730799
cg19591881	0.0243938849900112	CD34	1	208084640
cg19592945	0.578800493420779	P2RX6;MGC16703	22	21369610
cg19593572	NA	POLR3E	16	22308486
cg19594666	0.755632751117378	LEP	7	127881280
cg19594691	0.0149548692501478	RHOB	2	20646743
cg19595170	0.0173739829855555	SRF	6	43139150
cg19596204	0.0112013747279688	ISYNA1	19	18548583
cg19596653	0.0126665468292612	WAPAL	10	88281865
cg19596755	0.0469655319239052	CPT1A	11	68609747
cg19598544	NA	TTYH2;MGC16275	17	72209156
cg19601035	0.627979322165135	COL2A1	12	48399140
cg19601328	0.715357153971681	MAP3K14	17	43368729
cg19603195	NA	STOML1	15	74284877
cg19604470	0.00973824298380764	CD81	11	2398856
cg19612574	0.809597310121056	MAPK8	10	49608952
cg19614321	0.475431303354704	RASSF2	20	4804581
cg19615059	0.0408619110253769	TRPV4	12	110270919
cg19615614	0.0444269358385615	NA	NA	0
cg19616230	0.545329838282243	SLC34A2	4	25657429
cg19618706	0.312141120340209	BGN	X	152760906
cg19620294	0.132049448760194	TNFRSF11B	8	119964729
cg19622360	0.00813261953141852	MTR	1	236958982
cg19622372	0.871950314738392	NA	NA	0
cg19623751	NA	CEACAM7	19	42191563
cg19624775	0.0114249577473069	MORC3	21	37692840
cg19626078	NA	KNDC1	10	134973796
cg19629292	0.267648963018993	FEZF2	3	62358980
cg19630506	0.0136104474638541	SMTN	22	31477530
cg19630689	0.417199614983574	SERPINA12	14	94984381
cg19632026	0.0119961914886264	CHCHD3	7	132766999
cg19632206	0.0493434326717507	FAM5C	1	190446756
cg19632760	0.331140515909461	XKR9;LACTB2	8	71581729
cg19635695	0.569089450924323	PDE6C	10	95372445
cg19635712	0.0635777521140281	EPB41L4B	9	112082384
cg19635810	0.00892762535591494	C2orf18	2	26987197
cg19635869	0.0228192810867653	RRAGD	6	90121153
cg19636861	0.908395104776046	ZNF556	19	2867753
cg19636871	0.935626334435101	NA	NA	0
cg19637116	0.0312853568561204	FNTB	14	65453410
cg19638349	0.019286079734702	RDH14	2	18741870
cg19639622	0.0135867031178237	GPM6A	4	176923800
cg19642007	0.605437771036501	TNNT3	11	1944464
cg19642148	0.0972129394608995	DHX30	3	47844666
cg19644162	0.0132030227109189	TXNL4A	18	77748248
cg19645103	0.0428116052281455	YEATS4	12	69753606
cg19646028	0.194039185147461	MIR7-3;C19orf30	19	4769240
cg19649173	0.0323880446876395	ZNF446	19	58987877
cg19652869	0.0103058997645682	SLC30A1	1	211751907
cg19653161	0.0202525850143548	RGS10	10	121302492
cg19654437	0.46931890895881	CDK15	2	202671158
cg19655070	0.0745252975370404	HEXIM2	17	43237981
cg19657082	0.0654521333316539	ZMPSTE24	1	40724061
cg19658284	0.0484561819701737	RBM43	2	152118459
cg19662708	NA	TEAD1	11	12785573
cg19663795	0.599571074138207	SEPT1	16	30393854
cg19663942	0.0470631347505342	CCDC40;TBC1D16	17	78009347
cg19664945	0.745688916486817	LOC100302652;GPR75	2	54087343
cg19666391	0.717560119729186	NA	NA	0
cg19668234	0.271882843281196	PRSS50	3	46759449
cg19668255	0.0219127909644288	FAM117A	17	47840643
cg19669036	NA	PI4KA;SNAP29	22	21212365
cg19669439	0.0174511461077884	BTRC	10	103113668
cg19670317	0.0606438663174871	C17orf59	17	8093380
cg19674669	0.123538022464088	GLB1L3	11	134146910
cg19675684	0.0180718531830111	AKIRIN1	1	39456578
cg19676312	0.0213926153747858	RNPEP	1	201951586
cg19678067	0.0262377223289566	GGNBP2	17	34901173
cg19679281	0.0109721244381114	FANCL	2	58468512
cg19680672	0.878891274071166	MGMT	10	131412579
cg19682367	0.129194447321401	TPRG1	3	188888486
cg19684883	0.019190087447151	ZFAND5	9	74980740
cg19685066	NA	ACTL8	1	18082003
cg19685976	0.0171728922811067	SPTBN4;BLVRB	19	40972228
cg19686152	0.186106751454102	TMOD3	15	52121542
cg19688503	0.729829275583901	CAPN6	X	110513941
cg19690101	0.923781217468813	MORN2;DHX57	2	39104195
cg19690214	0.411235613303179	IPCEF1	6	154678326
cg19690404	0.741969005810023	CPA4	7	129933646
cg19691267	0.0260751419874	ACYP1	14	75530649
cg19691797	0.0119504190639768	TMEM66	8	29939998
cg19692710	0.92262756891116	DNAJB13	11	73661920
cg19693015	0.017532922947747	CHMP6	17	78965712
cg19693403	0.963514192422521	GPR156	3	119962884
cg19694491	0.0192007398054764	HSPA8	11	122932854
cg19695867	0.080049598800687	WDR47	1	109585390
cg19696622	0.435238680393412	RPS6KA3	X	20285908
cg19697981	0.073118615620125	NR2E1	6	108487820
cg19700658	0.788330352447679	UCP3	11	73719872
cg19703610	0.0309385654921937	DSCAML1	11	117667737
cg19703628	0.018290855939692	PSMB4	1	151371944
cg19703826	NA	ZNF213	16	3185452
cg19704039	0.024015877638904	GNPDA1	5	141392512
cg19706602	NA	MGMT	10	131265435
cg19706682	NA	LRRC50;HSDL1	16	84179331
cg19709058	0.0148364974183042	C2orf52	2	232378848
cg19709625	0.010500198251378	PCOLCE2	3	142607981
cg19712821	0.0906106044226359	FGFBP2	4	15965016
cg19713083	0.0171335874061407	ATP5G3	2	176046495
cg19713196	0.070004136353174	LAD1	1	201368390
cg19713460	NA	SYNGR1	22	39745530
cg19714241	0.0433102957390202	HSPA13	21	15755380
cg19714296	0.867824451695609	NA	NA	0
cg19714749	0.012180801571744	TPK1	7	144533092
cg19716462	0.0130906727821947	CCT4	2	62115576
cg19717150	0.663279584038289	HNF4A	20	42984878
cg19717326	0.0852769766872776	MYADM	19	54370016
cg19718882	0.529002600515973	WIT1	11	32458714
cg19721215	0.0150761544767638	GCDH	19	13001564
cg19721889	0.0666227719730148	HAND1	5	153857789
cg19722847	0.0812951211141118	IPO8	12	30849114
cg19723473	0.786713134382317	NA	NA	0
cg19723775	0.00877930032158342	HNRNPH1	5	179050963
cg19724470	0.0496465322964946	CD274	9	5450936
cg19728055	0.0242489277037297	OXSR1	3	38206610
cg19728223	0.254098640858368	KCNQ1	11	2813121
cg19728382	0.280669916552761	STC2	5	172757276
cg19728485	0.010411002535517	PQLC3	2	11295717
cg19728577	0.769230500671575	GUCA2B	1	42619163
cg19729279	0.0443872719831701	PHF15	5	133861951
cg19730092	0.445607768457602	ADAMTS14	10	72432797
cg19731122	0.597929259493254	MYO1C	17	1396395
cg19731268	0.0586760703280904	CHST3	10	73724697
cg19734148	0.0121704791948077	RAE1	20	55926119
cg19734228	0.386312243070692	DAPK1	9	90113593
cg19736898	0.0170755147149707	NA	NA	0
cg19738333	0.0179308510726626	REEP4	8	21999623
cg19740287	0.469537781383296	FANCB;MOSPD2	X	14891763
cg19740375	0.66265744259726	SCN5A	3	38690410
cg19740763	NA	INPPL1	11	71935199
cg19740969	0.744168316512779	NA	NA	0
cg19742789	0.0262550718647492	CCNJL	5	159739256
cg19744122	0.0124927123704892	SYPL1	7	105752980
cg19744131	0.0162163604907853	FAM63A;PRUNE	1	150980805
cg19744952	0.152517555656317	CIC	19	42788966
cg19746675	0.0239155400905123	MIR548G;C3orf26	3	99536119
cg19747852	0.0157709883567129	TRA2A	7	23571693
cg19751300	0.108392241034405	ST8SIA5	18	44336399
cg19751951	0.00996313382190906	GYG1	3	148709802
cg19752722	NA	ERBB2;PGAP3	17	37844579
cg19754094	0.0214116041260573	STAMBP	2	74055942
cg19756068	0.869770018616444	CYP2B6	19	41497222
cg19756611	0.0633972572911106	NA	NA	0
cg19759064	0.350983736357007	PHKG1	7	56160687
cg19761273	0.0772648860284178	CSNK1D	17	80232096
cg19762747	0.145598997511636	CRX	19	48325089
cg19763279	0.0291825537177331	HPSE	4	84256190
cg19763281	NA	NKAIN1	1	31662035
cg19764399	0.0251826802607	MED4	13	48669116
cg19764407	0.0212135873333318	NA	NA	0
cg19764418	0.448847729195804	RYR2	1	237205098
cg19764436	0.145732087887722	RTDR1;GNAZ	22	23413260
cg19764555	0.251896321195874	AHNAK	11	62315119
cg19766460	0.0292161684382903	UMODL1;C21orf128	21	43528205
cg19767249	0.0345405083662769	DCPS	11	126173637
cg19769182	0.22292474222632	PRRT2	16	29823868
cg19770955	0.678691913215805	COG5;DUS4L	7	107203448
cg19771482	0.0262211832499475	BNIP2	15	59980968
cg19771541	0.22309900499969	MID2	X	107069417
cg19771589	0.320828658285306	PEG3;ZIM2	19	57349815
cg19774122	0.642704235107691	NA	NA	0
cg19774491	0.0273725970605312	NA	NA	0
cg19776090	0.388233959639689	NA	NA	0
cg19776201	0.0209136007698171	ZNF132	19	58951434
cg19776453	0.886450213751587	CEACAM1	19	43033801
cg19777470	0.0551298392834116	CRABP1	15	78633455
cg19777783	NA	SLC15A4	12	129309376
cg19778698	0.0941709481653594	MAFK	7	1570060
cg19779211	0.0513548169659997	KCNQ1	11	2465491
cg19780563	0.921230958619931	EXOC6	10	94594494
cg19781053	0.0355741001876178	TJP1	15	30114912
cg19781133	0.0232583864938348	KCNH2	7	150674980
cg19781251	0.979964578551041	PEG10	7	94294278
cg19782075	NA	BCDIN3D	12	50237049
cg19782598	0.643966276877705	NA	NA	0
cg19783114	NA	TP73	1	3569046
cg19784449	0.0403535903418711	WASF2	1	27816456
cg19784470	NA	OR7C2	19	15052011
cg19784477	NA	TFPI2	7	93519401
cg19786920	0.0539117641685431	NSUN7	4	40751770
cg19787037	0.194283177120033	NA	NA	0
cg19789466	0.0227477616499525	OAS1	12	113344923
cg19789505	0.403101445758231	OBSCN	1	228394509
cg19790294	0.0212793700754849	CYBA	16	88717755
cg19791253	0.0215308614163442	ATP2B4	1	203595809
cg19791277	0.00948037837706249	KHDRBS3	8	136469780
cg19793718	0.0403128865230718	DHX37	12	125473601
cg19794490	0.0263569696025832	NCOA6	20	33412943
cg19795898	0.568795705276081	KIAA1984	9	139693196
cg19796273	0.0302474452492455	MYO10	5	16936868
cg19797376	0.658504302679509	TAL1	1	47695475
cg19797659	0.081039057812758	OAZ2	15	64995138
cg19798224	0.782377417791158	C14orf68	14	100789509
cg19799744	0.0204044931290764	ENPP5	6	46138963
cg19800926	0.0138502464378891	RELT	11	73087939
cg19801560	0.974358337770682	HIST1H4G	6	26247253
cg19803671	0.0188904526163736	UBE2E2	3	23245422
cg19803984	0.183608700839911	SNRPN	15	25068790
cg19807685	0.657254027117887	HSD17B2	16	82068980
cg19812619	0.849495178370931	NA	NA	0
cg19814116	0.144378745412029	KCNAB2	1	6086448
cg19815139	0.0182269697722639	C14orf133;AHSA1	14	77924143
cg19815376	0.74353616024819	FLJ34503	6	114225306
cg19815589	0.888708739506968	SHANK2	11	70709062
cg19815720	0.721963011230005	HTR3C	3	183770650
cg19815904	0.129338263503702	SEMA3C	7	80548307
cg19815928	0.0132640369467102	ATP6V0D1	16	67514524
cg19816938	0.0197530688369892	ABR	17	1082526
cg19817399	0.0409219397458875	CYP1A1	15	75018674
cg19819571	0.0202621849849872	KIAA0174	16	71929055
cg19819891	0.00998697790078251	MYST1	16	31129424
cg19822214	0.019733603582001	CNOT3	19	54641139
cg19823847	0.889511654740712	KIAA1244;PBOV1	6	138539706
cg19824325	0.0295333530577308	SETD6	16	58548873
cg19824362	0.0105442784722869	NR2C1	12	95467522
cg19824441	0.879507744166771	GPR182	12	57388312
cg19826026	0.0641151559733906	ARHGDIB	12	15114393
cg19830147	0.0245520458207319	MCM3APAS;LSS	21	47649323
cg19831077	0.762271519822287	WDR86	7	151107924
cg19831369	0.332744685220197	HPS4;SRRD	22	26881026
cg19831575	0.562450099478357	FGF4	11	69590090
cg19832597	0.0163053133557152	GARS	7	30634132
cg19832721	0.891630385612128	KIAA1267	17	44249866
cg19835478	0.187366120759384	COL6A1	21	47401109
cg19836199	0.1052755220812	RUNX1	21	36421941
cg19836283	0.0311362992168457	ITGA11	15	68724690
cg19836808	0.0210558863786039	NA	NA	0
cg19837131	0.052481555868035	NA	NA	0
cg19837751	NA	CECR5;CECR4	22	17645416
cg19837824	0.0283347347109008	TSC2;NTHL1	16	2097351
cg19839588	0.0321179886866246	TRERF1	6	42419466
cg19839691	0.0146049280936369	KIAA0101	15	64673790
cg19840387	0.033269357529333	CCDC148;PKP4	2	159314016
cg19840532	0.0170574844180603	OMA1	1	59012661
cg19841506	0.0423965322149609	ZMYND15;CXCL16	17	4642056
cg19843036	0.0978189872435768	TMEM144	4	159131516
cg19843429	0.116832608862515	OSBPL3	7	25019751
cg19844287	0.0210601428623665	NA	NA	0
cg19845843	0.549670989662379	BEND2	X	18239282
cg19846131	0.0177275330035816	CREBZF	11	85375464
cg19846927	0.0291404824602656	MRPL44	2	224821935
cg19847271	0.0196279294496178	PRIM1	12	57146332
cg19848683	0.0881820962405833	MECOM	3	168864048
cg19850163	0.0415201553676085	AGFG1	2	228336753
cg19850348	0.0195132366352189	PYGO1	15	55880997
cg19850370	0.783587088045422	SLC4A4	4	72205104
cg19850406	0.145266799065489	RNFT2;C12orf49	12	117174732
