Hybridization REF	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05
cg21667943	0.0766966971439851	ORMDL2;SARNP	12	56210943
cg21669679	0.282328155528088	DCC	18	49866548
cg21671476	NA	MYL9	20	35169609
cg21672276	0.397447053543293	ZNF502	3	44754072
cg21673646	0.26497088982224	SHF	15	45479977
cg21674595	0.696464417271619	NA	NA	0
cg21675030	0.0221456652566531	ABHD10	3	111697974
cg21678388	0.0339772054673601	ZNF354B	5	178286735
cg21680178	0.0838837974376624	GPATCH3	1	27226860
cg21680717	0.0153008909591512	AKAP8;AKAP8L	19	15490914
cg21681756	0.0120988022787203	KBTBD4;NDUFS3	11	47600081
cg21682382	NA	TMEM39B	1	32538052
cg21682826	0.024900771978851	HERPUD1	16	56965767
cg21682902	0.948732524077297	HAL	12	96390960
cg21684385	0.0196305731121948	ADAT2;PEX3	6	143772210
cg21685266	0.119399099551929	EHHADH	3	184971652
cg21685427	NA	SGK2	20	42187356
cg21685565	0.0147658658004257	GNA12	7	2883529
cg21686523	0.0127560729318482	INTS12;GSTCD	4	106629581
cg21686900	0.00820267429460635	DAZAP2	12	51632663
cg21686987	0.67762564913787	CTRB1	16	75252973
cg21688264	0.383081579301614	SNAP91	6	84418724
cg21688707	0.0251390833316973	HNRPDL;ENOPH1	4	83350844
cg21690806	NA	SLC9A8	20	48429803
cg21690892	0.979813456657087	GUCA1B	6	42162428
cg21692936	0.0196597462870721	SLC3A2;SNORD27;SNHG1;SNORD25;SNORD26	11	62623994
cg21693321	0.392727932800795	MED12	X	70338331
cg21693780	0.0274084527402088	DDX1	2	15731793
cg21694349	0.0379643202987245	FBXO24;LRCH4	7	100184161
cg21695020	0.894017456870086	DPEP3	16	68014626
cg21696393	0.672115397744325	SOX8	16	1030401
cg21697134	0.0327886034091138	FN3K	17	80693839
cg21697779	0.406952133681703	FUNDC2	X	154255534
cg21698790	0.0120540119224304	HRK	12	117319264
cg21700070	0.0148132365334191	CNOT3	19	54641527
cg21700166	0.0419225178612261	GPR68	14	91720227
cg21703138	0.0142761523112647	PPP2CA	5	133561950
cg21703572	0.042117078529139	C22orf13;SNRPD3	22	24951237
cg21705120	0.0342419944564694	UBE2G1	17	4270245
cg21706946	0.462481808593324	NA	NA	0
cg21707816	NA	EXOG	3	38537451
cg21709140	0.014473239191437	GORASP2	2	171785487
cg21710060	0.953682420494625	GRK1	13	114321749
cg21712678	0.0233759018135185	ZC3H7B	22	41697701
cg21712685	0.0224070138031278	C6orf126	6	35744605
cg21713257	0.0133379213866484	ETFDH;C4orf46	4	159593619
cg21713812	0.00915550947523105	KHDRBS1	1	32480195
cg21715963	0.0271487917802047	C1orf51	1	150254838
cg21716693	0.659607570762687	CPNE5	6	36806882
cg21717724	NA	PSMD5;LOC253039	9	123604514
cg21718857	0.0517149516394553	DLL3	19	39989592
cg21721126	0.0105814598791785	TTC35	8	109456101
cg21721155	0.0446634359452895	HADH	4	108910787
cg21721865	0.0164412801242818	UFM1	13	38923576
cg21722058	0.0196042747200512	PLK4	4	128802226
cg21722680	0.0136759998689033	TBK1	12	64846210
cg21723486	0.851302936019419	TP63	3	189349323
cg21727574	0.913072139671503	ZNF137	19	53098913
cg21728447	0.0277113807577447	ALDH4A1	1	19229118
cg21729186	NA	HIST1H4H	6	26285766
cg21730067	0.0153181712009957	LOC492303;ZNF326	1	90460918
cg21731286	NA	TAS1R2	1	19186805
cg21732383	0.450177930606741	THBS2	6	169654692
cg21736205	NA		7	92100314
cg21736592	0.153947596951585	CYTH4	22	37678450
cg21740204	0.0259573876084714	SMC5	9	72873544
cg21742836	0.380142145115238	PPP4C	16	30086175
cg21743569	0.0144085347177874	NR1H2	19	50879963
cg21743649	0.900162625723866	PGAP2;NUP98	11	3820252
cg21743830	0.824550770023377	CCL25	19	8117966
cg21745164	0.75231436051939	CHP2	16	23765304
cg21745320	0.0271402833666016	SMG6;SRR	17	2207495
cg21746459	0.0212331191112225	MRPL50;ZNF189	9	104160900
cg21746887	0.0459932852038175	FZD1	7	90893279
cg21747271	0.0928991305836137	AIP	11	67250052
cg21750545	0.0132903501347664	DCUN1D4	4	52709356
cg21750589	0.474418150170449	ZNF323;ZKSCAN3	6	28321301
cg21750602	0.828936641193234	PPP2R2D	10	133748026
cg21750887	0.716371108477413	CPA6	8	68658237
cg21751787	0.0154575479372394	LMAN2	5	176778504
cg21753834	0.0195767707263524	PTRH1;TTC16	9	130477671
cg21754343	0.87285649393504	LCE2B	1	152658797
cg21755709	NA	PDXK	21	45149398
cg21756353	0.0129578739861009	DHPS	19	12792451
cg21759080	0.0111839056425436	STX5	11	62599762
cg21762107	0.016174340491912	CTSA;NEURL2	20	44519951
cg21762589	0.58845401624057	BNIP3	10	133796476
cg21765730	0.275472642214892	NOX3	6	155777175
cg21768899	0.00958451018666368	C12orf75	12	105724426
cg21769943	NA	PIM1	6	37137738
cg21769969	NA	OSTM1	6	108396498
cg21770145	0.953697820932757	SIRT7;PCYT2	17	79869997
cg21770617	0.828031068816716	FAM3D	3	58652897
cg21771250	0.656103868284948	FAM83F	22	40406049
cg21772838	0.0104551039513507	AURKA;CSTF1	20	54967497
cg21774863	0.0205980570657356	RAB28	4	13486498
cg21781546	0.824133158793017	BCS1L	2	219525807
cg21783004	0.853533139045319	LECT2	5	135290288
cg21784498	0.0113608273831119	TMEM97	17	26645922
cg21784940	NA	REPIN1	7	150067807
cg21785260	0.0180307219719049	FAM134A;C2orf24	2	220042096
cg21785307	0.0305836443032014	NA	NA	0
cg21785536	0.0422006458643375	C3orf64	3	69063328
cg21787206	0.0211351896363236	PSMD9	12	122326515
cg21787280	0.934320013951073	SNW1;C14orf178	14	78225551
cg21787291	0.0287328369069491	NKAIN2	6	124125170
cg21788470	0.866730133019993	NA	NA	0
cg21789545	NA	COL9A1	6	71012391
cg21790626	0.771371892712756	ZNF154	19	58220494
cg21792432	0.571701804723747	POT1	7	124538660
cg21792737	0.0980449231606953	NOX3	6	155776999
cg21794225	0.584630255212816	PRKD1	14	30397464
cg21795497	NA	C11orf63	11	122753326
cg21796234	0.0166602849012448	C3orf23	3	44379533
cg21796825	0.0109381734605045	TMEM5	12	64173751
cg21800088	0.0133117237025648	POLR2B;C4orf14	4	57844931
cg21800439	0.0191868302850188	STAT2	12	56753886
cg21801378	0.621559654381188	BRUNOL6	15	72612125
cg21802726	0.0186167896187324	EDEM2	20	33735257
cg21803417	0.0407004314976567	MTRR;FASTKD3	5	7868887
cg21803680	0.0273730517219129	TMEM169;PECR	2	216946845
cg21804822	0.0166767875434172	ORAOV1	11	69489974
cg21804950	0.45581877242339	NA	NA	0
cg21807589	0.547150659244069	NA	NA	0
cg21808053	0.379783399582735	DIRAS3	1	68513063
cg21815667	0.306300932929516	HOXD8	2	176993841
cg21816539	0.515682361076026	GRIK1	21	31312328
cg21817450	NA	ENOX1	13	44240722
cg21818252	0.0353047415906529	SEC24B	4	110354354
cg21820677	0.0240917324575222	GABRA2	4	46392528
cg21820890	0.969940199671719	PLA2G12B	10	74714375
cg21824213	0.302767718914819	NA	NA	0
cg21824902	0.00989881917155488	WDTC1	1	27560832
cg21825027	0.0147735263443637	ACP1;SH3YL1	2	264166
cg21825364	0.960899651285873	NA	NA	0
cg21828898	0.0231769251826925	UBA5;ACAD11	3	132379245
cg21829265	0.0374704006704764	KIAA1586	6	56911139
cg21830413	0.0188616529335791	VPS26A	10	70884251
cg21831174	0.760057037139548	MASP1	3	187011187
cg21832150	0.0190045304830079	PLEKHN1	1	902025
cg21832243	NA	TTC3;PIGP	21	38444223
cg21833459	0.0234720905534846	FAM111B	11	58873955
cg21835622	0.0298210441443194	DPYSL3	5	146833431
cg21835643	0.828610901549371	MATN4;RBPJL	20	43935361
cg21836062	0.786942020853657	DMD	X	33357661
cg21837443	0.0197822191404944	CCDC109B	4	110481957
cg21838233	0.0217635442761391	TPX2	20	30326920
cg21838334	0.0539036489704372	NES	1	156646653
cg21839522	0.0248047278985941	NA	NA	0
cg21840599	0.0191741462401177	PAK2	3	196467454
cg21842274	0.771214295313423	CRHBP	5	76248637
cg21842478	0.611392183779715	HOXB13	17	46806046
cg21842664	0.0216479642086611	CAB39	2	231578467
cg21844038	0.0586023627819548	FAM100A	16	4665248
cg21844956	0.0279122182321604	TRIM38	6	25963442
cg21845297	0.807221355509229	OTOR	20	16728794
cg21846488	0.659654428756536	LCE4A	1	152680843
cg21846903	0.289739823295616	VTN	17	26697281
cg21849289	0.011826548830162	C1orf123	1	53686523
cg21850069	0.0330688946381883	TRIM41	5	180649807
cg21850239	0.0177191284952224	POLR2G	11	62528988
cg21850254	0.122545022508392	ZNF570	19	37959853
cg21852292	NA	C1orf115	1	220863407
cg21856603	0.866171519687505		17	3713823
cg21858376	0.0132045721206737	ITPR1	3	4534791
cg21859434	0.00870059740341363	CXCR4	2	136876021
cg21860846	0.515241154370842	ELK1	X	47510507
cg21861211	0.0218507263073353	ZFYVE26	14	68283527
cg21862373	NA	SNHG9;RPS2;SNORA78	16	2014791
cg21865006	0.618685324918223	NA	NA	0
cg21869055	0.0272362034082676	KLK10	19	51522454
cg21869532	0.120470393884993	ZNF561	19	9732024
cg21870662	0.0688806301822559	SGSM2;TSR1	17	2241570
cg21870668	0.408419405790176	SNRPN	15	25123731
cg21870884	0.745308424700238	GPR25	1	200842429
cg21872129	0.0264140205409639	PTP4A1	6	64281996
cg21872391	0.0154933663422667	SMNDC1	10	112064057
cg21872393	0.0203359589466725	MYL12A	18	3247654
cg21874193	0.770903532553384	TAS2R19;PRR4;PRH1	12	11174898
cg21875234	0.0195845541798297	GSPT1	16	12009405
cg21877855	0.0164432964195159	ITGB3BP;EFCAB7	1	63989125
cg21878918	0.0205545591134444	NDUFA4L2	12	57634762
cg21879981	NA	EPC1	10	32636639
cg21880328	0.289406239806866	CTTNBP2	7	117514017
cg21880903	0.782051752260455	KLB	4	39408665
cg21885525	0.0606878555198452	NA	NA	0
cg21885650	0.0132769646278682	TBCCD1	3	186284968
cg21885995	NA	SRP68	17	74069256
cg21888438	0.335589009586853	MID1IP1	X	38663117
cg21890738	0.0196676140664144	CYB561	17	61523271
cg21892409	0.0395942849580282	C11orf49	11	46958372
cg21892708	NA	PDIA6	2	10954197
cg21893220	0.0121969889009	SMC2	9	106856376
cg21896452	0.0189715597806356	TPRKB	2	73964413
cg21898046	0.791215853369236	MGAT1	5	180231026
cg21900416	0.00864449455494653	SERTAD3	19	40950172
cg21902119	0.0146338091241962	VAT1	17	41173883
cg21902327	0.705326748102149	FGF6	12	4554786
cg21902346	0.0253915257211386	MACROD1	11	63933484
cg21902544	0.0246431183826142	CBLN2	18	70211515
cg21903324	0.0292626169480479	CABYR	18	21718824
cg21905630	0.0330784974580423	GSX2	4	54965904
cg21906716	0.966086437176921	TP73	1	3579978
cg21907579	0.665041405934077	TBX5	12	114845868
cg21908116	0.010177812974204	LRRC1	6	53659077
cg21908259	0.0425568539793481	FKBP11	12	49318998
cg21909391	NA	LPP;FLJ42393	3	187896222
cg21910663	0.0212758674813597	MGC23284;MVD	16	88730440
cg21911019	0.537175273356665	GPR78	4	8581650
cg21912241	0.0350499263057743	C19orf40;CCDC123	19	33462915
cg21912567	0.0205205279007595	GADD45G	9	92219379
cg21914262	0.0221030323276156	MTIF3	13	28024888
cg21917349	0.770062974741832	APBA2	15	29213860
cg21918026	0.0531129178504499	SLC7A6OS;PRMT7	16	68344902
cg21918500	0.0280173312261351	NA	NA	0
cg21919219	0.822279102612787	NA	NA	0
cg21921474	NA	C1orf172	1	27287181
cg21922574	0.44523245540273	NETO1	18	70535925
cg21922731	0.262680458065544	HSD17B6	12	57157130
cg21922841	0.0341528584008221	SLC9A3R1	17	72744131
cg21925493	0.0268048224770923	C9orf89	9	95858671
cg21926138	0.292934677270977	C1orf88	1	111889420
cg21926612	0.184960181800237	PACRG;PARK2	6	163149169
cg21927363	NA	C9orf93	9	15552206
cg21927975	0.0245201504704524	GPR153	1	6320757
cg21929875	0.536550369940335	VSIG2	11	124622096
cg21929993	0.0226940293724576	RNF130	5	179498114
cg21930712	NA	C19orf75	19	51761116
cg21931212	NA	C12orf57	12	7053223
cg21932800	0.322145191265096	MMGT1	X	135056858
cg21932814	0.486261612366741	CSTA	3	122044172
cg21934269	0.380982093907107	NA	NA	0
cg21935083	NA	RAD50	5	131892314
cg21935292	0.014513608645058	GNS	12	65152931
cg21937169	0.0209120372495495	ASL	7	65541137
cg21937886	0.580613695163453	GFPT2	5	179779954
cg21939221	NA	AGBL2	11	47737371
cg21939482	0.0359138452226462	C7orf70	7	6388130
cg21942082	0.332578574255478	RNU5E;RNU5D;ACOT12	5	80690225
cg21942438	NA	ZNF619	3	40518091
cg21942546	NA	ABHD11	7	73154357
cg21942576	0.762569616696295	GPBP1L1	1	46126885
cg21943652	0.0128837177114613	HIPK1	1	114472049
cg21944455	0.843215424748867	GFAP	17	42994269
cg21944757	0.0182378355013527	ARFGAP1	20	61904196
cg21946698	0.529296285956912	RGS11	16	326615
cg21948169	0.318324513671872	TET1	10	70320051
cg21948655	NA	SMCP	1	152849738
cg21948783	0.306509525546281	WNT1	12	49372474
cg21949305	0.853574910937157	C22orf45;ADORA2A	22	24828655
cg21949781	0.0211154444578328	PSTPIP2	18	43652366
cg21950493	0.0387811464700832	GPN3;C12orf24	12	110907285
cg21950518	0.282257695204622	IL6ST	5	55290746
cg21951612	0.915761915164687	MRAS	3	138092089
cg21954346	0.0143783169741677	ESRP2	16	68271489
cg21954994	0.013975691928029	NA	NA	0
cg21955402	0.0244833967706713	SMCR7	17	18163716
cg21958034	0.834381382576084	NA	NA	0
cg21958798	0.0507671679448144	GUCY1A2	11	106890084
cg21959619	0.16719845521028	FBXL6;GPR172A	8	145581006
cg21960110	0.69967837518418	HBZ	16	202482
cg21960882	0.77751607502555	NA	NA	0
cg21961766	0.453337095431309	PRRG2	19	50086378
cg21964481	0.779749865898386	SLC34A3	9	140125696
cg21965997	0.634837074639937	CALY	10	135150367
cg21966410	0.310656062250548	AR	X	66765882
cg21968169	0.0351547035532432	LOC338799;SETD1B	12	122241952
cg21968580	0.0442415203217847	DNAJB4	1	78470640
cg21968796	0.911134781699094	C21orf67;C21orf70	21	46358532
cg21969640	0.614873318207387	NA	NA	0
cg21970438	0.875752086586387	TTLL2	6	167738277
cg21972382	0.353988246186946	CLIP4	2	29339076
cg21972430	0.0143463541981186	TPD52L1	6	125475126
cg21973276	0.0206927661998665	SMAD6	15	66994600
cg21973517	0.0432989393838401	VGLL4	3	11762253
cg21973800	0.0211897106883412	CINP;TECPR2	14	102829177
cg21974239	0.0838753530190817	MAPK12	22	50700478
cg21974766	0.021783476166244	CASD1	7	94138743
cg21974996	0.0211224456174743	C14orf156;ALKBH1	14	78174491
cg21975377	0.0231023624152051	FZD6	8	104311490
cg21978299	0.199436117724747	MCTS1	X	119737955
cg21979032	0.837063155208802	CYP8B1	3	42917517
cg21982518	0.0232954340000923	TMC7	16	18995173
cg21983579	0.0112272332350918	CAPNS1	19	36630882
cg21984310	0.0114377728910422	C9orf128;TMEM8B	9	35829279
cg21985356	0.0185761446447636	LOC728723;ZBED3	5	76383200
cg21985470	0.651636764507839	NA	NA	0
cg21988041	0.39946623689096	GLT8D2	12	104444060
cg21988465	0.864113555929963	GNAS	20	57429277
cg21989094	0.0136804822229547	MRPS12;SARS2	19	39421295
cg21989500	0.0177188158966649	NDUFAB1	16	23607577
cg21991396	0.837885178656756	NLRP3	1	247581417
cg21991830	0.0165001052059414	RB1CC1	8	53626936
cg21992250	0.686012224131198	SLC15A3	11	60718709
cg21993406	0.177054273252635	CENPH	5	68484783
cg21995126	0.734819942921977	NA	NA	0
cg22001782	0.0502071640765257	BCL9	1	147013236
cg22004151	0.0200445578929017	PPP2R5D	6	42952586
cg22005565	0.755793456135261	SLFNL1	1	41487437
cg22006386	0.0185467019256046	CATSPERG	19	38827378
cg22007326	0.0200908767652732	TMED2	12	124069649
cg22007439	0.0110932330940503	NA	NA	0
cg22009138	0.0384346016945409	ERBB2IP	5	65222522
cg22009489	0.0155305708012872	MYEOV2	2	241075960
cg22009923	0.477641881423307	CD151	11	832065
cg22010317	0.295753067400959	CXorf36	X	45060544
cg22012054	0.0234956022159586	ATP5B;SNORD59A	12	57039895
cg22012981	NA	ACOX2	3	58522689
cg22013966	NA	SERPINA13	14	95106170
cg22016571	0.396619887051033	MST4	X	131157426
cg22016649	0.227272945907829	PNPLA2	11	818917
cg22016818	0.0148382719045143	TULP3	12	3000126
cg22017387	0.0187752583336165	VPS33B	15	91565357
cg22019980	0.0300694930136517	RNF146	6	127588823
cg22021786	0.869958788759636	WFDC8	20	44207288
cg22022041	NA	CCR9	3	45928137
cg22023770	0.0601504258993234	C6orf114;GFOD1	6	13486545
cg22024281	0.0160286810122127	EXT1	8	119124108
cg22024657	0.849836475407203	SLC13A1	7	122839955
cg22024876	0.0158320620494203	KBTBD3;AASDHPPT	11	105948183
cg22025233	0.783036326012476	CYP2W1	7	1022904
cg22026853	0.0445894691102789	POU3F2	6	99282887
cg22029275	0.84525241661419	FAM123A	13	25745784
cg22029504	0.0232455453894991	NA	NA	0
cg22030890	0.0920129721127109	RAB32	6	146865233
cg22031736	0.022859701334986	ANKRD54	22	38239648
cg22034555	0.0199322895629883	DHX36	3	154042159
cg22035229	0.953436858745877	MSH4	1	76262648
cg22036233	0.0293371441756083	ZFYVE26	14	68283005
cg22036988	0.677321014543031	SPSB4	3	140770345
cg22037121	NA	UNC80	2	210635618
cg22037648	0.0966880285150707	SEMA3B	3	50311009
cg22037919	NA	CCM2	7	45038995
cg22038738	0.659112837338598	PLAT	8	42064673
cg22039287	0.320840248468307	RIT2	18	40696075
cg22039846	0.70464761099317	NA	NA	0
cg22040627	0.502121150158513	SLC13A5	17	6617030
cg22041635	0.0327260967109765	HCN3	1	155247476
cg22041658	0.0135718088045752	POP4	19	30097344
cg22043361	0.0324268690918171	ZBTB1;ZBTB25	14	64970199
cg22044848	0.0256143545696043	RFTN1	3	16555311
cg22045288	0.662769527041135	C10orf91	10	134258421
cg22048492	0.0171253629021523	KAT5	11	65479309
cg22050705	0.0182821601737855	ZNF197	3	44666898
cg22050893	0.0414830301228932	MIR548N;FKBP7	2	179342982
cg22051636	NA	MRGPRX2	11	19081590
cg22051763	0.0387734393400718	UTP20	12	101673672
cg22051865	0.0107426413640735	ARHGEF17	11	73019002
cg22052955	0.132517266988982	RARG	12	53625898
cg22054164	0.342706866497555	ECE1	1	21617504
cg22054191	0.338650549921205	POU2F2	19	42637630
cg22055427	0.407234290182229	P2RY1	3	152552440
cg22058458	0.0184544743811504	HMGN3	6	79944186
cg22059008	0.64449135498374	NA	NA	0
cg22061523	0.0354681686343722	AFMID;TK1	17	76183551
cg22062068	0.691426853165453	RBMXL2	11	7110074
cg22062239	0.00810921911057185	VKORC1	16	31106011
cg22063056	0.0108394892288081	CLCC1	1	109505929
cg22063653	0.018490732580961	BPGM	7	134331376
cg22063989	0.103597402379327	RSPO1	1	38100795
cg22064129	NA	SLC14A2	18	43194482
cg22064451	0.609289995609362	TUBA1A	12	49583496
cg22064942	0.0352386600109455	SEC24B	4	110355472
cg22065439	0.0277403183976968	C5orf15	5	133304001
cg22065500	0.0139776968090379	TNPO3;LOC286016	7	128695353
cg22066521	0.774624206394139	ABCB5	7	20687223
cg22067472	0.0415707542177776	CYB5B	16	69458746
cg22068038	0.0165604441897158	PARP16	15	65578960
cg22068211	0.841906386997553	C3orf27	3	128295141
cg22068473	0.0575075478401225	DDIT4	10	74033403
cg22068764	0.0145198722381638	GORAB	1	170501645
cg22074467	NA	AKR1C2	10	5060566
cg22074666	0.866722960492274	NA	NA	0
cg22074858	0.0874998206360643	GBP3	1	89488430
cg22077101	0.0849322178001432	MRPL22	5	154320902
cg22077553	0.766779297319312	MYOC	1	171621732
cg22080282	0.106425338757248	ZADH2	18	72920932
cg22081096	0.163364762272706	ABCA6	17	67137953
cg22082243	0.0171167405445659	C10orf84	10	120101750
cg22082462	0.878135991238182	CPNE6	14	24540415
cg22083047	0.513814072749412	PRICKLE2	3	64211464
cg22083639	0.0257353961306301	SLCO5A1	8	70747646
cg22083798	0.301716171750292	IGFBP3	7	45961401
cg22084336	0.0217576682119408	UBP1	3	33482401
cg22084611	0.160996769798454	SULF2	20	46414934
cg22085335	0.0285053379191131	KCNF1	2	11052081
cg22088368	NA	C22orf33	22	37404888
cg22088594	0.0570694804804957	FAM48A	13	37634133
cg22090592	0.392200267000176	INF2	14	105174642
cg22091798	0.0159085454699766	UBXN1	11	62446605
cg22093158	0.0364015853620081	OSBP	11	59383768
cg22096513	NA	UBA2	19	34919002
cg22100821	NA	SCRT2	20	656743
cg22101098	0.894075582238287	SLC17A1	6	25830789
cg22101147	NA	TMEM110	3	52931946
cg22101336	0.0371726142717118	NA	NA	0
cg22103585	0.0113860106573058	CCNT1	12	49110427
cg22103999	0.0186585625528853	DNAJA3	16	4475555
cg22105022	0.922130691999501	SH2D3C	9	130508173
cg22105582	0.0314474112644493	RAB27B	18	52496070
cg22108175	0.106521771271849	LPL	8	19796591
cg22108265	0.018493344937087	RAB6A	11	73471972
cg22110261	0.0143376009961307	NA	NA	0
cg22110492	0.527099200638479	ADAMTS13;REXO4	9	136283026
cg22111003	0.0150688441383955	ACSL3	2	223725731
cg22113807	NA	UBOX5;FASTKD5	20	3140865
cg22114222	0.00853966913079785	TIPARP;LOC100287227	3	156392417
cg22115808	0.063157993035175	NUDT16L1	16	4743814
cg22116290	0.107845374763377	SMPD3	16	68481968
cg22117143	0.942531128404497	MPDZ	9	13251431
cg22120948	0.0136907428711474	GIT1	17	27915972
cg22122449	0.640545689578271	ACR	22	51176711
cg22123464	0.536038157040131	SLC8A2	19	47974901
cg22125370	0.0560337390768118	SOCS2	12	93966485
cg22125922	0.0386708869538857	ZNF337	20	25677738
cg22126032	0.0281013216395432	CAV1	7	116166529
cg22126266	0.0240566288805807	LHX4	1	180199560
cg22127491	0.0221756469422874	NDUFC1	4	140217063
cg22129364	0.498819157188059	GPX7	1	53067894
cg22130834	0.011523642896457	TTC22	1	55267046
cg22131172	0.16352990737542	C13orf29	13	111522865
cg22131691	0.66869693714736	PDE1C	7	32110988
cg22134325	0.761924715531523	NPAS4	11	66188745
cg22136326	0.0128007423045247	ARL2BP	16	57278759
cg22136365	0.358589467455232	TAT	16	71611043
cg22136753	0.029552158977455	PET117	20	18118066
cg22138278	NA	MAF1;SHARPIN	8	145158307
cg22138461	0.0184483654579561	DCAF17;METTL8	2	172291219
cg22139563	NA	KRT38	17	39597813
cg22139878	0.0166000302744403	IFIT5	10	91174299
cg22140675	0.0385031772039684	G6PC3	17	42147960
cg22141781	0.0240407618852042	NDUFA12	12	95397704
cg22143352	0.747718505360244	JDP2	14	75897841
cg22148243	0.0266871310759186	CXorf38	X	40506974
cg22148652	0.0128099370613276	ARL5A	2	152684540
cg22149792	0.728475331862532	NA	NA	0
cg22150335	0.864233849747978	ANK3	10	62148959
cg22151768	0.0102045154587916	FBXL14	12	1702874
cg22152192	0.842795900284031	CRYM;NCRNA00169	16	21315153
cg22152328	0.0196864266038669	MX1	21	42798386
cg22152667	0.969935252856818	OCM2	7	97619372
cg22153116	0.44385438390694	TTC39B	9	15306736
cg22153481	0.0164262138459632	MLL2;PRKAG1	12	49412872
cg22153873	0.0225540344886856	BCL11A	2	60781524
