Hybridization REF	TCGA-A2-A0T3-01A-21D-A112-05	TCGA-A2-A0T3-01A-21D-A112-05	TCGA-A2-A0T3-01A-21D-A112-05	TCGA-A2-A0T3-01A-21D-A112-05
cg21840599	0.105264272254908	PAK2	3	196467454
cg21842274	0.800026833598046	CRHBP	5	76248637
cg21842478	0.813120546862052	HOXB13	17	46806046
cg21842664	0.0273667911445999	CAB39	2	231578467
cg21844038	0.132020224219451	FAM100A	16	4665248
cg21844956	0.0420058143682544	TRIM38	6	25963442
cg21845297	0.679440375308591	OTOR	20	16728794
cg21846488	0.518587262463201	LCE4A	1	152680843
cg21846903	0.602180100869889	VTN	17	26697281
cg21849289	0.0125566337968696	C1orf123	1	53686523
cg21850069	0.0258659399237215	TRIM41	5	180649807
cg21850239	0.0224292799830105	POLR2G	11	62528988
cg21850254	0.0324770920823871	ZNF570	19	37959853
cg21852292	NA	C1orf115	1	220863407
cg21856603	0.900418504110742		17	3713823
cg21858376	0.0141684930294876	ITPR1	3	4534791
cg21859434	0.201554688684623	CXCR4	2	136876021
cg21860846	0.600277927620069	ELK1	X	47510507
cg21861211	0.0160261531124237	ZFYVE26	14	68283527
cg21862373	NA	SNHG9;RPS2;SNORA78	16	2014791
cg21865006	0.698263475750353	NA	NA	0
cg21869055	0.285094004165986	KLK10	19	51522454
cg21869532	0.379227303255899	ZNF561	19	9732024
cg21870662	0.0281972153130765	SGSM2;TSR1	17	2241570
cg21870668	0.541008880491087	SNRPN	15	25123731
cg21870884	0.768085757757269	GPR25	1	200842429
cg21872129	0.0435850201435748	PTP4A1	6	64281996
cg21872391	0.0179627325773076	SMNDC1	10	112064057
cg21872393	0.0140460705391955	MYL12A	18	3247654
cg21874193	0.765666629556632	TAS2R19;PRR4;PRH1	12	11174898
cg21875234	0.0154878214831101	GSPT1	16	12009405
cg21877855	0.0225647750436621	ITGB3BP;EFCAB7	1	63989125
cg21878918	0.0226922648943766	NDUFA4L2	12	57634762
cg21879981	NA	EPC1	10	32636639
cg21880328	0.128768017607175	CTTNBP2	7	117514017
cg21880903	0.793468870599288	KLB	4	39408665
cg21885525	0.0865142990648513	NA	NA	0
cg21885650	0.0860361926233383	TBCCD1	3	186284968
cg21885995	NA	SRP68	17	74069256
cg21888438	0.588277059426723	MID1IP1	X	38663117
cg21890738	0.0301698691217211	CYB561	17	61523271
cg21892409	0.0282601572218717	C11orf49	11	46958372
cg21892708	NA	PDIA6	2	10954197
cg21893220	0.00707895362194472	SMC2	9	106856376
cg21896452	0.0246225443965184	TPRKB	2	73964413
cg21898046	0.877831818555629	MGAT1	5	180231026
cg21900416	0.0101591382188049	SERTAD3	19	40950172
cg21902119	0.0145919394328737	VAT1	17	41173883
cg21902327	0.826240077449895	FGF6	12	4554786
cg21902346	0.0128220336030213	MACROD1	11	63933484
cg21902544	0.0168468314997498	CBLN2	18	70211515
cg21903324	0.0377777444079248	CABYR	18	21718824
cg21905630	0.750745039416412	GSX2	4	54965904
cg21906716	0.967322534166202	TP73	1	3579978
cg21907579	0.566926257100665	TBX5	12	114845868
cg21908116	0.0130919004189186	LRRC1	6	53659077
cg21908259	0.0329642902284367	FKBP11	12	49318998
cg21909391	NA	LPP;FLJ42393	3	187896222
cg21910663	0.034821369095159	MGC23284;MVD	16	88730440
cg21911019	0.649712713509037	GPR78	4	8581650
cg21912241	0.0456073495722	C19orf40;CCDC123	19	33462915
cg21912567	0.0196490909912299	GADD45G	9	92219379
cg21914262	0.0503746424701216	MTIF3	13	28024888
cg21917349	0.856944123359881	APBA2	15	29213860
cg21918026	0.0562542017098716	SLC7A6OS;PRMT7	16	68344902
cg21918500	0.0125783960704242	NA	NA	0
cg21919219	0.833382980985801	NA	NA	0
cg21921474	NA	C1orf172	1	27287181
cg21922574	0.594348731509349	NETO1	18	70535925
cg21922731	0.304321176483108	HSD17B6	12	57157130
cg21922841	0.0203537636190593	SLC9A3R1	17	72744131
cg21925493	0.0221174447578574	C9orf89	9	95858671
cg21926138	0.413131585166102	C1orf88	1	111889420
cg21926612	0.0833170104552239	PACRG;PARK2	6	163149169
cg21927363	NA	C9orf93	9	15552206
cg21927975	0.0301362783361275	GPR153	1	6320757
cg21929875	0.341756273687798	VSIG2	11	124622096
cg21929993	0.0198238526058925	RNF130	5	179498114
cg21930712	NA	C19orf75	19	51761116
cg21931212	NA	C12orf57	12	7053223
cg21932800	0.356652599089742	MMGT1	X	135056858
cg21932814	0.156098628585345	CSTA	3	122044172
cg21934269	0.381423959541115	NA	NA	0
cg21935083	NA	RAD50	5	131892314
cg21935292	0.0112445709475085	GNS	12	65152931
cg21937169	0.0236534969935641	ASL	7	65541137
cg21937886	0.802771900765433	GFPT2	5	179779954
cg21939221	NA	AGBL2	11	47737371
cg21939482	0.0248412801459727	C7orf70	7	6388130
cg21942082	0.445267903261312	RNU5E;RNU5D;ACOT12	5	80690225
cg21942438	NA	ZNF619	3	40518091
cg21942546	NA	ABHD11	7	73154357
cg21942576	0.871096767675271	GPBP1L1	1	46126885
cg21943652	0.00809945490522133	HIPK1	1	114472049
cg21944455	0.923528305102104	GFAP	17	42994269
cg21944757	0.0138699951477849	ARFGAP1	20	61904196
cg21946698	0.955724819695698	RGS11	16	326615
cg21948169	0.0169191091804212	TET1	10	70320051
cg21948655	NA	SMCP	1	152849738
cg21948783	0.658500572707907	WNT1	12	49372474
cg21949305	0.871462198204627	C22orf45;ADORA2A	22	24828655
cg21949781	0.0196988522565722	PSTPIP2	18	43652366
cg21950493	0.0493600672449505	GPN3;C12orf24	12	110907285
cg21950518	0.244874808004582	IL6ST	5	55290746
cg21951612	0.933225162569629	MRAS	3	138092089
cg21954346	0.0101306914094428	ESRP2	16	68271489
cg21954994	0.0183190559641965	NA	NA	0
cg21955402	0.0197837057816893	SMCR7	17	18163716
cg21958034	0.907304453899881	NA	NA	0
cg21958798	0.0404661223137892	GUCY1A2	11	106890084
cg21959619	0.597892002579284	FBXL6;GPR172A	8	145581006
cg21960110	0.924777598628884	HBZ	16	202482
cg21960882	0.808812929518221	NA	NA	0
cg21961766	0.901970771057337	PRRG2	19	50086378
cg21964481	0.920582844933531	SLC34A3	9	140125696
cg21965997	0.623217331888856	CALY	10	135150367
cg21966410	0.502314340203145	AR	X	66765882
cg21968169	0.0307971158024955	LOC338799;SETD1B	12	122241952
cg21968580	0.0737778419706605	DNAJB4	1	78470640
cg21968796	0.9265982658037	C21orf67;C21orf70	21	46358532
cg21969640	0.866347192695668	NA	NA	0
cg21970438	0.94017870231768	TTLL2	6	167738277
cg21972382	0.672172751740321	CLIP4	2	29339076
cg21972430	0.0117215085314138	TPD52L1	6	125475126
cg21973276	0.0228265455213223	SMAD6	15	66994600
cg21973517	0.0558456740890452	VGLL4	3	11762253
cg21973800	0.01653004594586	CINP;TECPR2	14	102829177
cg21974239	0.715347020085943	MAPK12	22	50700478
cg21974766	0.024414888462501	CASD1	7	94138743
cg21974996	0.0483450092177994	C14orf156;ALKBH1	14	78174491
cg21975377	0.0186456728482665	FZD6	8	104311490
cg21978299	0.158910726803398	MCTS1	X	119737955
cg21979032	0.946895187318674	CYP8B1	3	42917517
cg21982518	0.015599717843743	TMC7	16	18995173
cg21983579	0.0151706663490742	CAPNS1	19	36630882
cg21984310	0.00760523955029877	C9orf128;TMEM8B	9	35829279
cg21985356	0.0222662591306313	LOC728723;ZBED3	5	76383200
cg21985470	0.932367558437289	NA	NA	0
cg21988041	0.591659415571878	GLT8D2	12	104444060
cg21988465	0.961596779764755	GNAS	20	57429277
cg21989094	0.0222964468184361	MRPS12;SARS2	19	39421295
cg21989500	0.0143915247963496	NDUFAB1	16	23607577
cg21991396	0.962904751808761	NLRP3	1	247581417
cg21991830	0.0855163389938175	RB1CC1	8	53626936
cg21992250	0.740072252159403	SLC15A3	11	60718709
cg21993406	0.265759200851907	CENPH	5	68484783
cg21995126	0.77748668879127	NA	NA	0
cg22001782	0.0643673202749622	BCL9	1	147013236
cg22004151	0.0157211887196512	PPP2R5D	6	42952586
cg22005565	0.825580584379942	SLFNL1	1	41487437
cg22006386	0.157359505698612	CATSPERG	19	38827378
cg22007326	0.0204338601893417	TMED2	12	124069649
cg22007439	0.00877135475623171	NA	NA	0
cg22009138	0.0482502025659195	ERBB2IP	5	65222522
cg22009489	0.0211896846788813	MYEOV2	2	241075960
cg22009923	0.731284322304574	CD151	11	832065
cg22010317	0.586913165161836	CXorf36	X	45060544
cg22012054	0.0599259808045557	ATP5B;SNORD59A	12	57039895
cg22012981	NA	ACOX2	3	58522689
cg22013966	NA	SERPINA13	14	95106170
cg22016571	0.491612618573417	MST4	X	131157426
cg22016649	0.319449105239008	PNPLA2	11	818917
cg22016818	0.0149166328294566	TULP3	12	3000126
cg22017387	0.0632091049706653	VPS33B	15	91565357
cg22019980	0.0325116154124836	RNF146	6	127588823
cg22021786	0.941361287321162	WFDC8	20	44207288
cg22022041	NA	CCR9	3	45928137
cg22023770	0.156969214636363	C6orf114;GFOD1	6	13486545
cg22024281	0.00848111449483065	EXT1	8	119124108
cg22024657	0.800050377784122	SLC13A1	7	122839955
cg22024876	0.0135113624785067	KBTBD3;AASDHPPT	11	105948183
cg22025233	0.744518320675834	CYP2W1	7	1022904
cg22026853	0.036359244418485	POU3F2	6	99282887
cg22029275	0.0445486238688643	FAM123A	13	25745784
cg22029504	0.0157193585284245	NA	NA	0
cg22030890	0.0569655010804343	RAB32	6	146865233
cg22031736	0.0269506212519673	ANKRD54	22	38239648
cg22034555	0.0278699913742995	DHX36	3	154042159
cg22035229	0.895782064172052	MSH4	1	76262648
cg22036233	0.0239979920043074	ZFYVE26	14	68283005
cg22036988	0.73211319762869	SPSB4	3	140770345
cg22037121	NA	UNC80	2	210635618
cg22037648	0.749723929727238	SEMA3B	3	50311009
cg22037919	NA	CCM2	7	45038995
cg22038738	0.225467526464526	PLAT	8	42064673
cg22039287	0.421091772620668	RIT2	18	40696075
cg22039846	0.905115174346811	NA	NA	0
cg22040627	0.437660038265258	SLC13A5	17	6617030
cg22041635	0.0168880227012865	HCN3	1	155247476
cg22041658	0.0122649415665445	POP4	19	30097344
cg22043361	0.0885306073104443	ZBTB1;ZBTB25	14	64970199
cg22044848	0.293973518241657	RFTN1	3	16555311
cg22045288	0.854232265984291	C10orf91	10	134258421
cg22048492	0.0272933075556813	KAT5	11	65479309
cg22050705	0.0201059332886508	ZNF197	3	44666898
cg22050893	0.0600078614406734	MIR548N;FKBP7	2	179342982
cg22051636	NA	MRGPRX2	11	19081590
cg22051763	0.0529309798802766	UTP20	12	101673672
cg22051865	0.0185456133628588	ARHGEF17	11	73019002
cg22052955	0.0502763861698084	RARG	12	53625898
cg22054164	0.162163261758716	ECE1	1	21617504
cg22054191	0.633008157344197	POU2F2	19	42637630
cg22055427	0.0259940875990779	P2RY1	3	152552440
cg22058458	0.0186798050313064	HMGN3	6	79944186
cg22059008	0.911238562719482	NA	NA	0
cg22061523	0.0212959537828317	AFMID;TK1	17	76183551
cg22062068	0.825073145816928	RBMXL2	11	7110074
cg22062239	0.0203521747751262	VKORC1	16	31106011
cg22063056	0.0112321097980588	CLCC1	1	109505929
cg22063653	0.0179884273929321	BPGM	7	134331376
cg22063989	0.514203597367318	RSPO1	1	38100795
cg22064129	NA	SLC14A2	18	43194482
cg22064451	0.704036712083803	TUBA1A	12	49583496
cg22064942	0.0238392622011918	SEC24B	4	110355472
cg22065439	0.0436114975806959	C5orf15	5	133304001
cg22065500	0.0111863767354042	TNPO3;LOC286016	7	128695353
cg22066521	0.914247374467146	ABCB5	7	20687223
cg22067472	0.0394181137898803	CYB5B	16	69458746
cg22068038	0.0149415422602918	PARP16	15	65578960
cg22068211	0.891205746052181	C3orf27	3	128295141
cg22068473	0.0852941620026878	DDIT4	10	74033403
cg22068764	0.016828849495286	GORAB	1	170501645
cg22074467	NA	AKR1C2	10	5060566
cg22074666	0.891926641277541	NA	NA	0
cg22074858	0.0772231112296538	GBP3	1	89488430
cg22077101	0.101583909138306	MRPL22	5	154320902
cg22077553	0.935338257396987	MYOC	1	171621732
cg22080282	0.0436905984054921	ZADH2	18	72920932
cg22081096	0.093412554188116	ABCA6	17	67137953
cg22082243	0.0193209061860982	C10orf84	10	120101750
cg22082462	0.958866037462046	CPNE6	14	24540415
cg22083047	0.714940347410412	PRICKLE2	3	64211464
cg22083639	0.168319338923543	SLCO5A1	8	70747646
cg22083798	0.728299205211135	IGFBP3	7	45961401
cg22084336	0.0232669684273408	UBP1	3	33482401
cg22084611	0.189712954396568	SULF2	20	46414934
cg22085335	0.440495750782563	KCNF1	2	11052081
cg22088368	NA	C22orf33	22	37404888
cg22088594	0.138513032931185	FAM48A	13	37634133
cg22090592	0.740265093016997	INF2	14	105174642
cg22091798	0.0472432809560724	UBXN1	11	62446605
cg22093158	0.0712264883216764	OSBP	11	59383768
cg22096513	NA	UBA2	19	34919002
cg22100821	NA	SCRT2	20	656743
cg22101098	0.826781682243911	SLC17A1	6	25830789
cg22101147	NA	TMEM110	3	52931946
cg22101336	0.0487377728517021	NA	NA	0
cg22103585	0.0129149483393069	CCNT1	12	49110427
cg22103999	0.0182636097521693	DNAJA3	16	4475555
cg22105022	0.907045841362405	SH2D3C	9	130508173
cg22105582	0.024505965713974	RAB27B	18	52496070
cg22108175	0.323276987950153	LPL	8	19796591
cg22108265	0.060355997076673	RAB6A	11	73471972
cg22110261	0.0390847117525285	NA	NA	0
cg22110492	0.300383910255087	ADAMTS13;REXO4	9	136283026
cg22111003	0.0124015739292094	ACSL3	2	223725731
cg22113807	NA	UBOX5;FASTKD5	20	3140865
cg22114222	0.005917569187478	TIPARP;LOC100287227	3	156392417
cg22115808	0.0130206804604362	NUDT16L1	16	4743814
cg22116290	0.250800050677664	SMPD3	16	68481968
cg22117143	0.953481055751342	MPDZ	9	13251431
cg22120948	0.0161953190109444	GIT1	17	27915972
cg22122449	0.923251764695412	ACR	22	51176711
cg22123464	0.854704577539738	SLC8A2	19	47974901
cg22125370	0.318085862031235	SOCS2	12	93966485
cg22125922	0.0292262283268909	ZNF337	20	25677738
cg22126032	0.477724273763693	CAV1	7	116166529
cg22126266	0.0221084773663003	LHX4	1	180199560
cg22127491	0.0170489140234933	NDUFC1	4	140217063
cg22129364	0.614371797358304	GPX7	1	53067894
cg22130834	0.444650908248678	TTC22	1	55267046
cg22131172	0.188523001777003	C13orf29	13	111522865
cg22131691	0.824845429635931	PDE1C	7	32110988
cg22134325	0.647679983840348	NPAS4	11	66188745
cg22136326	0.0351102180589879	ARL2BP	16	57278759
cg22136365	0.805852651797861	TAT	16	71611043
cg22136753	0.470593390015489	PET117	20	18118066
cg22138278	NA	MAF1;SHARPIN	8	145158307
cg22138461	0.0145859644395769	DCAF17;METTL8	2	172291219
cg22139563	NA	KRT38	17	39597813
cg22139878	0.0441922102684669	IFIT5	10	91174299
cg22140675	0.028912180996303	G6PC3	17	42147960
cg22141781	0.0246316423359667	NDUFA12	12	95397704
cg22143352	0.815751248078996	JDP2	14	75897841
cg22148243	0.0165270351536549	CXorf38	X	40506974
cg22148652	0.0184562228455802	ARL5A	2	152684540
cg22149792	0.828716564471379	NA	NA	0
cg22150335	0.882395660126668	ANK3	10	62148959
cg22151768	0.00896589241669559	FBXL14	12	1702874
cg22152192	0.825422319492106	CRYM;NCRNA00169	16	21315153
cg22152328	0.713497823634115	MX1	21	42798386
cg22152667	0.973198456813047	OCM2	7	97619372
cg22153116	0.0119829092018525	TTC39B	9	15306736
cg22153481	0.0174950283256091	MLL2;PRKAG1	12	49412872
cg22153873	0.0312111738624286	BCL11A	2	60781524
cg22154562	0.00538040704925034	AGFG2	7	100136517
cg22155248	0.0559071040908099	TAPBPL;CD27;LOC678655	12	6560794
cg22156632	0.442238890481479	WNT6	2	219725069
cg22158923	0.814286938037452	C7orf52	7	100824169
cg22158956	0.0134058669056943	UGDH	4	39529514
cg22161476	0.31297525643683	FSTL5	4	163085081
cg22161874	NA	TRPM6	9	77503042
cg22165175	0.721103463457767	KCNA2	1	111148915
cg22165507	0.0254668783015226	MGST3	1	165601007
cg22165685	0.521031888825451	VENTX	10	135051292
cg22166290	0.346897752714307	BCL11A	2	60780483
cg22168676	0.808604959569027		6	10060780
cg22169418	0.0257876309019352	TUT1	11	62359237
cg22170618	0.0232204956060371	CDK9	9	130548649
cg22171829	0.241826461190409	PDK4	7	95225520
cg22172230	0.00602594771327728	SWAP70	11	9685768
cg22172494	0.882413193966502	H19	11	2017362
cg22173227	0.89403777507956	NA	NA	0
cg22174355	0.965068782977895	DNAJC25;DNAJC25-GNG10	9	114413582
cg22175764	0.606300808466054		20	56803964
cg22175811	0.0327698500333409	TP53;WRAP53	17	7590052
cg22176017	0.13227544251188	POLR2G	11	62529460
cg22176097	0.0176127394577846	DHRS13	17	27229885
cg22176895	0.63853972373259	PROX1	1	214162039
cg22177707	0.0112553889195665	C4orf33;SCLT1	4	130014893
cg22178085	0.0111284255439778	NDE1;MIR484;KIAA0430	16	15736658
cg22179082	0.360677771083135	GPR12	13	27334259
cg22181664	0.356168958061218	CLCA1	1	86934325
cg22182110	0.0661188423172822	GOLGB1	3	121468645
cg22182666	0.861884837771997	BZRAP1	17	56405155
cg22182945	0.9289848444535	C4orf35	4	71200583
cg22182975	0.904562838731937	GPR31	6	167571172
cg22183626	0.050488048374968	TSC22D1	13	45150990
cg22183706	0.757946365791839	CALCA	11	14993818
cg22183849	0.0122781760159016	DHX36	3	154042356
cg22184145	0.0883153633483948	POLR2B	4	57845401
cg22185378	0.986682202531088	MLXIPL	7	73039812
cg22186533	0.0407201898074443	EEF1D;TIGD5	8	144680410
cg22187094	0.0250208557578043	POLG	15	89878452
cg22187630	0.71759904273055	CACNA1A	19	13616871
cg22187826	0.0130998018656856	IQCB1;EAF2	3	121554169
cg22188058	0.0189125903621088	SDC4	20	43976933
cg22188495	0.0876132374194167	PRICKLE1	12	42984466
cg22189019	0.859689885742016	FGF22	19	640346
cg22189286	NA	HSPB8	12	119616193
cg22189519	0.879059095773299	NA	NA	0
cg22189618	0.231907536055164	FAM133A;NAP1L3	X	92928608
cg22189725	0.0472556119788626	ADC	1	33546525
cg22190090	0.0127075918856795	PIP4K2B	17	36955626
cg22190114	0.967178508841818	NLRP8	19	56459234
cg22190291	0.023801495385657	NBPF3	1	21766732
cg22190705	0.123389845539836	ASAP2	2	9346217
cg22190819	0.644933687102251	NA	NA	0
cg22190861	0.00916201562518904	GPR155	2	175351711
cg22192762	NA	PLXNC1	12	94542778
cg22193702	0.886815023159879	PADI1	1	17531433
cg22194129	NA	CLEC4C	12	7901661
cg22194305	0.0126559609862791	MXD4	4	2264032
cg22195268	NA	FAM104A;C17orf80	17	71227699
cg22197033	0.0980342966518761	CCDC42	17	8649004
cg22197708	0.470855204082566	MS4A2	11	59855616
cg22197787	0.0242979579727822	KCNH1	1	211306986
cg22197830	0.754378554537179	TXNDC15	5	134209784
cg22198425	0.0176010481364476	TCEB3	1	24070203
cg22198623	0.665195623814522	MT1G	16	56701868
cg22199080	0.188520934423681	AGAP2	12	58135833
cg22199118	NA	C8orf34	8	69350927
cg22199779	0.0292630375106987	SMU1	9	33076800
cg22201387	0.0111611117234462	ENTPD5;C14orf45	14	74485554
cg22202141	0.460763362145906	NA	NA	0
cg22209624	0.00662753637083202	SERTAD4;C1orf133	1	210406738
cg22211866	NA	HMG20A	15	77713084
cg22213042	0.890795516641627	CPA2	7	129906627
cg22214414	0.180456449998631	SYCP2	20	58507232
cg22215192	0.832610520249978	AMY2A	1	104160257
cg22215520	0.012116089622403	PAIP1	5	43557435
cg22215728	0.24763303504888	FHIT	3	61236652
cg22218909	0.934451295221475	NA	NA	0
cg22220722	0.732240747438937	PLA2G2A	1	20306641
cg22222251	0.646084628826006	NA	NA	0
cg22223602	0.0107656805679339	CBL	11	119077220
cg22224704	0.585524123777022	GSTP1	11	67352041
cg22226765	0.033841622641142	GGA3;MRPS7	17	73257283
cg22226839	0.212024359400695	ATP2B4	1	203596051
cg22227058	0.0382781000839164	SLU7	5	159846119
cg22227689	0.00937763817403397	NA	NA	0
cg22227965	NA	LMO7	13	76194354
cg22228134	NA	GZMH	14	25078609
cg22228205	0.0546194702158382	DDHD1	14	53620229
cg22228296	0.00845736834975954	RNF7	3	141457315
cg22229034	0.0113335767925307	DUSP1	5	172198031
cg22229142	0.595111081658187	KCTD17	22	37447306
cg22230395	0.0449908830846683	FAM114A2;MFAP3	5	153418202
cg22231902	0.198999846736464	EN1	2	119604901
cg22232206	0.0461833722500039	SRF	6	43138185
cg22232859	0.966660983721389	HIATL1	9	97203278
cg22233974	0.577790876017016	MACF1	1	39546511
cg22234344	0.0223582940285408	HIBCH	2	191184810
cg22234962	0.809067609845399	RUSC1;C1orf104	1	155291297
cg22236626	0.0275785112357211	NENF	1	212606819
cg22238923	0.0239397300421607	LOXL3;DOK1	2	74781587
cg22241124	0.897129750005611	CNGA3	2	98986375
cg22242539	0.665905900491989	SERPINF1	17	1665220
cg22243662	0.796436549857257	ATP6V1C2	2	10862305
cg22243733	0.861810364504291	OLFML1	11	7506434
cg22243844	0.0123482822596514	SEC23B	20	18488366
cg22244118	0.0526011830278536	TTK	6	80714048
cg22244122	0.376132141580729	C9orf96;SURF4	9	136243698
cg22244418	0.923353574034974	OGFOD1;NUDT21	16	56484117
cg22247240	0.94758141697105	C14orf115	14	74815187
cg22248011	0.0135744096562094	TRAM2	6	52442381
cg22252999	0.901660922826408	ART3	4	76996414
cg22253036	0.067553861837698	DDX6	11	118662786
cg22253945	0.908585755254016	GPR45	2	105858489
cg22254104	NA	LHX6	9	124991432
cg22255355	0.00781343217457512	ZSCAN22	19	58838374
cg22258437	0.0409137888184527	ID3	1	23886007
cg22262140	0.693728250513552	CCDC116	22	21986976
cg22262168	0.0224659395584076	MOBKL2B	9	27528999
cg22262549	0.0271449418759514	POLR3C;RNF115	1	145610689
cg22262964	0.524676018638169	NA	NA	0
cg22264436	0.18757908009087	SOST	17	41836423
cg22264946	0.0490794798178067	KIAA1009	6	84937441
cg22266967	0.815210438644267	S100P	4	6695698
cg22267176	0.00794477505293703	TCTE3;C6orf70	6	170152116
cg22268164	0.877885974201238	TRHR	8	110099750
cg22268231	0.703469876600456	SPIB	19	50922484
cg22269180	0.764953476287043	NA	NA	0
cg22269795	0.0324609003291015	EFHD2	1	15735965
cg22271212	0.0884001029777203	TLE2	19	3028786
cg22272545	0.0246967113715419	STK17B	2	197036243
cg22274662	0.0460497009743371	ZNF746	7	149194095
cg22276571	0.119724834303465	DSTN	20	17549599
cg22281080	0.0350185192192901	PCYOX1L	5	148738020
cg22281207	0.0201643332677697	MAT2A	2	85765696
cg22282672	0.0702839016748874	ZNF474	5	121465223
cg22282941	0.137768742747762	HLA-DQA2	6	32709511
cg22283058	0.921319565806564	GPR37L1	1	202091175
cg22283148	0.0142026424143031	LSM6	4	147097443
cg22284302	NA	C1orf163	1	53163523
cg22284975	0.135853888252032	C7orf10;C7orf11	7	40174843
cg22285621	0.0812445861724225	SSH3	11	67071322
cg22285897	0.0381813259867509	LONP2	16	48278073
cg22286764	0.961520289078205		3	37428639
cg22289115	0.975359128050449	MUPCDH	11	625796
cg22289360	0.0197588209543351	GCNT1	9	79073908
cg22289810	0.0429419697237126	NF1	17	29421607
cg22289837	0.760176431533994	CA3	8	86350278
cg22290566	0.901089817031052	LMAN1L	15	75105286
cg22294577	NA	SLC26A3	7	107444728
