Hybridization REF	TCGA-B6-A0IG-01A-11D-A032-05	TCGA-B6-A0IG-01A-11D-A032-05	TCGA-B6-A0IG-01A-11D-A032-05	TCGA-B6-A0IG-01A-11D-A032-05
cg21518947	0.708693605001112	CABP4	11	67222648
cg21519900	NA	C20orf186	20	31670612
cg21521452	0.0142413606726327	NA	NA	0
cg21522303	0.00946166779837018	ST6GALNAC2	17	74581331
cg21522797	NA		16	81806083
cg21522988	0.904996289339363	FAR2	12	29376872
cg21523528	0.0146709353078245	CBFA2T2	20	32077966
cg21526212	0.0133703731644794	PTCH1	9	98271631
cg21529533	0.493179329831599	HLA-G	6	29796015
cg21529807	0.0641232774133772	CEACAM4	19	42134478
cg21530453	0.021860837918319	LOC283856;GNAO1	16	56226346
cg21530890	0.508312885291991	SOX8	16	1032260
cg21533271	0.576696344026205	NA	NA	0
cg21533958	0.95793738066183	GPR124	8	37653377
cg21537939	NA	SEPT10;ANKRD57	2	110373161
cg21538194	0.0268996108428465	DZIP1L	3	137834582
cg21539243	0.0270381728020771	PHTF1	1	114301432
cg21540749	0.0252831341948287	MOCS2	5	52405349
cg21541083	0.404386377083617	STXBP2	19	7701212
cg21542094	0.0125361149808776	PFKFB3	10	6243955
cg21542793	0.760456485501839	ADRA2B	2	96781891
cg21544377	0.0141837945624461	MIRLET7I;C12orf61	12	62997103
cg21545849	0.0129582111098118	CHD6	20	40247209
cg21546057	0.0236162943715853	FIBP	11	65656326
cg21546671	0.0542381731497958	HOXB4	17	46655387
cg21547708	0.0290867203460961	SSTR2	17	71161160
cg21547976	0.0153878468741188	STK11	19	1206451
cg21548414	0.0129475455656822	CLIC5	6	45983585
cg21548788	0.01447818951643	CCNI	4	77997565
cg21549639	0.0196666127216373	TOMM40	19	45394156
cg21549904	0.0180641565317749	GALNT7	4	174090558
cg21550442	0.207527580020168	C19orf46	19	36499839
cg21550483	0.638957930459486	CLEC10A	17	6984106
cg21552947	0.016988779266474	MED16	19	893353
cg21553524	0.00917743061743632	TMEM178	2	39893185
cg21553596	NA	FAM3B	21	42688635
cg21554249	0.0470120675678781	SUOX	12	56390073
cg21554552	0.592194703972379	RASSF1	3	50378425
cg21557231	0.470621489731634	MCF2	X	138725077
cg21559783	0.0430653437835505	C9orf163;SEC16A	9	139378129
cg21561142	0.0381174550858679	DEK	6	18265208
cg21561173	0.0835164299258604	NA	NA	0
cg21565972	0.936085734373893	CCDC57	17	80109576
cg21566550	0.00938842944774579	BMPR2	2	203240691
cg21567017	0.763320912781285	CXorf58;APOO	X	23927284
cg21567332	NA	HCCA2	11	1501640
cg21570220	0.118405964209282	SLC11A2	12	51419900
cg21570468	0.01556605769302	RBL1	20	35724588
cg21570818	NA	FUT5	19	5870366
cg21571665	0.0340342557056519	ZNF410	14	74353524
cg21571937	0.0319226351864474	FZD2	17	42634416
cg21572316	0.0222479523545871	ABCA1	9	107690018
cg21572897	0.858021673227274	CD80	3	119277821
cg21572997	0.0184264538215064	LRP5	11	68080756
cg21573601	0.0107456590116213	PTEN;KILLIN	10	89622589
cg21574400	0.0240259748754139	LIPG	18	47088309
cg21574752	0.0216157308549041	TSGA13;COPG2	7	130354027
cg21575929	0.980525670305737	ADRA1B	5	159344281
cg21576698	0.0712721433252345	LRRC41;UQCRH	1	46767971
cg21577049	0.324397927200556	WDR69	2	228736449
cg21578207	0.381695945696693	RNF220	1	44870088
cg21578541	0.74523650834765	TLR9	3	52260090
cg21578906	0.447943332042327	SLC5A4	22	32651345
cg21581873	0.206435555616982	PLEKHA6	1	204329307
cg21584430	0.776490917924993	C22orf45;ADORA2A	22	24829462
cg21584983	0.0154775953497988	ECSIT	19	11640070
cg21586107	0.00846865698691079	TMSB10	2	85132797
cg21587861	0.0129877567237882	BICD1	12	32260103
cg21588305	0.941669549932637	BLCAP;NNAT	20	36149455
cg21589115	0.583748016260142	DKKL1;TEAD2	19	49867114
cg21589280	0.011081675776422	DDAH1	1	85930151
cg21591452	0.822862644050059	TMEM105	17	79304628
cg21591742	0.754037133396505	HOXD10	2	176980998
cg21595737	0.0335477694122623	GMFB	14	54955895
cg21596317	0.0237962926691123	PAM	5	102201545
cg21596858	0.825464609066806	DCST1;DCST2	1	155007254
cg21597649	0.0346916327617326	TMEM106B	7	12251342
cg21599792	0.0215942741419761	FZD4	11	86666851
cg21600563	0.00743096893652256	FBXO33	14	39901846
cg21601405	0.723876739225998	CD40	20	44747006
cg21602160	0.179923433524761	AOC3	17	41003272
cg21602520	0.0227695230381037	BCL2	18	60985380
cg21604042	0.669180820657573	SCUBE3	6	35181401
cg21604615	NA	SYTL1	1	27668610
cg21604803	0.717899420811638	CPT1C	19	50194662
cg21604856	0.192930289801804	ZNF280A	22	22874677
cg21605986	0.0145369626011112	KIAA1191	5	175788725
cg21606237	0.0187673393368496	STX17	9	102668725
cg21607066	0.0233797743080939	PHIP	6	79787807
cg21607649	0.203995435733032		10	134884177
cg21608116	NA	SUGT1P1;NFX1	9	33290203
cg21608192	0.139576660200756	XYLT1	16	17563827
cg21608489	0.0654506559994038	POU2F2	19	42637137
cg21609430	0.0185005959921602	ESYT1	12	56522453
cg21610192	0.0248220401163164	DYNC1LI2	16	66784977
cg21610516	0.192171733804014	MTHFD1L	6	151186758
cg21611708	0.911531747650984	TGM3	20	2277040
cg21612046	0.0134415769666371		19	58071269
cg21613754	0.686955608591516	AAMP;PNKD	2	219133847
cg21614231	0.953810826008436	SUGT1P1;BAG1;CHMP5	9	33266196
cg21614638	0.110458605344816	DAPP1	4	100737821
cg21615127	NA	TMCO4	1	20126875
cg21615171	0.947596485164372	SLC22A13	3	38307564
cg21615663	0.28003528553283	IQCK;C16orf88	16	19727911
cg21616088	0.130444923131324	FBXL4	6	99396064
cg21618439	NA	CORO2A	9	100954694
cg21618713	0.0224605177889865	ARFIP1;TIGD4	4	153701330
cg21621114	0.306948524877133	CRX	19	48325360
cg21621204	0.913027007617058	HTN1	4	70916719
cg21621248	0.644550853079061	CTNNA2;LRRTM1	2	80531842
cg21623671	0.0245654021244848	ANXA6	5	150536851
cg21624282	0.660462542224777	C13orf28	13	113030783
cg21624359	0.835477480058282	FFAR3	19	35848801
cg21624883	0.0106105454486028	IPPK	9	95432804
cg21625881	0.666284776810597	GNAS	20	57430313
cg21626086	0.853572342133766	C6orf81;LOC285847	6	35704928
cg21627181	NA	SLC17A4	6	25754190
cg21628553	0.907592612355345	NPBWR2	20	62738197
cg21629895	0.713631888801115	DNMT3A	2	25565795
cg21631409	NA	ALDH3B2	11	67449882
cg21631754	0.955948201254297	EXOC3L2	19	45737485
cg21633208	0.014758792438974	SH2B3	12	111843286
cg21633698	0.802887992626458	NA	NA	0
cg21634602	0.0163211614481779	APC	5	112073570
cg21636577	0.853371926368386	ACADVL;DLG4	17	7121881
cg21636748	0.027535579233241	NA	NA	0
cg21637033	0.0271382941014997	TEAD4	12	3068077
cg21638219	0.0379832029314392	HACL1;BTD	3	15643617
cg21639401	0.793000838070395	LOC388387	17	41050668
cg21639968	0.0146081786519236	UBE2M;LOC100131691	19	59070227
cg21640749	0.702027405020238	RAB37;CD300LF	17	72709731
cg21642076	NA	TMEM191A	22	21054903
cg21642649	0.0191606134752581	C21orf66;C21orf49	21	34144118
cg21643045	0.963928755178858	CCL20	2	228678693
cg21643191	0.923385994256131	ABCB5	7	20685988
cg21643361	0.295538288647274	NA	NA	0
cg21643860	0.015108078931091	TUT1	11	62358814
cg21644628	0.78980496179028	HEATR3	16	50099438
cg21644826	0.0447746991637992	ACSM3	16	20775352
cg21649520	0.844414737753653	PMP2	8	82359799
cg21650900	0.00779420414791176	ARL4C	2	235405122
cg21651436	0.0240809304770753	MAP3K11	11	65381610
cg21652012	0.91382477365478	GABRP	5	170211009
cg21652958	0.334019784534025	THBS2	6	169653961
cg21655480	0.752297960103043	KLHL34	X	21677052
cg21655693	NA	SYMPK	19	46365818
cg21655790	0.154354759923877	NA	NA	0
cg21656748	0.0092935965317881	SCARB2	4	77135347
cg21657816	NA	COQ7	16	19079446
cg21658946	0.015057082693858	COG8;PDF	16	69364455
cg21660130	0.827200380584857	CLCNKB	1	16370243
cg21660392	0.863410581257532	ABCA8	17	66950545
cg21660424	0.0432542078491062	IPO4	14	24658101
cg21660687	0.0209567921552177	GLI1	12	57853396
cg21660727	0.0406422892537166	PCGF3	4	699950
cg21663122	0.02852374687568	HIST1H2BH;HIST1H3F	6	26250936
cg21663431	0.387089846575084	SLC44A2	19	10736355
cg21663580	0.0125050284242064	PTK7	6	43044771
cg21663722	0.577951076795137	NA	NA	0
cg21664310	0.0286449337084282	LSM4	19	18434339
cg21664828	0.0385379284497065	ZNF148	3	125094611
cg21665000	0.0411421497325387	MYOCD	17	12569135
cg21665774	0.777388844874142	KIAA0355	19	34790692
cg21666217	0.0103802528316265	TRIM33	1	115053421
cg21666675	0.0223045151346941	TMEM43;CHCHD4	3	14165843
cg21667836	0.109578446027921	PRMT8	12	3599355
cg21667943	0.0860430406052262	ORMDL2;SARNP	12	56210943
cg21669679	0.536054802124559	DCC	18	49866548
cg21671476	NA	MYL9	20	35169609
cg21672276	0.154933097419693	ZNF502	3	44754072
cg21673646	0.0350483419682322	SHF	15	45479977
cg21674595	0.480584256433111	NA	NA	0
cg21675030	0.0229785286102134	ABHD10	3	111697974
cg21678388	0.0308522740789901	ZNF354B	5	178286735
cg21680178	0.0341952575332289	GPATCH3	1	27226860
cg21680717	0.0131639357795608	AKAP8;AKAP8L	19	15490914
cg21681756	0.0104406711671485	KBTBD4;NDUFS3	11	47600081
cg21682382	NA	TMEM39B	1	32538052
cg21682826	0.0146177260147968	HERPUD1	16	56965767
cg21682902	0.953629791024532	HAL	12	96390960
cg21684385	0.0173385728156416	ADAT2;PEX3	6	143772210
cg21685266	0.120356097790261	EHHADH	3	184971652
cg21685427	NA	SGK2	20	42187356
cg21685565	0.0117234981195298	GNA12	7	2883529
cg21686523	0.0125651532591695	INTS12;GSTCD	4	106629581
cg21686900	0.00697373718182963	DAZAP2	12	51632663
cg21686987	0.738756028962577	CTRB1	16	75252973
cg21688264	0.725484336986258	SNAP91	6	84418724
cg21688707	0.0171126110489776	HNRPDL;ENOPH1	4	83350844
cg21690806	NA	SLC9A8	20	48429803
cg21690892	0.979165471028445	GUCA1B	6	42162428
cg21692936	0.0153785561226568	SLC3A2;SNORD27;SNHG1;SNORD25;SNORD26	11	62623994
cg21693321	0.627243371115149	MED12	X	70338331
cg21693780	0.036691865480751	DDX1	2	15731793
cg21694349	0.0447291317626543	FBXO24;LRCH4	7	100184161
cg21695020	0.897408029082102	DPEP3	16	68014626
cg21696393	0.696244930703507	SOX8	16	1030401
cg21697134	0.0322428554253302	FN3K	17	80693839
cg21697779	0.554352909599891	FUNDC2	X	154255534
cg21698790	0.00991353934338426	HRK	12	117319264
cg21700070	0.013042145343178	CNOT3	19	54641527
cg21700166	0.0221469410664552	GPR68	14	91720227
cg21703138	0.020129401452956	PPP2CA	5	133561950
cg21703572	0.0407761643353588	C22orf13;SNRPD3	22	24951237
cg21705120	0.0250509850891798	UBE2G1	17	4270245
cg21706946	0.842812781680259	NA	NA	0
cg21707816	NA	EXOG	3	38537451
cg21709140	0.0130290799695596	GORASP2	2	171785487
cg21710060	0.981689542450484	GRK1	13	114321749
cg21712678	0.019295408234937	ZC3H7B	22	41697701
cg21712685	0.0184263166245966	C6orf126	6	35744605
cg21713257	0.0117511104249016	ETFDH;C4orf46	4	159593619
cg21713812	0.0102635289248424	KHDRBS1	1	32480195
cg21715963	0.0189194434039195	C1orf51	1	150254838
cg21716693	0.764899927340424	CPNE5	6	36806882
cg21717724	NA	PSMD5;LOC253039	9	123604514
cg21718857	0.0481365478683203	DLL3	19	39989592
cg21721126	0.0110001339529927	TTC35	8	109456101
cg21721155	0.0345225759422017	HADH	4	108910787
cg21721865	0.0175232647755014	UFM1	13	38923576
cg21722058	0.0164435875003025	PLK4	4	128802226
cg21722680	0.0143329539536658	TBK1	12	64846210
cg21723486	0.662523769375915	TP63	3	189349323
cg21727574	0.927471439982457	ZNF137	19	53098913
cg21728447	0.0239745727576706	ALDH4A1	1	19229118
cg21729186	NA	HIST1H4H	6	26285766
cg21730067	0.012827646058883	LOC492303;ZNF326	1	90460918
cg21731286	NA	TAS1R2	1	19186805
cg21732383	0.261631311134994	THBS2	6	169654692
cg21736205	NA		7	92100314
cg21736592	0.105972130677026	CYTH4	22	37678450
cg21740204	0.0235015924440686	SMC5	9	72873544
cg21742836	0.341646515729854	PPP4C	16	30086175
cg21743569	0.0135994582976564	NR1H2	19	50879963
cg21743649	0.908017777285421	PGAP2;NUP98	11	3820252
cg21743830	0.872893756386729	CCL25	19	8117966
cg21745164	0.887633555786515	CHP2	16	23765304
cg21745320	0.0401393968686957	SMG6;SRR	17	2207495
cg21746459	0.0201788098434443	MRPL50;ZNF189	9	104160900
cg21746887	0.0408308473216494	FZD1	7	90893279
cg21747271	0.118041408550403	AIP	11	67250052
cg21750545	0.0125079705418511	DCUN1D4	4	52709356
cg21750589	0.187542831416157	ZNF323;ZKSCAN3	6	28321301
cg21750602	0.818260130372129	PPP2R2D	10	133748026
cg21750887	0.899943236571809	CPA6	8	68658237
cg21751787	0.0110799318281751	LMAN2	5	176778504
cg21753834	0.0155663875677836	PTRH1;TTC16	9	130477671
cg21754343	0.911265810824474	LCE2B	1	152658797
cg21755709	NA	PDXK	21	45149398
cg21756353	0.0124612875916075	DHPS	19	12792451
cg21759080	0.0124353105290158	STX5	11	62599762
cg21762107	0.0141766107614694	CTSA;NEURL2	20	44519951
cg21762589	0.73662373611271	BNIP3	10	133796476
cg21765730	0.851419386633843	NOX3	6	155777175
cg21768899	0.00859122668173641	C12orf75	12	105724426
cg21769943	NA	PIM1	6	37137738
cg21769969	NA	OSTM1	6	108396498
cg21770145	0.949478207832357	SIRT7;PCYT2	17	79869997
cg21770617	0.879038676277655	FAM3D	3	58652897
cg21771250	0.784778775460716	FAM83F	22	40406049
cg21772838	0.0091762706280698	AURKA;CSTF1	20	54967497
cg21774863	0.01758940691358	RAB28	4	13486498
cg21781546	0.749438972489687	BCS1L	2	219525807
cg21783004	0.88874620594911	LECT2	5	135290288
cg21784498	0.0106953311207774	TMEM97	17	26645922
cg21784940	NA	REPIN1	7	150067807
cg21785260	0.0175820083459342	FAM134A;C2orf24	2	220042096
cg21785307	0.0235131283803096	NA	NA	0
cg21785536	0.0371563219620319	C3orf64	3	69063328
cg21787206	0.0146565905893694	PSMD9	12	122326515
cg21787280	0.935604605944818	SNW1;C14orf178	14	78225551
cg21787291	0.611630088863213	NKAIN2	6	124125170
cg21788470	0.859159484344817	NA	NA	0
cg21789545	NA	COL9A1	6	71012391
cg21790626	0.77356735435299	ZNF154	19	58220494
cg21792432	0.881158369590417	POT1	7	124538660
cg21792737	0.0823970575375562	NOX3	6	155776999
cg21794225	0.777265904410844	PRKD1	14	30397464
cg21795497	NA	C11orf63	11	122753326
cg21796234	0.0181415090983108	C3orf23	3	44379533
cg21796825	0.0100873072358835	TMEM5	12	64173751
cg21800088	0.0113354334633822	POLR2B;C4orf14	4	57844931
cg21800439	0.0226967912102169	STAT2	12	56753886
cg21801378	0.0164290977665944	BRUNOL6	15	72612125
cg21802726	0.0155342750975325	EDEM2	20	33735257
cg21803417	0.0474100406684638	MTRR;FASTKD3	5	7868887
cg21803680	0.059822909529721	TMEM169;PECR	2	216946845
cg21804822	0.0186265229505403	ORAOV1	11	69489974
cg21804950	0.416041609413651	NA	NA	0
cg21807589	0.695806661302234	NA	NA	0
cg21808053	0.319895120040925	DIRAS3	1	68513063
cg21815667	0.662096454217945	HOXD8	2	176993841
cg21816539	0.524762470261086	GRIK1	21	31312328
cg21817450	NA	ENOX1	13	44240722
cg21818252	0.027001031524101	SEC24B	4	110354354
cg21820677	0.0169527727421031	GABRA2	4	46392528
cg21820890	0.978626034024011	PLA2G12B	10	74714375
cg21824213	0.1433173042985	NA	NA	0
cg21824902	0.0100726486729129	WDTC1	1	27560832
cg21825027	0.0164021522325747	ACP1;SH3YL1	2	264166
cg21825364	0.971325692181992	NA	NA	0
cg21828898	0.0316328215457048	UBA5;ACAD11	3	132379245
cg21829265	0.0272981472600375	KIAA1586	6	56911139
cg21830413	0.0159384759613394	VPS26A	10	70884251
cg21831174	0.79516200729845	MASP1	3	187011187
cg21832150	0.0141296874494277	PLEKHN1	1	902025
cg21832243	NA	TTC3;PIGP	21	38444223
cg21833459	0.017170552881244	FAM111B	11	58873955
cg21835622	0.0246007243392893	DPYSL3	5	146833431
cg21835643	0.84768783843691	MATN4;RBPJL	20	43935361
cg21836062	0.247053245196176	DMD	X	33357661
cg21837443	0.0144568869603281	CCDC109B	4	110481957
cg21838233	0.0154898026577341	TPX2	20	30326920
cg21838334	0.644138784422937	NES	1	156646653
cg21839522	0.027282484599903	NA	NA	0
cg21840599	0.0251620379011837	PAK2	3	196467454
cg21842274	0.874768090282864	CRHBP	5	76248637
cg21842478	0.0195930387497867	HOXB13	17	46806046
cg21842664	0.0143364651722481	CAB39	2	231578467
cg21844038	0.0529731775216179	FAM100A	16	4665248
cg21844956	0.0222751467909037	TRIM38	6	25963442
cg21845297	0.762107553548433	OTOR	20	16728794
cg21846488	0.760960616884251	LCE4A	1	152680843
cg21846903	0.511979679622513	VTN	17	26697281
cg21849289	0.0125684652108266	C1orf123	1	53686523
cg21850069	0.0299732016656516	TRIM41	5	180649807
cg21850239	0.0108377249815158	POLR2G	11	62528988
cg21850254	0.0280691077246389	ZNF570	19	37959853
cg21852292	NA	C1orf115	1	220863407
cg21856603	0.870962865754358		17	3713823
cg21858376	0.0145804430645731	ITPR1	3	4534791
cg21859434	0.00879671183104772	CXCR4	2	136876021
cg21860846	0.638234196398716	ELK1	X	47510507
cg21861211	0.0177640983631891	ZFYVE26	14	68283527
cg21862373	NA	SNHG9;RPS2;SNORA78	16	2014791
cg21865006	0.67619230005353	NA	NA	0
cg21869055	0.0352056966193706	KLK10	19	51522454
cg21869532	0.126057092984063	ZNF561	19	9732024
cg21870662	0.030660458535266	SGSM2;TSR1	17	2241570
cg21870668	0.872355527910846	SNRPN	15	25123731
cg21870884	0.766333165895725	GPR25	1	200842429
cg21872129	0.0231444243866557	PTP4A1	6	64281996
cg21872391	0.0119771699201338	SMNDC1	10	112064057
cg21872393	0.019625346121426	MYL12A	18	3247654
cg21874193	0.833223080832446	TAS2R19;PRR4;PRH1	12	11174898
cg21875234	0.0127598179773655	GSPT1	16	12009405
cg21877855	0.0210058596846852	ITGB3BP;EFCAB7	1	63989125
cg21878918	0.0278335947544953	NDUFA4L2	12	57634762
cg21879981	NA	EPC1	10	32636639
cg21880328	0.196474687929737	CTTNBP2	7	117514017
cg21880903	0.817243423930728	KLB	4	39408665
cg21885525	0.0606325622389601	NA	NA	0
cg21885650	0.0258470054937137	TBCCD1	3	186284968
cg21885995	NA	SRP68	17	74069256
cg21888438	0.498396488609718	MID1IP1	X	38663117
cg21890738	0.0174367897743624	CYB561	17	61523271
cg21892409	0.0279343581279326	C11orf49	11	46958372
cg21892708	NA	PDIA6	2	10954197
cg21893220	0.0146192139237435	SMC2	9	106856376
cg21896452	0.0130879208002305	TPRKB	2	73964413
cg21898046	0.817627238453459	MGAT1	5	180231026
cg21900416	0.0116951343845073	SERTAD3	19	40950172
cg21902119	0.00923768951665591	VAT1	17	41173883
cg21902327	0.56171356526227	FGF6	12	4554786
cg21902346	0.0171957594316056	MACROD1	11	63933484
cg21902544	0.0315271193585301	CBLN2	18	70211515
cg21903324	0.0246045811035834	CABYR	18	21718824
cg21905630	0.0350332522344292	GSX2	4	54965904
cg21906716	0.957449385706831	TP73	1	3579978
cg21907579	0.818123045428452	TBX5	12	114845868
cg21908116	0.00941816717619617	LRRC1	6	53659077
cg21908259	0.0314695428257328	FKBP11	12	49318998
cg21909391	NA	LPP;FLJ42393	3	187896222
cg21910663	0.0166768000718852	MGC23284;MVD	16	88730440
cg21911019	0.628750518713051	GPR78	4	8581650
cg21912241	0.0382437130103293	C19orf40;CCDC123	19	33462915
cg21912567	0.0213499669826231	GADD45G	9	92219379
cg21914262	0.0210452475246798	MTIF3	13	28024888
cg21917349	0.871069212648256	APBA2	15	29213860
cg21918026	0.0551206698880376	SLC7A6OS;PRMT7	16	68344902
cg21918500	0.0256823848966053	NA	NA	0
cg21919219	0.652304922336151	NA	NA	0
cg21921474	NA	C1orf172	1	27287181
cg21922574	0.649927317231465	NETO1	18	70535925
cg21922731	0.195612910047371	HSD17B6	12	57157130
cg21922841	0.0443579819490038	SLC9A3R1	17	72744131
cg21925493	0.0254216257419572	C9orf89	9	95858671
cg21926138	0.52796306854082	C1orf88	1	111889420
cg21926612	0.148563568745818	PACRG;PARK2	6	163149169
cg21927363	NA	C9orf93	9	15552206
cg21927975	0.0187791476863296	GPR153	1	6320757
cg21929875	0.548830490039215	VSIG2	11	124622096
cg21929993	0.0197033951897441	RNF130	5	179498114
cg21930712	NA	C19orf75	19	51761116
cg21931212	NA	C12orf57	12	7053223
cg21932800	0.514924377657035	MMGT1	X	135056858
cg21932814	0.449005105581422	CSTA	3	122044172
cg21934269	0.551186785846164	NA	NA	0
cg21935083	NA	RAD50	5	131892314
cg21935292	0.012239204373851	GNS	12	65152931
cg21937169	0.0236726060907311	ASL	7	65541137
cg21937886	0.195643988413478	GFPT2	5	179779954
cg21939221	NA	AGBL2	11	47737371
cg21939482	0.0319583083740489	C7orf70	7	6388130
cg21942082	0.428854806070321	RNU5E;RNU5D;ACOT12	5	80690225
cg21942438	NA	ZNF619	3	40518091
cg21942546	NA	ABHD11	7	73154357
cg21942576	0.633230934752889	GPBP1L1	1	46126885
cg21943652	0.0135837185940276	HIPK1	1	114472049
cg21944455	0.831142468808171	GFAP	17	42994269
cg21944757	0.0146569218943508	ARFGAP1	20	61904196
cg21946698	0.980988400246747	RGS11	16	326615
cg21948169	0.0180271054853199	TET1	10	70320051
cg21948655	NA	SMCP	1	152849738
cg21948783	0.0736742614252487	WNT1	12	49372474
cg21949305	0.780968483852353	C22orf45;ADORA2A	22	24828655
cg21949781	0.0192496713324981	PSTPIP2	18	43652366
cg21950493	0.0392721008389223	GPN3;C12orf24	12	110907285
cg21950518	0.349994510254758	IL6ST	5	55290746
cg21951612	0.91348261397692	MRAS	3	138092089
cg21954346	0.016191355187379	ESRP2	16	68271489
cg21954994	0.0118389910803268	NA	NA	0
cg21955402	0.0230553974715207	SMCR7	17	18163716
cg21958034	0.882626320618851	NA	NA	0
cg21958798	0.0317280281418602	GUCY1A2	11	106890084
cg21959619	0.175736715039892	FBXL6;GPR172A	8	145581006
cg21960110	0.834008602522789	HBZ	16	202482
cg21960882	0.880102202382587	NA	NA	0
cg21961766	0.465630536220989	PRRG2	19	50086378
cg21964481	0.90366368166001	SLC34A3	9	140125696
cg21965997	0.54951034328954	CALY	10	135150367
cg21966410	0.58930876262565	AR	X	66765882
cg21968169	0.0215666345470129	LOC338799;SETD1B	12	122241952
cg21968580	0.0607168445913757	DNAJB4	1	78470640
cg21968796	0.907571668561712	C21orf67;C21orf70	21	46358532
cg21969640	0.760405018848955	NA	NA	0
cg21970438	0.850223581227472	TTLL2	6	167738277
cg21972382	0.444570258125506	CLIP4	2	29339076
cg21972430	0.0174653238840093	TPD52L1	6	125475126
cg21973276	0.0206520220923677	SMAD6	15	66994600
cg21973517	0.0328825923281554	VGLL4	3	11762253
cg21973800	0.0183970729296598	CINP;TECPR2	14	102829177
cg21974239	0.508685620543069	MAPK12	22	50700478
