Hybridization REF	TCGA-AO-A12D-01A-11D-A112-05	TCGA-AO-A12D-01A-11D-A112-05	TCGA-AO-A12D-01A-11D-A112-05	TCGA-AO-A12D-01A-11D-A112-05
cg19830147	0.0193205112715038	MCM3APAS;LSS	21	47649323
cg19831077	0.425232724226524	WDR86	7	151107924
cg19831369	0.434836556726721	HPS4;SRRD	22	26881026
cg19831575	0.0438502183530679	FGF4	11	69590090
cg19832597	0.0189153777121671	GARS	7	30634132
cg19832721	0.884993038999629	KIAA1267	17	44249866
cg19835478	0.0483364608502251	COL6A1	21	47401109
cg19836199	0.289141628674898	RUNX1	21	36421941
cg19836283	0.0499571232409588	ITGA11	15	68724690
cg19836808	0.0479641651440147	NA	NA	0
cg19837131	0.0924552961310336	NA	NA	0
cg19837751	NA	CECR5;CECR4	22	17645416
cg19837824	0.0403666350664468	TSC2;NTHL1	16	2097351
cg19839588	0.0225970451243613	TRERF1	6	42419466
cg19839691	0.0137434741082716	KIAA0101	15	64673790
cg19840387	0.0230915507836181	CCDC148;PKP4	2	159314016
cg19840532	0.0734187815278596	OMA1	1	59012661
cg19841506	0.11200990905271	ZMYND15;CXCL16	17	4642056
cg19843036	0.088115443414221	TMEM144	4	159131516
cg19843429	0.00953298913803586	OSBPL3	7	25019751
cg19844287	0.0136978040674029	NA	NA	0
cg19845843	0.86926147062141	BEND2	X	18239282
cg19846131	0.0217366436013641	CREBZF	11	85375464
cg19846927	0.0392142418318755	MRPL44	2	224821935
cg19847271	0.0316111047898768	PRIM1	12	57146332
cg19848683	0.0281824795739715	MECOM	3	168864048
cg19850163	0.0291884101429201	AGFG1	2	228336753
cg19850348	0.0380648628330132	PYGO1	15	55880997
cg19850370	0.671179453773345	SLC4A4	4	72205104
cg19850406	0.217438295117224	RNFT2;C12orf49	12	117174732
cg19851137	0.0838956587005037	IDH3B	20	2645051
cg19853229	0.0110972498462117	PLEKHG2	19	39903895
cg19853494	0.264675369282795	SELL	1	169680613
cg19853703	0.0378999340835174	APOL6	22	36044792
cg19853760	0.305204950422913	LGALS1	22	38071677
cg19854301	0.92431323041173	CDH13	16	82671450
cg19855618	NA	ZNF623	8	144731579
cg19856444	0.676313351061915	SLC39A12	10	18241116
cg19856594	NA	SAGE1	X	134975921
cg19857457	0.221294189571267	RPL17;SNORD58A;SNORD58B	18	47018947
cg19857537	0.0219595724540344	FAM118B;RPUSD4	11	126081181
cg19857538	NA	COQ4;TRUB2	9	131085530
cg19857541	0.828896831167889	MORC1	3	108836800
cg19859270	0.895094608235051	GPR15	3	98251294
cg19861697	0.0715696722564356	DMTF1	7	86782611
cg19862344	0.680794116119501	RHAG	6	49605181
cg19863003	0.0191261870634221	REEP5	5	112257612
cg19863405	NA	ACTL7B	9	111619070
cg19863740	0.697531568693297	PARVG	22	44576869
cg19863773	0.94374978501229	OXER1	2	42991905
cg19864851	0.0810981990218367	SEC24C	10	75503847
cg19866103	0.0146332570976545	NICN1	3	49466612
cg19867899	NA	PCDHAC2;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA9;PCDHA13;PCDHA5;PCDHAC1;PCDHA3	5	140345819
cg19868691	0.291697988157258	WNT10A	2	219744597
cg19868730	NA	POPDC2	3	119380012
cg19869139	NA	OPRD1	1	29138077
cg19872681	0.786216038368848	SLC7A7	14	23284518
cg19872814	0.0158432034005313	PLAA;IFT74	9	26947503
cg19873701	NA	PSG9	19	43773649
cg19873785	0.0426899728733785	ZNHIT1;PLOD3	7	100861253
cg19875047	0.0269679185274297	ANKRD42	11	82905709
cg19875216	0.0758619774089175	SRPRB	3	133524841
cg19875656	0.904971462713999	PRSS50	3	46759096
cg19876444	0.470381133941479	NA	NA	0
cg19876838	0.756467595597395	KCNJ14	19	48958664
cg19881177	0.0104812011469435	ZNF367	9	99181234
cg19881895	0.377677003367828	SLC43A3	11	57195540
cg19882093	0.887180715093221	GGTLC1	20	23969397
cg19883905	0.0628869082374384	CIDEA	18	12254024
cg19884262	0.0256711020785918	FOXI2	10	129535968
cg19884600	0.899415955572136	PYHIN1	1	158901938
cg19884658	0.654646526797191	KLHL21	1	6664268
cg19885761	0.118041003216775	CPLX2	5	175223646
cg19886179	0.0268685055660065	PSMD14	2	162164993
cg19889584	0.854290557648714	NA	NA	0
cg19889780	0.0499554397106343	SPR	2	73114144
cg19890739	0.553489196675751	GINS2	16	85723539
cg19890858	0.0179532892135398	TRABD	22	50624742
cg19891733	0.0280419410902065	ATP5J;GABPA	21	27108257
cg19894943	0.0495859967234043	TXNDC12;KTI12	1	52499579
cg19895197	0.0374793046002836	C17orf37	17	37887061
cg19896198	0.288503851412732	TNFRSF8	1	12123262
cg19896347	0.938765965760285	DNAH10	12	124265002
cg19899621	0.0531511746593492	ZNF561	19	9731817
cg19899882	0.0268687684667356	FOXQ1	6	1313495
cg19902569	0.0604331485016487	AHNAK	11	62313929
cg19903229	0.56036902376998	C14orf105	14	57960650
cg19903333	0.0987895009901552	ATP6V0B	1	44441367
cg19904463	0.131232288947121	FABP5	8	82192606
cg19904653	0.122783322709987	BRF2	8	37707692
cg19905251	NA	SLIT3	5	168728495
cg19905754	0.00806879277947559	ANKRD37	4	186317888
cg19906397	0.0591717868170535	SMARCB1	22	24129020
cg19906550	0.373410044324431	NA	NA	0
cg19906926	0.144603279299727	KLHL5	4	39045816
cg19910382	0.856560399556791	FABP1	2	88427561
cg19911362	0.0321904383907583	USP8	15	50716322
cg19912436	NA	PALM	19	708918
cg19913889	0.00833755780366643	TMEM150A	2	85830136
cg19914607	0.145281404202435	SLC38A3	3	50242505
cg19914751	0.0252439927363656	QARS	3	49142572
cg19917856	0.129956239687603	NCCRP1	19	39687963
cg19918758	0.0683226437503578	VAV3	1	108508113
cg19921353	0.267277307728627	HLA-DPB1	6	33043574
cg19921389	0.919574077439981	GP9	3	128780164
cg19921492	0.239711277382942	NA	NA	0
cg19921776	0.0218959464231554	EDEM3	1	184724497
cg19923326	0.495457936188202	KCNQ1	11	2828778
cg19923810	0.809815734683667	KLHL17;NOC2L	1	894954
cg19928046	0.0647474355288381	CD74	5	149792249
cg19928247	0.211935397311981	TCEAL1	X	102883794
cg19928450	0.101562433589584	HOXC12	12	54348629
cg19930802	0.952042103553159	ATP10A	15	25972474
cg19931106	0.131243352596732	CCDC75;HEATR5B	2	37311892
cg19932177	0.0545191962633864	RFC3	13	34392073
cg19935424	0.0322217257325455	NA	NA	0
cg19937039	0.567866291119457	SERPINA10	14	94759767
cg19939627	0.050931349179616	EME2;MRPS34	16	1823875
cg19939660	0.0115411880893161	C19orf36;MOBKL2A	19	2097096
cg19941758	0.0142512925454131	CCDC90B	11	82997468
cg19944367	0.944423047600288	RGS3	9	116223775
cg19945840	0.371903409977238	SDF4;B3GALT6	1	1168036
cg19946699	0.285742969290752	SH3BGR	21	40817645
cg19947621	0.472013149570319	KIF24	9	34263021
cg19948014	0.018067225436195	SOD1	21	33032656
cg19948393	0.756938014777088	ANKRD33	12	52281810
cg19948397	0.0116985507000498	C11orf61	11	124670177
cg19949137	0.246201474842487	HTATSF1	X	135579980
cg19949550	0.798154456152784	ASB2	14	94423704
cg19950767	NA	TPTE2	13	20110871
cg19951443	0.0117436753919112	C9orf46	9	5437593
cg19953406	0.015013065462215	KLK7	19	51487360
cg19954000	0.322578864337122	FGF1	5	142065671
cg19954739	0.0620501586867686	ZMYND19	9	140485596
cg19955257	NA		19	699032
cg19955521	0.214029105875972	WDR37	10	1102667
cg19957727	0.0135650884730104	TBCCD1;DNAJB11	3	186288330
cg19959519	0.125619774317327	NF1	17	29422806
cg19961382	0.102393893047423	RANGAP1	22	41682542
cg19961522	0.856331531931978	MYLK2	20	30407388
cg19963522	0.578234685795176	IPCEF1	6	154677796
cg19963797	0.148085944525423	ALG13	X	110924467
cg19964192	0.954008509256945	MAGEA10	X	151307053
cg19965511	0.0158464607872599	HCRT	17	40336475
cg19965810	0.0344782404654543	KCNH7	2	163695793
cg19966618	0.020162423153885	THYN1;ACAD8	11	134123407
cg19968631	NA	GLRA3	4	175750792
cg19969873	0.024313772911519	NPPC	2	232791083
cg19970051	0.025817978028053	NA	NA	0
cg19971655	0.882068213505462	BSND	1	55464927
cg19971804	0.16545079733445	MORN2;DHX57	2	39102883
cg19972619	0.0676628620198633	MYC	8	128747979
cg19972859	0.0190995097037951	PURA	5	139494006
cg19973135	0.0223151789156408	MARVELD3	16	71660103
cg19973884	0.0507313179218265	ZDHHC12	9	131486216
cg19974223	0.856788130469031	ANKRD33	12	52281676
cg19976011	0.0130586686565177	SEP15;HS2ST1	1	87380779
cg19976467	0.0151550538337959	TMCO4	1	20126168
cg19977912	0.0150450077417514	PIGQ	16	619814
cg19979773	0.926912171697173	FCN3	1	27702651
cg19979896	0.751254955211485	RAET1E	6	150212118
cg19981839	0.0308121969032599	CD2BP2	16	30366847
cg19982860	0.802556507803053	NA	NA	0
cg19984039	0.171131543851001	NA	NA	0
cg19985911	0.879192876729401	AVIL	12	58209674
cg19986872	0.0141249689416411	ACSL6	5	131347773
cg19987219	0.954835942927134	KNCN	1	47016749
cg19987840	0.0232249510099997	SPATA5;NUDT6	4	123844099
cg19988449	0.0580714123798163	BNC1	15	83952808
cg19994834	0.354113425547403	GRIA3	X	122318040
cg19995014	0.0199398260372834	APLP1	19	36359772
cg19996355	0.0168446087780289	PBX4	19	19729375
cg19998328	0.541573414796252	YIPF2;C19orf52	19	11038320
cg20000468	0.0534743412716618	IFNAR2	21	34601686
cg20001829	0.0558837307379844	TMEM25	11	118402342
cg20002248	0.0362719858845403	ACN9	7	96747288
cg20006825	0.162257846691949	PTMS	12	6874964
cg20008332	0.0213816855342662	SOX11	2	5833169
cg20009671	0.0140424914451734	YY1	14	100704671
cg20010396	0.0219787124498552	ZBTB22	6	33285827
cg20010565	NA	C2orf60;C2orf47	2	200820801
cg20011134	0.780217327741383	DDO	6	110736422
cg20011352	0.315375870628126	GPR124	8	37655269
cg20011794	0.0899839083946442	KCTD17	22	37447915
cg20011833	0.0638554781001782	LYRM2	6	90348585
cg20011974	0.043712215182938	EIF2B2	14	75469661
cg20015689	NA	SEMG1	20	43835190
cg20015855	0.932872648362241	CORO2B	15	68937562
cg20016416	0.73420408199878	SPTBN2	11	66489521
cg20016845	0.0200482441010944	CXXC1	18	47814312
cg20016874	0.00839074690435525	MAPK1IP1L	14	55518446
cg20017147	0.633671479257363	NA	NA	0
cg20017995	0.443212350579282	SNORD24;SNORD36B;MED22;RPL7A;SNORD36A	9	136216076
cg20018806	0.590172279135782	TCN1	11	59633874
cg20019546	0.110368841189002	SFRP4	7	37955824
cg20021244	0.0128378480889424	APBB3;SLC35A4	5	139944115
cg20022122	0.844640358127196	GCKR	2	27720122
cg20022511	0.0741782035768928	ISG15	1	948740
cg20022541	NA	FAM181A;C14orf86	14	94385395
cg20023231	0.113835442825188	HS3ST2	16	22825282
cg20023578	0.0373104921202913	TCF7L2	10	114709626
cg20025656	0.116453714426511	ACTA1	1	229570230
cg20025970	0.577076003512824	ABCC9	12	22089560
cg20028291	0.0151253260309274	BCAS4	20	49411856
cg20028470	0.624410477270194	UCN	2	27530829
cg20029201	0.313777453412324	BCL9L	11	118781813
cg20029652	0.0578049771406364	PGBD1	6	28249545
cg20030243	0.0257373397572719	F2R	5	76011643
cg20030671	0.0163333892678533	FBXO28	1	224301701
cg20033731	0.102715898692328	CACNA1C	12	2161371
cg20033864	0.00937455843929392	NA	NA	0
cg20034100	0.849286894672444	RNF217	6	125304496
cg20035459	NA	CLDN6	16	3068707
cg20041257	0.0225222032396536	DNM2;MIR638	19	10828819
cg20041381	0.0118899721260996	C1orf27;MIR548F1;TPR	1	186344125
cg20042228	0.0712664075481676	NOTCH1	9	139439761
cg20043466	0.0536039756836715	PLK1S1	20	21106097
cg20044189	0.0107707790579429	SPRY4	5	141704548
cg20047055	NA	KLRC1	12	10608067
cg20047230	0.084621569698534	CP110	16	19535092
cg20047732	0.014777300063405	TTC14	3	180319890
cg20050012	0.0114738206125609	KIAA0100	17	26971809
cg20050113	0.197544514265784	SLC9A2	2	103236861
cg20050826	0.146252220324561	KRT72	12	52995295
cg20051033	0.0786185004624609	CPNE9	3	9746059
cg20051177	0.929276183955411	TCF20	22	42612320
cg20051589	0.294826161422432	DLG3	X	69664482
cg20052411	0.00832920152553267	RCE1	11	66611241
cg20052718	0.0273468630019154	TWIST1	7	19156902
cg20053158	0.0354429084107122	ASCL1	12	103351206
cg20053799	0.00965838303382494	CYTH2	19	48972338
cg20055101	0.469101972088095	ZSCAN10	16	3142645
cg20057066	0.0297025601790997	NCRNA00173	12	116971500
cg20059151	0.191636385081824	SLC44A3	1	95286311
cg20059312	NA	NGEF	2	233877857
cg20060451	0.0122383786936336	MAML1	5	179159945
cg20062122	NA	CLCN5	X	49833742
cg20063650	0.949205666466481	ZNF645	X	22290920
cg20065832	0.368166260891854	POU3F4	X	82763518
cg20066612	0.375739702035052	KCNJ9	1	160050948
cg20066677	0.932842053777575	CHFR	12	133424420
cg20070077	0.00664152751860172	GADD45G	9	92219995
cg20070090	0.312140945764714	S100A8	1	153363489
cg20073553	0.371393607290702	NKX3-2	4	13545291
cg20074048	0.041328950061429	SECISBP2	9	91933147
cg20074371	0.00778553612859671	STT3B	3	31574495
cg20074593	0.783597089043368	GPR17;LIMS2	2	128403286
cg20074795	0.0445499328915266	KDELR3	22	38864244
cg20075229	0.914798220076194	NA	NA	0
cg20077393	0.0145399282802019	CGN	1	151483425
cg20080624	0.498780926353905	DLX5	7	96651111
cg20082357	0.0266997716520488	ATP6V0A1	17	40611017
cg20082641	0.927993809287292	PAQR5	15	69590255
cg20083676	0.372615905457384	C9orf47;S1PR3	9	91605999
cg20083730	0.283008922518386	MT1E	16	56659724
cg20083871	0.0140031681786341	ACAD9	3	128598559
cg20084646	0.00636890144289704	C19orf53	19	13885320
cg20085077	0.426115200089974	ARMCX4	X	100740421
cg20088535	0.0118900381562732	PLK4	4	128802013
cg20088913	NA		12	10107302
cg20088964	0.124523782737786	HMGA2;RPSAP52	12	66217432
cg20089715	NA	CACNB1	17	37354769
cg20090467	0.498514977487641	NA	NA	0
cg20090497	0.705852121894501	TAS2R9	12	10962437
cg20091107	0.00743343663570969	ATL2	2	38604853
cg20091959	0.5597748908269	L3MBTL	20	42142451
cg20092036	0.278002965410701	UBE3B;KCTD10	12	109914141
cg20092677	0.00925699595500946	NA	NA	0
cg20092728	0.829057120821372	SLC5A12	11	26744467
cg20095338	0.0581301657437709	NAP1L1	12	76478402
cg20095587	0.75501801029917	TREM2	6	41130718
cg20096208	0.0228007368686253	CWC15;KDM4D	11	94706512
cg20097268	0.0150520167845864	HBXIP	1	110950612
cg20098118	0.655088844735058	LOC100133957;UXT	X	47518769
cg20098478	0.482996987722976	WIF1	12	65515862
cg20098659	0.937865560225191	CLEC9A	12	10183364
cg20098887	0.0200559248651058	RAB32	6	146864520
cg20099806	0.173062142180846	CCDC47	17	61849988
cg20100381	0.0269185824410946	NAE1	16	66864408
cg20102673	0.0963476327050972	KCNH3	12	49933539
cg20103201	0.0557045294305476	PANK4	1	2458021
cg20103550	0.652880018938483	FSCB	14	44976457
cg20103758	0.406515873239982	SLC27A6	5	128300696
cg20104688	0.021134548928155	TK1;AFMID	17	76183078
cg20104776	0.509368898833566	LDOC1	X	140271176
cg20109151	0.030562098366768	NIPSNAP3A	9	107509821
cg20112035	0.0843113622022063	TATDN3;NSL1	1	212965051
cg20113732	0.0303822074181869	NELL1	11	20691180
cg20114394	0.801908236760758	FSTL1	3	120170441
cg20116574	0.0417214398999059	NCOA5	20	44718168
cg20117778	0.0107686335570416	TAF12	1	28969554
cg20118424	0.979688983538283	ABCB11	2	169887275
cg20119015	0.0596896719321807	ARAP2	4	36245632
cg20119051	0.315841512083799	NA	NA	0
cg20119635	0.360919912070631	DYNLT3	X	37707074
cg20119871	0.903858409625487	ATP10A	15	25972400
cg20120491	0.293774855987961	DMC1	22	38965934
cg20122476	0.056179432524	PITPNA	17	1465162
cg20122491	0.0138118636651399	ZKSCAN5	7	99102313
cg20123891	0.0813791299439256	NXPH3	17	47653646
cg20125091	0.42498552382524	GFI1	1	92952641
cg20125159	0.0296855689347655	TXNDC12;BTF3L4	1	52520593
cg20126106	0.435780396836194	TAGLN3	3	111718135
cg20126158	0.0283133953680533	MARCH6	5	10353332
cg20131596	0.674250653325789	PAM	5	102201128
cg20131685	0.0247698828765662	LLGL1	17	18128578
cg20131968	0.296887449687626	CCDC47	17	61850012
cg20133313	0.012874206284539	CYB5R1	1	202936090
cg20134151	0.145755564555971	PPP1R14C	6	150463500
cg20134215	0.57527641469774	MCHR2	6	100441407
cg20135306	NA	SAFB2;SAFB	19	5623027
cg20139214	0.0257408478562973	TADA2A;ACACA	17	35767334
cg20140452	0.0338848111508342	NR3C2	4	149363715
cg20141013	0.0102581342401248	C16orf72	16	9186050
cg20141751	0.0135971453617325	GLT8D1;SPCS1	3	52740234
cg20141916	0.0105359100280706	PLEK2	14	67878973
cg20142224	0.0145467134288508	DOK4	16	57520176
cg20143092	0.492543274541248	CD44	11	35160330
cg20145360	0.752019052770955	NA	NA	0
cg20147100	0.019412873689497	C19orf6	19	1020733
cg20149493	0.0136362694779317	PDCD5	19	33071876
cg20149766	0.0202072043233428	POLS	5	6714666
cg20149998	0.0398400381682635	CHCHD8;PAAF1	11	73587608
cg20150565	0.119067905060444	C20orf199;ZNFX1	20	47893859
cg20150743	NA	ZNF3	7	99679295
cg20154346	0.639030754428598	RAI2	X	17821097
cg20158248	NA	ABCC1	16	16042956
cg20158826	NA	CCDC87;CCS	11	66359489
cg20159072	0.015641934022205	SLC25A20	3	48936248
cg20161089	NA	IFI27	14	94577514
cg20161179	0.168956323430875	MSX1	4	4863282
cg20162076	0.845511939494481	LY86;LOC285780	6	6588089
cg20162146	0.608477274599491	MCM5	22	35795394
cg20162159	0.013912133190248	MON1A	3	49967065
cg20162599	0.600754523977915	FERMT3	11	63990138
cg20163033	NA	FAM193A	4	2627194
cg20163288	0.0221204819415423	GJC1	17	42908052
cg20164558	0.0595462162873263	PPP2R5D	6	42952124
cg20164720	0.0161949990446615	AGTRAP	1	11796063
cg20166532	0.109913837572376	S1PR1	1	101702782
cg20166783	0.0150310232155967	RFC1	4	39367943
cg20168375	0.0251521485061448	NA	NA	0
cg20169062	0.777934878582878	HSPB3	5	53751411
cg20171451	NA	CSTL1	20	23420109
cg20172280	0.019099195311096	OLFML2B	1	161993542
cg20173259	0.0226409449394385	LHB	19	49520930
cg20175449	0.0625258271563376	MPZL3	11	118123099
cg20176532	0.0200554567100314	ZNF256	19	58458979
cg20176648	0.5769553843962	AQP1	7	30951064
cg20176989	0.215863520254553	KIR3DL2	19	55362650
cg20178764	NA	GFRA3	5	137609835
cg20179697	0.509005582823303	NA	NA	0
cg20180148	0.013740645026816	DNM1L	12	32832336
cg20182358	0.0354197166962729	MLF1	3	158289061
cg20184165	0.00862331672848122	NAA15	4	140222646
cg20185083	0.512307830904923	SERPINB9	6	2904005
cg20188282	0.139964996042143	GTF3C5	9	135906200
cg20189782	0.91141276305492	CYFIP2;C5orf40	5	156772757
cg20189937	NA	ATP5S;L2HGDH	14	50780124
cg20191453	0.844498590825222	AMT;NICN1	3	49459855
cg20193288	0.010192406465849	TMED1	19	10947021
cg20193716	NA	MGAT1	5	180229067
cg20195812	0.0295388655955253	STAT4	2	192015677
cg20199333	0.895173327203754	F2	11	46740790
cg20199629	0.0138844178749669	SAMD14	17	48207508
cg20200335	0.906509049527154	KRT74	12	52967554
cg20202438	0.763725408387126	NPPA	1	11907986
cg20203395	0.10446768204364	C5orf35	5	56204925
cg20203596	0.0303717689878452	AMDHD1;CCDC38	12	96337004
cg20203792	0.0336740287603722	PACRGL	4	20701925
cg20206574	0.082758264111753	NA	NA	0
cg20207753	0.110097093358226	NA	NA	0
cg20209009	0.0208736182608865	TBX21	17	45811322
cg20210637	NA	SNPH	20	1246100
cg20216130	NA	C9orf91	9	117374308
cg20216935	0.0118926625138908	TGFBR2	3	30648407
cg20217872	0.140700628913121	NAV3	12	78224480
cg20218060	0.00717298035718224	CLK1	2	201729279
cg20222911	0.0420488707180085	MTA1	14	105886024
cg20224517	0.0275747875147177	THUMPD2	2	40006561
cg20225275	0.0206960501290141	ATP6V0E1	5	172410975
cg20225681	0.819349283391467	CILP	15	65503447
cg20225889	0.0270925906745743	ZBTB22	6	33285470
cg20225915	0.208640949794439	LRDD	11	805726
cg20226593	0.837585201120851	NA	NA	0
cg20226764	0.565943198542301	MLN	6	33771931
cg20227165	0.68136239902528	PRDM11	11	45115819
cg20227213	0.135304992268382	GOLGA4	3	37284559
cg20227766	0.0159652350213634	IFI6	1	27998703
cg20228512	0.00688494792470108	PCGF2	17	36904069
cg20229788	0.162563239159534	FNDC4;GCKR	2	27718498
cg20233029	0.151892505044855	B4GALNT2	17	47209827
cg20234170	0.0428053037808904	CAT	11	34460107
cg20234959	NA		1	236237760
cg20235051	0.0157613629678894	C17orf82	17	59489852
cg20239740	0.0215159257916903	SYT5	19	55690495
cg20239949	0.0417645232156611	NSMAF	8	59572638
cg20240860	0.153635389642473	ACCS	11	44087423
cg20241335	0.0399030659025549	NUPL1	13	25876335
cg20244073	0.202073702606419	MID1	X	10851627
cg20247048	0.101967401445961	FLJ32065	17	62972358
cg20247102	0.022481324273925	RASA2	3	141206102
cg20247600	0.0644131353412165	NFE2L2	2	178129336
cg20249919	NA	PCSK6	15	102029706
cg20251973	0.0160733895999302	CENPO;C2orf79	2	25016338
cg20252016	0.00692171963709863	CDCA5;ZFPL1	11	64851499
cg20253551	0.0367683371836444	ESR1	6	152129400
cg20253700	0.327858525004688	TSC2	16	2099508
cg20254231	0.0433723289362137	WDR33	2	128569115
cg20256494	0.106652927050852	CABP7	22	30116439
cg20256783	0.873425148464605	KRT75	12	52827847
cg20259398	0.0139940655728027	CDCA7L	7	21985277
cg20259534	0.014810661398531	BUB1B	15	40453036
cg20261167	0.146345576027797	SPP1	4	88896942
cg20261915	0.619238659119511	GLP2R	17	9729424
cg20263942	0.24646277026643	GOLM1	9	88714961
cg20264534	0.0162519505077065	CCDC97	19	41816349
cg20264731	0.0304835351004479	POLB	8	42195644
cg20264732	0.237760917936608	ESRP2	16	68269763
cg20267005	NA	TYROBP	19	36400049
cg20268522	0.0943497967196268	NCAM1	11	112832152
cg20269537	0.458422947574621	ATXN10	22	46067074
cg20269976	0.0309231685951936	GAA	17	78074920
cg20270599	0.153358443447418	LEPREL1	3	189838996
cg20271396	0.0298531143761218	TSEN15	1	184020713
cg20273774	0.0842244760978254	GNB2L1;SNORD95	5	180671298
cg20275133	0.141088645425968	MRPL20	1	1342361
cg20275344	0.259016712932061	RAB9B	X	103087153
cg20276750	NA	PPM1M	3	52279555
cg20277250	NA	NSA2;GFM2	5	74061999
cg20277416	0.690727449335287	TM7SF2;C11orf2	11	64879061
cg20277670	0.886981792807308	HRH2	5	175110375
cg20278498	0.0476662473900231	RPUSD4;FAM118B	11	126081648
cg20279283	0.332030845932088	GATA4	8	11566863
cg20281815	0.471280750116936	PSCA	8	143761508
cg20282199	0.144716183230415	SEC13	3	10363027
cg20283107	0.709797349261982	FAM91A1	8	124788969
cg20284440	0.00928039525786893	FRMD6	14	52118688
cg20284673	0.149053128952468	STK19;DOM3Z	6	31940167
cg20286074	0.330525467429648	NA	NA	0
cg20286200	0.0661547248708275	EYA4	6	133562267
